QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
1,2:20.0,Defensive rebound by A. Wiggins,,29,18
1,2:14.0,L. Deng makes 2-pt hook shot from 5 ft (assist by A. Wiggins),,31,18
1,2:07.0,,New Orleans full timeout,31,18
1,2:07.0,I. Canaan enters the game for J. Teague,,31,18
1,2:07.0,,T. Frazier enters the game for J. Holiday,31,18
1,1:54.0,,S. Johnson misses 2-pt jump shot from 16 ft,31,18
1,1:51.0,Defensive rebound by G. Dieng,,31,18
1,1:40.0,A. Wiggins misses 2-pt jump shot from 5 ft (block by C. Diallo),,31,18
1,1:37.0,,Defensive rebound by T. Frazier,31,18
1,1:34.0,,T. Frazier misses 2-pt layup from 3 ft,31,18
1,1:34.0,,Offensive rebound by S. Johnson,31,18
1,1:29.0,,S. Johnson makes 2-pt layup from 1 ft,31,20
1,1:13.0,D. Šarić misses 2-pt jump shot from 8 ft,,31,20
1,1:10.0,,Defensive rebound by J. Randle,31,20
1,1:07.0,,I. Clark misses 3-pt jump shot from 26 ft,31,20
1,1:04.0,,Offensive rebound by C. Diallo,31,20
1,1:00.0,,Offensive foul by J. Randle (drawn by G. Dieng),31,20
1,1:00.0,,Turnover by J. Randle (offensive foul),31,20
1,0:49.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,33,20
1,0:27.0,,I. Clark misses 2-pt jump shot from 14 ft,33,20
1,0:24.0,Defensive rebound by G. Dieng,,33,20
1,0:05.0,A. Wiggins makes 2-pt jump shot from 16 ft,,35,20
1,0:00.0,,T. Frazier makes 2-pt jump shot from 21 ft,35,22
2,11:43.0,Personal foul by C. Diallo (drawn by K. Towns),,35,22
2,11:34.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by K. Towns),,38,22
2,11:06.0,,Turnover by I. Clark (lost ball; steal by J. Okogie),38,22
2,10:54.0,K. Towns makes 2-pt layup from 4 ft,,40,22
2,10:39.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by J. Randle),40,25
2,10:23.0,K. Towns misses 2-pt layup from 1 ft,,40,25
2,10:20.0,,Defensive rebound by T. Frazier,40,25
2,10:17.0,,T. Frazier makes 2-pt layup from 1 ft,40,27
2,10:05.0,K. Towns makes 2-pt layup from 3 ft (assist by D. Šarić),,42,27
2,9:45.0,,D. Miller misses 2-pt jump shot from 16 ft,42,27
2,9:41.0,Defensive rebound by K. Towns,,42,27
2,9:19.0,D. Šarić misses 2-pt jump shot from 11 ft,,42,27
2,9:16.0,,Defensive rebound by J. Randle,42,27
2,9:12.0,,Turnover by J. Randle (bad pass; steal by D. Šarić),42,27
2,9:06.0,I. Canaan makes 2-pt layup from 2 ft,,44,27
2,8:41.0,,J. Randle makes 2-pt layup from 8 ft,44,29
2,8:30.0,,Technical foul by J. Randle,44,29
2,8:30.0,K. Towns makes technical free throw,,45,29
2,8:30.0,,A. Davis enters the game for I. Clark,45,29
2,8:30.0,,J. Holiday enters the game for C. Diallo,45,29
2,8:30.0,,K. Williams enters the game for J. Randle,45,29
2,8:22.0,K. Towns misses 2-pt jump shot from 18 ft,,45,29
2,8:19.0,,Defensive rebound by J. Holiday,45,29
2,8:15.0,,D. Miller misses 3-pt jump shot from 25 ft,45,29
2,8:11.0,Defensive rebound by I. Canaan,,45,29
2,8:04.0,L. Deng makes 2-pt jump shot from 19 ft (assist by I. Canaan),,47,29
2,7:48.0,,Turnover by A. Davis (bad pass; steal by I. Canaan),47,29
2,7:43.0,I. Canaan misses 3-pt jump shot from 26 ft,,47,29
2,7:40.0,Offensive rebound by J. Okogie,,47,29
2,7:32.0,Turnover by K. Towns (traveling),,47,29
2,7:21.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),47,31
2,7:03.0,Personal foul by A. Davis (drawn by K. Towns),,47,31
2,7:03.0,T. Gibson enters the game for L. Deng,,47,31
2,7:03.0,A. Tolliver enters the game for D. Šarić,,47,31
2,6:54.0,J. Okogie misses 2-pt jump shot from 18 ft,,47,31
2,6:50.0,,Defensive rebound by K. Williams,47,31
2,6:44.0,,A. Davis makes 2-pt layup from 2 ft (assist by D. Miller),47,33
2,6:44.0,Minnesota full timeout,,47,33
2,6:44.0,G. Dieng enters the game for I. Canaan,,47,33
2,6:44.0,J. Teague enters the game for J. Okogie,,47,33
2,6:44.0,A. Wiggins enters the game for K. Towns,,47,33
2,6:33.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by G. Dieng),,49,33
2,6:20.0,,K. Williams misses 3-pt jump shot from 23 ft (block by T. Gibson),49,33
2,6:15.0,Defensive rebound by G. Dieng,,49,33
2,6:05.0,T. Gibson misses 2-pt hook shot from 4 ft,,49,33
2,6:00.0,Offensive rebound by G. Dieng,,49,33
2,6:00.0,G. Dieng misses 2-pt layup at rim,,49,33
2,6:00.0,,Defensive rebound by D. Miller,49,33
2,5:57.0,,K. Williams misses 3-pt jump shot from 26 ft,49,33
2,5:54.0,Defensive rebound by A. Wiggins,,49,33
2,5:34.0,Turnover by Team (shot clock),,49,33
2,5:28.0,,Personal foul by A. Tolliver (drawn by D. Miller),49,33
2,5:21.0,,Shooting foul by G. Dieng (drawn by A. Davis),49,33
2,5:21.0,,A. Davis makes free throw 1 of 2,49,34
2,5:21.0,,A. Davis makes free throw 2 of 2,49,35
2,5:13.0,Personal foul by T. Frazier (drawn by J. Teague),,49,35
2,5:07.0,Turnover by A. Wiggins (lost ball; steal by T. Frazier),,49,35
2,5:03.0,,T. Frazier misses 2-pt layup from 1 ft (block by A. Wiggins),49,35
2,5:03.0,,Offensive rebound by A. Davis,49,35
2,5:03.0,,Shooting foul by A. Tolliver (drawn by A. Davis),49,35
2,5:03.0,,A. Davis makes free throw 1 of 2,49,36
2,5:03.0,,A. Davis makes free throw 2 of 2,49,37
2,4:54.0,G. Dieng misses 2-pt jump shot from 14 ft,,49,37
2,4:50.0,,Defensive rebound by T. Frazier,49,37
2,4:38.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Frazier),49,39
2,4:38.0,,Shooting foul by A. Wiggins (drawn by A. Davis),49,39
2,4:38.0,,A. Davis misses free throw 1 of 1,49,39
2,4:36.0,Defensive rebound by G. Dieng,,49,39
2,4:28.0,J. Teague misses 2-pt jump shot from 9 ft,,49,39
2,4:28.0,Offensive rebound by G. Dieng,,49,39
2,4:26.0,Shooting foul by T. Frazier (drawn by G. Dieng),,49,39
2,4:26.0,G. Dieng makes free throw 1 of 2,,50,39
2,4:26.0,G. Dieng makes free throw 2 of 2,,51,39
2,4:21.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. Frazier),51,42
2,4:07.0,J. Teague makes 2-pt jump shot from 20 ft,,53,42
2,3:50.0,,Turnover by A. Davis (out of bounds lost ball),53,42
2,3:50.0,I. Canaan enters the game for G. Dieng,,53,42
2,3:50.0,L. Deng enters the game for J. Teague,,53,42
2,3:50.0,K. Towns enters the game for A. Tolliver,,53,42
2,3:46.0,Turnover by I. Canaan (bad pass),,53,42
2,3:39.0,,Personal foul by A. Wiggins (drawn by J. Holiday),53,42
2,3:39.0,,J. Holiday makes free throw 1 of 2,53,43
2,3:39.0,J. Okogie enters the game for A. Wiggins,,53,43
2,3:39.0,,J. Holiday makes free throw 2 of 2,53,44
2,3:23.0,J. Okogie misses 3-pt jump shot from 25 ft,,53,44
2,3:19.0,,Defensive rebound by T. Frazier,53,44
2,3:13.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),53,46
2,3:00.0,L. Deng misses 3-pt jump shot from 24 ft,,53,46
2,2:57.0,,Defensive rebound by A. Davis,53,46
2,2:52.0,,D. Miller makes 2-pt layup from 2 ft (assist by J. Holiday),53,48
2,2:52.0,Minnesota full timeout,,53,48
2,2:38.0,K. Towns misses 2-pt hook shot from 7 ft,,53,48
2,2:35.0,,Defensive rebound by K. Williams,53,48
2,2:28.0,,J. Holiday makes 2-pt layup from 2 ft (assist by A. Davis),53,50
2,2:08.0,K. Towns misses 2-pt hook shot from 6 ft,,53,50
2,2:06.0,,Defensive rebound by J. Holiday,53,50
2,2:06.0,,Personal foul by K. Towns (drawn by J. Holiday),53,50
2,2:06.0,,J. Holiday makes free throw 1 of 2,53,51
2,2:06.0,,J. Holiday makes free throw 2 of 2,53,52
2,1:47.0,T. Gibson misses 2-pt layup from 2 ft (block by A. Davis),,53,52
2,1:42.0,,Defensive rebound by A. Davis,53,52
2,1:41.0,,T. Frazier makes 3-pt jump shot from 24 ft (assist by J. Holiday),53,55
2,1:23.0,K. Towns makes 3-pt jump shot from 25 ft,,56,55
2,1:15.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by J. Holiday),56,57
2,1:04.0,I. Canaan makes 3-pt jump shot from 25 ft,,59,57
2,0:49.0,,A. Davis makes 2-pt layup from 3 ft (assist by D. Miller),59,59
2,0:41.0,J. Okogie makes 3-pt jump shot from 22 ft (assist by I. Canaan),,62,59
2,0:34.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by T. Frazier),62,62
2,0:08.0,T. Gibson misses 2-pt dunk at rim (block by A. Davis),,62,62
2,0:03.0,,Defensive rebound by T. Frazier,62,62
2,0:01.0,,J. Holiday misses 2-pt layup from 3 ft,62,62
2,0:00.0,,Offensive rebound by T. Frazier,62,62
3,12:00.0,,Technical foul by J. Holiday,62,62
3,12:00.0,K. Towns makes technical free throw,,63,62
3,11:42.0,K. Towns misses 2-pt hook shot from 7 ft (block by A. Davis),,63,62
3,11:40.0,,Defensive rebound by A. Davis,63,62
3,11:35.0,,J. Holiday makes 2-pt jump shot from 22 ft (assist by T. Frazier),63,64
3,11:22.0,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,66,64
3,10:57.0,,Shooting foul by J. Okogie (drawn by J. Holiday),66,64
3,10:57.0,,J. Holiday makes free throw 1 of 2,66,65
3,10:57.0,,J. Holiday makes free throw 2 of 2,66,66
3,10:34.0,I. Canaan misses 2-pt jump shot from 22 ft,,66,66
3,10:30.0,,Defensive rebound by A. Davis,66,66
3,10:23.0,Violation by Team (kicked ball),,66,66
3,10:22.0,,Turnover by J. Holiday (bad pass; steal by K. Towns),66,66
3,10:15.0,J. Okogie misses 3-pt jump shot from 25 ft,,66,66
3,10:10.0,,Defensive rebound by T. Frazier,66,66
3,10:01.0,,D. Miller misses 2-pt layup from 2 ft (block by T. Gibson),66,66
3,9:58.0,Defensive rebound by J. Okogie,,66,66
3,9:52.0,Shooting foul by D. Miller (drawn by T. Gibson),,66,66
3,9:52.0,T. Gibson misses free throw 1 of 2,,66,66
3,9:52.0,Offensive rebound by Team,,66,66
3,9:52.0,T. Gibson misses free throw 2 of 2,,66,66
3,9:50.0,,Defensive rebound by A. Davis,66,66
3,9:39.0,,Shooting foul by T. Gibson (drawn by A. Davis),66,66
3,9:39.0,,A. Davis makes free throw 1 of 2,66,67
3,9:39.0,,A. Davis makes free throw 2 of 2,66,68
3,9:30.0,K. Towns misses 3-pt jump shot from 26 ft,,66,68
3,9:26.0,,Defensive rebound by J. Holiday,66,68
3,9:18.0,,K. Williams misses 3-pt jump shot from 23 ft,66,68
3,9:14.0,Defensive rebound by K. Towns,,66,68
3,9:07.0,I. Canaan makes 2-pt layup from 2 ft,,68,68
3,8:50.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),68,70
3,8:25.0,Turnover by K. Towns (bad pass; steal by J. Holiday),,68,70
3,8:20.0,,D. Miller misses 3-pt jump shot from 23 ft,68,70
3,8:16.0,,Offensive rebound by A. Davis,68,70
3,8:16.0,,A. Davis makes 2-pt layup from 2 ft,68,72
3,8:16.0,Minnesota full timeout,,68,72
3,8:16.0,D. Šarić enters the game for T. Gibson,,68,72
3,7:54.0,J. Okogie misses 3-pt jump shot from 23 ft,,68,72
3,7:50.0,,Defensive rebound by K. Williams,68,72
3,7:37.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Frazier),68,74
3,7:20.0,Turnover by A. Wiggins (lost ball; steal by J. Holiday),,68,74
3,7:14.0,,K. Williams makes 2-pt jump shot from 5 ft,68,76
3,6:59.0,A. Wiggins makes 2-pt jump shot from 15 ft,,70,76
3,6:42.0,,K. Williams makes 3-pt jump shot from 26 ft (assist by J. Holiday),70,79
3,6:19.0,D. Šarić misses 2-pt jump shot from 21 ft,,70,79
3,6:17.0,,Defensive rebound by J. Holiday,70,79
3,6:16.0,,K. Williams makes 2-pt layup from 1 ft (assist by J. Holiday),70,81
3,6:16.0,,Shooting foul by D. Šarić (drawn by K. Williams),70,81
3,6:16.0,L. Deng enters the game for I. Canaan,,70,81
3,6:16.0,G. Dieng enters the game for J. Okogie,,70,81
3,6:16.0,J. Teague enters the game for K. Towns,,70,81
3,6:16.0,,F. Jackson enters the game for J. Holiday,70,81
3,6:16.0,,K. Williams makes free throw 1 of 1,70,82
3,5:59.0,A. Wiggins makes 2-pt hook shot from 5 ft,,72,82
3,5:46.0,,Shooting foul by G. Dieng (drawn by K. Williams),72,82
3,5:46.0,,K. Williams makes free throw 1 of 2,72,83
3,5:46.0,,K. Williams makes free throw 2 of 2,72,84
3,5:24.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),,74,84
3,5:18.0,,K. Williams makes 3-pt jump shot from 26 ft (assist by T. Frazier),74,87
3,5:06.0,J. Teague makes 2-pt layup from 2 ft,,76,87
3,4:50.0,,A. Davis misses 3-pt jump shot from 25 ft,76,87
3,4:46.0,Defensive rebound by A. Wiggins,,76,87
3,4:39.0,A. Wiggins misses 2-pt jump shot from 16 ft,,76,87
3,4:35.0,Offensive rebound by G. Dieng,,76,87
3,4:33.0,G. Dieng misses 2-pt jump shot from 15 ft,,76,87
3,4:30.0,,Defensive rebound by A. Davis,76,87
3,4:23.0,,A. Davis misses 2-pt jump shot from 4 ft,76,87
3,4:20.0,Defensive rebound by A. Wiggins,,76,87
3,4:07.0,Turnover by D. Šarić (lost ball; steal by F. Jackson),,76,87
3,4:02.0,,T. Frazier makes 3-pt jump shot from 26 ft (assist by F. Jackson),76,90
3,3:46.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by J. Teague),,78,90
3,3:21.0,,A. Davis misses 2-pt jump shot from 15 ft,78,90
3,3:18.0,Defensive rebound by L. Deng,,78,90
3,3:14.0,Shooting foul by A. Davis (drawn by G. Dieng),,78,90
3,3:14.0,G. Dieng misses free throw 1 of 2,,78,90
3,3:14.0,Offensive rebound by Team,,78,90
3,3:14.0,I. Canaan enters the game for J. Teague,,78,90
3,3:14.0,,S. Johnson enters the game for A. Davis,78,90
3,3:14.0,,J. Randle enters the game for D. Miller,78,90
3,3:14.0,G. Dieng makes free throw 2 of 2,,79,90
3,3:05.0,,F. Jackson misses 3-pt jump shot from 23 ft,79,90
3,3:01.0,Defensive rebound by L. Deng,,79,90
3,2:55.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by I. Canaan),,81,90
3,2:33.0,,J. Randle misses 2-pt hook shot from 6 ft (block by G. Dieng),81,90
3,2:31.0,Defensive rebound by A. Wiggins,,81,90
3,2:25.0,Shooting foul by F. Jackson (drawn by A. Wiggins),,81,90
3,2:25.0,,New Orleans full timeout,81,90
3,2:25.0,K. Towns enters the game for G. Dieng,,81,90
3,2:25.0,A. Wiggins makes free throw 1 of 2,,82,90
3,2:25.0,A. Wiggins misses free throw 2 of 2,,82,90
3,2:23.0,,Defensive rebound by J. Randle,82,90
3,2:04.0,,K. Williams misses 2-pt jump shot from 10 ft,82,90
3,2:01.0,Defensive rebound by L. Deng,,82,90
3,1:55.0,L. Deng misses 2-pt jump shot from 16 ft,,82,90
3,1:51.0,,Defensive rebound by T. Frazier,82,90
3,1:34.0,,J. Randle misses 3-pt jump shot from 25 ft,82,90
3,1:30.0,Defensive rebound by A. Wiggins,,82,90
3,1:20.0,Personal foul by J. Randle (drawn by K. Towns),,82,90
3,1:20.0,J. Okogie enters the game for A. Wiggins,,82,90
3,1:17.0,Shooting foul by J. Randle (drawn by K. Towns),,82,90
3,1:17.0,K. Towns makes free throw 1 of 2,,83,90
3,1:17.0,K. Towns makes free throw 2 of 2,,84,90
3,0:59.0,,T. Frazier misses 2-pt layup from 2 ft,84,90
3,0:57.0,Defensive rebound by I. Canaan,,84,90
3,0:47.0,D. Šarić makes 2-pt layup from 4 ft,,86,90
3,0:28.0,,S. Johnson misses 3-pt jump shot from 24 ft,86,90
3,0:24.0,Defensive rebound by K. Towns,,86,90
3,0:05.0,Shooting foul by J. Randle (drawn by D. Šarić),,86,90
3,0:05.0,D. Šarić makes free throw 1 of 2,,87,90
3,0:05.0,D. Šarić makes free throw 2 of 2,,88,90
3,0:05.0,Violation by Team (delay of game),,88,90
3,0:05.0,,Violation by Team (delay of game),88,90
3,0:00.0,,J. Randle misses 3-pt jump shot from 26 ft,88,90
3,0:00.0,,Offensive rebound by Team,88,90
4,11:42.0,,S. Johnson makes 2-pt jump shot from 8 ft,88,92
4,11:24.0,Turnover by K. Towns (traveling),,88,92
4,11:14.0,,J. Holiday misses 2-pt jump shot from 21 ft,88,92
4,11:11.0,Defensive rebound by K. Towns,,88,92
4,11:03.0,I. Canaan misses 2-pt layup from 2 ft,,88,92
4,11:01.0,,Defensive rebound by J. Randle,88,92
4,10:58.0,,D. Miller misses 3-pt jump shot from 25 ft,88,92
4,10:53.0,Defensive rebound by D. Šarić,,88,92
4,10:35.0,L. Deng misses 3-pt jump shot from 26 ft,,88,92
4,10:32.0,,Defensive rebound by J. Randle,88,92
4,10:26.0,,Personal foul by J. Okogie (drawn by J. Holiday),88,92
4,10:14.0,,S. Johnson makes 2-pt layup from 2 ft (assist by D. Miller),88,94
4,10:00.0,J. Okogie misses 3-pt jump shot from 27 ft,,88,94
4,9:56.0,,Defensive rebound by D. Miller,88,94
4,9:45.0,,Turnover by J. Holiday (lost ball; steal by I. Canaan),88,94
4,9:42.0,Shooting foul by F. Jackson (drawn by I. Canaan),,88,94
4,9:42.0,I. Canaan makes free throw 1 of 2,,89,94
4,9:42.0,T. Gibson enters the game for D. Šarić,,89,94
4,9:42.0,A. Wiggins enters the game for K. Towns,,89,94
4,9:42.0,I. Canaan makes free throw 2 of 2,,90,94
4,9:28.0,,J. Holiday misses 2-pt layup from 3 ft (block by A. Wiggins),90,94
4,9:25.0,Defensive rebound by A. Wiggins,,90,94
4,9:18.0,I. Canaan misses 3-pt jump shot from 27 ft,,90,94
4,9:15.0,,Defensive rebound by J. Randle,90,94
4,9:09.0,,J. Randle makes 2-pt layup from 2 ft,90,96
4,8:57.0,A. Wiggins makes 2-pt jump shot from 14 ft,,92,96
4,8:57.0,Shooting foul by S. Johnson (drawn by A. Wiggins),,92,96
4,8:57.0,A. Wiggins makes free throw 1 of 1,,93,96
4,8:47.0,,J. Holiday makes 2-pt layup from 1 ft,93,98
4,8:38.0,I. Canaan misses 2-pt layup from 3 ft,,93,98
4,8:30.0,Offensive rebound by L. Deng,,93,98
4,8:30.0,L. Deng makes 2-pt layup from 1 ft,,95,98
4,8:11.0,,J. Randle misses 2-pt jump shot from 2 ft,95,98
4,8:09.0,Defensive rebound by T. Gibson,,95,98
4,7:56.0,A. Wiggins misses 2-pt jump shot from 19 ft,,95,98
4,7:52.0,,Defensive rebound by S. Johnson,95,98
4,7:44.0,,Personal foul by L. Deng (drawn by J. Holiday),95,98
4,7:44.0,,K. Williams enters the game for D. Miller,95,98
4,7:38.0,,J. Holiday makes 2-pt jump shot from 16 ft,95,100
4,7:28.0,Personal foul by S. Johnson (drawn by A. Wiggins),,95,100
4,7:22.0,A. Wiggins misses 2-pt jump shot from 13 ft,,95,100
4,7:19.0,,Defensive rebound by K. Williams,95,100
4,7:12.0,,Offensive foul by J. Holiday (drawn by J. Okogie),95,100
4,7:12.0,,Turnover by J. Holiday (offensive foul),95,100
4,7:12.0,J. Teague enters the game for I. Canaan,,95,100
4,6:51.0,J. Okogie misses 2-pt jump shot from 9 ft (block by J. Randle),,95,100
4,6:47.0,Offensive rebound by J. Okogie,,95,100
4,6:45.0,J. Okogie misses 2-pt layup from 2 ft,,95,100
4,6:45.0,Offensive rebound by T. Gibson,,95,100
4,6:40.0,T. Gibson misses 2-pt layup from 1 ft,,95,100
4,6:38.0,Offensive rebound by L. Deng,,95,100
4,6:38.0,L. Deng makes 2-pt layup from 1 ft,,97,100
4,6:35.0,,J. Randle misses 2-pt layup from 2 ft,97,100
4,6:33.0,Defensive rebound by J. Okogie,,97,100
4,6:31.0,Turnover by J. Okogie (lost ball; steal by F. Jackson),,97,100
4,6:27.0,,S. Johnson misses 3-pt jump shot from 25 ft,97,100
4,6:25.0,Defensive rebound by J. Teague,,97,100
4,6:15.0,J. Teague makes 2-pt layup from 1 ft,,99,100
4,6:01.0,,J. Holiday misses 2-pt jump shot from 11 ft,99,100
4,5:59.0,Defensive rebound by J. Teague,,99,100
4,5:51.0,L. Deng misses 3-pt jump shot from 23 ft,,99,100
4,5:48.0,,Defensive rebound by F. Jackson,99,100
4,5:43.0,,New Orleans full timeout,99,100
4,5:43.0,K. Towns enters the game for J. Okogie,,99,100
4,5:43.0,,C. Diallo enters the game for F. Jackson,99,100
