QUARTER,TIME_REMAINING,ORLANDO_ACTION,OKLAHOMA CITY_ACTION,ORLANDO_SCORE,OKLAHOMA CITY_SCORE
1,6:39.0,,Shooting foul by E. Fournier (drawn by P. George),14,13
1,6:39.0,,Oklahoma City full timeout,14,13
1,6:39.0,,P. George makes free throw 1 of 3,14,14
1,6:39.0,,P. George makes free throw 2 of 3,14,15
1,6:39.0,,P. George makes free throw 3 of 3,14,16
1,6:26.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),,16,16
1,6:07.0,,J. Grant misses 3-pt jump shot from 23 ft,16,16
1,6:06.0,,Offensive rebound by Team,16,16
1,6:06.0,Loose ball foul by A. Gordon (drawn by S. Adams),,16,16
1,6:06.0,W. Iwundu enters the game for A. Gordon,,16,16
1,6:06.0,,D. Schröder enters the game for P. George,16,16
1,5:57.0,,R. Westbrook makes 2-pt layup from 1 ft,16,18
1,5:44.0,Personal foul by J. Grant (drawn by N. Vučević),,16,18
1,5:34.0,J. Isaac makes 2-pt layup from 1 ft (assist by E. Fournier),,18,18
1,5:26.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),18,20
1,5:16.0,Shooting foul by D. Schröder (drawn by D. Augustin),,18,20
1,5:16.0,D. Augustin makes free throw 1 of 2,,19,20
1,5:16.0,D. Augustin makes free throw 2 of 2,,20,20
1,5:06.0,,R. Westbrook makes 2-pt jump shot from 3 ft,20,22
1,4:51.0,J. Isaac misses 3-pt jump shot from 25 ft,,20,22
1,4:47.0,Offensive rebound by W. Iwundu,,20,22
1,4:38.0,J. Isaac makes 2-pt jump shot from 13 ft (assist by D. Augustin),,22,22
1,4:22.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by T. Ferguson),22,25
1,4:01.0,E. Fournier misses 2-pt layup from 4 ft,,22,25
1,3:59.0,,Defensive rebound by R. Westbrook,22,25
1,3:55.0,,D. Schröder misses 2-pt jump shot from 11 ft,22,25
1,3:52.0,Defensive rebound by W. Iwundu,,22,25
1,3:49.0,W. Iwundu makes 2-pt jump shot from 3 ft,,24,25
1,3:49.0,Shooting foul by T. Ferguson (drawn by W. Iwundu),,24,25
1,3:49.0,I. Briscoe enters the game for D. Augustin,,24,25
1,3:49.0,T. Ross enters the game for E. Fournier,,24,25
1,3:49.0,,A. Nader enters the game for T. Ferguson,24,25
1,3:49.0,,P. Patterson enters the game for J. Grant,24,25
1,3:49.0,W. Iwundu makes free throw 1 of 1,,25,25
1,3:43.0,,Turnover by R. Westbrook (bad pass; steal by N. Vučević),25,25
1,3:32.0,N. Vučević misses 2-pt layup from 2 ft,,25,25
1,3:27.0,,Defensive rebound by S. Adams,25,25
1,3:19.0,,R. Westbrook misses 2-pt jump shot from 11 ft,25,25
1,3:18.0,Defensive rebound by N. Vučević,,25,25
1,3:17.0,,Technical foul by R. Westbrook,25,25
1,3:17.0,T. Ross makes technical free throw,,26,25
1,3:17.0,K. Birch enters the game for J. Isaac,,26,25
1,3:17.0,A. Gordon enters the game for N. Vučević,,26,25
1,3:02.0,Turnover by A. Gordon (off goaltending),,26,25
1,2:57.0,,Shooting foul by I. Briscoe (drawn by R. Westbrook),26,25
1,2:57.0,Orlando full timeout,,26,25
1,2:57.0,,N. Noel enters the game for S. Adams,26,25
1,2:57.0,,R. Westbrook misses free throw 1 of 2,26,25
1,2:57.0,,Offensive rebound by Team,26,25
1,2:57.0,,R. Westbrook makes free throw 2 of 2,26,26
1,2:49.0,Turnover by W. Iwundu (turnover),,26,26
1,2:49.0,,P. George enters the game for R. Westbrook,26,26
1,2:39.0,,D. Schröder misses 2-pt layup from 2 ft,26,26
1,2:35.0,Defensive rebound by I. Briscoe,,26,26
1,2:35.0,Shooting foul by P. George (drawn by W. Iwundu),,26,26
1,2:35.0,W. Iwundu makes free throw 1 of 2,,27,26
1,2:35.0,W. Iwundu misses free throw 2 of 2,,27,26
1,2:33.0,,Defensive rebound by P. George,27,26
1,2:19.0,,P. George misses 2-pt jump shot from 4 ft,27,26
1,2:13.0,,Offensive rebound by P. George,27,26
1,2:12.0,,P. George misses 2-pt layup from 2 ft (block by W. Iwundu),27,26
1,2:09.0,Defensive rebound by I. Briscoe,,27,26
1,2:05.0,T. Ross misses 3-pt jump shot from 26 ft,,27,26
1,1:59.0,,Defensive rebound by P. Patterson,27,26
1,1:57.0,,D. Schröder makes 2-pt layup from 1 ft,27,28
1,1:57.0,,Shooting foul by I. Briscoe (drawn by D. Schröder),27,28
1,1:57.0,,D. Schröder misses free throw 1 of 1,27,28
1,1:55.0,Defensive rebound by A. Gordon,,27,28
1,1:35.0,A. Gordon makes 2-pt layup from 1 ft (assist by T. Ross),,29,28
1,1:35.0,Shooting foul by A. Nader (drawn by A. Gordon),,29,28
1,1:35.0,A. Gordon makes free throw 1 of 1,,30,28
1,1:19.0,,D. Schröder misses 2-pt jump shot from 15 ft,30,28
1,1:15.0,Defensive rebound by K. Birch,,30,28
1,1:08.0,Turnover by I. Briscoe (lost ball; steal by A. Nader),,30,28
1,1:04.0,,Shooting foul by W. Iwundu (drawn by A. Nader),30,28
1,1:04.0,,A. Nader makes free throw 1 of 2,30,29
1,1:04.0,,A. Nader misses free throw 2 of 2,30,29
1,1:02.0,Defensive rebound by A. Gordon,,30,29
1,0:45.0,T. Ross makes 2-pt jump shot from 22 ft (assist by A. Gordon),,32,29
1,0:32.0,,P. George makes 2-pt jump shot from 7 ft,32,31
1,0:12.0,T. Ross misses 2-pt jump shot from 22 ft,,32,31
1,0:09.0,,Defensive rebound by D. Schröder,32,31
1,0:00.0,,P. George misses 3-pt jump shot from 28 ft,32,31
1,0:00.0,,Offensive rebound by Team,32,31
2,11:39.0,A. Gordon misses 3-pt jump shot from 25 ft,,32,31
2,11:37.0,,Defensive rebound by A. Nader,32,31
2,11:21.0,,Turnover by P. George (bad pass; steal by I. Briscoe),32,31
2,11:17.0,E. Fournier misses 2-pt layup from 1 ft,,32,31
2,11:16.0,Offensive rebound by K. Birch,,32,31
2,11:16.0,K. Birch makes 2-pt dunk from 1 ft,,34,31
2,11:04.0,,A. Nader misses 3-pt jump shot from 25 ft,34,31
2,11:00.0,Defensive rebound by A. Gordon,,34,31
2,10:54.0,E. Fournier misses 2-pt jump shot from 12 ft,,34,31
2,10:52.0,,Defensive rebound by N. Noel,34,31
2,10:40.0,,P. George makes 2-pt layup from 1 ft (assist by N. Noel),34,33
2,10:22.0,A. Gordon misses 2-pt layup from 1 ft,,34,33
2,10:19.0,Offensive rebound by A. Gordon,,34,33
2,10:19.0,A. Gordon makes 2-pt layup from 1 ft,,36,33
2,10:10.0,,Turnover by D. Schröder (bad pass; steal by T. Ross),36,33
2,10:05.0,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),,38,33
2,9:53.0,,A. Nader makes 2-pt layup from 1 ft (assist by N. Noel),38,35
2,9:53.0,,Shooting foul by K. Birch (drawn by A. Nader),38,35
2,9:53.0,,A. Nader makes free throw 1 of 1,38,36
2,9:43.0,Turnover by I. Briscoe (bad pass; steal by D. Schröder),,38,36
2,9:37.0,,P. George misses 2-pt layup from 1 ft,38,36
2,9:34.0,Defensive rebound by I. Briscoe,,38,36
2,9:31.0,T. Ross makes 2-pt layup from 2 ft (assist by I. Briscoe),,40,36
2,9:31.0,,Oklahoma City full timeout,40,36
2,9:31.0,Technical foul by B. Donovan,,40,36
2,9:31.0,,D. Burton enters the game for A. Nader,40,36
2,9:31.0,T. Ross makes technical free throw,,41,36
2,9:20.0,,Turnover by P. George (bad pass; steal by A. Gordon),41,36
2,9:17.0,Shooting foul by P. Patterson (drawn by A. Gordon),,41,36
2,9:17.0,A. Gordon makes free throw 1 of 2,,42,36
2,9:17.0,A. Gordon misses free throw 2 of 2,,42,36
2,9:17.0,,Defensive rebound by N. Noel,42,36
2,9:04.0,,D. Schröder misses 2-pt layup from 1 ft,42,36
2,9:02.0,,Offensive rebound by P. Patterson,42,36
2,9:00.0,,P. Patterson misses 2-pt jump shot from 4 ft,42,36
2,8:59.0,Defensive rebound by K. Birch,,42,36
2,8:48.0,I. Briscoe misses 2-pt jump shot from 3 ft,,42,36
2,8:48.0,,Defensive rebound by Team,42,36
2,8:48.0,Loose ball foul by K. Birch (drawn by D. Burton),,42,36
2,8:48.0,,T. Ferguson enters the game for P. George,42,36
2,8:48.0,,R. Westbrook enters the game for D. Schröder,42,36
2,8:38.0,,T. Ferguson misses 3-pt jump shot from 25 ft,42,36
2,8:34.0,Defensive rebound by K. Birch,,42,36
2,8:28.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,45,36
2,8:06.0,,Turnover by R. Westbrook (bad pass; steal by A. Gordon),45,36
2,8:06.0,J. Isaac enters the game for E. Fournier,,45,36
2,8:06.0,W. Iwundu enters the game for A. Gordon,,45,36
2,8:06.0,,S. Adams enters the game for N. Noel,45,36
2,8:06.0,,J. Grant enters the game for P. Patterson,45,36
2,7:59.0,T. Ross misses 2-pt jump shot from 19 ft,,45,36
2,7:55.0,,Defensive rebound by R. Westbrook,45,36
2,7:52.0,,R. Westbrook makes 2-pt jump shot from 16 ft,45,38
2,7:25.0,T. Ross makes 3-pt jump shot from 27 ft,,48,38
2,7:13.0,,Personal foul by I. Briscoe (drawn by J. Grant),48,38
2,7:13.0,D. Augustin enters the game for K. Birch,,48,38
2,7:13.0,N. Vučević enters the game for I. Briscoe,,48,38
2,7:07.0,,Shooting foul by W. Iwundu (drawn by R. Westbrook),48,38
2,7:07.0,,R. Westbrook misses free throw 1 of 2,48,38
2,7:07.0,,Offensive rebound by Team,48,38
2,7:07.0,,R. Westbrook makes free throw 2 of 2,48,39
2,6:53.0,N. Vučević misses 2-pt jump shot from 16 ft,,48,39
2,6:51.0,,Defensive rebound by R. Westbrook,48,39
2,6:41.0,,T. Ferguson misses 2-pt layup from 1 ft,48,39
2,6:40.0,Defensive rebound by N. Vučević,,48,39
2,6:28.0,Turnover by D. Augustin (out of bounds lost ball),,48,39
2,6:22.0,,R. Westbrook misses 2-pt layup from 2 ft,48,39
2,6:22.0,,Offensive rebound by Team,48,39
2,6:22.0,,P. George enters the game for D. Burton,48,39
2,6:20.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),48,42
2,6:02.0,N. Vučević makes 2-pt jump shot from 10 ft,,50,42
2,5:50.0,,Shooting foul by T. Ross (drawn by J. Grant),50,42
2,5:50.0,,J. Grant misses free throw 1 of 2,50,42
2,5:50.0,,Offensive rebound by Team,50,42
2,5:50.0,A. Gordon enters the game for T. Ross,,50,42
2,5:50.0,,J. Grant makes free throw 2 of 2,50,43
2,5:40.0,Turnover by A. Gordon (bad pass),,50,43
2,5:29.0,,R. Westbrook makes 2-pt layup from 1 ft,50,45
2,5:12.0,W. Iwundu misses 2-pt jump shot from 14 ft,,50,45
2,5:09.0,,Defensive rebound by P. George,50,45
2,5:03.0,,S. Adams makes 2-pt layup from 1 ft (assist by T. Ferguson),50,47
2,4:58.0,Orlando full timeout,,50,47
2,4:51.0,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),,52,47
2,4:36.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),52,50
2,4:23.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),,55,50
2,4:15.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),55,53
2,3:55.0,Turnover by A. Gordon (bad pass),,55,53
2,3:55.0,E. Fournier enters the game for W. Iwundu,,55,53
2,3:43.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),55,55
2,3:43.0,,Shooting foul by A. Gordon (drawn by J. Grant),55,55
2,3:43.0,,J. Grant misses free throw 1 of 1,55,55
2,3:39.0,,Offensive rebound by S. Adams,55,55
2,3:35.0,,Turnover by S. Adams (back court),55,55
2,3:20.0,A. Gordon makes 2-pt layup from 1 ft,,57,55
2,3:20.0,Shooting foul by R. Westbrook (drawn by A. Gordon),,57,55
2,3:20.0,A. Gordon misses free throw 1 of 1,,57,55
2,3:18.0,,Defensive rebound by R. Westbrook,57,55
2,3:14.0,,R. Westbrook misses 2-pt jump shot from 18 ft,57,55
2,3:11.0,Defensive rebound by E. Fournier,,57,55
2,3:06.0,J. Isaac misses 3-pt jump shot from 25 ft,,57,55
2,3:03.0,,Defensive rebound by J. Grant,57,55
2,2:59.0,,T. Ferguson misses 3-pt jump shot from 26 ft,57,55
2,2:56.0,,Offensive rebound by Team,57,55
2,2:56.0,T. Ross enters the game for J. Isaac,,57,55
2,2:53.0,,Personal foul by E. Fournier (drawn by P. George),57,55
2,2:53.0,,P. George makes free throw 1 of 2,57,56
2,2:53.0,,P. George makes free throw 2 of 2,57,57
2,2:39.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),,60,57
2,2:21.0,,T. Ferguson misses 3-pt jump shot from 24 ft,60,57
2,2:20.0,,Offensive rebound by Team,60,57
2,2:20.0,Loose ball foul by D. Augustin (drawn by J. Grant),,60,57
2,2:20.0,,J. Grant misses free throw 1 of 2,60,57
2,2:20.0,,Offensive rebound by Team,60,57
2,2:20.0,,J. Grant makes free throw 2 of 2,60,58
2,2:11.0,Turnover by A. Gordon (bad pass; steal by P. George),,60,58
2,2:03.0,,P. George misses 2-pt jump shot from 2 ft,60,58
2,1:59.0,,Offensive rebound by S. Adams,60,58
2,1:59.0,,S. Adams misses 2-pt dunk at rim,60,58
2,1:58.0,Defensive rebound by T. Ross,,60,58
2,1:56.0,Personal foul by P. George (drawn by A. Gordon),,60,58
2,1:44.0,E. Fournier makes 2-pt layup from 2 ft,,62,58
2,1:37.0,,Shooting foul by A. Gordon (drawn by J. Grant),62,58
2,1:37.0,,J. Grant makes free throw 1 of 2,62,59
2,1:37.0,J. Isaac enters the game for E. Fournier,,62,59
2,1:37.0,W. Iwundu enters the game for A. Gordon,,62,59
2,1:37.0,,D. Schröder enters the game for P. George,62,59
2,1:37.0,,J. Grant makes free throw 2 of 2,62,60
2,1:18.0,T. Ross makes 3-pt jump shot from 26 ft,,65,60
2,1:03.0,,R. Westbrook misses 2-pt layup from 2 ft,65,60
2,1:03.0,Defensive rebound by Team,,65,60
2,0:56.0,D. Augustin makes 2-pt layup from 1 ft,,67,60
2,0:49.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by R. Westbrook),67,62
2,0:43.0,Personal foul by S. Adams (drawn by W. Iwundu),,67,62
2,0:43.0,W. Iwundu makes free throw 1 of 2,,68,62
2,0:43.0,W. Iwundu makes free throw 2 of 2,,69,62
2,0:30.0,,T. Ferguson misses 2-pt jump shot from 12 ft,69,62
2,0:27.0,Defensive rebound by T. Ross,,69,62
2,0:06.0,T. Ross misses 3-pt jump shot from 26 ft,,69,62
2,0:03.0,,Defensive rebound by R. Westbrook,69,62
2,0:00.0,,R. Westbrook misses 3-pt jump shot from 36 ft,69,62
2,0:00.0,,Offensive rebound by Team,69,62
3,11:47.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by A. Gordon),,71,62
3,11:32.0,,R. Westbrook misses 2-pt layup from 3 ft,71,62
3,11:29.0,Defensive rebound by N. Vučević,,71,62
3,11:22.0,Turnover by A. Gordon (bad pass; steal by S. Adams),,71,62
3,11:18.0,,P. George misses 3-pt jump shot from 25 ft,71,62
3,11:15.0,Defensive rebound by J. Isaac,,71,62
3,11:05.0,J. Isaac makes 2-pt layup from 3 ft (assist by N. Vučević),,73,62
3,10:51.0,,P. George makes 3-pt jump shot from 22 ft,73,65
3,10:32.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),,75,65
3,10:07.0,,Turnover by J. Grant (bad pass; steal by J. Isaac),75,65
3,9:46.0,N. Vučević makes 2-pt layup at rim (assist by A. Gordon),,77,65
3,9:34.0,,Turnover by P. George (lost ball; steal by E. Fournier),77,65
3,9:31.0,D. Augustin misses 3-pt jump shot from 25 ft,,77,65
3,9:27.0,,Defensive rebound by P. George,77,65
3,9:18.0,,Personal foul by E. Fournier (drawn by P. George),77,65
3,9:13.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),77,67
3,8:56.0,Shooting foul by J. Grant (drawn by A. Gordon),,77,67
3,8:56.0,A. Gordon makes free throw 1 of 2,,78,67
3,8:56.0,A. Gordon makes free throw 2 of 2,,79,67
3,8:46.0,,Oklahoma City full timeout,79,67
3,8:43.0,,Shooting foul by J. Isaac (drawn by R. Westbrook),79,67
3,8:43.0,,R. Westbrook makes free throw 1 of 2,79,68
3,8:43.0,,R. Westbrook makes free throw 2 of 2,79,69
3,8:22.0,E. Fournier misses 3-pt jump shot from 27 ft,,79,69
3,8:19.0,,Defensive rebound by J. Grant,79,69
3,8:14.0,,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),79,71
3,7:47.0,D. Augustin misses 3-pt jump shot from 25 ft,,79,71
3,7:43.0,,Defensive rebound by P. George,79,71
3,7:37.0,,P. George makes 3-pt jump shot from 25 ft,79,74
3,7:23.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,81,74
3,7:16.0,,R. Westbrook makes 2-pt layup from 1 ft,81,76
3,7:01.0,J. Isaac misses 3-pt jump shot from 22 ft,,81,76
3,6:58.0,,Defensive rebound by J. Grant,81,76
3,6:53.0,,S. Adams misses 2-pt layup from 2 ft,81,76
3,6:51.0,,Offensive rebound by R. Westbrook,81,76
3,6:50.0,,P. George misses 3-pt jump shot from 26 ft,81,76
3,6:48.0,Defensive rebound by E. Fournier,,81,76
3,6:43.0,Turnover by E. Fournier (bad pass; steal by J. Grant),,81,76
3,6:40.0,,J. Grant makes 2-pt dunk from 1 ft (assist by P. George),81,78
3,6:39.0,Orlando full timeout,,81,78
3,6:27.0,N. Vučević misses 2-pt hook shot from 9 ft,,81,78
3,6:25.0,,Defensive rebound by J. Grant,81,78
3,6:13.0,,T. Ferguson makes 2-pt jump shot from 14 ft,81,80
3,5:59.0,Personal foul by T. Ferguson (drawn by E. Fournier),,81,80
3,5:59.0,W. Iwundu enters the game for A. Gordon,,81,80
3,5:46.0,N. Vučević makes 2-pt jump shot from 12 ft,,83,80
3,5:32.0,,Turnover by R. Westbrook (bad pass; steal by E. Fournier),83,80
3,5:28.0,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),,85,80
3,5:19.0,,P. George makes 3-pt jump shot from 25 ft,85,83
3,5:01.0,J. Isaac makes 2-pt jump shot from 12 ft,,87,83
3,4:48.0,,S. Adams misses 2-pt jump shot from 8 ft,87,83
3,4:44.0,Defensive rebound by E. Fournier,,87,83
3,4:39.0,J. Isaac misses 3-pt jump shot from 25 ft,,87,83
3,4:36.0,,Defensive rebound by R. Westbrook,87,83
3,4:34.0,,Personal foul by J. Isaac (drawn by R. Westbrook),87,83
3,4:34.0,I. Briscoe enters the game for D. Augustin,,87,83
3,4:34.0,,D. Schröder enters the game for P. George,87,83
3,4:23.0,,D. Schröder makes 2-pt jump shot from 1 ft,87,85
3,4:14.0,Shooting foul by T. Ferguson (drawn by E. Fournier),,87,85
3,4:14.0,E. Fournier makes free throw 1 of 2,,88,85
3,4:14.0,E. Fournier makes free throw 2 of 2,,89,85
3,4:02.0,,D. Schröder makes 2-pt layup from 2 ft,89,87
3,3:37.0,I. Briscoe misses 3-pt jump shot from 25 ft,,89,87
3,3:33.0,,Defensive rebound by R. Westbrook,89,87
3,3:26.0,,R. Westbrook misses 3-pt jump shot from 23 ft,89,87
3,3:24.0,Defensive rebound by Team,,89,87
3,3:24.0,A. Gordon enters the game for E. Fournier,,89,87
3,3:24.0,T. Ross enters the game for J. Isaac,,89,87
3,3:09.0,N. Vučević misses 3-pt jump shot from 25 ft,,89,87
3,3:06.0,,Defensive rebound by R. Westbrook,89,87
3,3:00.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),89,90
3,2:39.0,A. Gordon misses 3-pt jump shot from 25 ft,,89,90
3,2:37.0,,Defensive rebound by R. Westbrook,89,90
3,2:34.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),89,92
3,2:34.0,Orlando full timeout,,89,92
3,2:34.0,,P. George enters the game for T. Ferguson,89,92
3,2:34.0,,A. Nader enters the game for R. Westbrook,89,92
3,2:23.0,N. Vučević misses 2-pt dunk from 3 ft (block by J. Grant),,89,92
3,2:20.0,,Defensive rebound by J. Grant,89,92
3,2:11.0,,J. Grant makes 2-pt jump shot from 2 ft (assist by D. Schröder),89,94
3,1:55.0,T. Ross misses 3-pt jump shot from 25 ft,,89,94
3,1:52.0,,Defensive rebound by P. George,89,94
3,1:46.0,,D. Schröder misses 2-pt jump shot from 13 ft,89,94
3,1:44.0,,Offensive rebound by J. Grant,89,94
3,1:42.0,,J. Grant makes 2-pt layup from 1 ft,89,96
3,1:29.0,Turnover by N. Vučević (bad pass; steal by S. Adams),,89,96
3,1:26.0,,P. George misses 3-pt jump shot from 26 ft,89,96
3,1:22.0,Defensive rebound by W. Iwundu,,89,96
3,1:02.0,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),,92,96
3,0:51.0,,P. George misses 2-pt jump shot from 2 ft,92,96
3,0:48.0,Defensive rebound by T. Ross,,92,96
3,0:38.0,Personal foul by P. George (drawn by T. Ross),,92,96
3,0:38.0,K. Birch enters the game for N. Vučević,,92,96
3,0:38.0,,N. Noel enters the game for S. Adams,92,96
3,0:27.0,Offensive foul by A. Gordon (drawn by J. Grant),,92,96
3,0:27.0,Turnover by A. Gordon (offensive foul),,92,96
3,0:27.0,Violation by Team (delay of game),,92,96
3,0:27.0,,Violation by Team (delay of game),92,96
3,0:07.0,,D. Schröder makes 2-pt jump shot from 15 ft,92,98
3,0:00.0,K. Birch misses 2-pt layup from 5 ft,,92,98
3,0:00.0,,Defensive rebound by D. Schröder,92,98
4,11:44.0,,Personal foul by I. Briscoe (drawn by N. Noel),92,98
4,11:37.0,,D. Schröder makes 2-pt jump shot from 20 ft,92,100
4,11:17.0,T. Ross makes 2-pt jump shot from 18 ft,,94,100
4,10:59.0,,D. Schröder makes 2-pt jump shot from 10 ft,94,102
4,10:33.0,A. Gordon misses 3-pt jump shot from 25 ft,,94,102
4,10:29.0,Offensive rebound by K. Birch,,94,102
4,10:29.0,K. Birch misses 2-pt layup from 2 ft,,94,102
4,10:29.0,,Defensive rebound by P. Patterson,94,102
4,10:24.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by P. George),94,105
4,10:10.0,Personal foul by D. Schröder (drawn by I. Briscoe),,94,105
4,10:05.0,K. Birch makes 2-pt layup from 2 ft (assist by E. Fournier),,96,105
4,10:05.0,Shooting foul by D. Schröder (drawn by K. Birch),,96,105
4,10:05.0,K. Birch makes free throw 1 of 1,,97,105
4,9:50.0,,A. Nader makes 2-pt jump shot from 6 ft,97,107
4,9:35.0,Turnover by A. Gordon (bad pass; steal by P. George),,97,107
4,9:26.0,,P. George makes 2-pt layup from 2 ft,97,109
4,9:06.0,E. Fournier misses 2-pt layup from 2 ft,,97,109
4,9:03.0,,Defensive rebound by N. Noel,97,109
4,8:56.0,,D. Schröder makes 2-pt layup from 1 ft,97,111
4,8:56.0,Orlando full timeout,,97,111
4,8:56.0,D. Augustin enters the game for I. Briscoe,,97,111
4,8:44.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,100,111
4,8:24.0,,Turnover by D. Schröder (bad pass; steal by K. Birch),100,111
4,8:22.0,Shooting foul by D. Schröder (drawn by K. Birch),,100,111
4,8:22.0,K. Birch makes free throw 1 of 2,,101,111
4,8:22.0,,R. Westbrook enters the game for P. George,101,111
4,8:22.0,K. Birch misses free throw 2 of 2,,101,111
4,8:20.0,,Defensive rebound by N. Noel,101,111
4,8:12.0,,D. Schröder misses 2-pt jump shot from 12 ft,101,111
4,8:09.0,Defensive rebound by T. Ross,,101,111
4,8:01.0,D. Augustin misses 3-pt jump shot from 24 ft,,101,111
4,7:59.0,,Defensive rebound by R. Westbrook,101,111
4,7:52.0,,Turnover by R. Westbrook (bad pass; steal by D. Augustin),101,111
4,7:51.0,Personal foul by D. Schröder (drawn by D. Augustin),,101,111
4,7:51.0,,T. Ferguson enters the game for D. Schröder,101,111
4,7:41.0,Personal foul by R. Westbrook (drawn by A. Gordon),,101,111
4,7:41.0,A. Gordon misses free throw 1 of 2,,101,111
4,7:41.0,Offensive rebound by Team,,101,111
4,7:41.0,A. Gordon makes free throw 2 of 2,,102,111
4,7:33.0,,Turnover by R. Westbrook (lost ball; steal by D. Augustin),102,111
4,7:33.0,Personal foul by R. Westbrook (drawn by D. Augustin),,102,111
4,7:33.0,D. Augustin makes free throw 1 of 2,,103,111
4,7:33.0,,Oklahoma City full timeout,103,111
4,7:33.0,,S. Adams enters the game for N. Noel,103,111
4,7:33.0,D. Augustin makes free throw 2 of 2,,104,111
4,7:18.0,,Personal foul by E. Fournier (drawn by R. Westbrook),104,111
4,7:06.0,,R. Westbrook misses 2-pt jump shot from 13 ft,104,111
