QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
1,7:12.0,,J. Jackson misses 3-pt jump shot from 25 ft,3,10
1,7:10.0,Defensive rebound by T. Harris,,3,10
1,7:00.0,Personal foul by J. Jackson (drawn by D. Gallinari),,3,10
1,6:46.0,T. Harris misses 2-pt jump shot from 20 ft,,3,10
1,6:44.0,,Defensive rebound by M. Conley,3,10
1,6:30.0,,Personal foul by D. Gallinari (drawn by J. Jackson),3,10
1,6:22.0,,G. Temple misses 2-pt layup at rim (block by S. Gilgeous-Alexander),3,10
1,6:19.0,Defensive rebound by T. Harris,,3,10
1,6:09.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,5,10
1,5:58.0,,Turnover by K. Anderson (lost ball; steal by S. Gilgeous-Alexander),5,10
1,5:55.0,,Memphis full timeout,5,10
1,5:55.0,,J. Green enters the game for M. Conley,5,10
1,5:55.0,,S. Mack enters the game for J. Jackson,5,10
1,5:48.0,Turnover by M. Gortat (traveling),,5,10
1,5:33.0,,Turnover by M. Gasol (bad pass),5,10
1,5:33.0,L. Williams enters the game for A. Bradley,,5,10
1,5:14.0,Personal foul by J. Green (drawn by D. Gallinari),,5,10
1,5:14.0,,M. Brooks enters the game for G. Temple,5,10
1,5:05.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,8,10
1,4:45.0,,J. Green makes 2-pt hook shot from 7 ft (assist by K. Anderson),8,12
1,4:32.0,D. Gallinari misses 3-pt jump shot from 25 ft,,8,12
1,4:29.0,Offensive rebound by S. Gilgeous-Alexander,,8,12
1,4:20.0,S. Gilgeous-Alexander misses 2-pt jump shot from 7 ft,,8,12
1,4:16.0,Offensive rebound by M. Gortat,,8,12
1,4:09.0,M. Gortat makes 2-pt layup from 1 ft (assist by D. Gallinari),,10,12
1,3:53.0,,M. Brooks makes 3-pt jump shot from 23 ft (assist by K. Anderson),10,15
1,3:39.0,T. Harris misses 2-pt layup from 1 ft,,10,15
1,3:37.0,,Defensive rebound by M. Gasol,10,15
1,3:22.0,,S. Mack misses 2-pt layup from 1 ft (block by M. Gortat),10,15
1,3:22.0,,Offensive rebound by Team,10,15
1,3:22.0,P. Beverley enters the game for S. Gilgeous-Alexander,,10,15
1,3:22.0,M. Harrell enters the game for M. Gortat,,10,15
1,3:22.0,M. Scott enters the game for T. Harris,,10,15
1,3:22.0,,O. Casspi enters the game for K. Anderson,10,15
1,3:22.0,,J. Jackson enters the game for M. Gasol,10,15
1,3:17.0,,S. Mack misses 2-pt jump shot from 18 ft,10,15
1,3:14.0,,Offensive rebound by J. Jackson,10,15
1,3:11.0,,M. Brooks misses 2-pt jump shot from 15 ft,10,15
1,3:05.0,,Offensive rebound by J. Green,10,15
1,3:05.0,,J. Green makes 2-pt layup at rim,10,17
1,2:49.0,L. Williams misses 2-pt jump shot from 18 ft,,10,17
1,2:47.0,Offensive rebound by M. Scott,,10,17
1,2:40.0,Personal foul by O. Casspi (drawn by D. Gallinari),,10,17
1,2:40.0,T. Wallace enters the game for D. Gallinari,,10,17
1,2:33.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,12,17
1,2:15.0,,J. Jackson makes 2-pt jump shot from 10 ft (assist by S. Mack),12,19
1,2:05.0,Shooting foul by S. Mack (drawn by P. Beverley),,12,19
1,2:05.0,P. Beverley makes free throw 1 of 2,,13,19
1,2:05.0,,M. Conley enters the game for S. Mack,13,19
1,2:05.0,P. Beverley misses free throw 2 of 2,,13,19
1,2:02.0,Offensive rebound by M. Scott,,13,19
1,1:58.0,M. Harrell makes 2-pt layup at rim (assist by L. Williams),,15,19
1,1:42.0,,M. Conley makes 2-pt layup from 2 ft,15,21
1,1:28.0,M. Scott misses 3-pt jump shot from 25 ft,,15,21
1,1:26.0,,Defensive rebound by O. Casspi,15,21
1,1:20.0,,O. Casspi makes 2-pt layup from 1 ft (assist by M. Brooks),15,23
1,1:08.0,Turnover by L. Williams (lost ball; steal by J. Green),,15,23
1,1:04.0,,J. Green makes 2-pt dunk at rim,15,25
1,0:49.0,Turnover by M. Scott (traveling),,15,25
1,0:33.0,,M. Conley makes 2-pt jump shot from 17 ft,15,27
1,0:12.0,M. Scott misses 3-pt jump shot from 26 ft,,15,27
1,0:08.0,,Defensive rebound by M. Brooks,15,27
1,0:00.0,,M. Brooks misses 2-pt jump shot from 10 ft,15,27
1,0:00.0,,Offensive rebound by Team,15,27
2,11:45.0,L. Williams misses 3-pt jump shot from 26 ft,,15,27
2,11:42.0,,Defensive rebound by J. Jackson,15,27
2,11:22.0,,J. Jackson makes 2-pt jump shot from 3 ft,15,29
2,11:07.0,L. Williams misses 2-pt layup from 2 ft (block by M. Brooks),,15,29
2,11:03.0,,Defensive rebound by M. Conley,15,29
2,10:55.0,,Personal foul by M. Scott (drawn by J. Jackson),15,29
2,10:50.0,,M. Conley misses 2-pt jump shot from 18 ft,15,29
2,10:47.0,Defensive rebound by M. Scott,,15,29
2,10:40.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by L. Williams),,18,29
2,10:20.0,,Personal foul by P. Beverley (drawn by J. Noah),18,29
2,10:20.0,,S. Mack enters the game for M. Brooks,18,29
2,10:14.0,,M. Conley makes 2-pt jump shot from 9 ft,18,31
2,10:01.0,Personal foul by O. Casspi (drawn by M. Harrell),,18,31
2,9:46.0,M. Harrell misses 2-pt layup from 2 ft,,18,31
2,9:41.0,,Defensive rebound by J. Jackson,18,31
2,9:39.0,,M. Conley misses 2-pt layup from 2 ft,18,31
2,9:37.0,Defensive rebound by M. Harrell,,18,31
2,9:37.0,Personal take foul by S. Mack (drawn by L. Williams),,18,31
2,9:20.0,M. Scott misses 2-pt jump shot from 7 ft,,18,31
2,9:17.0,,Defensive rebound by J. Jackson,18,31
2,9:09.0,,Turnover by M. Conley (lost ball; steal by P. Beverley),18,31
2,9:01.0,Shooting foul by M. Conley (drawn by L. Williams),,18,31
2,9:01.0,L. Williams makes free throw 1 of 2,,19,31
2,9:01.0,,J. Green enters the game for J. Jackson,19,31
2,9:01.0,L. Williams makes free throw 2 of 2,,20,31
2,8:45.0,,O. Casspi makes 2-pt layup from 1 ft,20,33
2,8:32.0,Turnover by L. Williams (bad pass; steal by O. Casspi),,20,33
2,8:30.0,,O. Casspi makes 2-pt layup at rim,20,35
2,8:30.0,,Shooting foul by P. Beverley (drawn by O. Casspi),20,35
2,8:30.0,S. Gilgeous-Alexander enters the game for P. Beverley,,20,35
2,8:30.0,,O. Casspi misses free throw 1 of 1,20,35
2,8:30.0,Defensive rebound by A. Bradley,,20,35
2,8:15.0,A. Bradley misses 2-pt jump shot from 20 ft,,20,35
2,8:12.0,Offensive rebound by M. Harrell,,20,35
2,8:10.0,L. Williams misses 3-pt jump shot from 26 ft,,20,35
2,8:06.0,,Defensive rebound by J. Green,20,35
2,8:06.0,,Personal foul by A. Bradley (drawn by M. Conley),20,35
2,7:53.0,,Turnover by O. Casspi (out of bounds lost ball),20,35
2,7:53.0,T. Harris enters the game for L. Williams,,20,35
2,7:36.0,T. Harris misses 3-pt jump shot from 26 ft,,20,35
2,7:33.0,,Defensive rebound by J. Green,20,35
2,7:29.0,,Personal foul by T. Harris (drawn by M. Conley),20,35
2,7:29.0,,M. Conley makes free throw 1 of 2,20,36
2,7:29.0,,M. Conley misses free throw 2 of 2,20,36
2,7:27.0,Defensive rebound by T. Harris,,20,36
2,7:09.0,A. Bradley misses 3-pt jump shot from 22 ft,,20,36
2,7:07.0,,Defensive rebound by J. Green,20,36
2,6:58.0,,J. Green misses 3-pt jump shot from 25 ft,20,36
2,6:56.0,Defensive rebound by S. Gilgeous-Alexander,,20,36
2,6:40.0,Personal foul by J. Green (drawn by S. Gilgeous-Alexander),,20,36
2,6:40.0,,Memphis full timeout,20,36
2,6:40.0,D. Gallinari enters the game for M. Harrell,,20,36
2,6:40.0,B. Marjanović enters the game for M. Scott,,20,36
2,6:40.0,,K. Anderson enters the game for O. Casspi,20,36
2,6:40.0,,M. Gasol enters the game for M. Conley,20,36
2,6:40.0,,G. Temple enters the game for J. Noah,20,36
2,6:28.0,D. Gallinari makes 2-pt dunk at rim (assist by B. Marjanović),,22,36
2,6:13.0,,S. Mack misses 2-pt jump shot from 22 ft,22,36
2,6:10.0,Defensive rebound by B. Marjanović,,22,36
2,6:05.0,Turnover by T. Harris (lost ball; steal by K. Anderson),,22,36
2,6:02.0,,Turnover by S. Mack (bad pass),22,36
2,5:51.0,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft,,22,36
2,5:48.0,,Defensive rebound by G. Temple,22,36
2,5:42.0,,K. Anderson makes 2-pt layup from 1 ft (assist by M. Gasol),22,38
2,5:30.0,D. Gallinari misses 2-pt layup from 1 ft,,22,38
2,5:26.0,B. Marjanović makes 2-pt layup from 1 ft,,24,38
2,5:26.0,Offensive rebound by B. Marjanović,,24,38
2,5:09.0,,M. Gasol misses 2-pt jump shot from 16 ft,24,38
2,5:09.0,Defensive rebound by T. Harris,,24,38
2,4:55.0,T. Harris misses 2-pt layup from 2 ft,,24,38
2,4:55.0,Offensive rebound by Team,,24,38
2,4:55.0,,Loose ball foul by K. Anderson (drawn by B. Marjanović),24,38
2,4:55.0,Technical foul by T. Harris,,24,38
2,4:55.0,,M. Gasol misses technical free throw,24,38
2,4:55.0,Defensive rebound by Team,,24,38
2,4:55.0,B. Marjanović makes free throw 1 of 2,,25,38
2,4:55.0,B. Marjanović makes free throw 2 of 2,,26,38
2,4:38.0,,G. Temple misses 3-pt jump shot from 26 ft,26,38
2,4:36.0,,Offensive rebound by J. Green,26,38
2,4:35.0,,J. Green makes 2-pt layup at rim,26,40
2,4:22.0,D. Gallinari misses 2-pt jump shot from 3 ft,,26,40
2,4:19.0,,Defensive rebound by J. Green,26,40
2,4:10.0,,Shooting foul by T. Harris (drawn by M. Gasol),26,40
2,4:10.0,,M. Gasol makes free throw 1 of 2,26,41
2,4:10.0,L. Williams enters the game for A. Bradley,,26,41
2,4:10.0,,J. Jackson enters the game for J. Green,26,41
2,4:10.0,,M. Gasol makes free throw 2 of 2,26,42
2,3:56.0,D. Gallinari misses 2-pt jump shot from 19 ft,,26,42
2,3:53.0,,Defensive rebound by K. Anderson,26,42
2,3:46.0,,J. Jackson misses 2-pt jump shot from 12 ft,26,42
2,3:43.0,Defensive rebound by B. Marjanović,,26,42
2,3:40.0,Personal foul by K. Anderson (drawn by T. Harris),,26,42
2,3:40.0,T. Harris makes free throw 1 of 2,,27,42
2,3:40.0,,M. Conley enters the game for S. Mack,27,42
2,3:40.0,T. Harris makes free throw 2 of 2,,28,42
2,3:32.0,,Personal foul by L. Williams (drawn by G. Temple),28,42
2,3:32.0,,G. Temple misses free throw 1 of 2,28,42
2,3:32.0,,Offensive rebound by Team,28,42
2,3:32.0,,G. Temple makes free throw 2 of 2,28,43
2,3:23.0,Shooting foul by K. Anderson (drawn by B. Marjanović),,28,43
2,3:23.0,B. Marjanović makes free throw 1 of 2,,29,43
2,3:23.0,,O. Casspi enters the game for K. Anderson,29,43
2,3:23.0,B. Marjanović makes free throw 2 of 2,,30,43
2,3:11.0,,M. Gasol misses 2-pt jump shot from 11 ft,30,43
2,3:07.0,Defensive rebound by S. Gilgeous-Alexander,,30,43
2,3:01.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,30,43
2,2:58.0,,Defensive rebound by O. Casspi,30,43
2,2:50.0,,Turnover by M. Conley (bad pass; steal by D. Gallinari),30,43
2,2:44.0,Personal foul by J. Jackson (drawn by D. Gallinari),,30,43
2,2:44.0,LA Clippers full timeout,,30,43
2,2:44.0,D. Gallinari makes free throw 1 of 2,,31,43
2,2:44.0,D. Gallinari makes free throw 2 of 2,,32,43
2,2:33.0,,M. Conley makes 2-pt jump shot from 16 ft (assist by M. Gasol),32,45
2,2:14.0,B. Marjanović makes 2-pt layup from 1 ft (assist by L. Williams),,34,45
2,1:59.0,,Shooting foul by S. Gilgeous-Alexander (drawn by M. Conley),34,45
2,1:59.0,,M. Conley misses free throw 1 of 2,34,45
2,1:59.0,,Offensive rebound by Team,34,45
2,1:59.0,,M. Conley makes free throw 2 of 2,34,46
2,1:51.0,Personal foul by G. Temple (drawn by L. Williams),,34,46
2,1:51.0,L. Williams makes free throw 1 of 2,,35,46
2,1:51.0,L. Williams makes free throw 2 of 2,,36,46
2,1:32.0,,O. Casspi misses 3-pt jump shot from 27 ft,36,46
2,1:28.0,Defensive rebound by B. Marjanović,,36,46
2,1:20.0,B. Marjanović makes 2-pt layup from 1 ft (assist by L. Williams),,38,46
2,1:06.0,,M. Gasol misses 2-pt jump shot from 9 ft,38,46
2,1:03.0,Defensive rebound by S. Gilgeous-Alexander,,38,46
2,0:54.0,Personal foul by G. Temple (drawn by L. Williams),,38,46
2,0:54.0,L. Williams makes free throw 1 of 2,,39,46
2,0:54.0,A. Bradley enters the game for S. Gilgeous-Alexander,,39,46
2,0:54.0,L. Williams makes free throw 2 of 2,,40,46
2,0:42.0,,M. Conley makes 2-pt jump shot from 6 ft (assist by M. Gasol),40,48
2,0:32.0,T. Harris misses 3-pt jump shot from 26 ft,,40,48
2,0:29.0,Offensive rebound by B. Marjanović,,40,48
2,0:29.0,Personal foul by J. Jackson (drawn by B. Marjanović),,40,48
2,0:29.0,B. Marjanović makes free throw 1 of 2,,41,48
2,0:29.0,P. Beverley enters the game for L. Williams,,41,48
2,0:29.0,,M. Brooks enters the game for J. Jackson,41,48
2,0:29.0,B. Marjanović makes free throw 2 of 2,,42,48
2,0:12.0,,M. Gasol misses 3-pt jump shot from 25 ft,42,48
2,0:10.0,Defensive rebound by D. Gallinari,,42,48
2,0:04.0,Turnover by P. Beverley (step out of bounds),,42,48
2,0:00.0,,M. Conley makes 3-pt jump shot from 33 ft,42,51
3,11:45.0,Offensive foul by M. Gortat (drawn by M. Conley),,42,51
3,11:45.0,Turnover by M. Gortat (offensive foul),,42,51
3,11:32.0,,K. Anderson misses 3-pt jump shot from 23 ft,42,51
3,11:29.0,Defensive rebound by T. Harris,,42,51
3,11:20.0,Personal foul by G. Temple (drawn by D. Gallinari),,42,51
3,11:12.0,T. Harris misses 2-pt jump shot from 7 ft,,42,51
3,11:10.0,,Defensive rebound by K. Anderson,42,51
3,10:56.0,,G. Temple misses 2-pt layup from 1 ft,42,51
3,10:53.0,Defensive rebound by T. Harris,,42,51
3,10:46.0,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,,44,51
3,10:26.0,,J. Jackson misses 3-pt jump shot from 26 ft,44,51
3,10:23.0,Defensive rebound by T. Harris,,44,51
3,10:14.0,Personal foul by J. Jackson (drawn by D. Gallinari),,44,51
3,10:14.0,,J. Green enters the game for J. Jackson,44,51
3,10:03.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,47,51
3,9:52.0,,Turnover by G. Temple (lost ball; steal by S. Gilgeous-Alexander),47,51
3,9:50.0,Shooting foul by G. Temple (drawn by S. Gilgeous-Alexander),,47,51
3,9:50.0,S. Gilgeous-Alexander makes free throw 1 of 2,,48,51
3,9:50.0,,S. Mack enters the game for G. Temple,48,51
3,9:50.0,S. Gilgeous-Alexander makes free throw 2 of 2,,49,51
3,9:34.0,,Turnover by S. Mack (lost ball; steal by A. Bradley),49,51
3,9:31.0,A. Bradley makes 2-pt layup from 1 ft,,51,51
3,9:31.0,,Memphis full timeout,51,51
3,9:10.0,,Personal foul by A. Bradley (drawn by M. Gasol),51,51
3,8:58.0,,M. Conley misses 2-pt jump shot from 12 ft,51,51
3,8:55.0,Defensive rebound by A. Bradley,,51,51
3,8:50.0,A. Bradley misses 2-pt jump shot from 11 ft (block by M. Conley),,51,51
3,8:47.0,,Defensive rebound by S. Mack,51,51
3,8:34.0,,J. Green misses 3-pt jump shot from 23 ft,51,51
3,8:30.0,Defensive rebound by D. Gallinari,,51,51
3,8:21.0,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft,,53,51
3,8:06.0,,Personal foul by M. Gortat (drawn by M. Conley),53,51
3,7:54.0,,M. Conley misses 3-pt jump shot from 26 ft,53,51
3,7:53.0,,Offensive rebound by K. Anderson,53,51
3,7:51.0,,M. Gasol misses 3-pt jump shot from 27 ft,53,51
3,7:50.0,,Offensive rebound by J. Green,53,51
3,7:50.0,,Shooting foul by D. Gallinari (drawn by J. Green),53,51
3,7:50.0,,J. Green makes free throw 1 of 2,53,52
3,7:50.0,,J. Green misses free throw 2 of 2,53,52
3,7:50.0,,Offensive rebound by M. Gasol,53,52
3,7:50.0,,M. Gasol misses 2-pt layup from 2 ft,53,52
3,7:50.0,,Offensive rebound by M. Gasol,53,52
3,7:43.0,,J. Green makes 2-pt dunk at rim (assist by K. Anderson),53,54
3,7:31.0,Personal foul by J. Green (drawn by D. Gallinari),,53,54
3,7:20.0,D. Gallinari makes 2-pt layup from 1 ft,,55,54
3,6:55.0,,M. Conley misses 2-pt jump shot from 6 ft,55,54
3,6:51.0,,Offensive rebound by J. Green,55,54
3,6:51.0,,J. Green makes 2-pt layup from 1 ft,55,56
3,6:43.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,58,56
3,6:25.0,,K. Anderson makes 2-pt layup from 1 ft,58,58
3,6:13.0,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft (block by K. Anderson),,58,58
3,6:10.0,Offensive rebound by M. Gortat,,58,58
3,6:08.0,M. Gortat misses 2-pt jump shot from 11 ft,,58,58
3,6:06.0,,Defensive rebound by M. Gasol,58,58
3,5:57.0,,Shooting foul by T. Harris (drawn by J. Green),58,58
3,5:57.0,,J. Green makes free throw 1 of 2,58,59
3,5:57.0,M. Harrell enters the game for M. Gortat,,58,59
3,5:57.0,,M. Brooks enters the game for M. Conley,58,59
3,5:57.0,,J. Green makes free throw 2 of 2,58,60
3,5:45.0,T. Harris misses 2-pt jump shot from 11 ft,,58,60
3,5:41.0,,Defensive rebound by J. Green,58,60
3,5:36.0,,S. Mack misses 3-pt jump shot from 26 ft,58,60
3,5:35.0,Defensive rebound by A. Bradley,,58,60
3,5:35.0,LA Clippers full timeout,,58,60
3,5:35.0,L. Williams enters the game for A. Bradley,,58,60
3,5:35.0,,J. Noah enters the game for J. Green,58,60
3,5:15.0,D. Gallinari misses 2-pt jump shot from 14 ft (block by M. Gasol),,58,60
3,5:14.0,Offensive rebound by D. Gallinari,,58,60
3,5:14.0,Shooting foul by M. Gasol (drawn by D. Gallinari),,58,60
3,5:14.0,D. Gallinari misses free throw 1 of 2,,58,60
3,5:14.0,Offensive rebound by Team,,58,60
3,5:14.0,D. Gallinari misses free throw 2 of 2,,58,60
3,5:12.0,,Defensive rebound by J. Noah,58,60
3,4:57.0,,M. Brooks makes 2-pt jump shot from 10 ft,58,62
3,4:33.0,M. Harrell misses 2-pt layup from 1 ft,,58,62
3,4:31.0,,Defensive rebound by K. Anderson,58,62
3,4:26.0,,M. Brooks makes 3-pt jump shot from 26 ft (assist by K. Anderson),58,65
3,4:10.0,L. Williams makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,61,65
3,3:58.0,,Turnover by K. Anderson (traveling),61,65
3,3:58.0,P. Beverley enters the game for D. Gallinari,,61,65
3,3:58.0,B. Marjanović enters the game for S. Gilgeous-Alexander,,61,65
3,3:58.0,,J. Green enters the game for M. Gasol,61,65
3,3:43.0,B. Marjanović misses 2-pt hook shot from 9 ft,,61,65
3,3:40.0,,Defensive rebound by J. Green,61,65
3,3:29.0,,Turnover by S. Mack (bad pass; steal by T. Harris),61,65
3,3:23.0,T. Harris misses 3-pt jump shot from 26 ft,,61,65
3,3:18.0,Offensive rebound by B. Marjanović,,61,65
3,3:15.0,Personal foul by K. Anderson (drawn by B. Marjanović),,61,65
3,3:15.0,,Technical foul by K. Anderson,61,65
3,3:15.0,L. Williams makes technical free throw,,62,65
3,3:15.0,M. Scott enters the game for T. Harris,,62,65
3,3:15.0,,O. Casspi enters the game for K. Anderson,62,65
3,3:15.0,B. Marjanović misses free throw 1 of 2,,62,65
3,3:15.0,Offensive rebound by Team,,62,65
3,3:15.0,B. Marjanović makes free throw 2 of 2,,63,65
3,3:06.0,,Shooting foul by B. Marjanović (drawn by M. Brooks),63,65
3,3:06.0,,M. Brooks misses free throw 1 of 2,63,65
3,3:06.0,,Offensive rebound by Team,63,65
3,3:06.0,,M. Brooks makes free throw 2 of 2,63,66
3,2:50.0,L. Williams makes 2-pt layup from 3 ft,,65,66
3,2:32.0,,J. Green misses 2-pt jump shot from 12 ft,65,66
3,2:30.0,Defensive rebound by P. Beverley,,65,66
3,2:27.0,Turnover by P. Beverley (traveling),,65,66
3,2:15.0,,Shooting foul by M. Scott (drawn by O. Casspi),65,66
3,2:15.0,,O. Casspi misses free throw 1 of 2,65,66
3,2:15.0,,Offensive rebound by Team,65,66
3,2:15.0,,O. Casspi makes free throw 2 of 2,65,67
3,1:56.0,Turnover by M. Harrell (bad pass),,65,67
3,1:39.0,,J. Noah misses 2-pt layup from 2 ft,65,67
3,1:36.0,Defensive rebound by M. Scott,,65,67
3,1:25.0,P. Beverley misses 3-pt jump shot from 22 ft,,65,67
3,1:21.0,Offensive rebound by B. Marjanović,,65,67
3,1:21.0,B. Marjanović makes 2-pt layup from 1 ft,,67,67
3,1:06.0,,M. Brooks misses 3-pt jump shot from 25 ft,67,67
3,1:03.0,Defensive rebound by M. Scott,,67,67
3,1:03.0,,M. Conley enters the game for S. Mack,67,67
3,0:43.0,M. Harrell misses 3-pt jump shot from 26 ft,,67,67
3,0:39.0,,Defensive rebound by M. Conley,67,67
3,0:31.0,,J. Noah misses 2-pt layup from 3 ft,67,67
3,0:29.0,Defensive rebound by M. Harrell,,67,67
3,0:25.0,Personal foul by J. Green (drawn by B. Marjanović),,67,67
3,0:25.0,B. Marjanović makes free throw 1 of 2,,68,67
3,0:25.0,A. Bradley enters the game for L. Williams,,68,67
3,0:25.0,B. Marjanović makes free throw 2 of 2,,69,67
3,0:04.0,,J. Green misses 3-pt jump shot from 23 ft,69,67
3,0:01.0,,Offensive rebound by J. Noah,69,67
3,0:01.0,,J. Noah misses 2-pt layup from 1 ft,69,67
3,0:01.0,,Offensive rebound by J. Noah,69,67
3,0:01.0,,J. Noah makes 2-pt layup from 1 ft,69,69
4,11:36.0,,J. Green misses 3-pt jump shot from 24 ft,69,69
4,11:31.0,Defensive rebound by M. Scott,,69,69
4,11:24.0,Turnover by L. Williams (lost ball; steal by J. Green),,69,69
4,11:07.0,,J. Noah makes 2-pt jump shot from 21 ft (assist by M. Conley),69,71
4,10:39.0,Turnover by Team (shot clock),,69,71
4,10:39.0,A. Bradley enters the game for M. Scott,,69,71
4,10:29.0,,M. Conley makes 2-pt jump shot from 16 ft,69,73
4,10:17.0,L. Williams misses 2-pt jump shot from 17 ft,,69,73
4,10:15.0,,Defensive rebound by O. Casspi,69,73
4,10:02.0,,Turnover by J. Noah (bad pass; steal by B. Marjanović),69,73
4,9:56.0,Shooting foul by J. Noah (drawn by B. Marjanović),,69,73
4,9:56.0,B. Marjanović makes free throw 1 of 2,,70,73
4,9:56.0,,J. Jackson enters the game for J. Noah,70,73
4,9:56.0,B. Marjanović makes free throw 2 of 2,,71,73
4,9:35.0,,M. Brooks misses 2-pt jump shot from 13 ft,71,73
4,9:33.0,Defensive rebound by B. Marjanović,,71,73
4,9:32.0,Turnover by L. Williams (traveling),,71,73
4,9:32.0,D. Gallinari enters the game for M. Harrell,,71,73
4,9:26.0,,Shooting foul by B. Marjanović (drawn by J. Jackson),71,73
4,9:26.0,,J. Jackson makes free throw 1 of 2,71,74
4,9:26.0,,G. Temple enters the game for M. Brooks,71,74
4,9:26.0,,J. Jackson makes free throw 2 of 2,71,75
4,9:11.0,Shooting foul by J. Jackson (drawn by D. Gallinari),,71,75
4,9:11.0,D. Gallinari makes free throw 1 of 2,,72,75
4,9:11.0,M. Harrell enters the game for B. Marjanović,,72,75
4,9:11.0,,M. Gasol enters the game for J. Jackson,72,75
4,9:11.0,D. Gallinari misses free throw 2 of 2,,72,75
4,9:09.0,,Defensive rebound by J. Green,72,75
4,9:00.0,,M. Conley misses 2-pt layup from 2 ft,72,75
4,9:00.0,Defensive rebound by Team,,72,75
4,8:51.0,M. Harrell makes 2-pt jump shot from 9 ft (assist by L. Williams),,74,75
4,8:33.0,,M. Conley makes 3-pt jump shot from 27 ft (assist by J. Green),74,78
4,8:22.0,Turnover by L. Williams (lost ball; steal by G. Temple),,74,78
4,8:22.0,,Clear path foul by L. Williams,74,78
4,8:22.0,,J. Green makes clear path free throw 1 of 2,74,79
4,8:22.0,,J. Green makes clear path free throw 2 of 2,74,80
4,8:15.0,,M. Gasol misses 3-pt jump shot from 27 ft,74,80
4,8:11.0,Defensive rebound by A. Bradley,,74,80
4,8:01.0,D. Gallinari misses 3-pt jump shot from 26 ft,,74,80
