QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
1,7:23.0,,R. Gay makes 2-pt jump shot from 16 ft,11,8
1,7:09.0,J. Nurkić misses 2-pt jump shot from 22 ft,,11,8
1,7:06.0,,Defensive rebound by L. Aldridge,11,8
1,6:56.0,,D. Bertāns misses 3-pt jump shot from 26 ft,11,8
1,6:54.0,Defensive rebound by J. Nurkić,,11,8
1,6:51.0,Turnover by D. Lillard (discontinued dribble),,11,8
1,6:51.0,,San Antonio full timeout,11,8
1,6:37.0,,D. DeRozan misses 2-pt jump shot from 14 ft,11,8
1,6:35.0,Defensive rebound by A. Aminu,,11,8
1,6:28.0,Turnover by C. McCollum (bad pass; steal by L. Aldridge),,11,8
1,6:22.0,,R. Gay makes 2-pt layup from 3 ft (assist by B. Forbes),11,10
1,6:05.0,C. McCollum makes 2-pt jump shot from 18 ft (assist by D. Lillard),,13,10
1,5:49.0,,Shooting foul by J. Nurkić (drawn by L. Aldridge),13,10
1,5:49.0,,L. Aldridge makes free throw 1 of 2,13,11
1,5:49.0,,P. Mills enters the game for D. Bertāns,13,11
1,5:49.0,,D. White enters the game for B. Forbes,13,11
1,5:49.0,,L. Aldridge makes free throw 2 of 2,13,12
1,5:35.0,C. McCollum misses 2-pt jump shot from 14 ft,,13,12
1,5:32.0,,Defensive rebound by D. White,13,12
1,5:27.0,,Personal foul by A. Aminu (drawn by L. Aldridge),13,12
1,5:17.0,,D. DeRozan misses 2-pt jump shot from 10 ft,13,12
1,5:16.0,,Offensive rebound by D. White,13,12
1,5:07.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. White),13,15
1,4:51.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,16,15
1,4:31.0,,L. Aldridge makes 2-pt jump shot from 10 ft,16,17
1,4:21.0,D. Lillard misses 3-pt jump shot from 26 ft,,16,17
1,4:21.0,Offensive rebound by A. Aminu,,16,17
1,4:08.0,A. Aminu makes 2-pt layup from 1 ft,,18,17
1,4:00.0,,P. Mills makes 2-pt jump shot from 17 ft,18,19
1,3:37.0,C. McCollum misses 2-pt jump shot from 8 ft,,18,19
1,3:35.0,,Defensive rebound by D. White,18,19
1,3:33.0,,P. Mills misses 3-pt jump shot from 25 ft,18,19
1,3:30.0,Defensive rebound by A. Aminu,,18,19
1,3:16.0,J. Nurkić makes 2-pt layup from 5 ft,,20,19
1,3:02.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. DeRozan),20,21
1,3:02.0,Portland full timeout,,20,21
1,3:02.0,S. Curry enters the game for M. Harkless,,20,21
1,3:02.0,M. Leonard enters the game for C. McCollum,,20,21
1,3:02.0,N. Stauskas enters the game for J. Nurkić,,20,21
1,3:02.0,,D. Bertāns enters the game for D. DeRozan,20,21
1,3:02.0,,D. Cunningham enters the game for R. Gay,20,21
1,2:39.0,A. Aminu makes 2-pt layup from 5 ft,,22,21
1,2:28.0,,L. Aldridge makes 2-pt jump shot from 11 ft (assist by P. Mills),22,23
1,2:08.0,D. Lillard makes 2-pt jump shot from 18 ft,,24,23
1,1:58.0,,P. Mills makes 3-pt jump shot from 25 ft,24,26
1,1:37.0,D. Lillard makes 2-pt jump shot from 20 ft,,26,26
1,1:33.0,,Shooting foul by D. Lillard (drawn by P. Mills),26,26
1,1:33.0,,P. Mills makes free throw 1 of 2,26,27
1,1:33.0,Z. Collins enters the game for A. Aminu,,26,27
1,1:33.0,,J. Poeltl enters the game for L. Aldridge,26,27
1,1:33.0,,P. Mills makes free throw 2 of 2,26,28
1,1:24.0,Shooting foul by D. White (drawn by D. Lillard),,26,28
1,1:24.0,D. Lillard makes free throw 1 of 2,,27,28
1,1:24.0,D. Lillard makes free throw 2 of 2,,28,28
1,1:07.0,,P. Mills misses 2-pt jump shot from 20 ft,28,28
1,1:05.0,Defensive rebound by M. Leonard,,28,28
1,0:56.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Lillard),,30,28
1,0:45.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Mills),30,30
1,0:34.0,D. Lillard makes 3-pt jump shot from 26 ft,,33,30
1,0:14.0,,P. Mills makes 2-pt layup from 2 ft,33,32
1,0:00.0,D. Lillard misses 3-pt jump shot from 27 ft,,33,32
1,0:00.0,Offensive rebound by Team,,33,32
2,11:52.0,,Personal foul by S. Curry (drawn by P. Mills),33,32
2,11:47.0,,P. Mills misses 3-pt jump shot from 26 ft,33,32
2,11:45.0,Defensive rebound by Z. Collins,,33,32
2,11:23.0,D. Lillard makes 2-pt jump shot from 20 ft,,35,32
2,11:08.0,,J. Poeltl makes 2-pt hook shot from 5 ft (assist by D. White),35,34
2,10:51.0,Turnover by N. Stauskas (bad pass; steal by D. Cunningham),,35,34
2,10:47.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by P. Mills),35,37
2,10:25.0,D. Lillard misses 3-pt jump shot from 27 ft,,35,37
2,10:21.0,,Defensive rebound by P. Mills,35,37
2,10:12.0,,D. White misses 2-pt jump shot from 17 ft,35,37
2,10:10.0,Defensive rebound by D. Lillard,,35,37
2,10:03.0,D. Lillard misses 2-pt layup from 1 ft (block by J. Poeltl),,35,37
2,10:00.0,,Defensive rebound by D. Cunningham,35,37
2,9:57.0,,D. White makes 2-pt layup from 1 ft (assist by P. Mills),35,39
2,9:41.0,N. Stauskas misses 3-pt jump shot from 25 ft,,35,39
2,9:37.0,,Defensive rebound by J. Poeltl,35,39
2,9:26.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),35,42
2,9:26.0,Portland full timeout,,35,42
2,9:26.0,C. McCollum enters the game for D. Lillard,,35,42
2,9:26.0,,D. DeRozan enters the game for P. Mills,35,42
2,9:26.0,,B. Forbes enters the game for D. White,35,42
2,9:17.0,Personal foul by B. Forbes (drawn by S. Curry),,35,42
2,9:03.0,M. Leonard makes 2-pt dunk from 1 ft,,37,42
2,8:48.0,,Shooting foul by Z. Collins (drawn by D. DeRozan),37,42
2,8:48.0,,D. DeRozan makes free throw 1 of 2,37,43
2,8:48.0,,R. Gay enters the game for D. Cunningham,37,43
2,8:48.0,,D. DeRozan makes free throw 2 of 2,37,44
2,8:37.0,C. McCollum misses 2-pt layup from 2 ft,,37,44
2,8:36.0,Offensive rebound by M. Leonard,,37,44
2,8:25.0,Turnover by S. Curry (lost ball; steal by D. DeRozan),,37,44
2,8:16.0,,D. Bertāns misses 2-pt jump shot from 21 ft,37,44
2,8:16.0,Defensive rebound by Team,,37,44
2,8:16.0,,Loose ball foul by R. Gay (drawn by N. Stauskas),37,44
2,8:05.0,Turnover by S. Curry (traveling),,37,44
2,7:49.0,,D. DeRozan misses 2-pt jump shot from 11 ft,37,44
2,7:47.0,Defensive rebound by S. Curry,,37,44
2,7:35.0,N. Stauskas misses 3-pt jump shot from 26 ft,,37,44
2,7:30.0,,Defensive rebound by J. Poeltl,37,44
2,7:19.0,,R. Gay misses 2-pt jump shot from 8 ft,37,44
2,7:17.0,Defensive rebound by M. Leonard,,37,44
2,7:08.0,C. McCollum misses 2-pt jump shot from 17 ft,,37,44
2,7:06.0,,Defensive rebound by D. DeRozan,37,44
2,6:53.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by J. Poeltl),37,47
2,6:28.0,Z. Collins misses 2-pt layup from 5 ft,,37,47
2,6:26.0,,Defensive rebound by B. Forbes,37,47
2,6:21.0,,B. Forbes makes 2-pt jump shot from 16 ft,37,49
2,6:21.0,Portland full timeout,,37,49
2,6:21.0,A. Aminu enters the game for Z. Collins,,37,49
2,6:21.0,M. Harkless enters the game for S. Curry,,37,49
2,6:21.0,D. Lillard enters the game for M. Leonard,,37,49
2,6:21.0,J. Nurkić enters the game for N. Stauskas,,37,49
2,6:21.0,,L. Aldridge enters the game for D. Bertāns,37,49
2,6:21.0,,D. White enters the game for J. Poeltl,37,49
2,6:03.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by C. McCollum),,40,49
2,5:55.0,,Turnover by D. DeRozan (discontinued dribble),40,49
2,5:42.0,Offensive foul by J. Nurkić (drawn by D. DeRozan),,40,49
2,5:42.0,Turnover by J. Nurkić (offensive foul),,40,49
2,5:26.0,,L. Aldridge misses 2-pt layup from 2 ft,40,49
2,5:24.0,Defensive rebound by J. Nurkić,,40,49
2,5:15.0,A. Aminu misses 3-pt jump shot from 23 ft,,40,49
2,5:09.0,,Defensive rebound by B. Forbes,40,49
2,5:06.0,,B. Forbes misses 3-pt jump shot from 28 ft,40,49
2,5:03.0,Defensive rebound by A. Aminu,,40,49
2,5:00.0,Personal foul by D. White (drawn by J. Nurkić),,40,49
2,4:56.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,43,49
2,4:54.0,,San Antonio full timeout,43,49
2,4:42.0,,D. DeRozan makes 2-pt jump shot from 12 ft,43,51
2,4:24.0,Turnover by J. Nurkić (3 sec),,43,51
2,4:04.0,,D. White misses 2-pt hook shot from 6 ft,43,51
2,4:01.0,Defensive rebound by A. Aminu,,43,51
2,3:51.0,C. McCollum misses 3-pt jump shot from 26 ft,,43,51
2,3:47.0,,Defensive rebound by R. Gay,43,51
2,3:31.0,,L. Aldridge misses 2-pt jump shot from 15 ft,43,51
2,3:29.0,Defensive rebound by D. Lillard,,43,51
2,3:23.0,Shooting foul by D. DeRozan (drawn by D. Lillard),,43,51
2,3:23.0,D. Lillard makes free throw 1 of 2,,44,51
2,3:23.0,,P. Mills enters the game for B. Forbes,44,51
2,3:23.0,D. Lillard makes free throw 2 of 2,,45,51
2,3:06.0,,Turnover by D. DeRozan (bad pass; steal by J. Nurkić),45,51
2,2:58.0,M. Harkless makes 2-pt jump shot from 12 ft,,47,51
2,2:58.0,,San Antonio full timeout,47,51
2,2:40.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by D. White),47,53
2,2:26.0,Turnover by C. McCollum (discontinued dribble),,47,53
2,2:15.0,,D. DeRozan misses 2-pt jump shot from 17 ft,47,53
2,2:11.0,Defensive rebound by C. McCollum,,47,53
2,2:04.0,J. Nurkić makes 2-pt dunk at rim (assist by C. McCollum),,49,53
2,1:42.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),49,55
2,1:26.0,J. Nurkić makes 2-pt jump shot from 18 ft (assist by D. Lillard),,51,55
2,1:11.0,,D. White makes 2-pt layup from 2 ft (assist by L. Aldridge),51,57
2,0:59.0,J. Nurkić makes 2-pt jump shot from 19 ft (assist by D. Lillard),,53,57
2,0:45.0,,Shooting foul by A. Aminu (drawn by D. DeRozan),53,57
2,0:45.0,,D. DeRozan makes free throw 1 of 2,53,58
2,0:45.0,,D. DeRozan makes free throw 2 of 2,53,59
2,0:32.0,A. Aminu makes 2-pt dunk from 1 ft (assist by D. Lillard),,55,59
2,0:14.0,,Shooting foul by J. Nurkić (drawn by L. Aldridge),55,59
2,0:14.0,,L. Aldridge makes free throw 1 of 2,55,60
2,0:14.0,S. Curry enters the game for A. Aminu,,55,60
2,0:14.0,N. Stauskas enters the game for J. Nurkić,,55,60
2,0:14.0,,D. Cunningham enters the game for R. Gay,55,60
2,0:14.0,,L. Aldridge makes free throw 2 of 2,55,61
2,0:08.0,D. Lillard misses 3-pt jump shot from 29 ft,,55,61
2,0:03.0,,Defensive rebound by D. White,55,61
2,0:01.0,,Shooting foul by N. Stauskas (drawn by D. White),55,61
2,0:01.0,,D. White makes free throw 1 of 2,55,62
2,0:01.0,J. Nurkić enters the game for N. Stauskas,,55,62
2,0:01.0,,D. White misses free throw 2 of 2,55,62
2,0:00.0,Defensive rebound by J. Nurkić,,55,62
3,11:47.0,,D. DeRozan misses 2-pt layup from 4 ft (block by C. McCollum),55,62
3,11:42.0,Defensive rebound by A. Aminu,,55,62
3,11:42.0,Shooting foul by D. DeRozan (drawn by D. Lillard),,55,62
3,11:42.0,D. Lillard makes free throw 1 of 2,,56,62
3,11:42.0,D. Lillard makes free throw 2 of 2,,57,62
3,11:31.0,,Shooting foul by M. Harkless (drawn by L. Aldridge),57,62
3,11:31.0,,L. Aldridge makes free throw 1 of 2,57,63
3,11:31.0,,L. Aldridge misses free throw 2 of 2,57,63
3,11:29.0,Defensive rebound by A. Aminu,,57,63
3,11:21.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,60,63
3,11:06.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),60,66
3,10:50.0,C. McCollum makes 2-pt layup from 2 ft (assist by J. Nurkić),,62,66
3,10:29.0,,R. Gay misses 2-pt jump shot from 9 ft,62,66
3,10:27.0,Defensive rebound by M. Harkless,,62,66
3,10:18.0,J. Nurkić misses 2-pt hook shot from 9 ft (block by D. Bertāns),,62,66
3,10:15.0,Offensive rebound by J. Nurkić,,62,66
3,10:13.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by C. McCollum),,65,66
3,9:51.0,,D. DeRozan misses 2-pt jump shot from 16 ft,65,66
3,9:49.0,Defensive rebound by J. Nurkić,,65,66
3,9:43.0,D. Lillard misses 2-pt jump shot from 20 ft,,65,66
3,9:40.0,,Defensive rebound by L. Aldridge,65,66
3,9:33.0,,B. Forbes misses 2-pt layup from 2 ft,65,66
3,9:33.0,Defensive rebound by Team,,65,66
3,9:13.0,A. Aminu misses 2-pt hook shot from 6 ft,,65,66
3,9:09.0,,Defensive rebound by R. Gay,65,66
3,9:06.0,,D. DeRozan misses 2-pt layup from 2 ft,65,66
3,9:03.0,,Offensive rebound by L. Aldridge,65,66
3,9:03.0,,L. Aldridge makes 2-pt layup from 1 ft,65,68
3,8:38.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Harkless),,68,68
3,8:23.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),68,70
3,8:06.0,D. Lillard makes 2-pt jump shot from 16 ft,,70,70
3,7:49.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),70,72
3,7:28.0,J. Nurkić makes 2-pt layup from 1 ft (assist by M. Harkless),,72,72
3,7:16.0,,Turnover by D. DeRozan (lost ball; steal by D. Lillard),72,72
3,7:11.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,74,72
3,6:49.0,,Turnover by L. Aldridge (lost ball; steal by A. Aminu),74,72
3,6:42.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by A. Aminu),,77,72
3,6:40.0,,San Antonio full timeout,77,72
3,6:40.0,,P. Mills enters the game for B. Forbes,77,72
3,6:28.0,,Turnover by D. Bertāns (bad pass; steal by M. Harkless),77,72
3,6:25.0,Offensive foul by M. Harkless (drawn by D. Bertāns),,77,72
3,6:25.0,Turnover by M. Harkless (offensive foul),,77,72
3,6:25.0,,D. White enters the game for R. Gay,77,72
3,6:16.0,,Turnover by P. Mills (lost ball; steal by D. Lillard),77,72
3,6:12.0,D. Lillard makes 2-pt dunk from 2 ft,,79,72
3,5:50.0,,D. Bertāns makes 2-pt jump shot from 14 ft (assist by D. White),79,74
3,5:31.0,D. Lillard makes 2-pt jump shot from 19 ft (assist by J. Nurkić),,81,74
3,5:20.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),81,77
3,4:57.0,Turnover by M. Harkless (bad pass; steal by D. DeRozan),,81,77
3,4:52.0,,D. DeRozan makes 2-pt layup at rim,81,79
3,4:31.0,C. McCollum misses 2-pt jump shot from 18 ft,,81,79
3,4:28.0,,Defensive rebound by D. DeRozan,81,79
3,4:25.0,,D. DeRozan makes 2-pt layup from 2 ft,81,81
3,4:25.0,,Shooting foul by M. Harkless (drawn by D. DeRozan),81,81
3,4:25.0,M. Leonard enters the game for J. Nurkić,,81,81
3,4:25.0,,D. Cunningham enters the game for L. Aldridge,81,81
3,4:25.0,,J. Poeltl enters the game for D. Bertāns,81,81
3,4:25.0,,D. DeRozan makes free throw 1 of 1,81,82
3,4:11.0,Shooting foul by J. Poeltl (drawn by A. Aminu),,81,82
3,4:11.0,A. Aminu makes free throw 1 of 2,,82,82
3,4:11.0,A. Aminu makes free throw 2 of 2,,83,82
3,4:01.0,,D. DeRozan makes 2-pt jump shot from 18 ft,83,84
3,3:51.0,Personal foul by D. White (drawn by D. Lillard),,83,84
3,3:51.0,S. Curry enters the game for M. Harkless,,83,84
3,3:51.0,N. Stauskas enters the game for C. McCollum,,83,84
3,3:41.0,D. Lillard makes 2-pt layup from 2 ft,,85,84
3,3:31.0,,D. DeRozan makes 2-pt jump shot from 14 ft,85,86
3,3:14.0,D. Lillard misses 3-pt jump shot from 27 ft,,85,86
3,3:10.0,,Defensive rebound by D. DeRozan,85,86
3,3:08.0,,Turnover by D. DeRozan (bad pass),85,86
3,3:08.0,Portland full timeout,,85,86
3,2:49.0,S. Curry misses 2-pt jump shot from 19 ft,,85,86
3,2:46.0,Offensive rebound by M. Leonard,,85,86
3,2:34.0,D. Lillard misses 2-pt layup from 2 ft (block by J. Poeltl),,85,86
3,2:31.0,,Defensive rebound by D. Cunningham,85,86
3,2:26.0,,D. DeRozan makes 2-pt layup from 1 ft,85,88
3,1:57.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by M. Leonard),,88,88
3,1:39.0,,D. DeRozan makes 2-pt jump shot from 4 ft (assist by D. Cunningham),88,90
3,1:22.0,D. Lillard misses 2-pt jump shot from 20 ft,,88,90
3,1:19.0,,Defensive rebound by D. DeRozan,88,90
3,1:15.0,,Shooting foul by N. Stauskas (drawn by D. DeRozan),88,90
3,1:15.0,,D. DeRozan makes free throw 1 of 2,88,91
3,1:15.0,,D. DeRozan makes free throw 2 of 2,88,92
3,0:58.0,Shooting foul by J. Poeltl (drawn by M. Leonard),,88,92
3,0:58.0,M. Leonard makes free throw 1 of 2,,89,92
3,0:58.0,M. Leonard makes free throw 2 of 2,,90,92
3,0:43.0,,D. DeRozan misses 2-pt layup from 5 ft,90,92
3,0:42.0,,Offensive rebound by J. Poeltl,90,92
3,0:42.0,,J. Poeltl makes 2-pt layup from 1 ft,90,94
3,0:33.0,D. Lillard misses 2-pt layup from 1 ft,,90,94
3,0:30.0,,Defensive rebound by D. Cunningham,90,94
3,0:25.0,,D. DeRozan misses 2-pt jump shot from 10 ft (block by A. Aminu),90,94
3,0:22.0,,Offensive rebound by D. DeRozan,90,94
3,0:17.0,,D. DeRozan makes 2-pt layup from 5 ft,90,96
3,0:17.0,,Shooting foul by A. Aminu (drawn by D. DeRozan),90,96
3,0:17.0,,D. DeRozan makes free throw 1 of 1,90,97
3,0:01.0,Turnover by M. Leonard (bad pass),,90,97
3,0:00.0,,Turnover by D. White (traveling),90,97
3,0:00.0,Z. Collins enters the game for M. Leonard,,90,97
3,0:00.0,Turnover by S. Curry (bad pass; steal by J. Poeltl),,90,97
4,11:44.0,Z. Collins misses 3-pt jump shot from 25 ft,,90,97
4,11:39.0,Offensive rebound by S. Curry,,90,97
4,11:36.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by S. Curry),,93,97
4,11:21.0,,R. Gay makes 2-pt jump shot from 16 ft,93,99
4,11:10.0,Z. Collins misses 3-pt jump shot from 26 ft,,93,99
4,11:05.0,,Defensive rebound by R. Gay,93,99
4,11:00.0,,D. White makes 2-pt jump shot from 16 ft (assist by J. Poeltl),93,101
4,10:34.0,Z. Collins makes 2-pt layup from 2 ft,,95,101
4,10:18.0,,R. Gay misses 2-pt layup from 2 ft (block by M. Harkless),95,101
4,10:18.0,Defensive rebound by Team,,95,101
4,10:18.0,,L. Aldridge enters the game for J. Poeltl,95,101
4,10:02.0,C. McCollum makes 2-pt jump shot from 9 ft,,97,101
4,9:49.0,,B. Forbes misses 2-pt layup from 2 ft,97,101
4,9:49.0,,Offensive rebound by Team,97,101
4,9:47.0,,B. Forbes makes 2-pt jump shot from 14 ft (assist by R. Gay),97,103
4,9:22.0,C. McCollum misses 2-pt jump shot from 9 ft,,97,103
4,9:22.0,Offensive rebound by Team,,97,103
4,9:21.0,Offensive foul by C. McCollum (drawn by D. White),,97,103
4,9:21.0,Turnover by C. McCollum (offensive foul),,97,103
4,9:12.0,,Shooting foul by Z. Collins (drawn by L. Aldridge),97,103
4,9:12.0,,L. Aldridge makes free throw 1 of 2,97,104
4,9:12.0,,L. Aldridge makes free throw 2 of 2,97,105
4,8:52.0,Z. Collins makes 2-pt jump shot from 13 ft (assist by M. Harkless),,99,105
4,8:43.0,,D. Bertāns makes 2-pt layup from 3 ft (assist by L. Aldridge),99,107
4,8:28.0,Turnover by Z. Collins (offensive foul),,99,107
4,8:28.0,Offensive foul by Z. Collins (drawn by D. Bertāns),,99,107
4,8:28.0,D. Lillard enters the game for S. Curry,,99,107
4,8:28.0,J. Nurkić enters the game for M. Harkless,,99,107
4,8:18.0,,Turnover by L. Aldridge (offensive foul),99,107
4,8:18.0,,Offensive foul by L. Aldridge (drawn by J. Nurkić),99,107
4,8:03.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by Z. Collins),,102,107
4,8:02.0,,San Antonio full timeout,102,107
4,8:02.0,,D. DeRozan enters the game for D. Bertāns,102,107
4,7:49.0,,Personal foul by J. Nurkić (drawn by L. Aldridge),102,107
4,7:49.0,A. Aminu enters the game for Z. Collins,,102,107
4,7:39.0,,D. White makes 3-pt jump shot from 27 ft,102,110
4,7:19.0,Shooting foul by B. Forbes (drawn by J. Nurkić),,102,110
4,7:19.0,J. Nurkić makes free throw 1 of 2,,103,110
4,7:19.0,J. Nurkić makes free throw 2 of 2,,104,110
4,7:06.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by R. Gay),104,112
4,6:49.0,D. Lillard misses 3-pt jump shot from 26 ft,,104,112
4,6:43.0,Offensive rebound by J. Nurkić,,104,112
4,6:43.0,J. Nurkić misses 2-pt layup at rim (block by L. Aldridge),,104,112
4,6:41.0,,Defensive rebound by D. DeRozan,104,112
4,6:38.0,,D. DeRozan makes 2-pt jump shot from 12 ft,104,114
4,6:37.0,Portland full timeout,,104,114
4,6:37.0,M. Harkless enters the game for N. Stauskas,,104,114
4,6:37.0,,P. Mills enters the game for B. Forbes,104,114
4,6:21.0,J. Nurkić makes 2-pt hook shot from 10 ft (assist by D. Lillard),,106,114
4,6:04.0,,D. DeRozan makes 2-pt jump shot from 17 ft,106,116
4,5:45.0,D. Lillard misses 2-pt layup from 2 ft,,106,116
4,5:42.0,J. Nurkić makes 2-pt layup at rim,,108,116
4,5:42.0,Offensive rebound by J. Nurkić,,108,116
4,5:31.0,,D. DeRozan makes 2-pt jump shot from 16 ft,108,118
4,5:14.0,D. Lillard misses 2-pt layup from 3 ft,,108,118
4,5:13.0,,Defensive rebound by L. Aldridge,108,118
4,5:08.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. White),108,121
4,4:47.0,C. McCollum misses 2-pt jump shot from 15 ft,,108,121
4,4:45.0,,Defensive rebound by D. White,108,121
4,4:28.0,,D. DeRozan misses 2-pt layup from 2 ft,108,121
4,4:26.0,Defensive rebound by J. Nurkić,,108,121
4,4:22.0,C. McCollum misses 3-pt jump shot from 27 ft,,108,121
4,4:17.0,,Defensive rebound by L. Aldridge,108,121
4,4:06.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by R. Gay),108,124
4,4:03.0,Portland full timeout,,108,124
4,3:52.0,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),,110,124
4,3:37.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),110,126
4,3:26.0,D. Lillard misses 3-pt jump shot from 26 ft,,110,126
4,3:23.0,,Defensive rebound by L. Aldridge,110,126
4,3:10.0,,Turnover by L. Aldridge (traveling),110,126
4,3:04.0,Shooting foul by D. White (drawn by D. Lillard),,110,126
4,3:04.0,D. Lillard makes free throw 1 of 2,,111,126
4,3:04.0,D. Lillard makes free throw 2 of 2,,112,126
4,2:46.0,,D. DeRozan misses 2-pt jump shot from 19 ft,112,126
4,2:43.0,Defensive rebound by M. Harkless,,112,126
4,2:33.0,J. Nurkić misses 2-pt jump shot from 18 ft,,112,126
4,2:32.0,Offensive rebound by Team,,112,126
4,2:32.0,,Loose ball foul by P. Mills (drawn by C. McCollum),112,126
4,2:26.0,C. McCollum makes 2-pt jump shot from 16 ft,,114,126
4,2:04.0,,D. White misses 2-pt layup from 2 ft,114,126
4,2:02.0,Defensive rebound by A. Aminu,,114,126
4,1:53.0,Turnover by A. Aminu (bad pass),,114,126
4,1:35.0,,L. Aldridge misses 2-pt jump shot from 17 ft,114,126
4,1:31.0,Defensive rebound by M. Harkless,,114,126
4,1:24.0,Shooting foul by D. White (drawn by D. Lillard),,114,126
4,1:24.0,D. Lillard makes free throw 1 of 2,,115,126
4,1:24.0,D. Lillard makes free throw 2 of 2,,116,126
4,1:15.0,,Personal foul by D. Lillard (drawn by P. Mills),116,126
4,1:05.0,,D. DeRozan misses 2-pt jump shot from 14 ft,116,126
4,1:03.0,Defensive rebound by C. McCollum,,116,126
4,1:00.0,C. McCollum makes 2-pt layup at rim,,118,126
4,0:45.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. DeRozan),118,129
4,0:37.0,D. Lillard misses 3-pt jump shot from 28 ft,,118,129
4,0:34.0,Offensive rebound by M. Harkless,,118,129
4,0:31.0,Turnover by M. Harkless (out of bounds lost ball),,118,129
4,0:17.0,,Personal foul by A. Aminu (drawn by D. DeRozan),118,129
4,0:17.0,,D. DeRozan makes free throw 1 of 2,118,130
