QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
1,6:28.0,,A. Len makes 3-pt jump shot from 26 ft (assist by K. Huerter),14,15
1,6:10.0,T. Leaf makes 2-pt jump shot from 8 ft (assist by T. Evans),,16,15
1,6:01.0,,T. Young misses 2-pt jump shot from 6 ft (block by T. Leaf),16,15
1,6:01.0,,Offensive rebound by Team,16,15
1,6:01.0,,Atlanta full timeout,16,15
1,6:01.0,A. Johnson enters the game for T. Leaf,,16,15
1,5:51.0,,A. Len misses 2-pt layup from 1 ft,16,15
1,5:47.0,,Offensive rebound by A. Len,16,15
1,5:47.0,,A. Len misses 2-pt layup from 1 ft,16,15
1,5:47.0,,Offensive rebound by A. Len,16,15
1,5:47.0,,A. Len misses 2-pt layup at rim,16,15
1,5:47.0,,Offensive rebound by A. Len,16,15
1,5:47.0,,Shooting foul by T. Evans (drawn by A. Len),16,15
1,5:47.0,,A. Len makes free throw 1 of 2,16,16
1,5:47.0,,A. Len makes free throw 2 of 2,16,17
1,5:36.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by T. Evans),,18,17
1,5:23.0,,J. Collins misses 2-pt layup from 1 ft,18,17
1,5:20.0,,Offensive rebound by J. Collins,18,17
1,5:18.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by J. Collins),18,20
1,5:05.0,D. McDermott misses 2-pt jump shot from 18 ft,,18,20
1,5:02.0,,Defensive rebound by A. Len,18,20
1,4:52.0,,T. Young misses 3-pt jump shot from 26 ft,18,20
1,4:48.0,Defensive rebound by D. Collison,,18,20
1,4:38.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Collison),,21,20
1,4:24.0,,Shooting foul by D. McDermott (drawn by A. Len),21,20
1,4:24.0,,A. Len makes free throw 1 of 2,21,21
1,4:24.0,C. Joseph enters the game for T. Evans,,21,21
1,4:24.0,,D. Bembry enters the game for J. Collins,21,21
1,4:24.0,,V. Carter enters the game for K. Huerter,21,21
1,4:24.0,,A. Len misses free throw 2 of 2,21,21
1,4:20.0,Defensive rebound by C. Joseph,,21,21
1,4:04.0,Shooting foul by A. Len (drawn by K. O'Quinn),,21,21
1,4:04.0,K. O'Quinn makes free throw 1 of 2,,22,21
1,4:04.0,,J. Adams enters the game for A. Len,22,21
1,4:04.0,,K. Bazemore enters the game for T. Prince,22,21
1,4:04.0,,D. Davis enters the game for T. Young,22,21
1,4:04.0,K. O'Quinn makes free throw 2 of 2,,23,21
1,3:51.0,,J. Adams misses 2-pt layup from 10 ft (block by K. O'Quinn),23,21
1,3:51.0,,Offensive rebound by Team,23,21
1,3:45.0,,Turnover by K. Bazemore (bad pass; steal by D. Collison),23,21
1,3:42.0,A. Johnson misses 2-pt layup from 1 ft,,23,21
1,3:41.0,Offensive rebound by A. Johnson,,23,21
1,3:39.0,A. Johnson makes 2-pt layup from 1 ft,,25,21
1,3:30.0,,V. Carter misses 3-pt jump shot from 25 ft,25,21
1,3:27.0,,Offensive rebound by D. Davis,25,21
1,3:27.0,,Shooting foul by K. O'Quinn (drawn by D. Davis),25,21
1,3:27.0,,D. Davis makes free throw 1 of 2,25,22
1,3:27.0,T. Leaf enters the game for K. O'Quinn,,25,22
1,3:27.0,,D. Davis makes free throw 2 of 2,25,23
1,3:16.0,Personal foul by J. Adams (drawn by D. Collison),,25,23
1,3:11.0,T. Leaf makes 2-pt jump shot from 11 ft (assist by D. Collison),,27,23
1,2:51.0,,D. Bembry misses 2-pt layup from 1 ft,27,23
1,2:48.0,Defensive rebound by A. Johnson,,27,23
1,2:29.0,D. McDermott misses 2-pt jump shot from 13 ft,,27,23
1,2:26.0,Offensive rebound by A. Johnson,,27,23
1,2:26.0,Shooting foul by D. Bembry (drawn by A. Johnson),,27,23
1,2:26.0,Indiana full timeout,,27,23
1,2:26.0,A. Holiday enters the game for D. Collison,,27,23
1,2:26.0,E. Sumner enters the game for D. McDermott,,27,23
1,2:26.0,A. Johnson makes free throw 1 of 2,,28,23
1,2:26.0,A. Johnson makes free throw 2 of 2,,29,23
1,2:14.0,,Def 3 sec tech foul by Team,29,23
1,2:14.0,,J. Adams makes technical free throw,29,24
1,2:10.0,,K. Bazemore misses 2-pt jump shot from 16 ft,29,24
1,2:07.0,Defensive rebound by A. Johnson,,29,24
1,1:55.0,E. Sumner misses 3-pt jump shot from 23 ft,,29,24
1,1:53.0,Offensive rebound by T. Leaf,,29,24
1,1:52.0,T. Leaf makes 2-pt layup from 2 ft,,31,24
1,1:45.0,,Turnover by J. Adams (bad pass; steal by A. Holiday),31,24
1,1:45.0,Personal take foul by V. Carter (drawn by A. Holiday),,31,24
1,1:45.0,Offensive rebound by Team,,31,24
1,1:45.0,A. Holiday misses free throw 1 of 2,,31,24
1,1:45.0,A. Holiday makes free throw 2 of 2,,32,24
1,1:31.0,,D. Bembry misses 2-pt jump shot from 10 ft,32,24
1,1:30.0,,Offensive rebound by Team,32,24
1,1:27.0,,D. Bembry makes 2-pt dunk at rim (assist by K. Bazemore),32,26
1,1:10.0,T. Leaf makes 2-pt jump shot from 21 ft,,34,26
1,0:55.0,,Shooting foul by E. Sumner (drawn by D. Bembry),34,26
1,0:55.0,,D. Bembry makes free throw 1 of 2,34,27
1,0:55.0,,J. Anderson enters the game for D. Davis,34,27
1,0:55.0,,D. Bembry makes free throw 2 of 2,34,28
1,0:30.0,E. Sumner misses 2-pt layup from 2 ft,,34,28
1,0:26.0,,Defensive rebound by J. Anderson,34,28
1,0:07.0,,K. Bazemore misses 2-pt layup from 4 ft,34,28
1,0:03.0,Defensive rebound by A. Johnson,,34,28
1,0:01.0,Shooting foul by J. Adams (drawn by E. Sumner),,34,28
1,0:01.0,E. Sumner misses free throw 1 of 2,,34,28
1,0:01.0,Offensive rebound by Team,,34,28
1,0:01.0,E. Sumner makes free throw 2 of 2,,35,28
1,0:00.0,,K. Bazemore misses 3-pt jump shot from 39 ft,35,28
1,0:00.0,,Offensive rebound by Team,35,28
2,11:47.0,,Turnover by J. Anderson (bad pass; steal by T. Leaf),35,28
2,11:43.0,T. Leaf makes 2-pt layup from 1 ft (assist by C. Joseph),,37,28
2,11:30.0,,Shooting foul by A. Holiday (drawn by T. Young),37,28
2,11:30.0,,T. Young makes free throw 1 of 2,37,29
2,11:30.0,,T. Young makes free throw 2 of 2,37,30
2,11:24.0,Personal foul by J. Anderson (drawn by E. Sumner),,37,30
2,11:17.0,C. Joseph misses 3-pt jump shot from 26 ft,,37,30
2,11:14.0,,Defensive rebound by J. Collins,37,30
2,11:06.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Collins),37,32
2,10:52.0,,Violation by Team (kicked ball),37,32
2,10:41.0,C. Joseph misses 2-pt layup from 1 ft,,37,32
2,10:36.0,Offensive rebound by A. Johnson,,37,32
2,10:36.0,A. Johnson makes 2-pt layup at rim,,39,32
2,10:32.0,,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),39,34
2,10:17.0,E. Sumner makes 3-pt jump shot from 26 ft,,42,34
2,9:59.0,,J. Collins misses 2-pt layup at rim,42,34
2,9:57.0,,Offensive rebound by J. Collins,42,34
2,9:55.0,,J. Collins makes 2-pt dunk from 1 ft,42,36
2,9:47.0,T. Leaf makes 2-pt layup from 1 ft,,44,36
2,9:34.0,,T. Young misses 3-pt jump shot from 25 ft,44,36
2,9:31.0,Defensive rebound by T. Leaf,,44,36
2,9:27.0,A. Holiday misses 3-pt jump shot from 25 ft,,44,36
2,9:23.0,,Defensive rebound by K. Bazemore,44,36
2,9:21.0,,Shooting foul by A. Holiday (drawn by J. Anderson),44,36
2,9:21.0,,J. Anderson makes free throw 1 of 2,44,37
2,9:21.0,,K. Huerter enters the game for K. Bazemore,44,37
2,9:21.0,,T. Prince enters the game for D. Bembry,44,37
2,9:21.0,,J. Anderson makes free throw 2 of 2,44,38
2,9:14.0,Shooting foul by J. Collins (drawn by E. Sumner),,44,38
2,9:14.0,E. Sumner makes free throw 1 of 2,,45,38
2,9:14.0,,A. Len enters the game for J. Anderson,45,38
2,9:14.0,E. Sumner makes free throw 2 of 2,,46,38
2,9:06.0,,Personal foul by A. Holiday (drawn by J. Collins),46,38
2,8:56.0,,A. Len misses 3-pt jump shot from 23 ft,46,38
2,8:52.0,,Offensive rebound by J. Collins,46,38
2,8:52.0,,J. Collins makes 2-pt layup from 1 ft,46,40
2,8:40.0,A. Holiday makes 3-pt jump shot from 25 ft (assist by C. Joseph),,49,40
2,8:17.0,,J. Collins makes 2-pt layup from 1 ft (assist by A. Len),49,42
2,8:06.0,A. Holiday misses 2-pt jump shot from 13 ft,,49,42
2,8:02.0,,Defensive rebound by J. Collins,49,42
2,8:00.0,,Turnover by J. Collins (bad pass; steal by A. Holiday),49,42
2,7:54.0,E. Sumner makes 3-pt jump shot from 26 ft (assist by T. Leaf),,52,42
2,7:35.0,,T. Young misses 2-pt layup from 10 ft (block by T. Leaf),52,42
2,7:35.0,,Offensive rebound by Team,52,42
2,7:35.0,D. McDermott enters the game for A. Johnson,,52,42
2,7:35.0,K. O'Quinn enters the game for T. Leaf,,52,42
2,7:28.0,,T. Prince makes 2-pt layup from 3 ft,52,44
2,7:28.0,,Shooting foul by D. McDermott (drawn by T. Prince),52,44
2,7:28.0,,T. Prince makes free throw 1 of 1,52,45
2,7:17.0,Personal foul by T. Prince (drawn by E. Sumner),,52,45
2,7:09.0,K. O'Quinn misses 2-pt jump shot from 13 ft,,52,45
2,7:07.0,,Defensive rebound by A. Len,52,45
2,6:59.0,,T. Young misses 2-pt jump shot from 12 ft,52,45
2,6:56.0,,Offensive rebound by J. Collins,52,45
2,6:55.0,,J. Collins misses 2-pt layup from 1 ft,52,45
2,6:54.0,,Offensive rebound by J. Collins,52,45
2,6:53.0,,J. Collins misses 2-pt layup from 1 ft,52,45
2,6:51.0,,Offensive rebound by J. Collins,52,45
2,6:50.0,,J. Collins misses 2-pt layup from 1 ft (block by K. O'Quinn),52,45
2,6:49.0,Defensive rebound by A. Holiday,,52,45
2,6:45.0,A. Holiday makes 2-pt layup from 2 ft,,54,45
2,6:45.0,Shooting foul by K. Huerter (drawn by A. Holiday),,54,45
2,6:45.0,,Atlanta full timeout,54,45
2,6:45.0,A. Holiday makes free throw 1 of 1,,55,45
2,6:35.0,,Shooting foul by C. Joseph (drawn by T. Prince),55,45
2,6:35.0,,Offensive rebound by Team,55,45
2,6:35.0,,T. Prince misses free throw 1 of 2,55,45
2,6:35.0,D. Collison enters the game for A. Holiday,,55,45
2,6:35.0,T. Evans enters the game for C. Joseph,,55,45
2,6:35.0,,T. Prince makes free throw 2 of 2,55,46
2,6:22.0,K. O'Quinn misses 2-pt layup from 1 ft,,55,46
2,6:20.0,,Defensive rebound by A. Len,55,46
2,6:12.0,,J. Collins makes 2-pt layup from 3 ft (assist by T. Young),55,48
2,6:00.0,D. McDermott makes 2-pt hook shot from 3 ft (assist by K. O'Quinn),,57,48
2,6:00.0,Shooting foul by J. Collins (drawn by D. McDermott),,57,48
2,6:00.0,D. McDermott makes free throw 1 of 1,,58,48
2,5:52.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by A. Len),58,51
2,5:39.0,Turnover by K. O'Quinn (bad pass; steal by T. Young),,58,51
2,5:39.0,,Flagrant foul type 2 by K. O'Quinn (drawn by T. Young),58,51
2,5:39.0,K. O'Quinn ejected from game,,58,51
2,5:39.0,T. Leaf enters the game for K. O'Quinn,,58,51
2,5:39.0,,T. Young makes flagrant free throw 1 of 2,58,52
2,5:39.0,,T. Young makes flagrant free throw 2 of 2,58,53
2,5:30.0,,T. Prince misses 2-pt layup from 1 ft,58,53
2,5:25.0,,Offensive rebound by T. Young,58,53
2,5:17.0,,T. Young makes 3-pt jump shot from 27 ft,58,56
2,4:56.0,T. Evans misses 2-pt layup from 1 ft (block by T. Prince),,58,56
2,4:56.0,Offensive rebound by Team,,58,56
2,4:50.0,T. Leaf misses 2-pt jump shot from 13 ft,,58,56
2,4:47.0,,Defensive rebound by T. Prince,58,56
2,4:38.0,,T. Young makes 2-pt layup from 1 ft,58,58
2,4:38.0,,Shooting foul by D. Collison (drawn by T. Young),58,58
2,4:38.0,,T. Young makes free throw 1 of 1,58,59
2,4:21.0,Turnover by D. Collison (offensive foul),,58,59
2,4:21.0,Offensive foul by D. Collison (drawn by T. Young),,58,59
2,4:06.0,,T. Prince misses 2-pt layup from 1 ft,58,59
2,4:04.0,Defensive rebound by D. McDermott,,58,59
2,3:59.0,T. Evans makes 2-pt layup from 1 ft,,60,59
2,3:45.0,,A. Len makes 2-pt dunk at rim (assist by J. Collins),60,61
2,3:38.0,Shooting foul by A. Len (drawn by E. Sumner),,60,61
2,3:38.0,E. Sumner makes free throw 1 of 2,,61,61
2,3:38.0,E. Sumner makes free throw 2 of 2,,62,61
2,3:23.0,,K. Huerter misses 2-pt jump shot from 21 ft,62,61
2,3:23.0,Defensive rebound by Team,,62,61
2,3:03.0,Turnover by T. Evans (traveling),,62,61
2,2:54.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),62,63
2,2:43.0,Indiana full timeout,,62,63
2,2:43.0,,J. Anderson enters the game for K. Huerter,62,63
2,2:43.0,,K. Bazemore enters the game for A. Len,62,63
2,2:43.0,,D. Bembry enters the game for T. Prince,62,63
2,2:43.0,,V. Carter enters the game for T. Young,62,63
2,2:31.0,T. Evans makes 3-pt jump shot from 25 ft,,65,63
2,2:12.0,,K. Bazemore misses 3-pt jump shot from 23 ft,65,63
2,2:09.0,Defensive rebound by E. Sumner,,65,63
2,1:56.0,E. Sumner misses 2-pt layup from 1 ft,,65,63
2,1:54.0,,Defensive rebound by J. Collins,65,63
2,1:45.0,,K. Bazemore misses 3-pt jump shot from 23 ft,65,63
2,1:39.0,,Offensive rebound by J. Anderson,65,63
2,1:39.0,,J. Anderson misses 2-pt dunk from 1 ft,65,63
2,1:38.0,,Offensive rebound by D. Bembry,65,63
2,1:37.0,,V. Carter misses 3-pt jump shot from 29 ft,65,63
2,1:33.0,Defensive rebound by D. McDermott,,65,63
2,1:26.0,Turnover by T. Evans (bad pass; steal by D. Bembry),,65,63
2,1:21.0,,Turnover by J. Anderson (traveling),65,63
2,1:21.0,,I. Humphries enters the game for J. Collins,65,63
2,1:07.0,D. Collison misses 3-pt jump shot from 24 ft,,65,63
2,1:05.0,Offensive rebound by Team,,65,63
2,1:05.0,,Loose ball foul by I. Humphries (drawn by T. Leaf),65,63
2,1:05.0,T. Leaf makes free throw 1 of 2,,66,63
2,1:05.0,T. Leaf makes free throw 2 of 2,,67,63
2,0:51.0,,K. Bazemore misses 2-pt layup from 1 ft,67,63
2,0:49.0,,Offensive rebound by I. Humphries,67,63
2,0:49.0,,I. Humphries makes 2-pt jump shot from 3 ft,67,65
2,0:33.0,E. Sumner makes 2-pt layup from 1 ft (assist by T. Evans),,69,65
2,0:29.0,,K. Bazemore makes 3-pt jump shot from 27 ft,69,68
2,0:27.0,Personal foul by J. Anderson (drawn by D. Collison),,69,68
2,0:27.0,D. Collison makes free throw 1 of 2,,70,68
2,0:27.0,D. Collison makes free throw 2 of 2,,71,68
2,0:11.0,,Personal foul by T. Evans (drawn by K. Bazemore),71,68
2,0:11.0,,K. Bazemore misses free throw 1 of 2,71,68
2,0:11.0,,Offensive rebound by Team,71,68
2,0:11.0,,K. Bazemore makes free throw 2 of 2,71,69
2,0:03.0,Personal foul by D. Bembry (drawn by D. Collison),,71,69
2,0:03.0,D. Collison makes free throw 1 of 2,,72,69
2,0:03.0,D. Collison makes free throw 2 of 2,,73,69
2,0:00.0,,K. Bazemore misses 3-pt jump shot from 27 ft,73,69
2,0:00.0,,Offensive rebound by Team,73,69
3,11:47.0,,K. Huerter makes 3-pt jump shot from 26 ft,73,72
3,11:35.0,D. McDermott misses 2-pt jump shot from 20 ft,,73,72
3,11:32.0,,Defensive rebound by J. Collins,73,72
3,11:25.0,,J. Collins misses 3-pt jump shot from 26 ft,73,72
3,11:22.0,Defensive rebound by T. Leaf,,73,72
3,11:15.0,T. Leaf misses 2-pt layup from 1 ft,,73,72
3,11:13.0,,Defensive rebound by T. Prince,73,72
3,11:10.0,,T. Young misses 3-pt jump shot from 28 ft,73,72
3,11:06.0,Defensive rebound by D. Reed,,73,72
3,10:49.0,T. Evans misses 3-pt jump shot from 26 ft,,73,72
3,10:46.0,,Defensive rebound by A. Len,73,72
3,10:40.0,,T. Young misses 2-pt jump shot from 7 ft,73,72
3,10:36.0,Defensive rebound by D. McDermott,,73,72
3,10:34.0,E. Sumner misses 3-pt jump shot from 23 ft,,73,72
3,10:33.0,T. Leaf makes 2-pt layup from 1 ft,,75,72
3,10:33.0,Offensive rebound by T. Leaf,,75,72
3,10:33.0,Shooting foul by K. Huerter (drawn by T. Leaf),,75,72
3,10:33.0,T. Leaf misses free throw 1 of 1,,75,72
3,10:30.0,,Defensive rebound by J. Collins,75,72
3,10:08.0,,Turnover by T. Young (bad pass; steal by D. McDermott),75,72
3,10:07.0,D. Reed makes 2-pt layup from 1 ft (assist by T. Evans),,77,72
3,10:07.0,,Atlanta full timeout,77,72
3,9:52.0,,Turnover by T. Young (bad pass; steal by E. Sumner),77,72
3,9:50.0,Shooting foul by K. Huerter (drawn by E. Sumner),,77,72
3,9:50.0,E. Sumner makes free throw 1 of 2,,78,72
3,9:50.0,E. Sumner misses free throw 2 of 2,,78,72
3,9:48.0,Offensive rebound by T. Leaf,,78,72
3,9:48.0,Shooting foul by A. Len (drawn by T. Leaf),,78,72
3,9:48.0,T. Leaf makes free throw 1 of 2,,79,72
3,9:48.0,T. Leaf makes free throw 2 of 2,,80,72
3,9:37.0,,Shooting foul by T. Leaf (drawn by T. Young),80,72
3,9:37.0,,T. Young makes free throw 1 of 2,80,73
3,9:37.0,,T. Young misses free throw 2 of 2,80,73
3,9:34.0,Defensive rebound by T. Leaf,,80,73
3,9:22.0,D. Reed misses 2-pt jump shot from 14 ft,,80,73
3,9:21.0,Offensive rebound by T. Leaf,,80,73
3,9:20.0,T. Leaf makes 2-pt layup at rim,,82,73
3,9:08.0,,Shooting foul by T. Leaf (drawn by J. Collins),82,73
3,9:08.0,,J. Collins makes free throw 1 of 2,82,74
3,9:08.0,,J. Collins makes free throw 2 of 2,82,75
3,8:53.0,T. Leaf makes 2-pt layup from 1 ft (assist by T. Evans),,84,75
3,8:37.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by T. Young),84,78
3,8:19.0,E. Sumner misses 3-pt jump shot from 26 ft,,84,78
3,8:17.0,,Defensive rebound by K. Huerter,84,78
3,8:12.0,,Turnover by K. Huerter (bad pass; steal by E. Sumner),84,78
3,8:08.0,T. Leaf misses 3-pt jump shot from 25 ft,,84,78
3,8:05.0,,Defensive rebound by K. Huerter,84,78
3,8:01.0,,T. Prince misses 3-pt jump shot from 27 ft,84,78
3,7:58.0,Defensive rebound by E. Sumner,,84,78
3,7:49.0,D. McDermott misses 2-pt layup from 1 ft (block by A. Len),,84,78
3,7:49.0,Offensive rebound by Team,,84,78
3,7:40.0,Turnover by E. Sumner (bad pass; steal by T. Young),,84,78
3,7:34.0,,K. Huerter makes 3-pt jump shot from 24 ft (assist by T. Young),84,81
3,7:33.0,Indiana full timeout,,84,81
3,7:33.0,,D. Bembry enters the game for A. Len,84,81
3,7:22.0,T. Evans makes 2-pt layup from 1 ft,,86,81
3,7:22.0,,Violation by Team (def goaltending),86,81
3,7:06.0,,T. Prince makes 2-pt layup from 1 ft,86,83
3,6:41.0,T. Evans makes 3-pt jump shot from 26 ft,,89,83
3,6:26.0,,Turnover by J. Collins (traveling),89,83
3,6:18.0,T. Evans makes 2-pt layup from 1 ft (assist by T. Leaf),,91,83
3,6:18.0,Shooting foul by D. Bembry (drawn by T. Evans),,91,83
3,6:18.0,T. Evans misses free throw 1 of 1,,91,83
3,6:16.0,,Defensive rebound by T. Young,91,83
3,6:09.0,,D. Bembry misses 3-pt jump shot from 25 ft,91,83
3,6:08.0,,Offensive rebound by Team,91,83
3,6:08.0,Loose ball foul by E. Sumner (drawn by J. Collins),,91,83
3,5:55.0,,T. Young makes 2-pt layup from 1 ft,91,85
3,5:38.0,T. Evans misses 3-pt jump shot from 26 ft,,91,85
3,5:36.0,,Defensive rebound by J. Collins,91,85
3,5:31.0,,Shooting foul by D. Reed (drawn by T. Young),91,85
3,5:31.0,,T. Young makes free throw 1 of 2,91,86
3,5:31.0,A. Johnson enters the game for T. Leaf,,91,86
3,5:31.0,,K. Bazemore enters the game for J. Collins,91,86
3,5:31.0,,A. Len enters the game for K. Huerter,91,86
3,5:31.0,,T. Young makes free throw 2 of 2,91,87
3,5:13.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Reed),,94,87
3,4:57.0,,Shooting foul by E. Sumner (drawn by A. Len),94,87
3,4:57.0,,A. Len makes free throw 1 of 2,94,88
3,4:57.0,,J. Adams enters the game for T. Prince,94,88
3,4:57.0,,V. Carter enters the game for T. Young,94,88
3,4:57.0,,A. Len makes free throw 2 of 2,94,89
3,4:43.0,D. Reed misses 2-pt jump shot from 22 ft,,94,89
3,4:41.0,Offensive rebound by E. Sumner,,94,89
3,4:40.0,E. Sumner misses 2-pt layup from 1 ft,,94,89
3,4:39.0,Offensive rebound by D. McDermott,,94,89
3,4:38.0,Personal foul by K. Bazemore (drawn by D. McDermott),,94,89
3,4:38.0,D. McDermott makes free throw 1 of 2,,95,89
3,4:38.0,D. McDermott makes free throw 2 of 2,,96,89
3,4:38.0,C. Joseph enters the game for D. Reed,,96,89
3,4:31.0,,Offensive rebound by A. Len,96,89
3,4:31.0,,A. Len misses 2-pt layup from 1 ft (block by C. Joseph),96,89
3,4:31.0,,Shooting foul by T. Evans (drawn by A. Len),96,89
3,4:31.0,,A. Len makes free throw 1 of 2,96,90
3,4:31.0,,A. Len misses free throw 2 of 2,96,90
3,4:28.0,Defensive rebound by A. Johnson,,96,90
3,4:08.0,C. Joseph misses 2-pt jump shot from 15 ft,,96,90
3,4:04.0,,Defensive rebound by K. Bazemore,96,90
3,4:00.0,,D. Bembry makes 2-pt layup from 1 ft (assist by K. Bazemore),96,92
3,3:53.0,E. Sumner misses 2-pt layup from 5 ft (block by V. Carter),,96,92
3,3:52.0,Offensive rebound by E. Sumner,,96,92
3,3:52.0,Offensive foul by E. Sumner (drawn by V. Carter),,96,92
3,3:52.0,Turnover by E. Sumner (offensive foul),,96,92
3,3:52.0,A. Holiday enters the game for D. McDermott,,96,92
3,3:44.0,,V. Carter misses 2-pt jump shot from 22 ft,96,92
3,3:41.0,Defensive rebound by C. Joseph,,96,92
3,3:35.0,Personal foul by V. Carter (drawn by T. Evans),,96,92
3,3:35.0,T. Evans makes free throw 1 of 2,,97,92
3,3:35.0,D. Reed enters the game for E. Sumner,,97,92
3,3:35.0,T. Evans makes free throw 2 of 2,,98,92
3,3:20.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Bembry),98,95
3,2:58.0,T. Evans misses 2-pt layup from 3 ft,,98,95
3,2:54.0,D. Reed makes 2-pt layup from 1 ft,,100,95
3,2:54.0,Offensive rebound by D. Reed,,100,95
3,2:45.0,,J. Adams misses 3-pt jump shot from 25 ft,100,95
3,2:42.0,Defensive rebound by D. Reed,,100,95
3,2:33.0,D. Reed makes 3-pt jump shot from 26 ft (assist by A. Holiday),,103,95
3,2:09.0,,D. Bembry makes 2-pt layup from 1 ft (assist by A. Len),103,97
3,1:53.0,Shooting foul by D. Bembry (drawn by A. Johnson),,103,97
3,1:53.0,Offensive rebound by Team,,103,97
3,1:53.0,A. Johnson misses free throw 1 of 2,,103,97
3,1:53.0,A. Johnson makes free throw 2 of 2,,104,97
3,1:35.0,,V. Carter misses 3-pt jump shot from 26 ft,104,97
3,1:30.0,,Offensive rebound by A. Len,104,97
3,1:30.0,,A. Len misses 2-pt layup at rim,104,97
3,1:29.0,Defensive rebound by A. Johnson,,104,97
3,1:25.0,A. Johnson misses 2-pt jump shot from 22 ft,,104,97
3,1:22.0,,Defensive rebound by J. Adams,104,97
3,1:18.0,,A. Len misses 3-pt jump shot from 26 ft,104,97
3,1:17.0,,Offensive rebound by Team,104,97
3,1:17.0,,Personal foul by A. Holiday (drawn by V. Carter),104,97
3,1:17.0,,V. Carter misses free throw 1 of 2,104,97
3,1:17.0,,Offensive rebound by Team,104,97
3,1:17.0,,K. Huerter enters the game for D. Bembry,104,97
3,1:17.0,,V. Carter makes free throw 2 of 2,104,98
3,1:08.0,T. Evans makes 3-pt jump shot from 25 ft,,107,98
3,0:56.0,,A. Len misses 2-pt hook shot from 7 ft,107,98
3,0:53.0,Defensive rebound by A. Johnson,,107,98
3,0:39.0,T. Evans misses 3-pt jump shot from 25 ft,,107,98
3,0:33.0,,Defensive rebound by J. Adams,107,98
