QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DALLAS_ACTION,MEMPHIS_SCORE,DALLAS_SCORE
4,8:36.0,Defensive rebound by B. Caboclo,,94,71
4,8:15.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,94,71
4,8:11.0,,Defensive rebound by D. Nowitzki,94,71
4,8:04.0,,Offensive foul by D. Powell (drawn by J. Valančiūnas),94,71
4,8:04.0,,Turnover by D. Powell (offensive foul),94,71
4,8:04.0,,D. Harris enters the game for D. Powell,94,71
4,7:48.0,Shooting foul by D. Harris (drawn by J. Valančiūnas),,94,71
4,7:48.0,J. Valančiūnas makes free throw 1 of 2,,95,71
4,7:48.0,J. Valančiūnas misses free throw 2 of 2,,95,71
4,7:45.0,,Defensive rebound by R. Broekhoff,95,71
4,7:35.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,95,71
4,7:32.0,Defensive rebound by B. Caboclo,,95,71
4,7:17.0,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by M. Conley),,97,71
4,6:58.0,,R. Broekhoff misses 2-pt jump shot from 13 ft,97,71
4,6:55.0,Defensive rebound by B. Caboclo,,97,71
4,6:45.0,C. Miles makes 3-pt jump shot from 23 ft (assist by M. Conley),,100,71
4,6:44.0,,Dallas full timeout,100,71
4,6:44.0,J. Carter enters the game for A. Bradley,,100,71
4,6:44.0,T. Dorsey enters the game for M. Conley,,100,71
4,6:44.0,I. Rabb enters the game for J. Valančiūnas,,100,71
4,6:44.0,,J. Brunson enters the game for T. Burke,100,71
4,6:44.0,,J. Jackson enters the game for D. Harris,100,71
4,6:44.0,,M. Kleber enters the game for D. Nowitzki,100,71
4,6:31.0,,Personal foul by C. Miles (drawn by J. Brunson),100,71
4,6:23.0,,J. Jackson misses 3-pt jump shot from 25 ft,100,71
4,6:22.0,Defensive rebound by Team,,100,71
4,6:01.0,Offensive foul by J. Carter (drawn by J. Brunson),,100,71
4,6:01.0,Turnover by J. Carter (offensive foul),,100,71
4,5:45.0,,Personal foul by B. Caboclo (drawn by J. Brunson),100,71
4,5:40.0,,Personal foul by J. Carter (drawn by J. Brunson),100,71
4,5:40.0,,S. Mejri enters the game for M. Kleber,100,71
4,5:31.0,,R. Broekhoff misses 3-pt jump shot from 25 ft,100,71
4,5:27.0,Defensive rebound by J. Carter,,100,71
4,5:23.0,T. Dorsey misses 3-pt jump shot from 23 ft,,100,71
4,5:22.0,,Defensive rebound by Team,100,71
4,5:22.0,,T. Burke enters the game for J. Brunson,100,71
4,5:12.0,,R. Broekhoff misses 3-pt jump shot from 26 ft,100,71
4,5:09.0,Defensive rebound by C. Miles,,100,71
4,5:02.0,J. Carter makes 3-pt jump shot from 26 ft (assist by B. Caboclo),,103,71
4,4:49.0,,C. Lee makes 2-pt layup from 1 ft (assist by S. Mejri),103,73
4,4:39.0,Turnover by B. Caboclo (bad pass; steal by S. Mejri),,103,73
4,4:31.0,,S. Mejri misses 3-pt jump shot from 25 ft,103,73
4,4:28.0,Defensive rebound by I. Rabb,,103,73
4,4:14.0,C. Miles misses 3-pt jump shot from 27 ft,,103,73
4,4:10.0,Offensive rebound by B. Caboclo,,103,73
4,3:56.0,J. Carter misses 3-pt jump shot from 26 ft,,103,73
4,3:53.0,,Defensive rebound by S. Mejri,103,73
4,3:39.0,,Turnover by S. Mejri (lost ball; steal by J. Carter),103,73
4,3:26.0,Turnover by I. Rabb (lost ball; steal by J. Jackson),,103,73
4,3:24.0,,R. Broekhoff misses 2-pt jump shot from 4 ft (block by J. Carter),103,73
4,3:24.0,,Offensive rebound by Team,103,73
4,3:20.0,,J. Jackson misses 2-pt layup from 1 ft,103,73
4,3:19.0,Defensive rebound by B. Caboclo,,103,73
4,3:04.0,B. Caboclo misses 2-pt jump shot from 2 ft,,103,73
4,3:01.0,,Defensive rebound by S. Mejri,103,73
4,2:54.0,,T. Burke misses 2-pt jump shot from 4 ft,103,73
4,2:52.0,Defensive rebound by J. Carter,,103,73
4,2:48.0,J. Carter makes 2-pt layup from 2 ft,,105,73
4,2:48.0,Shooting foul by R. Broekhoff (drawn by J. Carter),,105,73
4,2:48.0,Memphis full timeout,,105,73
4,2:48.0,J. Carter makes free throw 1 of 1,,106,73
4,2:29.0,,C. Lee misses 2-pt layup from 2 ft,106,73
4,2:27.0,Defensive rebound by J. Carter,,106,73
4,2:12.0,C. Miles misses 2-pt jump shot from 8 ft,,106,73
4,2:10.0,,Defensive rebound by R. Broekhoff,106,73
4,2:04.0,,T. Burke misses 3-pt jump shot from 23 ft,106,73
4,2:01.0,Defensive rebound by B. Caboclo,,106,73
4,1:52.0,J. Carter makes 3-pt jump shot from 25 ft (assist by C. Miles),,109,73
4,1:44.0,,S. Mejri makes 2-pt dunk at rim (assist by T. Burke),109,75
4,1:33.0,Turnover by T. Dorsey (out of bounds lost ball),,109,75
4,1:20.0,,Shooting foul by T. Dorsey (drawn by J. Jackson),109,75
4,1:20.0,,J. Jackson misses free throw 1 of 2,109,75
4,1:20.0,,Offensive rebound by Team,109,75
4,1:20.0,,J. Jackson makes free throw 2 of 2,109,76
4,1:06.0,I. Rabb makes 2-pt jump shot from 20 ft (assist by C. Miles),,111,76
4,0:52.0,,T. Burke makes 2-pt layup from 2 ft,111,78
4,0:29.0,J. Carter misses 2-pt jump shot from 11 ft,,111,78
4,0:28.0,,Defensive rebound by R. Broekhoff,111,78
4,0:17.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by S. Mejri),111,81
