QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
1,7:25.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,11,13
1,7:09.0,,D. Lillard makes 3-pt jump shot from 25 ft,11,16
1,6:41.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,14,16
1,6:20.0,,J. Nurkić misses 2-pt hook shot from 3 ft (block by B. Marjanović),14,16
1,6:20.0,Defensive rebound by Team,,14,16
1,6:20.0,,Portland full timeout,14,16
1,6:12.0,P. Beverley makes 2-pt layup from 2 ft,,16,16
1,5:52.0,,J. Layman misses 2-pt jump shot from 17 ft,16,16
1,5:50.0,Defensive rebound by B. Marjanović,,16,16
1,5:42.0,B. Marjanović misses 2-pt layup from 2 ft,,16,16
1,5:40.0,,Defensive rebound by J. Layman,16,16
1,5:35.0,,D. Lillard misses 3-pt jump shot from 25 ft,16,16
1,5:33.0,,Offensive rebound by J. Nurkić,16,16
1,5:24.0,,D. Lillard misses 2-pt layup from 3 ft (block by S. Gilgeous-Alexander),16,16
1,5:24.0,,Offensive rebound by Team,16,16
1,5:24.0,,E. Turner enters the game for J. Layman,16,16
1,5:21.0,,J. Nurkić makes 2-pt jump shot from 18 ft (assist by D. Lillard),16,18
1,5:03.0,T. Harris makes 2-pt layup from 2 ft,,18,18
1,4:47.0,,D. Lillard makes 3-pt jump shot from 26 ft,18,21
1,4:27.0,T. Harris makes 2-pt jump shot from 5 ft,,20,21
1,4:12.0,,D. Lillard misses 3-pt jump shot from 25 ft,20,21
1,4:10.0,Defensive rebound by T. Harris,,20,21
1,4:03.0,B. Marjanović misses 2-pt dunk from 1 ft (block by J. Nurkić),,20,21
1,3:59.0,,Defensive rebound by C. McCollum,20,21
1,3:56.0,,C. McCollum makes 3-pt jump shot from 26 ft,20,24
1,3:52.0,LA Clippers full timeout,,20,24
1,3:52.0,M. Harrell enters the game for T. Harris,,20,24
1,3:52.0,L. Williams enters the game for B. Marjanović,,20,24
1,3:52.0,,Z. Collins enters the game for J. Nurkić,20,24
1,3:39.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,22,24
1,3:22.0,,Shooting foul by D. Gallinari (drawn by A. Aminu),22,24
1,3:22.0,,A. Aminu makes free throw 1 of 2,22,25
1,3:22.0,M. Scott enters the game for D. Gallinari,,22,25
1,3:22.0,,A. Aminu makes free throw 2 of 2,22,26
1,3:08.0,L. Williams misses 2-pt jump shot from 19 ft,,22,26
1,3:05.0,,Defensive rebound by A. Aminu,22,26
1,2:48.0,,E. Turner makes 2-pt jump shot from 15 ft,22,28
1,2:35.0,Turnover by M. Harrell (bad pass; steal by D. Lillard),,22,28
1,2:31.0,,C. McCollum misses 2-pt layup from 2 ft (block by M. Harrell),22,28
1,2:31.0,,Offensive rebound by Team,22,28
1,2:31.0,,C. Swanigan enters the game for A. Aminu,22,28
1,2:28.0,,C. McCollum makes 2-pt layup from 2 ft (assist by E. Turner),22,30
1,2:04.0,M. Harrell makes 2-pt layup from 2 ft,,24,30
1,1:51.0,,Turnover by C. Swanigan (traveling),24,30
1,1:51.0,,S. Curry enters the game for D. Lillard,24,30
1,1:51.0,,N. Stauskas enters the game for C. McCollum,24,30
1,1:40.0,Turnover by L. Williams (bad pass; steal by C. Swanigan),,24,30
1,1:31.0,,Shooting foul by S. Gilgeous-Alexander (drawn by Z. Collins),24,30
1,1:31.0,,Z. Collins makes free throw 1 of 2,24,31
1,1:31.0,T. Harris enters the game for P. Beverley,,24,31
1,1:31.0,,Z. Collins makes free throw 2 of 2,24,32
1,1:19.0,L. Williams makes 2-pt jump shot from 16 ft,,26,32
1,1:09.0,,Shooting foul by T. Harris (drawn by S. Curry),26,32
1,1:09.0,J. Robinson enters the game for S. Gilgeous-Alexander,,26,32
1,1:09.0,,S. Curry makes free throw 1 of 2,26,33
1,1:09.0,,S. Curry makes free throw 2 of 2,26,34
1,1:03.0,Personal foul by E. Turner (drawn by T. Harris),,26,34
1,0:52.0,M. Harrell makes 2-pt hook shot from 3 ft (assist by T. Harris),,28,34
1,0:30.0,,E. Turner makes 2-pt jump shot from 17 ft,28,36
1,0:14.0,M. Scott misses 3-pt jump shot from 26 ft,,28,36
1,0:12.0,,Defensive rebound by N. Stauskas,28,36
1,0:03.0,,S. Curry misses 2-pt layup from 2 ft (block by M. Harrell),28,36
1,0:02.0,,Offensive rebound by Team,28,36
1,0:02.0,Loose ball foul by T. Harris (drawn by N. Stauskas),,28,36
1,0:02.0,,N. Stauskas misses free throw 1 of 2,28,36
1,0:02.0,,Offensive rebound by Team,28,36
1,0:02.0,,N. Stauskas makes free throw 2 of 2,28,37
2,11:39.0,T. Harris makes 3-pt jump shot from 23 ft (assist by J. Robinson),,31,37
2,11:13.0,,C. Swanigan misses 2-pt jump shot from 11 ft,31,37
2,11:11.0,Defensive rebound by M. Scott,,31,37
2,11:08.0,Personal foul by N. Stauskas (drawn by L. Williams),,31,37
2,11:01.0,L. Williams misses 2-pt jump shot from 23 ft,,31,37
2,10:57.0,,Defensive rebound by C. Swanigan,31,37
2,10:52.0,,N. Stauskas makes 2-pt layup from 2 ft (assist by E. Turner),31,39
2,10:38.0,J. Robinson misses 2-pt jump shot from 17 ft (block by N. Stauskas),,31,39
2,10:32.0,,Defensive rebound by E. Turner,31,39
2,10:23.0,,C. Swanigan misses 2-pt hook shot from 2 ft,31,39
2,10:21.0,Defensive rebound by T. Harris,,31,39
2,10:14.0,Personal foul by Z. Collins (drawn by M. Harrell),,31,39
2,10:04.0,M. Harrell misses 2-pt layup from 2 ft,,31,39
2,10:02.0,Offensive rebound by M. Harrell,,31,39
2,10:02.0,M. Harrell makes 2-pt layup at rim,,33,39
2,9:47.0,,Personal foul by M. Scott (drawn by S. Curry),33,39
2,9:41.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by C. Swanigan),33,42
2,9:23.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,35,42
2,9:08.0,,N. Stauskas misses 3-pt jump shot from 30 ft,35,42
2,9:06.0,,Offensive rebound by C. Swanigan,35,42
2,9:03.0,,S. Curry misses 2-pt jump shot from 6 ft,35,42
2,8:59.0,Defensive rebound by T. Harris,,35,42
2,8:53.0,Shooting foul by C. Swanigan (drawn by L. Williams),,35,42
2,8:53.0,L. Williams makes free throw 1 of 2,,36,42
2,8:53.0,L. Williams makes free throw 2 of 2,,37,42
2,8:43.0,,E. Turner misses 2-pt jump shot from 10 ft,37,42
2,8:41.0,Defensive rebound by M. Scott,,37,42
2,8:35.0,M. Scott misses 3-pt jump shot from 26 ft,,37,42
2,8:33.0,,Defensive rebound by Z. Collins,37,42
2,8:26.0,,S. Curry misses 2-pt jump shot from 16 ft,37,42
2,8:24.0,Defensive rebound by M. Harrell,,37,42
2,8:18.0,L. Williams misses 2-pt layup from 3 ft (block by E. Turner),,37,42
2,8:17.0,Offensive rebound by L. Williams,,37,42
2,8:17.0,L. Williams misses 2-pt jump shot from 4 ft,,37,42
2,8:17.0,,Defensive rebound by Team,37,42
2,8:17.0,Loose ball foul by M. Scott (drawn by C. Swanigan),,37,42
2,8:02.0,,C. Swanigan misses 2-pt layup from 3 ft (block by M. Scott),37,42
2,7:59.0,Defensive rebound by J. Robinson,,37,42
2,7:56.0,J. Robinson makes 2-pt jump shot from 3 ft,,39,42
2,7:35.0,,N. Stauskas misses 2-pt layup from 2 ft,39,42
2,7:32.0,,Offensive rebound by C. Swanigan,39,42
2,7:32.0,,C. Swanigan makes 2-pt layup from 1 ft,39,44
2,7:08.0,M. Scott makes 2-pt jump shot from 4 ft,,41,44
2,6:56.0,,C. Swanigan makes 2-pt dunk from 2 ft (assist by N. Stauskas),41,46
2,6:34.0,Personal foul by N. Stauskas (drawn by M. Scott),,41,46
2,6:34.0,,Portland full timeout,41,46
2,6:34.0,P. Beverley enters the game for T. Harris,,41,46
2,6:34.0,S. Gilgeous-Alexander enters the game for J. Robinson,,41,46
2,6:34.0,,D. Lillard enters the game for S. Curry,41,46
2,6:34.0,,C. McCollum enters the game for C. Swanigan,41,46
2,6:34.0,,J. Nurkić enters the game for E. Turner,41,46
2,6:22.0,M. Scott misses 2-pt jump shot from 9 ft (block by J. Nurkić),,41,46
2,6:20.0,,Defensive rebound by C. McCollum,41,46
2,6:06.0,,D. Lillard makes 2-pt jump shot from 21 ft,41,48
2,5:53.0,L. Williams makes 2-pt jump shot from 17 ft (assist by M. Harrell),,43,48
2,5:32.0,,Shooting foul by M. Harrell (drawn by Z. Collins),43,48
2,5:32.0,,Z. Collins makes free throw 1 of 2,43,49
2,5:32.0,D. Gallinari enters the game for M. Scott,,43,49
2,5:32.0,,Z. Collins makes free throw 2 of 2,43,50
2,5:22.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,45,50
2,5:03.0,,N. Stauskas makes 2-pt dunk from 1 ft,45,52
2,4:46.0,L. Williams makes 2-pt jump shot from 20 ft,,47,52
2,4:32.0,,D. Lillard misses 3-pt jump shot from 28 ft,47,52
2,4:30.0,Defensive rebound by P. Beverley,,47,52
2,4:14.0,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by P. Beverley),,50,52
2,4:06.0,,C. McCollum misses 2-pt jump shot from 17 ft,50,52
2,4:04.0,Defensive rebound by D. Gallinari,,50,52
2,3:56.0,D. Gallinari misses 2-pt jump shot from 18 ft,,50,52
2,3:54.0,,Defensive rebound by N. Stauskas,50,52
2,3:46.0,,D. Lillard misses 2-pt jump shot from 3 ft,50,52
2,3:46.0,Defensive rebound by M. Harrell,,50,52
2,3:46.0,Personal foul by J. Nurkić (drawn by M. Harrell),,50,52
2,3:46.0,M. Harrell misses free throw 1 of 2,,50,52
2,3:46.0,Offensive rebound by Team,,50,52
2,3:46.0,,A. Aminu enters the game for Z. Collins,50,52
2,3:46.0,M. Harrell misses free throw 2 of 2,,50,52
2,3:45.0,Offensive rebound by Team,,50,52
2,3:41.0,Turnover by L. Williams (bad pass; steal by A. Aminu),,50,52
2,3:34.0,,N. Stauskas misses 3-pt jump shot from 23 ft,50,52
2,3:31.0,Defensive rebound by S. Gilgeous-Alexander,,50,52
2,3:22.0,Shooting foul by J. Nurkić (drawn by M. Harrell),,50,52
2,3:22.0,M. Harrell makes free throw 1 of 2,,51,52
2,3:22.0,M. Harrell makes free throw 2 of 2,,52,52
2,3:14.0,,C. McCollum misses 2-pt jump shot from 10 ft,52,52
2,3:11.0,Defensive rebound by D. Gallinari,,52,52
2,3:05.0,L. Williams makes 2-pt jump shot from 4 ft,,54,52
2,2:47.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by J. Nurkić),54,54
2,2:40.0,LA Clippers full timeout,,54,54
2,2:26.0,P. Beverley misses 3-pt jump shot from 24 ft,,54,54
2,2:23.0,,Defensive rebound by A. Aminu,54,54
2,2:10.0,,D. Lillard makes 2-pt layup from 1 ft,54,56
2,1:55.0,D. Gallinari misses 2-pt jump shot from 17 ft,,54,56
2,1:53.0,,Defensive rebound by D. Lillard,54,56
2,1:43.0,,Turnover by J. Nurkić (3 sec),54,56
2,1:43.0,T. Harris enters the game for M. Harrell,,54,56
2,1:43.0,,E. Turner enters the game for N. Stauskas,54,56
2,1:34.0,Shooting foul by J. Nurkić (drawn by S. Gilgeous-Alexander),,54,56
2,1:34.0,S. Gilgeous-Alexander misses free throw 1 of 2,,54,56
2,1:34.0,Offensive rebound by Team,,54,56
2,1:34.0,,Z. Collins enters the game for J. Nurkić,54,56
2,1:34.0,S. Gilgeous-Alexander misses free throw 2 of 2,,54,56
2,1:32.0,,Defensive rebound by A. Aminu,54,56
2,1:18.0,,D. Lillard misses 2-pt layup from 2 ft (block by T. Harris),54,56
2,1:16.0,Defensive rebound by T. Harris,,54,56
2,1:05.0,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by P. Beverley),,57,56
2,0:43.0,,A. Aminu misses 2-pt layup from 2 ft,57,56
2,0:43.0,,Offensive rebound by A. Aminu,57,56
2,0:39.0,,A. Aminu makes 2-pt layup from 3 ft,57,58
2,0:39.0,,Shooting foul by T. Harris (drawn by A. Aminu),57,58
2,0:39.0,,A. Aminu makes free throw 1 of 1,57,59
2,0:31.0,L. Williams misses 3-pt jump shot from 25 ft,,57,59
2,0:30.0,,Defensive rebound by Z. Collins,57,59
2,0:14.0,,D. Lillard makes 2-pt layup from 2 ft,57,61
2,0:04.0,Turnover by D. Gallinari (lost ball; steal by E. Turner),,57,61
2,0:00.0,,C. McCollum misses 3-pt jump shot from 26 ft,57,61
2,0:00.0,,Offensive rebound by Team,57,61
3,11:47.0,Shooting foul by J. Layman (drawn by T. Harris),,57,61
3,11:47.0,T. Harris makes free throw 1 of 2,,58,61
3,11:47.0,T. Harris makes free throw 2 of 2,,59,61
3,11:34.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by D. Lillard),59,63
3,11:19.0,T. Harris makes 2-pt layup from 1 ft (assist by B. Marjanović),,61,63
3,11:02.0,,J. Nurkić makes 2-pt jump shot from 2 ft (assist by D. Lillard),61,65
3,10:43.0,D. Gallinari misses 2-pt layup from 2 ft,,61,65
3,10:41.0,,Defensive rebound by J. Nurkić,61,65
3,10:32.0,,J. Nurkić misses 2-pt jump shot from 6 ft,61,65
3,10:31.0,Defensive rebound by T. Harris,,61,65
3,10:24.0,T. Harris misses 2-pt jump shot from 3 ft,,61,65
3,10:22.0,,Defensive rebound by C. McCollum,61,65
3,10:16.0,,C. McCollum makes 2-pt layup from 3 ft,61,67
3,10:14.0,LA Clippers full timeout,,61,67
3,9:59.0,B. Marjanović makes 2-pt jump shot from 7 ft (assist by P. Beverley),,63,67
3,9:41.0,,C. McCollum misses 2-pt jump shot from 7 ft (block by P. Beverley),63,67
3,9:39.0,Defensive rebound by P. Beverley,,63,67
3,9:37.0,Personal foul by A. Aminu (drawn by D. Gallinari),,63,67
3,9:26.0,T. Harris misses 2-pt layup from 2 ft,,63,67
3,9:25.0,,Defensive rebound by J. Nurkić,63,67
3,9:13.0,,Shooting foul by B. Marjanović (drawn by J. Nurkić),63,67
3,9:13.0,,J. Nurkić makes free throw 1 of 2,63,68
3,9:13.0,,J. Nurkić makes free throw 2 of 2,63,69
3,9:03.0,T. Harris misses 2-pt layup from 1 ft,,63,69
3,9:02.0,,Defensive rebound by C. McCollum,63,69
3,8:55.0,,Personal foul by P. Beverley (drawn by C. McCollum),63,69
3,8:46.0,,D. Lillard misses 2-pt jump shot from 14 ft,63,69
3,8:45.0,Defensive rebound by T. Harris,,63,69
3,8:39.0,Turnover by D. Gallinari (traveling),,63,69
3,8:23.0,,D. Lillard misses 2-pt layup from 2 ft,63,69
3,8:22.0,,Offensive rebound by D. Lillard,63,69
3,8:09.0,,J. Nurkić misses 2-pt jump shot from 15 ft,63,69
3,8:08.0,Defensive rebound by D. Gallinari,,63,69
3,7:53.0,Shooting foul by J. Nurkić (drawn by S. Gilgeous-Alexander),,63,69
3,7:53.0,S. Gilgeous-Alexander misses free throw 1 of 2,,63,69
3,7:53.0,Offensive rebound by Team,,63,69
3,7:53.0,L. Williams enters the game for B. Marjanović,,63,69
3,7:53.0,,M. Leonard enters the game for J. Nurkić,63,69
3,7:53.0,S. Gilgeous-Alexander makes free throw 2 of 2,,64,69
3,7:43.0,,D. Lillard makes 2-pt layup from 1 ft,64,71
3,7:30.0,Offensive foul by S. Gilgeous-Alexander (drawn by M. Leonard),,64,71
3,7:30.0,Turnover by S. Gilgeous-Alexander (offensive foul),,64,71
3,7:21.0,,Personal foul by P. Beverley (drawn by C. McCollum),64,71
3,7:11.0,,D. Lillard makes 2-pt jump shot from 17 ft,64,73
3,7:06.0,,Technical foul by D. Lillard,64,73
3,7:06.0,D. Gallinari makes technical free throw,,65,73
3,6:43.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by D. Lillard),,65,73
3,6:43.0,Offensive rebound by S. Gilgeous-Alexander,,65,73
3,6:43.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by A. Aminu),,65,73
3,6:41.0,,Defensive rebound by J. Layman,65,73
3,6:35.0,,M. Leonard misses 2-pt layup from 1 ft,65,73
3,6:34.0,Defensive rebound by Team,,65,73
3,6:18.0,L. Williams misses 2-pt jump shot from 22 ft,,65,73
3,6:15.0,,Defensive rebound by D. Lillard,65,73
3,6:05.0,,Turnover by D. Lillard (bad pass),65,73
3,6:05.0,M. Scott enters the game for S. Gilgeous-Alexander,,65,73
3,5:56.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Williams),,68,73
3,5:36.0,,D. Lillard makes 2-pt layup from 2 ft,68,75
3,5:21.0,D. Gallinari misses 3-pt jump shot from 25 ft,,68,75
3,5:19.0,,Defensive rebound by A. Aminu,68,75
3,5:07.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),68,78
3,4:54.0,Shooting foul by M. Leonard (drawn by L. Williams),,68,78
3,4:54.0,L. Williams makes free throw 1 of 2,,69,78
3,4:54.0,M. Harrell enters the game for D. Gallinari,,69,78
3,4:54.0,,E. Turner enters the game for J. Layman,69,78
3,4:54.0,L. Williams makes free throw 2 of 2,,70,78
3,4:42.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),70,81
3,4:34.0,M. Harrell makes 2-pt layup at rim (assist by L. Williams),,72,81
3,4:34.0,Shooting foul by M. Leonard (drawn by M. Harrell),,72,81
3,4:34.0,,Z. Collins enters the game for A. Aminu,72,81
3,4:34.0,M. Harrell makes free throw 1 of 1,,73,81
3,4:17.0,,D. Lillard misses 3-pt jump shot from 25 ft,73,81
3,4:16.0,Defensive rebound by P. Beverley,,73,81
3,4:10.0,T. Harris misses 3-pt jump shot from 25 ft,,73,81
3,4:07.0,Offensive rebound by M. Harrell,,73,81
3,4:04.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,75,81
3,3:55.0,,Offensive foul by Z. Collins (drawn by P. Beverley),75,81
3,3:55.0,,Turnover by Z. Collins (offensive foul),75,81
3,3:39.0,T. Harris makes 2-pt jump shot from 6 ft,,77,81
3,3:39.0,,Portland full timeout,77,81
3,3:17.0,,D. Lillard misses 2-pt layup from 1 ft,77,81
3,3:14.0,Defensive rebound by T. Harris,,77,81
3,2:59.0,T. Harris misses 3-pt jump shot from 25 ft,,77,81
3,2:58.0,,Defensive rebound by M. Leonard,77,81
3,2:47.0,,Z. Collins misses 3-pt jump shot from 25 ft,77,81
3,2:43.0,,Offensive rebound by M. Leonard,77,81
3,2:38.0,,Z. Collins misses 2-pt hook shot from 3 ft,77,81
3,2:35.0,,Offensive rebound by C. McCollum,77,81
3,2:33.0,,C. McCollum makes 2-pt jump shot from 17 ft,77,83
3,2:20.0,L. Williams makes 2-pt jump shot from 15 ft,,79,83
3,2:06.0,,C. McCollum misses 3-pt jump shot from 25 ft,79,83
3,2:03.0,Defensive rebound by T. Harris,,79,83
3,1:54.0,L. Williams misses 2-pt jump shot from 6 ft,,79,83
3,1:52.0,,Defensive rebound by M. Leonard,79,83
3,1:44.0,,Personal foul by T. Harris (drawn by D. Lillard),79,83
3,1:44.0,S. Gilgeous-Alexander enters the game for P. Beverley,,79,83
3,1:44.0,M. Teodosić enters the game for T. Harris,,79,83
3,1:44.0,,S. Curry enters the game for D. Lillard,79,83
3,1:44.0,,N. Stauskas enters the game for C. McCollum,79,83
3,1:42.0,,Personal foul by M. Teodosić (drawn by E. Turner),79,83
3,1:42.0,,E. Turner makes free throw 1 of 2,79,84
3,1:42.0,,E. Turner misses free throw 2 of 2,79,84
3,1:39.0,Defensive rebound by M. Harrell,,79,84
3,1:33.0,,Violation by Team (kicked ball),79,84
3,1:27.0,M. Teodosić misses 3-pt jump shot from 22 ft,,79,84
3,1:23.0,,Defensive rebound by N. Stauskas,79,84
3,1:19.0,,Turnover by N. Stauskas (bad pass; steal by M. Harrell),79,84
3,1:06.0,L. Williams misses 2-pt jump shot from 16 ft,,79,84
3,1:03.0,,Defensive rebound by Z. Collins,79,84
3,0:47.0,,M. Leonard misses 3-pt jump shot from 24 ft,79,84
3,0:44.0,Defensive rebound by M. Teodosić,,79,84
3,0:37.0,S. Gilgeous-Alexander makes 2-pt dunk from 1 ft,,81,84
3,0:31.0,,E. Turner misses 2-pt layup from 2 ft (block by M. Harrell),81,84
3,0:28.0,,Offensive rebound by Z. Collins,81,84
3,0:27.0,,E. Turner misses 3-pt jump shot from 23 ft,81,84
3,0:25.0,,Offensive rebound by M. Leonard,81,84
3,0:19.0,,N. Stauskas misses 3-pt jump shot from 25 ft,81,84
3,0:16.0,Defensive rebound by M. Scott,,81,84
3,0:00.0,L. Williams misses 3-pt jump shot from 25 ft,,81,84
3,0:00.0,Offensive rebound by Team,,81,84
4,11:46.0,,Shooting foul by M. Harrell (drawn by M. Leonard),81,84
4,11:46.0,,M. Leonard makes free throw 1 of 2,81,85
4,11:46.0,,M. Leonard makes free throw 2 of 2,81,86
4,11:32.0,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,,81,86
4,11:28.0,,Defensive rebound by S. Curry,81,86
4,11:24.0,,Personal foul by M. Teodosić (drawn by N. Stauskas),81,86
4,11:17.0,,M. Leonard makes 2-pt dunk from 2 ft (assist by E. Turner),81,88
4,11:01.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,83,88
4,10:40.0,,Personal foul by M. Scott (drawn by E. Turner),83,88
4,10:34.0,,N. Stauskas misses 3-pt jump shot from 25 ft,83,88
4,10:31.0,Defensive rebound by M. Scott,,83,88
4,10:24.0,M. Scott misses 3-pt jump shot from 28 ft,,83,88
4,10:24.0,Offensive rebound by Team,,83,88
4,10:24.0,,Loose ball foul by M. Leonard (drawn by M. Harrell),83,88
4,10:14.0,Turnover by M. Teodosić (bad pass),,83,88
4,10:02.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by M. Leonard),83,91
4,9:49.0,L. Williams misses 2-pt layup from 2 ft,,83,91
4,9:47.0,,Defensive rebound by M. Leonard,83,91
4,9:42.0,,Z. Collins makes 2-pt dunk from 2 ft (assist by E. Turner),83,93
4,9:42.0,LA Clippers full timeout,,83,93
4,9:42.0,T. Harris enters the game for M. Teodosić,,83,93
4,9:27.0,L. Williams misses 2-pt jump shot from 6 ft,,83,93
4,9:25.0,Offensive rebound by L. Williams,,83,93
4,9:22.0,L. Williams makes 2-pt jump shot from 19 ft,,85,93
4,8:59.0,,S. Curry misses 2-pt jump shot from 20 ft,85,93
4,8:56.0,Defensive rebound by S. Gilgeous-Alexander,,85,93
4,8:49.0,Personal foul by N. Stauskas (drawn by S. Gilgeous-Alexander),,85,93
4,8:49.0,D. Gallinari enters the game for M. Scott,,85,93
4,8:43.0,T. Harris misses 2-pt jump shot from 4 ft,,85,93
4,8:40.0,,Defensive rebound by Z. Collins,85,93
4,8:31.0,,E. Turner misses 2-pt jump shot from 14 ft,85,93
4,8:27.0,Defensive rebound by M. Harrell,,85,93
4,8:20.0,D. Gallinari misses 3-pt jump shot from 24 ft (block by M. Leonard),,85,93
4,8:18.0,,Defensive rebound by Z. Collins,85,93
4,8:09.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by N. Stauskas),85,96
4,7:58.0,Personal foul by S. Curry (drawn by L. Williams),,85,96
4,7:58.0,P. Beverley enters the game for M. Harrell,,85,96
4,7:58.0,,D. Lillard enters the game for S. Curry,85,96
4,7:58.0,,C. McCollum enters the game for M. Leonard,85,96
4,7:58.0,,J. Nurkić enters the game for N. Stauskas,85,96
4,7:50.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft (block by J. Nurkić),,85,96
4,7:50.0,,Defensive rebound by D. Lillard,85,96
4,7:38.0,,Z. Collins misses 2-pt layup from 7 ft (block by P. Beverley),85,96
4,7:38.0,,Offensive rebound by Team,85,96
4,7:28.0,,C. McCollum misses 2-pt layup from 5 ft,85,96
4,7:26.0,,Offensive rebound by C. McCollum,85,96
4,7:26.0,,C. McCollum misses 2-pt layup at rim,85,96
4,7:26.0,,Offensive rebound by J. Nurkić,85,96
4,7:21.0,,Shooting foul by L. Williams (drawn by J. Nurkić),85,96
4,7:21.0,,J. Nurkić makes free throw 1 of 2,85,97
4,7:21.0,,J. Nurkić makes free throw 2 of 2,85,98
4,7:08.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Williams),,88,98
4,6:47.0,,J. Nurkić misses 2-pt jump shot from 5 ft,88,98
4,6:42.0,Defensive rebound by L. Williams,,88,98
4,6:35.0,L. Williams makes 2-pt layup from 1 ft (assist by P. Beverley),,90,98
4,6:15.0,,D. Lillard misses 2-pt jump shot from 22 ft,90,98
