QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
2,6:13.0,,J. Okogie makes free throw 1 of 2,47,50
2,6:13.0,,J. Okogie misses free throw 2 of 2,47,50
2,6:11.0,Defensive rebound by N. Jokić,,47,50
2,6:02.0,W. Barton makes 3-pt jump shot from 26 ft,,50,50
2,5:50.0,,Shooting foul by P. Millsap (drawn by K. Towns),50,50
2,5:50.0,,K. Towns makes free throw 1 of 2,50,51
2,5:50.0,,A. Wiggins enters the game for J. Okogie,50,51
2,5:50.0,,K. Towns makes free throw 2 of 2,50,52
2,5:43.0,Personal foul by T. Gibson (drawn by N. Jokić),,50,52
2,5:32.0,Shooting foul by T. Gibson (drawn by W. Barton),,50,52
2,5:32.0,W. Barton makes free throw 1 of 2,,51,52
2,5:32.0,,G. Dieng enters the game for T. Gibson,51,52
2,5:32.0,W. Barton misses free throw 2 of 2,,51,52
2,5:30.0,,Defensive rebound by K. Towns,51,52
2,5:15.0,,Shooting foul by T. Craig (drawn by A. Wiggins),51,52
2,5:15.0,,A. Wiggins makes free throw 1 of 2,51,53
2,5:15.0,,A. Wiggins makes free throw 2 of 2,51,54
2,5:06.0,N. Jokić misses 3-pt jump shot from 26 ft,,51,54
2,5:02.0,,Defensive rebound by K. Towns,51,54
2,4:49.0,,J. Bayless misses 3-pt jump shot from 25 ft,51,54
2,4:46.0,Defensive rebound by N. Jokić,,51,54
2,4:41.0,W. Barton misses 3-pt jump shot from 26 ft,,51,54
2,4:37.0,,Defensive rebound by A. Tolliver,51,54
2,4:31.0,,Shooting foul by N. Jokić (drawn by K. Towns),51,54
2,4:31.0,,K. Towns misses free throw 1 of 2,51,54
2,4:31.0,,Offensive rebound by Team,51,54
2,4:31.0,M. Morris enters the game for T. Craig,,51,54
2,4:31.0,,D. Rose enters the game for A. Tolliver,51,54
2,4:31.0,,K. Towns misses free throw 2 of 2,51,54
2,4:29.0,Defensive rebound by W. Barton,,51,54
2,4:11.0,Shooting foul by G. Dieng (drawn by N. Jokić),,51,54
2,4:11.0,N. Jokić makes free throw 1 of 2,,52,54
2,4:11.0,N. Jokić makes free throw 2 of 2,,53,54
2,3:54.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by K. Towns),53,56
2,3:41.0,M. Beasley makes 2-pt layup from 2 ft (assist by N. Jokić),,55,56
2,3:30.0,,K. Towns misses 3-pt jump shot from 25 ft,55,56
2,3:28.0,Defensive rebound by N. Jokić,,55,56
2,3:17.0,M. Morris misses 3-pt jump shot from 23 ft,,55,56
2,3:13.0,Offensive rebound by P. Millsap,,55,56
2,3:11.0,N. Jokić makes 2-pt layup from 2 ft (assist by P. Millsap),,57,56
2,3:03.0,,Personal foul by P. Millsap (drawn by K. Towns),57,56
2,3:03.0,,K. Towns misses free throw 1 of 2,57,56
2,3:03.0,,Offensive rebound by Team,57,56
2,3:03.0,,K. Towns makes free throw 2 of 2,57,57
2,2:46.0,Turnover by N. Jokić (bad pass; steal by D. Rose),,57,57
2,2:37.0,,A. Wiggins misses 3-pt jump shot from 25 ft,57,57
2,2:34.0,,Offensive rebound by K. Towns,57,57
2,2:32.0,,K. Towns makes 2-pt jump shot from 19 ft,57,59
2,2:09.0,Turnover by P. Millsap (bad pass; steal by K. Towns),,57,59
2,1:59.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by A. Wiggins),57,62
2,1:39.0,Turnover by N. Jokić (lost ball; steal by K. Towns),,57,62
2,1:31.0,,D. Rose makes 2-pt jump shot from 14 ft (assist by K. Towns),57,64
2,1:29.0,Denver full timeout,,57,64
2,1:17.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by N. Jokić),,60,64
2,0:54.0,,G. Dieng misses 2-pt jump shot from 13 ft,60,64
2,0:50.0,Defensive rebound by M. Beasley,,60,64
2,0:42.0,Shooting foul by A. Wiggins (drawn by N. Jokić),,60,64
2,0:42.0,N. Jokić misses free throw 1 of 2,,60,64
2,0:42.0,Offensive rebound by Team,,60,64
2,0:42.0,N. Jokić makes free throw 2 of 2,,61,64
2,0:31.0,,J. Bayless misses 2-pt jump shot from 19 ft,61,64
2,0:29.0,Defensive rebound by P. Millsap,,61,64
2,0:22.0,P. Millsap misses 2-pt layup from 5 ft (block by A. Wiggins),,61,64
2,0:19.0,,Defensive rebound by G. Dieng,61,64
2,0:00.0,,D. Rose misses 2-pt jump shot from 8 ft,61,64
2,0:00.0,,Offensive rebound by Team,61,64
3,11:37.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by W. Barton),,64,64
3,11:09.0,,Turnover by Team (shot clock),64,64
3,10:45.0,M. Beasley makes 2-pt jump shot from 7 ft,,66,64
3,10:30.0,,T. Gibson makes 2-pt dunk at rim,66,66
3,10:17.0,Personal foul by J. Bayless (drawn by M. Morris),,66,66
3,10:13.0,Personal foul by J. Okogie (drawn by M. Beasley),,66,66
3,10:07.0,W. Barton misses 2-pt jump shot from 7 ft,,66,66
3,10:05.0,Offensive rebound by N. Jokić,,66,66
3,10:01.0,P. Millsap misses 3-pt jump shot from 25 ft,,66,66
3,9:58.0,Offensive rebound by M. Morris,,66,66
3,9:56.0,M. Morris makes 2-pt jump shot from 10 ft,,68,66
3,9:56.0,,Minnesota full timeout,68,66
3,9:43.0,,A. Wiggins misses 2-pt jump shot from 21 ft,68,66
3,9:40.0,Defensive rebound by M. Beasley,,68,66
3,9:24.0,N. Jokić misses 2-pt layup from 2 ft,,68,66
3,9:23.0,Offensive rebound by N. Jokić,,68,66
3,9:22.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by N. Jokić),,71,66
3,9:10.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Bayless),71,69
3,8:54.0,M. Beasley misses 2-pt layup from 2 ft (block by K. Towns),,71,69
3,8:50.0,,Defensive rebound by T. Gibson,71,69
3,8:40.0,,A. Wiggins makes 2-pt dunk from 2 ft (assist by J. Bayless),71,71
3,8:27.0,M. Morris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,74,71
3,8:10.0,,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),74,73
3,8:00.0,W. Barton makes 2-pt jump shot from 12 ft,,76,73
3,7:36.0,,J. Okogie misses 2-pt jump shot from 15 ft,76,73
3,7:33.0,Defensive rebound by M. Morris,,76,73
3,7:29.0,M. Beasley misses 3-pt jump shot from 26 ft,,76,73
3,7:24.0,,Defensive rebound by T. Gibson,76,73
3,7:07.0,,K. Towns makes 2-pt layup from 1 ft,76,75
3,6:48.0,N. Jokić misses 2-pt layup from 3 ft,,76,75
3,6:47.0,,Defensive rebound by J. Bayless,76,75
3,6:47.0,,Personal foul by N. Jokić (drawn by J. Bayless),76,75
3,6:47.0,,L. Deng enters the game for J. Okogie,76,75
3,6:30.0,,J. Bayless misses 3-pt jump shot from 26 ft,76,75
3,6:27.0,Defensive rebound by N. Jokić,,76,75
3,6:14.0,Shooting foul by K. Towns (drawn by N. Jokić),,76,75
3,6:14.0,N. Jokić misses free throw 1 of 2,,76,75
3,6:14.0,Offensive rebound by Team,,76,75
3,6:14.0,N. Jokić makes free throw 2 of 2,,77,75
3,5:58.0,,J. Bayless misses 3-pt jump shot from 25 ft,77,75
3,5:56.0,Defensive rebound by N. Jokić,,77,75
3,5:52.0,W. Barton makes 2-pt jump shot from 3 ft (assist by N. Jokić),,79,75
3,5:29.0,,J. Bayless makes 2-pt layup from 2 ft,79,77
3,5:11.0,N. Jokić misses 2-pt layup from 2 ft,,79,77
3,5:08.0,Offensive rebound by N. Jokić,,79,77
3,5:07.0,N. Jokić misses 2-pt layup from 2 ft,,79,77
3,5:06.0,Offensive rebound by N. Jokić,,79,77
3,5:06.0,Offensive foul by N. Jokić (drawn by K. Towns),,79,77
3,5:06.0,Turnover by N. Jokić (offensive foul),,79,77
3,5:06.0,Technical foul by N. Jokić,,79,77
3,5:06.0,,K. Towns makes technical free throw,79,78
3,5:06.0,T. Craig enters the game for N. Jokić,,79,78
3,5:06.0,T. Lyles enters the game for P. Millsap,,79,78
3,5:06.0,M. Plumlee enters the game for M. Morris,,79,78
3,5:06.0,,D. Rose enters the game for J. Bayless,79,78
3,4:48.0,,K. Towns makes 2-pt dunk from 1 ft,79,80
3,4:38.0,Personal foul by K. Towns (drawn by M. Plumlee),,79,80
3,4:38.0,,Violation by Team (delay of game),79,80
3,4:38.0,,D. Šarić enters the game for T. Gibson,79,80
3,4:21.0,W. Barton misses 3-pt jump shot from 26 ft,,79,80
3,4:17.0,,Defensive rebound by D. Šarić,79,80
3,4:08.0,,Offensive foul by K. Towns (drawn by M. Plumlee),79,80
3,4:08.0,,Turnover by K. Towns (offensive foul),79,80
3,3:53.0,W. Barton misses 2-pt jump shot from 7 ft,,79,80
3,3:50.0,,Defensive rebound by K. Towns,79,80
3,3:40.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by K. Towns),79,83
3,3:39.0,Denver full timeout,,79,83
3,3:39.0,M. Morris enters the game for W. Barton,,79,83
3,3:30.0,M. Beasley misses 3-pt jump shot from 25 ft,,79,83
3,3:30.0,,Defensive rebound by D. Šarić,79,83
3,3:22.0,Violation by Team (kicked ball),,79,83
3,3:17.0,,K. Towns makes 2-pt jump shot from 19 ft (assist by D. Rose),79,85
3,3:00.0,T. Craig misses 3-pt jump shot from 25 ft,,79,85
3,2:58.0,,Defensive rebound by L. Deng,79,85
3,2:46.0,,K. Towns misses 2-pt jump shot from 1 ft,79,85
3,2:43.0,Defensive rebound by T. Lyles,,79,85
3,2:37.0,Shooting foul by L. Deng (drawn by M. Morris),,79,85
3,2:37.0,M. Morris makes free throw 1 of 2,,80,85
3,2:37.0,M. Morris makes free throw 2 of 2,,81,85
3,2:21.0,,D. Šarić misses 2-pt jump shot from 11 ft (block by M. Plumlee),81,85
3,2:21.0,,Offensive rebound by Team,81,85
3,2:21.0,J. Hernangómez enters the game for M. Beasley,,81,85
3,2:13.0,,L. Deng misses 2-pt layup at rim,81,85
3,2:11.0,,Offensive rebound by L. Deng,81,85
3,2:11.0,,L. Deng misses 2-pt layup from 1 ft,81,85
3,2:09.0,Defensive rebound by J. Hernangómez,,81,85
3,2:02.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by M. Morris),,84,85
3,1:47.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by K. Towns),84,88
3,1:30.0,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by M. Morris),,87,88
3,1:12.0,,A. Wiggins misses 2-pt jump shot from 17 ft,87,88
3,1:09.0,Defensive rebound by T. Lyles,,87,88
3,0:59.0,M. Morris misses 2-pt jump shot from 11 ft,,87,88
3,0:58.0,,Defensive rebound by A. Wiggins,87,88
3,0:49.0,,A. Wiggins misses 2-pt layup from 4 ft,87,88
3,0:46.0,Defensive rebound by M. Plumlee,,87,88
3,0:45.0,T. Lyles makes 2-pt dunk at rim (assist by M. Plumlee),,89,88
3,0:24.0,,Turnover by D. Šarić (back court),89,88
3,0:24.0,,I. Canaan enters the game for K. Towns,89,88
3,0:24.0,,G. Dieng enters the game for A. Wiggins,89,88
3,0:00.0,J. Hernangómez misses 2-pt jump shot from 20 ft (block by L. Deng),,89,88
3,0:00.0,Offensive rebound by Team,,89,88
4,11:46.0,,D. Rose misses 3-pt jump shot from 25 ft,89,88
4,11:42.0,Defensive rebound by M. Morris,,89,88
4,11:30.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,89,88
4,11:27.0,,Defensive rebound by I. Canaan,89,88
4,11:22.0,,D. Šarić misses 3-pt jump shot from 25 ft,89,88
4,11:19.0,Defensive rebound by T. Lyles,,89,88
4,11:07.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),,91,88
4,10:54.0,,I. Canaan misses 3-pt jump shot from 23 ft,91,88
4,10:51.0,Defensive rebound by T. Craig,,91,88
4,10:38.0,M. Plumlee misses 2-pt dunk from 1 ft,,91,88
4,10:38.0,,Defensive rebound by G. Dieng,91,88
4,10:33.0,,D. Rose makes 2-pt layup from 1 ft (assist by G. Dieng),91,90
4,10:13.0,T. Lyles misses 2-pt jump shot from 7 ft,,91,90
4,10:13.0,,Defensive rebound by D. Rose,91,90
4,9:59.0,,I. Canaan misses 3-pt jump shot from 23 ft,91,90
4,9:56.0,Defensive rebound by T. Lyles,,91,90
4,9:43.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by M. Plumlee),,93,90
4,9:41.0,,Minnesota full timeout,93,90
4,9:41.0,,J. Bayless enters the game for D. Rose,93,90
4,9:28.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by J. Bayless),93,92
4,9:08.0,M. Morris misses 2-pt jump shot from 11 ft,,93,92
4,9:06.0,Offensive rebound by M. Morris,,93,92
4,8:54.0,T. Craig misses 2-pt jump shot from 14 ft,,93,92
4,8:51.0,,Defensive rebound by G. Dieng,93,92
4,8:43.0,,I. Canaan misses 3-pt jump shot from 23 ft,93,92
4,8:39.0,Defensive rebound by T. Lyles,,93,92
4,8:24.0,M. Plumlee makes 2-pt jump shot from 4 ft (assist by M. Morris),,95,92
4,8:05.0,,G. Dieng misses 3-pt jump shot from 23 ft,95,92
4,8:03.0,,Offensive rebound by Team,95,92
4,8:03.0,Loose ball foul by T. Craig (drawn by G. Dieng),,95,92
4,8:03.0,,J. Okogie enters the game for I. Canaan,95,92
4,7:49.0,,Turnover by Team (shot clock),95,92
4,7:32.0,M. Plumlee misses 2-pt layup from 2 ft,,95,92
4,7:30.0,,Defensive rebound by D. Šarić,95,92
4,7:28.0,,Turnover by J. Bayless (bad pass),95,92
4,7:28.0,,K. Towns enters the game for G. Dieng,95,92
4,7:14.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by T. Craig),,98,92
4,6:58.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by K. Towns),98,95
4,6:34.0,M. Morris misses 2-pt jump shot from 7 ft,,98,95
4,6:30.0,,Defensive rebound by K. Towns,98,95
4,6:24.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by A. Tolliver),98,98
4,6:24.0,Denver full timeout,,98,98
4,6:24.0,W. Barton enters the game for J. Hernangómez,,98,98
4,6:24.0,N. Jokić enters the game for M. Plumlee,,98,98
4,6:14.0,T. Lyles misses 3-pt jump shot from 26 ft,,98,98
4,6:11.0,,Defensive rebound by K. Towns,98,98
4,5:55.0,,J. Bayless misses 3-pt jump shot from 22 ft (block by T. Craig),98,98
4,5:55.0,,Offensive rebound by Team,98,98
4,5:49.0,,J. Okogie misses 3-pt jump shot from 26 ft,98,98
4,5:45.0,Defensive rebound by W. Barton,,98,98
4,5:31.0,W. Barton misses 3-pt jump shot from 25 ft,,98,98
4,5:27.0,Offensive rebound by N. Jokić,,98,98
4,5:19.0,T. Craig makes 2-pt layup from 2 ft (assist by N. Jokić),,100,98
4,5:19.0,,Minnesota full timeout,100,98
4,5:19.0,M. Plumlee enters the game for T. Lyles,,100,98
4,5:19.0,,L. Deng enters the game for J. Okogie,100,98
4,5:19.0,,T. Gibson enters the game for D. Šarić,100,98
4,5:19.0,,A. Wiggins enters the game for A. Tolliver,100,98
4,4:59.0,,K. Towns misses 2-pt hook shot from 7 ft,100,98
4,4:54.0,Defensive rebound by M. Plumlee,,100,98
4,4:35.0,M. Morris makes 2-pt jump shot from 7 ft,,102,98
4,4:16.0,,K. Towns misses 3-pt jump shot from 26 ft,102,98
4,4:11.0,Defensive rebound by T. Craig,,102,98
4,4:11.0,Personal foul by A. Wiggins (drawn by T. Craig),,102,98
4,4:02.0,Personal foul by T. Gibson (drawn by N. Jokić),,102,98
4,3:52.0,W. Barton misses 3-pt jump shot from 23 ft,,102,98
4,3:48.0,,Defensive rebound by J. Bayless,102,98
4,3:33.0,,J. Bayless misses 2-pt layup from 1 ft,102,98
4,3:32.0,Defensive rebound by M. Plumlee,,102,98
4,3:26.0,Denver full timeout,,102,98
4,3:10.0,N. Jokić misses 3-pt jump shot from 26 ft,,102,98
4,3:08.0,Offensive rebound by N. Jokić,,102,98
4,3:05.0,Turnover by N. Jokić (bad pass),,102,98
4,2:54.0,,Shooting foul by M. Plumlee (drawn by K. Towns),102,98
4,2:54.0,,K. Towns misses free throw 1 of 2,102,98
4,2:54.0,,Offensive rebound by Team,102,98
4,2:54.0,M. Beasley enters the game for T. Craig,,102,98
4,2:54.0,,K. Towns makes free throw 2 of 2,102,99
4,2:41.0,Turnover by N. Jokić (lost ball; steal by T. Gibson),,102,99
4,2:41.0,,Minnesota full timeout,102,99
4,2:25.0,,K. Towns makes 2-pt layup from 3 ft (assist by J. Bayless),102,101
4,2:05.0,W. Barton makes 3-pt jump shot from 24 ft (assist by M. Morris),,105,101
4,1:48.0,,J. Bayless makes 3-pt jump shot from 26 ft (assist by K. Towns),105,104
4,1:27.0,N. Jokić misses 2-pt layup from 1 ft,,105,104
4,1:24.0,,Defensive rebound by A. Wiggins,105,104
