QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
1,3:01.0,N. Mirotić makes free throw 2 of 2,,15,22
1,2:38.0,,I. Rabb misses 2-pt layup from 3 ft,15,22
1,2:35.0,Defensive rebound by J. Randle,,15,22
1,2:30.0,T. Frazier makes 2-pt jump shot from 12 ft,,17,22
1,2:13.0,,J. Green misses 2-pt jump shot from 19 ft,17,22
1,2:10.0,Defensive rebound by F. Jackson,,17,22
1,2:00.0,Personal foul by J. Green (drawn by J. Randle),,17,22
1,2:00.0,New Orleans full timeout,,17,22
1,2:00.0,,M. Conley enters the game for J. Green,17,22
1,2:00.0,,Y. Watanabe enters the game for G. Temple,17,22
1,2:00.0,J. Randle makes free throw 1 of 2,,18,22
1,2:00.0,J. Randle makes free throw 2 of 2,,19,22
1,1:49.0,,Personal foul by F. Jackson (drawn by M. Conley),19,22
1,1:44.0,,Shooting foul by F. Jackson (drawn by M. Conley),19,22
1,1:44.0,,M. Conley misses free throw 1 of 2,19,22
1,1:44.0,,Offensive rebound by Team,19,22
1,1:44.0,,M. Conley makes free throw 2 of 2,19,23
1,1:30.0,Offensive foul by J. Randle (drawn by S. Mack),,19,23
1,1:30.0,Turnover by J. Randle (offensive foul),,19,23
1,1:14.0,,I. Rabb makes 2-pt hook shot from 5 ft (assist by S. Mack),19,25
1,1:05.0,Turnover by J. Randle (bad pass),,19,25
1,0:53.0,,I. Rabb misses 2-pt layup from 3 ft,19,25
1,0:50.0,Defensive rebound by J. Randle,,19,25
1,0:45.0,Shooting foul by Y. Watanabe (drawn by N. Mirotić),,19,25
1,0:45.0,N. Mirotić makes free throw 1 of 2,,20,25
1,0:45.0,N. Mirotić makes free throw 2 of 2,,21,25
1,0:34.0,,S. Mack misses 3-pt jump shot from 25 ft,21,25
1,0:28.0,Defensive rebound by J. Randle,,21,25
1,0:23.0,N. Mirotić misses 3-pt jump shot from 24 ft,,21,25
1,0:19.0,Offensive rebound by J. Randle,,21,25
1,0:14.0,T. Frazier misses 2-pt layup from 4 ft,,21,25
1,0:14.0,,Defensive rebound by I. Rabb,21,25
1,0:00.0,,M. Conley makes 3-pt jump shot from 26 ft,21,28
2,11:48.0,J. Randle makes 2-pt dunk from 1 ft (assist by J. Holiday),,23,28
2,11:48.0,Shooting foul by Y. Watanabe (drawn by J. Randle),,23,28
2,11:48.0,J. Randle makes free throw 1 of 1,,24,28
2,11:31.0,,Y. Watanabe misses 3-pt jump shot from 23 ft,24,28
2,11:28.0,Defensive rebound by J. Randle,,24,28
2,11:24.0,Offensive foul by J. Randle (drawn by S. Mack),,24,28
2,11:24.0,Turnover by J. Randle (offensive foul),,24,28
2,11:15.0,,Shooting foul by N. Mirotić (drawn by I. Rabb),24,28
2,11:15.0,,I. Rabb misses free throw 1 of 2,24,28
2,11:15.0,,Offensive rebound by Team,24,28
2,11:15.0,J. Okafor enters the game for J. Randle,,24,28
2,11:15.0,,I. Rabb makes free throw 2 of 2,24,29
2,11:04.0,J. Okafor makes 2-pt hook shot from 6 ft,,26,29
2,10:49.0,,I. Rabb makes 2-pt jump shot from 8 ft (assist by S. Mack),26,31
2,10:37.0,J. Holiday misses 3-pt jump shot from 25 ft,,26,31
2,10:33.0,,Defensive rebound by I. Rabb,26,31
2,10:18.0,,S. Mack makes 2-pt layup from 2 ft,26,33
2,9:58.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Holiday),,29,33
2,9:43.0,,I. Rabb misses 2-pt jump shot from 6 ft,29,33
2,9:41.0,Defensive rebound by T. Frazier,,29,33
2,9:36.0,Shooting foul by I. Rabb (drawn by J. Holiday),,29,33
2,9:36.0,J. Holiday makes free throw 1 of 2,,30,33
2,9:36.0,,M. Gasol enters the game for J. Carter,30,33
2,9:36.0,,J. Holiday enters the game for S. Mack,30,33
2,9:36.0,,J. Jackson enters the game for I. Rabb,30,33
2,9:36.0,,G. Temple enters the game for Y. Watanabe,30,33
2,9:36.0,J. Holiday makes free throw 2 of 2,,31,33
2,9:13.0,,J. Jackson misses 2-pt layup from 2 ft (block by T. Frazier),31,33
2,9:12.0,,Offensive rebound by M. Conley,31,33
2,9:12.0,,Turnover by Team (shot clock),31,33
2,8:53.0,N. Mirotić misses 3-pt jump shot from 26 ft,,31,33
2,8:52.0,Offensive rebound by Team,,31,33
2,8:52.0,,Loose ball foul by M. Conley (drawn by T. Frazier),31,33
2,8:38.0,Turnover by D. Miller (lost ball; steal by M. Conley),,31,33
2,8:26.0,,M. Gasol misses 2-pt hook shot from 6 ft (block by D. Miller),31,33
2,8:26.0,,Offensive rebound by Team,31,33
2,8:26.0,E. Payton enters the game for T. Frazier,,31,33
2,8:19.0,,M. Gasol misses 2-pt layup from 3 ft (block by J. Okafor),31,33
2,8:17.0,Defensive rebound by J. Okafor,,31,33
2,8:10.0,J. Holiday makes 2-pt layup from 2 ft,,33,33
2,7:48.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),33,36
2,7:35.0,N. Mirotić makes 2-pt jump shot from 21 ft,,35,36
2,7:23.0,,M. Conley makes 2-pt jump shot from 14 ft,35,38
2,7:07.0,Turnover by E. Payton (bad pass; steal by J. Holiday),,35,38
2,7:03.0,,G. Temple makes 2-pt dunk from 1 ft (assist by M. Conley),35,40
2,6:53.0,D. Miller misses 3-pt jump shot from 26 ft,,35,40
2,6:47.0,,Defensive rebound by G. Temple,35,40
2,6:44.0,,J. Jackson misses 2-pt hook shot from 2 ft (block by N. Mirotić),35,40
2,6:41.0,,Offensive rebound by J. Jackson,35,40
2,6:41.0,,J. Jackson makes 2-pt dunk at rim,35,42
2,6:35.0,New Orleans full timeout,,35,42
2,6:35.0,E. Moore enters the game for D. Miller,,35,42
2,6:35.0,,S. Mack enters the game for M. Conley,35,42
2,6:23.0,N. Mirotić misses 3-pt jump shot from 25 ft,,35,42
2,6:19.0,,Defensive rebound by M. Gasol,35,42
2,6:01.0,,J. Jackson misses 2-pt hook shot from 7 ft,35,42
2,5:58.0,Defensive rebound by J. Okafor,,35,42
2,5:42.0,E. Moore misses 2-pt jump shot from 16 ft,,35,42
2,5:40.0,,Defensive rebound by Team,35,42
2,5:29.0,,M. Gasol misses 2-pt jump shot from 8 ft,35,42
2,5:26.0,Defensive rebound by J. Okafor,,35,42
2,5:19.0,E. Payton makes 2-pt jump shot from 6 ft,,37,42
2,5:04.0,,M. Gasol makes 2-pt hook shot from 4 ft (assist by G. Temple),37,44
2,4:53.0,E. Payton misses 2-pt jump shot from 7 ft,,37,44
2,4:50.0,Offensive rebound by J. Okafor,,37,44
2,4:49.0,J. Okafor makes 2-pt layup from 1 ft,,39,44
2,4:34.0,,Turnover by S. Mack (bad pass; steal by E. Payton),39,44
2,4:11.0,E. Moore makes 2-pt jump shot from 18 ft,,41,44
2,3:46.0,,J. Jackson misses 2-pt hook shot from 6 ft,41,44
2,3:43.0,Defensive rebound by N. Mirotić,,41,44
2,3:38.0,Personal foul by G. Temple (drawn by N. Mirotić),,41,44
2,3:38.0,J. Randle enters the game for N. Mirotić,,41,44
2,3:38.0,,M. Conley enters the game for J. Jackson,41,44
2,3:38.0,,J. Green enters the game for S. Mack,41,44
2,3:26.0,J. Holiday makes 2-pt jump shot from 8 ft,,43,44
2,3:06.0,,M. Gasol makes 2-pt jump shot from 9 ft,43,46
2,2:55.0,J. Okafor makes 2-pt dunk from 1 ft (assist by J. Randle),,45,46
2,2:44.0,,M. Conley makes 2-pt layup from 3 ft,45,48
2,2:29.0,J. Okafor makes 2-pt jump shot from 8 ft,,47,48
2,2:29.0,Shooting foul by M. Gasol (drawn by J. Okafor),,47,48
2,2:29.0,,Memphis full timeout,47,48
2,2:29.0,,I. Rabb enters the game for M. Gasol,47,48
2,2:29.0,J. Okafor makes free throw 1 of 1,,48,48
2,2:07.0,,J. Holiday makes 2-pt jump shot from 11 ft (assist by M. Conley),48,50
2,1:48.0,J. Holiday makes 2-pt jump shot from 15 ft,,50,50
2,1:37.0,,J. Holiday misses 3-pt jump shot from 25 ft,50,50
2,1:35.0,Defensive rebound by J. Holiday,,50,50
2,1:15.0,J. Holiday makes 2-pt jump shot from 14 ft,,52,50
2,1:12.0,Violation by Team (delay of game),,52,50
2,0:54.0,,J. Green misses 3-pt jump shot from 23 ft,52,50
2,0:51.0,Defensive rebound by J. Okafor,,52,50
2,0:47.0,Shooting foul by J. Green (drawn by J. Randle),,52,50
2,0:47.0,J. Randle misses free throw 1 of 2,,52,50
2,0:47.0,Offensive rebound by Team,,52,50
2,0:47.0,,S. Mack enters the game for J. Holiday,52,50
2,0:47.0,J. Randle misses free throw 2 of 2,,52,50
2,0:45.0,,Defensive rebound by G. Temple,52,50
2,0:31.0,,J. Green misses 3-pt jump shot from 25 ft,52,50
2,0:28.0,Defensive rebound by J. Holiday,,52,50
2,0:11.0,J. Okafor makes 2-pt jump shot from 7 ft,,54,50
2,0:02.0,,M. Conley misses 3-pt jump shot from 26 ft,54,50
2,0:02.0,Defensive rebound by J. Holiday,,54,50
3,11:42.0,Turnover by E. Payton (lost ball),,54,50
3,11:42.0,Loose ball foul by E. Payton (drawn by G. Temple),,54,50
3,11:30.0,,J. Jackson makes 2-pt layup from 5 ft (assist by M. Gasol),54,52
3,11:13.0,E. Payton misses 2-pt layup from 8 ft,,54,52
3,11:10.0,,Defensive rebound by J. Holiday,54,52
3,10:55.0,,M. Gasol misses 2-pt hook shot from 9 ft,54,52
3,10:53.0,Defensive rebound by J. Randle,,54,52
3,10:44.0,Turnover by J. Holiday (bad pass),,54,52
3,10:26.0,,J. Holiday misses 3-pt jump shot from 25 ft,54,52
3,10:22.0,Defensive rebound by J. Randle,,54,52
3,10:12.0,J. Holiday misses 2-pt layup from 2 ft,,54,52
3,10:09.0,,Defensive rebound by M. Conley,54,52
3,9:56.0,,J. Jackson makes 2-pt hook shot from 7 ft,54,54
3,9:37.0,J. Holiday makes 2-pt jump shot from 9 ft,,56,54
3,9:28.0,,M. Gasol misses 3-pt jump shot from 25 ft,56,54
3,9:23.0,Defensive rebound by J. Holiday,,56,54
3,9:17.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by E. Moore),,59,54
3,8:58.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),59,56
3,8:58.0,,Shooting foul by J. Okafor (drawn by M. Gasol),59,56
3,8:58.0,,M. Gasol makes free throw 1 of 1,59,57
3,8:41.0,Turnover by J. Randle (lost ball; steal by M. Gasol),,59,57
3,8:35.0,,J. Holiday makes 3-pt jump shot from 25 ft,59,60
3,8:35.0,New Orleans full timeout,,59,60
3,8:20.0,J. Okafor makes 2-pt dunk at rim (assist by J. Holiday),,61,60
3,8:02.0,,M. Gasol misses 2-pt jump shot from 18 ft,61,60
3,7:58.0,Defensive rebound by E. Payton,,61,60
3,7:52.0,J. Randle misses 2-pt layup from 4 ft (block by J. Jackson),,61,60
3,7:52.0,Offensive rebound by Team,,61,60
3,7:45.0,J. Randle makes 2-pt jump shot from 20 ft (assist by E. Payton),,63,60
3,7:29.0,,M. Conley misses 3-pt jump shot from 27 ft,63,60
3,7:29.0,Defensive rebound by J. Randle,,63,60
3,7:25.0,Offensive foul by J. Randle (drawn by M. Conley),,63,60
3,7:25.0,Turnover by J. Randle (offensive foul),,63,60
3,7:25.0,N. Mirotić enters the game for J. Randle,,63,60
3,7:03.0,,G. Temple misses 2-pt layup from 3 ft,63,60
3,7:01.0,Defensive rebound by E. Moore,,63,60
3,6:59.0,N. Mirotić misses 3-pt jump shot from 25 ft,,63,60
3,6:54.0,Offensive rebound by J. Holiday,,63,60
3,6:52.0,Turnover by J. Holiday (bad pass; steal by J. Holiday),,63,60
3,6:44.0,,Turnover by G. Temple (bad pass; steal by J. Holiday),63,60
3,6:43.0,Turnover by J. Holiday (lost ball; steal by M. Conley),,63,60
3,6:36.0,,J. Jackson misses 2-pt jump shot from 8 ft,63,60
3,6:33.0,,Offensive rebound by M. Gasol,63,60
3,6:31.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by M. Gasol),63,63
3,6:17.0,E. Moore misses 2-pt layup from 2 ft,,63,63
3,6:12.0,Offensive rebound by J. Okafor,,63,63
3,6:12.0,J. Okafor makes 2-pt dunk at rim,,65,63
3,6:02.0,,J. Holiday misses 3-pt jump shot from 24 ft,65,63
3,5:58.0,Defensive rebound by J. Holiday,,65,63
3,5:50.0,Turnover by N. Mirotić (bad pass; steal by G. Temple),,65,63
3,5:46.0,,Turnover by G. Temple (bad pass; steal by J. Holiday),65,63
3,5:41.0,N. Mirotić misses 3-pt jump shot from 25 ft,,65,63
3,5:37.0,Offensive rebound by E. Payton,,65,63
3,5:27.0,J. Okafor makes 2-pt jump shot from 9 ft,,67,63
3,5:25.0,,Memphis full timeout,67,63
3,5:25.0,D. Miller enters the game for E. Moore,,67,63
3,5:25.0,,S. Mack enters the game for M. Conley,67,63
3,5:13.0,,Shooting foul by E. Payton (drawn by J. Jackson),67,63
3,5:13.0,,J. Jackson makes free throw 1 of 2,67,64
3,5:13.0,F. Jackson enters the game for J. Holiday,,67,64
3,5:13.0,,J. Jackson makes free throw 2 of 2,67,65
3,4:59.0,N. Mirotić misses 2-pt jump shot from 22 ft,,67,65
3,4:54.0,,Defensive rebound by S. Mack,67,65
3,4:50.0,,Turnover by S. Mack (bad pass; steal by E. Payton),67,65
3,4:45.0,E. Payton makes 2-pt layup from 4 ft,,69,65
3,4:27.0,,Turnover by M. Gasol (out of bounds lost ball),69,65
3,4:27.0,,J. Green enters the game for J. Jackson,69,65
3,4:13.0,F. Jackson makes 3-pt jump shot from 22 ft (assist by N. Mirotić),,72,65
3,3:54.0,,G. Temple misses 3-pt jump shot from 24 ft,72,65
3,3:51.0,,Offensive rebound by M. Gasol,72,65
3,3:48.0,,Shooting foul by N. Mirotić (drawn by M. Gasol),72,65
3,3:48.0,,M. Gasol misses free throw 1 of 2,72,65
3,3:48.0,,Offensive rebound by Team,72,65
3,3:48.0,J. Randle enters the game for J. Okafor,,72,65
3,3:48.0,,J. Carter enters the game for G. Temple,72,65
3,3:48.0,,M. Gasol makes free throw 2 of 2,72,66
3,3:32.0,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),,74,66
3,3:17.0,,J. Green misses 2-pt jump shot from 18 ft,74,66
3,3:12.0,Defensive rebound by N. Mirotić,,74,66
3,3:04.0,F. Jackson misses 2-pt jump shot from 5 ft,,74,66
3,3:01.0,Offensive rebound by Team,,74,66
3,2:52.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by E. Payton),,77,66
3,2:22.0,,S. Mack misses 2-pt jump shot from 13 ft,77,66
3,2:19.0,Defensive rebound by J. Randle,,77,66
3,2:11.0,Turnover by D. Miller (bad pass; steal by J. Holiday),,77,66
3,2:02.0,,Turnover by S. Mack (bad pass),77,66
3,2:02.0,,M. Conley enters the game for M. Gasol,77,66
3,2:02.0,,J. Jackson enters the game for S. Mack,77,66
3,1:45.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Randle),,80,66
3,1:29.0,,J. Jackson misses 2-pt hook shot from 6 ft,80,66
3,1:24.0,,Offensive rebound by J. Green,80,66
3,1:24.0,,J. Green makes 2-pt layup from 1 ft,80,68
3,1:11.0,Shooting foul by J. Carter (drawn by E. Payton),,80,68
3,1:11.0,E. Payton makes free throw 1 of 2,,81,68
3,1:11.0,E. Payton makes free throw 2 of 2,,82,68
3,0:57.0,,J. Green misses 3-pt jump shot from 22 ft,82,68
3,0:55.0,Defensive rebound by N. Mirotić,,82,68
3,0:46.0,E. Payton misses 2-pt jump shot from 8 ft,,82,68
3,0:43.0,,Defensive rebound by J. Green,82,68
3,0:34.0,,J. Green misses 2-pt layup from 3 ft (block by D. Miller),82,68
3,0:31.0,Defensive rebound by F. Jackson,,82,68
3,0:29.0,Offensive foul by J. Randle (drawn by M. Conley),,82,68
3,0:29.0,Turnover by J. Randle (offensive foul),,82,68
3,0:29.0,J. Okafor enters the game for J. Randle,,82,68
3,0:05.0,,J. Green misses 2-pt hook shot from 6 ft,82,68
3,0:02.0,Defensive rebound by J. Okafor,,82,68
4,11:45.0,,J. Green misses 2-pt layup from 4 ft (block by N. Mirotić),82,68
4,11:41.0,Defensive rebound by F. Jackson,,82,68
4,11:31.0,Shooting foul by J. Green (drawn by J. Okafor),,82,68
4,11:31.0,J. Okafor misses free throw 1 of 2,,82,68
4,11:31.0,Offensive rebound by Team,,82,68
4,11:31.0,J. Okafor makes free throw 2 of 2,,83,68
4,11:14.0,,J. Jackson makes 2-pt hook shot from 6 ft,83,70
4,10:49.0,J. Okafor misses 2-pt hook shot from 6 ft,,83,70
4,10:47.0,,Defensive rebound by G. Temple,83,70
4,10:38.0,,M. Conley misses 3-pt jump shot from 25 ft,83,70
4,10:34.0,Defensive rebound by D. Miller,,83,70
4,10:28.0,Personal foul by J. Green (drawn by N. Mirotić),,83,70
4,10:21.0,N. Mirotić misses 2-pt jump shot from 17 ft,,83,70
4,10:18.0,,Defensive rebound by J. Green,83,70
4,10:10.0,,J. Jackson misses 2-pt hook shot from 9 ft,83,70
4,10:06.0,Defensive rebound by J. Holiday,,83,70
4,10:03.0,Shooting foul by J. Green (drawn by J. Holiday),,83,70
4,10:03.0,,M. Gasol enters the game for J. Green,83,70
4,10:03.0,J. Holiday misses free throw 1 of 2,,83,70
4,10:03.0,Offensive rebound by Team,,83,70
4,10:03.0,J. Holiday misses free throw 2 of 2,,83,70
4,10:01.0,,Defensive rebound by M. Gasol,83,70
4,9:50.0,,G. Temple misses 2-pt layup from 3 ft,83,70
4,9:47.0,Defensive rebound by F. Jackson,,83,70
4,9:29.0,J. Holiday makes 2-pt layup from 3 ft,,85,70
4,9:17.0,,Turnover by J. Jackson (lost ball; steal by J. Okafor),85,70
4,9:12.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),,88,70
4,9:12.0,,Memphis full timeout,88,70
4,9:12.0,,J. Holiday enters the game for J. Carter,88,70
4,9:05.0,,M. Conley misses 3-pt jump shot from 26 ft,88,70
4,9:01.0,Defensive rebound by N. Mirotić,,88,70
4,8:48.0,J. Holiday makes 2-pt jump shot from 9 ft,,90,70
4,8:33.0,,M. Gasol misses 2-pt layup from 2 ft (block by J. Okafor),90,70
4,8:32.0,,Offensive rebound by M. Conley,90,70
4,8:32.0,,Personal foul by F. Jackson (drawn by M. Conley),90,70
4,8:18.0,,M. Conley misses 3-pt jump shot from 26 ft,90,70
4,8:15.0,Defensive rebound by J. Okafor,,90,70
4,8:04.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Holiday),,93,70
4,7:48.0,,Shooting foul by N. Mirotić (drawn by M. Gasol),93,70
4,7:48.0,,M. Gasol misses free throw 1 of 2,93,70
4,7:48.0,,Offensive rebound by Team,93,70
4,7:48.0,,M. Gasol makes free throw 2 of 2,93,71
4,7:36.0,Turnover by N. Mirotić (step out of bounds),,93,71
4,7:29.0,Violation by Team (kicked ball),,93,71
4,7:22.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Gasol),93,74
4,7:01.0,J. Holiday misses 2-pt jump shot from 16 ft,,93,74
4,6:57.0,,Defensive rebound by G. Temple,93,74
4,6:48.0,,M. Gasol misses 2-pt jump shot from 13 ft,93,74
4,6:43.0,Defensive rebound by J. Holiday,,93,74
4,6:35.0,D. Miller misses 3-pt jump shot from 26 ft,,93,74
4,6:32.0,,Defensive rebound by M. Gasol,93,74
4,6:19.0,,M. Gasol makes 2-pt layup from 2 ft (assist by J. Jackson),93,76
4,6:05.0,Turnover by J. Holiday (bad pass; steal by M. Conley),,93,76
4,6:05.0,,Personal take foul by N. Mirotić (drawn by M. Conley),93,76
4,6:05.0,J. Randle enters the game for J. Okafor,,93,76
4,5:53.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Conley),93,78
4,5:38.0,J. Randle makes 2-pt jump shot from 13 ft (assist by F. Jackson),,95,78
4,5:26.0,Violation by Team (kicked ball),,95,78
4,5:14.0,,M. Conley misses 3-pt jump shot from 26 ft,95,78
4,5:10.0,,Offensive rebound by J. Jackson,95,78
4,5:05.0,,M. Gasol misses 3-pt jump shot from 24 ft,95,78
4,5:02.0,,Offensive rebound by G. Temple,95,78
4,4:59.0,,J. Jackson misses 3-pt jump shot from 25 ft,95,78
4,4:54.0,Defensive rebound by J. Randle,,95,78
4,4:51.0,New Orleans full timeout,,95,78
4,4:51.0,J. Okafor enters the game for F. Jackson,,95,78
4,4:51.0,E. Payton enters the game for N. Mirotić,,95,78
4,4:37.0,J. Randle misses 2-pt jump shot from 19 ft,,95,78
4,4:33.0,,Defensive rebound by G. Temple,95,78
4,4:17.0,,M. Conley makes 2-pt layup from 2 ft (assist by M. Gasol),95,80
4,4:17.0,,Shooting foul by J. Okafor (drawn by M. Conley),95,80
4,4:17.0,N. Mirotić enters the game for J. Okafor,,95,80
4,4:17.0,,M. Conley makes free throw 1 of 1,95,81
4,4:01.0,N. Mirotić misses 3-pt jump shot from 25 ft,,95,81
4,3:58.0,,Defensive rebound by M. Gasol,95,81
4,3:52.0,,G. Temple misses 3-pt jump shot from 22 ft,95,81
4,3:48.0,Defensive rebound by J. Randle,,95,81
4,3:40.0,N. Mirotić misses 3-pt jump shot from 27 ft,,95,81
4,3:36.0,,Defensive rebound by G. Temple,95,81
4,3:34.0,,Personal foul by N. Mirotić (drawn by J. Jackson),95,81
4,3:34.0,New Orleans full timeout,,95,81
4,3:34.0,,Memphis full timeout,95,81
4,3:34.0,,J. Jackson misses free throw 1 of 2,95,81
4,3:34.0,,Offensive rebound by Team,95,81
4,3:34.0,,J. Jackson misses free throw 2 of 2,95,81
4,3:32.0,Defensive rebound by N. Mirotić,,95,81
4,3:21.0,Shooting foul by M. Gasol (drawn by J. Holiday),,95,81
4,3:21.0,J. Holiday misses free throw 1 of 2,,95,81
4,3:21.0,Offensive rebound by Team,,95,81
4,3:21.0,J. Holiday misses free throw 2 of 2,,95,81
4,3:19.0,,Defensive rebound by M. Gasol,95,81
4,3:08.0,,M. Gasol makes 2-pt layup from 2 ft (assist by G. Temple),95,83
4,2:51.0,J. Holiday misses 2-pt layup from 4 ft,,95,83
4,2:49.0,Offensive rebound by J. Holiday,,95,83
4,2:39.0,E. Payton makes 3-pt jump shot from 22 ft (assist by J. Randle),,98,83
4,2:25.0,,G. Temple misses 3-pt jump shot from 22 ft,98,83
4,2:22.0,Defensive rebound by N. Mirotić,,98,83
4,2:06.0,J. Randle makes 2-pt jump shot from 6 ft (assist by J. Holiday),,100,83
