QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
4,9:01.0,Personal take foul by S. Curry (drawn by T. Johnson),,82,109
4,9:01.0,,M. Leonard enters the game for E. Freedom,82,109
4,8:48.0,D. Ayton misses 2-pt jump shot from 16 ft,,82,109
4,8:46.0,Offensive rebound by M. Bridges,,82,109
4,8:43.0,Turnover by M. Bridges (bad pass; steal by S. Curry),,82,109
4,8:37.0,,Turnover by S. Curry (bad pass),82,109
4,8:34.0,K. Oubre makes 2-pt dunk from 1 ft (assist by T. Johnson),,84,109
4,8:34.0,Shooting foul by J. Layman (drawn by K. Oubre),,84,109
4,8:34.0,K. Oubre makes free throw 1 of 1,,85,109
4,8:20.0,,M. Leonard misses 2-pt jump shot from 7 ft,85,109
4,8:17.0,Defensive rebound by T. Johnson,,85,109
4,8:11.0,D. Booker misses 2-pt dunk from 1 ft,,85,109
4,8:09.0,Offensive rebound by T. Johnson,,85,109
4,7:57.0,D. Ayton makes 2-pt jump shot from 5 ft,,87,109
4,7:40.0,,C. McCollum makes 2-pt layup from 2 ft,87,111
4,7:29.0,T. Johnson makes 2-pt layup from 1 ft,,89,111
4,7:29.0,,Portland full timeout,89,111
4,7:29.0,J. Crawford enters the game for D. Booker,,89,111
4,7:29.0,T. Daniels enters the game for T. Johnson,,89,111
4,7:19.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by M. Leonard),89,114
4,7:01.0,Personal foul by J. Layman (drawn by K. Oubre),,89,114
4,7:01.0,K. Oubre makes free throw 1 of 2,,90,114
4,7:01.0,K. Oubre makes free throw 2 of 2,,91,114
4,6:46.0,,Turnover by Z. Collins (bad pass; steal by T. Daniels),91,114
4,6:41.0,M. Bridges makes 2-pt layup from 1 ft (assist by J. Crawford),,93,114
4,6:30.0,Violation by Team (kicked ball),,93,114
4,6:23.0,,S. Curry makes 2-pt jump shot from 9 ft,93,116
4,6:04.0,M. Bridges makes 2-pt jump shot from 4 ft (assist by T. Daniels),,95,116
4,5:43.0,,Z. Collins misses 2-pt jump shot from 3 ft (block by M. Bridges),95,116
4,5:41.0,Defensive rebound by M. Bridges,,95,116
4,5:33.0,M. Bridges misses 3-pt jump shot from 24 ft,,95,116
4,5:30.0,,Defensive rebound by Z. Collins,95,116
4,5:25.0,,Offensive foul by Z. Collins (drawn by T. Daniels),95,116
4,5:25.0,,Turnover by Z. Collins (offensive foul),95,116
4,5:25.0,R. Holmes enters the game for D. Ayton,,95,116
4,5:25.0,,A. Simons enters the game for C. McCollum,95,116
4,5:11.0,K. Oubre makes 2-pt jump shot from 14 ft,,97,116
4,4:58.0,,S. Curry misses 2-pt jump shot from 19 ft,97,116
4,4:56.0,Defensive rebound by M. Bridges,,97,116
4,4:49.0,Shooting foul by M. Leonard (drawn by M. Bridges),,97,116
4,4:49.0,M. Bridges makes free throw 1 of 2,,98,116
4,4:49.0,D. Melton enters the game for K. Oubre,,98,116
4,4:49.0,M. Bridges makes free throw 2 of 2,,99,116
4,4:33.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by J. Layman),99,119
4,4:24.0,Shooting foul by Z. Collins (drawn by M. Bridges),,99,119
4,4:24.0,M. Bridges misses free throw 1 of 2,,99,119
4,4:24.0,Offensive rebound by Team,,99,119
4,4:24.0,,S. Labissière enters the game for Z. Collins,99,119
4,4:24.0,M. Bridges makes free throw 2 of 2,,100,119
4,4:13.0,,A. Simons misses 3-pt jump shot from 25 ft,100,119
4,4:11.0,,Offensive rebound by J. Layman,100,119
4,4:10.0,,J. Layman makes 2-pt layup from 1 ft,100,121
4,4:01.0,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Crawford),,102,121
4,3:51.0,,Offensive foul by M. Leonard (drawn by J. Crawford),102,121
4,3:51.0,,Turnover by M. Leonard (offensive foul),102,121
4,3:51.0,R. Spalding enters the game for R. Holmes,,102,121
4,3:29.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Melton),,105,121
4,3:06.0,,Turnover by A. Simons (lost ball; steal by J. Crawford),105,121
4,2:53.0,R. Spalding misses 2-pt layup at rim,,105,121
4,2:51.0,,Defensive rebound by M. Leonard,105,121
4,2:34.0,,S. Curry makes 2-pt layup from 1 ft,105,123
4,2:25.0,T. Daniels misses 3-pt jump shot from 25 ft,,105,123
4,2:23.0,,Defensive rebound by M. Leonard,105,123
4,2:07.0,,Turnover by S. Curry (bad pass),105,123
4,2:01.0,Shooting foul by J. Layman (drawn by J. Crawford),,105,123
4,2:01.0,J. Crawford makes free throw 1 of 2,,106,123
4,2:01.0,J. Crawford makes free throw 2 of 2,,107,123
4,1:43.0,,A. Simons misses 3-pt jump shot from 25 ft,107,123
4,1:41.0,Defensive rebound by R. Spalding,,107,123
4,1:34.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by D. Melton),,110,123
4,1:20.0,,S. Curry misses 3-pt jump shot from 25 ft,110,123
4,1:16.0,Defensive rebound by J. Crawford,,110,123
4,1:14.0,J. Crawford makes 3-pt jump shot from 26 ft,,113,123
4,0:50.0,,M. Leonard misses 3-pt jump shot from 26 ft,113,123
4,0:47.0,,Offensive rebound by J. Layman,113,123
4,0:38.0,,Turnover by J. Layman (dbl dribble),113,123
4,0:36.0,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Melton),,115,123
4,0:12.0,,Turnover by Team (shot clock),115,123
4,0:10.0,J. Crawford makes 3-pt jump shot from 32 ft,,118,123
4,0:07.0,,Personal take foul by M. Bridges (drawn by S. Curry),118,123
4,0:07.0,,Personal take foul by T. Daniels (drawn by S. Curry),118,123
4,0:07.0,,S. Curry makes free throw 1 of 2,118,124
4,0:07.0,,S. Curry makes free throw 2 of 2,118,125
4,0:03.0,T. Daniels makes 2-pt layup from 1 ft (assist by J. Crawford),,120,125
4,0:03.0,,Portland full timeout,120,125
4,0:03.0,,Personal take foul by T. Daniels (drawn by S. Curry),120,125
4,0:03.0,,S. Curry makes free throw 1 of 2,120,126
4,0:03.0,,S. Curry makes free throw 2 of 2,120,127
4,0:00.0,J. Crawford misses 3-pt jump shot from 34 ft,,120,127
4,0:00.0,Offensive rebound by Team,,120,127
