QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
1,6:42.0,Personal foul by T. Ferguson (drawn by J. Ingles),,6,10
1,6:35.0,R. Rubio misses 2-pt jump shot from 12 ft,,6,10
1,6:33.0,Offensive rebound by R. Gobert,,6,10
1,6:33.0,R. Gobert makes 2-pt layup from 2 ft,,8,10
1,6:33.0,J. Crowder enters the game for D. Favors,,8,10
1,6:33.0,K. Korver enters the game for J. Ingles,,8,10
1,6:16.0,,R. Westbrook misses 2-pt jump shot from 6 ft,8,10
1,6:15.0,,Offensive rebound by Team,8,10
1,6:15.0,Loose ball foul by R. Gobert (drawn by S. Adams),,8,10
1,6:15.0,D. Favors enters the game for R. Gobert,,8,10
1,6:15.0,,Oklahoma City full timeout,8,10
1,6:11.0,,R. Westbrook misses 2-pt jump shot from 16 ft,8,10
1,6:08.0,Defensive rebound by J. Crowder,,8,10
1,5:49.0,R. Rubio misses 2-pt jump shot from 12 ft,,8,10
1,5:47.0,,Defensive rebound by R. Westbrook,8,10
1,5:30.0,,P. George makes 2-pt jump shot from 16 ft (assist by R. Westbrook),8,12
1,5:19.0,D. Mitchell misses 3-pt jump shot from 25 ft,,8,12
1,5:19.0,,Defensive rebound by J. Grant,8,12
1,5:12.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),8,15
1,5:01.0,Personal foul by T. Ferguson (drawn by D. Mitchell),,8,15
1,5:01.0,,D. Schröder enters the game for T. Ferguson,8,15
1,4:53.0,Turnover by R. Rubio (bad pass),,8,15
1,4:45.0,,D. Schröder misses 3-pt jump shot from 25 ft,8,15
1,4:41.0,,Offensive rebound by R. Westbrook,8,15
1,4:39.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by D. Schröder),8,18
1,4:21.0,K. Korver misses 3-pt jump shot from 25 ft,,8,18
1,4:21.0,,Defensive rebound by Team,8,18
1,4:11.0,,Turnover by J. Grant (lost ball; steal by D. Favors),8,18
1,4:03.0,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),,10,18
1,3:49.0,,Personal foul by R. Rubio (drawn by S. Adams),10,18
1,3:49.0,,S. Adams makes free throw 1 of 2,10,19
1,3:49.0,J. Ingles enters the game for R. Rubio,,10,19
1,3:49.0,,S. Adams makes free throw 2 of 2,10,20
1,3:31.0,D. Mitchell misses 2-pt layup from 2 ft (block by J. Grant),,10,20
1,3:28.0,,Defensive rebound by R. Westbrook,10,20
1,3:20.0,,Shooting foul by J. Crowder (drawn by S. Adams),10,20
1,3:20.0,,S. Adams misses free throw 1 of 2,10,20
1,3:20.0,,Offensive rebound by Team,10,20
1,3:20.0,R. Neto enters the game for D. Mitchell,,10,20
1,3:20.0,,S. Adams makes free throw 2 of 2,10,21
1,3:06.0,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Ingles),,13,21
1,2:51.0,,S. Adams makes 2-pt jump shot from 11 ft (assist by D. Schröder),13,23
1,2:39.0,Turnover by J. Crowder (bad pass; steal by P. George),,13,23
1,2:35.0,,P. George makes 2-pt layup from 1 ft,13,25
1,2:17.0,D. Favors makes 2-pt layup at rim (assist by J. Ingles),,15,25
1,2:03.0,,D. Schröder makes 2-pt jump shot from 12 ft,15,27
1,1:50.0,J. Crowder makes 2-pt layup from 1 ft (assist by R. Neto),,17,27
1,1:42.0,,S. Adams makes 2-pt layup from 2 ft (assist by D. Schröder),17,29
1,1:23.0,J. Crowder misses 2-pt jump shot from 21 ft,,17,29
1,1:21.0,,Defensive rebound by J. Grant,17,29
1,1:19.0,,Turnover by R. Westbrook (traveling),17,29
1,1:19.0,,Á. Abrines enters the game for S. Adams,17,29
1,1:19.0,,N. Noel enters the game for R. Westbrook,17,29
1,1:06.0,D. Favors misses 2-pt layup at rim,,17,29
1,1:02.0,Offensive rebound by K. Korver,,17,29
1,1:01.0,J. Ingles misses 3-pt jump shot from 23 ft,,17,29
1,0:58.0,Offensive rebound by J. Ingles,,17,29
1,0:56.0,Turnover by J. Ingles (lost ball; steal by N. Noel),,17,29
1,0:51.0,,Turnover by D. Schröder (bad pass; steal by J. Ingles),17,29
1,0:48.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Ingles),,19,29
1,0:33.0,,J. Grant misses 3-pt jump shot from 22 ft,19,29
1,0:29.0,Defensive rebound by D. Favors,,19,29
1,0:16.0,R. Neto misses 3-pt jump shot from 24 ft,,19,29
1,0:13.0,,Defensive rebound by P. George,19,29
1,0:03.0,,Personal foul by J. Crowder (drawn by P. George),19,29
1,0:03.0,,P. George makes free throw 1 of 2,19,30
1,0:03.0,D. Mitchell enters the game for R. Neto,,19,30
1,0:03.0,,P. Patterson enters the game for J. Grant,19,30
1,0:03.0,,P. George misses free throw 2 of 2,19,30
1,0:02.0,Defensive rebound by D. Mitchell,,19,30
1,0:00.0,D. Mitchell makes 3-pt jump shot from 47 ft,,22,30
2,11:36.0,J. Ingles misses 2-pt layup from 1 ft,,22,30
2,11:34.0,,Defensive rebound by P. Patterson,22,30
2,11:24.0,,N. Noel misses 2-pt dunk from 2 ft,22,30
2,11:21.0,Defensive rebound by R. Neto,,22,30
2,11:19.0,K. Korver misses 3-pt jump shot from 25 ft,,22,30
2,11:16.0,,Defensive rebound by P. Patterson,22,30
2,11:03.0,,D. Schröder makes 2-pt jump shot from 13 ft,22,32
2,10:49.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Ingles),,24,32
2,10:49.0,Shooting foul by P. Patterson (drawn by J. Crowder),,24,32
2,10:49.0,J. Crowder makes free throw 1 of 1,,25,32
2,10:37.0,,N. Noel makes 2-pt jump shot from 6 ft (assist by H. Diallo),25,34
2,10:10.0,J. Crowder misses 3-pt jump shot from 24 ft,,25,34
2,10:06.0,,Defensive rebound by Á. Abrines,25,34
2,10:02.0,,D. Schröder makes 3-pt jump shot from 26 ft,25,37
2,10:01.0,Utah full timeout,,25,37
2,10:01.0,D. Mitchell enters the game for J. Crowder,,25,37
2,10:01.0,R. O'Neale enters the game for J. Ingles,,25,37
2,10:01.0,T. Sefolosha enters the game for R. Neto,,25,37
2,9:40.0,Turnover by R. O'Neale (lost ball; steal by D. Schröder),,25,37
2,9:39.0,,Personal foul by D. Mitchell (drawn by Á. Abrines),25,37
2,9:39.0,R. Neto enters the game for K. Korver,,25,37
2,9:34.0,,D. Schröder misses 3-pt jump shot from 25 ft,25,37
2,9:30.0,Defensive rebound by R. Gobert,,25,37
2,9:26.0,Personal foul by H. Diallo (drawn by R. Gobert),,25,37
2,9:24.0,Turnover by R. Neto (bad pass; steal by N. Noel),,25,37
2,9:20.0,,H. Diallo makes 2-pt dunk from 1 ft (assist by P. Patterson),25,39
2,9:04.0,Turnover by T. Sefolosha (out of bounds lost ball),,25,39
2,8:49.0,,N. Noel makes 2-pt jump shot from 11 ft (assist by D. Schröder),25,41
2,8:29.0,R. Gobert misses 2-pt layup from 3 ft,,25,41
2,8:28.0,,Defensive rebound by D. Schröder,25,41
2,8:21.0,,N. Noel misses 2-pt jump shot from 16 ft,25,41
2,8:18.0,,Offensive rebound by P. Patterson,25,41
2,8:17.0,,Turnover by P. Patterson (lost ball; steal by R. O'Neale),25,41
2,8:10.0,Turnover by T. Sefolosha (offensive foul),,25,41
2,8:10.0,Offensive foul by T. Sefolosha (drawn by D. Schröder),,25,41
2,8:10.0,K. Korver enters the game for R. Neto,,25,41
2,8:10.0,R. Rubio enters the game for R. O'Neale,,25,41
2,8:10.0,,R. Westbrook enters the game for D. Schröder,25,41
2,8:00.0,,R. Westbrook misses 2-pt jump shot from 15 ft,25,41
2,7:57.0,Defensive rebound by R. Rubio,,25,41
2,7:50.0,Shooting foul by R. Westbrook (drawn by R. Gobert),,25,41
2,7:50.0,R. Gobert makes free throw 1 of 2,,26,41
2,7:50.0,R. Gobert misses free throw 2 of 2,,26,41
2,7:48.0,,Defensive rebound by R. Westbrook,26,41
2,7:42.0,,Turnover by Á. Abrines (offensive foul),26,41
2,7:42.0,,Offensive foul by Á. Abrines (drawn by R. Rubio),26,41
2,7:42.0,D. Favors enters the game for R. Gobert,,26,41
2,7:33.0,R. Rubio misses 2-pt layup from 2 ft,,26,41
2,7:31.0,,Defensive rebound by N. Noel,26,41
2,7:25.0,,H. Diallo makes 2-pt layup from 2 ft (assist by R. Westbrook),26,43
2,7:14.0,Personal foul by H. Diallo (drawn by R. Rubio),,26,43
2,7:14.0,,S. Adams enters the game for N. Noel,26,43
2,7:10.0,Personal foul by H. Diallo (drawn by D. Mitchell),,26,43
2,7:10.0,,Violation by Team (delay of game),26,43
2,7:10.0,D. Mitchell makes free throw 1 of 2,,27,43
2,7:10.0,,T. Ferguson enters the game for H. Diallo,27,43
2,7:10.0,D. Mitchell makes free throw 2 of 2,,28,43
2,7:01.0,,R. Westbrook misses 3-pt jump shot from 26 ft,28,43
2,6:58.0,,Offensive rebound by S. Adams,28,43
2,6:44.0,,R. Westbrook misses 3-pt jump shot from 24 ft,28,43
2,6:40.0,Defensive rebound by T. Sefolosha,,28,43
2,6:35.0,Turnover by R. Rubio (bad pass),,28,43
2,6:26.0,,Turnover by Á. Abrines (bad pass; steal by R. Rubio),28,43
2,6:13.0,D. Favors misses 2-pt layup at rim,,28,43
2,6:12.0,,Defensive rebound by Team,28,43
2,6:12.0,J. Ingles enters the game for K. Korver,,28,43
2,6:12.0,,P. George enters the game for Á. Abrines,28,43
2,6:00.0,,Turnover by R. Westbrook (bad pass; steal by T. Sefolosha),28,43
2,5:52.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Rubio),,31,43
2,5:36.0,,Shooting foul by D. Mitchell (drawn by T. Ferguson),31,43
2,5:36.0,R. O'Neale enters the game for D. Mitchell,,31,43
2,5:36.0,,J. Grant enters the game for P. Patterson,31,43
2,5:36.0,,T. Ferguson misses free throw 1 of 2,31,43
2,5:36.0,,Offensive rebound by Team,31,43
2,5:36.0,,T. Ferguson makes free throw 2 of 2,31,44
2,5:17.0,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by D. Favors),,34,44
2,4:59.0,,Shooting foul by T. Sefolosha (drawn by S. Adams),34,44
2,4:59.0,,S. Adams makes free throw 2 of 2,34,45
2,4:59.0,,S. Adams makes free throw 1 of 2,34,46
2,4:59.0,,D. Schröder enters the game for T. Ferguson,34,46
2,4:41.0,R. Rubio makes 2-pt layup from 1 ft (assist by R. O'Neale),,36,46
2,4:23.0,,S. Adams misses 2-pt layup from 5 ft,36,46
2,4:20.0,Defensive rebound by R. O'Neale,,36,46
2,4:04.0,J. Ingles makes 2-pt jump shot from 6 ft (assist by R. Rubio),,38,46
2,4:04.0,,Oklahoma City full timeout,38,46
2,4:04.0,J. Crowder enters the game for D. Favors,,38,46
2,4:04.0,R. Gobert enters the game for T. Sefolosha,,38,46
2,3:50.0,,D. Schröder misses 3-pt jump shot from 25 ft,38,46
2,3:46.0,Defensive rebound by J. Crowder,,38,46
2,3:41.0,Turnover by J. Crowder (discontinued dribble),,38,46
2,3:21.0,,P. George misses 2-pt layup from 1 ft,38,46
2,3:19.0,Defensive rebound by J. Ingles,,38,46
2,3:13.0,J. Ingles misses 2-pt layup from 1 ft,,38,46
2,3:11.0,,Defensive rebound by S. Adams,38,46
2,3:02.0,,J. Grant makes 2-pt jump shot from 2 ft (assist by D. Schröder),38,48
2,3:02.0,,Shooting foul by R. Rubio (drawn by J. Grant),38,48
2,3:02.0,D. Mitchell enters the game for R. O'Neale,,38,48
2,3:02.0,R. Neto enters the game for R. Rubio,,38,48
2,3:02.0,,J. Grant misses free throw 1 of 1,38,48
2,3:02.0,Defensive rebound by J. Crowder,,38,48
2,2:46.0,D. Mitchell misses 2-pt jump shot from 6 ft,,38,48
2,2:42.0,,Defensive rebound by D. Schröder,38,48
2,2:36.0,,D. Schröder makes 2-pt layup from 1 ft (assist by R. Westbrook),38,50
2,2:24.0,Personal foul by D. Schröder (drawn by D. Mitchell),,38,50
2,2:24.0,D. Mitchell makes free throw 1 of 2,,39,50
2,2:24.0,D. Mitchell makes free throw 2 of 2,,40,50
2,2:13.0,,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),40,52
2,1:55.0,D. Mitchell makes 2-pt jump shot from 13 ft,,42,52
2,1:45.0,,Turnover by P. George (offensive foul),42,52
2,1:45.0,,Offensive foul by P. George (drawn by D. Mitchell),42,52
2,1:34.0,D. Mitchell makes 2-pt layup from 1 ft,,44,52
2,1:22.0,,Personal foul by D. Mitchell (drawn by P. George),44,52
2,1:22.0,,P. George makes free throw 1 of 2,44,53
2,1:22.0,K. Korver enters the game for D. Mitchell,,44,53
2,1:22.0,,P. George makes free throw 2 of 2,44,54
2,1:05.0,K. Korver misses 2-pt jump shot from 21 ft,,44,54
2,1:03.0,Offensive rebound by R. Gobert,,44,54
2,1:03.0,R. Gobert misses 2-pt layup from 2 ft,,44,54
2,1:02.0,Offensive rebound by R. Gobert,,44,54
2,1:01.0,Shooting foul by J. Grant (drawn by R. Gobert),,44,54
2,1:01.0,R. Gobert makes free throw 1 of 2,,45,54
2,1:01.0,R. Gobert makes free throw 2 of 2,,46,54
2,0:50.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),46,57
2,0:36.0,J. Crowder misses 3-pt jump shot from 25 ft,,46,57
2,0:34.0,,Defensive rebound by R. Westbrook,46,57
2,0:24.0,,D. Schröder misses 3-pt jump shot from 23 ft,46,57
2,0:21.0,Defensive rebound by R. Gobert,,46,57
2,0:00.0,K. Korver misses 3-pt jump shot from 26 ft,,46,57
2,0:00.0,Offensive rebound by Team,,46,57
3,11:47.0,Shooting foul by J. Grant (drawn by D. Favors),,46,57
3,11:47.0,D. Favors misses free throw 1 of 2,,46,57
3,11:47.0,Offensive rebound by Team,,46,57
3,11:47.0,D. Favors makes free throw 2 of 2,,47,57
3,11:39.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),47,60
3,11:24.0,Turnover by R. Rubio (bad pass; steal by T. Ferguson),,47,60
3,11:21.0,,R. Westbrook makes 2-pt dunk at rim (assist by T. Ferguson),47,62
3,10:59.0,D. Mitchell misses 3-pt jump shot from 26 ft,,47,62
3,10:58.0,Offensive rebound by R. Gobert,,47,62
3,10:58.0,Personal foul by R. Westbrook (drawn by R. Gobert),,47,62
3,10:50.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by R. Gobert),,50,62
3,10:32.0,,J. Grant makes 2-pt jump shot from 5 ft (assist by T. Ferguson),50,64
3,10:22.0,Turnover by D. Mitchell (lost ball; steal by S. Adams),,50,64
3,10:16.0,,J. Grant makes 2-pt dunk from 1 ft (assist by P. George),50,66
3,10:16.0,Utah full timeout,,50,66
3,10:00.0,Turnover by R. Rubio (traveling),,50,66
3,9:52.0,,J. Grant misses 2-pt jump shot from 19 ft,50,66
3,9:49.0,Defensive rebound by J. Ingles,,50,66
3,9:37.0,D. Favors misses 3-pt jump shot from 24 ft,,50,66
3,9:34.0,Offensive rebound by R. Gobert,,50,66
3,9:33.0,R. Gobert makes 2-pt dunk at rim,,52,66
3,9:16.0,,S. Adams makes 2-pt hook shot from 6 ft,52,68
3,9:00.0,D. Mitchell misses 2-pt layup from 4 ft,,52,68
3,8:56.0,Offensive rebound by R. Gobert,,52,68
3,8:56.0,R. Gobert makes 2-pt layup from 1 ft,,54,68
3,8:51.0,,R. Westbrook misses 3-pt jump shot from 26 ft,54,68
3,8:48.0,Defensive rebound by R. Gobert,,54,68
3,8:38.0,J. Ingles makes 2-pt layup from 1 ft (assist by R. Gobert),,56,68
3,8:18.0,,R. Westbrook misses 3-pt jump shot from 22 ft,56,68
3,8:16.0,,Offensive rebound by S. Adams,56,68
3,8:14.0,,P. George makes 3-pt jump shot from 25 ft (assist by T. Ferguson),56,71
3,7:51.0,J. Ingles makes 2-pt layup from 2 ft,,58,71
3,7:42.0,,R. Westbrook misses 2-pt jump shot from 10 ft,58,71
3,7:39.0,,Offensive rebound by S. Adams,58,71
3,7:33.0,,S. Adams makes 2-pt hook shot from 4 ft,58,73
3,7:21.0,,Violation by Team (kicked ball),58,73
3,7:21.0,J. Crowder enters the game for R. Gobert,,58,73
3,7:11.0,R. Rubio misses 3-pt jump shot from 25 ft,,58,73
3,7:09.0,,Defensive rebound by T. Ferguson,58,73
3,7:05.0,,Shooting foul by D. Mitchell (drawn by P. George),58,73
3,7:05.0,,P. George makes free throw 1 of 2,58,74
3,7:05.0,R. O'Neale enters the game for D. Mitchell,,58,74
3,7:05.0,,P. George misses free throw 2 of 2,58,74
3,7:03.0,Defensive rebound by R. O'Neale,,58,74
3,6:48.0,R. Rubio makes 2-pt layup from 1 ft,,60,74
3,6:39.0,,J. Grant misses 2-pt jump shot from 15 ft,60,74
3,6:37.0,Defensive rebound by J. Crowder,,60,74
3,6:31.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Rubio),,63,74
3,6:16.0,,S. Adams misses 2-pt jump shot from 11 ft,63,74
3,6:14.0,Defensive rebound by J. Crowder,,63,74
3,6:09.0,R. Rubio misses 3-pt jump shot from 25 ft,,63,74
3,6:06.0,,Defensive rebound by T. Ferguson,63,74
3,5:57.0,,P. George makes 3-pt jump shot from 25 ft,63,77
3,5:42.0,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),,65,77
3,5:42.0,,Oklahoma City full timeout,65,77
3,5:31.0,,Personal foul by R. O'Neale (drawn by P. George),65,77
3,5:31.0,,D. Schröder enters the game for T. Ferguson,65,77
3,5:21.0,,R. Westbrook misses 2-pt jump shot from 12 ft,65,77
3,5:19.0,Defensive rebound by R. Rubio,,65,77
3,5:12.0,Shooting foul by P. George (drawn by R. O'Neale),,65,77
3,5:12.0,R. O'Neale misses free throw 1 of 2,,65,77
3,5:12.0,Offensive rebound by Team,,65,77
3,5:12.0,R. O'Neale misses free throw 2 of 2,,65,77
3,5:10.0,,Defensive rebound by R. Westbrook,65,77
3,5:01.0,,R. Westbrook misses 2-pt layup from 2 ft (block by D. Favors),65,77
3,4:58.0,,Offensive rebound by S. Adams,65,77
3,4:56.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),65,80
3,4:37.0,R. Rubio misses 2-pt jump shot from 12 ft,,65,80
3,4:34.0,,Defensive rebound by P. George,65,80
3,4:29.0,,Shooting foul by R. O'Neale (drawn by P. George),65,80
3,4:29.0,,P. George makes free throw 1 of 3,65,81
3,4:29.0,,P. George makes free throw 2 of 3,65,82
3,4:29.0,D. Mitchell enters the game for J. Ingles,,65,82
3,4:29.0,,P. George makes free throw 3 of 3,65,83
3,4:18.0,Turnover by R. Rubio (bad pass; steal by R. Westbrook),,65,83
3,4:13.0,,R. Westbrook misses 2-pt layup from 2 ft (block by R. Rubio),65,83
3,4:13.0,,Offensive rebound by Team,65,83
3,4:09.0,,S. Adams makes 2-pt layup from 1 ft (assist by P. George),65,85
3,3:52.0,Turnover by D. Mitchell (bad pass),,65,85
3,3:34.0,,D. Schröder makes 2-pt layup from 2 ft,65,87
3,3:25.0,R. Rubio makes 2-pt jump shot from 17 ft,,67,87
3,3:14.0,,D. Schröder makes 2-pt jump shot from 6 ft,67,89
3,3:14.0,,Shooting foul by D. Favors (drawn by D. Schröder),67,89
3,3:14.0,R. Gobert enters the game for D. Favors,,67,89
3,3:14.0,,D. Schröder makes free throw 1 of 1,67,90
3,3:01.0,Turnover by J. Crowder (bad pass; steal by P. George),,67,90
3,2:58.0,,J. Grant makes 2-pt dunk from 2 ft (assist by P. George),67,92
3,2:43.0,Personal foul by S. Adams (drawn by R. Gobert),,67,92
3,2:43.0,R. Neto enters the game for R. Rubio,,67,92
3,2:32.0,D. Mitchell misses 3-pt jump shot from 28 ft,,67,92
3,2:29.0,Offensive rebound by R. Gobert,,67,92
3,2:28.0,R. Gobert makes 2-pt layup from 1 ft,,69,92
3,2:15.0,,J. Grant misses 2-pt jump shot from 5 ft,69,92
3,2:14.0,,Offensive rebound by R. Westbrook,69,92
3,2:14.0,,Shooting foul by R. Gobert (drawn by R. Westbrook),69,92
3,2:14.0,,R. Westbrook misses free throw 1 of 2,69,92
3,2:14.0,,Offensive rebound by Team,69,92
3,2:14.0,,R. Westbrook makes free throw 2 of 2,69,93
3,2:02.0,D. Mitchell makes 2-pt jump shot from 10 ft (assist by R. O'Neale),,71,93
3,1:56.0,,Personal foul by R. Gobert (drawn by S. Adams),71,93
3,1:56.0,,S. Adams makes free throw 1 of 2,71,94
3,1:56.0,,S. Adams makes free throw 2 of 2,71,95
3,1:39.0,Turnover by R. Neto (bad pass; steal by D. Schröder),,71,95
3,1:34.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),71,97
3,1:15.0,D. Mitchell misses 3-pt jump shot from 25 ft,,71,97
3,1:13.0,,Defensive rebound by D. Schröder,71,97
3,1:07.0,,P. George misses 3-pt jump shot from 22 ft,71,97
3,1:03.0,Defensive rebound by R. Gobert,,71,97
3,0:59.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Neto),,74,97
3,0:52.0,,Personal foul by R. Gobert (drawn by S. Adams),74,97
3,0:52.0,,S. Adams makes free throw 1 of 2,74,98
3,0:52.0,Technical foul by R. Gobert,,74,98
3,0:52.0,D. Favors enters the game for R. Gobert,,74,98
3,0:52.0,,P. George makes technical free throw,74,99
3,0:52.0,,S. Adams misses free throw 2 of 2,74,99
3,0:50.0,Defensive rebound by R. O'Neale,,74,99
3,0:37.0,Personal foul by D. Schröder (drawn by R. Neto),,74,99
3,0:37.0,D. Favors misses free throw 1 of 2,,74,99
3,0:37.0,Offensive rebound by Team,,74,99
3,0:37.0,,N. Noel enters the game for S. Adams,74,99
3,0:37.0,D. Favors makes free throw 2 of 2,,75,99
3,0:28.0,,R. Westbrook misses 3-pt jump shot from 25 ft,75,99
3,0:25.0,Defensive rebound by J. Crowder,,75,99
3,0:02.0,J. Crowder misses 2-pt jump shot from 21 ft,,75,99
3,0:02.0,,Defensive rebound by P. George,75,99
4,11:49.0,,D. Schröder makes 2-pt layup from 1 ft,75,101
4,11:49.0,,Shooting foul by R. Neto (drawn by D. Schröder),75,101
4,11:49.0,,D. Schröder makes free throw 1 of 1,75,102
4,11:24.0,D. Mitchell misses 2-pt jump shot from 23 ft,,75,102
4,11:15.0,,Defensive rebound by Á. Abrines,75,102
4,11:14.0,,N. Noel misses 2-pt jump shot from 14 ft,75,102
4,11:10.0,Defensive rebound by D. Mitchell,,75,102
4,11:05.0,R. Neto makes 2-pt layup from 1 ft,,77,102
4,11:05.0,,Violation by Team (def goaltending),77,102
4,10:56.0,,D. Schröder makes 2-pt jump shot from 13 ft,77,104
4,10:46.0,Turnover by D. Mitchell (lost ball; steal by Á. Abrines),,77,104
4,10:46.0,,Personal foul by D. Mitchell (drawn by Á. Abrines),77,104
4,10:46.0,Violation by Team (delay of game),,77,104
4,10:36.0,,D. Schröder misses 2-pt jump shot from 14 ft,77,104
4,10:30.0,Defensive rebound by D. Mitchell,,77,104
4,10:26.0,K. Korver misses 3-pt jump shot from 23 ft,,77,104
4,10:23.0,,Defensive rebound by N. Noel,77,104
4,10:17.0,,H. Diallo makes 2-pt jump shot from 1 ft,77,106
4,9:59.0,D. Favors makes 2-pt layup at rim (assist by K. Korver),,79,106
4,9:42.0,,Á. Abrines misses 2-pt layup from 2 ft,79,106
4,9:42.0,Defensive rebound by D. Favors,,79,106
4,9:36.0,D. Favors makes 2-pt layup from 2 ft (assist by R. Neto),,81,106
4,9:20.0,,D. Schröder misses 2-pt layup from 1 ft,81,106
4,9:18.0,Defensive rebound by T. Sefolosha,,81,106
4,9:16.0,K. Korver misses 3-pt jump shot from 26 ft,,81,106
4,9:16.0,,Defensive rebound by P. Patterson,81,106
4,9:14.0,,Oklahoma City full timeout,81,106
4,9:14.0,D. Exum enters the game for D. Favors,,81,106
4,9:14.0,E. Udoh enters the game for D. Mitchell,,81,106
4,9:01.0,,D. Schröder misses 2-pt jump shot from 9 ft (block by E. Udoh),81,106
4,8:56.0,Defensive rebound by R. Neto,,81,106
4,8:53.0,,Loose ball foul by H. Diallo (drawn by R. Neto),81,106
4,8:47.0,K. Korver makes 2-pt jump shot from 20 ft (assist by R. Neto),,83,106
4,8:34.0,,Turnover by N. Noel (lost ball; steal by R. Neto),83,106
4,8:27.0,E. Udoh makes 2-pt layup from 1 ft (assist by R. Neto),,85,106
