QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
1,6:37.0,Offensive rebound by A. Crabbe,,10,4
1,6:35.0,A. Crabbe misses 2-pt jump shot from 3 ft (block by D. Jones),,10,4
1,6:31.0,,Defensive rebound by J. Richardson,10,4
1,6:13.0,,W. Ellington misses 3-pt jump shot from 29 ft,10,4
1,6:10.0,Defensive rebound by D. Russell,,10,4
1,5:51.0,J. Harris misses 2-pt jump shot from 10 ft (block by W. Ellington),,10,4
1,5:51.0,,Defensive rebound by H. Whiteside,10,4
1,5:51.0,,Personal foul by J. Harris (drawn by H. Whiteside),10,4
1,5:51.0,,Miami full timeout,10,4
1,5:51.0,S. Dinwiddie enters the game for J. Harris,,10,4
1,5:51.0,,D. Wade enters the game for J. Richardson,10,4
1,5:32.0,,D. Jones misses 3-pt jump shot from 24 ft,10,4
1,5:30.0,Defensive rebound by A. Crabbe,,10,4
1,5:22.0,J. Allen misses 2-pt layup from 1 ft (block by H. Whiteside),,10,4
1,5:18.0,,Defensive rebound by H. Whiteside,10,4
1,5:13.0,,D. Wade misses 2-pt layup from 1 ft,10,4
1,5:09.0,Defensive rebound by J. Allen,,10,4
1,5:05.0,D. Russell misses 3-pt jump shot from 25 ft,,10,4
1,5:05.0,,Defensive rebound by H. Whiteside,10,4
1,4:49.0,,H. Whiteside misses 2-pt dunk from 2 ft,10,4
1,4:44.0,,Offensive rebound by H. Whiteside,10,4
1,4:44.0,,H. Whiteside misses 2-pt layup from 1 ft,10,4
1,4:44.0,,Offensive rebound by H. Whiteside,10,4
1,4:41.0,,H. Whiteside misses 2-pt layup from 2 ft,10,4
1,4:35.0,Defensive rebound by J. Allen,,10,4
1,4:34.0,A. Crabbe misses 2-pt layup from 2 ft (block by H. Whiteside),,10,4
1,4:30.0,Offensive rebound by J. Allen,,10,4
1,4:28.0,J. Allen makes 2-pt hook shot from 7 ft,,12,4
1,4:15.0,,Offensive foul by D. Wade (drawn by J. Allen),12,4
1,4:15.0,,Turnover by D. Wade (offensive foul),12,4
1,4:15.0,D. Carroll enters the game for J. Allen,,12,4
1,4:15.0,E. Davis enters the game for A. Crabbe,,12,4
1,4:15.0,R. Hollis-Jefferson enters the game for J. Dudley,,12,4
1,4:15.0,,B. Adebayo enters the game for W. Ellington,12,4
1,4:15.0,,J. Johnson enters the game for D. Jones,12,4
1,4:15.0,,J. Richardson enters the game for R. McGruder,12,4
1,4:15.0,,D. Robinson enters the game for H. Whiteside,12,4
1,4:02.0,Personal foul by D. Wade (drawn by S. Dinwiddie),,12,4
1,3:51.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by D. Russell),,15,4
1,3:44.0,,Def 3 sec tech foul by Team,15,4
1,3:44.0,,J. Richardson misses technical free throw,15,4
1,3:44.0,,Offensive rebound by Team,15,4
1,3:44.0,S. Napier enters the game for D. Russell,,15,4
1,3:35.0,,D. Wade misses 2-pt jump shot from 6 ft,15,4
1,3:31.0,,Offensive rebound by B. Adebayo,15,4
1,3:31.0,,B. Adebayo misses 2-pt layup from 1 ft,15,4
1,3:29.0,,Offensive rebound by B. Adebayo,15,4
1,3:29.0,,B. Adebayo makes 2-pt layup from 1 ft,15,6
1,3:14.0,Personal foul by D. Wade (drawn by R. Hollis-Jefferson),,15,6
1,3:14.0,,J. Winslow enters the game for D. Wade,15,6
1,3:14.0,Brooklyn full timeout,,15,6
1,3:04.0,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson),,15,6
1,3:04.0,R. Hollis-Jefferson misses free throw 1 of 2,,15,6
1,3:04.0,Offensive rebound by Team,,15,6
1,3:04.0,R. Hollis-Jefferson makes free throw 2 of 2,,16,6
1,2:53.0,,J. Richardson makes 2-pt jump shot from 10 ft (assist by J. Winslow),16,8
1,2:46.0,Offensive foul by R. Hollis-Jefferson (drawn by J. Winslow),,16,8
1,2:46.0,Turnover by R. Hollis-Jefferson (offensive foul),,16,8
1,2:41.0,,Personal foul by S. Dinwiddie (drawn by J. Richardson),16,8
1,2:28.0,,J. Richardson makes 2-pt jump shot from 11 ft,16,10
1,2:12.0,S. Napier makes 2-pt jump shot from 12 ft,,18,10
1,2:00.0,,J. Richardson misses 2-pt jump shot from 23 ft,18,10
1,1:57.0,Defensive rebound by D. Carroll,,18,10
1,1:49.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,18,10
1,1:49.0,,Defensive rebound by Team,18,10
1,1:39.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Johnson),18,13
1,1:28.0,Personal foul by D. Robinson (drawn by D. Carroll),,18,13
1,1:28.0,D. Carroll makes free throw 1 of 2,,19,13
1,1:28.0,D. Carroll misses free throw 2 of 2,,19,13
1,1:24.0,,Defensive rebound by J. Richardson,19,13
1,1:04.0,,J. Johnson misses 2-pt layup from 2 ft (block by E. Davis),19,13
1,1:00.0,Defensive rebound by E. Davis,,19,13
1,1:00.0,Shooting foul by J. Winslow (drawn by R. Hollis-Jefferson),,19,13
1,1:00.0,R. Hollis-Jefferson misses free throw 1 of 2,,19,13
1,1:00.0,Offensive rebound by Team,,19,13
1,1:00.0,R. Hollis-Jefferson makes free throw 2 of 2,,20,13
1,0:47.0,,J. Johnson misses 3-pt jump shot from 23 ft,20,13
1,0:47.0,,Offensive rebound by Team,20,13
1,0:47.0,Loose ball foul by S. Dinwiddie (drawn by B. Adebayo),,20,13
1,0:41.0,,D. Robinson misses 3-pt jump shot from 25 ft,20,13
1,0:38.0,Defensive rebound by D. Carroll,,20,13
1,0:31.0,S. Dinwiddie misses 2-pt jump shot from 19 ft,,20,13
1,0:27.0,,Defensive rebound by B. Adebayo,20,13
1,0:09.0,,D. Robinson misses 3-pt jump shot from 25 ft,20,13
1,0:08.0,Defensive rebound by Team,,20,13
1,0:08.0,J. Harris enters the game for R. Hollis-Jefferson,,20,13
1,0:08.0,,D. Jones enters the game for J. Richardson,20,13
1,0:08.0,,R. McGruder enters the game for D. Robinson,20,13
1,0:02.0,S. Dinwiddie misses 2-pt layup from 2 ft,,20,13
1,0:00.0,,Defensive rebound by J. Winslow,20,13
2,11:47.0,Turnover by E. Davis (bad pass; steal by B. Adebayo),,20,13
2,11:33.0,,J. Richardson misses 3-pt jump shot from 27 ft,20,13
2,11:28.0,,Offensive rebound by J. Winslow,20,13
2,11:28.0,,J. Winslow makes 2-pt dunk from 1 ft,20,15
2,11:11.0,D. Carroll misses 3-pt jump shot from 25 ft,,20,15
2,11:09.0,,Defensive rebound by B. Adebayo,20,15
2,11:05.0,,Offensive foul by B. Adebayo (drawn by J. Dudley),20,15
2,11:05.0,,Turnover by B. Adebayo (offensive foul),20,15
2,10:53.0,S. Napier misses 2-pt jump shot from 18 ft,,20,15
2,10:49.0,,Defensive rebound by J. Richardson,20,15
2,10:40.0,,B. Adebayo misses 2-pt layup from 1 ft,20,15
2,10:40.0,,Offensive rebound by Team,20,15
2,10:40.0,Loose ball foul by E. Davis (drawn by J. Winslow),,20,15
2,10:26.0,,J. Winslow makes 2-pt jump shot from 11 ft (assist by W. Ellington),20,17
2,10:01.0,Turnover by Team (shot clock),,20,17
2,9:50.0,,Shooting foul by D. Carroll (drawn by J. Richardson),20,17
2,9:50.0,,J. Richardson makes free throw 1 of 2,20,18
2,9:50.0,,J. Richardson makes free throw 2 of 2,20,19
2,9:37.0,S. Napier misses 3-pt jump shot from 25 ft,,20,19
2,9:34.0,,Defensive rebound by J. Johnson,20,19
2,9:28.0,,J. Johnson misses 2-pt layup from 1 ft,20,19
2,9:26.0,Defensive rebound by E. Davis,,20,19
2,9:11.0,D. Russell misses 2-pt layup from 2 ft,,20,19
2,9:08.0,,Defensive rebound by Team,20,19
2,9:08.0,Loose ball foul by E. Davis (drawn by W. Ellington),,20,19
2,8:56.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Richardson),20,22
2,8:55.0,Brooklyn full timeout,,20,22
2,8:55.0,S. Dinwiddie enters the game for D. Carroll,,20,22
2,8:55.0,J. Harris enters the game for S. Napier,,20,22
2,8:55.0,,R. McGruder enters the game for J. Richardson,20,22
2,8:41.0,J. Harris misses 3-pt jump shot from 25 ft,,20,22
2,8:38.0,,Defensive rebound by B. Adebayo,20,22
2,8:25.0,,W. Ellington makes 3-pt jump shot from 29 ft (assist by J. Johnson),20,25
2,8:09.0,Turnover by S. Dinwiddie (bad pass),,20,25
2,8:09.0,,H. Whiteside enters the game for B. Adebayo,20,25
2,7:59.0,,Turnover by J. Winslow (out of bounds lost ball),20,25
2,7:59.0,J. Allen enters the game for E. Davis,,20,25
2,7:44.0,J. Dudley misses 3-pt jump shot from 23 ft,,20,25
2,7:42.0,,Defensive rebound by H. Whiteside,20,25
2,7:31.0,,J. Johnson makes 2-pt jump shot from 5 ft,20,27
2,7:07.0,J. Allen makes 2-pt jump shot from 6 ft (assist by D. Russell),,22,27
2,6:47.0,,J. Winslow misses 2-pt jump shot from 11 ft,22,27
2,6:44.0,,Offensive rebound by J. Johnson,22,27
2,6:41.0,,W. Ellington misses 3-pt jump shot from 25 ft,22,27
2,6:39.0,,Offensive rebound by H. Whiteside,22,27
2,6:36.0,,H. Whiteside makes 2-pt dunk at rim,22,29
2,6:06.0,J. Dudley misses 2-pt jump shot from 10 ft,,22,29
2,6:04.0,Offensive rebound by J. Allen,,22,29
2,6:04.0,Shooting foul by H. Whiteside (drawn by J. Allen),,22,29
2,6:04.0,J. Allen misses free throw 1 of 2,,22,29
2,6:04.0,Offensive rebound by Team,,22,29
2,6:04.0,R. Hollis-Jefferson enters the game for J. Dudley,,22,29
2,6:04.0,,J. Richardson enters the game for J. Johnson,22,29
2,6:04.0,J. Allen makes free throw 2 of 2,,23,29
2,5:52.0,,J. Richardson misses 2-pt jump shot from 6 ft (block by D. Russell),23,29
2,5:52.0,,Offensive rebound by Team,23,29
2,5:52.0,A. Crabbe enters the game for D. Russell,,23,29
2,5:39.0,,J. Richardson misses 2-pt jump shot from 12 ft,23,29
2,5:35.0,Defensive rebound by J. Allen,,23,29
2,5:21.0,J. Allen misses 2-pt dunk from 3 ft,,23,29
2,5:21.0,,Defensive rebound by Team,23,29
2,5:21.0,Loose ball foul by J. Allen (drawn by H. Whiteside),,23,29
2,5:03.0,,H. Whiteside misses 2-pt hook shot from 7 ft,23,29
2,5:01.0,Defensive rebound by J. Allen,,23,29
2,4:56.0,J. Harris misses 3-pt jump shot from 29 ft,,23,29
2,4:51.0,Offensive rebound by R. Hollis-Jefferson,,23,29
2,4:51.0,Personal foul by J. Winslow (drawn by S. Dinwiddie),,23,29
2,4:45.0,Shooting foul by W. Ellington (drawn by A. Crabbe),,23,29
2,4:45.0,A. Crabbe makes free throw 1 of 2,,24,29
2,4:45.0,A. Crabbe makes free throw 2 of 2,,25,29
2,4:30.0,,J. Winslow misses 3-pt jump shot from 23 ft,25,29
2,4:25.0,Defensive rebound by S. Dinwiddie,,25,29
2,4:23.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,27,29
2,4:23.0,,Miami full timeout,27,29
2,4:23.0,,D. Robinson enters the game for W. Ellington,27,29
2,4:05.0,,R. McGruder misses 2-pt jump shot from 11 ft,27,29
2,4:03.0,,Offensive rebound by R. McGruder,27,29
2,4:03.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by R. McGruder),27,31
2,4:03.0,,Shooting foul by R. Hollis-Jefferson (drawn by H. Whiteside),27,31
2,4:03.0,,H. Whiteside makes free throw 1 of 1,27,32
2,3:46.0,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,,27,32
2,3:43.0,,Defensive rebound by J. Richardson,27,32
2,3:35.0,,R. McGruder makes 2-pt hook shot from 4 ft,27,34
2,3:17.0,S. Dinwiddie makes 2-pt jump shot from 9 ft,,29,34
2,2:59.0,,R. McGruder makes 2-pt jump shot from 8 ft (assist by J. Richardson),29,36
2,2:49.0,Turnover by S. Dinwiddie (bad pass; steal by H. Whiteside),,29,36
2,2:42.0,,J. Richardson misses 3-pt jump shot from 26 ft,29,36
2,2:41.0,Defensive rebound by S. Dinwiddie,,29,36
2,2:34.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,31,36
2,2:09.0,,J. Richardson makes 2-pt jump shot from 17 ft,31,38
2,1:53.0,R. Hollis-Jefferson makes 2-pt jump shot from 6 ft (assist by S. Dinwiddie),,33,38
2,1:35.0,,Turnover by H. Whiteside (3 sec),33,38
2,1:35.0,,W. Ellington enters the game for D. Robinson,33,38
2,1:35.0,,D. Jones enters the game for J. Winslow,33,38
2,1:24.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,33,38
2,1:18.0,,Defensive rebound by D. Jones,33,38
2,1:15.0,,J. Richardson makes 2-pt layup from 1 ft,33,40
2,1:06.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,35,40
2,0:50.0,,J. Richardson makes 2-pt jump shot from 13 ft,35,42
2,0:43.0,Shooting foul by D. Jones (drawn by S. Dinwiddie),,35,42
2,0:43.0,S. Dinwiddie makes free throw 1 of 2,,36,42
2,0:43.0,S. Dinwiddie makes free throw 2 of 2,,37,42
2,0:32.0,,H. Whiteside misses 3-pt jump shot from 23 ft,37,42
2,0:29.0,Defensive rebound by J. Harris,,37,42
2,0:12.0,J. Harris makes 2-pt layup from 2 ft,,39,42
2,0:01.0,,J. Richardson misses 3-pt jump shot from 25 ft,39,42
2,0:00.0,Defensive rebound by J. Allen,,39,42
3,11:49.0,A. Crabbe misses 3-pt jump shot from 26 ft,,39,42
3,11:46.0,,Defensive rebound by R. McGruder,39,42
3,11:39.0,,R. McGruder misses 3-pt jump shot from 25 ft,39,42
3,11:35.0,Defensive rebound by A. Crabbe,,39,42
3,11:28.0,D. Russell makes 2-pt jump shot from 3 ft,,41,42
3,11:11.0,,Shooting foul by A. Crabbe (drawn by W. Ellington),41,42
3,11:11.0,,W. Ellington makes free throw 1 of 3,41,43
3,11:11.0,,W. Ellington makes free throw 2 of 3,41,44
3,11:11.0,,W. Ellington makes free throw 3 of 3,41,45
3,11:07.0,Personal foul by D. Jones (drawn by J. Dudley),,41,45
3,10:54.0,Shooting foul by D. Jones (drawn by J. Harris),,41,45
3,10:54.0,J. Harris misses free throw 1 of 2,,41,45
3,10:54.0,Offensive rebound by Team,,41,45
3,10:54.0,J. Harris makes free throw 2 of 2,,42,45
3,10:33.0,,R. McGruder makes 2-pt jump shot from 7 ft,42,47
3,10:22.0,D. Russell misses 3-pt jump shot from 24 ft,,42,47
3,10:19.0,,Defensive rebound by Team,42,47
3,10:01.0,,H. Whiteside misses 2-pt hook shot from 10 ft,42,47
3,9:59.0,Defensive rebound by J. Harris,,42,47
3,9:45.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Russell),,45,47
3,9:29.0,,J. Richardson misses 2-pt jump shot from 13 ft,45,47
3,9:29.0,,Offensive rebound by H. Whiteside,45,47
3,9:28.0,,H. Whiteside misses 2-pt layup from 4 ft,45,47
3,9:26.0,,Offensive rebound by H. Whiteside,45,47
3,9:26.0,,Personal foul by J. Dudley (drawn by H. Whiteside),45,47
3,9:14.0,,J. Richardson misses 2-pt jump shot from 10 ft,45,47
3,9:12.0,Defensive rebound by D. Russell,,45,47
3,9:02.0,D. Russell misses 2-pt jump shot from 9 ft,,45,47
3,9:00.0,,Defensive rebound by H. Whiteside,45,47
3,8:54.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by R. McGruder),45,49
3,8:40.0,J. Dudley misses 2-pt layup from 1 ft,,45,49
3,8:38.0,,Defensive rebound by H. Whiteside,45,49
3,8:28.0,,H. Whiteside misses 2-pt hook shot from 8 ft,45,49
3,8:26.0,Defensive rebound by A. Crabbe,,45,49
3,8:19.0,D. Russell misses 2-pt jump shot from 10 ft,,45,49
3,8:14.0,,Defensive rebound by H. Whiteside,45,49
3,8:09.0,,D. Jones misses 2-pt jump shot from 7 ft,45,49
3,8:06.0,Defensive rebound by J. Allen,,45,49
3,7:57.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by J. Allen),,48,49
3,7:40.0,,W. Ellington misses 3-pt jump shot from 25 ft,48,49
3,7:38.0,Defensive rebound by D. Russell,,48,49
3,7:35.0,Personal foul by W. Ellington (drawn by J. Allen),,48,49
3,7:27.0,D. Russell makes 2-pt layup from 2 ft,,50,49
3,7:07.0,,D. Jones makes 3-pt jump shot from 26 ft (assist by W. Ellington),50,52
3,6:55.0,D. Russell misses 2-pt jump shot from 6 ft,,50,52
3,6:52.0,Offensive rebound by J. Allen,,50,52
3,6:51.0,J. Allen makes 2-pt hook shot from 9 ft,,52,52
3,6:33.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Richardson),52,54
3,6:32.0,Brooklyn full timeout,,52,54
3,6:32.0,S. Dinwiddie enters the game for J. Harris,,52,54
3,6:32.0,,D. Wade enters the game for J. Richardson,52,54
3,6:20.0,A. Crabbe misses 3-pt jump shot from 23 ft,,52,54
3,6:17.0,,Defensive rebound by D. Wade,52,54
3,6:09.0,,D. Wade makes 2-pt jump shot from 11 ft,52,56
3,5:59.0,D. Russell misses 3-pt jump shot from 26 ft,,52,56
3,5:57.0,,Defensive rebound by H. Whiteside,52,56
3,5:49.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Wade),52,58
3,5:38.0,S. Dinwiddie makes 2-pt hook shot from 1 ft,,54,58
3,5:20.0,,Turnover by D. Jones (bad pass; steal by D. Russell),54,58
3,5:16.0,D. Russell makes 2-pt layup from 2 ft,,56,58
3,5:01.0,,D. Jones misses 3-pt jump shot from 25 ft,56,58
3,4:55.0,,Offensive rebound by H. Whiteside,56,58
3,4:55.0,,H. Whiteside misses 2-pt layup at rim,56,58
3,4:54.0,,Offensive rebound by R. McGruder,56,58
3,4:51.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. McGruder),56,61
3,4:31.0,J. Dudley misses 3-pt jump shot from 26 ft,,56,61
3,4:29.0,,Defensive rebound by R. McGruder,56,61
3,4:21.0,,R. McGruder makes 2-pt jump shot from 6 ft,56,63
3,4:07.0,J. Allen makes 2-pt hook shot from 6 ft (assist by D. Russell),,58,63
3,3:59.0,,Turnover by R. McGruder (traveling),58,63
3,3:59.0,D. Carroll enters the game for J. Allen,,58,63
3,3:59.0,E. Davis enters the game for A. Crabbe,,58,63
3,3:59.0,R. Hollis-Jefferson enters the game for J. Dudley,,58,63
3,3:59.0,,B. Adebayo enters the game for W. Ellington,58,63
3,3:59.0,,J. Johnson enters the game for D. Jones,58,63
3,3:59.0,,D. Robinson enters the game for H. Whiteside,58,63
3,3:48.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,58,63
3,3:46.0,,Defensive rebound by D. Wade,58,63
3,3:37.0,,D. Wade makes 2-pt hook shot from 6 ft,58,65
3,3:29.0,E. Davis makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,60,65
3,3:07.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by J. Johnson),60,68
3,2:54.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,63,68
3,2:37.0,,B. Adebayo makes 2-pt jump shot from 14 ft (assist by J. Johnson),63,70
3,2:28.0,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),,65,70
3,2:28.0,Shooting foul by B. Adebayo (drawn by E. Davis),,65,70
3,2:28.0,,Miami full timeout,65,70
3,2:28.0,S. Napier enters the game for D. Russell,,65,70
3,2:28.0,E. Davis misses free throw 1 of 1,,65,70
3,2:28.0,,Defensive rebound by B. Adebayo,65,70
3,2:13.0,,D. Wade misses 2-pt jump shot from 13 ft,65,70
3,2:09.0,Defensive rebound by R. Hollis-Jefferson,,65,70
3,2:07.0,Turnover by D. Carroll (traveling),,65,70
3,2:07.0,,J. Richardson enters the game for R. McGruder,65,70
3,1:50.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by D. Wade),65,72
3,1:37.0,S. Napier makes 2-pt jump shot from 14 ft,,67,72
3,1:21.0,,J. Richardson makes 2-pt jump shot from 12 ft,67,74
3,1:13.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,67,74
3,1:06.0,Offensive rebound by S. Napier,,67,74
3,1:04.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Napier),,70,74
3,0:56.0,,J. Johnson misses 2-pt layup from 1 ft,70,74
3,0:53.0,Defensive rebound by E. Davis,,70,74
3,0:50.0,Shooting foul by J. Johnson (drawn by D. Carroll),,70,74
3,0:50.0,D. Carroll makes free throw 1 of 2,,71,74
3,0:50.0,D. Carroll makes free throw 2 of 2,,72,74
3,0:38.0,,Turnover by J. Richardson (bad pass; steal by D. Carroll),72,74
3,0:30.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by D. Wade),,72,74
3,0:28.0,,Defensive rebound by B. Adebayo,72,74
3,0:28.0,,Personal take foul by S. Napier (drawn by D. Wade),72,74
3,0:11.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Richardson),72,77
3,0:03.0,S. Napier makes 2-pt layup from 2 ft (assist by E. Davis),,74,77
3,0:00.0,,D. Wade misses 3-pt jump shot from 35 ft,74,77
3,0:00.0,,Offensive rebound by Team,74,77
4,11:48.0,,Shooting foul by A. Crabbe (drawn by D. Wade),74,77
4,11:48.0,,D. Wade misses free throw 1 of 2,74,77
4,11:48.0,,Offensive rebound by Team,74,77
4,11:48.0,,D. Wade makes free throw 2 of 2,74,78
4,11:30.0,D. Carroll misses 2-pt layup from 2 ft (block by B. Adebayo),,74,78
4,11:27.0,Offensive rebound by E. Davis,,74,78
4,11:27.0,E. Davis makes 2-pt layup from 1 ft,,76,78
4,11:11.0,,D. Wade misses 3-pt jump shot from 25 ft,76,78
4,11:09.0,Defensive rebound by R. Hollis-Jefferson,,76,78
4,10:55.0,D. Carroll makes 2-pt layup from 2 ft,,78,78
4,10:39.0,,J. Johnson misses 3-pt jump shot from 25 ft,78,78
4,10:35.0,Defensive rebound by E. Davis,,78,78
4,10:29.0,Personal foul by J. Richardson (drawn by R. Hollis-Jefferson),,78,78
4,10:29.0,,W. Ellington enters the game for D. Robinson,78,78
4,10:20.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,78,78
4,10:18.0,Offensive rebound by E. Davis,,78,78
4,10:09.0,S. Dinwiddie misses 2-pt layup from 2 ft,,78,78
4,10:09.0,,Defensive rebound by B. Adebayo,78,78
4,10:01.0,,D. Wade misses 3-pt jump shot from 23 ft,78,78
4,9:57.0,Defensive rebound by R. Hollis-Jefferson,,78,78
4,9:53.0,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson),,78,78
4,9:53.0,R. Hollis-Jefferson makes free throw 1 of 2,,79,78
4,9:53.0,,J. Winslow enters the game for D. Wade,79,78
4,9:53.0,R. Hollis-Jefferson makes free throw 2 of 2,,80,78
4,9:40.0,,J. Richardson misses 2-pt jump shot from 12 ft,80,78
4,9:37.0,Defensive rebound by D. Carroll,,80,78
4,9:32.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,83,78
4,9:32.0,,Miami full timeout,83,78
4,9:32.0,,R. McGruder enters the game for J. Johnson,83,78
4,9:11.0,,J. Richardson misses 2-pt layup from 2 ft,83,78
4,9:11.0,Defensive rebound by Team,,83,78
4,8:48.0,S. Dinwiddie makes 2-pt layup from 1 ft,,85,78
4,8:48.0,,Violation by Team (def goaltending),85,78
4,8:30.0,,R. McGruder makes 2-pt hook shot from 4 ft,85,80
4,8:08.0,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft,,85,80
4,8:08.0,Offensive rebound by E. Davis,,85,80
4,8:08.0,E. Davis makes 2-pt layup from 1 ft,,87,80
4,8:08.0,Shooting foul by J. Winslow (drawn by E. Davis),,87,80
4,8:08.0,D. Russell enters the game for S. Dinwiddie,,87,80
4,8:08.0,,H. Whiteside enters the game for B. Adebayo,87,80
4,8:08.0,E. Davis makes free throw 1 of 1,,88,80
4,7:51.0,,J. Winslow misses 2-pt jump shot from 10 ft,88,80
4,7:50.0,Defensive rebound by E. Davis,,88,80
4,7:41.0,Turnover by D. Russell (bad pass; steal by J. Richardson),,88,80
