QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,HOUSTON_ACTION,OKLAHOMA CITY_SCORE,HOUSTON_SCORE
1,7:31.0,,Offensive foul by C. Capela (drawn by P. George),11,9
1,7:20.0,J. Grant misses 2-pt jump shot from 10 ft,,11,9
1,7:18.0,,Defensive rebound by C. Capela,11,9
1,7:05.0,,J. Harden misses 2-pt layup from 2 ft (block by T. Ferguson),11,9
1,7:05.0,,Offensive rebound by Team,11,9
1,7:02.0,,Personal foul by T. Ferguson (drawn by E. Gordon),11,9
1,6:48.0,,P. Tucker misses 2-pt layup from 3 ft (block by J. Grant),11,9
1,6:48.0,,Offensive rebound by Team,11,9
1,6:48.0,,Turnover by Team (shot clock),11,9
1,6:48.0,,Houston full timeout,11,9
1,6:48.0,,G. Green enters the game for D. House,11,9
1,6:42.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by S. Adams),,14,9
1,6:25.0,,C. Capela misses 2-pt layup from 2 ft,14,9
1,6:23.0,,Offensive rebound by C. Capela,14,9
1,6:22.0,,C. Capela misses 2-pt hook shot from 2 ft,14,9
1,6:22.0,Defensive rebound by J. Grant,,14,9
1,6:14.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,16,9
1,6:00.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),16,11
1,6:00.0,,Shooting foul by P. George (drawn by C. Capela),16,11
1,6:00.0,D. Schröder enters the game for T. Ferguson,,16,11
1,6:00.0,,C. Capela misses free throw 1 of 1,16,11
1,6:00.0,Defensive rebound by J. Grant,,16,11
1,5:50.0,P. George misses 2-pt jump shot from 7 ft,,16,11
1,5:45.0,Offensive rebound by P. George,,16,11
1,5:45.0,P. George misses 2-pt layup at rim,,16,11
1,5:44.0,Offensive rebound by P. George,,16,11
1,5:44.0,P. George misses 2-pt layup at rim,,16,11
1,5:43.0,Offensive rebound by P. George,,16,11
1,5:41.0,Turnover by P. George (out of bounds lost ball),,16,11
1,5:41.0,,N. Hilário enters the game for C. Capela,16,11
1,5:33.0,,G. Green misses 3-pt jump shot from 24 ft,16,11
1,5:30.0,Defensive rebound by P. George,,16,11
1,5:17.0,S. Adams misses 2-pt hook shot from 12 ft,,16,11
1,5:15.0,,Defensive rebound by N. Hilário,16,11
1,5:02.0,,J. Harden misses 2-pt layup from 4 ft,16,11
1,4:58.0,Defensive rebound by S. Adams,,16,11
1,4:58.0,Personal foul by G. Green (drawn by J. Grant),,16,11
1,4:58.0,,A. Rivers enters the game for E. Gordon,16,11
1,4:50.0,Personal foul by A. Rivers (drawn by R. Westbrook),,16,11
1,4:45.0,R. Westbrook misses 2-pt jump shot from 15 ft,,16,11
1,4:42.0,,Defensive rebound by N. Hilário,16,11
1,4:34.0,,J. Harden makes 2-pt layup from 1 ft,16,13
1,4:19.0,P. George misses 2-pt layup from 2 ft,,16,13
1,4:18.0,,Defensive rebound by J. Harden,16,13
1,4:11.0,,J. Harden misses 3-pt jump shot from 26 ft,16,13
1,4:08.0,Defensive rebound by D. Schröder,,16,13
1,3:52.0,Turnover by S. Adams (lost ball; steal by J. Harden),,16,13
1,3:44.0,,Personal foul by J. Grant (drawn by J. Harden),16,13
1,3:37.0,,J. Harden makes 2-pt layup from 1 ft,16,15
1,3:24.0,R. Westbrook misses 2-pt jump shot from 9 ft,,16,15
1,3:21.0,Offensive rebound by D. Schröder,,16,15
1,3:19.0,D. Schröder misses 2-pt jump shot from 22 ft,,16,15
1,3:18.0,Offensive rebound by R. Westbrook,,16,15
1,3:18.0,R. Westbrook misses 2-pt layup from 8 ft,,16,15
1,3:16.0,Offensive rebound by S. Adams,,16,15
1,3:03.0,Offensive foul by J. Grant (drawn by A. Rivers),,16,15
1,3:03.0,Turnover by J. Grant (offensive foul),,16,15
1,2:47.0,,J. Harden misses 2-pt layup from 1 ft (block by R. Westbrook),16,15
1,2:45.0,Defensive rebound by D. Schröder,,16,15
1,2:30.0,S. Adams makes 2-pt hook shot from 11 ft,,18,15
1,2:14.0,,A. Rivers misses 3-pt jump shot from 26 ft,18,15
1,2:09.0,Defensive rebound by R. Westbrook,,18,15
1,2:00.0,S. Adams makes 2-pt jump shot from 13 ft (assist by P. George),,20,15
1,1:59.0,,Houston full timeout,20,15
1,1:59.0,T. Ferguson enters the game for J. Grant,,20,15
1,1:59.0,P. Patterson enters the game for R. Westbrook,,20,15
1,1:47.0,,P. Tucker misses 3-pt jump shot from 23 ft,20,15
1,1:44.0,Defensive rebound by S. Adams,,20,15
1,1:35.0,P. George misses 3-pt jump shot from 26 ft,,20,15
1,1:32.0,,Defensive rebound by G. Green,20,15
1,1:24.0,,J. Harden makes 2-pt layup from 2 ft,20,17
1,1:10.0,Turnover by P. George (bad pass; steal by P. Tucker),,20,17
1,0:56.0,,A. Rivers makes 2-pt layup from 1 ft,20,19
1,0:39.0,Turnover by D. Schröder (bad pass; steal by G. Green),,20,19
1,0:32.0,,P. Tucker misses 3-pt jump shot from 23 ft,20,19
1,0:29.0,Defensive rebound by T. Ferguson,,20,19
1,0:23.0,T. Ferguson misses 3-pt jump shot from 23 ft,,20,19
1,0:22.0,Offensive rebound by P. Patterson,,20,19
1,0:21.0,Shooting foul by G. Green (drawn by P. Patterson),,20,19
1,0:21.0,P. Patterson makes free throw 1 of 2,,21,19
1,0:21.0,,E. Gordon enters the game for P. Tucker,21,19
1,0:21.0,P. Patterson makes free throw 2 of 2,,22,19
1,0:03.0,,J. Harden makes 3-pt jump shot from 27 ft,22,22
1,0:00.0,D. Schröder misses 3-pt jump shot from 52 ft,,22,22
1,0:00.0,Offensive rebound by Team,,22,22
2,11:47.0,,A. Rivers misses 2-pt layup from 2 ft (block by N. Noel),22,22
2,11:43.0,,Offensive rebound by C. Capela,22,22
2,11:43.0,,C. Capela makes 2-pt layup from 1 ft,22,24
2,11:21.0,P. Patterson misses 2-pt jump shot from 13 ft,,22,24
2,11:19.0,Offensive rebound by H. Diallo,,22,24
2,11:19.0,H. Diallo makes 2-pt dunk at rim,,24,24
2,11:05.0,,Turnover by E. Gordon (offensive foul),24,24
2,11:05.0,,Offensive foul by E. Gordon (drawn by N. Noel),24,24
2,10:54.0,D. Schröder makes 2-pt layup from 2 ft,,26,24
2,10:42.0,,D. House misses 3-pt jump shot from 23 ft,26,24
2,10:40.0,,Offensive rebound by C. Capela,26,24
2,10:39.0,,G. Green makes 3-pt jump shot from 23 ft (assist by C. Capela),26,27
2,10:39.0,,Shooting foul by H. Diallo (drawn by G. Green),26,27
2,10:39.0,,G. Green makes free throw 1 of 1,26,28
2,10:31.0,P. Patterson misses 3-pt jump shot from 26 ft,,26,28
2,10:27.0,,Defensive rebound by E. Gordon,26,28
2,10:14.0,,G. Green misses 3-pt jump shot from 25 ft,26,28
2,10:12.0,Defensive rebound by H. Diallo,,26,28
2,10:05.0,D. Schröder makes 2-pt layup from 2 ft,,28,28
2,9:53.0,,E. Gordon makes 3-pt jump shot from 25 ft,28,31
2,9:36.0,H. Diallo makes 2-pt layup from 1 ft (assist by N. Noel),,30,31
2,9:20.0,,E. Gordon makes 2-pt layup from 2 ft,30,33
2,9:05.0,T. Ferguson makes 2-pt jump shot from 7 ft,,32,33
2,8:55.0,,Turnover by G. Green (bad pass),32,33
2,8:55.0,A. Nader enters the game for T. Ferguson,,32,33
2,8:55.0,R. Westbrook enters the game for P. Patterson,,32,33
2,8:47.0,D. Schröder misses 3-pt jump shot from 26 ft,,32,33
2,8:43.0,,Defensive rebound by C. Capela,32,33
2,8:39.0,,E. Gordon misses 3-pt jump shot from 26 ft,32,33
2,8:35.0,,Offensive rebound by D. House,32,33
2,8:27.0,,E. Gordon misses 2-pt layup from 2 ft (block by N. Noel),32,33
2,8:25.0,Defensive rebound by N. Noel,,32,33
2,8:22.0,R. Westbrook misses 2-pt layup from 1 ft,,32,33
2,8:17.0,,Defensive rebound by A. Rivers,32,33
2,8:15.0,,G. Green misses 3-pt jump shot from 26 ft,32,33
2,8:13.0,,Offensive rebound by C. Capela,32,33
2,8:13.0,,C. Capela misses 2-pt layup from 6 ft,32,33
2,8:11.0,,Offensive rebound by C. Capela,32,33
2,8:09.0,,E. Gordon misses 3-pt jump shot from 29 ft,32,33
2,8:09.0,Defensive rebound by N. Noel,,32,33
2,8:01.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by H. Diallo),,35,33
2,7:38.0,,A. Rivers misses 2-pt jump shot from 8 ft (block by N. Noel),35,33
2,7:33.0,Defensive rebound by R. Westbrook,,35,33
2,7:29.0,R. Westbrook misses 3-pt jump shot from 26 ft,,35,33
2,7:26.0,,Defensive rebound by C. Capela,35,33
2,7:26.0,,Personal foul by R. Westbrook (drawn by E. Gordon),35,33
2,7:26.0,Technical foul by R. Westbrook,,35,33
2,7:26.0,,G. Green makes technical free throw,35,34
2,7:09.0,,G. Green misses 3-pt jump shot from 26 ft,35,34
2,7:07.0,Defensive rebound by R. Westbrook,,35,34
2,6:53.0,N. Noel makes 2-pt layup from 2 ft (assist by D. Schröder),,37,34
2,6:53.0,Shooting foul by G. Green (drawn by N. Noel),,37,34
2,6:53.0,,Houston full timeout,37,34
2,6:53.0,P. George enters the game for D. Schröder,,37,34
2,6:53.0,,J. Harden enters the game for G. Green,37,34
2,6:53.0,,P. Tucker enters the game for A. Rivers,37,34
2,6:53.0,N. Noel misses free throw 1 of 1,,37,34
2,6:53.0,,Defensive rebound by C. Capela,37,34
2,6:34.0,,Personal foul by N. Noel (drawn by J. Harden),37,34
2,6:33.0,,Turnover by P. Tucker (bad pass; steal by R. Westbrook),37,34
2,6:30.0,R. Westbrook makes 2-pt layup from 1 ft,,39,34
2,6:16.0,,Personal foul by H. Diallo (drawn by E. Gordon),39,34
2,6:16.0,S. Adams enters the game for N. Noel,,39,34
2,6:05.0,,E. Gordon misses 3-pt jump shot from 25 ft,39,34
2,6:05.0,,Offensive rebound by P. Tucker,39,34
2,6:05.0,,Turnover by P. Tucker (lost ball; steal by R. Westbrook),39,34
2,5:55.0,Turnover by H. Diallo (step out of bounds),,39,34
2,5:44.0,,J. Harden misses 2-pt layup from 2 ft (block by H. Diallo),39,34
2,5:41.0,,Offensive rebound by J. Harden,39,34
2,5:39.0,,D. House misses 3-pt jump shot from 24 ft,39,34
2,5:38.0,,Offensive rebound by C. Capela,39,34
2,5:30.0,,C. Capela makes 2-pt dunk from 2 ft (assist by E. Gordon),39,36
2,5:18.0,R. Westbrook makes 2-pt layup from 2 ft,,41,36
2,5:18.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,41,36
2,5:18.0,J. Grant enters the game for H. Diallo,,41,36
2,5:18.0,D. Schröder enters the game for A. Nader,,41,36
2,5:18.0,R. Westbrook makes free throw 1 of 1,,42,36
2,5:01.0,,Turnover by J. Harden (lost ball; steal by D. Schröder),42,36
2,4:57.0,P. George makes 2-pt dunk from 1 ft (assist by D. Schröder),,44,36
2,4:38.0,,C. Capela makes 2-pt dunk from 1 ft (assist by D. House),44,38
2,4:22.0,P. George makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,46,38
2,4:13.0,,E. Gordon misses 2-pt layup from 2 ft (block by D. Schröder),46,38
2,4:10.0,Defensive rebound by S. Adams,,46,38
2,3:55.0,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),,48,38
2,3:43.0,,E. Gordon misses 3-pt jump shot from 25 ft,48,38
2,3:41.0,Defensive rebound by R. Westbrook,,48,38
2,3:37.0,Turnover by R. Westbrook (lost ball; steal by J. Harden),,48,38
2,3:35.0,,Shooting foul by J. Grant (drawn by J. Harden),48,38
2,3:35.0,,J. Harden makes free throw 1 of 2,48,39
2,3:35.0,,N. Hilário enters the game for C. Capela,48,39
2,3:35.0,,A. Rivers enters the game for D. House,48,39
2,3:35.0,,J. Harden makes free throw 2 of 2,48,40
2,3:24.0,S. Adams misses 2-pt hook shot from 10 ft,,48,40
2,3:21.0,,Defensive rebound by P. Tucker,48,40
2,3:03.0,,J. Harden makes 2-pt jump shot from 17 ft,48,42
2,2:57.0,Oklahoma City full timeout,,48,42
2,2:57.0,T. Ferguson enters the game for J. Grant,,48,42
2,2:43.0,S. Adams makes 2-pt hook shot from 11 ft (assist by R. Westbrook),,50,42
2,2:27.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by N. Hilário),50,45
2,2:08.0,D. Schröder makes 2-pt layup from 2 ft,,52,45
2,1:52.0,,Turnover by E. Gordon (bad pass; steal by R. Westbrook),52,45
2,1:50.0,Personal foul by N. Hilário (drawn by S. Adams),,52,45
2,1:47.0,Personal foul by E. Gordon (drawn by R. Westbrook),,52,45
2,1:47.0,R. Westbrook makes free throw 1 of 2,,53,45
2,1:47.0,R. Westbrook misses free throw 2 of 2,,53,45
2,1:47.0,,Defensive rebound by P. Tucker,53,45
2,1:46.0,,Personal foul by P. George (drawn by P. Tucker),53,45
2,1:46.0,,P. Tucker misses free throw 1 of 2,53,45
2,1:46.0,,Offensive rebound by Team,53,45
2,1:46.0,,P. Tucker misses free throw 2 of 2,53,45
2,1:46.0,Defensive rebound by P. George,,53,45
2,1:37.0,P. George makes 3-pt jump shot from 28 ft,,56,45
2,1:17.0,,J. Harden misses 3-pt jump shot from 26 ft,56,45
2,1:14.0,,Offensive rebound by P. Tucker,56,45
2,1:13.0,,P. Tucker makes 2-pt layup from 1 ft,56,47
2,1:02.0,Shooting foul by A. Rivers (drawn by R. Westbrook),,56,47
2,1:02.0,R. Westbrook makes free throw 1 of 2,,57,47
2,1:02.0,R. Westbrook makes free throw 2 of 2,,58,47
2,0:41.0,,J. Harden makes 2-pt jump shot from 5 ft,58,49
2,0:36.0,T. Ferguson misses 3-pt jump shot from 23 ft,,58,49
2,0:33.0,Offensive rebound by S. Adams,,58,49
2,0:32.0,D. Schröder misses 3-pt jump shot from 26 ft,,58,49
2,0:29.0,,Defensive rebound by P. Tucker,58,49
2,0:08.0,,J. Harden makes 3-pt jump shot from 25 ft,58,52
2,0:02.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,60,52
2,0:02.0,,Turnover by N. Hilário (bad pass; steal by R. Westbrook),60,52
3,11:50.0,,E. Gordon misses 3-pt jump shot from 28 ft,60,52
3,11:48.0,Defensive rebound by J. Grant,,60,52
3,11:31.0,R. Westbrook misses 2-pt jump shot from 21 ft,,60,52
3,11:29.0,Offensive rebound by S. Adams,,60,52
3,11:26.0,R. Westbrook misses 3-pt jump shot from 28 ft,,60,52
3,11:23.0,,Defensive rebound by D. House,60,52
3,11:15.0,,Turnover by J. Harden (bad pass; steal by S. Adams),60,52
3,11:10.0,P. George misses 2-pt layup from 2 ft (block by E. Gordon),,60,52
3,11:07.0,,Defensive rebound by Team,60,52
3,11:02.0,,Offensive foul by C. Capela (drawn by R. Westbrook),60,52
3,11:02.0,,Turnover by C. Capela (offensive foul),60,52
3,10:53.0,Personal foul by J. Harden (drawn by S. Adams),,60,52
3,10:47.0,Turnover by R. Westbrook (bad pass),,60,52
3,10:25.0,,D. House makes 3-pt jump shot from 25 ft (assist by C. Capela),60,55
3,10:11.0,P. George misses 2-pt jump shot from 12 ft,,60,55
3,10:08.0,Offensive rebound by J. Grant,,60,55
3,10:07.0,J. Grant misses 2-pt layup from 2 ft,,60,55
3,10:06.0,Offensive rebound by J. Grant,,60,55
3,10:04.0,J. Grant misses 2-pt layup from 2 ft (block by C. Capela),,60,55
3,10:02.0,,Defensive rebound by C. Capela,60,55
3,9:49.0,,J. Harden misses 3-pt jump shot from 27 ft,60,55
3,9:45.0,,Offensive rebound by D. House,60,55
3,9:45.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. House),60,58
3,9:42.0,Oklahoma City full timeout,,60,58
3,9:31.0,R. Westbrook misses 3-pt jump shot from 27 ft,,60,58
3,9:30.0,Offensive rebound by Team,,60,58
3,9:30.0,,Loose ball foul by C. Capela (drawn by S. Adams),60,58
3,9:22.0,Turnover by R. Westbrook (bad pass; steal by P. Tucker),,60,58
3,9:22.0,,Personal foul by P. George (drawn by P. Tucker),60,58
3,8:58.0,,J. Harden makes 2-pt layup from 2 ft,60,60
3,8:41.0,J. Grant makes 2-pt jump shot from 8 ft,,62,60
3,8:34.0,,E. Gordon makes 3-pt jump shot from 25 ft,62,63
3,8:17.0,S. Adams makes 2-pt layup from 2 ft,,64,63
3,8:07.0,,E. Gordon misses 3-pt jump shot from 27 ft,64,63
3,8:04.0,Defensive rebound by P. George,,64,63
3,7:57.0,P. George makes 2-pt layup from 1 ft,,66,63
3,7:52.0,,D. House makes 2-pt layup from 1 ft (assist by J. Harden),66,65
3,7:52.0,,Shooting foul by R. Westbrook (drawn by D. House),66,65
3,7:52.0,,D. House makes free throw 1 of 1,66,66
3,7:42.0,J. Grant misses 3-pt jump shot from 23 ft,,66,66
3,7:37.0,,Defensive rebound by D. House,66,66
3,7:35.0,,J. Harden misses 3-pt jump shot from 25 ft,66,66
3,7:33.0,,Offensive rebound by J. Harden,66,66
3,7:25.0,,D. House misses 2-pt layup from 1 ft,66,66
3,7:23.0,Defensive rebound by P. George,,66,66
3,7:18.0,J. Grant makes 2-pt layup from 1 ft (assist by P. George),,68,66
3,7:03.0,,Shooting foul by T. Ferguson (drawn by J. Harden),68,66
3,7:03.0,,J. Harden makes free throw 1 of 2,68,67
3,7:03.0,D. Schröder enters the game for T. Ferguson,,68,67
3,7:03.0,,J. Harden makes free throw 2 of 2,68,68
3,6:53.0,R. Westbrook makes 2-pt layup from 1 ft,,70,68
3,6:37.0,,C. Capela misses 2-pt dunk from 1 ft (block by J. Grant),70,68
3,6:34.0,Defensive rebound by P. George,,70,68
3,6:24.0,Turnover by P. George (bad pass; steal by D. House),,70,68
3,6:20.0,,P. Tucker makes 2-pt layup from 2 ft (assist by J. Harden),70,70
3,6:08.0,S. Adams misses 2-pt layup from 5 ft,,70,70
3,6:05.0,,Defensive rebound by C. Capela,70,70
3,6:00.0,,J. Harden makes 3-pt jump shot from 26 ft,70,73
3,5:41.0,R. Westbrook misses 2-pt jump shot from 13 ft,,70,73
3,5:38.0,,Defensive rebound by C. Capela,70,73
3,5:29.0,,Turnover by J. Harden (lost ball; steal by P. George),70,73
3,5:24.0,P. George makes 3-pt jump shot from 29 ft (assist by D. Schröder),,73,73
3,5:22.0,,Houston full timeout,73,73
3,5:22.0,,G. Green enters the game for C. Capela,73,73
3,5:22.0,,N. Hilário enters the game for E. Gordon,73,73
3,5:22.0,,A. Rivers enters the game for D. House,73,73
3,5:04.0,,J. Harden misses 2-pt jump shot from 14 ft,73,73
3,5:03.0,Defensive rebound by P. George,,73,73
3,5:00.0,R. Westbrook makes 2-pt layup from 1 ft,,75,73
3,5:00.0,Shooting foul by G. Green (drawn by R. Westbrook),,75,73
3,5:00.0,R. Westbrook misses free throw 1 of 1,,75,73
3,5:00.0,,Defensive rebound by J. Harden,75,73
3,4:37.0,,J. Harden misses 2-pt jump shot from 19 ft,75,73
3,4:34.0,Defensive rebound by J. Grant,,75,73
3,4:31.0,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),,77,73
3,4:08.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),77,75
3,3:55.0,P. George makes 3-pt jump shot from 25 ft,,80,75
3,3:35.0,,J. Harden misses 3-pt jump shot from 26 ft,80,75
3,3:31.0,Defensive rebound by P. George,,80,75
3,3:25.0,J. Grant misses 2-pt layup from 2 ft,,80,75
3,3:23.0,,Defensive rebound by N. Hilário,80,75
3,3:12.0,,Personal foul by S. Adams (drawn by N. Hilário),80,75
3,3:03.0,,J. Harden makes 2-pt jump shot from 19 ft,80,77
3,3:03.0,,Shooting foul by D. Schröder (drawn by J. Harden),80,77
3,3:03.0,,J. Harden makes free throw 1 of 1,80,78
3,2:53.0,Shooting foul by A. Rivers (drawn by R. Westbrook),,80,78
3,2:53.0,R. Westbrook makes free throw 1 of 2,,81,78
3,2:53.0,R. Westbrook makes free throw 2 of 2,,82,78
3,2:37.0,,G. Green misses 3-pt jump shot from 23 ft,82,78
3,2:34.0,Defensive rebound by P. George,,82,78
3,2:26.0,P. George misses 2-pt layup from 2 ft,,82,78
3,2:24.0,,Defensive rebound by N. Hilário,82,78
3,2:24.0,T. Ferguson enters the game for R. Westbrook,,82,78
3,2:08.0,,P. Tucker makes 2-pt jump shot from 9 ft (assist by J. Harden),82,80
3,1:57.0,Shooting foul by P. Tucker (drawn by P. George),,82,80
3,1:57.0,P. George makes free throw 1 of 2,,83,80
3,1:57.0,A. Nader enters the game for J. Grant,,83,80
3,1:57.0,P. George makes free throw 2 of 2,,84,80
3,1:43.0,,P. Tucker makes 2-pt hook shot from 9 ft (assist by A. Rivers),84,82
3,1:31.0,D. Schröder misses 2-pt jump shot from 14 ft,,84,82
3,1:28.0,,Defensive rebound by J. Harden,84,82
3,1:22.0,,Shooting foul by D. Schröder (drawn by J. Harden),84,82
3,1:22.0,,J. Harden makes free throw 1 of 2,84,83
3,1:22.0,,E. Gordon enters the game for G. Green,84,83
3,1:22.0,,J. Harden misses free throw 2 of 2,84,83
3,1:22.0,Defensive rebound by A. Nader,,84,83
3,1:03.0,A. Nader misses 3-pt jump shot from 25 ft,,84,83
3,1:00.0,,Defensive rebound by A. Rivers,84,83
3,0:52.0,,J. Harden makes 3-pt jump shot from 26 ft,84,86
3,0:45.0,D. Schröder makes 2-pt jump shot from 3 ft,,86,86
3,0:30.0,,J. Harden misses 3-pt jump shot from 26 ft,86,86
3,0:27.0,Defensive rebound by S. Adams,,86,86
3,0:07.0,P. George misses 3-pt jump shot from 25 ft,,86,86
3,0:02.0,Offensive rebound by P. George,,86,86
3,0:02.0,P. George makes 2-pt layup from 2 ft,,88,86
3,0:00.0,,J. Harden misses 3-pt jump shot from 49 ft,88,86
3,0:00.0,,Offensive rebound by Team,88,86
4,11:54.0,T. Ferguson misses 3-pt jump shot from 24 ft,,88,86
4,11:50.0,,Defensive rebound by C. Capela,88,86
4,11:32.0,,C. Capela misses 2-pt hook shot from 10 ft,88,86
4,11:30.0,Defensive rebound by H. Diallo,,88,86
4,11:16.0,D. Schröder misses 2-pt jump shot from 17 ft,,88,86
4,11:12.0,,Defensive rebound by C. Capela,88,86
4,11:05.0,,Shooting foul by T. Ferguson (drawn by A. Rivers),88,86
4,11:05.0,,A. Rivers misses free throw 1 of 2,88,86
4,11:05.0,,Offensive rebound by Team,88,86
4,11:05.0,,A. Rivers makes free throw 2 of 2,88,87
4,10:54.0,A. Nader misses 2-pt jump shot from 7 ft,,88,87
4,10:51.0,,Defensive rebound by Team,88,87
4,10:38.0,,E. Gordon misses 2-pt jump shot from 7 ft,88,87
4,10:35.0,,Offensive rebound by C. Capela,88,87
4,10:33.0,,C. Capela misses 2-pt hook shot from 6 ft,88,87
4,10:31.0,Defensive rebound by D. Schröder,,88,87
4,10:21.0,Turnover by N. Noel (bad pass; steal by C. Capela),,88,87
4,10:11.0,,E. Gordon makes 2-pt layup from 1 ft,88,89
4,9:56.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by A. Nader),,91,89
4,9:41.0,,G. Green makes 2-pt layup from 1 ft (assist by E. Gordon),91,91
4,9:29.0,D. Schröder makes 2-pt layup from 3 ft,,93,91
4,9:18.0,,E. Gordon makes 2-pt layup from 2 ft,93,93
4,9:18.0,Oklahoma City full timeout,,93,93
4,9:18.0,R. Westbrook enters the game for T. Ferguson,,93,93
4,9:18.0,R. Westbrook misses 2-pt jump shot from 22 ft,,93,93
4,9:17.0,,Defensive rebound by C. Capela,93,93
4,9:00.0,,G. Green misses 3-pt jump shot from 25 ft,93,93
4,8:57.0,,Offensive rebound by C. Capela,93,93
4,8:53.0,,D. House makes 3-pt jump shot from 23 ft (assist by C. Capela),93,96
4,8:30.0,A. Nader misses 3-pt jump shot from 25 ft,,93,96
4,8:28.0,,Defensive rebound by E. Gordon,93,96
4,8:24.0,,E. Gordon misses 3-pt jump shot from 30 ft (block by N. Noel),93,96
4,8:22.0,Defensive rebound by R. Westbrook,,93,96
4,8:15.0,H. Diallo makes 2-pt layup from 2 ft (assist by R. Westbrook),,95,96
4,7:57.0,,Turnover by D. House (lost ball; steal by N. Noel),95,96
4,7:55.0,Shooting foul by D. House (drawn by H. Diallo),,95,96
4,7:55.0,H. Diallo misses free throw 1 of 2,,95,96
4,7:55.0,Offensive rebound by Team,,95,96
4,7:55.0,J. Grant enters the game for A. Nader,,95,96
4,7:55.0,,J. Harden enters the game for G. Green,95,96
4,7:55.0,H. Diallo misses free throw 2 of 2,,95,96
4,7:55.0,,Defensive rebound by E. Gordon,95,96
4,7:30.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),95,98
4,7:10.0,R. Westbrook misses 3-pt jump shot from 26 ft,,95,98
4,7:06.0,,Defensive rebound by E. Gordon,95,98
4,6:58.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),95,100
