QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
2,10:55.0,,N. Powell misses 2-pt layup from 2 ft,22,31
2,10:54.0,Defensive rebound by N. Noel,,22,31
2,10:50.0,Personal foul by J. Lin (drawn by M. Morris),,22,31
2,10:45.0,Shooting foul by O. Anunoby (drawn by P. George),,22,31
2,10:45.0,P. George makes free throw 1 of 2,,23,31
2,10:45.0,P. George makes free throw 2 of 2,,24,31
2,10:33.0,,Personal foul by P. George (drawn by K. Leonard),24,31
2,10:26.0,,Personal foul by N. Noel (drawn by K. Leonard),24,31
2,10:20.0,,Turnover by K. Leonard (traveling),24,31
2,10:09.0,D. Schröder makes 2-pt jump shot from 9 ft,,26,31
2,10:09.0,Shooting foul by J. Lin (drawn by D. Schröder),,26,31
2,10:09.0,D. Schröder makes free throw 1 of 1,,27,31
2,9:52.0,,O. Anunoby misses 2-pt layup from 2 ft,27,31
2,9:51.0,Defensive rebound by N. Noel,,27,31
2,9:46.0,M. Morris misses 2-pt layup from 2 ft (block by S. Ibaka),,27,31
2,9:44.0,,Defensive rebound by N. Powell,27,31
2,9:41.0,,J. Lin misses 3-pt jump shot from 23 ft,27,31
2,9:38.0,,Offensive rebound by O. Anunoby,27,31
2,9:38.0,,O. Anunoby makes 2-pt layup from 1 ft,27,33
2,9:24.0,A. Nader misses 3-pt jump shot from 24 ft,,27,33
2,9:22.0,,Defensive rebound by Team,27,33
2,9:22.0,,D. Green enters the game for N. Powell,27,33
2,9:10.0,,D. Green makes 3-pt jump shot from 23 ft (assist by J. Lin),27,36
2,9:00.0,P. George makes 3-pt jump shot from 27 ft,,30,36
2,8:45.0,,K. Leonard misses 2-pt jump shot from 11 ft,30,36
2,8:43.0,Defensive rebound by N. Noel,,30,36
2,8:38.0,D. Schröder misses 3-pt jump shot from 22 ft,,30,36
2,8:34.0,,Defensive rebound by J. Lin,30,36
2,8:28.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by K. Leonard),30,39
2,8:14.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,32,39
2,7:55.0,,K. Leonard makes 2-pt dunk from 1 ft,32,41
2,7:27.0,D. Schröder makes 2-pt layup at rim,,34,41
2,7:05.0,,S. Ibaka makes 2-pt jump shot from 19 ft,34,43
2,6:49.0,Turnover by N. Noel (lost ball; steal by K. Leonard),,34,43
2,6:43.0,,S. Ibaka makes 2-pt hook shot from 2 ft (assist by D. Green),34,45
2,6:43.0,Oklahoma City full timeout,,34,45
2,6:43.0,S. Adams enters the game for P. George,,34,45
2,6:43.0,T. Ferguson enters the game for M. Morris,,34,45
2,6:43.0,J. Grant enters the game for A. Nader,,34,45
2,6:43.0,R. Westbrook enters the game for N. Noel,,34,45
2,6:43.0,,P. Siakam enters the game for K. Leonard,34,45
2,6:33.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,37,45
2,6:20.0,,Offensive foul by S. Ibaka (drawn by D. Schröder),37,45
2,6:20.0,,Turnover by S. Ibaka (offensive foul),37,45
2,6:10.0,S. Adams makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,39,45
2,5:53.0,,P. Siakam makes 2-pt hook shot from 4 ft,39,47
2,5:40.0,S. Adams makes 2-pt hook shot from 9 ft (assist by R. Westbrook),,41,47
2,5:22.0,,O. Anunoby misses 3-pt jump shot from 22 ft,41,47
2,5:19.0,Defensive rebound by J. Grant,,41,47
2,5:07.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by T. Ferguson),,43,47
2,4:57.0,,Toronto full timeout,43,47
2,4:57.0,,M. Gasol enters the game for O. Anunoby,43,47
2,4:57.0,,K. Leonard enters the game for S. Ibaka,43,47
2,4:57.0,,F. VanVleet enters the game for J. Lin,43,47
2,4:40.0,,P. Siakam makes 2-pt jump shot from 4 ft,43,49
2,4:27.0,T. Ferguson misses 2-pt jump shot from 20 ft,,43,49
2,4:25.0,Offensive rebound by J. Grant,,43,49
2,4:23.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,46,49
2,4:17.0,,Turnover by P. Siakam (bad pass; steal by R. Westbrook),46,49
2,4:10.0,Turnover by D. Schröder (bad pass; steal by M. Gasol),,46,49
2,3:57.0,,D. Green misses 3-pt jump shot from 23 ft,46,49
2,3:54.0,,Offensive rebound by F. VanVleet,46,49
2,3:51.0,,D. Green misses 3-pt jump shot from 23 ft,46,49
2,3:47.0,Defensive rebound by S. Adams,,46,49
2,3:30.0,S. Adams misses 2-pt hook shot from 5 ft,,46,49
2,3:28.0,,Defensive rebound by M. Gasol,46,49
2,3:22.0,,Personal foul by T. Ferguson (drawn by K. Leonard),46,49
2,3:22.0,P. George enters the game for D. Schröder,,46,49
2,3:20.0,,Personal foul by J. Grant (drawn by K. Leonard),46,49
2,3:09.0,,F. VanVleet misses 2-pt jump shot from 10 ft,46,49
2,3:06.0,Defensive rebound by J. Grant,,46,49
2,2:56.0,T. Ferguson misses 3-pt jump shot from 23 ft,,46,49
2,2:53.0,,Defensive rebound by M. Gasol,46,49
2,2:51.0,,Turnover by K. Leonard (out of bounds lost ball),46,49
2,2:43.0,R. Westbrook misses 2-pt jump shot from 19 ft,,46,49
2,2:40.0,,Defensive rebound by D. Green,46,49
2,2:36.0,,F. VanVleet misses 2-pt layup from 2 ft (block by S. Adams),46,49
2,2:36.0,,Offensive rebound by Team,46,49
2,2:20.0,,P. Siakam misses 3-pt jump shot from 24 ft,46,49
2,2:17.0,Defensive rebound by P. George,,46,49
2,2:08.0,P. George makes 2-pt jump shot from 9 ft,,48,49
2,1:58.0,,K. Leonard makes 2-pt jump shot from 3 ft (assist by F. VanVleet),48,51
2,1:43.0,J. Grant misses 2-pt layup from 6 ft,,48,51
2,1:41.0,,Defensive rebound by K. Leonard,48,51
2,1:27.0,,Personal foul by J. Grant (drawn by K. Leonard),48,51
2,1:27.0,,K. Leonard makes free throw 1 of 2,48,52
2,1:27.0,,K. Leonard makes free throw 2 of 2,48,53
2,1:18.0,R. Westbrook misses 2-pt layup from 2 ft (block by P. Siakam),,48,53
2,1:15.0,,Defensive rebound by P. Siakam,48,53
2,1:12.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),48,56
2,0:59.0,T. Ferguson misses 3-pt jump shot from 24 ft,,48,56
2,0:56.0,Offensive rebound by S. Adams,,48,56
2,0:47.0,R. Westbrook misses 3-pt jump shot from 25 ft,,48,56
2,0:45.0,,Defensive rebound by F. VanVleet,48,56
2,0:22.0,,K. Leonard makes 2-pt jump shot from 11 ft,48,58
2,0:02.0,R. Westbrook misses 2-pt layup from 6 ft,,48,58
2,0:00.0,,Defensive rebound by D. Green,48,58
3,11:50.0,,P. Siakam misses 2-pt hook shot from 2 ft,48,58
3,11:49.0,Defensive rebound by R. Westbrook,,48,58
3,11:44.0,S. Adams makes 2-pt hook shot from 2 ft (assist by R. Westbrook),,50,58
3,11:25.0,,Personal foul by R. Westbrook (drawn by M. Gasol),50,58
3,11:15.0,,Turnover by M. Gasol (lost ball; steal by R. Westbrook),50,58
3,11:11.0,R. Westbrook misses 3-pt jump shot from 26 ft,,50,58
3,11:08.0,,Defensive rebound by D. Green,50,58
3,10:53.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by F. VanVleet),50,61
3,10:32.0,T. Ferguson misses 2-pt layup from 4 ft (block by M. Gasol),,50,61
3,10:29.0,Offensive rebound by S. Adams,,50,61
3,10:27.0,S. Adams misses 2-pt layup from 2 ft,,50,61
3,10:26.0,Offensive rebound by S. Adams,,50,61
3,10:24.0,J. Grant makes 3-pt jump shot from 24 ft (assist by S. Adams),,53,61
3,10:00.0,,K. Leonard misses 2-pt jump shot from 11 ft,53,61
3,9:58.0,Defensive rebound by P. George,,53,61
3,9:53.0,P. George makes 2-pt jump shot from 9 ft,,55,61
3,9:41.0,,Offensive foul by P. Siakam (drawn by P. George),55,61
3,9:41.0,,Turnover by P. Siakam (offensive foul),55,61
3,9:31.0,S. Adams misses 2-pt jump shot from 13 ft,,55,61
3,9:28.0,,Defensive rebound by D. Green,55,61
3,9:18.0,,Shooting foul by R. Westbrook (drawn by P. Siakam),55,61
3,9:18.0,,P. Siakam makes free throw 1 of 2,55,62
3,9:18.0,,P. Siakam makes free throw 2 of 2,55,63
3,9:11.0,Turnover by R. Westbrook (lost ball; steal by P. Siakam),,55,63
3,9:01.0,,D. Green misses 3-pt jump shot from 23 ft,55,63
3,8:59.0,,Offensive rebound by K. Leonard,55,63
3,8:58.0,,K. Leonard makes 2-pt dunk from 1 ft,55,65
3,8:45.0,P. George misses 3-pt jump shot from 26 ft,,55,65
3,8:42.0,,Defensive rebound by D. Green,55,65
3,8:28.0,,K. Leonard misses 2-pt hook shot from 3 ft,55,65
3,8:28.0,,Offensive rebound by Team,55,65
3,8:14.0,,F. VanVleet makes 2-pt layup from 2 ft,55,67
3,8:04.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),,58,67
3,7:51.0,,P. Siakam makes 2-pt jump shot from 7 ft,58,69
3,7:25.0,J. Grant makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,61,69
3,7:10.0,,Shooting foul by J. Grant (drawn by P. Siakam),61,69
3,7:10.0,,P. Siakam makes free throw 1 of 2,61,70
3,7:10.0,Oklahoma City full timeout,,61,70
3,7:10.0,,P. Siakam makes free throw 2 of 2,61,71
3,6:51.0,T. Ferguson makes 2-pt layup from 7 ft (assist by R. Westbrook),,63,71
3,6:39.0,,Offensive foul by K. Leonard (drawn by P. George),63,71
3,6:39.0,,Turnover by K. Leonard (offensive foul),63,71
3,6:29.0,P. George misses 3-pt jump shot from 26 ft,,63,71
3,6:27.0,,Defensive rebound by P. Siakam,63,71
3,6:16.0,,Turnover by P. Siakam (lost ball; steal by R. Westbrook),63,71
3,5:56.0,S. Adams misses 2-pt hook shot from 5 ft,,63,71
3,5:55.0,,Defensive rebound by Team,63,71
3,5:37.0,,Shooting foul by S. Adams (drawn by K. Leonard),63,71
3,5:37.0,,K. Leonard makes free throw 1 of 2,63,72
3,5:37.0,D. Schröder enters the game for T. Ferguson,,63,72
3,5:37.0,,K. Leonard makes free throw 2 of 2,63,73
3,5:26.0,Turnover by P. George (bad pass; steal by P. Siakam),,63,73
3,5:23.0,,P. Siakam makes 2-pt layup from 1 ft,63,75
3,5:23.0,,Shooting foul by D. Schröder (drawn by P. Siakam),63,75
3,5:23.0,,N. Powell enters the game for K. Leonard,63,75
3,5:23.0,,P. Siakam makes free throw 1 of 1,63,76
3,5:13.0,P. George makes 3-pt jump shot from 27 ft,,66,76
3,4:53.0,,F. VanVleet misses 2-pt jump shot from 22 ft,66,76
3,4:51.0,Defensive rebound by D. Schröder,,66,76
3,4:49.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),,68,76
3,4:49.0,Shooting foul by F. VanVleet (drawn by R. Westbrook),,68,76
3,4:49.0,R. Westbrook misses free throw 1 of 1,,68,76
3,4:48.0,Offensive rebound by Team,,68,76
3,4:48.0,,Loose ball foul by D. Green (drawn by S. Adams),68,76
3,4:44.0,R. Westbrook misses 2-pt jump shot from 18 ft,,68,76
3,4:42.0,,Defensive rebound by N. Powell,68,76
3,4:32.0,,P. Siakam misses 2-pt jump shot from 5 ft,68,76
3,4:25.0,,Offensive rebound by P. Siakam,68,76
3,4:25.0,,P. Siakam misses 2-pt layup at rim,68,76
3,4:24.0,Defensive rebound by P. George,,68,76
3,4:20.0,Shooting foul by D. Green (drawn by S. Adams),,68,76
3,4:20.0,S. Adams misses free throw 1 of 2,,68,76
3,4:20.0,Offensive rebound by Team,,68,76
3,4:20.0,T. Ferguson enters the game for P. George,,68,76
3,4:20.0,S. Adams makes free throw 2 of 2,,69,76
3,4:03.0,,F. VanVleet misses 3-pt jump shot from 23 ft,69,76
3,4:01.0,Defensive rebound by R. Westbrook,,69,76
3,3:51.0,T. Ferguson makes 3-pt jump shot from 27 ft (assist by D. Schröder),,72,76
3,3:40.0,,Shooting foul by D. Schröder (drawn by D. Green),72,76
3,3:40.0,,D. Green misses free throw 1 of 2,72,76
3,3:40.0,,Offensive rebound by Team,72,76
3,3:40.0,M. Morris enters the game for S. Adams,,72,76
3,3:40.0,,S. Ibaka enters the game for M. Gasol,72,76
3,3:40.0,,D. Green makes free throw 2 of 2,72,77
3,3:28.0,D. Schröder misses 3-pt jump shot from 27 ft,,72,77
3,3:25.0,,Defensive rebound by S. Ibaka,72,77
3,3:16.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by F. VanVleet),72,79
3,2:58.0,M. Morris misses 2-pt jump shot from 8 ft,,72,79
3,2:55.0,,Defensive rebound by D. Green,72,79
3,2:50.0,,D. Green misses 3-pt jump shot from 28 ft,72,79
3,2:45.0,Defensive rebound by D. Schröder,,72,79
3,2:39.0,Offensive foul by J. Grant (drawn by D. Green),,72,79
3,2:39.0,Turnover by J. Grant (offensive foul),,72,79
3,2:39.0,,Toronto full timeout,72,79
3,2:39.0,P. George enters the game for J. Grant,,72,79
3,2:39.0,,J. Lin enters the game for D. Green,72,79
3,2:33.0,,Offensive foul by S. Ibaka (drawn by P. George),72,79
3,2:33.0,,Turnover by S. Ibaka (offensive foul),72,79
3,2:22.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by T. Ferguson),,75,79
3,2:04.0,,Turnover by P. Siakam (lost ball),75,79
3,2:04.0,,Loose ball foul by P. Siakam (drawn by P. George),75,79
3,1:56.0,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,78,79
3,1:35.0,,F. VanVleet misses 3-pt jump shot from 23 ft,78,79
3,1:30.0,Defensive rebound by M. Morris,,78,79
3,1:18.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),,80,79
3,0:55.0,,F. VanVleet misses 2-pt jump shot from 11 ft,80,79
3,0:53.0,Defensive rebound by R. Westbrook,,80,79
3,0:49.0,T. Ferguson makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,83,79
3,0:32.0,,Personal foul by M. Morris (drawn by S. Ibaka),83,79
3,0:32.0,,S. Ibaka makes free throw 1 of 2,83,80
3,0:32.0,A. Nader enters the game for R. Westbrook,,83,80
3,0:32.0,,O. Anunoby enters the game for F. VanVleet,83,80
3,0:32.0,,S. Ibaka misses free throw 2 of 2,83,80
3,0:31.0,Defensive rebound by M. Morris,,83,80
3,0:12.0,T. Ferguson misses 3-pt jump shot from 23 ft,,83,80
3,0:09.0,,Defensive rebound by J. Lin,83,80
4,11:51.0,P. George misses 2-pt jump shot from 17 ft,,83,80
4,11:48.0,,Defensive rebound by S. Ibaka,83,80
4,11:34.0,,Shooting foul by M. Morris (drawn by K. Leonard),83,80
4,11:34.0,,K. Leonard makes free throw 1 of 2,83,81
4,11:34.0,,K. Leonard makes free throw 2 of 2,83,82
4,11:23.0,J. Grant misses 2-pt layup from 2 ft (block by O. Anunoby),,83,82
4,11:23.0,Offensive rebound by Team,,83,82
4,11:13.0,J. Grant makes 3-pt jump shot from 23 ft (assist by D. Schröder),,86,82
4,10:52.0,,Shooting foul by M. Morris (drawn by K. Leonard),86,82
4,10:52.0,,K. Leonard misses free throw 1 of 2,86,82
4,10:52.0,,Offensive rebound by Team,86,82
4,10:52.0,,K. Leonard makes free throw 2 of 2,86,83
4,10:42.0,D. Schröder makes 2-pt jump shot from 12 ft,,88,83
4,10:27.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Leonard),88,85
4,10:17.0,P. George misses 3-pt jump shot from 23 ft,,88,85
4,10:15.0,,Defensive rebound by N. Powell,88,85
4,10:08.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by N. Powell),88,88
4,9:51.0,Turnover by M. Morris (lost ball; steal by O. Anunoby),,88,88
4,9:46.0,,J. Lin misses 2-pt jump shot from 2 ft (block by D. Schröder),88,88
4,9:43.0,,Offensive rebound by J. Lin,88,88
4,9:36.0,,Turnover by K. Leonard (bad pass; steal by M. Morris),88,88
4,9:32.0,Offensive foul by P. George (drawn by J. Lin),,88,88
4,9:32.0,Turnover by P. George (offensive foul),,88,88
4,9:32.0,S. Adams enters the game for T. Ferguson,,88,88
4,9:32.0,R. Westbrook enters the game for M. Morris,,88,88
4,9:20.0,,K. Leonard misses 2-pt layup from 2 ft,88,88
4,9:19.0,,Offensive rebound by S. Ibaka,88,88
4,9:19.0,,S. Ibaka makes 2-pt layup at rim,88,90
4,9:03.0,D. Schröder makes 2-pt jump shot from 18 ft,,90,90
4,9:03.0,Flagrant foul type 1 by S. Ibaka (drawn by D. Schröder),,90,90
4,9:03.0,D. Schröder makes flagrant free throw 1 of 1,,91,90
4,8:50.0,R. Westbrook misses 3-pt jump shot from 26 ft,,91,90
4,8:47.0,,Defensive rebound by N. Powell,91,90
4,8:30.0,,Offensive foul by O. Anunoby (drawn by J. Grant),91,90
4,8:30.0,,Turnover by O. Anunoby (offensive foul),91,90
4,8:16.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,93,90
4,7:56.0,,S. Ibaka misses 2-pt jump shot from 20 ft,93,90
4,7:54.0,,Offensive rebound by N. Powell,93,90
4,7:43.0,,K. Leonard misses 2-pt jump shot from 18 ft,93,90
4,7:39.0,Defensive rebound by D. Schröder,,93,90
4,7:33.0,D. Schröder misses 2-pt layup from 2 ft (block by S. Ibaka),,93,90
4,7:33.0,,Defensive rebound by Team,93,90
4,7:33.0,Technical foul by D. Schröder,,93,90
4,7:33.0,,K. Leonard makes technical free throw,93,91
4,7:33.0,,D. Green enters the game for J. Lin,93,91
4,7:33.0,,F. VanVleet enters the game for N. Powell,93,91
4,7:23.0,,K. Leonard misses 2-pt jump shot from 10 ft,93,91
4,7:20.0,Defensive rebound by R. Westbrook,,93,91
4,7:14.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,96,91
4,6:50.0,,Toronto full timeout,96,91
4,6:44.0,,K. Leonard misses 2-pt jump shot from 10 ft (block by P. George),96,91
4,6:42.0,Defensive rebound by P. George,,96,91
4,6:40.0,J. Grant makes 2-pt layup from 1 ft (assist by P. George),,98,91
4,6:26.0,,O. Anunoby misses 2-pt dunk from 1 ft (block by R. Westbrook),98,91
4,6:24.0,Defensive rebound by D. Schröder,,98,91
4,6:21.0,P. George makes 3-pt jump shot from 23 ft (assist by D. Schröder),,101,91
4,6:04.0,,K. Leonard makes 3-pt jump shot from 24 ft,101,94
4,5:42.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. George),,104,94
4,5:41.0,,Toronto full timeout,104,94
4,5:41.0,,M. Gasol enters the game for O. Anunoby,104,94
4,5:41.0,,P. Siakam enters the game for S. Ibaka,104,94
4,5:22.0,,F. VanVleet misses 2-pt jump shot from 4 ft,104,94
4,5:20.0,Defensive rebound by R. Westbrook,,104,94
4,5:15.0,D. Schröder misses 3-pt jump shot from 27 ft,,104,94
4,5:14.0,,Defensive rebound by M. Gasol,104,94
4,5:08.0,,D. Green makes 3-pt jump shot from 28 ft,104,97
4,4:52.0,Personal foul by M. Gasol (drawn by P. George),,104,97
4,4:42.0,J. Grant misses 3-pt jump shot from 24 ft,,104,97
4,4:39.0,Offensive rebound by R. Westbrook,,104,97
4,4:34.0,Offensive foul by J. Grant (drawn by M. Gasol),,104,97
4,4:34.0,Turnover by J. Grant (offensive foul),,104,97
4,4:21.0,,K. Leonard misses 2-pt layup from 1 ft (block by S. Adams),104,97
4,4:19.0,Defensive rebound by D. Schröder,,104,97
4,4:16.0,P. George makes 2-pt layup from 1 ft (assist by D. Schröder),,106,97
4,4:00.0,,K. Leonard makes 2-pt layup from 1 ft (assist by M. Gasol),106,99
4,3:44.0,R. Westbrook misses 3-pt jump shot from 26 ft,,106,99
4,3:42.0,,Defensive rebound by K. Leonard,106,99
4,3:35.0,,K. Leonard makes 2-pt jump shot from 7 ft,106,101
4,3:35.0,,Shooting foul by J. Grant (drawn by K. Leonard),106,101
4,3:35.0,T. Ferguson enters the game for J. Grant,,106,101
4,3:35.0,Oklahoma City full timeout,,106,101
4,3:35.0,,K. Leonard makes free throw 1 of 1,106,102
4,3:18.0,D. Schröder makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,108,102
4,2:54.0,,P. Siakam misses 2-pt jump shot from 17 ft,108,102
4,2:53.0,,Offensive rebound by K. Leonard,108,102
4,2:49.0,,Turnover by K. Leonard (bad pass; steal by S. Adams),108,102
4,2:46.0,R. Westbrook misses 2-pt layup from 1 ft,,108,102
4,2:43.0,Offensive rebound by P. George,,108,102
4,2:42.0,P. George misses 3-pt jump shot from 23 ft,,108,102
4,2:38.0,Offensive rebound by R. Westbrook,,108,102
4,2:38.0,Personal foul by D. Green (drawn by D. Schröder),,108,102
4,2:29.0,P. George misses 2-pt jump shot from 15 ft,,108,102
4,2:27.0,,Defensive rebound by P. Siakam,108,102
4,2:18.0,,K. Leonard makes 2-pt layup from 1 ft (assist by M. Gasol),108,104
4,1:53.0,Shooting foul by K. Leonard (drawn by P. George),,108,104
