QUARTER,TIME_REMAINING,HOUSTON_ACTION,OKLAHOMA CITY_ACTION,HOUSTON_SCORE,OKLAHOMA CITY_SCORE
1,0:21.0,,Defensive rebound by Á. Abrines,19,27
1,0:03.0,,R. Felton makes 2-pt jump shot from 8 ft (assist by P. George),19,29
2,11:40.0,C. Anthony misses 3-pt jump shot from 25 ft,,19,29
2,11:37.0,,Defensive rebound by H. Diallo,19,29
2,11:37.0,C. Capela enters the game for C. Anthony,,19,29
2,11:37.0,J. Harden enters the game for G. Green,,19,29
2,11:16.0,,R. Felton misses 3-pt jump shot from 26 ft,19,29
2,11:13.0,Defensive rebound by J. Harden,,19,29
2,11:06.0,C. Capela misses 2-pt layup from 2 ft (block by N. Noel),,19,29
2,11:02.0,Offensive rebound by J. Harden,,19,29
2,11:01.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,22,29
2,10:50.0,,P. Patterson misses 3-pt jump shot from 25 ft,22,29
2,10:45.0,,Offensive rebound by H. Diallo,22,29
2,10:45.0,,Turnover by H. Diallo (bad pass; steal by C. Paul),22,29
2,10:42.0,G. Clark makes 3-pt jump shot from 24 ft (assist by P. Tucker),,25,29
2,10:18.0,,H. Diallo misses 2-pt layup from 2 ft,25,29
2,10:15.0,Defensive rebound by C. Capela,,25,29
2,10:00.0,J. Harden misses 3-pt jump shot from 26 ft,,25,29
2,9:57.0,,Defensive rebound by N. Noel,25,29
2,9:42.0,,R. Felton makes 2-pt jump shot from 20 ft,25,31
2,9:23.0,G. Clark misses 3-pt jump shot from 23 ft,,25,31
2,9:23.0,Offensive rebound by C. Capela,,25,31
2,9:22.0,Personal foul by N. Noel (drawn by C. Capela),,25,31
2,9:22.0,J. Ennis enters the game for G. Clark,,25,31
2,9:16.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,28,31
2,9:03.0,,Shooting foul by C. Capela (drawn by N. Noel),28,31
2,9:03.0,,N. Noel makes free throw 1 of 2,28,32
2,9:03.0,,N. Noel makes free throw 2 of 2,28,33
2,8:51.0,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),,30,33
2,8:50.0,,Oklahoma City full timeout,30,33
2,8:41.0,,P. Patterson misses 3-pt jump shot from 26 ft,30,33
2,8:38.0,,Offensive rebound by H. Diallo,30,33
2,8:38.0,,Shooting foul by J. Ennis (drawn by H. Diallo),30,33
2,8:38.0,,H. Diallo misses free throw 1 of 2,30,33
2,8:38.0,,Offensive rebound by Team,30,33
2,8:38.0,,D. Schröder enters the game for R. Felton,30,33
2,8:38.0,,H. Diallo makes free throw 2 of 2,30,34
2,8:27.0,P. Tucker misses 3-pt jump shot from 23 ft,,30,34
2,8:24.0,,Defensive rebound by H. Diallo,30,34
2,8:17.0,,Turnover by D. Schröder (bad pass),30,34
2,8:07.0,J. Harden misses 3-pt jump shot from 25 ft,,30,34
2,8:05.0,,Defensive rebound by P. Patterson,30,34
2,7:51.0,,Turnover by D. Schröder (bad pass; steal by J. Harden),30,34
2,7:49.0,,Violation by Team (kicked ball),30,34
2,7:49.0,,S. Adams enters the game for N. Noel,30,34
2,7:41.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by C. Paul),,33,34
2,7:18.0,,H. Diallo makes 2-pt layup from 1 ft,33,36
2,7:13.0,Shooting foul by P. Patterson (drawn by P. Tucker),,33,36
2,7:13.0,P. Tucker makes free throw 1 of 2,,34,36
2,7:13.0,,J. Grant enters the game for P. Patterson,34,36
2,7:13.0,P. Tucker makes free throw 2 of 2,,35,36
2,6:57.0,,Turnover by D. Schröder (lost ball; steal by C. Capela),35,36
2,6:54.0,P. Tucker makes 2-pt layup from 2 ft (assist by C. Capela),,37,36
2,6:42.0,,D. Schröder makes 2-pt jump shot from 7 ft,37,38
2,6:32.0,J. Harden misses 2-pt layup from 3 ft,,37,38
2,6:30.0,Offensive rebound by P. Tucker,,37,38
2,6:20.0,C. Capela makes 2-pt dunk at rim (assist by P. Tucker),,39,38
2,6:12.0,,Personal foul by J. Ennis (drawn by Á. Abrines),39,38
2,6:12.0,C. Anthony enters the game for C. Capela,,39,38
2,6:12.0,,P. George enters the game for H. Diallo,39,38
2,6:04.0,,D. Schröder misses 3-pt jump shot from 25 ft,39,38
2,6:00.0,Defensive rebound by C. Anthony,,39,38
2,5:51.0,C. Anthony misses 3-pt jump shot from 26 ft,,39,38
2,5:49.0,,Defensive rebound by P. George,39,38
2,5:40.0,,P. George makes 3-pt jump shot from 24 ft (assist by D. Schröder),39,41
2,5:24.0,Personal foul by S. Adams (drawn by C. Paul),,39,41
2,5:24.0,G. Clark enters the game for C. Paul,,39,41
2,5:24.0,,T. Ferguson enters the game for Á. Abrines,39,41
2,5:16.0,Offensive foul by C. Anthony (drawn by S. Adams),,39,41
2,5:16.0,Turnover by C. Anthony (offensive foul),,39,41
2,4:55.0,,S. Adams makes 2-pt hook shot from 5 ft,39,43
2,4:33.0,Shooting foul by J. Grant (drawn by J. Harden),,39,43
2,4:33.0,J. Harden makes free throw 1 of 2,,40,43
2,4:33.0,C. Capela enters the game for P. Tucker,,40,43
2,4:33.0,J. Harden misses free throw 2 of 2,,40,43
2,4:31.0,,Defensive rebound by J. Grant,40,43
2,4:22.0,,P. George makes 2-pt jump shot from 18 ft,40,45
2,3:56.0,C. Anthony misses 2-pt jump shot from 14 ft,,40,45
2,3:53.0,,Defensive rebound by T. Ferguson,40,45
2,3:50.0,,Personal foul by C. Capela (drawn by S. Adams),40,45
2,3:35.0,,D. Schröder makes 2-pt layup from 1 ft,40,47
2,3:14.0,J. Harden makes 3-pt jump shot from 26 ft,,43,47
2,3:02.0,,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),43,50
2,2:43.0,Turnover by J. Harden (bad pass),,43,50
2,2:43.0,Houston full timeout,,43,50
2,2:43.0,C. Paul enters the game for C. Anthony,,43,50
2,2:43.0,P. Tucker enters the game for G. Clark,,43,50
2,2:30.0,,P. George makes 2-pt jump shot from 13 ft,43,52
2,2:03.0,C. Capela misses 2-pt layup at rim,,43,52
2,2:00.0,Offensive rebound by C. Capela,,43,52
2,1:59.0,C. Capela makes 2-pt layup from 1 ft,,45,52
2,1:41.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by J. Grant),45,55
2,1:25.0,Turnover by J. Harden (lost ball; steal by P. George),,45,55
2,1:21.0,,Personal foul by J. Ennis (drawn by P. George),45,55
2,1:21.0,,P. George makes free throw 1 of 2,45,56
2,1:21.0,,P. George misses free throw 2 of 2,45,56
2,1:18.0,Defensive rebound by Team,,45,56
2,1:05.0,Turnover by C. Paul (lost ball; steal by S. Adams),,45,56
2,1:02.0,,Turnover by P. George (lost ball; steal by C. Paul),45,56
2,0:58.0,Turnover by P. Tucker (bad pass; steal by T. Ferguson),,45,56
2,0:53.0,,Turnover by T. Ferguson (lost ball; steal by C. Paul),45,56
2,0:45.0,C. Paul misses 2-pt jump shot from 10 ft,,45,56
2,0:41.0,,Defensive rebound by P. George,45,56
2,0:24.0,,P. George makes 3-pt jump shot from 26 ft (assist by D. Schröder),45,59
2,0:03.0,J. Harden misses 3-pt jump shot from 25 ft,,45,59
2,0:03.0,Offensive rebound by Team,,45,59
3,12:00.0,,Violation by Team (delay of game),45,59
3,11:45.0,C. Paul makes 2-pt layup from 5 ft,,47,59
3,11:31.0,,Personal foul by J. Ennis (drawn by S. Adams),47,59
3,11:31.0,G. Clark enters the game for J. Ennis,,47,59
3,11:19.0,,S. Adams misses 2-pt hook shot from 11 ft,47,59
3,11:15.0,Defensive rebound by G. Clark,,47,59
3,11:11.0,Turnover by C. Paul (bad pass; steal by P. George),,47,59
3,11:07.0,,P. George misses 2-pt jump shot from 15 ft,47,59
3,11:03.0,,Offensive rebound by D. Schröder,47,59
3,10:57.0,,D. Schröder makes 2-pt layup from 1 ft,47,61
3,10:33.0,C. Paul makes 2-pt jump shot from 12 ft,,49,61
3,10:21.0,,D. Schröder misses 2-pt layup from 2 ft (block by C. Capela),49,61
3,10:21.0,,Offensive rebound by S. Adams,49,61
3,10:18.0,,Personal foul by C. Paul (drawn by T. Ferguson),49,61
3,10:05.0,,P. George misses 2-pt jump shot from 21 ft,49,61
3,10:03.0,,Offensive rebound by Team,49,61
3,10:03.0,Loose ball foul by C. Capela (drawn by S. Adams),,49,61
3,9:50.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by P. George),49,63
3,9:42.0,Personal foul by P. George (drawn by J. Harden),,49,63
3,9:26.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,51,63
3,9:05.0,,S. Adams misses 2-pt hook shot from 3 ft (block by G. Clark),51,63
3,9:01.0,Defensive rebound by G. Clark,,51,63
3,8:54.0,C. Paul misses 2-pt jump shot from 7 ft,,51,63
3,8:51.0,,Defensive rebound by P. George,51,63
3,8:45.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by D. Schröder),51,66
3,8:21.0,Shooting foul by T. Ferguson (drawn by C. Capela),,51,66
3,8:21.0,C. Capela makes free throw 1 of 2,,52,66
3,8:21.0,,Oklahoma City full timeout,52,66
3,8:21.0,C. Capela misses free throw 2 of 2,,52,66
3,8:19.0,,Defensive rebound by P. George,52,66
3,8:04.0,,J. Grant misses 3-pt jump shot from 23 ft,52,66
3,7:59.0,Defensive rebound by C. Paul,,52,66
3,7:46.0,J. Harden misses 2-pt layup from 1 ft,,52,66
3,7:45.0,,Defensive rebound by S. Adams,52,66
3,7:27.0,,Personal foul by P. Tucker (drawn by S. Adams),52,66
3,7:19.0,,Offensive foul by D. Schröder (drawn by G. Clark),52,66
3,7:19.0,,Turnover by D. Schröder (offensive foul),52,66
3,7:03.0,J. Harden makes 3-pt jump shot from 25 ft,,55,66
3,6:52.0,,Turnover by D. Schröder (bad pass),55,66
3,6:38.0,C. Paul misses 3-pt jump shot from 25 ft,,55,66
3,6:35.0,,Defensive rebound by J. Grant,55,66
3,6:18.0,,P. George makes 2-pt jump shot from 21 ft (assist by S. Adams),55,68
3,5:57.0,P. Tucker misses 3-pt jump shot from 23 ft,,55,68
3,5:55.0,,Defensive rebound by P. George,55,68
3,5:45.0,,P. George misses 3-pt jump shot from 25 ft,55,68
3,5:44.0,,Offensive rebound by Team,55,68
3,5:44.0,Loose ball foul by P. Tucker (drawn by S. Adams),,55,68
3,5:44.0,,S. Adams makes free throw 1 of 2,55,69
3,5:44.0,C. Anthony enters the game for C. Paul,,55,69
3,5:44.0,G. Green enters the game for P. Tucker,,55,69
3,5:44.0,,S. Adams makes free throw 2 of 2,55,70
3,5:31.0,J. Harden misses 3-pt jump shot from 25 ft,,55,70
3,5:28.0,,Defensive rebound by J. Grant,55,70
3,5:11.0,,P. George misses 3-pt jump shot from 25 ft,55,70
3,5:08.0,,Offensive rebound by S. Adams,55,70
3,5:06.0,,J. Grant makes 2-pt layup from 1 ft (assist by S. Adams),55,72
3,5:06.0,,Shooting foul by C. Capela (drawn by J. Grant),55,72
3,5:06.0,,J. Grant makes free throw 1 of 1,55,73
3,4:50.0,G. Green makes 2-pt jump shot from 9 ft (assist by J. Harden),,57,73
3,4:35.0,,Shooting foul by G. Green (drawn by J. Grant),57,73
3,4:35.0,,J. Grant makes free throw 1 of 2,57,74
3,4:35.0,,J. Grant makes free throw 2 of 2,57,75
3,4:19.0,C. Anthony misses 2-pt jump shot from 11 ft,,57,75
3,4:17.0,,Defensive rebound by S. Adams,57,75
3,4:11.0,,D. Schröder makes 2-pt layup from 1 ft,57,77
3,3:54.0,Turnover by J. Harden (bad pass; steal by P. George),,57,77
3,3:49.0,,P. George misses 3-pt jump shot from 25 ft,57,77
3,3:43.0,Defensive rebound by J. Harden,,57,77
3,3:39.0,C. Anthony misses 3-pt jump shot from 26 ft,,57,77
3,3:36.0,,Defensive rebound by D. Schröder,57,77
3,3:21.0,,S. Adams misses 2-pt jump shot from 3 ft,57,77
3,3:20.0,Defensive rebound by C. Anthony,,57,77
3,3:13.0,G. Clark misses 3-pt jump shot from 25 ft,,57,77
3,3:09.0,,Defensive rebound by T. Ferguson,57,77
3,2:59.0,,T. Ferguson misses 3-pt jump shot from 22 ft,57,77
3,2:56.0,Defensive rebound by G. Green,,57,77
3,2:48.0,Personal foul by T. Ferguson (drawn by J. Harden),,57,77
3,2:48.0,Houston full timeout,,57,77
3,2:48.0,I. Hartenstein enters the game for C. Capela,,57,77
3,2:48.0,C. Paul enters the game for J. Harden,,57,77
3,2:48.0,,Á. Abrines enters the game for S. Adams,57,77
3,2:48.0,,N. Noel enters the game for T. Ferguson,57,77
3,2:39.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,60,77
3,2:26.0,,J. Grant makes 2-pt dunk from 1 ft (assist by D. Schröder),60,79
3,2:26.0,,Shooting foul by G. Green (drawn by J. Grant),60,79
3,2:26.0,,R. Felton enters the game for D. Schröder,60,79
3,2:26.0,,J. Grant makes free throw 1 of 1,60,80
3,2:10.0,C. Anthony misses 2-pt jump shot from 12 ft,,60,80
3,2:07.0,,Defensive rebound by P. George,60,80
3,2:00.0,,P. George misses 2-pt layup from 1 ft,60,80
3,1:58.0,,Offensive rebound by N. Noel,60,80
3,1:52.0,,P. George misses 3-pt jump shot from 23 ft,60,80
3,1:50.0,Defensive rebound by I. Hartenstein,,60,80
3,1:28.0,G. Clark misses 3-pt jump shot from 23 ft,,60,80
3,1:25.0,Offensive rebound by I. Hartenstein,,60,80
3,1:17.0,Offensive foul by I. Hartenstein (drawn by N. Noel),,60,80
3,1:17.0,Turnover by I. Hartenstein (offensive foul),,60,80
3,1:00.0,,J. Grant misses 3-pt jump shot from 22 ft,60,80
3,0:57.0,Defensive rebound by I. Hartenstein,,60,80
3,0:43.0,,Violation by Team (kicked ball),60,80
3,0:34.0,C. Paul misses 3-pt jump shot from 26 ft,,60,80
3,0:30.0,,Defensive rebound by P. George,60,80
3,0:09.0,,P. George misses 3-pt jump shot from 25 ft,60,80
3,0:07.0,Defensive rebound by G. Clark,,60,80
3,0:01.0,Turnover by C. Paul (bad pass; steal by P. George),,60,80
3,0:00.0,,P. George misses 3-pt jump shot from 45 ft,60,80
3,0:00.0,,Offensive rebound by Team,60,80
4,11:45.0,,H. Diallo misses 3-pt jump shot from 23 ft,60,80
4,11:40.0,Defensive rebound by C. Anthony,,60,80
4,11:20.0,C. Anthony misses 3-pt jump shot from 25 ft,,60,80
4,11:17.0,,Defensive rebound by N. Noel,60,80
4,11:16.0,,Personal foul by C. Paul (drawn by R. Felton),60,80
4,10:54.0,,R. Felton makes 2-pt jump shot from 6 ft,60,82
4,10:52.0,G. Green misses 3-pt jump shot from 25 ft,,60,82
4,10:52.0,,Defensive rebound by Á. Abrines,60,82
4,10:29.0,,R. Felton makes 2-pt jump shot from 22 ft,60,84
4,10:20.0,C. Anthony makes 2-pt layup from 1 ft,,62,84
4,10:20.0,,Violation by Team (def goaltending),62,84
4,10:04.0,,H. Diallo makes 2-pt layup from 1 ft,62,86
4,9:56.0,Shooting foul by N. Noel (drawn by C. Paul),,62,86
4,9:56.0,C. Paul makes free throw 1 of 2,,63,86
4,9:56.0,C. Paul makes free throw 2 of 2,,64,86
4,9:56.0,Violation by Team (delay of game),,64,86
4,9:33.0,,N. Noel misses 2-pt jump shot from 14 ft,64,86
4,9:32.0,,Offensive rebound by Team,64,86
4,9:32.0,,Turnover by Team (shot clock),64,86
4,9:28.0,J. Ennis misses 3-pt jump shot from 26 ft,,64,86
4,9:25.0,,Defensive rebound by N. Noel,64,86
4,9:12.0,,R. Felton misses 3-pt jump shot from 25 ft,64,86
4,9:10.0,Defensive rebound by Team,,64,86
4,8:58.0,M. Chriss misses 3-pt jump shot from 25 ft,,64,86
4,8:54.0,Offensive rebound by C. Anthony,,64,86
4,8:52.0,C. Anthony misses 3-pt jump shot from 23 ft,,64,86
4,8:50.0,,Defensive rebound by P. Patterson,64,86
4,8:50.0,,Oklahoma City full timeout,64,86
4,8:50.0,J. Harden enters the game for C. Anthony,,64,86
4,8:50.0,P. Tucker enters the game for G. Green,,64,86
4,8:47.0,,Personal foul by J. Ennis (drawn by Á. Abrines),64,86
4,8:32.0,,Turnover by Á. Abrines (lost ball; steal by J. Harden),64,86
4,8:24.0,J. Harden makes 3-pt jump shot from 25 ft,,67,86
4,8:06.0,,Turnover by P. Patterson (bad pass; steal by C. Paul),67,86
4,8:02.0,M. Chriss makes 2-pt dunk from 1 ft (assist by C. Paul),,69,86
4,7:39.0,,Á. Abrines misses 3-pt jump shot from 25 ft,69,86
4,7:36.0,,Offensive rebound by Á. Abrines,69,86
4,7:27.0,,R. Felton makes 2-pt jump shot from 6 ft,69,88
4,7:05.0,Personal foul by H. Diallo (drawn by M. Chriss),,69,88
4,7:05.0,C. Capela enters the game for M. Chriss,,69,88
4,7:05.0,,S. Adams enters the game for H. Diallo,69,88
4,7:05.0,,T. Ferguson enters the game for R. Felton,69,88
4,7:05.0,,J. Grant enters the game for N. Noel,69,88
4,7:05.0,,D. Schröder enters the game for P. Patterson,69,88
4,7:01.0,J. Harden misses 3-pt jump shot from 25 ft,,69,88
4,6:57.0,Offensive rebound by J. Ennis,,69,88
4,6:45.0,C. Paul makes 2-pt jump shot from 14 ft,,71,88
4,6:28.0,,Offensive foul by J. Grant (drawn by J. Ennis),71,88
4,6:28.0,,Turnover by J. Grant (offensive foul),71,88
4,6:16.0,C. Capela misses 2-pt dunk from 2 ft,,71,88
4,6:14.0,,Defensive rebound by S. Adams,71,88
4,6:08.0,,Á. Abrines misses 3-pt jump shot from 25 ft,71,88
4,6:05.0,,Offensive rebound by S. Adams,71,88
4,6:05.0,,P. George enters the game for Á. Abrines,71,88
4,6:02.0,,Turnover by S. Adams (lost ball; steal by C. Paul),71,88
4,5:51.0,J. Ennis misses 2-pt layup at rim,,71,88
4,5:49.0,Offensive rebound by J. Ennis,,71,88
4,5:49.0,J. Ennis misses 2-pt layup at rim,,71,88
4,5:48.0,Offensive rebound by J. Ennis,,71,88
4,5:48.0,J. Ennis misses 2-pt layup at rim,,71,88
4,5:47.0,,Defensive rebound by P. George,71,88
4,5:47.0,G. Clark enters the game for C. Paul,,71,88
4,5:29.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by J. Grant),71,91
4,5:06.0,J. Harden makes 2-pt layup from 3 ft,,73,91
4,4:53.0,,P. George misses 2-pt jump shot from 18 ft,73,91
4,4:49.0,,Offensive rebound by S. Adams,73,91
4,4:48.0,,T. Ferguson misses 3-pt jump shot from 25 ft,73,91
4,4:45.0,Defensive rebound by J. Harden,,73,91
4,4:39.0,J. Harden misses 3-pt jump shot from 25 ft,,73,91
4,4:35.0,,Defensive rebound by D. Schröder,73,91
4,4:21.0,,T. Ferguson misses 3-pt jump shot from 25 ft,73,91
4,4:18.0,,Offensive rebound by S. Adams,73,91
4,4:10.0,,D. Schröder makes 2-pt jump shot from 19 ft,73,93
4,3:42.0,J. Harden misses 3-pt jump shot from 27 ft,,73,93
4,3:39.0,,Defensive rebound by J. Grant,73,93
4,3:21.0,,T. Ferguson misses 3-pt jump shot from 23 ft,73,93
4,3:18.0,Defensive rebound by J. Harden,,73,93
4,3:14.0,Personal foul by J. Grant (drawn by C. Capela),,73,93
4,3:14.0,C. Paul enters the game for J. Ennis,,73,93
4,3:06.0,Offensive foul by C. Paul (drawn by D. Schröder),,73,93
4,3:06.0,Turnover by C. Paul (offensive foul),,73,93
4,3:06.0,Technical foul by C. Paul,,73,93
4,3:06.0,,Oklahoma City full timeout,73,93
4,3:06.0,,P. George makes technical free throw,73,94
4,2:48.0,,Shooting foul by P. Tucker (drawn by S. Adams),73,94
4,2:48.0,,S. Adams misses free throw 1 of 2,73,94
4,2:48.0,,Offensive rebound by Team,73,94
4,2:48.0,,S. Adams misses free throw 2 of 2,73,94
4,2:45.0,Defensive rebound by J. Harden,,73,94
4,2:29.0,J. Harden misses 3-pt jump shot from 25 ft,,73,94
4,2:26.0,,Defensive rebound by D. Schröder,73,94
4,2:23.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Schröder),73,96
4,2:23.0,,Shooting foul by J. Harden (drawn by S. Adams),73,96
4,2:23.0,,S. Adams misses free throw 1 of 1,73,96
4,2:23.0,Defensive rebound by C. Capela,,73,96
4,1:58.0,Turnover by Team (shot clock),,73,96
4,1:42.0,,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),73,98
