QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
1,4:35.0,,Defensive rebound by A. Rivers,12,17
1,4:34.0,,Turnover by A. Rivers (lost ball; steal by D. Green),12,17
1,4:31.0,S. Curry makes 2-pt jump shot from 14 ft (assist by D. Green),,14,17
1,4:13.0,,Turnover by E. Gordon (bad pass; steal by K. Durant),14,17
1,4:07.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),,16,17
1,3:43.0,,Personal foul by S. Curry (drawn by J. Harden),16,17
1,3:43.0,A. McKinnie enters the game for K. Thompson,,16,17
1,3:43.0,,N. Hilário enters the game for C. Capela,16,17
1,3:43.0,,I. Shumpert enters the game for E. Gordon,16,17
1,3:27.0,,A. Rivers makes 3-pt jump shot from 26 ft,16,20
1,3:20.0,Shooting foul by P. Tucker (drawn by K. Durant),,16,20
1,3:20.0,K. Durant makes free throw 1 of 2,,17,20
1,3:20.0,K. Durant makes free throw 2 of 2,,18,20
1,3:09.0,,Offensive foul by I. Shumpert (drawn by K. Durant),18,20
1,3:09.0,,Turnover by I. Shumpert (offensive foul),18,20
1,3:09.0,Golden State full timeout,,18,20
1,3:01.0,K. Durant makes 2-pt jump shot from 14 ft,,20,20
1,3:01.0,Shooting foul by A. Rivers (drawn by K. Durant),,20,20
1,3:01.0,K. Durant makes free throw 1 of 1,,21,20
1,2:41.0,,J. Harden misses 2-pt layup at rim,21,20
1,2:39.0,,Offensive rebound by Team,21,20
1,2:39.0,S. Livingston enters the game for K. Durant,,21,20
1,2:39.0,,G. Green enters the game for J. Harden,21,20
1,2:39.0,,C. Paul enters the game for P. Tucker,21,20
1,2:33.0,,A. Rivers misses 3-pt jump shot from 25 ft,21,20
1,2:31.0,Defensive rebound by S. Curry,,21,20
1,2:19.0,S. Curry makes 3-pt jump shot from 22 ft (assist by D. Green),,24,20
1,2:11.0,,Personal foul by S. Livingston (drawn by C. Paul),24,20
1,1:54.0,,Shooting foul by A. McKinnie (drawn by I. Shumpert),24,20
1,1:54.0,,I. Shumpert misses free throw 1 of 2,24,20
1,1:54.0,,Offensive rebound by Team,24,20
1,1:54.0,,I. Shumpert misses free throw 2 of 2,24,20
1,1:54.0,Defensive rebound by D. Green,,24,20
1,1:42.0,S. Curry misses 3-pt jump shot from 27 ft,,24,20
1,1:40.0,,Defensive rebound by I. Shumpert,24,20
1,1:35.0,,G. Green makes 3-pt jump shot from 23 ft (assist by A. Rivers),24,23
1,1:11.0,S. Livingston makes 2-pt dunk at rim (assist by S. Curry),,26,23
1,0:58.0,,C. Paul makes 2-pt jump shot from 9 ft,26,25
1,0:51.0,S. Livingston misses 2-pt layup from 1 ft (block by N. Hilário),,26,25
1,0:48.0,,Defensive rebound by N. Hilário,26,25
1,0:36.0,,C. Paul misses 2-pt jump shot from 13 ft,26,25
1,0:34.0,Defensive rebound by D. Green,,26,25
1,0:32.0,A. McKinnie makes 2-pt layup from 1 ft (assist by D. Green),,28,25
1,0:16.0,,G. Green misses 3-pt jump shot from 27 ft,28,25
1,0:13.0,,Offensive rebound by Team,28,25
1,0:13.0,A. Iguodala enters the game for S. Curry,,28,25
1,0:13.0,,J. Harden enters the game for N. Hilário,28,25
1,0:01.0,,Turnover by I. Shumpert (bad pass),28,25
1,0:01.0,S. Curry enters the game for K. Looney,,28,25
1,0:00.0,D. Green misses 3-pt jump shot from 45 ft,,28,25
1,0:00.0,Offensive rebound by Team,,28,25
2,11:45.0,,C. Paul misses 3-pt jump shot from 25 ft,28,25
2,11:43.0,,Offensive rebound by C. Capela,28,25
2,11:42.0,,Turnover by C. Capela (out of bounds lost ball),28,25
2,11:24.0,A. McKinnie misses 3-pt jump shot from 22 ft,,28,25
2,11:20.0,,Defensive rebound by E. Gordon,28,25
2,11:16.0,,C. Paul makes 3-pt jump shot from 26 ft,28,28
2,11:00.0,K. Durant makes 2-pt jump shot from 10 ft (assist by S. Livingston),,30,28
2,10:36.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by A. Rivers),30,31
2,10:25.0,Offensive foul by K. Thompson (drawn by P. Tucker),,30,31
2,10:25.0,Turnover by K. Thompson (offensive foul),,30,31
2,10:03.0,,E. Gordon misses 3-pt jump shot from 28 ft,30,31
2,10:02.0,Defensive rebound by Team,,30,31
2,10:02.0,,Loose ball foul by C. Capela (drawn by K. Looney),30,31
2,9:45.0,K. Thompson makes 3-pt jump shot from 31 ft (assist by K. Durant),,33,31
2,9:27.0,,E. Gordon misses 3-pt jump shot from 26 ft,33,31
2,9:25.0,Defensive rebound by S. Livingston,,33,31
2,9:20.0,K. Durant misses 2-pt jump shot from 13 ft,,33,31
2,9:18.0,,Defensive rebound by C. Capela,33,31
2,9:10.0,,A. Rivers makes 2-pt jump shot from 4 ft (assist by C. Paul),33,33
2,8:42.0,K. Looney makes 2-pt layup from 2 ft (assist by K. Durant),,35,33
2,8:25.0,,P. Tucker misses 3-pt jump shot from 27 ft,35,33
2,8:23.0,Defensive rebound by K. Thompson,,35,33
2,8:03.0,K. Durant misses 2-pt jump shot from 8 ft (block by P. Tucker),,35,33
2,8:03.0,Offensive rebound by Team,,35,33
2,8:03.0,,J. Harden enters the game for C. Capela,35,33
2,8:00.0,K. Durant misses 2-pt jump shot from 19 ft,,35,33
2,7:57.0,,Defensive rebound by J. Harden,35,33
2,7:47.0,,Shooting foul by S. Livingston (drawn by J. Harden),35,33
2,7:47.0,,J. Harden makes free throw 1 of 3,35,34
2,7:47.0,,J. Harden makes free throw 2 of 3,35,35
2,7:47.0,S. Curry enters the game for S. Livingston,,35,35
2,7:47.0,D. Green enters the game for K. Looney,,35,35
2,7:47.0,A. Iguodala enters the game for A. McKinnie,,35,35
2,7:47.0,,J. Harden makes free throw 3 of 3,35,36
2,7:29.0,S. Curry makes 2-pt jump shot from 22 ft,,37,36
2,7:12.0,,J. Harden makes 3-pt jump shot from 26 ft,37,39
2,6:57.0,,Houston full timeout,37,39
2,6:57.0,,I. Shumpert enters the game for A. Rivers,37,39
2,6:54.0,D. Green makes 2-pt jump shot from 10 ft (assist by A. Iguodala),,39,39
2,6:37.0,,E. Gordon misses 3-pt jump shot from 27 ft,39,39
2,6:35.0,Defensive rebound by A. Iguodala,,39,39
2,6:25.0,S. Curry misses 3-pt jump shot from 29 ft,,39,39
2,6:22.0,,Defensive rebound by P. Tucker,39,39
2,6:18.0,,Shooting foul by D. Green (drawn by P. Tucker),39,39
2,6:18.0,,P. Tucker makes free throw 1 of 2,39,40
2,6:18.0,,A. Rivers enters the game for C. Paul,39,40
2,6:18.0,,P. Tucker makes free throw 2 of 2,39,41
2,6:06.0,K. Thompson misses 3-pt jump shot from 27 ft,,39,41
2,6:03.0,Offensive rebound by A. Iguodala,,39,41
2,6:00.0,Offensive foul by S. Curry (drawn by P. Tucker),,39,41
2,6:00.0,Turnover by S. Curry (offensive foul),,39,41
2,5:48.0,,E. Gordon misses 3-pt jump shot from 26 ft,39,41
2,5:44.0,,Offensive rebound by E. Gordon,39,41
2,5:33.0,,J. Harden makes 3-pt jump shot from 27 ft,39,44
2,5:33.0,,Shooting foul by K. Thompson (drawn by J. Harden),39,44
2,5:33.0,Golden State full timeout,,39,44
2,5:33.0,,J. Harden misses free throw 1 of 1,39,44
2,5:33.0,Defensive rebound by D. Green,,39,44
2,5:17.0,D. Green misses 2-pt layup from 2 ft,,39,44
2,5:14.0,,Defensive rebound by E. Gordon,39,44
2,5:08.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by A. Rivers),39,47
2,4:52.0,A. Iguodala makes 2-pt layup from 1 ft (assist by D. Green),,41,47
2,4:38.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Harden),41,49
2,4:38.0,,Shooting foul by K. Thompson (drawn by E. Gordon),41,49
2,4:38.0,K. Looney enters the game for K. Thompson,,41,49
2,4:38.0,,E. Gordon makes free throw 1 of 1,41,50
2,4:24.0,K. Durant misses 2-pt jump shot from 10 ft,,41,50
2,4:22.0,,Defensive rebound by E. Gordon,41,50
2,4:16.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by P. Tucker),41,53
2,4:02.0,Shooting foul by I. Shumpert (drawn by D. Green),,41,53
2,4:02.0,D. Green makes free throw 1 of 2,,42,53
2,4:02.0,D. Green makes free throw 2 of 2,,43,53
2,3:41.0,,A. Rivers misses 3-pt jump shot from 23 ft,43,53
2,3:37.0,Defensive rebound by A. Iguodala,,43,53
2,3:31.0,Turnover by K. Durant (bad pass; steal by A. Rivers),,43,53
2,3:24.0,,J. Harden misses 3-pt jump shot from 27 ft,43,53
2,3:24.0,Defensive rebound by Team,,43,53
2,3:24.0,,C. Paul enters the game for E. Gordon,43,53
2,3:07.0,K. Durant misses 2-pt layup from 2 ft,,43,53
2,3:04.0,,Defensive rebound by A. Rivers,43,53
2,2:57.0,,J. Harden makes 2-pt layup from 1 ft,43,55
2,2:49.0,Golden State full timeout,,43,55
2,2:43.0,Personal foul by A. Rivers (drawn by K. Durant),,43,55
2,2:39.0,Shooting foul by P. Tucker (drawn by K. Durant),,43,55
2,2:39.0,K. Durant makes free throw 1 of 2,,44,55
2,2:39.0,K. Durant misses free throw 2 of 2,,44,55
2,2:37.0,,Defensive rebound by A. Rivers,44,55
2,2:14.0,,J. Harden misses 3-pt jump shot from 27 ft,44,55
2,2:12.0,Defensive rebound by S. Curry,,44,55
2,2:06.0,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),,46,55
2,1:52.0,,Personal foul by A. Iguodala (drawn by C. Paul),46,55
2,1:52.0,,C. Paul makes free throw 1 of 2,46,56
2,1:52.0,,E. Gordon enters the game for A. Rivers,46,56
2,1:52.0,,C. Paul makes free throw 2 of 2,46,57
2,1:46.0,Turnover by S. Curry (out of bounds lost ball),,46,57
2,1:28.0,,J. Harden misses 2-pt jump shot from 10 ft,46,57
2,1:23.0,,Offensive rebound by J. Harden,46,57
2,1:23.0,,J. Harden makes 2-pt layup from 1 ft,46,59
2,1:11.0,K. Durant makes 2-pt jump shot from 14 ft,,48,59
2,0:56.0,,P. Tucker misses 2-pt layup from 3 ft,48,59
2,0:55.0,,Offensive rebound by P. Tucker,48,59
2,0:55.0,,P. Tucker misses 2-pt layup from 1 ft,48,59
2,0:53.0,Defensive rebound by K. Looney,,48,59
2,0:46.0,A. Iguodala misses 3-pt jump shot from 24 ft,,48,59
2,0:46.0,,Defensive rebound by C. Paul,48,59
2,0:40.0,,Offensive foul by C. Paul (drawn by A. Iguodala),48,59
2,0:40.0,,Turnover by C. Paul (offensive foul),48,59
2,0:28.0,S. Curry misses 3-pt jump shot from 26 ft,,48,59
2,0:27.0,Offensive rebound by K. Looney,,48,59
2,0:27.0,Shooting foul by J. Harden (drawn by K. Looney),,48,59
2,0:27.0,K. Looney makes free throw 1 of 2,,49,59
2,0:27.0,S. Livingston enters the game for S. Curry,,49,59
2,0:27.0,K. Looney misses free throw 2 of 2,,49,59
2,0:27.0,Offensive rebound by Team,,49,59
2,0:27.0,,Loose ball foul by E. Gordon (drawn by K. Looney),49,59
2,0:27.0,K. Looney makes free throw 1 of 2,,50,59
2,0:27.0,K. Looney makes free throw 2 of 2,,51,59
2,0:04.0,,Shooting foul by D. Green (drawn by E. Gordon),51,59
2,0:04.0,,E. Gordon makes free throw 1 of 2,51,60
2,0:04.0,Q. Cook enters the game for D. Green,,51,60
2,0:04.0,S. Curry enters the game for S. Livingston,,51,60
2,0:04.0,K. Thompson enters the game for K. Looney,,51,60
2,0:04.0,,E. Gordon makes free throw 2 of 2,51,61
2,0:00.0,A. Iguodala makes 3-pt jump shot from 28 ft,,54,61
3,11:37.0,,E. Gordon makes 2-pt layup from 2 ft,54,63
3,11:23.0,K. Thompson misses 3-pt jump shot from 26 ft,,54,63
3,11:21.0,,Defensive rebound by J. Harden,54,63
3,11:09.0,,Shooting foul by D. Green (drawn by C. Capela),54,63
3,11:09.0,,C. Capela misses free throw 1 of 2,54,63
3,11:09.0,,Offensive rebound by Team,54,63
3,11:09.0,,C. Capela misses free throw 2 of 2,54,63
3,11:09.0,Defensive rebound by K. Durant,,54,63
3,10:50.0,A. Iguodala misses 2-pt layup from 3 ft (block by J. Harden),,54,63
3,10:50.0,Offensive rebound by Team,,54,63
3,10:47.0,K. Durant makes 3-pt jump shot from 27 ft (assist by S. Curry),,57,63
3,10:35.0,,Shooting foul by S. Curry (drawn by E. Gordon),57,63
3,10:35.0,,E. Gordon makes free throw 1 of 3,57,64
3,10:35.0,,E. Gordon makes free throw 2 of 3,57,65
3,10:35.0,,E. Gordon makes free throw 3 of 3,57,66
3,10:13.0,A. Iguodala misses 3-pt jump shot from 27 ft,,57,66
3,10:11.0,,Defensive rebound by C. Paul,57,66
3,9:54.0,,Turnover by C. Capela (off goaltending),57,66
3,9:46.0,Personal foul by J. Harden (drawn by A. Iguodala),,57,66
3,9:39.0,K. Thompson makes 2-pt layup from 1 ft,,59,66
3,9:24.0,,C. Capela makes 2-pt layup from 2 ft (assist by C. Paul),59,68
3,9:14.0,D. Green misses 2-pt layup from 1 ft,,59,68
3,9:12.0,,Defensive rebound by C. Capela,59,68
3,9:03.0,,J. Harden makes 3-pt jump shot from 28 ft,59,71
3,8:54.0,Golden State full timeout,,59,71
3,8:44.0,Shooting foul by C. Paul (drawn by D. Green),,59,71
3,8:44.0,D. Green misses free throw 1 of 2,,59,71
3,8:44.0,Offensive rebound by Team,,59,71
3,8:44.0,D. Green makes free throw 2 of 2,,60,71
3,8:23.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),60,74
3,8:06.0,K. Thompson misses 2-pt jump shot from 15 ft,,60,74
3,8:04.0,,Defensive rebound by C. Capela,60,74
3,7:52.0,,J. Harden makes 3-pt jump shot from 28 ft,60,77
3,7:47.0,A. Iguodala misses 2-pt layup from 3 ft (block by J. Harden),,60,77
3,7:47.0,Offensive rebound by Team,,60,77
3,7:41.0,Personal foul by C. Capela (drawn by K. Thompson),,60,77
3,7:36.0,Personal foul by J. Harden (drawn by D. Green),,60,77
3,7:32.0,Personal foul by P. Tucker (drawn by K. Durant),,60,77
3,7:32.0,K. Durant makes free throw 1 of 2,,61,77
3,7:32.0,K. Durant makes free throw 2 of 2,,62,77
3,7:22.0,,Turnover by J. Harden (bad pass; steal by D. Green),62,77
3,7:17.0,K. Thompson misses 3-pt jump shot from 26 ft,,62,77
3,7:14.0,Offensive rebound by A. Iguodala,,62,77
3,7:11.0,S. Curry misses 2-pt jump shot from 20 ft,,62,77
3,7:08.0,,Defensive rebound by J. Harden,62,77
3,6:48.0,,C. Paul misses 3-pt jump shot from 28 ft,62,77
3,6:45.0,,Offensive rebound by C. Capela,62,77
3,6:45.0,,Turnover by C. Capela (bad pass),62,77
3,6:38.0,K. Thompson misses 2-pt jump shot from 21 ft,,62,77
3,6:34.0,,Defensive rebound by J. Harden,62,77
3,6:28.0,,Turnover by J. Harden (lost ball; steal by K. Thompson),62,77
3,6:21.0,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),,64,77
3,6:19.0,,Houston full timeout,64,77
3,6:19.0,,A. Rivers enters the game for C. Capela,64,77
3,6:19.0,,I. Shumpert enters the game for C. Paul,64,77
3,6:00.0,,P. Tucker makes 2-pt layup from 1 ft (assist by J. Harden),64,79
3,5:37.0,K. Durant makes 2-pt layup from 1 ft,,66,79
3,5:37.0,Shooting foul by P. Tucker (drawn by K. Durant),,66,79
3,5:37.0,K. Looney enters the game for A. Iguodala,,66,79
3,5:37.0,K. Durant makes free throw 1 of 1,,67,79
3,5:27.0,,Shooting foul by K. Thompson (drawn by J. Harden),67,79
3,5:27.0,,J. Harden makes free throw 1 of 2,67,80
3,5:27.0,,J. Harden makes free throw 2 of 2,67,81
3,5:21.0,D. Green makes 2-pt layup from 1 ft,,69,81
3,5:00.0,,A. Rivers misses 2-pt layup from 2 ft,69,81
3,4:58.0,,Offensive rebound by P. Tucker,69,81
3,4:54.0,,Turnover by Team (shot clock),69,81
3,4:38.0,K. Durant makes 2-pt jump shot from 16 ft,,71,81
3,4:23.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by P. Tucker),71,84
3,4:05.0,K. Durant misses 3-pt jump shot from 27 ft,,71,84
3,4:02.0,Offensive rebound by D. Green,,71,84
3,4:00.0,K. Thompson misses 3-pt jump shot from 28 ft,,71,84
3,3:58.0,,Defensive rebound by I. Shumpert,71,84
3,3:40.0,,E. Gordon makes 2-pt layup from 1 ft,71,86
3,3:32.0,Personal foul by I. Shumpert (drawn by K. Durant),,71,86
3,3:32.0,K. Durant makes free throw 1 of 2,,72,86
3,3:32.0,A. McKinnie enters the game for K. Thompson,,72,86
3,3:32.0,,C. Capela enters the game for P. Tucker,72,86
3,3:32.0,K. Durant misses free throw 2 of 2,,72,86
3,3:32.0,,Defensive rebound by J. Harden,72,86
3,3:09.0,,E. Gordon misses 3-pt jump shot from 28 ft,72,86
3,3:07.0,Defensive rebound by A. McKinnie,,72,86
3,2:52.0,S. Curry makes 2-pt layup from 3 ft (assist by K. Durant),,74,86
3,2:38.0,,E. Gordon misses 3-pt jump shot from 26 ft,74,86
3,2:36.0,Defensive rebound by A. McKinnie,,74,86
3,2:19.0,K. Durant makes 3-pt jump shot from 26 ft (assist by A. McKinnie),,77,86
3,1:49.0,,I. Shumpert misses 3-pt jump shot from 26 ft,77,86
3,1:48.0,,Offensive rebound by C. Capela,77,86
3,1:44.0,,J. Harden misses 3-pt jump shot from 26 ft,77,86
3,1:41.0,Defensive rebound by K. Durant,,77,86
3,1:30.0,S. Curry makes 3-pt jump shot from 29 ft,,80,86
3,1:11.0,,A. Rivers misses 2-pt jump shot from 7 ft,80,86
3,1:09.0,Defensive rebound by K. Looney,,80,86
3,1:03.0,S. Curry makes 2-pt layup from 2 ft,,82,86
3,0:45.0,,I. Shumpert makes 2-pt jump shot from 17 ft (assist by C. Capela),82,88
3,0:35.0,S. Curry misses 2-pt jump shot from 8 ft,,82,88
3,0:33.0,,Defensive rebound by J. Harden,82,88
3,0:13.0,,J. Harden makes 3-pt jump shot from 27 ft,82,91
3,0:07.0,Personal foul by A. Rivers (drawn by S. Curry),,82,91
3,0:07.0,S. Curry makes free throw 1 of 2,,83,91
3,0:07.0,J. Bell enters the game for K. Durant,,83,91
3,0:07.0,A. Iguodala enters the game for D. Green,,83,91
3,0:07.0,S. Curry makes free throw 2 of 2,,84,91
3,0:02.0,,Personal take foul by A. Iguodala (drawn by J. Harden),84,91
3,0:02.0,S. Livingston enters the game for S. Curry,,84,91
3,0:02.0,,C. Paul enters the game for C. Capela,84,91
3,0:01.0,,J. Harden makes 2-pt layup from 1 ft (assist by C. Paul),84,93
3,0:00.0,S. Livingston misses 3-pt jump shot from 64 ft,,84,93
3,0:00.0,Offensive rebound by Team,,84,93
4,11:47.0,K. Thompson misses 2-pt jump shot from 18 ft,,84,93
4,11:44.0,,Defensive rebound by P. Tucker,84,93
4,11:25.0,,J. Harden makes 2-pt jump shot from 10 ft,84,95
4,11:15.0,S. Curry misses 3-pt jump shot from 29 ft,,84,95
4,11:12.0,Offensive rebound by S. Livingston,,84,95
4,11:09.0,S. Curry misses 3-pt jump shot from 27 ft,,84,95
4,11:07.0,,Defensive rebound by J. Harden,84,95
4,10:47.0,,A. Rivers makes 2-pt layup from 2 ft (assist by C. Paul),84,97
4,10:32.0,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),,86,97
4,10:03.0,,J. Harden makes 2-pt jump shot from 8 ft,86,99
4,9:56.0,Shooting foul by A. Rivers (drawn by A. Iguodala),,86,99
4,9:56.0,A. Iguodala misses free throw 1 of 2,,86,99
4,9:56.0,Offensive rebound by Team,,86,99
4,9:56.0,K. Durant enters the game for K. Looney,,86,99
4,9:56.0,A. Iguodala misses free throw 2 of 2,,86,99
4,9:56.0,,Defensive rebound by A. Rivers,86,99
4,9:40.0,,I. Shumpert misses 2-pt layup from 2 ft,86,99
4,9:38.0,Defensive rebound by K. Thompson,,86,99
4,9:34.0,Turnover by K. Thompson (bad pass; steal by P. Tucker),,86,99
4,9:15.0,,J. Harden misses 3-pt jump shot from 27 ft,86,99
4,9:12.0,,Offensive rebound by P. Tucker,86,99
4,9:12.0,,P. Tucker makes 2-pt hook shot from 2 ft,86,101
4,9:12.0,Golden State full timeout,,86,101
4,9:12.0,D. Green enters the game for A. Iguodala,,86,101
4,9:12.0,,E. Gordon enters the game for J. Harden,86,101
4,9:01.0,D. Green makes 2-pt dunk from 1 ft (assist by K. Durant),,88,101
4,8:33.0,,E. Gordon misses 3-pt jump shot from 30 ft,88,101
4,8:31.0,Defensive rebound by Team,,88,101
4,8:22.0,S. Livingston misses 2-pt layup from 1 ft,,88,101
4,8:17.0,Offensive rebound by K. Thompson,,88,101
4,8:11.0,K. Durant misses 2-pt layup from 4 ft (block by C. Paul),,88,101
4,8:09.0,,Defensive rebound by C. Paul,88,101
4,8:03.0,Violation by Team (kicked ball),,88,101
4,7:47.0,,A. Rivers misses 2-pt jump shot from 18 ft,88,101
4,7:45.0,,Offensive rebound by P. Tucker,88,101
4,7:33.0,,C. Paul misses 2-pt jump shot from 21 ft,88,101
4,7:32.0,,Offensive rebound by Team,88,101
4,7:32.0,,J. Harden enters the game for I. Shumpert,88,101
4,7:20.0,,J. Harden misses 3-pt jump shot from 27 ft,88,101
4,7:18.0,,Offensive rebound by C. Paul,88,101
4,7:13.0,,Turnover by C. Paul (bad pass; steal by S. Livingston),88,101
4,7:10.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,90,101
4,7:00.0,,Personal foul by K. Durant (drawn by A. Rivers),90,101
4,6:48.0,,J. Harden misses 3-pt jump shot from 30 ft,90,101
4,6:46.0,Defensive rebound by K. Thompson,,90,101
4,6:42.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,92,101
4,6:42.0,Shooting foul by J. Harden (drawn by D. Green),,92,101
4,6:42.0,D. Green misses free throw 1 of 1,,92,101
4,6:42.0,,Defensive rebound by P. Tucker,92,101
4,6:21.0,,C. Paul makes 3-pt jump shot from 26 ft,92,104
4,6:14.0,D. Green makes 2-pt layup from 1 ft,,94,104
4,6:00.0,,E. Gordon misses 2-pt layup from 2 ft,94,104
4,5:57.0,Defensive rebound by D. Green,,94,104
4,5:55.0,S. Curry misses 3-pt jump shot from 28 ft,,94,104
4,5:53.0,,Defensive rebound by J. Harden,94,104
4,5:49.0,,J. Harden misses 2-pt layup from 2 ft,94,104
4,5:45.0,Defensive rebound by K. Durant,,94,104
4,5:45.0,Personal take foul by C. Paul (drawn by S. Curry),,94,104
4,5:45.0,,Houston full timeout,94,104
4,5:45.0,A. Iguodala enters the game for S. Livingston,,94,104
4,5:39.0,A. Iguodala misses 3-pt jump shot from 24 ft,,94,104
4,5:38.0,,Defensive rebound by Team,94,104
4,5:38.0,Loose ball foul by K. Durant (drawn by C. Paul),,94,104
4,5:27.0,,E. Gordon misses 3-pt jump shot from 27 ft,94,104
4,5:25.0,Defensive rebound by A. Iguodala,,94,104
4,5:21.0,Turnover by D. Green (out of bounds lost ball),,94,104
4,4:58.0,,J. Harden misses 3-pt jump shot from 28 ft,94,104
4,4:56.0,Defensive rebound by A. Iguodala,,94,104
4,4:52.0,S. Curry makes 2-pt layup from 1 ft,,96,104
4,4:33.0,,C. Paul misses 3-pt jump shot from 22 ft,96,104
4,4:30.0,Defensive rebound by S. Curry,,96,104
4,4:24.0,K. Thompson misses 3-pt jump shot from 29 ft,,96,104
4,4:22.0,,Defensive rebound by A. Rivers,96,104
4,4:10.0,,A. Rivers misses 3-pt jump shot from 27 ft,96,104
4,4:08.0,Defensive rebound by D. Green,,96,104
