QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
1,7:12.0,,J. Crowder enters the game for D. Favors,11,17
1,7:12.0,,K. Korver enters the game for J. Ingles,11,17
1,6:54.0,Shooting foul by J. Crowder (drawn by S. Adams),,11,17
1,6:54.0,S. Adams misses free throw 1 of 2,,11,17
1,6:54.0,Offensive rebound by Team,,11,17
1,6:54.0,S. Adams misses free throw 2 of 2,,11,17
1,6:52.0,,Defensive rebound by R. Gobert,11,17
1,6:43.0,,Personal foul by T. Ferguson (drawn by D. Mitchell),11,17
1,6:43.0,D. Schröder enters the game for T. Ferguson,,11,17
1,6:38.0,,K. Korver misses 3-pt jump shot from 25 ft,11,17
1,6:34.0,Defensive rebound by R. Westbrook,,11,17
1,6:26.0,R. Westbrook misses 2-pt jump shot from 10 ft,,11,17
1,6:24.0,,Defensive rebound by R. Gobert,11,17
1,6:10.0,,R. Rubio makes 2-pt jump shot from 11 ft,11,19
1,5:58.0,J. Grant makes 2-pt jump shot from 7 ft,,13,19
1,5:35.0,,R. Gobert misses 2-pt dunk from 2 ft,13,19
1,5:33.0,Defensive rebound by R. Westbrook,,13,19
1,5:27.0,Turnover by R. Westbrook (bad pass; steal by K. Korver),,13,19
1,5:22.0,,J. Crowder misses 3-pt jump shot from 23 ft,13,19
1,5:20.0,Defensive rebound by P. George,,13,19
1,5:04.0,R. Westbrook makes 2-pt jump shot from 16 ft,,15,19
1,4:42.0,,D. Mitchell misses 3-pt jump shot from 27 ft,15,19
1,4:36.0,Defensive rebound by R. Westbrook,,15,19
1,4:30.0,D. Schröder makes 2-pt layup from 2 ft (assist by R. Westbrook),,17,19
1,4:14.0,,R. Gobert misses 2-pt dunk from 4 ft (block by J. Grant),17,19
1,4:14.0,,Offensive rebound by Team,17,19
1,4:12.0,,K. Korver makes 2-pt jump shot from 23 ft (assist by D. Mitchell),17,21
1,3:54.0,Turnover by J. Grant (bad pass; steal by R. Rubio),,17,21
1,3:49.0,,D. Mitchell misses 2-pt layup from 3 ft (block by P. George),17,21
1,3:46.0,Defensive rebound by P. George,,17,21
1,3:42.0,J. Grant makes 2-pt layup from 2 ft (assist by P. George),,19,21
1,3:21.0,,J. Crowder makes 2-pt layup from 1 ft (assist by R. Rubio),19,23
1,3:06.0,S. Adams misses 2-pt jump shot from 7 ft,,19,23
1,3:04.0,,Defensive rebound by D. Mitchell,19,23
1,2:55.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Korver),19,25
1,2:46.0,J. Grant makes 2-pt dunk from 2 ft (assist by R. Westbrook),,21,25
1,2:46.0,,Utah full timeout,21,25
1,2:46.0,Á. Abrines enters the game for R. Westbrook,,21,25
1,2:46.0,,D. Exum enters the game for R. Gobert,21,25
1,2:46.0,,D. Favors enters the game for D. Mitchell,21,25
1,2:46.0,,J. Ingles enters the game for R. Rubio,21,25
1,2:30.0,,K. Korver makes 2-pt jump shot from 23 ft (assist by D. Exum),21,27
1,2:10.0,D. Schröder makes 2-pt jump shot from 9 ft,,23,27
1,2:00.0,,K. Korver misses 3-pt jump shot from 26 ft,23,27
1,1:57.0,Defensive rebound by P. George,,23,27
1,1:50.0,Á. Abrines misses 3-pt jump shot from 24 ft,,23,27
1,1:45.0,,Defensive rebound by J. Crowder,23,27
1,1:39.0,,Shooting foul by Á. Abrines (drawn by D. Exum),23,27
1,1:39.0,,D. Exum makes free throw 1 of 2,23,28
1,1:39.0,N. Noel enters the game for S. Adams,,23,28
1,1:39.0,,D. Exum makes free throw 2 of 2,23,29
1,1:24.0,,Violation by Team (kicked ball),23,29
1,1:19.0,Personal foul by D. Exum (drawn by D. Schröder),,23,29
1,1:13.0,Turnover by P. George (bad pass; steal by D. Exum),,23,29
1,1:10.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by J. Crowder),23,32
1,0:55.0,Shooting foul by J. Crowder (drawn by P. George),,23,32
1,0:55.0,P. George makes free throw 1 of 2,,24,32
1,0:55.0,,T. Sefolosha enters the game for J. Crowder,24,32
1,0:55.0,P. George makes free throw 2 of 2,,25,32
1,0:33.0,,Turnover by D. Exum (bad pass; steal by J. Grant),25,32
1,0:29.0,Shooting foul by T. Sefolosha (drawn by P. George),,25,32
1,0:29.0,P. George makes free throw 1 of 2,,26,32
1,0:29.0,P. George misses free throw 2 of 2,,26,32
1,0:28.0,,Defensive rebound by D. Favors,26,32
1,0:05.0,,D. Exum misses 3-pt jump shot from 25 ft,26,32
1,0:01.0,Defensive rebound by Á. Abrines,,26,32
1,0:00.0,Á. Abrines misses 3-pt jump shot from 55 ft,,26,32
1,0:00.0,Offensive rebound by Team,,26,32
2,11:50.0,D. Schröder makes 2-pt layup from 3 ft,,28,32
2,11:38.0,,D. Favors misses 2-pt jump shot from 6 ft (block by N. Noel),28,32
2,11:34.0,Defensive rebound by H. Diallo,,28,32
2,11:27.0,Turnover by D. Schröder (bad pass; steal by D. Favors),,28,32
2,11:06.0,,J. Ingles makes 2-pt layup from 3 ft (assist by D. Favors),28,34
2,10:50.0,Á. Abrines makes 3-pt jump shot from 24 ft (assist by N. Noel),,31,34
2,10:41.0,,Personal foul by D. Schröder (drawn by D. Exum),31,34
2,10:33.0,,D. Favors makes 2-pt layup from 6 ft (assist by J. Ingles),31,36
2,10:20.0,D. Schröder misses 2-pt jump shot from 19 ft,,31,36
2,10:18.0,,Defensive rebound by T. Sefolosha,31,36
2,10:06.0,,D. Exum misses 2-pt jump shot from 7 ft,31,36
2,10:05.0,,Offensive rebound by D. Exum,31,36
2,9:51.0,,J. Ingles misses 2-pt jump shot from 24 ft,31,36
2,9:47.0,Defensive rebound by P. Patterson,,31,36
2,9:40.0,Turnover by D. Schröder (lost ball; steal by K. Korver),,31,36
2,9:31.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by D. Favors),31,39
2,9:11.0,Turnover by D. Schröder (bad pass; steal by T. Sefolosha),,31,39
2,9:08.0,,D. Exum makes 2-pt layup from 2 ft (assist by T. Sefolosha),31,41
2,9:08.0,Oklahoma City full timeout,,31,41
2,9:08.0,R. Westbrook enters the game for D. Schröder,,31,41
2,9:08.0,,R. O'Neale enters the game for K. Korver,31,41
2,8:53.0,H. Diallo misses 2-pt layup from 2 ft,,31,41
2,8:53.0,Offensive rebound by H. Diallo,,31,41
2,8:53.0,H. Diallo misses 2-pt layup from 3 ft,,31,41
2,8:46.0,Offensive rebound by H. Diallo,,31,41
2,8:45.0,H. Diallo makes 2-pt layup from 1 ft,,33,41
2,8:23.0,,D. Favors misses 2-pt jump shot from 4 ft,33,41
2,8:21.0,Defensive rebound by N. Noel,,33,41
2,8:17.0,R. Westbrook misses 2-pt jump shot from 18 ft,,33,41
2,8:14.0,,Defensive rebound by J. Ingles,33,41
2,8:10.0,,Personal foul by Á. Abrines (drawn by J. Ingles),33,41
2,8:10.0,S. Adams enters the game for N. Noel,,33,41
2,8:10.0,,R. Gobert enters the game for D. Exum,33,41
2,8:10.0,,D. Mitchell enters the game for D. Favors,33,41
2,8:10.0,,R. Rubio enters the game for J. Ingles,33,41
2,8:08.0,,Personal foul by R. Westbrook (drawn by R. Rubio),33,41
2,7:55.0,,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by D. Mitchell),33,44
2,7:45.0,Offensive foul by R. Westbrook (drawn by R. Rubio),,33,44
2,7:45.0,Turnover by R. Westbrook (offensive foul),,33,44
2,7:32.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),33,46
2,7:22.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,36,46
2,7:04.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Rubio),36,48
2,6:49.0,P. Patterson makes 2-pt hook shot from 10 ft,,38,48
2,6:34.0,,Shooting foul by Á. Abrines (drawn by R. Gobert),38,48
2,6:34.0,,R. Gobert misses free throw 1 of 2,38,48
2,6:34.0,,Offensive rebound by Team,38,48
2,6:34.0,T. Ferguson enters the game for Á. Abrines,,38,48
2,6:34.0,P. George enters the game for H. Diallo,,38,48
2,6:34.0,,R. Gobert misses free throw 2 of 2,38,48
2,6:33.0,Defensive rebound by R. Westbrook,,38,48
2,6:25.0,P. Patterson misses 3-pt jump shot from 26 ft,,38,48
2,6:21.0,,Defensive rebound by R. Gobert,38,48
2,6:09.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by R. Rubio),38,50
2,6:02.0,R. Westbrook misses 2-pt jump shot from 20 ft,,38,50
2,5:59.0,,Defensive rebound by R. Rubio,38,50
2,5:59.0,J. Grant enters the game for P. Patterson,,38,50
2,5:49.0,,D. Mitchell misses 3-pt jump shot from 23 ft,38,50
2,5:47.0,Defensive rebound by R. Westbrook,,38,50
2,5:41.0,R. Westbrook makes 2-pt layup from 1 ft,,40,50
2,5:25.0,,R. Gobert misses 2-pt dunk from 2 ft (block by J. Grant),40,50
2,5:21.0,Defensive rebound by J. Grant,,40,50
2,5:11.0,P. George makes 3-pt jump shot from 23 ft (assist by T. Ferguson),,43,50
2,4:56.0,,R. Rubio misses 2-pt jump shot from 16 ft,43,50
2,4:53.0,Defensive rebound by P. George,,43,50
2,4:39.0,P. George makes 2-pt jump shot from 12 ft,,45,50
2,4:39.0,Shooting foul by R. O'Neale (drawn by P. George),,45,50
2,4:39.0,,Utah full timeout,45,50
2,4:39.0,,D. Favors enters the game for R. O'Neale,45,50
2,4:39.0,,J. Ingles enters the game for T. Sefolosha,45,50
2,4:39.0,P. George makes free throw 1 of 1,,46,50
2,4:28.0,,D. Favors makes 2-pt jump shot from 13 ft (assist by R. Rubio),46,52
2,4:11.0,P. George makes 2-pt jump shot from 15 ft,,48,52
2,3:57.0,,R. Gobert misses 2-pt layup from 2 ft,48,52
2,3:54.0,Defensive rebound by R. Westbrook,,48,52
2,3:53.0,Shooting foul by D. Mitchell (drawn by R. Westbrook),,48,52
2,3:53.0,R. Westbrook makes free throw 1 of 2,,49,52
2,3:53.0,R. Westbrook makes free throw 2 of 2,,50,52
2,3:37.0,,J. Ingles misses 2-pt layup from 5 ft,50,52
2,3:34.0,Defensive rebound by P. George,,50,52
2,3:32.0,P. George misses 3-pt jump shot from 25 ft,,50,52
2,3:30.0,Offensive rebound by Team,,50,52
2,3:27.0,P. George makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,52,52
2,3:14.0,,Personal foul by S. Adams (drawn by D. Mitchell),52,52
2,3:14.0,,D. Mitchell makes free throw 1 of 2,52,53
2,3:14.0,,D. Mitchell misses free throw 2 of 2,52,53
2,3:11.0,Defensive rebound by J. Grant,,52,53
2,2:54.0,J. Grant makes 2-pt jump shot from 3 ft (assist by R. Westbrook),,54,53
2,2:29.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),54,55
2,2:18.0,Turnover by R. Westbrook (bad pass; steal by J. Ingles),,54,55
2,2:13.0,,Personal foul by T. Ferguson (drawn by D. Mitchell),54,55
2,2:13.0,,D. Mitchell makes free throw 1 of 2,54,56
2,2:13.0,D. Schröder enters the game for T. Ferguson,,54,56
2,2:13.0,,D. Mitchell makes free throw 2 of 2,54,57
2,1:57.0,P. George misses 3-pt jump shot from 25 ft,,54,57
2,1:54.0,,Defensive rebound by J. Ingles,54,57
2,1:46.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by J. Ingles),54,59
2,1:33.0,R. Westbrook misses 3-pt jump shot from 22 ft,,54,59
2,1:31.0,,Defensive rebound by R. Rubio,54,59
2,1:23.0,,Turnover by D. Mitchell (bad pass; steal by P. George),54,59
2,1:22.0,Personal foul by J. Ingles (drawn by P. George),,54,59
2,1:14.0,D. Schröder misses 3-pt jump shot from 24 ft,,54,59
2,1:11.0,,Defensive rebound by Team,54,59
2,1:01.0,,R. Rubio misses 2-pt layup from 2 ft,54,59
2,0:59.0,Defensive rebound by R. Westbrook,,54,59
2,0:53.0,J. Grant misses 3-pt jump shot from 22 ft,,54,59
2,0:50.0,,Defensive rebound by R. Rubio,54,59
2,0:43.0,,D. Favors misses 2-pt layup from 3 ft,54,59
2,0:40.0,Defensive rebound by D. Schröder,,54,59
2,0:34.0,P. George makes 2-pt layup from 3 ft,,56,59
2,0:13.0,,D. Mitchell makes 2-pt layup from 3 ft,56,61
2,0:00.0,D. Schröder makes 2-pt jump shot from 8 ft,,58,61
3,11:39.0,J. Grant misses 2-pt jump shot from 8 ft,,58,61
3,11:39.0,,Defensive rebound by Team,58,61
3,11:39.0,Loose ball foul by R. Westbrook (drawn by R. Rubio),,58,61
3,11:24.0,,R. Gobert misses 2-pt layup from 4 ft (block by S. Adams),58,61
3,11:20.0,Defensive rebound by R. Westbrook,,58,61
3,11:17.0,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,61,61
3,10:57.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by J. Ingles),61,63
3,10:49.0,P. George misses 3-pt jump shot from 25 ft,,61,63
3,10:49.0,,Defensive rebound by Team,61,63
3,10:35.0,,J. Ingles misses 3-pt jump shot from 23 ft,61,63
3,10:30.0,Defensive rebound by J. Grant,,61,63
3,10:27.0,R. Westbrook makes 2-pt layup from 2 ft,,63,63
3,10:04.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),63,65
3,9:53.0,S. Adams makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,65,65
3,9:40.0,,D. Mitchell misses 2-pt jump shot from 11 ft,65,65
3,9:38.0,Defensive rebound by P. George,,65,65
3,9:38.0,Personal take foul by R. Rubio (drawn by P. George),,65,65
3,9:31.0,Turnover by S. Adams (traveling),,65,65
3,9:17.0,,D. Mitchell makes 2-pt jump shot from 14 ft (assist by J. Ingles),65,67
3,8:57.0,Shooting foul by R. Rubio (drawn by P. George),,65,67
3,8:57.0,P. George makes free throw 1 of 2,,66,67
3,8:57.0,P. George misses free throw 2 of 2,,66,67
3,8:56.0,,Defensive rebound by Team,66,67
3,8:43.0,,D. Mitchell makes 3-pt jump shot from 27 ft (assist by J. Ingles),66,70
3,8:32.0,R. Westbrook misses 2-pt jump shot from 12 ft,,66,70
3,8:30.0,,Defensive rebound by R. Rubio,66,70
3,8:09.0,,D. Favors misses 2-pt jump shot from 13 ft,66,70
3,8:06.0,Defensive rebound by S. Adams,,66,70
3,8:01.0,R. Westbrook misses 2-pt layup from 5 ft,,66,70
3,7:56.0,,Defensive rebound by J. Ingles,66,70
3,7:49.0,,Turnover by R. Rubio (bad pass; steal by R. Westbrook),66,70
3,7:45.0,T. Ferguson misses 2-pt layup from 4 ft,,66,70
3,7:45.0,,Defensive rebound by Team,66,70
3,7:45.0,,J. Crowder enters the game for D. Favors,66,70
3,7:33.0,,Personal foul by R. Westbrook (drawn by R. Gobert),66,70
3,7:26.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Mitchell),66,73
3,7:25.0,Oklahoma City full timeout,,66,73
3,7:25.0,Á. Abrines enters the game for T. Ferguson,,66,73
3,7:25.0,D. Schröder enters the game for R. Westbrook,,66,73
3,7:08.0,S. Adams makes 2-pt layup from 3 ft (assist by P. George),,68,73
3,6:56.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Ingles),68,76
3,6:36.0,P. George misses 3-pt jump shot from 24 ft,,68,76
3,6:32.0,,Defensive rebound by R. Gobert,68,76
3,6:23.0,,J. Crowder misses 3-pt jump shot from 24 ft,68,76
3,6:20.0,Defensive rebound by J. Grant,,68,76
3,6:16.0,Personal foul by J. Ingles (drawn by P. George),,68,76
3,6:16.0,,K. Korver enters the game for J. Ingles,68,76
3,6:08.0,P. George makes 2-pt jump shot from 4 ft,,70,76
3,5:45.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Mitchell),70,79
3,5:22.0,J. Grant misses 3-pt jump shot from 25 ft,,70,79
3,5:17.0,,Defensive rebound by J. Crowder,70,79
3,5:16.0,,Turnover by J. Crowder (bad pass; steal by S. Adams),70,79
3,5:11.0,P. George makes 3-pt jump shot from 24 ft (assist by D. Schröder),,73,79
3,4:52.0,,Turnover by R. Rubio (bad pass; steal by P. George),73,79
3,4:52.0,Turnover by P. George (step out of bounds),,73,79
3,4:51.0,,K. Korver misses 3-pt jump shot from 23 ft,73,79
3,4:48.0,Defensive rebound by P. George,,73,79
3,4:38.0,P. George makes 2-pt jump shot from 18 ft,,75,79
3,4:16.0,,D. Mitchell misses 2-pt layup from 4 ft,75,79
3,4:10.0,,Offensive rebound by R. Gobert,75,79
3,4:10.0,,R. Gobert misses 2-pt dunk at rim,75,79
3,4:10.0,,Offensive rebound by D. Mitchell,75,79
3,4:07.0,,J. Crowder misses 3-pt jump shot from 25 ft,75,79
3,4:07.0,Defensive rebound by S. Adams,,75,79
3,4:04.0,D. Schröder makes 3-pt jump shot from 26 ft,,78,79
3,4:04.0,,Utah full timeout,78,79
3,4:04.0,,D. Exum enters the game for R. Gobert,78,79
3,4:04.0,,D. Favors enters the game for R. Rubio,78,79
3,3:50.0,,Shooting foul by Á. Abrines (drawn by J. Crowder),78,79
3,3:50.0,,J. Crowder misses free throw 1 of 2,78,79
3,3:50.0,,Offensive rebound by Team,78,79
3,3:50.0,,J. Crowder misses free throw 2 of 2,78,79
3,3:46.0,Defensive rebound by J. Grant,,78,79
3,3:32.0,J. Grant misses 2-pt layup from 2 ft,,78,79
3,3:25.0,Offensive rebound by S. Adams,,78,79
3,3:25.0,S. Adams makes 2-pt dunk from 1 ft,,80,79
3,3:21.0,,D. Favors misses 2-pt layup from 2 ft,80,79
3,3:18.0,Defensive rebound by S. Adams,,80,79
3,3:13.0,D. Schröder misses 2-pt layup from 5 ft (block by D. Favors),,80,79
3,3:11.0,,Defensive rebound by D. Favors,80,79
3,2:55.0,,D. Mitchell misses 3-pt jump shot from 24 ft,80,79
3,2:52.0,Defensive rebound by S. Adams,,80,79
3,2:44.0,P. George makes 2-pt dunk from 2 ft,,82,79
3,2:29.0,,J. Crowder makes 2-pt layup from 1 ft (assist by D. Mitchell),82,81
3,2:29.0,,J. Ingles enters the game for D. Mitchell,82,81
3,2:22.0,Oklahoma City full timeout,,82,81
3,2:20.0,P. George makes 3-pt jump shot from 22 ft (assist by D. Schröder),,85,81
3,2:00.0,,J. Ingles misses 3-pt jump shot from 25 ft,85,81
3,1:57.0,,Offensive rebound by D. Favors,85,81
3,1:48.0,,D. Exum misses 3-pt jump shot from 24 ft,85,81
3,1:44.0,Defensive rebound by P. George,,85,81
3,1:34.0,S. Adams makes 2-pt hook shot from 8 ft (assist by P. George),,87,81
3,1:17.0,,D. Favors misses 2-pt layup from 2 ft,87,81
3,1:14.0,Defensive rebound by J. Grant,,87,81
3,1:09.0,D. Schröder misses 2-pt layup from 2 ft (block by J. Crowder),,87,81
3,1:09.0,Offensive rebound by S. Adams,,87,81
3,1:09.0,Turnover by S. Adams (traveling),,87,81
3,0:50.0,,D. Favors misses 2-pt layup from 1 ft,87,81
3,0:47.0,Defensive rebound by P. George,,87,81
3,0:41.0,P. George makes 3-pt jump shot from 26 ft,,90,81
3,0:27.0,,D. Exum misses 2-pt layup from 5 ft,90,81
3,0:23.0,Defensive rebound by P. George,,90,81
3,0:05.0,Personal foul by J. Ingles (drawn by P. George),,90,81
3,0:05.0,,T. Sefolosha enters the game for J. Ingles,90,81
3,0:05.0,Shooting foul by T. Sefolosha (drawn by P. George),,90,81
3,0:05.0,P. George makes free throw 1 of 3,,91,81
3,0:05.0,P. George makes free throw 2 of 3,,92,81
3,0:05.0,H. Diallo enters the game for Á. Abrines,,92,81
3,0:05.0,,J. Ingles enters the game for D. Exum,92,81
3,0:05.0,,D. Mitchell enters the game for T. Sefolosha,92,81
3,0:05.0,P. George makes free throw 3 of 3,,93,81
3,0:01.0,,D. Mitchell misses 3-pt jump shot from 35 ft,93,81
3,0:00.0,,Offensive rebound by Team,93,81
4,11:47.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),93,83
4,11:32.0,D. Schröder misses 2-pt jump shot from 14 ft,,93,83
4,11:29.0,,Defensive rebound by J. Ingles,93,83
4,11:24.0,,Turnover by D. Favors (bad pass; steal by R. Westbrook),93,83
4,11:20.0,R. Westbrook misses 2-pt layup from 2 ft,,93,83
4,11:18.0,Offensive rebound by H. Diallo,,93,83
4,11:17.0,H. Diallo makes 2-pt layup from 2 ft,,95,83
4,10:51.0,,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by R. Rubio),95,86
4,10:26.0,R. Westbrook misses 3-pt jump shot from 24 ft,,95,86
4,10:24.0,Offensive rebound by Team,,95,86
4,10:15.0,D. Schröder misses 2-pt hook shot from 4 ft (block by D. Favors),,95,86
4,10:14.0,Offensive rebound by Team,,95,86
4,10:11.0,Turnover by N. Noel (lost ball; steal by R. Rubio),,95,86
4,10:01.0,,J. Ingles misses 3-pt jump shot from 23 ft,95,86
4,9:55.0,,Offensive rebound by D. Favors,95,86
4,9:55.0,,D. Favors misses 2-pt layup at rim,95,86
4,9:54.0,Defensive rebound by R. Westbrook,,95,86
4,9:45.0,R. Westbrook misses 2-pt jump shot from 13 ft,,95,86
4,9:42.0,,Defensive rebound by T. Sefolosha,95,86
4,9:34.0,,Personal foul by H. Diallo (drawn by D. Favors),95,86
4,9:34.0,T. Ferguson enters the game for H. Diallo,,95,86
4,9:34.0,P. George enters the game for P. Patterson,,95,86
4,9:34.0,J. Grant enters the game for D. Schröder,,95,86
4,9:34.0,,D. Mitchell enters the game for K. Korver,95,86
4,9:23.0,,R. Rubio makes 2-pt jump shot from 8 ft,95,88
4,9:07.0,Shooting foul by D. Favors (drawn by N. Noel),,95,88
4,9:07.0,N. Noel misses free throw 1 of 2,,95,88
4,9:07.0,Offensive rebound by Team,,95,88
4,9:07.0,,R. O'Neale enters the game for J. Ingles,95,88
4,9:07.0,N. Noel makes free throw 2 of 2,,96,88
4,8:59.0,,Turnover by R. Rubio (lost ball; steal by R. Westbrook),96,88
4,8:55.0,P. George misses 3-pt jump shot from 26 ft,,96,88
4,8:50.0,,Defensive rebound by D. Mitchell,96,88
4,8:47.0,,Shooting foul by N. Noel (drawn by D. Favors),96,88
4,8:47.0,,D. Favors makes free throw 1 of 2,96,89
4,8:47.0,S. Adams enters the game for N. Noel,,96,89
4,8:47.0,,D. Favors misses free throw 2 of 2,96,89
4,8:44.0,Defensive rebound by P. George,,96,89
4,8:40.0,Personal foul by R. O'Neale (drawn by P. George),,96,89
4,8:40.0,,R. Gobert enters the game for D. Favors,96,89
4,8:34.0,R. Westbrook misses 2-pt layup from 2 ft,,96,89
4,8:31.0,,Defensive rebound by D. Mitchell,96,89
4,8:23.0,,R. O'Neale misses 2-pt jump shot from 8 ft,96,89
4,8:22.0,,Offensive rebound by R. O'Neale,96,89
4,8:20.0,,R. Rubio misses 3-pt jump shot from 24 ft,96,89
4,8:18.0,Defensive rebound by S. Adams,,96,89
4,8:09.0,P. George misses 2-pt jump shot from 19 ft,,96,89
4,8:08.0,Offensive rebound by P. George,,96,89
4,8:06.0,P. George misses 2-pt layup from 3 ft,,96,89
4,8:04.0,,Defensive rebound by T. Sefolosha,96,89
4,7:50.0,,Shooting foul by R. Westbrook (drawn by R. Gobert),96,89
4,7:50.0,,R. Gobert makes free throw 1 of 2,96,90
4,7:50.0,,R. Gobert makes free throw 2 of 2,96,91
4,7:39.0,R. Westbrook misses 3-pt jump shot from 27 ft,,96,91
4,7:36.0,,Defensive rebound by R. Gobert,96,91
4,7:27.0,,R. O'Neale misses 3-pt jump shot from 22 ft,96,91
4,7:23.0,Defensive rebound by J. Grant,,96,91
4,7:14.0,P. George misses 2-pt jump shot from 17 ft,,96,91
4,7:11.0,,Defensive rebound by D. Mitchell,96,91
4,7:03.0,,D. Mitchell misses 3-pt jump shot from 24 ft,96,91
4,7:01.0,Defensive rebound by R. Westbrook,,96,91
4,6:52.0,R. Westbrook misses 2-pt jump shot from 12 ft,,96,91
4,6:50.0,,Defensive rebound by R. Rubio,96,91
4,6:36.0,,R. O'Neale misses 3-pt jump shot from 25 ft,96,91
4,6:32.0,Defensive rebound by R. Westbrook,,96,91
4,6:27.0,Oklahoma City full timeout,,96,91
4,6:27.0,,J. Crowder enters the game for R. O'Neale,96,91
4,6:27.0,,J. Ingles enters the game for T. Sefolosha,96,91
4,6:19.0,Turnover by R. Westbrook (bad pass; steal by J. Ingles),,96,91
4,6:14.0,,Turnover by D. Mitchell (lost ball; steal by P. George),96,91
4,6:08.0,T. Ferguson makes 2-pt jump shot from 23 ft (assist by R. Westbrook),,98,91
4,6:06.0,,Utah full timeout,98,91
4,5:46.0,,D. Mitchell misses 2-pt jump shot from 6 ft,98,91
4,5:42.0,,Offensive rebound by R. Gobert,98,91
4,5:42.0,,R. Gobert makes 2-pt layup at rim,98,93
4,5:26.0,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),,100,93
