QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
2,7:22.0,T. Evans enters the game for B. Bogdanović,,30,20
2,7:22.0,,A. Drummond enters the game for L. Galloway,30,20
2,7:22.0,,W. Ellington enters the game for Z. Pachulia,30,20
2,7:08.0,,Shooting foul by D. McDermott (drawn by L. Kennard),30,20
2,7:08.0,,L. Kennard makes free throw 1 of 2,30,21
2,7:08.0,,L. Kennard makes free throw 2 of 2,30,22
2,6:45.0,T. Young misses 3-pt jump shot from 23 ft,,30,22
2,6:43.0,,Defensive rebound by A. Drummond,30,22
2,6:36.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by W. Ellington),30,25
2,6:06.0,D. Sabonis makes 2-pt layup from 2 ft,,32,25
2,5:43.0,,I. Smith misses 3-pt jump shot from 23 ft,32,25
2,5:41.0,Defensive rebound by D. Sabonis,,32,25
2,5:34.0,T. Young makes 2-pt layup from 2 ft (assist by A. Holiday),,34,25
2,5:12.0,,W. Ellington misses 3-pt jump shot from 27 ft,34,25
2,5:08.0,,Offensive rebound by A. Drummond,34,25
2,5:07.0,,A. Drummond makes 2-pt layup from 2 ft,34,27
2,4:43.0,A. Holiday makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,37,27
2,4:23.0,,W. Ellington misses 3-pt jump shot from 24 ft,37,27
2,4:19.0,Defensive rebound by T. Young,,37,27
2,4:16.0,Indiana full timeout,,37,27
2,4:16.0,B. Bogdanović enters the game for D. McDermott,,37,27
2,4:16.0,M. Turner enters the game for D. Sabonis,,37,27
2,4:08.0,T. Evans misses 2-pt layup from 2 ft (block by A. Drummond),,37,27
2,4:07.0,Offensive rebound by M. Turner,,37,27
2,4:06.0,M. Turner makes 2-pt dunk at rim,,39,27
2,3:48.0,,Shooting foul by A. Holiday (drawn by I. Smith),39,27
2,3:48.0,,I. Smith makes free throw 1 of 2,39,28
2,3:48.0,,L. Galloway enters the game for L. Kennard,39,28
2,3:48.0,,I. Smith misses free throw 2 of 2,39,28
2,3:45.0,Defensive rebound by T. Young,,39,28
2,3:27.0,T. Young makes 2-pt layup from 2 ft,,41,28
2,3:00.0,,Turnover by A. Drummond (lost ball; steal by T. Evans),41,28
2,2:52.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,41,28
2,2:48.0,,Defensive rebound by W. Ellington,41,28
2,2:38.0,,L. Galloway misses 3-pt jump shot from 24 ft,41,28
2,2:38.0,,Offensive rebound by Team,41,28
2,2:38.0,Loose ball foul by T. Young (drawn by L. Galloway),,41,28
2,2:38.0,,L. Galloway makes free throw 1 of 2,41,29
2,2:38.0,,L. Galloway makes free throw 2 of 2,41,30
2,2:24.0,T. Evans misses 2-pt jump shot from 17 ft,,41,30
2,2:20.0,,Defensive rebound by W. Ellington,41,30
2,2:09.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),41,32
2,1:44.0,T. Young misses 3-pt jump shot from 25 ft,,41,32
2,1:41.0,,Defensive rebound by L. Galloway,41,32
2,1:30.0,,A. Drummond makes 2-pt layup from 2 ft (assist by I. Smith),41,34
2,1:30.0,,Technical foul by A. Drummond,41,34
2,1:30.0,B. Bogdanović makes technical free throw,,42,34
2,1:30.0,C. Joseph enters the game for A. Holiday,,42,34
2,1:13.0,T. Evans misses 2-pt layup from 3 ft,,42,34
2,1:11.0,,Defensive rebound by A. Drummond,42,34
2,1:06.0,Violation by Team (kicked ball),,42,34
2,1:01.0,,Shooting foul by M. Turner (drawn by A. Drummond),42,34
2,1:01.0,,A. Drummond misses free throw 1 of 2,42,34
2,1:01.0,,Offensive rebound by Team,42,34
2,1:01.0,,A. Drummond misses free throw 2 of 2,42,34
2,0:58.0,Defensive rebound by B. Bogdanović,,42,34
2,0:47.0,Turnover by C. Joseph (bad pass; steal by W. Ellington),,42,34
2,0:42.0,,I. Smith misses 2-pt layup from 2 ft,42,34
2,0:41.0,Defensive rebound by Team,,42,34
2,0:41.0,,Loose ball foul by A. Drummond (drawn by B. Bogdanović),42,34
2,0:41.0,D. Sabonis enters the game for M. Turner,,42,34
2,0:28.0,Shooting foul by L. Galloway (drawn by T. Evans),,42,34
2,0:28.0,T. Evans makes free throw 1 of 2,,43,34
2,0:28.0,A. Holiday enters the game for B. Bogdanović,,43,34
2,0:28.0,T. Evans makes free throw 2 of 2,,44,34
2,0:05.0,,T. Maker misses 3-pt jump shot from 27 ft,44,34
2,0:05.0,,Offensive rebound by Team,44,34
2,0:05.0,Loose ball foul by T. Evans (drawn by A. Drummond),,44,34
2,0:05.0,,A. Drummond makes free throw 1 of 2,44,35
2,0:05.0,B. Bogdanović enters the game for C. Joseph,,44,35
2,0:05.0,,B. Brown enters the game for I. Smith,44,35
2,0:05.0,,A. Drummond makes free throw 2 of 2,44,36
2,0:01.0,A. Holiday misses 3-pt jump shot from 23 ft (block by A. Drummond),,44,36
2,0:01.0,Offensive rebound by Team,,44,36
3,11:45.0,B. Bogdanović misses 2-pt layup from 1 ft,,44,36
3,11:42.0,,Defensive rebound by T. Maker,44,36
3,11:37.0,,B. Brown misses 2-pt layup from 2 ft (block by M. Turner),44,36
3,11:37.0,,Offensive rebound by T. Maker,44,36
3,11:37.0,,Offensive foul by T. Maker (drawn by T. Young),44,36
3,11:37.0,,Turnover by T. Maker (offensive foul),44,36
3,11:22.0,C. Joseph makes 2-pt jump shot from 5 ft,,46,36
3,11:04.0,,R. Jackson misses 2-pt layup from 4 ft,46,36
3,11:03.0,Defensive rebound by T. Evans,,46,36
3,11:00.0,M. Turner makes 2-pt dunk from 2 ft (assist by T. Evans),,48,36
3,11:00.0,Shooting foul by W. Ellington (drawn by M. Turner),,48,36
3,11:00.0,M. Turner makes free throw 1 of 1,,49,36
3,10:50.0,,Personal foul by T. Young (drawn by T. Maker),49,36
3,10:41.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by A. Drummond),49,39
3,10:31.0,T. Young makes 2-pt layup from 3 ft (assist by C. Joseph),,51,39
3,10:12.0,,Personal foul by T. Evans (drawn by R. Jackson),51,39
3,10:05.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. Jackson),51,42
3,9:53.0,Shooting foul by B. Brown (drawn by B. Bogdanović),,51,42
3,9:53.0,B. Bogdanović misses free throw 1 of 2,,51,42
3,9:53.0,Offensive rebound by Team,,51,42
3,9:53.0,B. Bogdanović makes free throw 2 of 2,,52,42
3,9:41.0,,R. Jackson makes 2-pt layup from 1 ft,52,44
3,9:25.0,C. Joseph misses 2-pt jump shot from 11 ft,,52,44
3,9:23.0,Offensive rebound by C. Joseph,,52,44
3,9:18.0,T. Young makes 2-pt jump shot from 20 ft (assist by M. Turner),,54,44
3,8:57.0,,T. Maker misses 3-pt jump shot from 24 ft,54,44
3,8:55.0,Defensive rebound by C. Joseph,,54,44
3,8:52.0,T. Young makes 2-pt dunk from 3 ft (assist by C. Joseph),,56,44
3,8:33.0,,A. Drummond makes 2-pt layup from 1 ft (assist by W. Ellington),56,46
3,8:18.0,M. Turner makes 2-pt layup from 2 ft (assist by B. Bogdanović),,58,46
3,8:18.0,Shooting foul by T. Maker (drawn by M. Turner),,58,46
3,8:18.0,M. Turner makes free throw 1 of 1,,59,46
3,8:05.0,,R. Jackson makes 2-pt jump shot from 5 ft,59,48
3,7:50.0,T. Evans misses 2-pt hook shot from 5 ft,,59,48
3,7:50.0,,Defensive rebound by A. Drummond,59,48
3,7:44.0,,Turnover by R. Jackson (bad pass; steal by T. Young),59,48
3,7:31.0,Turnover by C. Joseph (bad pass; steal by B. Brown),,59,48
3,7:22.0,,Turnover by T. Maker (lost ball; steal by C. Joseph),59,48
3,7:16.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by C. Joseph),,61,48
3,7:16.0,,Detroit full timeout,61,48
3,7:16.0,,J. Leuer enters the game for T. Maker,61,48
3,7:02.0,,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),61,50
3,6:46.0,Shooting foul by B. Brown (drawn by T. Evans),,61,50
3,6:46.0,T. Evans makes free throw 1 of 2,,62,50
3,6:46.0,T. Evans makes free throw 2 of 2,,63,50
3,6:23.0,,R. Jackson makes 2-pt jump shot from 17 ft,63,52
3,6:05.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,63,52
3,6:03.0,,Defensive rebound by A. Drummond,63,52
3,5:44.0,,B. Brown misses 2-pt layup from 6 ft,63,52
3,5:40.0,,Offensive rebound by Team,63,52
3,5:36.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by R. Jackson),63,55
3,5:24.0,Shooting foul by J. Leuer (drawn by M. Turner),,63,55
3,5:24.0,M. Turner misses free throw 1 of 2,,63,55
3,5:24.0,Offensive rebound by Team,,63,55
3,5:24.0,M. Turner makes free throw 2 of 2,,64,55
3,5:15.0,,Offensive foul by W. Ellington (drawn by T. Evans),64,55
3,5:15.0,,Turnover by W. Ellington (offensive foul),64,55
3,5:08.0,Personal foul by B. Brown (drawn by T. Evans),,64,55
3,5:08.0,T. Evans misses free throw 1 of 2,,64,55
3,5:08.0,Offensive rebound by Team,,64,55
3,5:08.0,,L. Galloway enters the game for B. Brown,64,55
3,5:08.0,T. Evans misses free throw 2 of 2,,64,55
3,5:06.0,,Defensive rebound by A. Drummond,64,55
3,4:52.0,,A. Drummond misses 2-pt layup from 2 ft,64,55
3,4:52.0,,Offensive rebound by A. Drummond,64,55
3,4:52.0,,Shooting foul by M. Turner (drawn by A. Drummond),64,55
3,4:52.0,,A. Drummond makes free throw 1 of 2,64,56
3,4:52.0,,A. Drummond misses free throw 2 of 2,64,56
3,4:52.0,Defensive rebound by Team,,64,56
3,4:39.0,Shooting foul by J. Leuer (drawn by M. Turner),,64,56
3,4:39.0,M. Turner makes free throw 1 of 2,,65,56
3,4:39.0,M. Turner misses free throw 2 of 2,,65,56
3,4:35.0,,Defensive rebound by R. Jackson,65,56
3,4:26.0,,W. Ellington misses 3-pt jump shot from 26 ft,65,56
3,4:24.0,,Offensive rebound by L. Galloway,65,56
3,4:15.0,,R. Jackson makes 3-pt jump shot from 25 ft,65,59
3,4:15.0,Indiana full timeout,,65,59
3,4:15.0,D. Sabonis enters the game for T. Young,,65,59
3,4:15.0,,L. Kennard enters the game for W. Ellington,65,59
3,3:55.0,Shooting foul by L. Galloway (drawn by C. Joseph),,65,59
3,3:55.0,C. Joseph makes free throw 1 of 2,,66,59
3,3:55.0,C. Joseph makes free throw 2 of 2,,67,59
3,3:29.0,,L. Galloway misses 3-pt jump shot from 26 ft,67,59
3,3:29.0,,Offensive rebound by Team,67,59
3,3:29.0,,Turnover by Team (shot clock),67,59
3,3:29.0,D. McDermott enters the game for B. Bogdanović,,67,59
3,3:22.0,T. Evans misses 2-pt layup from 1 ft,,67,59
3,3:17.0,Offensive rebound by T. Evans,,67,59
3,3:11.0,T. Evans misses 3-pt jump shot from 27 ft,,67,59
3,3:08.0,,Defensive rebound by A. Drummond,67,59
3,3:04.0,,Shooting foul by C. Joseph (drawn by R. Jackson),67,59
3,3:04.0,,R. Jackson misses free throw 1 of 2,67,59
3,3:04.0,,Offensive rebound by Team,67,59
3,3:04.0,,R. Jackson makes free throw 2 of 2,67,60
3,2:43.0,C. Joseph makes 2-pt jump shot from 10 ft,,69,60
3,2:31.0,,R. Jackson misses 2-pt jump shot from 10 ft,69,60
3,2:29.0,,Offensive rebound by A. Drummond,69,60
3,2:29.0,,Personal foul by M. Turner (drawn by A. Drummond),69,60
3,2:29.0,,A. Drummond makes free throw 1 of 2,69,61
3,2:29.0,T. Young enters the game for M. Turner,,69,61
3,2:29.0,,A. Drummond makes free throw 2 of 2,69,62
3,2:29.0,Indiana full timeout,,69,62
3,2:29.0,,I. Smith enters the game for R. Jackson,69,62
3,2:06.0,T. Evans misses 3-pt jump shot from 26 ft,,69,62
3,1:59.0,Offensive rebound by T. Young,,69,62
3,1:58.0,T. Young misses 2-pt layup from 2 ft,,69,62
3,1:58.0,,Defensive rebound by A. Drummond,69,62
3,1:57.0,,L. Galloway misses 3-pt jump shot from 23 ft,69,62
3,1:54.0,,Offensive rebound by J. Leuer,69,62
3,1:54.0,A. Holiday enters the game for T. Evans,,69,62
3,1:45.0,,Turnover by L. Kennard (bad pass; steal by T. Young),69,62
3,1:30.0,D. McDermott makes 2-pt layup from 5 ft (assist by T. Young),,71,62
3,1:10.0,,L. Galloway misses 3-pt jump shot from 23 ft,71,62
3,1:07.0,Defensive rebound by C. Joseph,,71,62
3,1:00.0,T. Young makes 2-pt layup from 2 ft (assist by D. Sabonis),,73,62
3,0:45.0,,L. Kennard misses 3-pt jump shot from 25 ft,73,62
3,0:42.0,Defensive rebound by D. Sabonis,,73,62
3,0:32.0,D. Sabonis makes 2-pt jump shot from 19 ft (assist by A. Holiday),,75,62
3,0:11.0,,L. Kennard misses 3-pt jump shot from 26 ft,75,62
3,0:09.0,Defensive rebound by D. Sabonis,,75,62
3,0:02.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by C. Joseph),,78,62
3,0:01.0,,I. Smith misses 3-pt jump shot from 50 ft,78,62
3,0:01.0,,Offensive rebound by Team,78,62
4,11:42.0,,T. Maker misses 3-pt jump shot from 24 ft,78,62
4,11:39.0,,Offensive rebound by I. Smith,78,62
4,11:38.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by I. Smith),78,64
4,11:09.0,B. Bogdanović makes 2-pt jump shot from 13 ft,,80,64
4,10:54.0,,W. Ellington misses 3-pt jump shot from 23 ft (block by B. Bogdanović),80,64
4,10:51.0,Defensive rebound by T. Young,,80,64
4,10:37.0,D. Sabonis makes 2-pt layup from 2 ft (assist by D. McDermott),,82,64
4,10:20.0,,W. Ellington makes 2-pt layup from 2 ft (assist by I. Smith),82,66
4,10:07.0,Personal foul by A. Drummond (drawn by B. Bogdanović),,82,66
4,9:59.0,D. McDermott makes 2-pt layup from 3 ft (assist by T. Young),,84,66
4,9:44.0,,Def 3 sec tech foul by Team,84,66
4,9:44.0,,W. Ellington makes technical free throw,84,67
4,9:35.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by I. Smith),84,70
4,9:17.0,T. Young misses 2-pt hook shot from 2 ft,,84,70
4,9:13.0,,Defensive rebound by W. Ellington,84,70
4,9:05.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),84,72
4,8:59.0,Indiana full timeout,,84,72
4,8:59.0,C. Joseph enters the game for B. Bogdanović,,84,72
4,8:47.0,Turnover by D. McDermott (bad pass; steal by A. Drummond),,84,72
4,8:38.0,,W. Ellington makes 2-pt layup from 2 ft (assist by A. Drummond),84,74
4,8:22.0,A. Holiday makes 2-pt layup from 2 ft,,86,74
4,7:56.0,,T. Maker misses 2-pt jump shot from 17 ft,86,74
4,7:54.0,Defensive rebound by D. Sabonis,,86,74
4,7:45.0,D. Sabonis misses 2-pt jump shot from 7 ft,,86,74
4,7:43.0,,Defensive rebound by T. Maker,86,74
4,7:39.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by L. Kennard),86,77
4,7:14.0,D. McDermott makes 2-pt jump shot from 23 ft (assist by A. Holiday),,88,77
4,6:56.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by I. Smith),88,80
4,6:30.0,D. Sabonis misses 3-pt jump shot from 23 ft,,88,80
4,6:27.0,,Defensive rebound by L. Kennard,88,80
4,6:09.0,,Turnover by A. Drummond (lost ball; steal by A. Holiday),88,80
4,6:01.0,A. Holiday misses 2-pt jump shot from 18 ft,,88,80
4,6:01.0,Offensive rebound by Team,,88,80
4,6:01.0,,Loose ball foul by T. Maker (drawn by T. Young),88,80
4,6:01.0,B. Bogdanović enters the game for D. McDermott,,88,80
4,6:01.0,,R. Jackson enters the game for T. Maker,88,80
4,5:54.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),,90,80
4,5:41.0,,I. Smith misses 3-pt jump shot from 24 ft,90,80
4,5:38.0,Defensive rebound by B. Bogdanović,,90,80
4,5:31.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,90,80
4,5:28.0,Offensive rebound by T. Young,,90,80
4,5:21.0,Turnover by B. Bogdanović (bad pass),,90,80
4,5:09.0,,L. Kennard misses 3-pt jump shot from 26 ft,90,80
4,5:07.0,Defensive rebound by C. Joseph,,90,80
4,4:54.0,T. Young misses 2-pt layup from 2 ft,,90,80
4,4:52.0,,Defensive rebound by L. Kennard,90,80
4,4:44.0,,W. Ellington misses 3-pt jump shot from 25 ft,90,80
4,4:43.0,Defensive rebound by D. Sabonis,,90,80
4,4:43.0,Indiana full timeout,,90,80
4,4:43.0,T. Evans enters the game for T. Young,,90,80
4,4:30.0,Personal foul by A. Drummond (drawn by D. Sabonis),,90,80
4,4:20.0,A. Holiday misses 2-pt layup from 2 ft,,90,80
4,4:17.0,D. Sabonis misses 2-pt layup from 1 ft,,90,80
4,4:17.0,Offensive rebound by D. Sabonis,,90,80
4,4:16.0,Offensive rebound by D. Sabonis,,90,80
4,4:08.0,D. Sabonis makes 2-pt hook shot from 4 ft (assist by C. Joseph),,92,80
4,3:49.0,,R. Jackson misses 2-pt jump shot from 14 ft,92,80
