QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
1,7:40.0,,Defensive rebound by T. Thompson,7,14
1,7:34.0,,R. Hood makes 3-pt jump shot from 25 ft,7,17
1,7:33.0,Atlanta full timeout,,7,17
1,7:33.0,J. Lin enters the game for T. Young,,7,17
1,7:15.0,T. Prince makes 2-pt layup from 2 ft (assist by K. Bazemore),,9,17
1,6:58.0,,S. Dekker misses 2-pt jump shot from 9 ft,9,17
1,6:56.0,,Offensive rebound by C. Sexton,9,17
1,6:55.0,,C. Sexton misses 2-pt layup from 1 ft (block by A. Len),9,17
1,6:51.0,Defensive rebound by A. Len,,9,17
1,6:43.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Prince),,11,17
1,6:24.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by C. Osman),11,20
1,6:03.0,A. Len makes 3-pt jump shot from 24 ft (assist by V. Carter),,14,20
1,5:41.0,,Shooting foul by J. Lin (drawn by C. Osman),14,20
1,5:41.0,,C. Osman makes free throw 1 of 2,14,21
1,5:41.0,D. Bembry enters the game for K. Bazemore,,14,21
1,5:41.0,D. Dedmon enters the game for V. Carter,,14,21
1,5:41.0,O. Spellman enters the game for A. Len,,14,21
1,5:41.0,,C. Osman misses free throw 2 of 2,14,21
1,5:39.0,Defensive rebound by D. Dedmon,,14,21
1,5:28.0,D. Dedmon makes 2-pt hook shot from 9 ft (assist by J. Lin),,16,21
1,5:20.0,,Turnover by C. Sexton (lost ball; steal by T. Prince),16,21
1,5:15.0,D. Bembry makes 2-pt dunk from 3 ft (assist by T. Prince),,18,21
1,4:57.0,,T. Thompson makes 2-pt hook shot from 5 ft,18,23
1,4:41.0,J. Lin misses 2-pt layup from 14 ft (block by C. Sexton),,18,23
1,4:37.0,,Defensive rebound by C. Sexton,18,23
1,4:35.0,,C. Sexton makes 2-pt layup at rim,18,25
1,4:22.0,T. Prince misses 2-pt layup from 2 ft,,18,25
1,4:22.0,,Defensive rebound by T. Thompson,18,25
1,4:22.0,,Personal foul by D. Dedmon (drawn by T. Thompson),18,25
1,4:22.0,K. Huerter enters the game for T. Prince,,18,25
1,4:22.0,,J. Clarkson enters the game for S. Dekker,18,25
1,4:22.0,,K. Korver enters the game for C. Osman,18,25
1,4:22.0,,L. Nance enters the game for T. Thompson,18,25
1,4:02.0,,R. Hood misses 2-pt jump shot from 13 ft,18,25
1,4:00.0,,Offensive rebound by C. Sexton,18,25
1,3:54.0,,R. Hood makes 2-pt layup at rim (assist by L. Nance),18,27
1,3:40.0,D. Bembry misses 2-pt jump shot from 13 ft,,18,27
1,3:37.0,,Defensive rebound by K. Korver,18,27
1,3:30.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by C. Sexton),18,29
1,3:17.0,J. Lin misses 2-pt jump shot from 20 ft,,18,29
1,3:15.0,,Defensive rebound by K. Korver,18,29
1,3:08.0,,K. Korver misses 3-pt jump shot from 28 ft,18,29
1,3:06.0,Defensive rebound by D. Dedmon,,18,29
1,2:51.0,O. Spellman makes 3-pt jump shot from 27 ft (assist by J. Lin),,21,29
1,2:40.0,,Cleveland full timeout,21,29
1,2:40.0,,D. Nwaba enters the game for R. Hood,21,29
1,2:33.0,,Personal foul by D. Bembry (drawn by J. Clarkson),21,29
1,2:23.0,,Personal foul by D. Dedmon (drawn by C. Sexton),21,29
1,2:23.0,,C. Sexton makes free throw 1 of 2,21,30
1,2:23.0,,C. Sexton misses free throw 2 of 2,21,30
1,2:21.0,Defensive rebound by O. Spellman,,21,30
1,2:12.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by J. Lin),,23,30
1,1:54.0,,J. Clarkson misses 3-pt jump shot from 24 ft,23,30
1,1:52.0,Defensive rebound by O. Spellman,,23,30
1,1:47.0,J. Lin makes 2-pt jump shot from 15 ft,,25,30
1,1:28.0,,L. Nance misses 2-pt jump shot from 17 ft (block by D. Dedmon),25,30
1,1:25.0,Defensive rebound by D. Dedmon,,25,30
1,1:22.0,K. Huerter makes 3-pt jump shot from 23 ft (assist by J. Lin),,28,30
1,1:12.0,,Def 3 sec tech foul by Team,28,30
1,1:12.0,,C. Sexton makes technical free throw,28,31
1,1:12.0,M. Plumlee enters the game for D. Dedmon,,28,31
1,1:01.0,,K. Korver makes 2-pt jump shot from 7 ft,28,33
1,0:47.0,Turnover by J. Lin (traveling),,28,33
1,0:35.0,,D. Nwaba misses 3-pt jump shot from 25 ft,28,33
1,0:32.0,Defensive rebound by D. Bembry,,28,33
1,0:28.0,J. Lin misses 3-pt jump shot from 26 ft,,28,33
1,0:24.0,Offensive rebound by M. Plumlee,,28,33
1,0:20.0,D. Bembry makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,31,33
1,0:03.0,,Personal foul by O. Spellman (drawn by L. Nance),31,33
1,0:03.0,,L. Nance makes free throw 1 of 2,31,34
1,0:03.0,T. Young enters the game for M. Plumlee,,31,34
1,0:03.0,,L. Nance makes free throw 2 of 2,31,35
2,11:48.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Young),,33,35
2,11:27.0,,K. Korver misses 3-pt jump shot from 25 ft,33,35
2,11:25.0,Defensive rebound by A. Len,,33,35
2,11:19.0,T. Young makes 3-pt jump shot from 30 ft (assist by D. Bembry),,36,35
2,10:58.0,,J. Clarkson makes 2-pt jump shot from 17 ft,36,37
2,10:44.0,Personal foul by L. Nance (drawn by T. Young),,36,37
2,10:44.0,,G. Hill enters the game for C. Sexton,36,37
2,10:37.0,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Bembry),,39,37
2,10:18.0,,J. Clarkson makes 2-pt jump shot from 15 ft,39,39
2,10:05.0,K. Huerter misses 3-pt jump shot from 26 ft,,39,39
2,10:02.0,,Defensive rebound by D. Nwaba,39,39
2,9:57.0,,D. Nwaba makes 2-pt layup from 1 ft,39,41
2,9:37.0,V. Carter misses 3-pt jump shot from 27 ft,,39,41
2,9:34.0,,Defensive rebound by G. Hill,39,41
2,9:21.0,,J. Clarkson misses 2-pt jump shot from 8 ft,39,41
2,9:19.0,Defensive rebound by A. Len,,39,41
2,9:09.0,V. Carter makes 2-pt layup from 2 ft (assist by D. Bembry),,41,41
2,8:54.0,,L. Nance misses 2-pt jump shot from 20 ft,41,41
2,8:51.0,Defensive rebound by A. Len,,41,41
2,8:44.0,T. Young misses 2-pt layup from 2 ft,,41,41
2,8:38.0,,Defensive rebound by D. Nwaba,41,41
2,8:35.0,,K. Korver misses 3-pt jump shot from 26 ft,41,41
2,8:32.0,Defensive rebound by A. Len,,41,41
2,8:32.0,Atlanta full timeout,,41,41
2,8:32.0,K. Bazemore enters the game for D. Bembry,,41,41
2,8:32.0,T. Prince enters the game for K. Huerter,,41,41
2,8:32.0,,S. Dekker enters the game for D. Nwaba,41,41
2,8:19.0,T. Young makes 2-pt jump shot from 16 ft,,43,41
2,8:04.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by L. Nance),43,44
2,7:47.0,K. Bazemore misses 3-pt jump shot from 22 ft,,43,44
2,7:45.0,Offensive rebound by K. Bazemore,,43,44
2,7:43.0,Shooting foul by K. Korver (drawn by A. Len),,43,44
2,7:43.0,A. Len misses free throw 1 of 2,,43,44
2,7:43.0,Offensive rebound by Team,,43,44
2,7:43.0,,R. Hood enters the game for J. Clarkson,43,44
2,7:43.0,,C. Osman enters the game for K. Korver,43,44
2,7:43.0,A. Len makes free throw 2 of 2,,44,44
2,7:17.0,,G. Hill makes 2-pt layup at rim (assist by L. Nance),44,46
2,7:10.0,Shooting foul by R. Hood (drawn by A. Len),,44,46
2,7:10.0,A. Len makes free throw 1 of 2,,45,46
2,7:10.0,,T. Thompson enters the game for L. Nance,45,46
2,7:10.0,A. Len misses free throw 2 of 2,,45,46
2,7:08.0,,Defensive rebound by S. Dekker,45,46
2,6:54.0,,Shooting foul by V. Carter (drawn by T. Thompson),45,46
2,6:54.0,,T. Thompson misses free throw 1 of 2,45,46
2,6:54.0,,Offensive rebound by Team,45,46
2,6:54.0,D. Dedmon enters the game for A. Len,,45,46
2,6:54.0,,T. Thompson misses free throw 2 of 2,45,46
2,6:54.0,Defensive rebound by V. Carter,,45,46
2,6:42.0,D. Dedmon misses 2-pt hook shot from 8 ft,,45,46
2,6:35.0,Offensive rebound by V. Carter,,45,46
2,6:35.0,V. Carter misses 2-pt dunk at rim,,45,46
2,6:35.0,,Defensive rebound by S. Dekker,45,46
2,6:31.0,,S. Dekker misses 2-pt jump shot from 16 ft,45,46
2,6:28.0,Defensive rebound by T. Young,,45,46
2,6:15.0,Turnover by K. Bazemore (bad pass; steal by C. Osman),,45,46
2,6:07.0,,C. Osman makes 2-pt layup from 1 ft,45,48
2,5:52.0,T. Prince misses 2-pt jump shot from 6 ft,,45,48
2,5:49.0,Offensive rebound by D. Dedmon,,45,48
2,5:45.0,T. Prince makes 3-pt jump shot from 25 ft (assist by V. Carter),,48,48
2,5:23.0,,R. Hood misses 2-pt jump shot from 16 ft,48,48
2,5:18.0,,Offensive rebound by T. Thompson,48,48
2,5:18.0,,T. Thompson misses 2-pt layup from 1 ft,48,48
2,5:18.0,,Offensive rebound by T. Thompson,48,48
2,5:18.0,,T. Thompson misses 2-pt layup from 1 ft,48,48
2,5:18.0,Defensive rebound by Team,,48,48
2,5:14.0,Personal foul by G. Hill (drawn by V. Carter),,48,48
2,5:14.0,O. Spellman enters the game for V. Carter,,48,48
2,5:14.0,,C. Sexton enters the game for G. Hill,48,48
2,5:06.0,O. Spellman misses 3-pt jump shot from 24 ft,,48,48
2,5:05.0,,Defensive rebound by Team,48,48
2,4:50.0,,C. Osman misses 2-pt jump shot from 20 ft,48,48
2,4:47.0,Defensive rebound by T. Prince,,48,48
2,4:43.0,Turnover by T. Prince (bad pass),,48,48
2,4:24.0,,Turnover by C. Osman (traveling),48,48
2,4:24.0,D. Bembry enters the game for D. Dedmon,,48,48
2,4:24.0,J. Lin enters the game for T. Young,,48,48
2,4:13.0,Turnover by D. Bembry (bad pass; steal by S. Dekker),,48,48
2,4:12.0,,Shooting foul by T. Prince (drawn by S. Dekker),48,48
2,4:12.0,,S. Dekker makes free throw 1 of 2,48,49
2,4:12.0,,S. Dekker makes free throw 2 of 2,48,50
2,4:05.0,Personal foul by S. Dekker (drawn by T. Prince),,48,50
2,4:05.0,T. Prince makes free throw 1 of 2,,49,50
2,4:05.0,T. Prince makes free throw 2 of 2,,50,50
2,3:58.0,,Personal foul by J. Lin (drawn by C. Sexton),50,50
2,3:51.0,,Shooting foul by T. Prince (drawn by C. Sexton),50,50
2,3:51.0,,C. Sexton makes free throw 1 of 2,50,51
2,3:51.0,,C. Sexton makes free throw 2 of 2,50,52
2,3:38.0,,Violation by Team (kicked ball),50,52
2,3:33.0,J. Lin misses 3-pt jump shot from 29 ft,,50,52
2,3:29.0,,Defensive rebound by S. Dekker,50,52
2,3:12.0,,Offensive foul by T. Thompson (drawn by K. Bazemore),50,52
2,3:12.0,,Turnover by T. Thompson (offensive foul),50,52
2,3:12.0,A. Len enters the game for D. Bembry,,50,52
2,3:12.0,T. Young enters the game for J. Lin,,50,52
2,3:02.0,T. Young makes 2-pt layup from 1 ft,,52,52
2,2:55.0,,Turnover by C. Sexton (palming),52,52
2,2:55.0,,Cleveland full timeout,52,52
2,2:42.0,O. Spellman misses 2-pt jump shot from 21 ft,,52,52
2,2:39.0,,Defensive rebound by S. Dekker,52,52
2,2:23.0,,Shooting foul by K. Bazemore (drawn by R. Hood),52,52
2,2:23.0,,R. Hood makes free throw 1 of 2,52,53
2,2:23.0,,R. Hood misses free throw 2 of 2,52,53
2,2:22.0,Defensive rebound by O. Spellman,,52,53
2,2:13.0,Turnover by A. Len (bad pass),,52,53
2,1:54.0,,C. Osman misses 3-pt jump shot from 28 ft,52,53
2,1:50.0,,Offensive rebound by Team,52,53
2,1:39.0,,C. Sexton misses 3-pt jump shot from 27 ft,52,53
2,1:36.0,,Offensive rebound by C. Osman,52,53
2,1:34.0,,Turnover by C. Osman (bad pass; steal by K. Bazemore),52,53
2,1:33.0,K. Bazemore makes 2-pt layup from 1 ft,,54,53
2,1:33.0,Shooting foul by R. Hood (drawn by K. Bazemore),,54,53
2,1:33.0,,J. Clarkson enters the game for R. Hood,54,53
2,1:33.0,K. Bazemore makes free throw 1 of 1,,55,53
2,1:13.0,,C. Sexton misses 2-pt jump shot from 17 ft,55,53
2,1:09.0,Defensive rebound by K. Bazemore,,55,53
2,1:05.0,K. Bazemore misses 2-pt layup from 3 ft,,55,53
2,1:02.0,Offensive rebound by A. Len,,55,53
2,1:00.0,A. Len makes 2-pt dunk from 1 ft,,57,53
2,0:42.0,,C. Osman misses 2-pt layup from 1 ft,57,53
2,0:39.0,,Offensive rebound by T. Thompson,57,53
2,0:38.0,,T. Thompson makes 2-pt layup at rim,57,55
2,0:38.0,,Shooting foul by K. Bazemore (drawn by T. Thompson),57,55
2,0:38.0,,T. Thompson makes free throw 1 of 1,57,56
2,0:29.0,Turnover by K. Bazemore (bad pass; steal by T. Thompson),,57,56
2,0:26.0,,C. Sexton makes 2-pt dunk from 1 ft (assist by T. Thompson),57,58
2,0:01.0,T. Young misses 2-pt jump shot from 11 ft,,57,58
2,0:01.0,,Defensive rebound by C. Osman,57,58
3,11:46.0,T. Prince misses 2-pt jump shot from 19 ft,,57,58
3,11:42.0,,Defensive rebound by G. Hill,57,58
3,11:22.0,,T. Thompson misses 2-pt jump shot from 18 ft,57,58
3,11:19.0,Defensive rebound by K. Bazemore,,57,58
3,11:11.0,A. Len makes 2-pt layup from 1 ft,,59,58
3,10:49.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by G. Hill),59,61
3,10:34.0,V. Carter misses 3-pt jump shot from 24 ft,,59,61
3,10:32.0,,Defensive rebound by S. Dekker,59,61
3,10:26.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by S. Dekker),59,64
3,10:14.0,Shooting foul by T. Thompson (drawn by T. Young),,59,64
3,10:14.0,T. Young makes free throw 1 of 2,,60,64
3,10:14.0,T. Young misses free throw 2 of 2,,60,64
3,10:12.0,,Defensive rebound by T. Thompson,60,64
3,9:55.0,,R. Hood misses 2-pt jump shot from 16 ft,60,64
3,9:55.0,Defensive rebound by Team,,60,64
3,9:42.0,T. Prince misses 3-pt jump shot from 25 ft,,60,64
3,9:38.0,,Defensive rebound by T. Thompson,60,64
3,9:31.0,,C. Osman makes 2-pt layup from 1 ft,60,66
3,9:31.0,,Shooting foul by K. Bazemore (drawn by C. Osman),60,66
3,9:31.0,,C. Osman misses free throw 1 of 1,60,66
3,9:31.0,Defensive rebound by A. Len,,60,66
3,9:15.0,T. Prince misses 2-pt layup from 2 ft,,60,66
3,9:12.0,,Defensive rebound by S. Dekker,60,66
3,9:09.0,,C. Osman misses 2-pt layup from 3 ft (block by K. Bazemore),60,66
3,9:06.0,,Offensive rebound by T. Thompson,60,66
3,9:04.0,,G. Hill makes 2-pt jump shot from 15 ft (assist by S. Dekker),60,68
3,9:03.0,Atlanta full timeout,,60,68
3,9:03.0,O. Spellman enters the game for V. Carter,,60,68
3,8:52.0,Turnover by T. Prince (bad pass; steal by T. Thompson),,60,68
3,8:47.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by T. Thompson),60,70
3,8:32.0,Turnover by T. Prince (bad pass; steal by G. Hill),,60,70
3,8:30.0,,G. Hill makes 2-pt dunk from 2 ft,60,72
3,8:30.0,Atlanta full timeout,,60,72
3,8:30.0,D. Bembry enters the game for A. Len,,60,72
3,8:30.0,D. Dedmon enters the game for T. Prince,,60,72
3,8:21.0,Turnover by O. Spellman (lost ball; steal by T. Thompson),,60,72
3,8:07.0,,Personal foul by K. Bazemore (drawn by G. Hill),60,72
3,8:07.0,K. Huerter enters the game for K. Bazemore,,60,72
3,7:54.0,,T. Thompson makes 2-pt dunk from 2 ft (assist by C. Osman),60,74
3,7:35.0,T. Young makes 3-pt jump shot from 30 ft,,63,74
3,7:16.0,,R. Hood makes 2-pt jump shot from 11 ft (assist by G. Hill),63,76
3,7:10.0,T. Young makes 2-pt layup from 1 ft,,65,76
3,7:10.0,,Violation by Team (def goaltending),65,76
3,7:10.0,Shooting foul by S. Dekker (drawn by T. Young),,65,76
3,7:10.0,T. Young misses free throw 1 of 1,,65,76
3,7:10.0,,Defensive rebound by S. Dekker,65,76
3,7:01.0,,Personal foul by T. Young (drawn by C. Osman),65,76
3,6:56.0,,Shooting foul by D. Bembry (drawn by C. Osman),65,76
3,6:56.0,,C. Osman makes free throw 1 of 2,65,77
3,6:56.0,,C. Osman makes free throw 2 of 2,65,78
3,6:42.0,D. Bembry makes 2-pt layup from 2 ft,,67,78
3,6:31.0,,Personal foul by D. Dedmon (drawn by C. Osman),67,78
3,6:31.0,,C. Osman makes free throw 1 of 2,67,79
3,6:31.0,,C. Osman makes free throw 2 of 2,67,80
3,6:20.0,T. Young makes 2-pt layup from 1 ft,,69,80
3,6:08.0,,Turnover by G. Hill (bad pass; steal by O. Spellman),69,80
3,6:04.0,Turnover by K. Huerter (bad pass; steal by R. Hood),,69,80
3,5:59.0,,Offensive foul by C. Osman (drawn by D. Bembry),69,80
3,5:59.0,,Turnover by C. Osman (offensive foul),69,80
3,5:41.0,Turnover by K. Huerter (bad pass; steal by T. Thompson),,69,80
3,5:31.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by G. Hill),69,83
3,5:21.0,T. Young makes 3-pt jump shot from 35 ft,,72,83
3,5:11.0,,Cleveland full timeout,72,83
3,5:11.0,J. Lin enters the game for K. Huerter,,72,83
3,5:11.0,,C. Sexton enters the game for G. Hill,72,83
3,5:03.0,,R. Hood makes 2-pt jump shot from 12 ft,72,85
3,5:03.0,,Shooting foul by D. Bembry (drawn by R. Hood),72,85
3,5:03.0,,J. Clarkson enters the game for C. Osman,72,85
3,5:03.0,,L. Nance enters the game for T. Thompson,72,85
3,5:03.0,,R. Hood makes free throw 1 of 1,72,86
3,4:57.0,Personal foul by C. Sexton (drawn by J. Lin),,72,86
3,4:52.0,T. Young misses 2-pt layup from 2 ft,,72,86
3,4:50.0,,Defensive rebound by S. Dekker,72,86
3,4:44.0,,L. Nance misses 2-pt hook shot from 2 ft,72,86
3,4:41.0,Defensive rebound by D. Bembry,,72,86
3,4:35.0,D. Bembry misses 2-pt layup from 1 ft,,72,86
3,4:31.0,,Defensive rebound by S. Dekker,72,86
3,4:29.0,,L. Nance makes 2-pt layup from 2 ft (assist by S. Dekker),72,88
3,4:13.0,Turnover by T. Young (bad pass; steal by S. Dekker),,72,88
3,4:10.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by S. Dekker),72,90
3,4:10.0,Atlanta full timeout,,72,90
3,4:10.0,V. Carter enters the game for D. Dedmon,,72,90
3,4:10.0,A. Len enters the game for O. Spellman,,72,90
3,4:10.0,T. Prince enters the game for T. Young,,72,90
3,4:10.0,,K. Korver enters the game for R. Hood,72,90
3,3:57.0,A. Len makes 2-pt dunk from 1 ft (assist by D. Bembry),,74,90
3,3:40.0,,J. Clarkson makes 2-pt hook shot from 4 ft,74,92
3,3:32.0,V. Carter makes 2-pt layup from 1 ft (assist by J. Lin),,76,92
3,3:32.0,Shooting foul by L. Nance (drawn by V. Carter),,76,92
3,3:32.0,V. Carter misses free throw 1 of 1,,76,92
3,3:32.0,,Defensive rebound by L. Nance,76,92
3,3:18.0,,L. Nance misses 2-pt hook shot from 7 ft,76,92
3,3:16.0,Defensive rebound by J. Lin,,76,92
3,3:14.0,J. Lin makes 3-pt jump shot from 30 ft,,79,92
3,2:55.0,,C. Sexton misses 2-pt jump shot from 4 ft (block by A. Len),79,92
3,2:51.0,,Offensive rebound by C. Sexton,79,92
3,2:48.0,,S. Dekker makes 3-pt jump shot from 22 ft (assist by C. Sexton),79,95
3,2:47.0,Shooting foul by C. Sexton (drawn by J. Lin),,79,95
3,2:47.0,J. Lin makes free throw 1 of 2,,80,95
3,2:47.0,J. Lin makes free throw 2 of 2,,81,95
3,2:38.0,,Turnover by J. Clarkson (out of bounds lost ball),81,95
3,2:29.0,A. Len makes 2-pt dunk at rim (assist by J. Lin),,83,95
3,2:29.0,,Cleveland full timeout,83,95
3,2:13.0,,J. Clarkson misses 2-pt jump shot from 16 ft,83,95
3,2:11.0,Defensive rebound by D. Bembry,,83,95
3,2:05.0,V. Carter misses 3-pt jump shot from 26 ft,,83,95
3,2:02.0,,Defensive rebound by K. Korver,83,95
3,1:52.0,,L. Nance makes 2-pt jump shot from 19 ft,83,97
3,1:38.0,J. Lin makes 2-pt jump shot from 4 ft,,85,97
3,1:26.0,,Personal foul by J. Lin (drawn by L. Nance),85,97
3,1:26.0,,L. Nance misses free throw 1 of 2,85,97
3,1:26.0,,Offensive rebound by Team,85,97
3,1:26.0,,L. Nance makes free throw 2 of 2,85,98
3,1:12.0,D. Bembry misses 3-pt jump shot from 27 ft,,85,98
3,1:09.0,,Defensive rebound by C. Sexton,85,98
3,1:01.0,,Personal foul by T. Prince (drawn by K. Korver),85,98
3,1:01.0,,K. Korver makes free throw 1 of 2,85,99
3,1:01.0,,C. Osman enters the game for S. Dekker,85,99
3,1:01.0,,K. Korver misses free throw 2 of 2,85,99
3,0:59.0,Defensive rebound by V. Carter,,85,99
3,0:49.0,T. Prince misses 3-pt jump shot from 25 ft,,85,99
3,0:46.0,,Defensive rebound by C. Sexton,85,99
3,0:42.0,,C. Sexton misses 2-pt layup from 2 ft,85,99
3,0:39.0,Defensive rebound by T. Prince,,85,99
3,0:36.0,T. Prince makes 2-pt layup from 1 ft,,87,99
3,0:12.0,,J. Clarkson misses 3-pt jump shot from 24 ft,87,99
3,0:10.0,Defensive rebound by T. Prince,,87,99
3,0:02.0,Offensive foul by T. Prince (drawn by K. Korver),,87,99
3,0:02.0,Turnover by T. Prince (offensive foul),,87,99
4,11:46.0,,Turnover by C. Osman (bad pass; steal by A. Len),87,99
4,11:33.0,T. Young makes 2-pt layup at rim,,89,99
4,11:21.0,,K. Korver misses 3-pt jump shot from 23 ft,89,99
4,11:16.0,Defensive rebound by A. Len,,89,99
4,11:13.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),,91,99
4,10:54.0,,L. Nance misses 2-pt hook shot from 3 ft,91,99
4,10:46.0,,Offensive rebound by J. Clarkson,91,99
4,10:46.0,,J. Clarkson makes 2-pt dunk at rim,91,101
4,10:35.0,J. Lin misses 2-pt jump shot from 17 ft,,91,101
4,10:31.0,,Defensive rebound by C. Sexton,91,101
4,10:20.0,,Turnover by C. Sexton (bad pass; steal by A. Len),91,101
4,10:16.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),,93,101
4,10:00.0,,Shooting foul by T. Young (drawn by C. Sexton),93,101
4,10:00.0,,C. Sexton makes free throw 1 of 2,93,102
4,10:00.0,,R. Hood enters the game for K. Korver,93,102
4,10:00.0,,T. Thompson enters the game for L. Nance,93,102
4,10:00.0,,C. Sexton makes free throw 2 of 2,93,103
4,9:46.0,Turnover by J. Lin (lost ball; steal by R. Hood),,93,103
4,9:37.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by R. Hood),93,106
4,9:27.0,J. Lin makes 3-pt jump shot from 29 ft (assist by A. Len),,96,106
4,9:03.0,,J. Clarkson misses 3-pt jump shot from 25 ft,96,106
4,9:01.0,Defensive rebound by A. Len,,96,106
4,8:54.0,J. Lin misses 3-pt jump shot from 25 ft,,96,106
4,8:52.0,,Defensive rebound by R. Hood,96,106
4,8:46.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by R. Hood),96,109
4,8:29.0,Shooting foul by R. Hood (drawn by A. Len),,96,109
4,8:29.0,A. Len makes free throw 1 of 2,,97,109
4,8:29.0,T. Prince enters the game for V. Carter,,97,109
4,8:29.0,O. Spellman enters the game for J. Lin,,97,109
4,8:29.0,A. Len misses free throw 2 of 2,,97,109
4,8:27.0,,Defensive rebound by T. Thompson,97,109
4,8:10.0,,C. Osman makes 3-pt jump shot from 25 ft,97,112
4,7:57.0,Turnover by O. Spellman (bad pass; steal by J. Clarkson),,97,112
4,7:51.0,,J. Clarkson misses 2-pt layup from 2 ft,97,112
4,7:49.0,Defensive rebound by O. Spellman,,97,112
4,7:44.0,T. Prince misses 3-pt jump shot from 23 ft,,97,112
4,7:42.0,,Defensive rebound by J. Clarkson,97,112
4,7:39.0,,J. Clarkson misses 2-pt layup from 3 ft (block by K. Bazemore),97,112
4,7:39.0,,Offensive rebound by Team,97,112
4,7:39.0,D. Bembry enters the game for A. Len,,97,112
4,7:39.0,D. Dedmon enters the game for O. Spellman,,97,112
4,7:29.0,,Turnover by C. Osman (out of bounds lost ball),97,112
4,7:29.0,,G. Hill enters the game for C. Sexton,97,112
4,7:13.0,T. Prince misses 2-pt layup at rim,,97,112
4,7:10.0,,Defensive rebound by T. Thompson,97,112
4,6:59.0,,Personal foul by D. Bembry (drawn by T. Thompson),97,112
4,6:59.0,,Cleveland full timeout,97,112
4,6:54.0,,C. Osman misses 2-pt layup from 2 ft (block by D. Bembry),97,112
4,6:54.0,,Offensive rebound by T. Thompson,97,112
