QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
2,3:55.0,Defensive rebound by P. Beverley,,42,46
2,3:43.0,A. Bradley misses 3-pt jump shot from 23 ft,,42,46
2,3:40.0,,Defensive rebound by S. Adams,42,46
2,3:35.0,,R. Westbrook misses 2-pt jump shot from 18 ft,42,46
2,3:29.0,Defensive rebound by D. Gallinari,,42,46
2,3:19.0,T. Harris misses 3-pt jump shot from 23 ft,,42,46
2,3:16.0,Offensive rebound by A. Bradley,,42,46
2,3:15.0,D. Gallinari misses 3-pt jump shot from 27 ft,,42,46
2,3:12.0,,Defensive rebound by J. Grant,42,46
2,3:01.0,,S. Adams makes 2-pt layup from 1 ft (assist by P. George),42,48
2,2:40.0,T. Harris makes 2-pt jump shot from 23 ft,,44,48
2,2:35.0,,Personal foul by M. Gortat (drawn by S. Adams),44,48
2,2:35.0,Technical foul by M. Gortat,,44,48
2,2:35.0,,P. George makes technical free throw,44,49
2,2:35.0,,S. Adams makes free throw 1 of 2,44,50
2,2:35.0,,Á. Abrines enters the game for T. Ferguson,44,50
2,2:35.0,,S. Adams makes free throw 2 of 2,44,51
2,2:24.0,M. Gortat makes 2-pt layup from 4 ft (assist by A. Bradley),,46,51
2,2:16.0,,J. Grant misses 3-pt jump shot from 25 ft,46,51
2,2:13.0,Defensive rebound by A. Bradley,,46,51
2,2:11.0,Turnover by A. Bradley (bad pass; steal by J. Grant),,46,51
2,2:07.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),46,54
2,1:47.0,Turnover by A. Bradley (bad pass),,46,54
2,1:39.0,,J. Grant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),46,56
2,1:12.0,T. Harris makes 2-pt layup at rim,,48,56
2,1:03.0,,P. George misses 2-pt layup from 2 ft,48,56
2,1:03.0,Defensive rebound by M. Gortat,,48,56
2,1:03.0,Personal foul by P. George (drawn by M. Gortat),,48,56
2,1:03.0,M. Gortat makes free throw 1 of 2,,49,56
2,1:03.0,M. Gortat makes free throw 2 of 2,,50,56
2,0:54.0,,P. George makes 3-pt jump shot from 22 ft (assist by R. Westbrook),50,59
2,0:38.0,Turnover by T. Harris (bad pass; steal by R. Westbrook),,50,59
2,0:19.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. George),50,61
2,0:03.0,Turnover by T. Harris (bad pass),,50,61
3,11:49.0,,P. George misses 3-pt jump shot from 25 ft,50,61
3,11:48.0,Defensive rebound by Team,,50,61
3,11:32.0,D. Gallinari makes 2-pt jump shot from 12 ft,,52,61
3,11:08.0,,T. Ferguson makes 2-pt jump shot from 13 ft (assist by J. Grant),52,63
3,10:42.0,Personal foul by J. Grant (drawn by D. Gallinari),,52,63
3,10:32.0,M. Gortat misses 2-pt dunk from 2 ft (block by P. George),,52,63
3,10:29.0,,Defensive rebound by T. Ferguson,52,63
3,10:27.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),52,65
3,10:15.0,Offensive foul by D. Gallinari (drawn by T. Ferguson),,52,65
3,10:15.0,Turnover by D. Gallinari (offensive foul),,52,65
3,10:02.0,,Turnover by J. Grant (lost ball; steal by D. Gallinari),52,65
3,9:46.0,Turnover by A. Bradley (bad pass; steal by J. Grant),,52,65
3,9:41.0,,Turnover by R. Westbrook (bad pass),52,65
3,9:18.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by T. Harris),,55,65
3,8:59.0,,T. Ferguson misses 3-pt jump shot from 23 ft,55,65
3,8:57.0,Defensive rebound by M. Gortat,,55,65
3,8:38.0,Turnover by T. Harris (bad pass; steal by R. Westbrook),,55,65
3,8:37.0,,Personal take foul by D. Gallinari (drawn by R. Westbrook),55,65
3,8:25.0,,S. Adams misses 2-pt hook shot from 4 ft,55,65
3,8:23.0,,Offensive rebound by J. Grant,55,65
3,8:22.0,,J. Grant makes 2-pt dunk at rim,55,67
3,8:22.0,LA Clippers full timeout,,55,67
3,8:08.0,Turnover by M. Gortat (lost ball; steal by R. Westbrook),,55,67
3,8:06.0,,Personal foul by A. Bradley (drawn by R. Westbrook),55,67
3,7:55.0,,P. George makes 2-pt layup from 2 ft (assist by S. Adams),55,69
3,7:34.0,S. Gilgeous-Alexander makes 2-pt jump shot from 19 ft,,57,69
3,7:18.0,,S. Adams misses 2-pt layup at rim (block by M. Gortat),57,69
3,7:16.0,Defensive rebound by M. Gortat,,57,69
3,7:06.0,Shooting foul by R. Westbrook (drawn by M. Gortat),,57,69
3,7:06.0,M. Gortat misses free throw 1 of 2,,57,69
3,7:06.0,Offensive rebound by Team,,57,69
3,7:06.0,M. Gortat makes free throw 2 of 2,,58,69
3,6:48.0,,P. George makes 2-pt jump shot from 23 ft,58,71
3,6:29.0,D. Gallinari makes 2-pt jump shot from 19 ft,,60,71
3,6:23.0,,Personal foul by D. Gallinari (drawn by S. Adams),60,71
3,6:09.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),60,74
3,5:47.0,S. Gilgeous-Alexander misses 2-pt jump shot from 5 ft (block by J. Grant),,60,74
3,5:42.0,,Defensive rebound by S. Adams,60,74
3,5:42.0,,Oklahoma City full timeout,60,74
3,5:42.0,P. Beverley enters the game for S. Gilgeous-Alexander,,60,74
3,5:42.0,M. Harrell enters the game for M. Gortat,,60,74
3,5:31.0,,R. Westbrook misses 2-pt layup from 3 ft,60,74
3,5:29.0,Defensive rebound by A. Bradley,,60,74
3,5:24.0,M. Harrell makes 2-pt layup from 1 ft (assist by A. Bradley),,62,74
3,5:13.0,,R. Westbrook misses 2-pt layup from 2 ft,62,74
3,5:12.0,Defensive rebound by T. Harris,,62,74
3,5:03.0,T. Harris makes 2-pt dunk from 1 ft (assist by M. Harrell),,64,74
3,4:47.0,,P. George misses 2-pt jump shot from 3 ft,64,74
3,4:45.0,Defensive rebound by P. Beverley,,64,74
3,4:45.0,Personal foul by P. George (drawn by P. Beverley),,64,74
3,4:45.0,,D. Schröder enters the game for T. Ferguson,64,74
3,4:26.0,A. Bradley makes 2-pt jump shot from 13 ft (assist by M. Harrell),,66,74
3,4:09.0,,D. Schröder misses 2-pt jump shot from 15 ft,66,74
3,4:06.0,,Offensive rebound by S. Adams,66,74
3,3:59.0,,S. Adams makes 2-pt hook shot from 9 ft (assist by R. Westbrook),66,76
3,3:36.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,69,76
3,3:19.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Adams),69,79
3,2:59.0,A. Bradley misses 3-pt jump shot from 25 ft,,69,79
3,2:57.0,,Defensive rebound by Team,69,79
3,2:57.0,M. Scott enters the game for D. Gallinari,,69,79
3,2:57.0,,N. Noel enters the game for S. Adams,69,79
3,2:46.0,,Shooting foul by A. Bradley (drawn by R. Westbrook),69,79
3,2:46.0,Technical foul by A. Bradley,,69,79
3,2:46.0,,R. Westbrook misses technical free throw,69,79
3,2:46.0,,Offensive rebound by Team,69,79
3,2:46.0,,R. Westbrook makes free throw 1 of 2,69,80
3,2:46.0,,R. Westbrook makes free throw 2 of 2,69,81
3,2:28.0,Personal foul by N. Noel (drawn by T. Harris),,69,81
3,2:28.0,,Á. Abrines enters the game for R. Westbrook,69,81
3,2:16.0,Turnover by P. Beverley (bad pass; steal by D. Schröder),,69,81
3,2:12.0,,Shooting foul by M. Scott (drawn by J. Grant),69,81
3,2:12.0,,J. Grant misses free throw 1 of 2,69,81
3,2:12.0,,Offensive rebound by Team,69,81
3,2:12.0,,J. Grant misses free throw 2 of 2,69,81
3,2:10.0,Defensive rebound by M. Harrell,,69,81
3,1:48.0,A. Bradley misses 2-pt layup from 2 ft (block by N. Noel),,69,81
3,1:46.0,,Defensive rebound by J. Grant,69,81
3,1:45.0,,Turnover by J. Grant (traveling),69,81
3,1:45.0,M. Teodosić enters the game for A. Bradley,,69,81
3,1:45.0,,P. Patterson enters the game for J. Grant,69,81
3,1:27.0,M. Scott misses 2-pt jump shot from 6 ft,,69,81
3,1:23.0,,Defensive rebound by P. George,69,81
3,1:19.0,,P. George misses 3-pt jump shot from 26 ft,69,81
3,1:16.0,Defensive rebound by T. Harris,,69,81
3,1:08.0,M. Harrell misses 2-pt layup from 1 ft,,69,81
3,1:05.0,Offensive rebound by M. Harrell,,69,81
3,1:05.0,M. Harrell misses 2-pt layup at rim,,69,81
3,1:05.0,Offensive rebound by M. Harrell,,69,81
3,1:04.0,M. Harrell misses 2-pt layup at rim,,69,81
3,1:04.0,,Defensive rebound by N. Noel,69,81
3,0:52.0,,Turnover by D. Schröder (lost ball; steal by P. Beverley),69,81
3,0:47.0,Turnover by M. Harrell (traveling),,69,81
3,0:38.0,,P. George makes 3-pt jump shot from 25 ft (assist by P. Patterson),69,84
3,0:23.0,M. Teodosić misses 3-pt jump shot from 25 ft,,69,84
3,0:21.0,,Defensive rebound by P. George,69,84
3,0:21.0,S. Thornwell enters the game for T. Harris,,69,84
3,0:09.0,,Personal foul by P. Beverley (drawn by P. George),69,84
3,0:09.0,,P. George misses free throw 1 of 2,69,84
3,0:09.0,,Offensive rebound by Team,69,84
3,0:09.0,,P. George makes free throw 2 of 2,69,85
3,0:09.0,Technical foul by P. Beverley,,69,85
3,0:09.0,,P. George makes technical free throw,69,86
3,0:02.0,Turnover by M. Teodosić (lost ball; steal by N. Noel),,69,86
4,11:40.0,M. Harrell makes 2-pt hook shot from 6 ft,,71,86
4,11:20.0,,Á. Abrines makes 2-pt jump shot from 18 ft,71,88
4,11:10.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by M. Teodosić),,74,88
4,10:52.0,,H. Diallo makes 2-pt layup from 5 ft (assist by D. Schröder),74,90
4,10:30.0,D. Gallinari makes 2-pt jump shot from 15 ft,,76,90
4,10:21.0,,D. Schröder makes 2-pt layup from 2 ft,76,92
4,10:12.0,Shooting foul by D. Schröder (drawn by P. Beverley),,76,92
4,10:12.0,P. Beverley makes free throw 1 of 2,,77,92
4,10:12.0,P. Beverley makes free throw 2 of 2,,78,92
4,10:01.0,,D. Schröder misses 2-pt layup from 2 ft (block by M. Harrell),78,92
4,9:59.0,Defensive rebound by M. Scott,,78,92
4,9:42.0,D. Gallinari makes 2-pt layup from 2 ft,,80,92
4,9:31.0,,D. Schröder misses 2-pt jump shot from 9 ft,80,92
4,9:30.0,Defensive rebound by Team,,80,92
4,9:30.0,,Loose ball foul by N. Noel (drawn by D. Gallinari),80,92
4,9:18.0,D. Gallinari misses 3-pt jump shot from 24 ft,,80,92
4,9:15.0,,Defensive rebound by Á. Abrines,80,92
4,9:09.0,,Á. Abrines misses 3-pt jump shot from 25 ft,80,92
4,9:06.0,,Offensive rebound by N. Noel,80,92
4,9:05.0,,N. Noel misses 2-pt hook shot from 4 ft,80,92
4,9:03.0,Defensive rebound by D. Gallinari,,80,92
4,8:55.0,Turnover by D. Gallinari (lost ball; steal by P. Patterson),,80,92
4,8:50.0,,H. Diallo makes 2-pt layup from 2 ft (assist by P. Patterson),80,94
4,8:32.0,M. Harrell misses 2-pt dunk from 1 ft,,80,94
4,8:32.0,,Defensive rebound by D. Schröder,80,94
4,8:32.0,,Personal foul by M. Teodosić (drawn by D. Schröder),80,94
4,8:32.0,,R. Westbrook enters the game for Á. Abrines,80,94
4,8:21.0,,D. Schröder makes 2-pt jump shot from 15 ft,80,96
4,8:10.0,M. Teodosić makes 2-pt layup from 1 ft,,82,96
4,7:59.0,,D. Schröder misses 3-pt jump shot from 26 ft,82,96
4,7:56.0,Defensive rebound by D. Gallinari,,82,96
4,7:48.0,M. Scott misses 2-pt jump shot from 14 ft,,82,96
4,7:46.0,,Defensive rebound by N. Noel,82,96
4,7:27.0,,R. Westbrook misses 3-pt jump shot from 28 ft,82,96
4,7:25.0,Defensive rebound by P. Beverley,,82,96
4,7:20.0,M. Teodosić misses 2-pt layup from 3 ft (block by H. Diallo),,82,96
4,7:17.0,,Defensive rebound by H. Diallo,82,96
4,7:12.0,,N. Noel makes 2-pt dunk from 1 ft (assist by R. Westbrook),82,98
4,7:12.0,LA Clippers full timeout,,82,98
4,7:12.0,A. Bradley enters the game for M. Scott,,82,98
4,7:12.0,T. Harris enters the game for M. Teodosić,,82,98
4,6:56.0,Turnover by A. Bradley (out of bounds lost ball),,82,98
4,6:56.0,,J. Grant enters the game for P. Patterson,82,98
4,6:48.0,,R. Westbrook misses 2-pt jump shot from 17 ft,82,98
4,6:45.0,Defensive rebound by T. Harris,,82,98
4,6:25.0,M. Harrell makes 2-pt hook shot from 2 ft,,84,98
4,6:25.0,,S. Adams enters the game for H. Diallo,84,98
4,6:25.0,,P. George enters the game for N. Noel,84,98
4,5:59.0,,Turnover by Team (shot clock),84,98
4,5:47.0,M. Harrell makes 2-pt jump shot from 12 ft,,86,98
4,5:29.0,,S. Adams misses 2-pt jump shot from 8 ft,86,98
4,5:27.0,Defensive rebound by T. Harris,,86,98
4,5:20.0,T. Harris makes 2-pt layup from 1 ft,,88,98
4,5:04.0,,R. Westbrook misses 2-pt jump shot from 13 ft,88,98
4,5:02.0,Defensive rebound by D. Gallinari,,88,98
4,4:57.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by A. Bradley),,91,98
4,4:55.0,,Oklahoma City full timeout,91,98
4,4:42.0,,R. Westbrook makes 2-pt jump shot from 11 ft,91,100
4,4:20.0,Turnover by D. Gallinari (bad pass),,91,100
4,4:07.0,,P. George makes 2-pt jump shot from 20 ft (assist by R. Westbrook),91,102
4,3:54.0,D. Gallinari makes 2-pt layup from 3 ft,,93,102
4,3:54.0,Shooting foul by P. George (drawn by D. Gallinari),,93,102
4,3:54.0,D. Gallinari makes free throw 1 of 1,,94,102
