QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
1,3:13.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by D. DeRozan),20,26
1,2:57.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by A. Bradley),,23,26
1,2:45.0,,D. DeRozan misses 2-pt jump shot from 13 ft,23,26
1,2:42.0,Defensive rebound by M. Gortat,,23,26
1,2:35.0,A. Bradley misses 2-pt layup from 3 ft,,23,26
1,2:32.0,,Defensive rebound by D. DeRozan,23,26
1,2:19.0,,D. Bertāns makes 2-pt hook shot from 7 ft (assist by P. Mills),23,28
1,2:02.0,P. Beverley misses 2-pt layup from 4 ft,,23,28
1,2:00.0,,Defensive rebound by J. Poeltl,23,28
1,1:53.0,,M. Belinelli misses 3-pt jump shot from 27 ft,23,28
1,1:51.0,Defensive rebound by S. Gilgeous-Alexander,,23,28
1,1:43.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,,25,28
1,1:27.0,,M. Belinelli makes 3-pt jump shot from 28 ft (assist by P. Mills),25,31
1,1:15.0,Personal foul by D. Bertāns (drawn by P. Beverley),,25,31
1,1:15.0,M. Harrell enters the game for S. Gilgeous-Alexander,,25,31
1,1:15.0,M. Scott enters the game for M. Gortat,,25,31
1,1:15.0,T. Wallace enters the game for T. Harris,,25,31
1,1:15.0,,R. Gay enters the game for D. DeRozan,25,31
1,1:07.0,T. Wallace misses 2-pt jump shot from 9 ft (block by J. Poeltl),,25,31
1,1:06.0,Offensive rebound by T. Wallace,,25,31
1,1:05.0,M. Scott misses 3-pt jump shot from 24 ft,,25,31
1,1:03.0,,Defensive rebound by M. Belinelli,25,31
1,1:00.0,,Shooting foul by P. Beverley (drawn by M. Belinelli),25,31
1,1:00.0,,M. Belinelli makes free throw 1 of 3,25,32
1,1:00.0,,M. Belinelli makes free throw 2 of 3,25,33
1,1:00.0,M. Teodosić enters the game for A. Bradley,,25,33
1,1:00.0,,M. Belinelli makes free throw 3 of 3,25,34
1,0:48.0,Turnover by M. Teodosić (traveling),,25,34
1,0:33.0,,P. Mills makes 2-pt jump shot from 16 ft,25,36
1,0:22.0,T. Wallace misses 2-pt jump shot from 7 ft,,25,36
1,0:20.0,Offensive rebound by M. Harrell,,25,36
1,0:20.0,M. Harrell makes 2-pt layup at rim,,27,36
1,0:03.0,,R. Gay makes 2-pt jump shot from 17 ft,27,38
1,0:00.0,M. Teodosić misses 3-pt jump shot from 50 ft,,27,38
1,0:00.0,Offensive rebound by Team,,27,38
2,11:41.0,,P. Mills makes 2-pt jump shot from 20 ft,27,40
2,11:19.0,M. Scott makes 2-pt jump shot from 9 ft (assist by M. Teodosić),,29,40
2,11:10.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by J. Poeltl),29,42
2,10:56.0,P. Beverley misses 3-pt jump shot from 27 ft,,29,42
2,10:53.0,,Defensive rebound by P. Mills,29,42
2,10:52.0,,Shooting foul by M. Scott (drawn by R. Gay),29,42
2,10:52.0,,R. Gay makes free throw 1 of 2,29,43
2,10:52.0,,R. Gay makes free throw 2 of 2,29,44
2,10:30.0,M. Teodosić misses 3-pt jump shot from 24 ft,,29,44
2,10:28.0,,Defensive rebound by D. Bertāns,29,44
2,10:21.0,,M. Belinelli misses 3-pt jump shot from 26 ft,29,44
2,10:18.0,Defensive rebound by M. Scott,,29,44
2,10:06.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by M. Teodosić),,32,44
2,9:52.0,,Turnover by P. Mills (lost ball; steal by M. Harrell),32,44
2,9:48.0,T. Wallace misses 2-pt layup from 7 ft (block by J. Poeltl),,32,44
2,9:44.0,,Defensive rebound by D. Bertāns,32,44
2,9:42.0,,Shooting foul by M. Teodosić (drawn by J. Poeltl),32,44
2,9:42.0,,J. Poeltl makes free throw 1 of 2,32,45
2,9:42.0,,B. Forbes enters the game for P. Mills,32,45
2,9:42.0,,J. Poeltl misses free throw 2 of 2,32,45
2,9:40.0,Defensive rebound by M. Scott,,32,45
2,9:23.0,M. Harrell misses 2-pt layup from 7 ft,,32,45
2,9:20.0,Offensive rebound by M. Harrell,,32,45
2,9:14.0,M. Harrell misses 2-pt jump shot from 6 ft (block by D. Bertāns),,32,45
2,9:10.0,,Defensive rebound by J. Poeltl,32,45
2,9:10.0,,Turnover by J. Poeltl (bad pass),32,45
2,8:59.0,M. Scott misses 3-pt jump shot from 23 ft,,32,45
2,8:55.0,Offensive rebound by T. Wallace,,32,45
2,8:47.0,T. Wallace misses 2-pt jump shot from 7 ft,,32,45
2,8:46.0,Offensive rebound by M. Scott,,32,45
2,8:46.0,M. Scott misses 2-pt layup from 3 ft,,32,45
2,8:46.0,,Defensive rebound by R. Gay,32,45
2,8:33.0,,J. Poeltl misses 2-pt hook shot from 7 ft (block by P. Beverley),32,45
2,8:32.0,,Offensive rebound by D. Bertāns,32,45
2,8:32.0,,Personal foul by M. Teodosić (drawn by R. Gay),32,45
2,8:32.0,D. Gallinari enters the game for T. Wallace,,32,45
2,8:32.0,,D. DeRozan enters the game for M. Belinelli,32,45
2,8:25.0,,B. Forbes misses 2-pt jump shot from 22 ft,32,45
2,8:23.0,Defensive rebound by P. Beverley,,32,45
2,8:13.0,M. Scott makes 3-pt jump shot from 23 ft (assist by P. Beverley),,35,45
2,8:05.0,,San Antonio full timeout,35,45
2,8:05.0,,L. Aldridge enters the game for D. Bertāns,35,45
2,8:05.0,,D. Cunningham enters the game for J. Poeltl,35,45
2,7:58.0,,B. Forbes misses 3-pt jump shot from 24 ft,35,45
2,7:55.0,Defensive rebound by P. Beverley,,35,45
2,7:37.0,Personal foul by D. Cunningham (drawn by D. Gallinari),,35,45
2,7:30.0,Turnover by M. Teodosić (bad pass),,35,45
2,7:14.0,,B. Forbes misses 2-pt layup from 4 ft,35,45
2,7:12.0,Defensive rebound by D. Gallinari,,35,45
2,7:07.0,P. Beverley misses 3-pt jump shot from 26 ft,,35,45
2,7:03.0,Offensive rebound by M. Harrell,,35,45
2,7:03.0,Personal foul by L. Aldridge (drawn by M. Harrell),,35,45
2,7:03.0,S. Gilgeous-Alexander enters the game for P. Beverley,,35,45
2,7:03.0,T. Harris enters the game for M. Scott,,35,45
2,6:54.0,M. Harrell makes 2-pt jump shot from 9 ft (assist by D. Gallinari),,37,45
2,6:42.0,,D. DeRozan misses 2-pt jump shot from 9 ft,37,45
2,6:42.0,,Offensive rebound by R. Gay,37,45
2,6:39.0,,R. Gay makes 2-pt dunk from 5 ft,37,47
2,6:23.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by R. Gay),,37,47
2,6:14.0,,R. Gay makes 2-pt jump shot from 18 ft,37,49
2,6:12.0,LA Clippers full timeout,,37,49
2,6:12.0,A. Bradley enters the game for M. Teodosić,,37,49
2,6:12.0,,D. White enters the game for R. Gay,37,49
2,6:00.0,D. Gallinari misses 2-pt jump shot from 16 ft,,37,49
2,5:57.0,,Defensive rebound by D. Cunningham,37,49
2,5:46.0,,D. DeRozan misses 2-pt jump shot from 7 ft,37,49
2,5:44.0,Defensive rebound by T. Harris,,37,49
2,5:40.0,Shooting foul by D. DeRozan (drawn by T. Harris),,37,49
2,5:40.0,T. Harris makes free throw 1 of 2,,38,49
2,5:40.0,T. Harris misses free throw 2 of 2,,38,49
2,5:38.0,,Defensive rebound by L. Aldridge,38,49
2,5:23.0,,L. Aldridge makes 2-pt jump shot from 10 ft,38,51
2,5:05.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,41,51
2,4:54.0,,B. Forbes misses 3-pt jump shot from 25 ft,41,51
2,4:54.0,Defensive rebound by A. Bradley,,41,51
2,4:48.0,Turnover by T. Harris (bad pass),,41,51
2,4:48.0,M. Gortat enters the game for M. Harrell,,41,51
2,4:48.0,,M. Belinelli enters the game for B. Forbes,41,51
2,4:29.0,,D. DeRozan misses 2-pt jump shot from 15 ft,41,51
2,4:26.0,Defensive rebound by A. Bradley,,41,51
2,4:13.0,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft (assist by M. Gortat),,43,51
2,4:00.0,,L. Aldridge makes 2-pt jump shot from 11 ft,43,53
2,3:46.0,T. Harris makes 2-pt jump shot from 11 ft,,45,53
2,3:46.0,Shooting foul by D. Cunningham (drawn by T. Harris),,45,53
2,3:46.0,,P. Mills enters the game for D. White,45,53
2,3:46.0,T. Harris makes free throw 1 of 1,,46,53
2,3:35.0,,M. Belinelli makes 2-pt layup from 7 ft,46,55
2,3:20.0,M. Gortat misses 2-pt jump shot from 11 ft,,46,55
2,3:20.0,,Defensive rebound by D. Cunningham,46,55
2,3:08.0,,D. DeRozan makes 2-pt jump shot from 12 ft,46,57
2,2:57.0,,Turnover by D. DeRozan (lost ball),46,57
2,2:57.0,T. Harris misses 2-pt jump shot from 11 ft,,46,57
2,2:57.0,,Defensive rebound by L. Aldridge,46,57
2,2:48.0,,Loose ball foul by D. DeRozan (drawn by S. Gilgeous-Alexander),46,57
2,2:48.0,,R. Gay enters the game for D. Cunningham,46,57
2,2:48.0,A. Bradley makes free throw 1 of 2,,47,57
2,2:48.0,A. Bradley makes free throw 2 of 2,,48,57
2,2:38.0,,D. DeRozan misses 2-pt layup from 10 ft,48,57
2,2:34.0,,Offensive rebound by D. DeRozan,48,57
2,2:26.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),48,59
2,2:11.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by M. Gortat),,51,59
2,2:00.0,,P. Mills misses 3-pt jump shot from 27 ft,51,59
2,1:57.0,Defensive rebound by M. Gortat,,51,59
2,1:41.0,D. Gallinari misses 3-pt jump shot from 26 ft,,51,59
2,1:39.0,Offensive rebound by T. Harris,,51,59
2,1:39.0,Shooting foul by P. Mills (drawn by T. Harris),,51,59
2,1:39.0,T. Harris makes free throw 1 of 2,,52,59
2,1:39.0,T. Harris makes free throw 2 of 2,,53,59
2,1:26.0,,Technical foul by D. DeRozan,53,59
2,1:26.0,D. Gallinari makes technical free throw,,54,59
2,1:21.0,,Personal foul by M. Gortat (drawn by L. Aldridge),54,59
2,1:13.0,,D. DeRozan makes 2-pt layup from 9 ft,54,61
2,1:13.0,,Shooting foul by D. Gallinari (drawn by D. DeRozan),54,61
2,1:13.0,,D. DeRozan misses free throw 1 of 1,54,61
2,1:10.0,Defensive rebound by M. Gortat,,54,61
2,0:59.0,T. Harris makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,57,61
2,0:37.0,,L. Aldridge makes 3-pt jump shot from 27 ft (assist by P. Mills),57,64
2,0:24.0,Turnover by M. Gortat (bad pass; steal by L. Aldridge),,57,64
2,0:23.0,,Personal take foul by D. Gallinari (drawn by P. Mills),57,64
2,0:23.0,,P. Mills makes free throw 1 of 2,57,65
2,0:23.0,P. Beverley enters the game for M. Gortat,,57,65
2,0:23.0,,B. Forbes enters the game for L. Aldridge,57,65
2,0:23.0,,P. Mills makes free throw 2 of 2,57,66
2,0:02.0,D. Gallinari misses 2-pt jump shot from 13 ft,,57,66
2,0:02.0,,Defensive rebound by M. Belinelli,57,66
3,12:00.0,Technical foul by D. Gallinari,,57,66
3,12:00.0,,D. DeRozan makes technical free throw,57,67
3,11:46.0,,B. Forbes misses 3-pt jump shot from 26 ft,57,67
3,11:41.0,Defensive rebound by A. Bradley,,57,67
3,11:35.0,T. Harris misses 3-pt jump shot from 27 ft,,57,67
3,11:32.0,,Defensive rebound by D. DeRozan,57,67
3,11:23.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. DeRozan),57,69
3,11:09.0,Turnover by M. Gortat (bad pass; steal by D. DeRozan),,57,69
3,10:53.0,,R. Gay makes 2-pt jump shot from 12 ft,57,71
3,10:53.0,LA Clippers full timeout,,57,71
3,10:30.0,A. Bradley misses 3-pt jump shot from 27 ft,,57,71
3,10:28.0,,Defensive rebound by L. Aldridge,57,71
3,10:24.0,,D. White makes 3-pt jump shot from 24 ft (assist by B. Forbes),57,74
3,10:01.0,T. Harris misses 3-pt jump shot from 25 ft,,57,74
3,9:59.0,,Defensive rebound by R. Gay,57,74
3,9:49.0,,L. Aldridge makes 2-pt dunk from 5 ft (assist by R. Gay),57,76
3,9:28.0,T. Harris misses 2-pt jump shot from 22 ft,,57,76
3,9:25.0,Offensive rebound by S. Gilgeous-Alexander,,57,76
3,9:22.0,T. Harris misses 2-pt jump shot from 13 ft,,57,76
3,9:19.0,Offensive rebound by Team,,57,76
3,9:12.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by M. Gortat),,59,76
3,8:57.0,,B. Forbes makes 2-pt jump shot from 6 ft (assist by D. DeRozan),59,78
3,8:46.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,,61,78
3,8:24.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),61,80
3,8:09.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by T. Harris),,64,80
3,7:43.0,,Turnover by D. White (bad pass; steal by D. Gallinari),64,80
3,7:39.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,64,80
3,7:39.0,Offensive rebound by Team,,64,80
3,7:39.0,,Loose ball foul by R. Gay (drawn by D. Gallinari),64,80
3,7:30.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by T. Harris),,67,80
3,7:17.0,,D. DeRozan makes 2-pt jump shot from 5 ft,67,82
3,7:03.0,Shooting foul by B. Forbes (drawn by D. Gallinari),,67,82
3,7:03.0,D. Gallinari makes free throw 1 of 2,,68,82
3,7:03.0,D. Gallinari makes free throw 2 of 2,,69,82
3,6:46.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by R. Gay),69,84
3,6:33.0,Turnover by T. Harris (bad pass),,69,84
3,6:16.0,,R. Gay misses 3-pt jump shot from 27 ft,69,84
3,6:13.0,Defensive rebound by T. Harris,,69,84
3,5:55.0,Turnover by A. Bradley (bad pass; steal by L. Aldridge),,69,84
3,5:48.0,,R. Gay makes 2-pt layup from 2 ft (assist by B. Forbes),69,86
3,5:48.0,LA Clippers full timeout,,69,86
3,5:48.0,,P. Mills enters the game for D. White,69,86
3,5:27.0,T. Harris misses 2-pt jump shot from 15 ft,,69,86
3,5:24.0,,Defensive rebound by P. Mills,69,86
3,5:09.0,,L. Aldridge misses 2-pt jump shot from 14 ft,69,86
3,5:05.0,Defensive rebound by D. Gallinari,,69,86
3,4:53.0,A. Bradley makes 2-pt layup from 3 ft,,71,86
3,4:35.0,,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. DeRozan),71,89
3,4:18.0,Shooting foul by R. Gay (drawn by D. Gallinari),,71,89
3,4:18.0,D. Gallinari makes free throw 1 of 2,,72,89
3,4:18.0,P. Beverley enters the game for M. Gortat,,72,89
3,4:18.0,,M. Belinelli enters the game for B. Forbes,72,89
3,4:18.0,,D. Bertāns enters the game for R. Gay,72,89
3,4:18.0,D. Gallinari makes free throw 2 of 2,,73,89
3,4:00.0,,Turnover by D. DeRozan (lost ball; steal by S. Gilgeous-Alexander),73,89
3,3:56.0,T. Harris makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),,75,89
3,3:55.0,,San Antonio full timeout,75,89
3,3:40.0,,Shooting foul by D. Gallinari (drawn by L. Aldridge),75,89
3,3:40.0,,L. Aldridge misses free throw 1 of 2,75,89
3,3:40.0,,Offensive rebound by Team,75,89
3,3:40.0,,L. Aldridge misses free throw 2 of 2,75,89
3,3:37.0,Defensive rebound by D. Gallinari,,75,89
3,3:17.0,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft (block by D. Bertāns),,75,89
3,3:11.0,,Defensive rebound by D. DeRozan,75,89
3,3:06.0,,M. Belinelli misses 2-pt jump shot from 15 ft,75,89
3,3:03.0,,Offensive rebound by L. Aldridge,75,89
3,3:03.0,,Turnover by L. Aldridge (out of bounds lost ball),75,89
3,2:53.0,Personal foul by D. DeRozan (drawn by D. Gallinari),,75,89
3,2:44.0,Offensive foul by T. Harris (drawn by L. Aldridge),,75,89
3,2:44.0,Turnover by T. Harris (offensive foul),,75,89
3,2:29.0,,L. Aldridge makes 2-pt dunk from 4 ft (assist by D. Bertāns),75,91
3,2:07.0,A. Bradley misses 2-pt layup from 5 ft,,75,91
3,2:05.0,,Defensive rebound by M. Belinelli,75,91
3,1:44.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),75,94
3,1:33.0,Shooting foul by L. Aldridge (drawn by D. Gallinari),,75,94
3,1:33.0,D. Gallinari makes free throw 1 of 2,,76,94
3,1:33.0,M. Harrell enters the game for S. Gilgeous-Alexander,,76,94
3,1:33.0,M. Teodosić enters the game for T. Harris,,76,94
3,1:33.0,,R. Gay enters the game for D. DeRozan,76,94
3,1:33.0,D. Gallinari makes free throw 2 of 2,,77,94
3,1:22.0,,Shooting foul by M. Harrell (drawn by L. Aldridge),77,94
3,1:22.0,,L. Aldridge makes free throw 1 of 2,77,95
3,1:22.0,M. Scott enters the game for D. Gallinari,,77,95
3,1:22.0,,L. Aldridge makes free throw 2 of 2,77,96
3,1:12.0,Offensive foul by M. Scott (drawn by P. Mills),,77,96
3,1:12.0,Turnover by M. Scott (offensive foul),,77,96
3,1:12.0,,J. Poeltl enters the game for L. Aldridge,77,96
3,0:59.0,,J. Poeltl misses 2-pt jump shot from 8 ft,77,96
3,0:56.0,Defensive rebound by M. Harrell,,77,96
3,0:48.0,Shooting foul by D. Bertāns (drawn by M. Harrell),,77,96
3,0:48.0,M. Harrell misses free throw 1 of 2,,77,96
3,0:48.0,Offensive rebound by Team,,77,96
3,0:48.0,S. Thornwell enters the game for A. Bradley,,77,96
3,0:48.0,M. Harrell misses free throw 2 of 2,,77,96
3,0:47.0,,Defensive rebound by D. Bertāns,77,96
3,0:38.0,,Turnover by M. Belinelli (bad pass),77,96
3,0:34.0,M. Teodosić misses 3-pt jump shot from 26 ft,,77,96
3,0:31.0,,Defensive rebound by R. Gay,77,96
3,0:20.0,,Personal foul by P. Beverley (drawn by P. Mills),77,96
3,0:20.0,,P. Mills makes free throw 1 of 2,77,97
3,0:20.0,,P. Mills makes free throw 2 of 2,77,98
3,0:01.0,P. Beverley misses 2-pt layup from 5 ft,,77,98
3,0:01.0,Offensive rebound by Team,,77,98
4,11:49.0,Shooting foul by P. Mills (drawn by M. Scott),,77,98
4,11:49.0,M. Scott misses free throw 1 of 2,,77,98
4,11:49.0,Offensive rebound by Team,,77,98
4,11:49.0,M. Scott makes free throw 2 of 2,,78,98
4,11:34.0,,R. Gay makes 2-pt jump shot from 20 ft,78,100
4,11:21.0,M. Teodosić misses 2-pt jump shot from 18 ft,,78,100
4,11:18.0,,Defensive rebound by J. Poeltl,78,100
4,11:12.0,,Shooting foul by S. Thornwell (drawn by R. Gay),78,100
4,11:12.0,,R. Gay makes free throw 1 of 2,78,101
4,11:12.0,,R. Gay makes free throw 2 of 2,78,102
4,10:57.0,M. Harrell makes 2-pt jump shot from 6 ft,,80,102
4,10:39.0,,R. Gay makes 2-pt jump shot from 18 ft,80,104
4,10:26.0,S. Thornwell makes 2-pt jump shot from 5 ft (assist by P. Beverley),,82,104
4,10:03.0,,R. Gay misses 2-pt jump shot from 14 ft,82,104
4,10:00.0,Defensive rebound by S. Thornwell,,82,104
4,9:54.0,S. Thornwell misses 3-pt jump shot from 27 ft,,82,104
4,9:50.0,,Defensive rebound by M. Belinelli,82,104
4,9:42.0,,M. Belinelli misses 2-pt layup from 3 ft,82,104
4,9:38.0,Defensive rebound by S. Thornwell,,82,104
4,9:38.0,Personal foul by R. Gay (drawn by S. Thornwell),,82,104
4,9:38.0,,B. Forbes enters the game for R. Gay,82,104
4,9:38.0,,D. White enters the game for P. Mills,82,104
4,9:24.0,Turnover by M. Teodosić (lost ball; steal by M. Belinelli),,82,104
4,9:19.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by D. Bertāns),82,106
4,9:07.0,M. Scott misses 3-pt jump shot from 24 ft,,82,106
4,9:07.0,,Defensive rebound by J. Poeltl,82,106
4,8:49.0,,D. White makes 2-pt jump shot from 18 ft,82,108
4,8:31.0,Personal foul by M. Belinelli (drawn by P. Beverley),,82,108
4,8:31.0,B. Marjanović enters the game for M. Scott,,82,108
4,8:31.0,T. Wallace enters the game for M. Teodosić,,82,108
4,8:31.0,,D. Cunningham enters the game for D. Bertāns,82,108
4,8:25.0,P. Beverley misses 3-pt jump shot from 27 ft,,82,108
4,8:22.0,,Defensive rebound by D. Cunningham,82,108
4,8:11.0,,J. Poeltl makes 2-pt layup from 3 ft (assist by M. Belinelli),82,110
4,8:11.0,,Q. Pondexter enters the game for M. Belinelli,82,110
4,7:56.0,Turnover by T. Wallace (out of bounds lost ball),,82,110
4,7:41.0,,B. Forbes misses 3-pt jump shot from 27 ft,82,110
4,7:38.0,Defensive rebound by S. Thornwell,,82,110
4,7:32.0,Turnover by S. Thornwell (bad pass; steal by D. White),,82,110
4,7:26.0,,D. White makes 2-pt layup from 2 ft,82,112
4,7:04.0,M. Harrell misses 2-pt jump shot from 10 ft,,82,112
4,7:02.0,,Defensive rebound by J. Poeltl,82,112
4,6:58.0,,San Antonio full timeout,82,112
4,6:58.0,M. Scott enters the game for M. Harrell,,82,112
4,6:58.0,,C. Metu enters the game for B. Forbes,82,112
4,6:49.0,,D. White makes 2-pt jump shot from 10 ft,82,114
4,6:28.0,B. Marjanović makes 2-pt layup from 5 ft (assist by S. Thornwell),,84,114
4,6:14.0,,Turnover by C. Metu (bad pass),84,114
4,5:55.0,T. Wallace misses 3-pt jump shot from 26 ft,,84,114
4,5:52.0,,Defensive rebound by C. Metu,84,114
4,5:43.0,,D. White misses 3-pt jump shot from 27 ft,84,114
4,5:42.0,,Offensive rebound by C. Metu,84,114
4,5:42.0,,Turnover by C. Metu (traveling),84,114
4,5:34.0,P. Beverley misses 3-pt jump shot from 26 ft,,84,114
4,5:31.0,,Defensive rebound by Q. Pondexter,84,114
4,5:18.0,,Shooting foul by S. Thornwell (drawn by C. Metu),84,114
4,5:18.0,,C. Metu misses free throw 1 of 2,84,114
4,5:18.0,,Offensive rebound by Team,84,114
4,5:18.0,,C. Metu makes free throw 2 of 2,84,115
4,5:06.0,M. Scott misses 2-pt layup from 5 ft (block by J. Poeltl),,84,115
4,5:04.0,,Defensive rebound by D. White,84,115
4,5:04.0,,Shooting foul by S. Thornwell (drawn by C. Metu),84,115
4,5:04.0,,C. Metu makes free throw 1 of 2,84,116
4,5:04.0,,C. Metu makes free throw 2 of 2,84,117
4,4:44.0,S. Thornwell misses 2-pt jump shot from 7 ft,,84,117
4,4:39.0,,Defensive rebound by C. Metu,84,117
4,4:32.0,,C. Metu misses 2-pt hook shot from 7 ft,84,117
4,4:29.0,Defensive rebound by B. Marjanović,,84,117
4,4:21.0,B. Marjanović misses 2-pt hook shot from 8 ft,,84,117
4,4:19.0,,Defensive rebound by J. Poeltl,84,117
