QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
1,2:03.0,,J. Clarkson makes 2-pt layup from 1 ft,26,14
1,1:52.0,B. Portis misses 3-pt jump shot from 26 ft,,26,14
1,1:49.0,,Defensive rebound by J. Blossomgame,26,14
1,1:37.0,,Turnover by J. Clarkson (out of bounds lost ball),26,14
1,1:37.0,,C. Payne enters the game for C. Osman,26,14
1,1:25.0,Turnover by B. Portis (traveling),,26,14
1,1:10.0,,Turnover by J. Clarkson (lost ball; steal by K. Dunn),26,14
1,1:06.0,K. Dunn misses 2-pt layup from 1 ft,,26,14
1,1:00.0,Offensive rebound by B. Portis,,26,14
1,1:00.0,B. Portis makes 2-pt layup from 1 ft,,28,14
1,0:58.0,,Personal foul by B. Portis (drawn by J. Blossomgame),28,14
1,0:51.0,,M. Dellavedova makes 2-pt jump shot from 12 ft,28,16
1,0:37.0,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Dunn),,31,16
1,0:31.0,,J. Clarkson misses 3-pt jump shot from 28 ft,31,16
1,0:26.0,Defensive rebound by W. Selden,,31,16
1,0:12.0,Turnover by K. Dunn (traveling),,31,16
1,0:01.0,,M. Dellavedova misses 2-pt jump shot from 14 ft,31,16
1,0:01.0,,Offensive rebound by J. Blossomgame,31,16
1,0:00.0,,J. Blossomgame makes 2-pt layup from 5 ft,31,18
2,11:49.0,,C. Payne misses 2-pt jump shot from 21 ft,31,18
2,11:46.0,Defensive rebound by B. Portis,,31,18
2,11:37.0,B. Portis makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,34,18
2,11:36.0,Technical foul by B. Portis,,34,18
2,11:36.0,,J. Clarkson makes technical free throw,34,19
2,11:23.0,,Personal foul by W. Selden (drawn by C. Frye),34,19
2,11:16.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,34,19
2,11:14.0,,Offensive rebound by Team,34,19
2,11:09.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by J. Clarkson),34,22
2,10:56.0,B. Portis makes 3-pt jump shot from 26 ft (assist by J. Parker),,37,22
2,10:33.0,,J. Clarkson misses 3-pt jump shot from 23 ft,37,22
2,10:31.0,Defensive rebound by J. Parker,,37,22
2,10:26.0,B. Portis misses 3-pt jump shot from 29 ft,,37,22
2,10:22.0,,Defensive rebound by C. Payne,37,22
2,10:12.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,37,22
2,10:09.0,,Offensive rebound by J. Blossomgame,37,22
2,10:05.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by J. Clarkson),37,25
2,9:40.0,J. Parker misses 2-pt hook shot from 10 ft,,37,25
2,9:38.0,,Defensive rebound by J. Clarkson,37,25
2,9:18.0,,J. Blossomgame misses 2-pt jump shot from 19 ft,37,25
2,9:17.0,Defensive rebound by S. Harrison,,37,25
2,9:13.0,Turnover by S. Harrison (bad pass; steal by J. Clarkson),,37,25
2,9:08.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by C. Payne),37,27
2,9:08.0,Chicago full timeout,,37,27
2,8:53.0,J. Parker misses 2-pt layup from 1 ft (block by J. Blossomgame),,37,27
2,8:53.0,,Defensive rebound by Team,37,27
2,8:31.0,,J. Clarkson misses 2-pt jump shot from 14 ft,37,27
2,8:29.0,Defensive rebound by B. Portis,,37,27
2,8:23.0,Offensive foul by B. Portis (drawn by J. Blossomgame),,37,27
2,8:23.0,Turnover by B. Portis (offensive foul),,37,27
2,8:05.0,,J. Clarkson misses 2-pt jump shot from 10 ft,37,27
2,8:05.0,,Offensive rebound by J. Clarkson,37,27
2,8:01.0,,J. Clarkson makes 2-pt layup from 3 ft,37,29
2,7:46.0,R. Arcidiacono misses 3-pt jump shot from 29 ft,,37,29
2,7:43.0,,Defensive rebound by C. Frye,37,29
2,7:37.0,,Offensive foul by J. Clarkson (drawn by S. Harrison),37,29
2,7:37.0,,Turnover by J. Clarkson (offensive foul),37,29
2,7:37.0,,R. Hood enters the game for J. Clarkson,37,29
2,7:37.0,,C. Sexton enters the game for M. Dellavedova,37,29
2,7:16.0,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by J. Parker),,40,29
2,6:49.0,,J. Blossomgame misses 2-pt jump shot from 14 ft,40,29
2,6:46.0,Defensive rebound by S. Harrison,,40,29
2,6:36.0,Turnover by R. Arcidiacono (bad pass; steal by C. Sexton),,40,29
2,6:20.0,,Turnover by C. Payne (bad pass; steal by B. Portis),40,29
2,6:08.0,Turnover by J. Parker (bad pass; steal by C. Payne),,40,29
2,6:04.0,,J. Blossomgame makes 2-pt layup from 2 ft,40,31
2,5:54.0,Chicago full timeout,,40,31
2,5:54.0,K. Dunn enters the game for R. Arcidiacono,,40,31
2,5:54.0,Z. LaVine enters the game for S. Harrison,,40,31
2,5:54.0,R. Lopez enters the game for J. Parker,,40,31
2,5:54.0,L. Markkanen enters the game for B. Portis,,40,31
2,5:54.0,,C. Osman enters the game for J. Blossomgame,40,31
2,5:54.0,,A. Žižić enters the game for C. Frye,40,31
2,5:45.0,Personal foul by A. Žižić (drawn by R. Lopez),,40,31
2,5:35.0,K. Dunn makes 2-pt jump shot from 14 ft (assist by R. Lopez),,42,31
2,5:17.0,,C. Payne makes 3-pt jump shot from 26 ft (assist by R. Hood),42,34
2,5:04.0,Z. LaVine misses 2-pt jump shot from 11 ft,,42,34
2,5:02.0,,Defensive rebound by C. Sexton,42,34
2,5:01.0,,Turnover by A. Žižić (out of bounds lost ball),42,34
2,4:42.0,W. Selden misses 3-pt jump shot from 23 ft,,42,34
2,4:42.0,,Defensive rebound by Team,42,34
2,4:30.0,,C. Payne makes 2-pt jump shot from 9 ft,42,36
2,4:13.0,Z. LaVine makes 2-pt dunk from 2 ft (assist by K. Dunn),,44,36
2,3:52.0,,Shooting foul by W. Selden (drawn by C. Payne),44,36
2,3:52.0,,C. Payne makes free throw 1 of 2,44,37
2,3:52.0,C. Hutchison enters the game for W. Selden,,44,37
2,3:52.0,,C. Payne misses free throw 2 of 2,44,37
2,3:49.0,Defensive rebound by Z. LaVine,,44,37
2,3:32.0,Turnover by Z. LaVine (bad pass; steal by C. Osman),,44,37
2,3:29.0,,Turnover by C. Osman (bad pass),44,37
2,3:19.0,K. Dunn misses 2-pt layup from 2 ft (block by A. Žižić),,44,37
2,3:19.0,Offensive rebound by Team,,44,37
2,3:07.0,L. Markkanen misses 2-pt jump shot from 17 ft,,44,37
2,3:02.0,,Defensive rebound by A. Žižić,44,37
2,2:55.0,,A. Žižić makes 2-pt dunk from 1 ft (assist by C. Payne),44,39
2,2:47.0,L. Markkanen misses 3-pt jump shot from 28 ft,,44,39
2,2:43.0,,Defensive rebound by C. Sexton,44,39
2,2:29.0,,C. Payne misses 3-pt jump shot from 28 ft,44,39
2,2:27.0,Defensive rebound by Z. LaVine,,44,39
2,2:18.0,Z. LaVine misses 2-pt layup from 1 ft,,44,39
2,2:15.0,Offensive rebound by R. Lopez,,44,39
2,2:15.0,R. Lopez misses 2-pt layup from 1 ft,,44,39
2,2:15.0,,Defensive rebound by A. Žižić,44,39
2,2:04.0,,C. Sexton misses 3-pt jump shot from 26 ft,44,39
2,2:02.0,Defensive rebound by K. Dunn,,44,39
2,1:43.0,L. Markkanen misses 2-pt hook shot from 13 ft,,44,39
2,1:39.0,,Defensive rebound by C. Payne,44,39
2,1:32.0,,C. Sexton misses 2-pt jump shot from 15 ft,44,39
2,1:30.0,Defensive rebound by C. Hutchison,,44,39
2,1:11.0,Z. LaVine makes 3-pt jump shot from 24 ft,,47,39
2,0:56.0,,Shooting foul by R. Lopez (drawn by A. Žižić),47,39
2,0:56.0,,A. Žižić makes free throw 1 of 2,47,40
2,0:56.0,B. Portis enters the game for R. Lopez,,47,40
2,0:56.0,,A. Žižić makes free throw 2 of 2,47,41
2,0:44.0,Shooting foul by A. Žižić (drawn by Z. LaVine),,47,41
2,0:44.0,Z. LaVine misses free throw 1 of 2,,47,41
2,0:44.0,Offensive rebound by Team,,47,41
2,0:44.0,Z. LaVine makes free throw 2 of 2,,48,41
2,0:31.0,,C. Payne misses 2-pt jump shot from 11 ft,48,41
2,0:31.0,,Offensive rebound by Team,48,41
2,0:19.0,,Personal foul by K. Dunn (drawn by C. Sexton),48,41
2,0:19.0,,C. Sexton misses free throw 1 of 2,48,41
2,0:19.0,,Offensive rebound by Team,48,41
2,0:19.0,,J. Blossomgame enters the game for A. Žižić,48,41
2,0:19.0,,C. Sexton makes free throw 2 of 2,48,42
2,0:00.0,L. Markkanen misses 2-pt jump shot from 10 ft,,48,42
2,0:00.0,Offensive rebound by Team,,48,42
3,11:42.0,,C. Sexton misses 2-pt layup from 4 ft,48,42
3,11:40.0,Defensive rebound by R. Lopez,,48,42
3,11:28.0,Z. LaVine misses 3-pt jump shot from 24 ft,,48,42
3,11:26.0,,Defensive rebound by A. Burks,48,42
3,11:17.0,,R. Hood misses 2-pt jump shot from 17 ft,48,42
3,11:15.0,Defensive rebound by L. Markkanen,,48,42
3,10:57.0,Z. LaVine makes 2-pt jump shot from 20 ft,,50,42
3,10:32.0,,A. Žižić makes 2-pt hook shot from 9 ft (assist by C. Osman),50,44
3,10:17.0,Offensive foul by Z. LaVine (drawn by A. Burks),,50,44
3,10:17.0,Turnover by Z. LaVine (offensive foul),,50,44
3,10:09.0,,A. Žižić misses 2-pt jump shot from 17 ft,50,44
3,10:06.0,Defensive rebound by C. Hutchison,,50,44
3,9:56.0,C. Hutchison makes 2-pt layup from 9 ft,,52,44
3,9:46.0,,Shooting foul by R. Lopez (drawn by R. Hood),52,44
3,9:46.0,,R. Hood makes free throw 1 of 2,52,45
3,9:46.0,,R. Hood makes free throw 2 of 2,52,46
3,9:35.0,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),,54,46
3,9:16.0,,C. Sexton misses 3-pt jump shot from 27 ft,54,46
3,9:13.0,Defensive rebound by C. Hutchison,,54,46
3,9:05.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),,57,46
3,9:04.0,,Cleveland full timeout,57,46
3,8:53.0,,Personal foul by K. Dunn (drawn by C. Sexton),57,46
3,8:39.0,,A. Burks makes 2-pt jump shot from 16 ft (assist by C. Osman),57,48
3,8:18.0,L. Markkanen makes 2-pt layup from 2 ft (assist by R. Lopez),,59,48
3,7:59.0,,C. Osman misses 3-pt jump shot from 26 ft,59,48
3,7:57.0,Defensive rebound by K. Dunn,,59,48
3,7:52.0,Shooting foul by R. Hood (drawn by K. Dunn),,59,48
3,7:52.0,K. Dunn makes free throw 1 of 2,,60,48
3,7:52.0,K. Dunn makes free throw 2 of 2,,61,48
3,7:35.0,,R. Hood misses 3-pt jump shot from 29 ft,61,48
3,7:32.0,Defensive rebound by L. Markkanen,,61,48
3,7:27.0,Z. LaVine makes 3-pt jump shot from 28 ft (assist by K. Dunn),,64,48
3,7:13.0,,C. Sexton makes 2-pt layup at rim,64,50
3,7:08.0,Turnover by K. Dunn (traveling),,64,50
3,7:00.0,,A. Burks misses 2-pt jump shot from 18 ft,64,50
3,6:59.0,,Offensive rebound by Team,64,50
3,6:59.0,,Away from play foul by Z. LaVine (drawn by A. Burks),64,50
3,6:59.0,,A. Burks makes free throw 1 of 1,64,51
3,6:46.0,,A. Burks misses 2-pt layup from 1 ft,64,51
3,6:44.0,Defensive rebound by R. Lopez,,64,51
3,6:39.0,Turnover by L. Markkanen (lost ball; steal by C. Sexton),,64,51
3,6:28.0,,Turnover by A. Burks (bad pass; steal by R. Lopez),64,51
3,6:28.0,Personal take foul by C. Osman (drawn by C. Hutchison),,64,51
3,6:18.0,Offensive foul by L. Markkanen (drawn by A. Burks),,64,51
3,6:18.0,Turnover by L. Markkanen (offensive foul),,64,51
3,6:03.0,,C. Sexton misses 2-pt jump shot from 22 ft,64,51
3,6:00.0,Defensive rebound by C. Hutchison,,64,51
3,5:52.0,Z. LaVine misses 3-pt jump shot from 28 ft,,64,51
3,5:51.0,,Defensive rebound by Team,64,51
3,5:51.0,,J. Clarkson enters the game for A. Burks,64,51
3,5:36.0,,Personal foul by R. Lopez (drawn by A. Žižić),64,51
3,5:36.0,W. Selden enters the game for Z. LaVine,,64,51
3,5:36.0,,M. Dellavedova enters the game for C. Sexton,64,51
3,5:24.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,64,51
3,5:21.0,Defensive rebound by C. Hutchison,,64,51
3,5:12.0,K. Dunn misses 2-pt jump shot from 2 ft,,64,51
3,5:07.0,Offensive rebound by R. Lopez,,64,51
3,5:07.0,R. Lopez misses 2-pt layup at rim,,64,51
3,5:07.0,Offensive rebound by R. Lopez,,64,51
3,5:03.0,R. Lopez makes 2-pt layup at rim,,66,51
3,4:56.0,,R. Hood makes 2-pt jump shot from 14 ft (assist by M. Dellavedova),66,53
3,4:41.0,R. Lopez misses 2-pt hook shot from 13 ft,,66,53
3,4:41.0,,Defensive rebound by A. Žižić,66,53
3,4:33.0,,Shooting foul by K. Dunn (drawn by J. Clarkson),66,53
3,4:33.0,,J. Clarkson misses free throw 1 of 2,66,53
3,4:33.0,,Offensive rebound by Team,66,53
3,4:33.0,R. Arcidiacono enters the game for R. Lopez,,66,53
3,4:33.0,,C. Frye enters the game for R. Hood,66,53
3,4:33.0,,C. Payne enters the game for A. Žižić,66,53
3,4:33.0,,J. Clarkson makes free throw 2 of 2,66,54
3,4:24.0,Turnover by K. Dunn (bad pass; steal by C. Osman),,66,54
3,4:08.0,,Turnover by M. Dellavedova (bad pass; steal by R. Arcidiacono),66,54
3,3:56.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Hutchison),,69,54
3,3:33.0,,J. Clarkson makes 2-pt jump shot from 17 ft,69,56
3,3:21.0,K. Dunn makes 3-pt jump shot from 27 ft,,72,56
3,2:57.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by C. Payne),72,59
3,2:43.0,W. Selden misses 3-pt jump shot from 27 ft,,72,59
3,2:39.0,Offensive rebound by L. Markkanen,,72,59
3,2:38.0,Turnover by W. Selden (lost ball),,72,59
3,2:38.0,Loose ball foul by W. Selden (drawn by C. Payne),,72,59
3,2:38.0,Chicago full timeout,,72,59
3,2:38.0,S. Harrison enters the game for K. Dunn,,72,59
3,2:38.0,,C. Payne misses free throw 1 of 2,72,59
3,2:38.0,,Offensive rebound by Team,72,59
3,2:38.0,,C. Payne makes free throw 2 of 2,72,60
3,2:27.0,W. Selden misses 2-pt jump shot from 15 ft,,72,60
3,2:24.0,,Defensive rebound by J. Clarkson,72,60
3,2:05.0,,J. Clarkson misses 3-pt jump shot from 25 ft,72,60
3,2:03.0,Defensive rebound by S. Harrison,,72,60
3,1:55.0,Personal foul by C. Payne (drawn by R. Arcidiacono),,72,60
3,1:41.0,L. Markkanen misses 2-pt jump shot from 16 ft,,72,60
3,1:36.0,,Defensive rebound by M. Dellavedova,72,60
3,1:33.0,,Shooting foul by L. Markkanen (drawn by J. Clarkson),72,60
3,1:33.0,,J. Clarkson makes free throw 1 of 2,72,61
3,1:33.0,B. Portis enters the game for L. Markkanen,,72,61
3,1:33.0,,J. Clarkson makes free throw 2 of 2,72,62
3,1:15.0,S. Harrison makes 3-pt jump shot from 27 ft (assist by R. Arcidiacono),,75,62
3,1:01.0,,Personal foul by W. Selden (drawn by C. Osman),75,62
3,1:01.0,,C. Osman makes free throw 1 of 2,75,63
3,1:01.0,,C. Osman misses free throw 2 of 2,75,63
3,0:59.0,Defensive rebound by B. Portis,,75,63
3,0:38.0,B. Portis misses 2-pt jump shot from 10 ft,,75,63
3,0:36.0,,Defensive rebound by M. Dellavedova,75,63
3,0:33.0,,Personal foul by B. Portis (drawn by C. Frye),75,63
3,0:33.0,,C. Frye makes free throw 1 of 2,75,64
3,0:33.0,,C. Frye misses free throw 2 of 2,75,64
3,0:33.0,,Offensive rebound by Team,75,64
3,0:33.0,Loose ball foul by S. Harrison (drawn by M. Dellavedova),,75,64
3,0:33.0,,M. Dellavedova makes free throw 1 of 2,75,65
3,0:33.0,,M. Dellavedova misses free throw 2 of 2,75,65
3,0:29.0,Defensive rebound by C. Hutchison,,75,65
3,0:11.0,Shooting foul by J. Clarkson (drawn by W. Selden),,75,65
3,0:11.0,W. Selden misses free throw 1 of 2,,75,65
3,0:11.0,Offensive rebound by Team,,75,65
3,0:11.0,W. Selden makes free throw 2 of 2,,76,65
3,0:01.0,,C. Osman makes 2-pt layup from 1 ft (assist by J. Clarkson),76,67
4,11:48.0,J. Parker makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,79,67
4,11:35.0,,Personal foul by S. Harrison (drawn by J. Clarkson),79,67
4,11:25.0,,C. Payne misses 3-pt jump shot from 27 ft,79,67
4,11:23.0,,Offensive rebound by C. Payne,79,67
4,11:21.0,,C. Payne misses 2-pt layup from 1 ft,79,67
4,11:17.0,Defensive rebound by J. Parker,,79,67
4,11:14.0,Personal foul by C. Payne (drawn by R. Arcidiacono),,79,67
4,11:04.0,B. Portis makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),,81,67
4,10:46.0,,J. Clarkson misses 3-pt jump shot from 26 ft,81,67
4,10:44.0,Defensive rebound by W. Selden,,81,67
4,10:33.0,J. Parker makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,84,67
4,10:31.0,,Cleveland full timeout,84,67
4,10:31.0,,J. Blossomgame enters the game for C. Osman,84,67
4,10:12.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,84,67
4,10:11.0,Defensive rebound by S. Harrison,,84,67
4,10:11.0,Personal foul by J. Blossomgame (drawn by S. Harrison),,84,67
4,10:01.0,Shooting foul by C. Frye (drawn by J. Parker),,84,67
4,10:01.0,J. Parker makes free throw 1 of 2,,85,67
4,10:01.0,J. Parker makes free throw 2 of 2,,86,67
4,9:38.0,,C. Frye misses 2-pt jump shot from 21 ft,86,67
4,9:35.0,,Offensive rebound by J. Blossomgame,86,67
4,9:33.0,,J. Blossomgame makes 2-pt hook shot from 1 ft,86,69
4,9:19.0,J. Parker misses 3-pt jump shot from 27 ft,,86,69
4,9:16.0,,Defensive rebound by C. Payne,86,69
4,9:00.0,,C. Payne misses 3-pt jump shot from 25 ft,86,69
4,8:57.0,Defensive rebound by S. Harrison,,86,69
4,8:47.0,B. Portis misses 3-pt jump shot from 26 ft,,86,69
4,8:44.0,,Defensive rebound by J. Blossomgame,86,69
4,8:30.0,,Turnover by J. Clarkson (lost ball; steal by S. Harrison),86,69
4,8:27.0,W. Selden makes 2-pt dunk from 11 ft (assist by B. Portis),,88,69
4,8:14.0,,J. Blossomgame misses 2-pt hook shot from 9 ft,88,69
4,8:09.0,,Offensive rebound by J. Clarkson,88,69
4,8:09.0,,J. Clarkson misses 2-pt layup from 1 ft,88,69
4,8:08.0,Defensive rebound by B. Portis,,88,69
4,8:04.0,Personal foul by M. Dellavedova (drawn by J. Parker),,88,69
4,7:58.0,Shooting foul by M. Dellavedova (drawn by J. Parker),,88,69
4,7:58.0,J. Parker makes free throw 1 of 2,,89,69
4,7:58.0,,C. Sexton enters the game for M. Dellavedova,89,69
4,7:58.0,,A. Žižić enters the game for C. Frye,89,69
4,7:58.0,J. Parker makes free throw 2 of 2,,90,69
4,7:47.0,,Turnover by C. Payne (bad pass),90,69
4,7:38.0,Turnover by R. Arcidiacono (lost ball; steal by C. Payne),,90,69
4,7:29.0,,C. Payne misses 3-pt jump shot from 23 ft,90,69
4,7:26.0,Defensive rebound by J. Parker,,90,69
4,7:16.0,W. Selden misses 2-pt layup from 3 ft (block by C. Payne),,90,69
4,7:11.0,Offensive rebound by B. Portis,,90,69
4,7:10.0,S. Harrison misses 3-pt jump shot from 23 ft,,90,69
4,7:02.0,,Defensive rebound by J. Clarkson,90,69
4,7:01.0,,Shooting foul by S. Harrison (drawn by A. Žižić),90,69
4,7:01.0,,A. Žižić makes free throw 1 of 2,90,70
4,7:01.0,,A. Burks enters the game for J. Clarkson,90,70
4,7:01.0,,R. Hood enters the game for C. Payne,90,70
4,7:01.0,,A. Žižić makes free throw 2 of 2,90,71
4,6:53.0,Offensive foul by J. Parker (drawn by R. Hood),,90,71
4,6:53.0,Turnover by J. Parker (offensive foul),,90,71
4,6:41.0,,C. Sexton makes 2-pt layup from 2 ft,90,73
4,6:35.0,Chicago full timeout,,90,73
4,6:35.0,K. Dunn enters the game for R. Arcidiacono,,90,73
4,6:35.0,C. Hutchison enters the game for S. Harrison,,90,73
4,6:35.0,Z. LaVine enters the game for B. Portis,,90,73
4,6:35.0,R. Lopez enters the game for W. Selden,,90,73
4,6:26.0,Turnover by R. Lopez (lost ball; steal by A. Žižić),,90,73
4,6:12.0,,C. Sexton makes 2-pt layup from 1 ft,90,75
4,5:59.0,Z. LaVine misses 3-pt jump shot from 25 ft,,90,75
4,5:57.0,Offensive rebound by R. Lopez,,90,75
4,5:57.0,Shooting foul by A. Žižić (drawn by C. Hutchison),,90,75
4,5:57.0,C. Hutchison misses free throw 1 of 2,,90,75
4,5:57.0,Offensive rebound by Team,,90,75
4,5:57.0,L. Markkanen enters the game for J. Parker,,90,75
4,5:57.0,C. Hutchison makes free throw 2 of 2,,91,75
4,5:40.0,,C. Sexton misses 2-pt jump shot from 9 ft,91,75
4,5:40.0,,Offensive rebound by C. Sexton,91,75
4,5:40.0,,C. Sexton makes 2-pt layup from 1 ft,91,77
4,5:40.0,,Shooting foul by K. Dunn (drawn by C. Sexton),91,77
4,5:40.0,,D. Adel enters the game for J. Blossomgame,91,77
4,5:40.0,,C. Sexton makes free throw 1 of 1,91,78
4,5:23.0,Z. LaVine makes 2-pt layup from 1 ft,,93,78
4,4:57.0,,R. Hood misses 2-pt jump shot from 18 ft,93,78
4,4:55.0,Defensive rebound by L. Markkanen,,93,78
4,4:51.0,Personal foul by D. Adel (drawn by Z. LaVine),,93,78
4,4:51.0,Z. LaVine makes free throw 1 of 2,,94,78
4,4:51.0,Z. LaVine misses free throw 2 of 2,,94,78
4,4:49.0,,Defensive rebound by A. Žižić,94,78
4,4:32.0,,Turnover by A. Burks (lost ball; steal by Z. LaVine),94,78
4,4:27.0,Z. LaVine makes 2-pt dunk from 1 ft,,96,78
4,4:22.0,Violation by Team (delay of game),,96,78
4,4:18.0,,C. Sexton misses 3-pt jump shot from 25 ft,96,78
