QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
4,2:16.0,Personal foul by J. Noah (drawn by J. Nurkić),,102,107
4,2:12.0,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),,104,107
4,1:56.0,,J. Noah makes 2-pt dunk from 1 ft (assist by C. Miles),104,109
4,1:51.0,D. Lillard makes 2-pt layup from 1 ft,,106,109
4,1:51.0,Shooting foul by M. Conley (drawn by D. Lillard),,106,109
4,1:51.0,D. Lillard makes free throw 1 of 1,,107,109
4,1:38.0,,M. Conley makes 3-pt jump shot from 27 ft,107,112
4,1:38.0,,Shooting foul by M. Harkless (drawn by M. Conley),107,112
4,1:38.0,,M. Conley makes free throw 1 of 1,107,113
4,1:29.0,A. Aminu misses 3-pt jump shot from 23 ft,,107,113
4,1:25.0,,Defensive rebound by D. Wright,107,113
4,1:23.0,,M. Conley makes 2-pt layup from 1 ft (assist by D. Wright),107,115
4,1:23.0,Portland full timeout,,107,115
4,1:23.0,J. Layman enters the game for A. Aminu,,107,115
4,1:17.0,J. Nurkić misses 2-pt dunk from 1 ft (block by C. Miles),,107,115
4,1:15.0,,Defensive rebound by M. Conley,107,115
4,1:15.0,,Personal take foul by D. Lillard (drawn by M. Conley),107,115
4,1:15.0,,M. Conley makes free throw 1 of 2,107,116
4,1:15.0,,M. Conley misses free throw 2 of 2,107,116
4,1:14.0,Defensive rebound by J. Layman,,107,116
4,1:05.0,J. Layman makes 2-pt dunk from 1 ft (assist by M. Harkless),,109,116
4,0:47.0,,M. Conley misses 2-pt jump shot from 11 ft (block by M. Harkless),109,116
4,0:47.0,Defensive rebound by M. Harkless,,109,116
4,0:47.0,Turnover by M. Harkless (step out of bounds),,109,116
4,0:31.0,,C. Miles misses 3-pt jump shot from 26 ft,109,116
4,0:29.0,,Offensive rebound by M. Conley,109,116
4,0:28.0,,Personal take foul by C. McCollum (drawn by M. Conley),109,116
4,0:28.0,,M. Conley makes free throw 1 of 2,109,117
4,0:28.0,,M. Conley makes free throw 2 of 2,109,118
4,0:22.0,Shooting foul by J. Noah (drawn by D. Lillard),,109,118
4,0:22.0,D. Lillard makes free throw 1 of 2,,110,118
4,0:22.0,,J. Valančiūnas enters the game for J. Noah,110,118
4,0:22.0,D. Lillard makes free throw 2 of 2,,111,118
4,0:19.0,,Personal take foul by J. Layman (drawn by D. Wright),111,118
4,0:19.0,,D. Wright makes free throw 1 of 2,111,119
4,0:19.0,,J. Noah enters the game for J. Valančiūnas,111,119
4,0:19.0,,D. Wright makes free throw 2 of 2,111,120
4,0:13.0,D. Lillard misses 3-pt jump shot from 25 ft,,111,120
4,0:09.0,,Defensive rebound by J. Noah,111,120
