QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MIAMI_ACTION,MILWAUKEE_SCORE,MIAMI_SCORE
1,2:24.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),14,32
1,2:11.0,K. Middleton misses 2-pt jump shot from 5 ft,,14,32
1,2:08.0,,Defensive rebound by K. Olynyk,14,32
1,2:04.0,,D. Wade makes 2-pt layup at rim,14,34
1,1:50.0,E. İlyasova misses 3-pt jump shot from 23 ft,,14,34
1,1:47.0,,Defensive rebound by H. Whiteside,14,34
1,1:38.0,,Turnover by J. Winslow (bad pass; steal by K. Middleton),14,34
1,1:33.0,M. Brogdon misses 2-pt layup from 1 ft (block by J. Winslow),,14,34
1,1:30.0,,Defensive rebound by D. Wade,14,34
1,1:21.0,,G. Dragić misses 3-pt jump shot from 25 ft,14,34
1,1:20.0,,Offensive rebound by H. Whiteside,14,34
1,1:19.0,,Shooting foul by E. İlyasova (drawn by H. Whiteside),14,34
1,1:19.0,,H. Whiteside misses free throw 1 of 2,14,34
1,1:19.0,,Offensive rebound by Team,14,34
1,1:19.0,G. Antetokounmpo enters the game for M. Brogdon,,14,34
1,1:19.0,T. Snell enters the game for K. Middleton,,14,34
1,1:19.0,,D. Jones enters the game for K. Olynyk,14,34
1,1:19.0,,J. Richardson enters the game for J. Winslow,14,34
1,1:19.0,,H. Whiteside makes free throw 2 of 2,14,35
1,1:08.0,N. Mirotić misses 3-pt jump shot from 24 ft,,14,35
1,1:05.0,,Defensive rebound by G. Dragić,14,35
1,1:00.0,,G. Dragić makes 2-pt layup from 2 ft,14,37
1,0:50.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,17,37
1,0:36.0,,H. Whiteside misses 2-pt jump shot from 3 ft (block by P. Connaughton),17,37
1,0:34.0,Defensive rebound by N. Mirotić,,17,37
1,0:32.0,Turnover by N. Mirotić (bad pass),,17,37
1,0:14.0,,D. Wade misses 3-pt jump shot from 25 ft,17,37
1,0:12.0,Defensive rebound by N. Mirotić,,17,37
1,0:05.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,19,37
1,0:00.0,,G. Dragić misses 2-pt jump shot from 14 ft,19,37
1,0:00.0,,Offensive rebound by Team,19,37
2,11:46.0,,H. Whiteside makes 2-pt hook shot from 4 ft (assist by J. Richardson),19,39
2,11:39.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,21,39
2,11:39.0,Shooting foul by H. Whiteside (drawn by G. Antetokounmpo),,21,39
2,11:39.0,G. Antetokounmpo makes free throw 1 of 1,,22,39
2,11:25.0,,D. Wade misses 2-pt jump shot from 14 ft,22,39
2,11:23.0,Defensive rebound by T. Snell,,22,39
2,11:18.0,E. Bledsoe makes 2-pt layup from 2 ft,,24,39
2,11:04.0,,G. Dragić misses 3-pt jump shot from 25 ft,24,39
2,11:03.0,,Offensive rebound by H. Whiteside,24,39
2,11:00.0,,H. Whiteside misses 2-pt hook shot from 6 ft,24,39
2,11:00.0,Defensive rebound by G. Antetokounmpo,,24,39
2,10:51.0,P. Connaughton misses 3-pt jump shot from 24 ft (block by H. Whiteside),,24,39
2,10:50.0,,Defensive rebound by D. Jones,24,39
2,10:36.0,,D. Wade makes 2-pt hook shot from 5 ft,24,41
2,10:36.0,B. Lopez enters the game for E. İlyasova,,24,41
2,10:14.0,P. Connaughton makes 2-pt layup from 1 ft (assist by B. Lopez),,26,41
2,9:49.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Jones),26,43
2,9:39.0,Turnover by E. Bledsoe (lost ball; steal by D. Jones),,26,43
2,9:27.0,,D. Jones makes 2-pt layup from 1 ft (assist by G. Dragić),26,45
2,9:26.0,Milwaukee full timeout,,26,45
2,9:05.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,26,45
2,9:02.0,,Defensive rebound by H. Whiteside,26,45
2,8:50.0,,D. Wade misses 2-pt jump shot from 9 ft,26,45
2,8:48.0,Defensive rebound by G. Antetokounmpo,,26,45
2,8:44.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,28,45
2,8:29.0,,J. Richardson makes 2-pt jump shot from 11 ft (assist by G. Dragić),28,47
2,8:20.0,Turnover by P. Connaughton (traveling),,28,47
2,8:07.0,,G. Dragić misses 2-pt jump shot from 18 ft,28,47
2,8:05.0,Defensive rebound by T. Snell,,28,47
2,7:54.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by T. Snell),,30,47
2,7:36.0,,D. Wade misses 2-pt layup from 1 ft,30,47
2,7:33.0,Defensive rebound by G. Antetokounmpo,,30,47
2,7:27.0,P. Connaughton misses 3-pt jump shot from 26 ft,,30,47
2,7:26.0,Offensive rebound by E. Bledsoe,,30,47
2,7:24.0,Shooting foul by D. Jones (drawn by E. Bledsoe),,30,47
2,7:24.0,E. Bledsoe misses free throw 1 of 2,,30,47
2,7:24.0,Offensive rebound by Team,,30,47
2,7:24.0,K. Middleton enters the game for G. Antetokounmpo,,30,47
2,7:24.0,N. Mirotić enters the game for P. Connaughton,,30,47
2,7:24.0,,B. Adebayo enters the game for J. Richardson,30,47
2,7:24.0,,R. McGruder enters the game for D. Wade,30,47
2,7:24.0,,J. Winslow enters the game for H. Whiteside,30,47
2,7:24.0,E. Bledsoe makes free throw 2 of 2,,31,47
2,7:11.0,,B. Adebayo misses 2-pt jump shot from 5 ft,31,47
2,7:08.0,Defensive rebound by K. Middleton,,31,47
2,7:00.0,K. Middleton misses 2-pt jump shot from 10 ft,,31,47
2,6:57.0,,Defensive rebound by G. Dragić,31,47
2,6:49.0,,J. Winslow misses 3-pt jump shot from 25 ft,31,47
2,6:48.0,Defensive rebound by N. Mirotić,,31,47
2,6:45.0,K. Middleton makes 2-pt jump shot from 6 ft,,33,47
2,6:45.0,Shooting foul by R. McGruder (drawn by K. Middleton),,33,47
2,6:45.0,,K. Olynyk enters the game for D. Jones,33,47
2,6:45.0,K. Middleton makes free throw 1 of 1,,34,47
2,6:21.0,,J. Winslow makes 2-pt layup from 2 ft,34,49
2,6:14.0,Turnover by E. Bledsoe (bad pass),,34,49
2,5:56.0,,G. Dragić misses 2-pt jump shot from 19 ft,34,49
2,5:53.0,Defensive rebound by T. Snell,,34,49
2,5:43.0,K. Middleton makes 2-pt jump shot from 8 ft,,36,49
2,5:43.0,,Miami full timeout,36,49
2,5:43.0,,D. Waiters enters the game for G. Dragić,36,49
2,5:28.0,,R. McGruder misses 2-pt jump shot from 22 ft,36,49
2,5:26.0,Defensive rebound by N. Mirotić,,36,49
2,5:09.0,K. Middleton misses 2-pt jump shot from 7 ft,,36,49
2,5:08.0,,Defensive rebound by K. Olynyk,36,49
2,5:06.0,,Shooting foul by T. Snell (drawn by J. Winslow),36,49
2,5:06.0,,J. Winslow misses free throw 1 of 2,36,49
2,5:06.0,,Offensive rebound by Team,36,49
2,5:06.0,,J. Winslow makes free throw 2 of 2,36,50
2,4:48.0,B. Lopez misses 2-pt layup from 2 ft,,36,50
2,4:46.0,,Defensive rebound by B. Adebayo,36,50
2,4:23.0,,D. Waiters misses 3-pt jump shot from 22 ft,36,50
2,4:19.0,,Offensive rebound by R. McGruder,36,50
2,4:19.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Winslow),36,52
2,4:19.0,,Shooting foul by T. Snell (drawn by B. Adebayo),36,52
2,4:19.0,G. Antetokounmpo enters the game for E. Bledsoe,,36,52
2,4:19.0,G. Hill enters the game for T. Snell,,36,52
2,4:19.0,,B. Adebayo misses free throw 1 of 1,36,52
2,4:16.0,Defensive rebound by G. Antetokounmpo,,36,52
2,4:11.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,36,52
2,4:11.0,G. Antetokounmpo misses free throw 1 of 2,,36,52
2,4:11.0,Offensive rebound by Team,,36,52
2,4:11.0,G. Antetokounmpo makes free throw 2 of 2,,37,52
2,4:02.0,,J. Winslow misses 2-pt jump shot from 19 ft,37,52
2,4:00.0,Defensive rebound by G. Antetokounmpo,,37,52
2,3:52.0,K. Middleton makes 2-pt jump shot from 7 ft (assist by G. Antetokounmpo),,39,52
2,3:37.0,,D. Waiters makes 2-pt layup from 3 ft,39,54
2,3:27.0,N. Mirotić misses 3-pt jump shot from 24 ft,,39,54
2,3:25.0,,Defensive rebound by B. Adebayo,39,54
2,3:09.0,,Turnover by B. Adebayo (bad pass),39,54
2,3:09.0,,J. Richardson enters the game for R. McGruder,39,54
2,2:52.0,N. Mirotić misses 2-pt jump shot from 11 ft,,39,54
2,2:52.0,Offensive rebound by Team,,39,54
2,2:50.0,Turnover by N. Mirotić (bad pass; steal by J. Winslow),,39,54
2,2:45.0,,J. Winslow makes 2-pt dunk at rim,39,56
2,2:32.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft (assist by K. Middleton),,41,56
2,2:32.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,41,56
2,2:32.0,E. İlyasova enters the game for B. Lopez,,41,56
2,2:32.0,,H. Whiteside enters the game for B. Adebayo,41,56
2,2:32.0,G. Antetokounmpo makes free throw 1 of 1,,42,56
2,2:18.0,,K. Olynyk misses 2-pt layup from 2 ft (block by N. Mirotić),42,56
2,2:17.0,,Offensive rebound by Team,42,56
2,2:16.0,Loose ball foul by G. Antetokounmpo (drawn by H. Whiteside),,42,56
2,2:16.0,P. Connaughton enters the game for N. Mirotić,,42,56
2,2:16.0,,D. Wade enters the game for D. Waiters,42,56
2,2:07.0,,Personal foul by K. Middleton (drawn by D. Wade),42,56
2,1:56.0,,J. Winslow makes 2-pt layup from 1 ft,42,58
2,1:38.0,Turnover by G. Antetokounmpo (bad pass; steal by K. Olynyk),,42,58
2,1:27.0,,D. Wade makes 2-pt layup from 2 ft (assist by J. Richardson),42,60
2,1:11.0,G. Hill misses 2-pt layup from 5 ft (block by H. Whiteside),,42,60
2,1:10.0,,Defensive rebound by J. Richardson,42,60
2,1:07.0,,J. Winslow makes 2-pt dunk from 1 ft (assist by D. Wade),42,62
2,0:55.0,K. Middleton misses 3-pt jump shot from 25 ft,,42,62
2,0:55.0,,Defensive rebound by H. Whiteside,42,62
2,0:31.0,,J. Winslow misses 3-pt jump shot from 24 ft,42,62
2,0:29.0,Defensive rebound by G. Antetokounmpo,,42,62
2,0:25.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Winslow),,42,62
2,0:03.0,,D. Wade misses 2-pt jump shot from 17 ft,42,62
2,0:02.0,Defensive rebound by E. İlyasova,,42,62
2,0:00.0,E. İlyasova misses 3-pt jump shot from 69 ft,,42,62
2,0:00.0,Offensive rebound by Team,,42,62
3,11:42.0,,Turnover by J. Richardson (bad pass; steal by N. Mirotić),42,62
3,11:32.0,Shooting foul by J. Winslow (drawn by G. Antetokounmpo),,42,62
3,11:32.0,G. Antetokounmpo makes free throw 1 of 2,,43,62
3,11:32.0,G. Antetokounmpo makes free throw 2 of 2,,44,62
3,11:09.0,,J. Richardson makes 2-pt jump shot from 17 ft (assist by B. Adebayo),44,64
3,10:53.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by K. Middleton),,46,64
3,10:41.0,,Turnover by B. Adebayo (bad pass; steal by E. Bledsoe),46,64
3,10:38.0,Personal take foul by J. Winslow (drawn by G. Antetokounmpo),,46,64
3,10:29.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by K. Middleton),,49,64
3,10:12.0,,Turnover by J. Winslow (bad pass; steal by B. Lopez),49,64
3,9:55.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,49,64
3,9:53.0,,Defensive rebound by J. Winslow,49,64
3,9:50.0,,Personal foul by E. Bledsoe (drawn by J. Richardson),49,64
3,9:43.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Winslow),49,67
3,9:33.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,52,67
3,9:33.0,,Miami full timeout,52,67
3,9:33.0,,R. McGruder enters the game for D. Waiters,52,67
3,9:17.0,,J. Winslow misses 2-pt layup from 1 ft (block by G. Antetokounmpo),52,67
3,9:14.0,Defensive rebound by G. Antetokounmpo,,52,67
3,8:48.0,K. Middleton makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),,54,67
3,8:34.0,,Offensive foul by J. Richardson (drawn by E. Bledsoe),54,67
3,8:34.0,,Turnover by J. Richardson (offensive foul),54,67
3,8:13.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,54,67
3,8:12.0,Offensive rebound by N. Mirotić,,54,67
3,8:10.0,N. Mirotić makes 2-pt layup from 1 ft,,56,67
3,8:00.0,,Shooting foul by G. Antetokounmpo (drawn by B. Adebayo),56,67
3,8:00.0,,B. Adebayo makes free throw 1 of 2,56,68
3,8:00.0,,B. Adebayo makes free throw 2 of 2,56,69
3,7:40.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,58,69
3,7:25.0,,R. McGruder misses 3-pt jump shot from 25 ft,58,69
3,7:23.0,Defensive rebound by B. Lopez,,58,69
3,7:05.0,Offensive foul by G. Antetokounmpo (drawn by J. Richardson),,58,69
3,7:05.0,Turnover by G. Antetokounmpo (offensive foul),,58,69
3,6:51.0,,Shooting foul by N. Mirotić (drawn by K. Olynyk),58,69
3,6:51.0,,K. Olynyk makes free throw 1 of 2,58,70
3,6:51.0,,K. Olynyk misses free throw 2 of 2,58,70
3,6:49.0,Defensive rebound by B. Lopez,,58,70
3,6:37.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,61,70
3,6:12.0,,J. Richardson misses 2-pt jump shot from 20 ft,61,70
3,6:10.0,Defensive rebound by K. Middleton,,61,70
3,6:08.0,Shooting foul by R. McGruder (drawn by K. Middleton),,61,70
3,6:08.0,K. Middleton makes free throw 1 of 3,,62,70
3,6:08.0,K. Middleton misses free throw 2 of 3,,62,70
3,6:08.0,Offensive rebound by Team,,62,70
3,6:08.0,,D. Wade enters the game for J. Richardson,62,70
3,6:08.0,K. Middleton makes free throw 3 of 3,,63,70
3,6:05.0,,Miami full timeout,63,70
3,5:57.0,,D. Wade misses 2-pt layup from 1 ft,63,70
3,5:56.0,,Offensive rebound by B. Adebayo,63,70
3,5:53.0,,B. Adebayo makes 2-pt dunk at rim,63,72
3,5:51.0,Def 3 sec tech foul by Team,,63,72
3,5:51.0,K. Middleton misses technical free throw,,63,72
3,5:51.0,Offensive rebound by Team,,63,72
3,5:35.0,Shooting foul by K. Olynyk (drawn by E. Bledsoe),,63,72
3,5:35.0,E. Bledsoe misses free throw 1 of 2,,63,72
3,5:35.0,Offensive rebound by Team,,63,72
3,5:35.0,E. İlyasova enters the game for N. Mirotić,,63,72
3,5:35.0,E. Bledsoe makes free throw 2 of 2,,64,72
3,5:22.0,,Away from play foul by K. Middleton (drawn by D. Wade),64,72
3,5:22.0,,D. Wade misses free throw 1 of 1,64,72
3,5:22.0,,Offensive rebound by Team,64,72
3,5:15.0,,D. Wade misses 2-pt jump shot from 19 ft,64,72
3,5:11.0,Defensive rebound by G. Antetokounmpo,,64,72
3,5:06.0,G. Antetokounmpo misses 2-pt layup from 5 ft,,64,72
3,5:01.0,,Defensive rebound by B. Adebayo,64,72
3,4:58.0,,Turnover by J. Winslow (bad pass; steal by E. Bledsoe),64,72
3,4:53.0,Turnover by E. Bledsoe (bad pass; steal by B. Adebayo),,64,72
3,4:30.0,,K. Olynyk misses 3-pt jump shot from 26 ft,64,72
3,4:26.0,Defensive rebound by G. Antetokounmpo,,64,72
3,4:26.0,G. Antetokounmpo makes 2-pt dunk at rim,,66,72
3,4:26.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,66,72
3,4:26.0,P. Connaughton enters the game for E. Bledsoe,,66,72
3,4:26.0,,G. Dragić enters the game for B. Adebayo,66,72
3,4:26.0,,D. Jones enters the game for R. McGruder,66,72
3,4:26.0,,H. Whiteside enters the game for K. Olynyk,66,72
3,4:26.0,G. Antetokounmpo misses free throw 1 of 1,,66,72
3,4:25.0,Offensive rebound by E. İlyasova,,66,72
3,4:25.0,E. İlyasova misses 2-pt layup from 1 ft,,66,72
3,4:24.0,,Defensive rebound by Team,66,72
3,4:24.0,Loose ball foul by E. İlyasova (drawn by D. Jones),,66,72
3,4:24.0,,D. Jones makes free throw 1 of 2,66,73
3,4:24.0,,J. Richardson enters the game for J. Winslow,66,73
3,4:24.0,,D. Jones makes free throw 2 of 2,66,74
3,4:13.0,K. Middleton misses 2-pt jump shot from 16 ft,,66,74
3,4:10.0,,Defensive rebound by H. Whiteside,66,74
3,4:03.0,,D. Jones misses 3-pt jump shot from 23 ft,66,74
3,4:00.0,Defensive rebound by K. Middleton,,66,74
3,4:00.0,Personal take foul by J. Richardson (drawn by G. Antetokounmpo),,66,74
3,4:00.0,G. Antetokounmpo misses free throw 1 of 2,,66,74
3,4:00.0,Offensive rebound by Team,,66,74
3,4:00.0,D. Wilson enters the game for B. Lopez,,66,74
3,4:00.0,G. Antetokounmpo makes free throw 2 of 2,,67,74
3,3:49.0,,D. Jones misses 3-pt jump shot from 23 ft,67,74
3,3:46.0,Defensive rebound by G. Antetokounmpo,,67,74
3,3:43.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Richardson),,67,74
3,3:32.0,,Personal foul by P. Connaughton (drawn by H. Whiteside),67,74
3,3:32.0,,H. Whiteside makes free throw 1 of 2,67,75
3,3:32.0,,H. Whiteside makes free throw 2 of 2,67,76
3,3:18.0,D. Wilson misses 3-pt jump shot from 26 ft,,67,76
3,3:15.0,,Defensive rebound by H. Whiteside,67,76
3,3:07.0,,G. Dragić misses 2-pt jump shot from 17 ft,67,76
3,3:07.0,Defensive rebound by Team,,67,76
3,3:07.0,,Loose ball foul by H. Whiteside (drawn by E. İlyasova),67,76
3,3:07.0,E. İlyasova makes free throw 1 of 2,,68,76
3,3:07.0,N. Mirotić enters the game for G. Antetokounmpo,,68,76
3,3:07.0,E. İlyasova makes free throw 2 of 2,,69,76
3,2:58.0,,D. Wade misses 2-pt layup from 2 ft,69,76
3,2:55.0,Defensive rebound by E. İlyasova,,69,76
3,2:51.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by K. Middleton),,72,76
3,2:36.0,,D. Wade misses 2-pt layup from 2 ft,72,76
3,2:35.0,,Offensive rebound by Team,72,76
3,2:34.0,Loose ball foul by K. Middleton (drawn by H. Whiteside),,72,76
3,2:34.0,,H. Whiteside misses free throw 1 of 2,72,76
3,2:34.0,,Offensive rebound by Team,72,76
3,2:34.0,E. Bledsoe enters the game for K. Middleton,,72,76
3,2:34.0,,H. Whiteside misses free throw 2 of 2,72,76
3,2:31.0,Defensive rebound by E. İlyasova,,72,76
3,2:22.0,P. Connaughton misses 3-pt jump shot from 23 ft,,72,76
3,2:19.0,,Defensive rebound by G. Dragić,72,76
3,2:15.0,,D. Jones misses 2-pt layup from 1 ft,72,76
3,2:14.0,,Offensive rebound by D. Jones,72,76
3,2:12.0,,D. Jones makes 2-pt dunk from 1 ft,72,78
3,2:00.0,D. Wilson makes 2-pt layup from 1 ft (assist by E. Bledsoe),,74,78
3,1:41.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by G. Dragić),74,80
3,1:34.0,Turnover by E. İlyasova (traveling),,74,80
3,1:18.0,,D. Wade misses 2-pt layup from 2 ft,74,80
3,1:16.0,Defensive rebound by P. Connaughton,,74,80
3,1:10.0,D. Wilson misses 3-pt jump shot from 23 ft,,74,80
3,1:09.0,Offensive rebound by E. İlyasova,,74,80
3,1:05.0,E. İlyasova makes 2-pt jump shot from 2 ft,,76,80
3,0:42.0,,J. Richardson misses 2-pt jump shot from 15 ft,76,80
3,0:39.0,Defensive rebound by E. Bledsoe,,76,80
3,0:31.0,E. Bledsoe misses 2-pt jump shot from 5 ft (block by H. Whiteside),,76,80
3,0:28.0,Offensive rebound by D. Wilson,,76,80
3,0:26.0,N. Mirotić misses 2-pt layup from 1 ft,,76,80
3,0:24.0,,Defensive rebound by H. Whiteside,76,80
3,0:21.0,,D. Wade misses 2-pt layup from 2 ft,76,80
3,0:18.0,Defensive rebound by P. Connaughton,,76,80
3,0:13.0,,Miami full timeout,76,80
3,0:13.0,B. Lopez enters the game for P. Connaughton,,76,80
3,0:13.0,,J. Winslow enters the game for D. Wade,76,80
3,0:00.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by N. Mirotić),,79,80
4,11:37.0,D. Wilson makes 2-pt jump shot from 6 ft (assist by P. Connaughton),,81,80
4,11:28.0,,Shooting foul by E. İlyasova (drawn by D. Jones),81,80
4,11:28.0,,D. Jones makes free throw 1 of 2,81,81
4,11:28.0,,D. Jones misses free throw 2 of 2,81,81
4,11:26.0,Defensive rebound by N. Mirotić,,81,81
4,11:06.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,81,81
4,11:04.0,,Defensive rebound by H. Whiteside,81,81
4,10:57.0,,H. Whiteside misses 2-pt hook shot from 11 ft,81,81
4,10:56.0,,Offensive rebound by Team,81,81
4,10:55.0,Loose ball foul by E. Bledsoe (drawn by D. Jones),,81,81
4,10:55.0,G. Antetokounmpo enters the game for E. İlyasova,,81,81
4,10:51.0,,Shooting foul by D. Wilson (drawn by D. Jones),81,81
4,10:51.0,,D. Jones misses free throw 1 of 2,81,81
4,10:51.0,,Offensive rebound by Team,81,81
4,10:51.0,,D. Jones misses free throw 2 of 2,81,81
4,10:48.0,Defensive rebound by D. Wilson,,81,81
4,10:38.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,84,81
4,10:10.0,,J. Richardson misses 2-pt jump shot from 17 ft,84,81
4,10:09.0,Defensive rebound by G. Antetokounmpo,,84,81
4,10:04.0,Shooting foul by G. Dragić (drawn by E. Bledsoe),,84,81
4,10:04.0,E. Bledsoe makes free throw 1 of 2,,85,81
4,10:04.0,E. Bledsoe makes free throw 2 of 2,,86,81
4,10:04.0,,K. Olynyk enters the game for D. Jones,86,81
4,9:50.0,,G. Dragić misses 2-pt jump shot from 12 ft,86,81
4,9:49.0,,Offensive rebound by H. Whiteside,86,81
4,9:48.0,,H. Whiteside makes 2-pt jump shot from 3 ft,86,83
