QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
1,6:41.0,Turnover by B. Griffin (bad pass; steal by K. Bazemore),,15,13
1,6:37.0,,K. Bazemore makes 2-pt layup from 1 ft,15,15
1,6:31.0,Detroit full timeout,,15,15
1,6:31.0,I. Smith enters the game for R. Jackson,,15,15
1,6:31.0,,J. Adams enters the game for T. Prince,15,15
1,6:31.0,,D. Bembry enters the game for T. Young,15,15
1,6:29.0,Turnover by B. Brown (bad pass; steal by D. Bembry),,15,15
1,6:24.0,,J. Collins misses 2-pt dunk from 1 ft,15,15
1,6:20.0,,Offensive rebound by D. Bembry,15,15
1,6:20.0,,D. Bembry misses 2-pt jump shot from 2 ft,15,15
1,6:20.0,Defensive rebound by W. Ellington,,15,15
1,6:08.0,W. Ellington makes 3-pt jump shot from 26 ft,,18,15
1,5:50.0,,J. Collins misses 2-pt layup from 7 ft (block by B. Griffin),18,15
1,5:49.0,,Offensive rebound by J. Collins,18,15
1,5:47.0,,J. Collins misses 2-pt hook shot from 2 ft,18,15
1,5:44.0,Defensive rebound by B. Griffin,,18,15
1,5:36.0,I. Smith makes 2-pt jump shot from 18 ft (assist by B. Griffin),,20,15
1,5:22.0,,D. Bembry misses 2-pt layup from 1 ft,20,15
1,5:20.0,Defensive rebound by A. Drummond,,20,15
1,5:19.0,Turnover by A. Drummond (bad pass; steal by K. Bazemore),,20,15
1,5:17.0,,Turnover by D. Bembry (traveling),20,15
1,5:17.0,L. Kennard enters the game for B. Brown,,20,15
1,4:57.0,B. Griffin misses 2-pt jump shot from 11 ft,,20,15
1,4:53.0,,Defensive rebound by A. Len,20,15
1,4:35.0,,K. Bazemore makes 2-pt jump shot from 13 ft,20,17
1,4:21.0,L. Kennard makes 2-pt jump shot from 20 ft,,22,17
1,4:08.0,,K. Bazemore makes 3-pt jump shot from 26 ft,22,20
1,3:59.0,A. Drummond makes 2-pt hook shot from 5 ft (assist by I. Smith),,24,20
1,3:43.0,,A. Len makes 3-pt jump shot from 26 ft (assist by J. Adams),24,23
1,3:38.0,Shooting foul by A. Len (drawn by A. Drummond),,24,23
1,3:38.0,A. Drummond makes free throw 1 of 2,,25,23
1,3:38.0,T. Maker enters the game for B. Griffin,,25,23
1,3:38.0,,T. Prince enters the game for K. Bazemore,25,23
1,3:38.0,,O. Spellman enters the game for J. Collins,25,23
1,3:38.0,A. Drummond makes free throw 2 of 2,,26,23
1,3:26.0,,T. Prince misses 2-pt jump shot from 11 ft,26,23
1,3:21.0,Defensive rebound by T. Maker,,26,23
1,3:07.0,T. Maker makes 3-pt jump shot from 23 ft (assist by I. Smith),,29,23
1,2:54.0,,O. Spellman makes 3-pt jump shot from 25 ft (assist by J. Adams),29,26
1,2:35.0,W. Ellington misses 3-pt jump shot from 25 ft,,29,26
1,2:32.0,Offensive rebound by A. Drummond,,29,26
1,2:19.0,L. Kennard misses 2-pt layup from 2 ft,,29,26
1,2:16.0,,Defensive rebound by A. Len,29,26
1,2:09.0,,Turnover by A. Len (bad pass),29,26
1,2:09.0,L. Galloway enters the game for W. Ellington,,29,26
1,1:58.0,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),,31,26
1,1:43.0,,Personal foul by A. Drummond (drawn by A. Len),31,26
1,1:37.0,,T. Prince makes 2-pt layup from 1 ft,31,28
1,1:37.0,,Shooting foul by L. Galloway (drawn by T. Prince),31,28
1,1:37.0,,T. Prince makes free throw 1 of 1,31,29
1,1:28.0,Personal foul by J. Adams (drawn by I. Smith),,31,29
1,1:23.0,I. Smith misses 3-pt jump shot from 25 ft,,31,29
1,1:19.0,,Defensive rebound by D. Bembry,31,29
1,1:06.0,,J. Adams makes 3-pt jump shot from 25 ft (assist by D. Bembry),31,32
1,0:51.0,Turnover by L. Kennard (bad pass; steal by D. Bembry),,31,32
1,0:46.0,,D. Bembry makes 2-pt layup from 2 ft,31,34
1,0:29.0,L. Kennard makes 2-pt jump shot from 16 ft,,33,34
1,0:14.0,,T. Prince misses 3-pt jump shot from 24 ft,33,34
1,0:11.0,Defensive rebound by T. Maker,,33,34
1,0:02.0,I. Smith misses 2-pt jump shot from 16 ft,,33,34
1,0:02.0,,Defensive rebound by A. Len,33,34
2,11:47.0,,Personal foul by I. Smith (drawn by T. Young),33,34
2,11:41.0,,T. Young makes 2-pt jump shot from 14 ft,33,36
2,11:13.0,T. Maker misses 3-pt jump shot from 24 ft,,33,36
2,11:11.0,,Defensive rebound by J. Collins,33,36
2,11:02.0,,Shooting foul by Z. Pachulia (drawn by J. Collins),33,36
2,11:02.0,,J. Collins makes free throw 1 of 2,33,37
2,11:02.0,,J. Collins makes free throw 2 of 2,33,38
2,10:50.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,36,38
2,10:27.0,,J. Collins misses 2-pt layup from 5 ft,36,38
2,10:26.0,,Offensive rebound by V. Carter,36,38
2,10:26.0,,Personal foul by Z. Pachulia (drawn by J. Collins),36,38
2,10:26.0,,V. Carter makes free throw 1 of 2,36,39
2,10:26.0,,V. Carter makes free throw 2 of 2,36,40
2,10:06.0,I. Smith misses 3-pt jump shot from 25 ft,,36,40
2,10:02.0,,Defensive rebound by D. Bembry,36,40
2,9:58.0,,D. Bembry makes 2-pt layup from 2 ft,36,42
2,9:49.0,I. Smith makes 2-pt layup from 2 ft,,38,42
2,9:38.0,,V. Carter misses 3-pt jump shot from 25 ft,38,42
2,9:36.0,Defensive rebound by L. Galloway,,38,42
2,9:23.0,Personal foul by O. Spellman (drawn by Z. Pachulia),,38,42
2,9:23.0,,K. Bazemore enters the game for D. Bembry,38,42
2,9:23.0,,D. Dedmon enters the game for O. Spellman,38,42
2,9:15.0,Shooting foul by V. Carter (drawn by Z. Pachulia),,38,42
2,9:15.0,Z. Pachulia makes free throw 1 of 2,,39,42
2,9:15.0,Z. Pachulia makes free throw 2 of 2,,40,42
2,9:03.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),40,44
2,8:49.0,I. Smith misses 2-pt layup from 2 ft,,40,44
2,8:46.0,,Defensive rebound by D. Dedmon,40,44
2,8:44.0,,T. Young makes 3-pt jump shot from 25 ft,40,47
2,8:37.0,Detroit full timeout,,40,47
2,8:37.0,R. Jackson enters the game for I. Smith,,40,47
2,8:23.0,R. Jackson makes 3-pt jump shot from 25 ft,,43,47
2,8:05.0,,K. Bazemore misses 3-pt jump shot from 24 ft,43,47
2,8:03.0,Defensive rebound by Z. Pachulia,,43,47
2,7:54.0,R. Jackson makes 2-pt jump shot from 16 ft,,45,47
2,7:40.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by T. Young),45,50
2,7:26.0,T. Maker misses 3-pt jump shot from 25 ft,,45,50
2,7:15.0,,Defensive rebound by K. Bazemore,45,50
2,7:11.0,,V. Carter makes 2-pt jump shot from 22 ft,45,52
2,6:59.0,Personal foul by T. Young (drawn by R. Jackson),,45,52
2,6:59.0,B. Griffin enters the game for Z. Pachulia,,45,52
2,6:52.0,R. Jackson misses 2-pt jump shot from 6 ft,,45,52
2,6:48.0,,Defensive rebound by V. Carter,45,52
2,6:41.0,,T. Young makes 2-pt layup from 1 ft,45,54
2,6:26.0,L. Galloway misses 2-pt layup from 1 ft (block by D. Dedmon),,45,54
2,6:21.0,,Defensive rebound by D. Dedmon,45,54
2,6:20.0,,Turnover by D. Dedmon (bad pass; steal by T. Maker),45,54
2,6:18.0,L. Kennard misses 3-pt jump shot from 25 ft,,45,54
2,6:18.0,Offensive rebound by Team,,45,54
2,6:18.0,B. Brown enters the game for L. Galloway,,45,54
2,6:18.0,A. Drummond enters the game for L. Kennard,,45,54
2,6:18.0,W. Ellington enters the game for T. Maker,,45,54
2,6:12.0,W. Ellington misses 3-pt jump shot from 26 ft,,45,54
2,6:09.0,,Defensive rebound by D. Dedmon,45,54
2,6:02.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),45,56
2,5:42.0,B. Brown misses 3-pt jump shot from 23 ft,,45,56
2,5:39.0,,Defensive rebound by J. Collins,45,56
2,5:36.0,,T. Young makes 3-pt jump shot from 26 ft,45,59
2,5:34.0,Detroit full timeout,,45,59
2,5:34.0,,T. Prince enters the game for V. Carter,45,59
2,5:34.0,,O. Spellman enters the game for J. Collins,45,59
2,5:20.0,B. Griffin makes 2-pt hook shot from 5 ft,,47,59
2,5:07.0,,Turnover by T. Young (bad pass; steal by R. Jackson),47,59
2,4:57.0,B. Griffin misses 3-pt jump shot from 25 ft,,47,59
2,4:52.0,Offensive rebound by B. Brown,,47,59
2,4:50.0,R. Jackson misses 3-pt jump shot from 27 ft,,47,59
2,4:46.0,,Defensive rebound by O. Spellman,47,59
2,4:34.0,,T. Prince misses 2-pt jump shot from 13 ft,47,59
2,4:30.0,Defensive rebound by R. Jackson,,47,59
2,4:25.0,R. Jackson makes 2-pt jump shot from 4 ft,,49,59
2,4:25.0,Shooting foul by T. Prince (drawn by R. Jackson),,49,59
2,4:25.0,,A. Len enters the game for D. Dedmon,49,59
2,4:25.0,R. Jackson makes free throw 1 of 1,,50,59
2,4:10.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Young),50,62
2,4:00.0,R. Jackson makes 2-pt jump shot from 9 ft,,52,62
2,3:42.0,,O. Spellman misses 3-pt jump shot from 26 ft,52,62
2,3:39.0,Defensive rebound by B. Brown,,52,62
2,3:38.0,Personal foul by O. Spellman (drawn by B. Griffin),,52,62
2,3:38.0,B. Griffin makes free throw 1 of 2,,53,62
2,3:38.0,B. Griffin misses free throw 2 of 2,,53,62
2,3:37.0,Offensive rebound by Team,,53,62
2,3:31.0,Shooting foul by O. Spellman (drawn by A. Drummond),,53,62
2,3:31.0,A. Drummond misses free throw 1 of 2,,53,62
2,3:31.0,Offensive rebound by Team,,53,62
2,3:31.0,,J. Collins enters the game for O. Spellman,53,62
2,3:31.0,A. Drummond makes free throw 2 of 2,,54,62
2,3:18.0,,T. Young misses 2-pt jump shot from 16 ft,54,62
2,3:16.0,Defensive rebound by B. Griffin,,54,62
2,3:14.0,W. Ellington misses 3-pt jump shot from 25 ft,,54,62
2,3:12.0,,Defensive rebound by A. Len,54,62
2,3:08.0,,T. Prince misses 2-pt layup from 3 ft,54,62
2,3:08.0,Defensive rebound by Team,,54,62
2,2:48.0,B. Griffin misses 2-pt hook shot from 10 ft,,54,62
2,2:44.0,Offensive rebound by A. Drummond,,54,62
2,2:44.0,A. Drummond misses 2-pt layup at rim,,54,62
2,2:43.0,Offensive rebound by B. Griffin,,54,62
2,2:40.0,R. Jackson misses 3-pt jump shot from 25 ft,,54,62
2,2:36.0,,Defensive rebound by K. Bazemore,54,62
2,2:32.0,,Turnover by K. Bazemore (bad pass; steal by R. Jackson),54,62
2,2:29.0,R. Jackson makes 3-pt jump shot from 25 ft,,57,62
2,2:27.0,,Atlanta full timeout,57,62
2,2:04.0,,K. Bazemore misses 2-pt layup at rim,57,62
2,2:04.0,,Offensive rebound by J. Collins,57,62
2,2:04.0,,J. Collins makes 2-pt layup from 1 ft,57,64
2,2:04.0,,Shooting foul by B. Brown (drawn by J. Collins),57,64
2,2:04.0,,J. Collins makes free throw 1 of 1,57,65
2,1:46.0,R. Jackson makes 2-pt jump shot from 21 ft,,59,65
2,1:27.0,,T. Young makes 3-pt jump shot from 26 ft,59,68
2,1:18.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),,61,68
2,1:04.0,,T. Young misses 2-pt jump shot from 7 ft (block by B. Brown),61,68
2,1:01.0,Defensive rebound by A. Drummond,,61,68
2,0:57.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by R. Jackson),,64,68
2,0:46.0,,K. Bazemore misses 3-pt jump shot from 26 ft,64,68
2,0:42.0,Defensive rebound by A. Drummond,,64,68
2,0:30.0,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),,66,68
2,0:09.0,,Personal foul by B. Griffin (drawn by T. Young),66,68
2,0:09.0,,T. Young makes free throw 1 of 2,66,69
2,0:09.0,,T. Young makes free throw 2 of 2,66,70
2,0:02.0,B. Griffin misses 3-pt jump shot from 24 ft,,66,70
2,0:00.0,Offensive rebound by A. Drummond,,66,70
2,0:00.0,A. Drummond makes 2-pt layup at rim,,68,70
2,0:00.0,,J. Collins misses 3-pt jump shot from 81 ft,68,70
2,0:00.0,,Offensive rebound by Team,68,70
3,11:37.0,,T. Prince misses 3-pt jump shot from 23 ft,68,70
3,11:34.0,,Offensive rebound by D. Dedmon,68,70
3,11:31.0,,Shooting foul by A. Drummond (drawn by J. Collins),68,70
3,11:31.0,,J. Collins makes free throw 1 of 2,68,71
3,11:31.0,,J. Collins misses free throw 2 of 2,68,71
3,11:28.0,Defensive rebound by A. Drummond,,68,71
3,11:10.0,B. Griffin misses 3-pt jump shot from 24 ft,,68,71
3,11:07.0,,Defensive rebound by T. Young,68,71
3,10:56.0,,Personal foul by W. Ellington (drawn by K. Bazemore),68,71
3,10:44.0,,T. Young misses 2-pt jump shot from 15 ft (block by B. Brown),68,71
3,10:41.0,Defensive rebound by R. Jackson,,68,71
3,10:34.0,R. Jackson makes 2-pt dunk from 2 ft,,70,71
3,10:18.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Prince),70,74
3,10:05.0,B. Griffin makes 3-pt jump shot from 23 ft,,73,74
3,9:56.0,,Personal foul by B. Brown (drawn by T. Young),73,74
3,9:46.0,,T. Young misses 2-pt jump shot from 24 ft,73,74
3,9:42.0,Defensive rebound by R. Jackson,,73,74
3,9:40.0,Shooting foul by J. Collins (drawn by R. Jackson),,73,74
3,9:40.0,R. Jackson makes free throw 1 of 2,,74,74
3,9:40.0,R. Jackson makes free throw 2 of 2,,75,74
3,9:27.0,,T. Prince misses 3-pt jump shot from 25 ft,75,74
3,9:23.0,Defensive rebound by A. Drummond,,75,74
3,9:18.0,Turnover by A. Drummond (bad pass),,75,74
3,8:58.0,,D. Dedmon misses 2-pt layup from 2 ft,75,74
3,8:55.0,Defensive rebound by A. Drummond,,75,74
3,8:51.0,B. Griffin misses 3-pt jump shot from 25 ft,,75,74
3,8:50.0,Offensive rebound by Team,,75,74
3,8:46.0,Shooting foul by K. Bazemore (drawn by A. Drummond),,75,74
3,8:46.0,A. Drummond misses free throw 1 of 2,,75,74
3,8:46.0,Offensive rebound by Team,,75,74
3,8:46.0,A. Drummond makes free throw 2 of 2,,76,74
3,8:22.0,,T. Young misses 3-pt jump shot from 38 ft,76,74
3,8:18.0,Defensive rebound by A. Drummond,,76,74
3,8:12.0,W. Ellington misses 3-pt jump shot from 26 ft,,76,74
3,8:07.0,,Defensive rebound by T. Prince,76,74
3,8:06.0,,Atlanta full timeout,76,74
3,7:53.0,,Turnover by K. Bazemore (bad pass; steal by A. Drummond),76,74
3,7:48.0,R. Jackson misses 3-pt jump shot from 26 ft,,76,74
3,7:44.0,,Defensive rebound by D. Dedmon,76,74
3,7:38.0,,Turnover by T. Prince (lost ball; steal by A. Drummond),76,74
3,7:31.0,B. Griffin misses 2-pt jump shot from 17 ft,,76,74
3,7:27.0,Offensive rebound by A. Drummond,,76,74
3,7:27.0,A. Drummond makes 2-pt layup from 1 ft,,78,74
3,7:12.0,,D. Dedmon misses 3-pt jump shot from 26 ft,78,74
3,7:09.0,Defensive rebound by W. Ellington,,78,74
3,7:00.0,Personal foul by D. Dedmon (drawn by B. Griffin),,78,74
3,6:52.0,R. Jackson makes 2-pt jump shot from 19 ft,,80,74
3,6:35.0,,J. Collins makes 2-pt layup from 2 ft,80,76
3,6:16.0,R. Jackson makes 2-pt layup from 1 ft,,82,76
3,6:02.0,,Turnover by T. Young (bad pass),82,76
3,5:50.0,Personal foul by K. Bazemore (drawn by R. Jackson),,82,76
3,5:41.0,W. Ellington misses 3-pt jump shot from 24 ft,,82,76
3,5:40.0,,Defensive rebound by Team,82,76
3,5:40.0,Loose ball foul by A. Drummond (drawn by J. Collins),,82,76
3,5:25.0,,K. Bazemore misses 3-pt jump shot from 24 ft,82,76
3,5:21.0,Defensive rebound by A. Drummond,,82,76
3,5:09.0,B. Brown misses 2-pt dunk from 1 ft (block by D. Dedmon),,82,76
3,5:06.0,Offensive rebound by B. Brown,,82,76
3,5:05.0,B. Brown misses 2-pt layup from 1 ft (block by D. Dedmon),,82,76
3,5:02.0,,Defensive rebound by T. Young,82,76
3,5:00.0,,K. Bazemore misses 3-pt jump shot from 24 ft,82,76
3,4:58.0,,Offensive rebound by D. Dedmon,82,76
3,4:56.0,,Turnover by D. Dedmon (step out of bounds),82,76
3,4:56.0,Technical foul by B. Griffin,,82,76
3,4:56.0,,D. Dedmon makes technical free throw,82,77
3,4:56.0,L. Kennard enters the game for B. Brown,,82,77
3,4:56.0,,J. Adams enters the game for K. Bazemore,82,77
3,4:56.0,,D. Bembry enters the game for J. Collins,82,77
3,4:56.0,,A. Len enters the game for D. Dedmon,82,77
3,4:56.0,,O. Spellman enters the game for T. Young,82,77
3,4:45.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),,84,77
3,4:43.0,,Turnover by A. Len (bad pass; steal by A. Drummond),84,77
3,4:43.0,Shooting foul by A. Len (drawn by A. Drummond),,84,77
3,4:43.0,A. Drummond misses free throw 1 of 2,,84,77
3,4:43.0,Offensive rebound by Team,,84,77
3,4:43.0,A. Drummond makes free throw 2 of 2,,85,77
3,4:33.0,,O. Spellman misses 3-pt jump shot from 25 ft,85,77
3,4:30.0,Defensive rebound by A. Drummond,,85,77
3,4:21.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by R. Jackson),,88,77
3,4:19.0,Technical foul by B. Griffin,,88,77
3,4:19.0,B. Griffin ejected from game,,88,77
3,4:19.0,T. Maker enters the game for B. Griffin,,88,77
3,4:19.0,,T. Prince makes technical free throw,88,78
3,3:56.0,,Turnover by J. Adams (lost ball; steal by T. Maker),88,78
3,3:50.0,Personal foul by D. Bembry (drawn by R. Jackson),,88,78
3,3:50.0,R. Jackson makes free throw 1 of 2,,89,78
3,3:50.0,,V. Carter enters the game for T. Prince,89,78
3,3:50.0,R. Jackson misses free throw 2 of 2,,89,78
3,3:48.0,,Defensive rebound by A. Len,89,78
3,3:38.0,,Turnover by D. Bembry (bad pass; steal by A. Drummond),89,78
3,3:36.0,Shooting foul by D. Bembry (drawn by A. Drummond),,89,78
3,3:36.0,A. Drummond misses free throw 1 of 2,,89,78
3,3:36.0,Offensive rebound by Team,,89,78
3,3:36.0,I. Smith enters the game for R. Jackson,,89,78
3,3:36.0,A. Drummond misses free throw 2 of 2,,89,78
3,3:34.0,,Defensive rebound by V. Carter,89,78
3,3:26.0,,Shooting foul by I. Smith (drawn by D. Bembry),89,78
3,3:26.0,,D. Bembry makes free throw 1 of 2,89,79
3,3:26.0,,D. Bembry misses free throw 2 of 2,89,79
3,3:23.0,Defensive rebound by A. Drummond,,89,79
3,3:09.0,L. Kennard misses 2-pt layup from 2 ft,,89,79
3,3:06.0,,Defensive rebound by A. Len,89,79
3,2:53.0,,A. Len makes 3-pt jump shot from 23 ft (assist by J. Adams),89,82
3,2:40.0,T. Maker makes 3-pt jump shot from 25 ft (assist by I. Smith),,92,82
3,2:23.0,,A. Len makes 2-pt hook shot from 8 ft (assist by O. Spellman),92,84
3,2:09.0,T. Maker misses 3-pt jump shot from 26 ft,,92,84
3,2:07.0,,Defensive rebound by D. Bembry,92,84
3,2:00.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by D. Bembry),92,87
3,1:58.0,Detroit full timeout,,92,87
3,1:35.0,I. Smith misses 2-pt jump shot from 16 ft,,92,87
3,1:31.0,Offensive rebound by A. Drummond,,92,87
3,1:30.0,A. Drummond makes 2-pt hook shot from 3 ft,,94,87
3,1:15.0,,V. Carter makes 2-pt layup from 1 ft (assist by J. Adams),94,89
3,0:51.0,I. Smith makes 3-pt jump shot from 26 ft,,97,89
3,0:42.0,,Personal foul by W. Ellington (drawn by V. Carter),97,89
3,0:42.0,,V. Carter makes free throw 1 of 2,97,90
3,0:42.0,,V. Carter misses free throw 2 of 2,97,90
3,0:39.0,Defensive rebound by A. Drummond,,97,90
3,0:30.0,Turnover by I. Smith (bad pass; steal by A. Len),,97,90
3,0:26.0,,D. Bembry makes 2-pt dunk from 1 ft,97,92
3,0:08.0,I. Smith makes 2-pt layup from 1 ft,,99,92
3,0:08.0,Shooting foul by V. Carter (drawn by I. Smith),,99,92
3,0:08.0,B. Brown enters the game for A. Drummond,,99,92
3,0:08.0,L. Galloway enters the game for W. Ellington,,99,92
3,0:08.0,,T. Young enters the game for A. Len,99,92
3,0:08.0,I. Smith makes free throw 1 of 1,,100,92
3,0:02.0,,V. Carter makes 3-pt jump shot from 29 ft (assist by T. Young),100,95
3,0:00.0,B. Brown misses 3-pt jump shot from 57 ft,,100,95
3,0:00.0,Offensive rebound by Team,,100,95
4,11:40.0,I. Smith misses 2-pt jump shot from 13 ft,,100,95
4,11:35.0,,Defensive rebound by O. Spellman,100,95
4,11:16.0,,T. Young misses 3-pt jump shot from 31 ft,100,95
4,11:13.0,Defensive rebound by T. Maker,,100,95
4,11:00.0,B. Brown misses 2-pt layup from 2 ft,,100,95
4,10:58.0,,Defensive rebound by O. Spellman,100,95
4,10:52.0,,D. Bembry makes 3-pt jump shot from 23 ft (assist by V. Carter),100,98
4,10:27.0,R. Jackson misses 2-pt jump shot from 9 ft,,100,98
4,10:27.0,Offensive rebound by Team,,100,98
4,10:27.0,,Loose ball foul by A. Len (drawn by Z. Pachulia),100,98
4,10:20.0,R. Jackson misses 2-pt jump shot from 16 ft,,100,98
4,10:17.0,,Defensive rebound by O. Spellman,100,98
4,10:10.0,,V. Carter misses 3-pt jump shot from 25 ft,100,98
4,10:06.0,Defensive rebound by I. Smith,,100,98
4,10:00.0,T. Maker misses 3-pt jump shot from 24 ft,,100,98
4,9:57.0,,Defensive rebound by T. Young,100,98
4,9:50.0,,Turnover by T. Young (bad pass),100,98
4,9:35.0,T. Maker misses 2-pt jump shot from 15 ft,,100,98
4,9:31.0,,Defensive rebound by O. Spellman,100,98
4,9:13.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Young),100,101
4,9:04.0,Detroit full timeout,,100,101
4,9:04.0,A. Drummond enters the game for T. Maker,,100,101
4,9:04.0,W. Ellington enters the game for Z. Pachulia,,100,101
4,9:04.0,J. Leuer enters the game for I. Smith,,100,101
4,9:04.0,,K. Bazemore enters the game for D. Bembry,100,101
4,9:04.0,,J. Collins enters the game for A. Len,100,101
4,8:52.0,Personal foul by K. Bazemore (drawn by A. Drummond),,100,101
4,8:41.0,B. Brown makes 2-pt jump shot from 11 ft (assist by A. Drummond),,102,101
4,8:41.0,Shooting foul by T. Young (drawn by B. Brown),,102,101
4,8:41.0,B. Brown makes free throw 1 of 1,,103,101
4,8:30.0,,Personal foul by B. Brown (drawn by T. Young),103,101
4,8:20.0,,J. Collins misses 2-pt jump shot from 19 ft,103,101
4,8:16.0,Defensive rebound by W. Ellington,,103,101
4,8:12.0,Shooting foul by V. Carter (drawn by A. Drummond),,103,101
4,8:12.0,A. Drummond misses free throw 1 of 2,,103,101
4,8:12.0,Offensive rebound by Team,,103,101
4,8:12.0,A. Drummond misses free throw 2 of 2,,103,101
4,8:09.0,Offensive rebound by B. Brown,,103,101
4,8:01.0,B. Brown makes 3-pt jump shot from 27 ft (assist by J. Leuer),,106,101
4,7:42.0,,T. Young makes 3-pt jump shot from 26 ft,106,104
4,7:27.0,R. Jackson makes 2-pt jump shot from 13 ft,,108,104
4,7:10.0,,T. Young makes 2-pt layup from 1 ft,108,106
4,6:52.0,J. Leuer makes 3-pt jump shot from 25 ft (assist by B. Brown),,111,106
4,6:36.0,,Turnover by V. Carter (bad pass; steal by W. Ellington),111,106
4,6:33.0,B. Brown makes 2-pt dunk from 1 ft (assist by W. Ellington),,113,106
4,6:33.0,,Atlanta full timeout,113,106
4,6:33.0,,D. Dedmon enters the game for V. Carter,113,106
4,6:33.0,,T. Prince enters the game for O. Spellman,113,106
4,6:17.0,,J. Collins misses 2-pt layup from 2 ft,113,106
4,6:14.0,,Offensive rebound by J. Collins,113,106
4,6:14.0,,J. Collins makes 2-pt layup at rim,113,108
4,5:56.0,R. Jackson misses 3-pt jump shot from 25 ft,,113,108
4,5:54.0,,Defensive rebound by T. Prince,113,108
4,5:45.0,,K. Bazemore makes 2-pt jump shot from 7 ft (assist by T. Young),113,110
4,5:17.0,R. Jackson misses 2-pt jump shot from 12 ft,,113,110
4,5:14.0,,Defensive rebound by D. Dedmon,113,110
4,5:10.0,,J. Collins misses 2-pt jump shot from 7 ft,113,110
4,5:06.0,,Offensive rebound by D. Dedmon,113,110
4,5:06.0,,D. Dedmon misses 2-pt layup at rim,113,110
