QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
4,1:04.0,,M. Harkless misses free throw 1 of 1,100,100
4,1:00.0,Defensive rebound by G. Harris,,100,100
4,0:43.0,Turnover by W. Barton (step out of bounds),,100,100
4,0:43.0,T. Craig enters the game for W. Barton,,100,100
4,0:31.0,,D. Lillard makes 2-pt jump shot from 11 ft,100,102
4,0:31.0,Denver full timeout,,100,102
4,0:31.0,W. Barton enters the game for T. Craig,,100,102
4,0:28.0,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),,102,102
4,0:06.0,,A. Aminu misses 3-pt jump shot from 27 ft,102,102
4,0:03.0,Defensive rebound by J. Murray,,102,102
4,0:01.0,Denver full timeout,,102,102
4,0:01.0,,Z. Collins enters the game for E. Freedom,102,102
4,0:00.0,Turnover by P. Millsap (bad pass; steal by M. Harkless),,102,102
4,0:00.0,,M. Harkless misses 3-pt jump shot from 60 ft,102,102
4,0:00.0,,Offensive rebound by Team,102,102
1OT,4:38.0,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),,104,102
1OT,4:29.0,,Personal foul by N. Jokić (drawn by D. Lillard),104,102
1OT,4:21.0,,D. Lillard misses 3-pt jump shot from 26 ft,104,102
1OT,4:18.0,Defensive rebound by J. Murray,,104,102
1OT,3:55.0,Turnover by J. Murray (bad pass; steal by C. McCollum),,104,102
1OT,3:50.0,,C. McCollum makes 2-pt jump shot from 18 ft,104,104
1OT,3:31.0,G. Harris misses 3-pt jump shot from 23 ft,,104,104
1OT,3:27.0,,Defensive rebound by E. Freedom,104,104
1OT,3:07.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Harkless),104,107
1OT,3:06.0,Denver full timeout,,104,107
1OT,3:01.0,Personal foul by C. McCollum (drawn by N. Jokić),,104,107
1OT,2:52.0,J. Murray misses 2-pt layup from 3 ft (block by M. Harkless),,104,107
1OT,2:49.0,,Defensive rebound by A. Aminu,104,107
1OT,2:45.0,,C. McCollum misses 3-pt jump shot from 24 ft,104,107
1OT,2:43.0,Defensive rebound by W. Barton,,104,107
1OT,2:31.0,G. Harris misses 2-pt hook shot from 4 ft,,104,107
1OT,2:29.0,Offensive rebound by J. Murray,,104,107
1OT,2:16.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,107,107
1OT,1:53.0,,A. Aminu misses 3-pt jump shot from 23 ft,107,107
1OT,1:51.0,Defensive rebound by W. Barton,,107,107
1OT,1:29.0,J. Murray misses 3-pt jump shot from 25 ft,,107,107
1OT,1:26.0,Offensive rebound by P. Millsap,,107,107
1OT,1:18.0,Turnover by N. Jokić (bad pass; steal by C. McCollum),,107,107
1OT,1:18.0,,Personal foul by G. Harris (drawn by C. McCollum),107,107
1OT,1:18.0,T. Craig enters the game for W. Barton,,107,107
1OT,1:18.0,,R. Hood enters the game for E. Freedom,107,107
1OT,1:01.0,,C. McCollum misses 3-pt jump shot from 25 ft,107,107
1OT,0:59.0,Defensive rebound by P. Millsap,,107,107
1OT,0:47.0,P. Millsap makes 2-pt layup from 3 ft (assist by N. Jokić),,109,107
1OT,0:47.0,,Portland full timeout,109,107
1OT,0:47.0,W. Barton enters the game for J. Murray,,109,107
1OT,0:47.0,,E. Freedom enters the game for R. Hood,109,107
1OT,0:41.0,,D. Lillard misses 2-pt jump shot from 17 ft,109,107
1OT,0:38.0,Defensive rebound by N. Jokić,,109,107
1OT,0:16.0,Turnover by T. Craig (lost ball; steal by D. Lillard),,109,107
1OT,0:11.0,,D. Lillard misses 2-pt layup from 2 ft,109,107
1OT,0:09.0,,Offensive rebound by A. Aminu,109,107
1OT,0:08.0,,C. McCollum makes 2-pt jump shot from 6 ft (assist by A. Aminu),109,109
1OT,0:08.0,Denver full timeout,,109,109
1OT,0:08.0,J. Murray enters the game for T. Craig,,109,109
1OT,0:04.0,Personal foul by M. Harkless (drawn by N. Jokić),,109,109
1OT,0:00.0,N. Jokić misses 3-pt jump shot from 26 ft,,109,109
1OT,0:00.0,Offensive rebound by Team,,109,109
2OT,4:38.0,N. Jokić misses 2-pt jump shot from 19 ft,,109,109
2OT,4:36.0,Offensive rebound by P. Millsap,,109,109
2OT,4:35.0,W. Barton misses 3-pt jump shot from 25 ft,,109,109
2OT,4:34.0,,Defensive rebound by A. Aminu,109,109
2OT,4:21.0,,D. Lillard makes 2-pt jump shot from 20 ft,109,111
2OT,4:01.0,N. Jokić misses 2-pt layup from 4 ft,,109,111
2OT,3:57.0,W. Barton misses 2-pt layup from 1 ft,,109,111
2OT,3:57.0,Offensive rebound by W. Barton,,109,111
2OT,3:56.0,Offensive rebound by W. Barton,,109,111
2OT,3:56.0,W. Barton makes 2-pt layup from 1 ft,,111,111
2OT,3:33.0,,C. McCollum misses 2-pt jump shot from 8 ft,111,111
2OT,3:31.0,,Offensive rebound by C. McCollum,111,111
2OT,3:29.0,,C. McCollum makes 2-pt jump shot from 1 ft,111,113
2OT,3:04.0,J. Murray misses 2-pt layup from 3 ft,,111,113
2OT,3:03.0,,Defensive rebound by M. Harkless,111,113
2OT,2:50.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by A. Aminu),111,116
2OT,2:47.0,Denver full timeout,,111,116
2OT,2:30.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,114,116
2OT,2:07.0,,M. Harkless misses 2-pt jump shot from 4 ft,114,116
2OT,2:06.0,Defensive rebound by N. Jokić,,114,116
2OT,1:50.0,P. Millsap makes 2-pt jump shot from 6 ft (assist by N. Jokić),,116,116
2OT,1:38.0,,C. McCollum misses 2-pt jump shot from 14 ft (block by W. Barton),116,116
2OT,1:37.0,,Offensive rebound by Team,116,116
2OT,1:27.0,,C. McCollum makes 2-pt jump shot from 17 ft,116,118
2OT,1:12.0,Personal foul by D. Lillard (drawn by J. Murray),,116,118
2OT,1:03.0,G. Harris makes 2-pt layup from 2 ft,,118,118
2OT,0:45.0,,C. McCollum misses 2-pt jump shot from 4 ft,118,118
2OT,0:42.0,,Offensive rebound by M. Harkless,118,118
2OT,0:33.0,,C. McCollum misses 3-pt jump shot from 25 ft,118,118
2OT,0:31.0,,Offensive rebound by E. Freedom,118,118
2OT,0:30.0,,E. Freedom misses 2-pt layup from 2 ft,118,118
2OT,0:30.0,Defensive rebound by N. Jokić,,118,118
2OT,0:09.0,N. Jokić misses 3-pt jump shot from 27 ft,,118,118
2OT,0:06.0,Offensive rebound by J. Murray,,118,118
2OT,0:04.0,Turnover by J. Murray (lost ball; steal by D. Lillard),,118,118
2OT,0:04.0,,Portland full timeout,118,118
2OT,0:04.0,T. Craig enters the game for J. Murray,,118,118
2OT,0:04.0,,S. Curry enters the game for A. Aminu,118,118
2OT,0:00.0,,D. Lillard misses 3-pt jump shot from 29 ft,118,118
2OT,0:00.0,,Offensive rebound by Team,118,118
3OT,4:41.0,,C. McCollum makes 2-pt jump shot from 19 ft,118,120
3OT,4:27.0,Personal foul by A. Aminu (drawn by P. Millsap),,118,120
3OT,4:25.0,G. Harris makes 3-pt jump shot from 27 ft (assist by W. Barton),,121,120
3OT,4:06.0,,C. McCollum misses 2-pt jump shot from 9 ft,121,120
3OT,4:04.0,,Offensive rebound by E. Freedom,121,120
3OT,4:03.0,,E. Freedom misses 2-pt layup from 3 ft (block by P. Millsap),121,120
3OT,4:00.0,,Offensive rebound by E. Freedom,121,120
3OT,3:53.0,,D. Lillard misses 2-pt jump shot from 10 ft (block by W. Barton),121,120
3OT,3:50.0,,Offensive rebound by A. Aminu,121,120
3OT,3:50.0,,Turnover by Team (shot clock),121,120
3OT,3:36.0,Turnover by N. Jokić (bad pass),,121,120
3OT,3:22.0,,C. McCollum makes 2-pt jump shot from 22 ft,121,122
3OT,3:03.0,Turnover by N. Jokić (lost ball; steal by A. Aminu),,121,122
3OT,2:53.0,,C. McCollum makes 3-pt jump shot from 26 ft,121,125
3OT,2:52.0,Denver full timeout,,121,125
3OT,2:31.0,N. Jokić makes 2-pt hook shot from 4 ft,,123,125
3OT,2:12.0,,C. McCollum misses 2-pt jump shot from 20 ft,123,125
3OT,2:08.0,Defensive rebound by P. Millsap,,123,125
3OT,1:58.0,Shooting foul by M. Harkless (drawn by W. Barton),,123,125
3OT,1:58.0,W. Barton makes free throw 1 of 2,,124,125
3OT,1:58.0,W. Barton makes free throw 2 of 2,,125,125
3OT,1:50.0,,C. McCollum misses 2-pt jump shot from 3 ft,125,125
3OT,1:48.0,Defensive rebound by G. Harris,,125,125
3OT,1:25.0,Personal foul by M. Harkless (drawn by J. Murray),,125,125
3OT,1:25.0,J. Murray makes free throw 1 of 2,,126,125
3OT,1:25.0,J. Murray makes free throw 2 of 2,,127,125
3OT,1:05.0,,D. Lillard misses 3-pt jump shot from 27 ft,127,125
3OT,1:02.0,,Offensive rebound by A. Aminu,127,125
3OT,1:02.0,,Personal foul by G. Harris (drawn by A. Aminu),127,125
3OT,1:02.0,T. Craig enters the game for G. Harris,,127,125
3OT,0:53.0,,Turnover by C. McCollum (bad pass; steal by W. Barton),127,125
3OT,0:32.0,P. Millsap makes 2-pt jump shot from 11 ft,,129,125
3OT,0:31.0,,Portland full timeout,129,125
3OT,0:31.0,,S. Curry enters the game for A. Aminu,129,125
3OT,0:27.0,,D. Lillard makes 2-pt layup from 2 ft,129,127
3OT,0:19.0,Turnover by J. Murray (out of bounds lost ball),,129,127
3OT,0:08.0,,D. Lillard makes 2-pt layup from 2 ft,129,129
3OT,0:08.0,Denver full timeout,,129,129
3OT,0:08.0,M. Beasley enters the game for T. Craig,,129,129
3OT,0:08.0,,A. Aminu enters the game for S. Curry,129,129
3OT,0:00.0,J. Murray misses 3-pt jump shot from 30 ft,,129,129
3OT,0:00.0,Offensive rebound by Team,,129,129
4OT,4:43.0,J. Murray misses 3-pt jump shot from 25 ft,,129,129
4OT,4:39.0,,Defensive rebound by M. Harkless,129,129
4OT,4:27.0,,D. Lillard misses 2-pt layup from 2 ft (block by P. Millsap),129,129
4OT,4:25.0,Defensive rebound by J. Murray,,129,129
4OT,4:19.0,W. Barton makes 2-pt jump shot from 5 ft,,131,129
4OT,4:01.0,,A. Aminu misses 2-pt jump shot from 18 ft,131,129
4OT,3:59.0,,Offensive rebound by E. Freedom,131,129
4OT,3:58.0,,E. Freedom makes 2-pt layup from 2 ft,131,131
4OT,3:29.0,Turnover by J. Murray (bad pass; steal by E. Freedom),,131,131
4OT,3:05.0,,M. Harkless misses 3-pt jump shot from 22 ft,131,131
4OT,3:02.0,Defensive rebound by P. Millsap,,131,131
4OT,2:49.0,W. Barton makes 2-pt jump shot from 21 ft,,133,131
4OT,2:33.0,,Personal foul by W. Barton (drawn by C. McCollum),133,131
4OT,2:26.0,,C. McCollum misses 2-pt layup from 2 ft,133,131
4OT,2:22.0,,Offensive rebound by E. Freedom,133,131
4OT,2:22.0,,E. Freedom misses 2-pt layup at rim,133,131
4OT,2:22.0,Defensive rebound by N. Jokić,,133,131
4OT,2:00.0,W. Barton misses 3-pt jump shot from 26 ft,,133,131
4OT,1:59.0,,Defensive rebound by Team,133,131
4OT,1:59.0,,R. Hood enters the game for M. Harkless,133,131
4OT,1:44.0,,E. Freedom misses 2-pt jump shot from 16 ft,133,131
4OT,1:40.0,Defensive rebound by T. Craig,,133,131
4OT,1:24.0,Turnover by T. Craig (offensive foul),,133,131
4OT,1:24.0,Offensive foul by T. Craig (drawn by D. Lillard),,133,131
4OT,1:07.0,,R. Hood makes 2-pt jump shot from 14 ft,133,133
4OT,1:06.0,Denver full timeout,,133,133
4OT,1:00.0,Offensive rebound by W. Barton,,133,133
4OT,1:00.0,W. Barton misses 2-pt jump shot from 7 ft (block by C. McCollum),,133,133
4OT,1:00.0,Shooting foul by C. McCollum (drawn by W. Barton),,133,133
4OT,1:00.0,W. Barton misses free throw 1 of 2,,133,133
4OT,1:00.0,Offensive rebound by Team,,133,133
4OT,1:00.0,W. Barton makes free throw 2 of 2,,134,133
4OT,0:44.0,,R. Hood makes 2-pt jump shot from 12 ft,134,135
4OT,0:27.0,P. Millsap makes 2-pt hook shot from 4 ft,,136,135
4OT,0:27.0,,Portland full timeout,136,135
4OT,0:27.0,M. Beasley enters the game for J. Murray,,136,135
4OT,0:23.0,,C. McCollum misses 2-pt jump shot from 17 ft,136,135
4OT,0:20.0,,Offensive rebound by C. McCollum,136,135
4OT,0:18.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by C. McCollum),136,138
4OT,0:17.0,Denver full timeout,,136,138
4OT,0:17.0,J. Murray enters the game for T. Craig,,136,138
4OT,0:17.0,,M. Harkless enters the game for R. Hood,136,138
4OT,0:05.0,Shooting foul by M. Harkless (drawn by N. Jokić),,136,138
4OT,0:05.0,Offensive rebound by Team,,136,138
4OT,0:05.0,N. Jokić misses free throw 1 of 2,,136,138
4OT,0:05.0,N. Jokić makes free throw 2 of 2,,137,138
4OT,0:05.0,,Portland full timeout,137,138
4OT,0:05.0,,S. Curry enters the game for M. Harkless,137,138
4OT,0:05.0,,R. Hood enters the game for E. Freedom,137,138
4OT,0:03.0,,Personal take foul by M. Beasley (drawn by D. Lillard),137,138
4OT,0:03.0,T. Craig enters the game for N. Jokić,,137,138
4OT,0:02.0,,Personal take foul by J. Murray (drawn by S. Curry),137,138
4OT,0:02.0,,S. Curry makes free throw 1 of 2,137,139
4OT,0:02.0,N. Jokić enters the game for T. Craig,,137,139
4OT,0:02.0,,M. Harkless enters the game for R. Hood,137,139
4OT,0:02.0,,S. Curry makes free throw 2 of 2,137,140
4OT,0:00.0,Turnover by P. Millsap (bad pass; steal by C. McCollum),,137,140
