QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
4,9:50.0,Turnover by S. Brown (lost ball; steal by L. Kennard),,100,90
4,9:46.0,,L. Kennard misses 2-pt layup from 3 ft (block by B. Lopez),100,90
4,9:39.0,Defensive rebound by S. Brown,,100,90
4,9:37.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,100,90
4,9:37.0,Offensive rebound by K. Middleton,,100,90
4,9:37.0,,W. Ellington enters the game for L. Kennard,100,90
4,9:24.0,K. Middleton misses 2-pt jump shot from 9 ft,,100,90
4,9:20.0,,Defensive rebound by A. Drummond,100,90
4,9:16.0,,B. Griffin misses 2-pt layup from 2 ft,100,90
4,9:16.0,Defensive rebound by S. Brown,,100,90
4,9:16.0,Offensive foul by S. Brown (drawn by R. Jackson),,100,90
4,9:16.0,Turnover by S. Brown (offensive foul),,100,90
4,9:01.0,,W. Ellington misses 2-pt hook shot from 6 ft (block by B. Lopez),100,90
4,8:58.0,Defensive rebound by B. Lopez,,100,90
4,8:42.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,103,90
4,8:35.0,,Detroit full timeout,103,90
4,8:35.0,G. Hill enters the game for S. Brown,,103,90
4,8:16.0,,R. Jackson misses 2-pt layup from 4 ft (block by G. Antetokounmpo),103,90
4,8:13.0,Defensive rebound by B. Lopez,,103,90
4,8:11.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by B. Lopez),,105,90
4,7:56.0,,Turnover by B. Griffin (lost ball; steal by E. Bledsoe),105,90
4,7:49.0,B. Lopez misses 3-pt jump shot from 25 ft,,105,90
4,7:48.0,Offensive rebound by Team,,105,90
4,7:45.0,Personal foul by B. Griffin (drawn by G. Hill),,105,90
4,7:34.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,105,90
4,7:32.0,Offensive rebound by G. Antetokounmpo,,105,90
4,7:22.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,108,90
4,7:14.0,,R. Jackson misses 2-pt jump shot from 10 ft,108,90
4,7:13.0,Defensive rebound by B. Lopez,,108,90
4,7:06.0,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),,108,90
4,7:06.0,P. Connaughton enters the game for E. Bledsoe,,108,90
4,7:06.0,,L. Kennard enters the game for B. Griffin,108,90
4,7:06.0,G. Antetokounmpo makes free throw 1 of 2,,109,90
4,7:06.0,G. Antetokounmpo makes free throw 2 of 2,,110,90
4,6:49.0,,L. Kennard misses 2-pt jump shot from 5 ft,110,90
4,6:47.0,Defensive rebound by G. Antetokounmpo,,110,90
4,6:44.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,112,90
4,6:44.0,Shooting foul by R. Jackson (drawn by G. Antetokounmpo),,112,90
4,6:44.0,N. Mirotić enters the game for K. Middleton,,112,90
4,6:44.0,G. Antetokounmpo makes free throw 1 of 1,,113,90
4,6:30.0,,R. Jackson misses 2-pt jump shot from 3 ft,113,90
4,6:30.0,,Offensive rebound by Team,113,90
4,6:30.0,Loose ball foul by N. Mirotić (drawn by A. Drummond),,113,90
4,6:30.0,S. Brown enters the game for G. Antetokounmpo,,113,90
4,6:23.0,,L. Galloway misses 3-pt jump shot from 26 ft,113,90
4,6:21.0,Defensive rebound by S. Brown,,113,90
4,6:14.0,S. Brown makes 2-pt layup from 2 ft,,115,90
4,6:06.0,,Offensive foul by A. Drummond (drawn by P. Connaughton),115,90
4,6:06.0,,Turnover by A. Drummond (offensive foul),115,90
4,6:01.0,,Technical foul by L. Kennard,115,90
4,6:01.0,Technical foul by G. Hill,,115,90
4,5:44.0,Offensive foul by S. Brown (drawn by W. Ellington),,115,90
4,5:44.0,Turnover by S. Brown (offensive foul),,115,90
4,5:44.0,D. Wilson enters the game for B. Lopez,,115,90
4,5:28.0,,W. Ellington misses 3-pt jump shot from 26 ft,115,90
4,5:25.0,Defensive rebound by D. Wilson,,115,90
4,5:18.0,G. Hill misses 3-pt jump shot from 25 ft,,115,90
4,5:16.0,,Defensive rebound by A. Drummond,115,90
4,5:04.0,,L. Galloway makes 2-pt jump shot from 19 ft,115,92
4,4:46.0,D. Wilson makes 2-pt layup from 2 ft (assist by G. Hill),,117,92
4,4:32.0,,L. Galloway misses 3-pt jump shot from 26 ft,117,92
4,4:30.0,Defensive rebound by S. Brown,,117,92
4,4:26.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by S. Brown),,120,92
4,4:20.0,,Detroit full timeout,120,92
4,4:20.0,T. Frazier enters the game for S. Brown,,120,92
4,4:20.0,T. Snell enters the game for G. Hill,,120,92
4,4:20.0,,J. Calderón enters the game for A. Drummond,120,92
4,4:20.0,,T. Maker enters the game for W. Ellington,120,92
4,4:20.0,,K. Thomas enters the game for R. Jackson,120,92
4,4:09.0,,T. Maker misses 2-pt layup from 3 ft,120,92
4,4:06.0,Defensive rebound by T. Frazier,,120,92
4,3:57.0,D. Wilson makes 3-pt jump shot from 23 ft (assist by T. Frazier),,123,92
4,3:39.0,,Turnover by T. Maker (out of bounds lost ball),123,92
4,3:28.0,Turnover by N. Mirotić (bad pass; steal by L. Kennard),,123,92
4,3:21.0,,L. Kennard makes 2-pt jump shot from 15 ft,123,94
4,2:56.0,Turnover by D. Wilson (traveling),,123,94
4,2:50.0,,Personal foul by N. Mirotić (drawn by K. Thomas),123,94
4,2:44.0,,K. Thomas makes 2-pt jump shot from 9 ft (assist by J. Calderón),123,96
4,2:44.0,,Shooting foul by T. Snell (drawn by K. Thomas),123,96
4,2:44.0,,K. Thomas makes free throw 1 of 1,123,97
4,2:27.0,N. Mirotić misses 3-pt jump shot from 26 ft,,123,97
4,2:25.0,,Defensive rebound by K. Thomas,123,97
4,2:22.0,,K. Thomas makes 2-pt layup from 3 ft,123,99
4,2:02.0,T. Snell misses 3-pt jump shot from 24 ft,,123,99
4,1:59.0,Offensive rebound by P. Connaughton,,123,99
4,1:51.0,Turnover by T. Frazier (bad pass; steal by L. Galloway),,123,99
4,1:46.0,,L. Kennard makes 3-pt jump shot from 24 ft (assist by T. Maker),123,102
4,1:28.0,D. Wilson makes 2-pt layup from 2 ft (assist by T. Frazier),,125,102
4,1:20.0,,T. Maker makes 2-pt layup from 3 ft (assist by J. Calderón),125,104
4,1:20.0,,Shooting foul by D. Wilson (drawn by T. Maker),125,104
4,1:20.0,,T. Maker misses free throw 1 of 1,125,104
4,1:18.0,Defensive rebound by N. Mirotić,,125,104
4,1:03.0,T. Frazier makes 2-pt layup from 2 ft,,127,104
4,0:53.0,,K. Thomas misses 2-pt jump shot from 13 ft,127,104
4,0:50.0,Defensive rebound by P. Connaughton,,127,104
4,0:42.0,Turnover by N. Mirotić (bad pass; steal by J. Calderón),,127,104
4,0:27.0,,K. Thomas misses 3-pt jump shot from 24 ft,127,104
4,0:24.0,Defensive rebound by P. Connaughton,,127,104
4,0:03.0,Turnover by Team (shot clock),,127,104
