QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
4,4:29.0,B. Forbes makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,103,118
4,4:07.0,,Shooting foul by D. Bertāns (drawn by W. Cauley-Stein),103,118
4,4:07.0,,W. Cauley-Stein misses free throw 1 of 2,103,118
4,4:07.0,,Offensive rebound by Team,103,118
4,4:07.0,,W. Cauley-Stein misses free throw 2 of 2,103,118
4,4:04.0,Defensive rebound by L. Aldridge,,103,118
4,3:56.0,P. Mills makes 2-pt layup from 2 ft (assist by D. DeRozan),,105,118
4,3:41.0,,Shooting foul by L. Aldridge (drawn by M. Bagley),105,118
4,3:41.0,,M. Bagley misses free throw 1 of 2,105,118
4,3:41.0,,Offensive rebound by Team,105,118
4,3:41.0,,D. Fox enters the game for B. Bogdanović,105,118
4,3:41.0,,B. Hield enters the game for Y. Ferrell,105,118
4,3:41.0,,M. Bagley makes free throw 2 of 2,105,119
4,3:31.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,108,119
4,3:09.0,,B. Hield misses 3-pt jump shot from 25 ft,108,119
4,3:05.0,,Offensive rebound by W. Cauley-Stein,108,119
4,2:57.0,,D. Fox misses 2-pt layup from 2 ft,108,119
4,2:55.0,Defensive rebound by D. Bertāns,,108,119
4,2:52.0,P. Mills misses 3-pt jump shot from 26 ft,,108,119
4,2:48.0,,Defensive rebound by B. Hield,108,119
4,2:33.0,,W. Cauley-Stein misses 2-pt hook shot from 4 ft,108,119
4,2:24.0,,Offensive rebound by M. Bagley,108,119
4,2:24.0,,M. Bagley makes 2-pt dunk at rim,108,121
4,2:21.0,Shooting foul by W. Cauley-Stein (drawn by D. DeRozan),,108,121
4,2:21.0,D. DeRozan makes free throw 1 of 2,,109,121
4,2:21.0,D. DeRozan makes free throw 2 of 2,,110,121
4,2:19.0,,Personal take foul by L. Aldridge (drawn by W. Cauley-Stein),110,121
4,2:18.0,,Personal take foul by L. Aldridge (drawn by W. Cauley-Stein),110,121
4,2:18.0,,W. Cauley-Stein misses free throw 1 of 2,110,121
4,2:18.0,,Offensive rebound by Team,110,121
4,2:18.0,,W. Cauley-Stein makes free throw 2 of 2,110,122
4,2:12.0,P. Mills misses 3-pt jump shot from 26 ft,,110,122
4,2:08.0,,Defensive rebound by D. Fox,110,122
4,2:04.0,,D. Fox makes 2-pt layup from 2 ft,110,124
4,1:57.0,Personal foul by I. Shumpert (drawn by D. DeRozan),,110,124
4,1:57.0,L. Walker enters the game for D. Bertāns,,110,124
4,1:49.0,D. DeRozan misses 2-pt layup from 10 ft,,110,124
4,1:49.0,Offensive rebound by Team,,110,124
4,1:45.0,Turnover by B. Forbes (traveling),,110,124
4,1:31.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by M. Bagley),110,126
4,1:20.0,L. Aldridge misses 3-pt jump shot from 25 ft,,110,126
4,1:17.0,,Defensive rebound by W. Cauley-Stein,110,126
4,1:13.0,,Personal take foul by P. Mills (drawn by B. Hield),110,126
4,1:13.0,,B. Hield makes free throw 1 of 2,110,127
4,1:13.0,D. Cunningham enters the game for L. Aldridge,,110,127
4,1:13.0,C. Metu enters the game for D. DeRozan,,110,127
4,1:13.0,J. Poeltl enters the game for B. Forbes,,110,127
4,1:13.0,Q. Pondexter enters the game for P. Mills,,110,127
4,1:13.0,,Y. Ferrell enters the game for M. Bagley,110,127
4,1:13.0,,J. Jackson enters the game for D. Fox,110,127
4,1:13.0,,B. Hield misses free throw 2 of 2,110,127
4,1:11.0,Defensive rebound by C. Metu,,110,127
4,0:53.0,J. Poeltl misses 2-pt layup from 4 ft,,110,127
4,0:53.0,Offensive rebound by J. Poeltl,,110,127
4,0:53.0,J. Poeltl makes 2-pt layup from 1 ft,,112,127
4,0:34.0,,J. Jackson misses 3-pt jump shot from 25 ft,112,127
4,0:30.0,Defensive rebound by Q. Pondexter,,112,127
4,0:21.0,C. Metu misses 2-pt hook shot from 10 ft,,112,127
4,0:17.0,,Defensive rebound by J. Jackson,112,127
