QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
1,5:17.0,D. Powell enters the game for W. Matthews,,9,19
1,5:17.0,,E. Bledsoe makes free throw 1 of 1,9,20
1,5:03.0,D. Harris makes 2-pt jump shot from 20 ft (assist by J. Brunson),,11,20
1,4:51.0,,K. Middleton makes 2-pt layup from 7 ft,11,22
1,4:38.0,H. Barnes makes 2-pt layup from 1 ft (assist by J. Brunson),,13,22
1,4:26.0,,K. Middleton makes 2-pt layup from 1 ft (assist by S. Brown),13,24
1,4:09.0,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Powell),,16,24
1,3:57.0,,Turnover by K. Middleton (bad pass; steal by D. Powell),16,24
1,3:50.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Brunson),,18,24
1,3:24.0,,E. Bledsoe makes 2-pt layup from 2 ft,18,26
1,3:13.0,Personal foul by E. Bledsoe (drawn by D. Powell),,18,26
1,3:13.0,,G. Antetokounmpo enters the game for E. Bledsoe,18,26
1,3:13.0,,M. Brogdon enters the game for B. Lopez,18,26
1,3:13.0,,G. Hill enters the game for K. Middleton,18,26
1,3:13.0,,E. İlyasova enters the game for D. Wilson,18,26
1,3:06.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Harris),,20,26
1,2:51.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,20,28
1,2:41.0,J. Brunson makes 2-pt jump shot from 14 ft,,22,28
1,2:20.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,22,30
1,2:10.0,D. Powell misses 2-pt jump shot from 16 ft,,22,30
1,2:06.0,,Defensive rebound by G. Antetokounmpo,22,30
1,1:57.0,,M. Brogdon misses 2-pt layup from 2 ft,22,30
1,1:56.0,,Offensive rebound by G. Antetokounmpo,22,30
1,1:56.0,L. Dončić enters the game for H. Barnes,,22,30
1,1:56.0,M. Kleber enters the game for J. Brunson,,22,30
1,1:45.0,,M. Brogdon misses 2-pt layup from 3 ft,22,30
1,1:42.0,Defensive rebound by L. Dončić,,22,30
1,1:37.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),,25,30
1,1:13.0,,G. Hill makes 3-pt jump shot from 26 ft,25,33
1,0:59.0,Turnover by D. Finney-Smith (step out of bounds),,25,33
1,0:59.0,,T. Snell enters the game for S. Brown,25,33
1,0:34.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,25,33
1,0:32.0,Defensive rebound by M. Kleber,,25,33
1,0:25.0,Shooting foul by E. İlyasova (drawn by L. Dončić),,25,33
1,0:25.0,L. Dončić misses free throw 1 of 2,,25,33
1,0:25.0,Offensive rebound by Team,,25,33
1,0:25.0,L. Dončić makes free throw 2 of 2,,26,33
1,0:06.0,,M. Brogdon makes 2-pt layup from 2 ft,26,35
1,0:00.0,D. Finney-Smith misses 2-pt layup from 4 ft,,26,35
1,0:00.0,Offensive rebound by Team,,26,35
2,11:44.0,,G. Antetokounmpo makes 2-pt jump shot from 4 ft,26,37
2,11:28.0,Turnover by D. Harris (bad pass; steal by M. Brogdon),,26,37
2,11:21.0,,M. Brogdon misses 2-pt layup from 2 ft (block by D. Harris),26,37
2,11:19.0,,Offensive rebound by M. Brogdon,26,37
2,11:19.0,,Milwaukee full timeout,26,37
2,11:11.0,,Personal foul by D. Harris (drawn by M. Brogdon),26,37
2,11:03.0,,T. Snell misses 3-pt jump shot from 23 ft,26,37
2,11:00.0,Defensive rebound by L. Dončić,,26,37
2,10:42.0,M. Kleber makes 3-pt jump shot from 29 ft (assist by L. Dončić),,29,37
2,10:19.0,,G. Hill misses 2-pt layup from 2 ft,29,37
2,10:16.0,Defensive rebound by L. Dončić,,29,37
2,10:11.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),,32,37
2,9:55.0,,Turnover by G. Antetokounmpo (bad pass),32,37
2,9:55.0,,E. Bledsoe enters the game for G. Hill,32,37
2,9:42.0,D. Harris misses 3-pt jump shot from 23 ft,,32,37
2,9:38.0,,Defensive rebound by G. Antetokounmpo,32,37
2,9:33.0,,E. İlyasova misses 3-pt jump shot from 26 ft,32,37
2,9:29.0,Defensive rebound by D. Finney-Smith,,32,37
2,9:28.0,Shooting foul by M. Brogdon (drawn by D. Harris),,32,37
2,9:28.0,D. Harris misses free throw 1 of 2,,32,37
2,9:28.0,Offensive rebound by Team,,32,37
2,9:28.0,,D. Wilson enters the game for G. Antetokounmpo,32,37
2,9:28.0,D. Harris makes free throw 2 of 2,,33,37
2,9:14.0,,Personal foul by M. Kleber (drawn by D. Wilson),33,37
2,9:06.0,,T. Snell misses 2-pt layup from 5 ft (block by D. Powell),33,37
2,9:06.0,,Offensive rebound by Team,33,37
2,9:06.0,W. Matthews enters the game for D. Finney-Smith,,33,37
2,8:59.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,33,37
2,8:56.0,Defensive rebound by D. Powell,,33,37
2,8:51.0,D. Powell misses 3-pt jump shot from 27 ft,,33,37
2,8:48.0,,Defensive rebound by D. Wilson,33,37
2,8:42.0,,M. Brogdon makes 2-pt layup from 2 ft,33,39
2,8:28.0,L. Dončić misses 2-pt layup from 5 ft,,33,39
2,8:28.0,,Defensive rebound by Team,33,39
2,8:28.0,,B. Lopez enters the game for E. İlyasova,33,39
2,8:16.0,,Turnover by E. Bledsoe (lost ball; steal by W. Matthews),33,39
2,8:09.0,Turnover by L. Dončić (bad pass; steal by T. Snell),,33,39
2,8:07.0,,E. Bledsoe makes 2-pt dunk from 1 ft (assist by M. Brogdon),33,41
2,8:07.0,,Shooting foul by M. Kleber (drawn by E. Bledsoe),33,41
2,8:07.0,Dallas full timeout,,33,41
2,8:07.0,J. Brunson enters the game for L. Dončić,,33,41
2,8:07.0,D. Finney-Smith enters the game for D. Harris,,33,41
2,8:07.0,,E. Bledsoe makes free throw 1 of 1,33,42
2,7:50.0,W. Matthews makes 2-pt jump shot from 6 ft,,35,42
2,7:32.0,,Turnover by M. Brogdon (lost ball; steal by W. Matthews),35,42
2,7:26.0,W. Matthews makes 3-pt jump shot from 27 ft,,38,42
2,7:12.0,,M. Brogdon misses 2-pt layup from 3 ft,38,42
2,7:09.0,Defensive rebound by J. Brunson,,38,42
2,7:05.0,J. Brunson misses 2-pt layup from 1 ft,,38,42
2,7:00.0,Offensive rebound by M. Kleber,,38,42
2,6:59.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by W. Matthews),,41,42
2,6:59.0,,Milwaukee full timeout,41,42
2,6:59.0,,G. Hill enters the game for M. Brogdon,41,42
2,6:59.0,,K. Middleton enters the game for T. Snell,41,42
2,6:39.0,,B. Lopez makes 2-pt layup from 1 ft (assist by E. Bledsoe),41,44
2,6:25.0,W. Matthews makes 2-pt jump shot from 16 ft (assist by J. Brunson),,43,44
2,6:07.0,Violation by Team (kicked ball),,43,44
2,6:07.0,,G. Antetokounmpo enters the game for D. Wilson,43,44
2,5:57.0,,K. Middleton makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),43,46
2,5:43.0,J. Brunson misses 2-pt jump shot from 12 ft,,43,46
2,5:41.0,,Defensive rebound by K. Middleton,43,46
2,5:19.0,,B. Lopez misses 2-pt layup from 2 ft,43,46
2,5:17.0,Defensive rebound by M. Kleber,,43,46
2,5:13.0,M. Kleber misses 3-pt jump shot from 30 ft,,43,46
2,5:11.0,,Defensive rebound by K. Middleton,43,46
2,5:11.0,,Personal foul by D. Powell (drawn by K. Middleton),43,46
2,5:11.0,H. Barnes enters the game for M. Kleber,,43,46
2,5:11.0,D. Jordan enters the game for D. Powell,,43,46
2,4:56.0,,G. Antetokounmpo misses 2-pt hook shot from 8 ft,43,46
2,4:54.0,,Offensive rebound by E. Bledsoe,43,46
2,4:54.0,,E. Bledsoe misses 2-pt layup from 1 ft,43,46
2,4:54.0,Defensive rebound by D. Jordan,,43,46
2,4:39.0,Turnover by D. Jordan (traveling),,43,46
2,4:26.0,,K. Middleton misses 2-pt dunk from 2 ft (block by D. Finney-Smith),43,46
2,4:22.0,Defensive rebound by D. Jordan,,43,46
2,4:17.0,H. Barnes makes 2-pt layup from 2 ft (assist by D. Finney-Smith),,45,46
2,4:07.0,,B. Lopez misses 3-pt jump shot from 28 ft,45,46
2,4:07.0,Defensive rebound by D. Finney-Smith,,45,46
2,3:58.0,D. Jordan makes 2-pt dunk from 2 ft (assist by W. Matthews),,47,46
2,3:44.0,,E. Bledsoe makes 2-pt layup from 1 ft,47,48
2,3:21.0,H. Barnes misses 2-pt jump shot from 12 ft,,47,48
2,3:18.0,,Defensive rebound by E. Bledsoe,47,48
2,3:14.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),47,50
2,3:00.0,Shooting foul by E. Bledsoe (drawn by J. Brunson),,47,50
2,3:00.0,J. Brunson makes free throw 1 of 2,,48,50
2,3:00.0,L. Dončić enters the game for D. Finney-Smith,,48,50
2,3:00.0,,M. Brogdon enters the game for E. Bledsoe,48,50
2,3:00.0,,S. Brown enters the game for G. Hill,48,50
2,3:00.0,,D. Wilson enters the game for B. Lopez,48,50
2,3:00.0,J. Brunson makes free throw 2 of 2,,49,50
2,2:44.0,,K. Middleton misses 2-pt layup from 3 ft,49,50
2,2:42.0,,Offensive rebound by K. Middleton,49,50
2,2:41.0,,K. Middleton misses 2-pt jump shot from 7 ft,49,50
2,2:41.0,Defensive rebound by L. Dončić,,49,50
2,2:36.0,W. Matthews makes 3-pt jump shot from 23 ft,,52,50
2,2:21.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),52,50
2,2:21.0,,G. Antetokounmpo misses free throw 1 of 2,52,50
2,2:21.0,,Offensive rebound by Team,52,50
2,2:21.0,,G. Antetokounmpo makes free throw 2 of 2,52,51
2,2:05.0,W. Matthews makes 2-pt layup from 6 ft,,54,51
2,1:51.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,54,53
2,1:40.0,Shooting foul by D. Wilson (drawn by D. Jordan),,54,53
2,1:40.0,D. Jordan makes free throw 1 of 2,,55,53
2,1:40.0,D. Jordan makes free throw 2 of 2,,56,53
2,1:29.0,,M. Brogdon misses 3-pt jump shot from 27 ft,56,53
2,1:26.0,Defensive rebound by D. Jordan,,56,53
2,1:17.0,H. Barnes misses 3-pt jump shot from 24 ft,,56,53
2,1:14.0,,Defensive rebound by M. Brogdon,56,53
2,1:10.0,,Shooting foul by W. Matthews (drawn by G. Antetokounmpo),56,53
2,1:10.0,,G. Antetokounmpo makes free throw 1 of 2,56,54
2,1:10.0,,G. Antetokounmpo makes free throw 2 of 2,56,55
2,0:55.0,J. Brunson makes 3-pt jump shot from 26 ft (assist by L. Dončić),,59,55
2,0:45.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),59,55
2,0:45.0,,G. Antetokounmpo makes free throw 1 of 2,59,56
2,0:45.0,D. Finney-Smith enters the game for D. Jordan,,59,56
2,0:45.0,,G. Antetokounmpo makes free throw 2 of 2,59,57
2,0:36.0,Turnover by L. Dončić (lost ball; steal by M. Brogdon),,59,57
2,0:31.0,,M. Brogdon misses 2-pt layup from 3 ft (block by L. Dončić),59,57
2,0:31.0,,Offensive rebound by Team,59,57
2,0:22.0,,K. Middleton misses 3-pt jump shot from 27 ft,59,57
2,0:19.0,Defensive rebound by D. Finney-Smith,,59,57
2,0:01.0,H. Barnes misses 2-pt layup from 2 ft,,59,57
2,0:01.0,,Defensive rebound by K. Middleton,59,57
3,11:44.0,,Turnover by E. Bledsoe (bad pass; steal by W. Matthews),59,57
3,11:37.0,W. Matthews makes 3-pt jump shot from 27 ft,,62,57
3,11:28.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by D. Jordan),62,57
3,11:28.0,,Offensive rebound by Team,62,57
3,11:24.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),62,57
3,11:24.0,,G. Antetokounmpo makes free throw 1 of 2,62,58
3,11:24.0,,G. Antetokounmpo misses free throw 2 of 2,62,58
3,11:20.0,Defensive rebound by D. Jordan,,62,58
3,11:07.0,Turnover by H. Barnes (bad pass; steal by E. Bledsoe),,62,58
3,11:02.0,,K. Middleton makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),62,60
3,10:43.0,L. Dončić misses 3-pt jump shot from 26 ft,,62,60
3,10:40.0,,Defensive rebound by B. Lopez,62,60
3,10:34.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,62,60
3,10:33.0,Defensive rebound by L. Dončić,,62,60
3,10:18.0,J. Brunson makes 2-pt jump shot from 10 ft,,64,60
3,10:01.0,,B. Lopez makes 2-pt hook shot from 12 ft,64,62
3,9:47.0,L. Dončić makes 2-pt jump shot from 2 ft,,66,62
3,9:38.0,,E. Bledsoe makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),66,65
3,9:19.0,D. Jordan makes 2-pt layup from 2 ft (assist by L. Dončić),,68,65
3,9:10.0,,E. Bledsoe makes 2-pt layup from 1 ft,68,67
3,8:52.0,J. Brunson misses 2-pt layup from 10 ft,,68,67
3,8:52.0,,Defensive rebound by M. Brogdon,68,67
3,8:47.0,,Offensive foul by G. Antetokounmpo (drawn by L. Dončić),68,67
3,8:47.0,,Turnover by G. Antetokounmpo (offensive foul),68,67
3,8:31.0,W. Matthews misses 3-pt jump shot from 26 ft,,68,67
3,8:28.0,,Defensive rebound by B. Lopez,68,67
3,8:16.0,,K. Middleton makes 2-pt jump shot from 10 ft,68,69
3,8:01.0,L. Dončić misses 2-pt jump shot from 4 ft,,68,69
3,7:59.0,Offensive rebound by D. Jordan,,68,69
3,7:53.0,D. Jordan misses 2-pt layup at rim,,68,69
3,7:52.0,,Defensive rebound by B. Lopez,68,69
3,7:52.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),68,71
3,7:51.0,Dallas full timeout,,68,71
3,7:31.0,Turnover by J. Brunson (bad pass; steal by M. Brogdon),,68,71
3,7:22.0,,M. Brogdon misses 2-pt layup from 4 ft (block by D. Jordan),68,71
3,7:22.0,,Offensive rebound by Team,68,71
3,7:07.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft (block by W. Matthews),68,71
3,7:03.0,Defensive rebound by L. Dončić,,68,71
3,6:53.0,L. Dončić misses 2-pt hook shot from 7 ft,,68,71
3,6:51.0,,Defensive rebound by G. Antetokounmpo,68,71
3,6:50.0,,Turnover by G. Antetokounmpo (lost ball; steal by L. Dončić),68,71
3,6:43.0,H. Barnes misses 3-pt jump shot from 28 ft,,68,71
3,6:40.0,,Defensive rebound by E. Bledsoe,68,71
3,6:40.0,,Personal foul by J. Brunson (drawn by E. Bledsoe),68,71
3,6:40.0,,S. Brown enters the game for M. Brogdon,68,71
3,6:32.0,,K. Middleton misses 2-pt layup from 3 ft (block by W. Matthews),68,71
3,6:27.0,Defensive rebound by W. Matthews,,68,71
3,6:16.0,W. Matthews misses 2-pt jump shot from 13 ft,,68,71
3,6:14.0,,Defensive rebound by G. Antetokounmpo,68,71
3,6:13.0,,Shooting foul by H. Barnes (drawn by G. Antetokounmpo),68,71
3,6:13.0,,G. Antetokounmpo makes free throw 1 of 2,68,72
3,6:13.0,D. Finney-Smith enters the game for J. Brunson,,68,72
3,6:13.0,,G. Antetokounmpo makes free throw 2 of 2,68,73
3,5:59.0,L. Dončić makes 2-pt layup from 8 ft,,70,73
3,5:46.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,70,73
3,5:46.0,Defensive rebound by D. Jordan,,70,73
3,5:36.0,D. Jordan makes 2-pt layup from 3 ft (assist by L. Dončić),,72,73
3,5:28.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft,72,76
3,5:15.0,L. Dončić misses 3-pt jump shot from 26 ft,,72,76
3,5:11.0,,Defensive rebound by G. Antetokounmpo,72,76
3,5:09.0,,Offensive foul by G. Antetokounmpo (drawn by D. Jordan),72,76
3,5:09.0,,Turnover by G. Antetokounmpo (offensive foul),72,76
3,5:09.0,,G. Hill enters the game for G. Antetokounmpo,72,76
3,5:09.0,,D. Wilson enters the game for E. Bledsoe,72,76
3,4:46.0,Turnover by D. Jordan (bad pass; steal by S. Brown),,72,76
3,4:40.0,,S. Brown makes 3-pt jump shot from 24 ft (assist by G. Hill),72,79
3,4:36.0,Dallas full timeout,,72,79
3,4:36.0,D. Harris enters the game for D. Jordan,,72,79
3,4:36.0,D. Powell enters the game for W. Matthews,,72,79
3,4:24.0,H. Barnes misses 3-pt jump shot from 27 ft,,72,79
3,4:21.0,,Defensive rebound by G. Hill,72,79
3,4:15.0,,D. Wilson misses 2-pt jump shot from 15 ft,72,79
3,4:13.0,Defensive rebound by D. Powell,,72,79
3,4:06.0,D. Harris makes 3-pt jump shot from 29 ft (assist by L. Dončić),,75,79
3,3:52.0,,K. Middleton makes 3-pt jump shot from 27 ft,75,82
3,3:39.0,Personal foul by G. Hill (drawn by L. Dončić),,75,82
3,3:39.0,M. Kleber enters the game for H. Barnes,,75,82
3,3:39.0,,T. Maker enters the game for B. Lopez,75,82
3,3:31.0,D. Powell misses 2-pt jump shot from 6 ft (block by K. Middleton),,75,82
3,3:31.0,Offensive rebound by Team,,75,82
3,3:26.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,75,82
3,3:22.0,,Defensive rebound by G. Hill,75,82
3,3:12.0,,K. Middleton misses 3-pt jump shot from 26 ft,75,82
3,3:08.0,,Offensive rebound by S. Brown,75,82
3,2:57.0,,K. Middleton misses 2-pt jump shot from 16 ft (block by D. Powell),75,82
3,2:56.0,,Offensive rebound by K. Middleton,75,82
3,2:56.0,,Turnover by Team (shot clock),75,82
3,2:41.0,M. Kleber misses 3-pt jump shot from 24 ft,,75,82
3,2:38.0,,Defensive rebound by K. Middleton,75,82
3,2:25.0,,G. Hill makes 2-pt layup from 1 ft,75,84
3,2:08.0,M. Kleber makes 2-pt jump shot from 6 ft,,77,84
3,1:54.0,,S. Brown makes 3-pt jump shot from 25 ft (assist by T. Maker),77,87
3,1:44.0,L. Dončić makes 3-pt jump shot from 27 ft,,80,87
3,1:21.0,,Turnover by K. Middleton (bad pass; steal by D. Finney-Smith),80,87
3,1:21.0,Personal foul by S. Brown (drawn by L. Dončić),,80,87
3,1:21.0,J. Brunson enters the game for L. Dončić,,80,87
3,1:21.0,,G. Antetokounmpo enters the game for K. Middleton,80,87
3,1:21.0,,M. Brogdon enters the game for D. Wilson,80,87
3,1:04.0,J. Brunson makes 2-pt jump shot from 14 ft,,82,87
3,0:56.0,,Personal foul by J. Brunson (drawn by G. Hill),82,87
3,0:45.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,82,87
3,0:42.0,Defensive rebound by M. Kleber,,82,87
3,0:36.0,J. Brunson misses 2-pt jump shot from 14 ft,,82,87
3,0:36.0,,Defensive rebound by G. Hill,82,87
3,0:29.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Hill),82,90
3,0:29.0,Technical foul by D. Powell,,82,90
3,0:29.0,Technical foul by D. Powell,,82,90
3,0:29.0,D. Powell ejected from game,,82,90
3,0:29.0,,M. Brogdon makes technical free throw,82,91
3,0:29.0,D. Jordan enters the game for D. Powell,,82,91
3,0:29.0,,M. Brogdon makes technical free throw,82,92
3,0:12.0,D. Jordan makes 2-pt hook shot from 2 ft,,84,92
3,0:01.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,84,92
3,0:01.0,Defensive rebound by J. Brunson,,84,92
4,11:41.0,D. Harris misses 3-pt jump shot from 29 ft,,84,92
4,11:39.0,Offensive rebound by D. Jordan,,84,92
4,11:39.0,D. Jordan misses 2-pt layup from 3 ft,,84,92
4,11:38.0,Offensive rebound by D. Jordan,,84,92
4,11:37.0,Shooting foul by S. Brown (drawn by D. Jordan),,84,92
4,11:37.0,D. Jordan misses free throw 1 of 2,,84,92
4,11:37.0,Offensive rebound by Team,,84,92
4,11:37.0,,B. Lopez enters the game for T. Maker,84,92
4,11:37.0,D. Jordan misses free throw 2 of 2,,84,92
4,11:34.0,,Defensive rebound by G. Antetokounmpo,84,92
4,11:16.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,84,92
4,11:13.0,Defensive rebound by M. Kleber,,84,92
4,11:05.0,J. Brunson misses 3-pt jump shot from 29 ft,,84,92
4,11:02.0,,Defensive rebound by G. Antetokounmpo,84,92
4,10:55.0,,Turnover by M. Brogdon (lost ball; steal by D. Finney-Smith),84,92
4,10:33.0,M. Kleber misses 2-pt jump shot from 17 ft (block by B. Lopez),,84,92
4,10:33.0,,Defensive rebound by Team,84,92
4,10:33.0,Loose ball foul by M. Kleber (drawn by B. Lopez),,84,92
4,10:23.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),84,95
4,10:10.0,M. Kleber misses 3-pt jump shot from 23 ft,,84,95
4,10:08.0,Offensive rebound by D. Jordan,,84,95
4,10:04.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by J. Brunson),,87,95
4,9:50.0,,Shooting foul by D. Finney-Smith (drawn by G. Antetokounmpo),87,95
4,9:50.0,,G. Antetokounmpo makes free throw 1 of 2,87,96
4,9:50.0,,G. Hill enters the game for S. Brown,87,96
4,9:50.0,,G. Antetokounmpo makes free throw 2 of 2,87,97
4,9:40.0,D. Harris misses 2-pt jump shot from 23 ft,,87,97
4,9:37.0,Offensive rebound by M. Kleber,,87,97
4,9:37.0,Personal foul by E. Bledsoe (drawn by J. Brunson),,87,97
4,9:32.0,J. Brunson misses 2-pt jump shot from 9 ft (block by B. Lopez),,87,97
4,9:30.0,,Defensive rebound by B. Lopez,87,97
4,9:30.0,,Personal take foul by D. Harris (drawn by G. Antetokounmpo),87,97
4,9:18.0,,Offensive foul by B. Lopez (drawn by D. Harris),87,97
4,9:18.0,,Turnover by B. Lopez (offensive foul),87,97
4,9:02.0,D. Jordan misses 2-pt layup from 2 ft,,87,97
4,9:00.0,,Defensive rebound by B. Lopez,87,97
4,8:48.0,,Personal foul by D. Harris (drawn by G. Hill),87,97
4,8:41.0,,G. Antetokounmpo misses 2-pt hook shot from 4 ft,87,97
4,8:39.0,Defensive rebound by D. Jordan,,87,97
4,8:29.0,J. Brunson misses 2-pt jump shot from 12 ft,,87,97
4,8:23.0,,Defensive rebound by G. Hill,87,97
4,8:20.0,,Shooting foul by D. Harris (drawn by M. Brogdon),87,97
4,8:20.0,,M. Brogdon makes free throw 1 of 2,87,98
4,8:20.0,,M. Brogdon makes free throw 2 of 2,87,99
4,8:11.0,D. Finney-Smith misses 3-pt jump shot from 28 ft (block by M. Brogdon),,87,99
4,8:06.0,,Defensive rebound by G. Hill,87,99
4,7:52.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),87,102
4,7:52.0,Dallas full timeout,,87,102
4,7:52.0,W. Matthews enters the game for D. Harris,,87,102
4,7:52.0,,K. Middleton enters the game for M. Brogdon,87,102
