QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
2,7:08.0,,Defensive rebound by L. Galloway,28,36
2,7:06.0,,R. Jackson makes 2-pt layup from 1 ft,28,38
2,6:52.0,T. Hardaway misses 3-pt jump shot from 26 ft,,28,38
2,6:49.0,,Defensive rebound by B. Griffin,28,38
2,6:45.0,Violation by Team (kicked ball),,28,38
2,6:45.0,,Detroit full timeout,28,38
2,6:40.0,,B. Griffin makes 2-pt jump shot from 10 ft,28,40
2,6:27.0,Turnover by T. Hardaway (lost ball; steal by S. Johnson),,28,40
2,6:20.0,,R. Jackson misses 2-pt layup from 3 ft,28,40
2,6:17.0,Defensive rebound by N. Vonleh,,28,40
2,6:10.0,A. Trier makes 2-pt layup from 3 ft,,30,40
2,5:59.0,,Shooting foul by N. Vonleh (drawn by L. Galloway),30,40
2,5:59.0,M. Hezonja enters the game for A. Trier,,30,40
2,5:59.0,,A. Drummond enters the game for Z. Pachulia,30,40
2,5:59.0,,L. Galloway misses free throw 1 of 2,30,40
2,5:59.0,,Offensive rebound by Team,30,40
2,5:59.0,,L. Galloway makes free throw 2 of 2,30,41
2,5:47.0,Turnover by N. Vonleh (traveling),,30,41
2,5:47.0,A. Trier enters the game for N. Vonleh,,30,41
2,5:47.0,,R. Bullock enters the game for L. Galloway,30,41
2,5:33.0,,Personal foul by M. Hezonja (drawn by S. Johnson),30,41
2,5:33.0,,S. Johnson makes free throw 1 of 2,30,42
2,5:33.0,,S. Johnson makes free throw 2 of 2,30,43
2,5:14.0,E. Freedom misses 2-pt jump shot from 7 ft,,30,43
2,5:11.0,,Defensive rebound by B. Griffin,30,43
2,5:06.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Griffin),30,46
2,4:53.0,T. Hardaway misses 3-pt jump shot from 28 ft,,30,46
2,4:51.0,,Defensive rebound by A. Drummond,30,46
2,4:41.0,,R. Jackson misses 3-pt jump shot from 29 ft,30,46
2,4:37.0,,Offensive rebound by A. Drummond,30,46
2,4:34.0,,Turnover by A. Drummond (lost ball; steal by M. Hezonja),30,46
2,4:32.0,Shooting foul by S. Johnson (drawn by M. Hezonja),,30,46
2,4:32.0,M. Hezonja makes free throw 1 of 2,,31,46
2,4:32.0,M. Hezonja makes free throw 2 of 2,,32,46
2,4:18.0,,A. Drummond misses 2-pt dunk from 4 ft,32,46
2,4:16.0,Defensive rebound by A. Trier,,32,46
2,4:13.0,E. Freedom makes 2-pt layup at rim (assist by E. Mudiay),,34,46
2,3:52.0,,B. Griffin misses 2-pt layup from 6 ft,34,46
2,3:51.0,Defensive rebound by E. Freedom,,34,46
2,3:43.0,A. Trier misses 3-pt jump shot from 26 ft,,34,46
2,3:40.0,,Defensive rebound by A. Drummond,34,46
2,3:24.0,,B. Griffin misses 2-pt layup from 7 ft,34,46
2,3:23.0,,Offensive rebound by A. Drummond,34,46
2,3:23.0,,Shooting foul by E. Freedom (drawn by A. Drummond),34,46
2,3:23.0,,A. Drummond misses free throw 1 of 2,34,46
2,3:23.0,,Offensive rebound by Team,34,46
2,3:23.0,,A. Drummond misses free throw 2 of 2,34,46
2,3:21.0,Defensive rebound by E. Freedom,,34,46
2,3:10.0,E. Mudiay misses 3-pt jump shot from 22 ft,,34,46
2,3:06.0,Offensive rebound by A. Trier,,34,46
2,2:55.0,E. Mudiay makes 3-pt jump shot from 23 ft (assist by M. Hezonja),,37,46
2,2:34.0,,R. Jackson makes 2-pt layup from 1 ft (assist by S. Johnson),37,48
2,2:34.0,,Shooting foul by M. Hezonja (drawn by R. Jackson),37,48
2,2:34.0,New York full timeout,,37,48
2,2:34.0,,B. Brown enters the game for S. Johnson,37,48
2,2:34.0,,R. Jackson makes free throw 1 of 1,37,49
2,2:09.0,E. Mudiay makes 2-pt jump shot from 15 ft,,39,49
2,1:53.0,,A. Drummond misses 2-pt layup from 3 ft,39,49
2,1:51.0,Defensive rebound by E. Freedom,,39,49
2,1:47.0,E. Mudiay misses 2-pt jump shot from 18 ft,,39,49
2,1:44.0,,Defensive rebound by A. Drummond,39,49
2,1:31.0,,Turnover by R. Bullock (step out of bounds),39,49
2,1:19.0,E. Mudiay misses 3-pt jump shot from 25 ft,,39,49
2,1:16.0,,Defensive rebound by B. Brown,39,49
2,0:59.0,,A. Drummond misses 2-pt dunk from 1 ft,39,49
2,0:57.0,Defensive rebound by A. Trier,,39,49
2,0:51.0,A. Trier makes 2-pt layup from 2 ft,,41,49
2,0:35.0,,Shooting foul by M. Hezonja (drawn by R. Jackson),41,49
2,0:35.0,,R. Jackson makes free throw 1 of 2,41,50
2,0:35.0,D. Dotson enters the game for M. Hezonja,,41,50
2,0:35.0,,R. Jackson makes free throw 2 of 2,41,51
2,0:29.0,Turnover by A. Trier (out of bounds lost ball),,41,51
2,0:29.0,M. Robinson enters the game for D. Dotson,,41,51
2,0:14.0,,B. Griffin misses 3-pt jump shot from 25 ft,41,51
2,0:11.0,Defensive rebound by A. Trier,,41,51
2,0:00.0,T. Hardaway makes 2-pt jump shot from 15 ft,,43,51
3,11:49.0,Personal foul by G. Robinson (drawn by T. Hardaway),,43,51
3,11:40.0,Turnover by T. Hardaway (lost ball; steal by G. Robinson),,43,51
3,11:38.0,,Shooting foul by N. Vonleh (drawn by G. Robinson),43,51
3,11:38.0,,G. Robinson misses free throw 1 of 2,43,51
3,11:38.0,,Offensive rebound by Team,43,51
3,11:38.0,,G. Robinson makes free throw 2 of 2,43,52
3,11:22.0,E. Mudiay misses 2-pt jump shot from 8 ft (block by A. Drummond),,43,52
3,11:20.0,,Defensive rebound by A. Drummond,43,52
3,11:16.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by R. Jackson),43,55
3,11:09.0,New York full timeout,,43,55
3,11:09.0,D. Dotson enters the game for N. Vonleh,,43,55
3,11:02.0,M. Hezonja makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,46,55
3,10:50.0,,Personal foul by M. Hezonja (drawn by B. Griffin),46,55
3,10:38.0,,Turnover by B. Griffin (bad pass),46,55
3,10:31.0,Personal foul by R. Jackson (drawn by E. Mudiay),,46,55
3,10:26.0,M. Hezonja misses 3-pt jump shot from 25 ft,,46,55
3,10:21.0,,Defensive rebound by R. Bullock,46,55
3,10:15.0,,Shooting foul by M. Hezonja (drawn by B. Griffin),46,55
3,10:15.0,,B. Griffin makes free throw 1 of 2,46,56
3,10:15.0,M. Robinson enters the game for M. Hezonja,,46,56
3,10:15.0,,B. Griffin misses free throw 2 of 2,46,56
3,10:11.0,,Offensive rebound by A. Drummond,46,56
3,10:10.0,,A. Drummond misses 2-pt layup at rim,46,56
3,10:09.0,Defensive rebound by E. Freedom,,46,56
3,10:04.0,T. Hardaway misses 3-pt jump shot from 27 ft,,46,56
3,10:01.0,,Defensive rebound by R. Bullock,46,56
3,9:50.0,,B. Griffin makes 2-pt hook shot from 5 ft,46,58
3,9:32.0,E. Freedom misses 2-pt jump shot from 16 ft,,46,58
3,9:30.0,,Defensive rebound by R. Jackson,46,58
3,9:13.0,,B. Griffin misses 2-pt layup from 5 ft,46,58
3,9:11.0,Defensive rebound by M. Robinson,,46,58
3,8:59.0,E. Mudiay makes 2-pt jump shot from 18 ft,,48,58
3,8:44.0,,B. Griffin misses 3-pt jump shot from 25 ft,48,58
3,8:41.0,Defensive rebound by T. Hardaway,,48,58
3,8:29.0,Personal foul by R. Jackson (drawn by T. Hardaway),,48,58
3,8:23.0,T. Hardaway misses 3-pt jump shot from 26 ft,,48,58
3,8:20.0,,Defensive rebound by R. Bullock,48,58
3,8:11.0,,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),48,60
3,7:52.0,E. Mudiay makes 2-pt jump shot from 10 ft,,50,60
3,7:41.0,,Personal foul by M. Robinson (drawn by B. Griffin),50,60
3,7:30.0,,Shooting foul by M. Robinson (drawn by B. Griffin),50,60
3,7:30.0,,B. Griffin misses free throw 1 of 2,50,60
3,7:30.0,,Offensive rebound by Team,50,60
3,7:30.0,,B. Griffin makes free throw 2 of 2,50,61
3,7:24.0,Turnover by E. Mudiay (traveling),,50,61
3,7:13.0,,Turnover by A. Drummond (bad pass),50,61
3,6:55.0,D. Dotson makes 2-pt jump shot from 21 ft (assist by T. Hardaway),,52,61
3,6:39.0,,R. Jackson misses 2-pt jump shot from 14 ft,52,61
3,6:37.0,Defensive rebound by D. Dotson,,52,61
3,6:16.0,E. Mudiay misses 3-pt jump shot from 25 ft,,52,61
3,6:13.0,,Defensive rebound by A. Drummond,52,61
3,6:10.0,,Detroit full timeout,52,61
3,6:10.0,,L. Galloway enters the game for R. Jackson,52,61
3,6:10.0,,I. Smith enters the game for G. Robinson,52,61
3,6:01.0,,B. Griffin makes 2-pt layup from 3 ft (assist by I. Smith),52,63
3,5:41.0,T. Hardaway makes 2-pt layup from 4 ft (assist by E. Freedom),,54,63
3,5:21.0,,Shooting foul by M. Robinson (drawn by R. Bullock),54,63
3,5:21.0,,R. Bullock makes free throw 1 of 2,54,64
3,5:21.0,,R. Bullock makes free throw 2 of 2,54,65
3,5:06.0,E. Freedom makes 2-pt hook shot from 5 ft,,56,65
3,4:45.0,,Turnover by B. Griffin (traveling),56,65
3,4:45.0,A. Trier enters the game for T. Hardaway,,56,65
3,4:30.0,Turnover by M. Robinson (bad pass; steal by A. Drummond),,56,65
3,4:26.0,,B. Griffin makes 2-pt layup from 1 ft,56,67
3,4:26.0,T. Burke enters the game for E. Mudiay,,56,67
3,4:26.0,,S. Johnson enters the game for R. Bullock,56,67
3,4:05.0,Shooting foul by L. Galloway (drawn by A. Trier),,56,67
3,4:05.0,A. Trier makes free throw 1 of 2,,57,67
3,4:05.0,A. Trier makes free throw 2 of 2,,58,67
3,3:47.0,,I. Smith makes 2-pt jump shot from 9 ft,58,69
3,3:39.0,Personal foul by L. Galloway (drawn by A. Trier),,58,69
3,3:39.0,A. Trier makes free throw 1 of 2,,59,69
3,3:39.0,A. Trier makes free throw 2 of 2,,60,69
3,3:27.0,,B. Griffin makes 2-pt layup from 3 ft (assist by I. Smith),60,71
3,3:27.0,,Shooting foul by M. Robinson (drawn by B. Griffin),60,71
3,3:27.0,K. Knox enters the game for M. Robinson,,60,71
3,3:27.0,,B. Griffin misses free throw 1 of 1,60,71
3,3:25.0,Defensive rebound by K. Knox,,60,71
3,3:08.0,D. Dotson makes 2-pt jump shot from 17 ft,,62,71
3,2:49.0,,I. Smith misses 2-pt jump shot from 15 ft,62,71
3,2:43.0,,Offensive rebound by A. Drummond,62,71
3,2:43.0,,A. Drummond makes 2-pt layup at rim,62,73
3,2:35.0,Personal foul by L. Galloway (drawn by D. Dotson),,62,73
3,2:35.0,D. Dotson makes free throw 1 of 2,,63,73
3,2:35.0,,Z. Pachulia enters the game for A. Drummond,63,73
3,2:35.0,D. Dotson makes free throw 2 of 2,,64,73
3,2:25.0,,B. Griffin misses 3-pt jump shot from 26 ft,64,73
3,2:22.0,Defensive rebound by E. Freedom,,64,73
3,2:12.0,D. Dotson makes 2-pt jump shot from 22 ft (assist by A. Trier),,66,73
3,1:59.0,,Personal foul by E. Freedom (drawn by B. Griffin),66,73
3,1:59.0,,B. Griffin misses free throw 1 of 2,66,73
3,1:59.0,,Offensive rebound by Team,66,73
3,1:59.0,,B. Brown enters the game for L. Galloway,66,73
3,1:59.0,,B. Griffin makes free throw 2 of 2,66,74
3,1:35.0,E. Freedom makes 2-pt layup from 2 ft (assist by A. Trier),,68,74
3,1:20.0,,B. Griffin makes 2-pt dunk from 1 ft (assist by I. Smith),68,76
3,1:07.0,T. Burke makes 2-pt jump shot from 16 ft,,70,76
3,0:51.0,,S. Johnson makes 3-pt jump shot from 23 ft (assist by B. Griffin),70,79
3,0:39.0,K. Knox misses 2-pt layup from 4 ft,,70,79
3,0:37.0,Offensive rebound by K. Knox,,70,79
3,0:37.0,K. Knox misses 2-pt layup from 1 ft,,70,79
3,0:36.0,Offensive rebound by Team,,70,79
3,0:34.0,E. Freedom misses 2-pt jump shot from 9 ft,,70,79
3,0:32.0,,Defensive rebound by B. Griffin,70,79
3,0:19.0,,I. Smith misses 2-pt jump shot from 8 ft,70,79
3,0:18.0,,Offensive rebound by Z. Pachulia,70,79
3,0:15.0,,B. Brown makes 2-pt dunk from 1 ft (assist by B. Griffin),70,81
3,0:02.0,T. Burke misses 2-pt jump shot from 15 ft,,70,81
3,0:02.0,,Defensive rebound by I. Smith,70,81
3,0:00.0,,I. Smith misses 3-pt jump shot from 63 ft,70,81
3,0:00.0,,Offensive rebound by Team,70,81
4,11:44.0,,I. Smith misses 2-pt layup from 3 ft (block by N. Vonleh),70,81
4,11:40.0,,Offensive rebound by Z. Pachulia,70,81
4,11:40.0,,Z. Pachulia makes 2-pt layup at rim,70,83
4,11:29.0,D. Dotson misses 2-pt layup from 6 ft (block by S. Johnson),,70,83
4,11:27.0,,Defensive rebound by S. Johnson,70,83
4,11:25.0,,S. Johnson makes 2-pt layup from 1 ft,70,85
4,11:25.0,,Shooting foul by K. Knox (drawn by S. Johnson),70,85
4,11:25.0,M. Hezonja enters the game for K. Knox,,70,85
4,11:25.0,,S. Johnson makes free throw 1 of 1,70,86
4,11:15.0,Turnover by M. Hezonja (traveling),,70,86
4,10:57.0,,B. Brown misses 2-pt layup from 4 ft (block by N. Vonleh),70,86
4,10:54.0,Defensive rebound by N. Vonleh,,70,86
4,10:50.0,Shooting foul by Z. Pachulia (drawn by N. Vonleh),,70,86
4,10:50.0,N. Vonleh misses free throw 1 of 2,,70,86
4,10:50.0,Offensive rebound by Team,,70,86
4,10:50.0,N. Vonleh makes free throw 2 of 2,,71,86
4,10:32.0,,Offensive foul by Z. Pachulia (drawn by A. Trier),71,86
4,10:32.0,,Turnover by Z. Pachulia (offensive foul),71,86
4,10:32.0,T. Hardaway enters the game for T. Burke,,71,86
4,10:08.0,A. Trier makes 3-pt jump shot from 26 ft,,74,86
4,10:01.0,,Turnover by I. Smith (bad pass; steal by D. Dotson),74,86
4,9:44.0,D. Dotson misses 2-pt jump shot from 21 ft,,74,86
4,9:41.0,,Defensive rebound by B. Brown,74,86
4,9:37.0,,S. Johnson makes 2-pt layup from 1 ft,74,88
4,9:37.0,,Shooting foul by A. Trier (drawn by S. Johnson),74,88
4,9:37.0,,S. Johnson makes free throw 1 of 1,74,89
4,9:23.0,M. Hezonja misses 3-pt jump shot from 27 ft,,74,89
4,9:19.0,,Defensive rebound by Z. Pachulia,74,89
4,9:07.0,,I. Smith makes 2-pt layup from 3 ft,74,91
4,9:07.0,New York full timeout,,74,91
4,9:07.0,E. Freedom enters the game for M. Hezonja,,74,91
4,8:56.0,Shooting foul by R. Bullock (drawn by T. Hardaway),,74,91
4,8:56.0,T. Hardaway makes free throw 1 of 2,,75,91
4,8:56.0,T. Hardaway makes free throw 2 of 2,,76,91
4,8:40.0,,I. Smith makes 3-pt jump shot from 27 ft (assist by Z. Pachulia),76,94
4,8:24.0,E. Freedom makes 2-pt hook shot from 6 ft (assist by A. Trier),,78,94
4,8:16.0,,S. Johnson misses 3-pt jump shot from 25 ft,78,94
4,8:11.0,Defensive rebound by T. Hardaway,,78,94
4,8:07.0,T. Hardaway makes 3-pt jump shot from 26 ft,,81,94
4,7:43.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by B. Brown),81,96
