QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
1,4:37.0,M. Bagley makes 2-pt hook shot from 4 ft,,12,20
1,4:27.0,,Utah full timeout,12,20
1,4:27.0,B. Bogdanović enters the game for M. Bagley,,12,20
1,4:27.0,C. Brewer enters the game for H. Barnes,,12,20
1,4:15.0,,D. Mitchell misses 2-pt jump shot from 13 ft,12,20
1,4:13.0,Defensive rebound by K. Koufos,,12,20
1,4:00.0,Y. Ferrell misses 2-pt jump shot from 20 ft,,12,20
1,3:57.0,,Defensive rebound by D. Mitchell,12,20
1,3:55.0,,G. Allen makes 2-pt layup from 4 ft (assist by D. Mitchell),12,22
1,3:39.0,K. Koufos makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),,14,22
1,3:25.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. O'Neale),14,25
1,3:09.0,Personal foul by R. Gobert (drawn by B. Bogdanović),,14,25
1,3:09.0,Offensive rebound by Team,,14,25
1,3:09.0,B. Bogdanović misses free throw 1 of 2,,14,25
1,3:09.0,,E. Udoh enters the game for R. Gobert,14,25
1,3:09.0,B. Bogdanović makes free throw 2 of 2,,15,25
1,3:00.0,,G. Allen makes 3-pt jump shot from 25 ft (assist by D. Mitchell),15,28
1,2:46.0,Y. Ferrell makes 2-pt layup from 4 ft,,17,28
1,2:46.0,Shooting foul by G. Allen (drawn by Y. Ferrell),,17,28
1,2:46.0,N. Bjelica enters the game for B. Hield,,17,28
1,2:46.0,,J. Ingles enters the game for D. Mitchell,17,28
1,2:46.0,Y. Ferrell makes free throw 1 of 1,,18,28
1,2:24.0,,T. Sefolosha misses 2-pt jump shot from 11 ft,18,28
1,2:21.0,,Offensive rebound by E. Udoh,18,28
1,2:18.0,,J. Ingles misses 3-pt jump shot from 27 ft,18,28
1,2:15.0,Defensive rebound by N. Bjelica,,18,28
1,2:02.0,C. Brewer misses 3-pt jump shot from 26 ft,,18,28
1,1:58.0,,Defensive rebound by J. Ingles,18,28
1,1:50.0,,G. Allen makes 3-pt jump shot from 27 ft (assist by R. O'Neale),18,31
1,1:34.0,K. Koufos makes 2-pt layup from 4 ft (assist by B. Bogdanović),,20,31
1,1:23.0,,Turnover by J. Ingles (bad pass; steal by N. Bjelica),20,31
1,1:09.0,N. Bjelica misses 2-pt jump shot from 6 ft,,20,31
1,1:05.0,,Defensive rebound by E. Udoh,20,31
1,0:59.0,,Shooting foul by C. Brewer (drawn by J. Ingles),20,31
1,0:59.0,,J. Ingles makes free throw 1 of 2,20,32
1,0:59.0,,J. Ingles misses free throw 2 of 2,20,32
1,0:55.0,Defensive rebound by N. Bjelica,,20,32
1,0:43.0,Turnover by B. Bogdanović (bad pass; steal by E. Udoh),,20,32
1,0:38.0,,G. Allen makes 3-pt jump shot from 24 ft (assist by J. Ingles),20,35
1,0:31.0,N. Bjelica misses 3-pt jump shot from 29 ft,,20,35
1,0:28.0,,Defensive rebound by E. Udoh,20,35
1,0:08.0,,J. Ingles misses 2-pt layup from 4 ft,20,35
1,0:06.0,Defensive rebound by K. Koufos,,20,35
1,0:03.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,20,35
1,0:03.0,,Defensive rebound by R. O'Neale,20,35
2,11:50.0,Turnover by B. Bogdanović (bad pass),,20,35
2,11:32.0,,G. Allen makes 2-pt jump shot from 8 ft (assist by J. Ingles),20,37
2,11:14.0,Turnover by K. Koufos (lost ball; steal by E. Udoh),,20,37
2,11:10.0,,G. Allen makes 2-pt layup from 2 ft,20,39
2,11:10.0,Violation by Team (def goaltending),,20,39
2,11:10.0,Sacramento full timeout,,20,39
2,11:10.0,D. Fox enters the game for Y. Ferrell,,20,39
2,11:10.0,,G. Niang enters the game for R. O'Neale,20,39
2,10:59.0,Personal foul by E. Udoh (drawn by K. Koufos),,20,39
2,10:52.0,N. Bjelica makes 2-pt jump shot from 8 ft (assist by D. Fox),,22,39
2,10:37.0,,Turnover by G. Allen (bad pass; steal by D. Fox),22,39
2,10:33.0,Personal foul by G. Niang (drawn by D. Fox),,22,39
2,10:33.0,M. Bagley enters the game for K. Koufos,,22,39
2,10:27.0,D. Fox misses 2-pt jump shot from 6 ft,,22,39
2,10:24.0,,Defensive rebound by E. Udoh,22,39
2,10:18.0,,E. Udoh makes 2-pt jump shot from 10 ft (assist by J. Ingles),22,41
2,10:08.0,M. Bagley misses 2-pt layup from 4 ft,,22,41
2,10:07.0,,Defensive rebound by G. Niang,22,41
2,9:57.0,,Turnover by J. Ingles (lost ball; steal by C. Brewer),22,41
2,9:54.0,Turnover by D. Fox (bad pass),,22,41
2,9:35.0,,T. Sefolosha makes 2-pt layup from 8 ft (assist by G. Allen),22,43
2,9:25.0,D. Fox makes 2-pt layup from 3 ft,,24,43
2,9:13.0,,J. Ingles misses 2-pt layup from 2 ft,24,43
2,9:13.0,Defensive rebound by M. Bagley,,24,43
2,9:05.0,B. Bogdanović misses 2-pt layup from 7 ft,,24,43
2,9:03.0,,Defensive rebound by G. Niang,24,43
2,8:50.0,,G. Allen makes 2-pt jump shot from 7 ft,24,45
2,8:37.0,N. Bjelica misses 3-pt jump shot from 28 ft,,24,45
2,8:35.0,,Defensive rebound by G. Niang,24,45
2,8:23.0,,E. Udoh makes 2-pt layup from 4 ft (assist by T. Sefolosha),24,47
2,8:11.0,D. Fox makes 2-pt jump shot from 19 ft,,26,47
2,7:57.0,,J. Ingles makes 3-pt jump shot from 26 ft,26,50
2,7:40.0,C. Brewer makes 2-pt dunk from 3 ft (assist by M. Bagley),,28,50
2,7:39.0,,Utah full timeout,28,50
2,7:39.0,H. Barnes enters the game for B. Bogdanović,,28,50
2,7:39.0,Y. Ferrell enters the game for C. Brewer,,28,50
2,7:39.0,B. Hield enters the game for D. Fox,,28,50
2,7:39.0,,J. Crowder enters the game for G. Allen,28,50
2,7:39.0,,R. Gobert enters the game for J. Ingles,28,50
2,7:39.0,,D. Mitchell enters the game for T. Sefolosha,28,50
2,7:39.0,,R. O'Neale enters the game for E. Udoh,28,50
2,7:20.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),28,52
2,7:00.0,H. Barnes makes 2-pt jump shot from 9 ft,,30,52
2,6:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,30,52
2,6:48.0,Defensive rebound by B. Hield,,30,52
2,6:44.0,B. Hield misses 2-pt jump shot from 16 ft,,30,52
2,6:41.0,,Defensive rebound by R. O'Neale,30,52
2,6:30.0,,R. Gobert misses 2-pt hook shot from 7 ft,30,52
2,6:28.0,Defensive rebound by M. Bagley,,30,52
2,6:23.0,Turnover by M. Bagley (bad pass; steal by G. Niang),,30,52
2,6:17.0,,J. Crowder misses 3-pt jump shot from 23 ft,30,52
2,6:14.0,Defensive rebound by H. Barnes,,30,52
2,6:04.0,Turnover by M. Bagley (out of bounds lost ball),,30,52
2,5:51.0,,J. Crowder misses 2-pt jump shot from 10 ft,30,52
2,5:47.0,,R. Gobert makes 2-pt dunk from 1 ft,30,54
2,5:47.0,,Offensive rebound by R. Gobert,30,54
2,5:31.0,Shooting foul by G. Niang (drawn by N. Bjelica),,30,54
2,5:31.0,N. Bjelica misses free throw 1 of 2,,30,54
2,5:31.0,Offensive rebound by Team,,30,54
2,5:31.0,N. Bjelica makes free throw 2 of 2,,31,54
2,5:19.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by G. Niang),31,56
2,5:01.0,B. Hield misses 3-pt jump shot from 26 ft,,31,56
2,4:57.0,Offensive rebound by M. Bagley,,31,56
2,4:56.0,M. Bagley makes 2-pt layup from 3 ft,,33,56
2,4:41.0,,D. Mitchell makes 2-pt jump shot from 18 ft,33,58
2,4:22.0,B. Hield makes 3-pt jump shot from 26 ft,,36,58
2,4:14.0,,J. Crowder misses 2-pt layup from 3 ft,36,58
2,4:12.0,Defensive rebound by M. Bagley,,36,58
2,4:06.0,Turnover by M. Bagley (bad pass),,36,58
2,4:06.0,K. Koufos enters the game for N. Bjelica,,36,58
2,3:55.0,,G. Niang makes 3-pt jump shot from 27 ft (assist by D. Mitchell),36,61
2,3:37.0,B. Hield misses 2-pt layup from 3 ft,,36,61
2,3:34.0,,Defensive rebound by R. O'Neale,36,61
2,3:31.0,,Turnover by R. O'Neale (bad pass; steal by B. Hield),36,61
2,3:25.0,B. Hield misses 2-pt layup from 4 ft (block by R. O'Neale),,36,61
2,3:22.0,,Defensive rebound by R. O'Neale,36,61
2,3:14.0,,J. Crowder makes 2-pt layup from 3 ft (assist by G. Niang),36,63
2,2:56.0,H. Barnes misses 2-pt jump shot from 14 ft,,36,63
2,2:52.0,,Defensive rebound by J. Crowder,36,63
2,2:49.0,,J. Crowder misses 3-pt jump shot from 27 ft,36,63
2,2:46.0,,Offensive rebound by J. Crowder,36,63
2,2:46.0,,Shooting foul by Y. Ferrell (drawn by J. Crowder),36,63
2,2:46.0,,J. Crowder makes free throw 1 of 2,36,64
2,2:46.0,,J. Ingles enters the game for G. Niang,36,64
2,2:46.0,,J. Crowder makes free throw 2 of 2,36,65
2,2:34.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,38,65
2,2:17.0,,Personal foul by K. Koufos (drawn by R. Gobert),38,65
2,2:10.0,,D. Mitchell misses 2-pt layup from 6 ft,38,65
2,2:09.0,,Offensive rebound by R. Gobert,38,65
2,2:09.0,,R. Gobert makes 2-pt layup from 2 ft,38,67
2,2:09.0,,Shooting foul by B. Hield (drawn by R. Gobert),38,67
2,2:09.0,,R. Gobert makes free throw 1 of 1,38,68
2,1:54.0,K. Koufos misses 2-pt layup from 4 ft (block by R. Gobert),,38,68
2,1:50.0,,Defensive rebound by D. Mitchell,38,68
2,1:37.0,,J. Ingles misses 3-pt jump shot from 23 ft,38,68
2,1:34.0,Defensive rebound by K. Koufos,,38,68
2,1:22.0,Y. Ferrell makes 2-pt layup from 2 ft,,40,68
2,1:12.0,,Shooting foul by K. Koufos (drawn by R. Gobert),40,68
2,1:12.0,,Offensive rebound by Team,40,68
2,1:12.0,,R. Gobert misses free throw 1 of 2,40,68
2,1:12.0,,R. Gobert makes free throw 2 of 2,40,69
2,1:01.0,B. Hield misses 3-pt jump shot from 26 ft,,40,69
2,0:58.0,Offensive rebound by K. Koufos,,40,69
2,0:58.0,K. Koufos makes 2-pt layup from 2 ft,,42,69
2,0:44.0,,R. O'Neale misses 3-pt jump shot from 23 ft,42,69
2,0:40.0,Defensive rebound by M. Bagley,,42,69
2,0:31.0,B. Hield misses 2-pt layup from 2 ft,,42,69
2,0:29.0,Offensive rebound by M. Bagley,,42,69
2,0:28.0,M. Bagley misses 2-pt layup from 2 ft,,42,69
2,0:26.0,,Defensive rebound by R. Gobert,42,69
2,0:13.0,,Personal take foul by B. Hield (drawn by J. Ingles),42,69
2,0:13.0,N. Bjelica enters the game for K. Koufos,,42,69
2,0:13.0,,E. Udoh enters the game for R. Gobert,42,69
2,0:13.0,,J. Ingles makes free throw 2 of 2,42,70
2,0:13.0,,Offensive rebound by Team,42,70
2,0:13.0,,J. Ingles misses free throw 1 of 2,42,70
2,0:04.0,Shooting foul by E. Udoh (drawn by Y. Ferrell),,42,70
2,0:04.0,Y. Ferrell makes free throw 1 of 2,,43,70
2,0:04.0,Y. Ferrell makes free throw 2 of 2,,44,70
2,0:00.0,,D. Mitchell misses 2-pt layup from 3 ft,44,70
2,0:00.0,,Offensive rebound by Team,44,70
3,11:42.0,H. Barnes misses 2-pt layup from 5 ft,,44,70
3,11:41.0,Offensive rebound by Team,,44,70
3,11:39.0,N. Bjelica makes 2-pt jump shot from 22 ft (assist by H. Barnes),,46,70
3,11:20.0,,Personal foul by B. Hield (drawn by D. Mitchell),46,70
3,11:07.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by D. Mitchell),46,72
3,10:54.0,Y. Ferrell misses 2-pt jump shot from 7 ft,,46,72
3,10:51.0,,Defensive rebound by D. Mitchell,46,72
3,10:42.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),46,72
3,10:42.0,,Offensive rebound by Team,46,72
3,10:42.0,,R. Gobert misses free throw 1 of 2,46,72
3,10:42.0,,R. Gobert misses free throw 2 of 2,46,72
3,10:39.0,Defensive rebound by H. Barnes,,46,72
3,10:29.0,M. Bagley misses 2-pt layup from 6 ft (block by R. Gobert),,46,72
3,10:26.0,,Defensive rebound by J. Ingles,46,72
3,10:08.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),46,75
3,9:46.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by M. Bagley),,49,75
3,9:31.0,,J. Ingles makes 3-pt jump shot from 25 ft,49,78
3,9:21.0,,Violation by Team (kicked ball),49,78
3,9:11.0,B. Hield makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),,51,78
3,8:52.0,,Offensive foul by R. O'Neale (drawn by Y. Ferrell),51,78
3,8:52.0,,Turnover by R. O'Neale (offensive foul),51,78
3,8:41.0,M. Bagley makes 2-pt hook shot from 4 ft (assist by Y. Ferrell),,53,78
3,8:23.0,,D. Mitchell misses 2-pt jump shot from 14 ft,53,78
3,8:22.0,Defensive rebound by Team,,53,78
3,8:22.0,,Loose ball foul by R. Gobert (drawn by N. Bjelica),53,78
3,8:10.0,M. Bagley misses 2-pt jump shot from 8 ft,,53,78
3,8:06.0,,Defensive rebound by R. Gobert,53,78
3,8:03.0,,J. Crowder misses 3-pt jump shot from 24 ft,53,78
3,8:02.0,Defensive rebound by M. Bagley,,53,78
3,7:50.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,53,78
3,7:47.0,,Defensive rebound by J. Crowder,53,78
3,7:33.0,,J. Crowder misses 3-pt jump shot from 26 ft,53,78
3,7:29.0,,Offensive rebound by J. Ingles,53,78
3,7:27.0,,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Crowder),53,81
3,7:05.0,M. Bagley misses 2-pt hook shot from 9 ft (block by R. Gobert),,53,81
3,7:02.0,,Defensive rebound by D. Mitchell,53,81
3,6:58.0,,J. Ingles misses 3-pt jump shot from 26 ft,53,81
3,6:56.0,,Offensive rebound by R. Gobert,53,81
3,6:53.0,,R. O'Neale misses 3-pt jump shot from 23 ft,53,81
3,6:50.0,Defensive rebound by M. Bagley,,53,81
3,6:43.0,B. Hield makes 2-pt layup from 7 ft,,55,81
3,6:42.0,,Utah full timeout,55,81
3,6:42.0,B. Bogdanović enters the game for Y. Ferrell,,55,81
3,6:42.0,,G. Allen enters the game for J. Crowder,55,81
3,6:42.0,,T. Sefolosha enters the game for J. Ingles,55,81
3,6:27.0,,R. Gobert makes 2-pt hook shot from 5 ft (assist by D. Mitchell),55,83
3,6:27.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),55,83
3,6:27.0,,R. Gobert makes free throw 1 of 1,55,84
3,6:14.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,58,84
3,5:52.0,,Turnover by R. Gobert (bad pass),58,84
3,5:36.0,N. Bjelica misses 3-pt jump shot from 23 ft,,58,84
3,5:33.0,,Defensive rebound by R. Gobert,58,84
3,5:14.0,,Turnover by G. Allen (traveling),58,84
3,4:52.0,Shooting foul by R. Gobert (drawn by M. Bagley),,58,84
3,4:52.0,M. Bagley misses free throw 1 of 2,,58,84
3,4:52.0,Offensive rebound by Team,,58,84
3,4:52.0,,E. Udoh enters the game for R. Gobert,58,84
3,4:52.0,M. Bagley makes free throw 2 of 2,,59,84
3,4:31.0,,D. Mitchell makes 3-pt jump shot from 26 ft,59,87
3,4:23.0,Personal foul by E. Udoh (drawn by M. Bagley),,59,87
3,4:13.0,M. Bagley misses 2-pt jump shot from 21 ft,,59,87
3,4:08.0,Offensive rebound by N. Bjelica,,59,87
3,4:08.0,N. Bjelica misses 2-pt layup from 1 ft,,59,87
3,4:07.0,,Defensive rebound by T. Sefolosha,59,87
3,3:58.0,,R. O'Neale makes 2-pt jump shot from 23 ft (assist by D. Mitchell),59,89
3,3:46.0,B. Hield makes 2-pt jump shot from 17 ft,,61,89
3,3:46.0,Away from play foul by R. O'Neale (drawn by M. Bagley),,61,89
3,3:46.0,M. Bagley makes free throw 1 of 1,,62,89
3,3:31.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,62,89
3,3:28.0,Defensive rebound by B. Hield,,62,89
3,3:22.0,B. Hield misses 3-pt jump shot from 25 ft,,62,89
3,3:18.0,,Defensive rebound by E. Udoh,62,89
3,3:13.0,,D. Mitchell misses 3-pt jump shot from 23 ft,62,89
3,3:08.0,,Offensive rebound by E. Udoh,62,89
3,3:04.0,,T. Sefolosha misses 2-pt layup from 3 ft,62,89
3,3:00.0,Defensive rebound by H. Barnes,,62,89
3,2:58.0,H. Barnes makes 3-pt jump shot from 25 ft,,65,89
3,2:40.0,,D. Mitchell makes 2-pt jump shot from 6 ft,65,91
3,2:40.0,Sacramento full timeout,,65,91
3,2:40.0,C. Brewer enters the game for N. Bjelica,,65,91
3,2:40.0,Y. Ferrell enters the game for B. Hield,,65,91
3,2:40.0,,J. Ingles enters the game for D. Mitchell,65,91
3,2:40.0,,G. Niang enters the game for R. O'Neale,65,91
3,2:27.0,H. Barnes misses 2-pt jump shot from 9 ft,,65,91
3,2:26.0,Offensive rebound by Team,,65,91
3,2:26.0,Personal foul by G. Allen (drawn by M. Bagley),,65,91
3,2:26.0,M. Bagley makes free throw 1 of 2,,66,91
3,2:26.0,M. Bagley makes free throw 2 of 2,,67,91
3,2:13.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by J. Ingles),67,94
3,1:56.0,Personal foul by G. Niang (drawn by M. Bagley),,67,94
3,1:56.0,M. Bagley misses free throw 1 of 2,,67,94
3,1:56.0,Offensive rebound by Team,,67,94
3,1:56.0,M. Bagley misses free throw 2 of 2,,67,94
3,1:54.0,Offensive rebound by C. Brewer,,67,94
3,1:53.0,C. Brewer misses 2-pt hook shot from 5 ft,,67,94
3,1:47.0,,Defensive rebound by E. Udoh,67,94
3,1:33.0,,Turnover by J. Ingles (step out of bounds),67,94
3,1:16.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,67,94
3,1:14.0,Offensive rebound by B. Bogdanović,,67,94
3,1:10.0,M. Bagley makes 2-pt dunk from 3 ft (assist by C. Brewer),,69,94
3,0:58.0,,G. Allen makes 2-pt jump shot from 17 ft (assist by E. Udoh),69,96
3,0:49.0,B. Bogdanović misses 3-pt jump shot from 25 ft (block by G. Allen),,69,96
3,0:46.0,,Defensive rebound by J. Ingles,69,96
3,0:44.0,Violation by Team (kicked ball),,69,96
3,0:35.0,,Turnover by G. Allen (out of bounds lost ball),69,96
3,0:35.0,Technical foul by Q. Snyder,,69,96
3,0:35.0,Y. Ferrell makes technical free throw,,70,96
3,0:27.0,M. Bagley misses 2-pt jump shot from 6 ft,,70,96
3,0:24.0,Offensive rebound by M. Bagley,,70,96
3,0:23.0,M. Bagley misses 2-pt layup from 2 ft,,70,96
3,0:19.0,Offensive rebound by C. Brewer,,70,96
3,0:19.0,C. Brewer misses 2-pt layup from 1 ft,,70,96
3,0:18.0,,Defensive rebound by E. Udoh,70,96
3,0:02.0,,E. Udoh misses 2-pt hook shot from 7 ft,70,96
3,0:00.0,Defensive rebound by H. Barnes,,70,96
3,0:00.0,H. Barnes misses 3-pt jump shot from 62 ft,,70,96
3,0:00.0,Offensive rebound by Team,,70,96
4,11:39.0,,J. Ingles misses 2-pt jump shot from 12 ft,70,96
4,11:37.0,Defensive rebound by C. Brewer,,70,96
4,11:22.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by C. Swanigan),,72,96
4,11:02.0,,Turnover by G. Allen (bad pass; steal by C. Brewer),72,96
4,10:56.0,T. Williams makes 2-pt dunk from 4 ft (assist by Y. Ferrell),,74,96
4,10:42.0,,Turnover by G. Allen (bad pass; steal by C. Brewer),74,96
4,10:39.0,Personal take foul by G. Allen (drawn by Y. Ferrell),,74,96
4,10:39.0,,D. Mitchell enters the game for T. Sefolosha,74,96
4,10:29.0,T. Williams misses 2-pt jump shot from 17 ft,,74,96
4,10:26.0,Offensive rebound by C. Brewer,,74,96
4,10:26.0,Turnover by C. Brewer (bad pass; steal by R. Gobert),,74,96
4,10:19.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by G. Niang),74,99
4,10:09.0,Offensive foul by C. Swanigan (drawn by D. Mitchell),,74,99
4,10:09.0,Turnover by C. Swanigan (offensive foul),,74,99
4,10:09.0,,R. O'Neale enters the game for G. Niang,74,99
4,9:59.0,,R. Gobert misses 2-pt jump shot from 20 ft,74,99
4,9:56.0,Defensive rebound by C. Swanigan,,74,99
4,9:46.0,Turnover by Y. Ferrell (lost ball; steal by D. Mitchell),,74,99
4,9:45.0,,Personal foul by C. Brewer (drawn by J. Ingles),74,99
4,9:33.0,,G. Allen misses 2-pt jump shot from 19 ft,74,99
4,9:29.0,Defensive rebound by C. Swanigan,,74,99
4,9:24.0,C. Brewer misses 2-pt layup from 6 ft,,74,99
4,9:21.0,,Defensive rebound by R. Gobert,74,99
4,9:02.0,,J. Ingles misses 3-pt jump shot from 27 ft,74,99
4,8:59.0,Defensive rebound by T. Williams,,74,99
4,8:48.0,Turnover by B. Bogdanović (lost ball; steal by G. Allen),,74,99
4,8:48.0,,Personal take foul by Y. Ferrell (drawn by G. Allen),74,99
4,8:48.0,F. Mason enters the game for C. Brewer,,74,99
4,8:48.0,,T. Sefolosha enters the game for J. Ingles,74,99
4,8:38.0,,D. Mitchell makes 2-pt jump shot from 14 ft,74,101
4,8:22.0,Turnover by F. Mason (bad pass; steal by R. Gobert),,74,101
4,8:06.0,,D. Mitchell misses 2-pt layup from 9 ft,74,101
4,8:02.0,Defensive rebound by F. Mason,,74,101
4,8:02.0,Personal take foul by R. O'Neale (drawn by F. Mason),,74,101
4,7:52.0,B. Bogdanović makes 2-pt jump shot from 5 ft,,76,101
4,7:51.0,,Utah full timeout,76,101
4,7:51.0,,G. Niang enters the game for G. Allen,76,101
4,7:37.0,,Shooting foul by C. Swanigan (drawn by T. Sefolosha),76,101
4,7:37.0,,Offensive rebound by Team,76,101
4,7:37.0,,T. Sefolosha misses free throw 1 of 2,76,101
4,7:37.0,,T. Sefolosha makes free throw 2 of 2,76,102
