QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
1,0:46.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by S. Harrison),16,21
1,0:34.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,19,21
1,0:22.0,,K. Dunn misses 2-pt jump shot from 4 ft,19,21
1,0:22.0,Defensive rebound by T. Snell,,19,21
1,0:09.0,Personal foul by S. Harrison (drawn by G. Antetokounmpo),,19,21
1,0:09.0,,O. Porter enters the game for R. Lopez,19,21
1,0:04.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,21,21
1,0:04.0,Shooting foul by K. Dunn (drawn by G. Antetokounmpo),,21,21
1,0:04.0,G. Antetokounmpo makes free throw 1 of 1,,22,21
1,0:00.0,,W. Selden misses 3-pt jump shot from 29 ft,22,21
1,0:00.0,,Offensive rebound by Team,22,21
2,11:44.0,T. Snell makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,24,21
2,11:27.0,,Offensive foul by W. Selden (drawn by E. İlyasova),24,21
2,11:27.0,,Turnover by W. Selden (offensive foul),24,21
2,11:12.0,G. Hill misses 3-pt jump shot from 26 ft,,24,21
2,11:09.0,,Defensive rebound by T. Luwawu-Cabarrot,24,21
2,11:01.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),24,24
2,10:42.0,E. İlyasova makes 2-pt jump shot from 19 ft (assist by M. Brogdon),,26,24
2,10:27.0,,W. Selden misses 3-pt jump shot from 23 ft,26,24
2,10:24.0,Defensive rebound by G. Antetokounmpo,,26,24
2,10:20.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,29,24
2,10:08.0,,Offensive foul by O. Porter (drawn by G. Hill),29,24
2,10:08.0,,Turnover by O. Porter (offensive foul),29,24
2,10:08.0,E. Bledsoe enters the game for G. Hill,,29,24
2,9:56.0,T. Snell misses 2-pt jump shot from 22 ft,,29,24
2,9:56.0,Offensive rebound by Team,,29,24
2,9:56.0,,Loose ball foul by T. Luwawu-Cabarrot (drawn by G. Antetokounmpo),29,24
2,9:48.0,Turnover by G. Antetokounmpo (traveling),,29,24
2,9:37.0,,W. Selden makes 2-pt jump shot from 16 ft,29,26
2,9:17.0,G. Antetokounmpo misses 2-pt jump shot from 24 ft,,29,26
2,9:13.0,,Defensive rebound by R. Arcidiacono,29,26
2,9:06.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by S. Harrison),29,29
2,8:49.0,M. Brogdon misses 3-pt jump shot from 25 ft,,29,29
2,8:49.0,Offensive rebound by Team,,29,29
2,8:49.0,S. Brown enters the game for M. Brogdon,,29,29
2,8:46.0,E. İlyasova misses 3-pt jump shot from 24 ft,,29,29
2,8:42.0,,Defensive rebound by O. Porter,29,29
2,8:37.0,,O. Porter misses 2-pt layup from 2 ft,29,29
2,8:35.0,Defensive rebound by G. Antetokounmpo,,29,29
2,8:30.0,Turnover by E. Bledsoe (lost ball; steal by T. Luwawu-Cabarrot),,29,29
2,8:30.0,K. Middleton enters the game for E. İlyasova,,29,29
2,8:30.0,D. Wilson enters the game for T. Snell,,29,29
2,8:22.0,,O. Porter misses 3-pt jump shot from 26 ft,29,29
2,8:19.0,Defensive rebound by G. Antetokounmpo,,29,29
2,8:11.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by K. Middleton),,32,29
2,7:58.0,,R. Arcidiacono makes 2-pt layup from 2 ft,32,31
2,7:58.0,Violation by Team (def goaltending),,32,31
2,7:40.0,Turnover by D. Wilson (bad pass; steal by S. Harrison),,32,31
2,7:38.0,,Turnover by W. Selden (bad pass),32,31
2,7:38.0,,Z. LaVine enters the game for S. Harrison,32,31
2,7:38.0,,L. Markkanen enters the game for W. Selden,32,31
2,7:30.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,35,31
2,7:08.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,35,31
2,7:06.0,Defensive rebound by G. Antetokounmpo,,35,31
2,6:57.0,S. Brown makes 2-pt layup from 3 ft (assist by K. Middleton),,37,31
2,6:56.0,,Chicago full timeout,37,31
2,6:56.0,E. İlyasova enters the game for G. Antetokounmpo,,37,31
2,6:44.0,,L. Markkanen misses 3-pt jump shot from 25 ft,37,31
2,6:42.0,,Offensive rebound by Team,37,31
2,6:35.0,,Turnover by Z. LaVine (bad pass; steal by E. Bledsoe),37,31
2,6:30.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,37,31
2,6:27.0,Offensive rebound by E. İlyasova,,37,31
2,6:25.0,E. İlyasova makes 2-pt jump shot from 3 ft,,39,31
2,6:09.0,,Shooting foul by E. İlyasova (drawn by L. Markkanen),39,31
2,6:09.0,,L. Markkanen makes free throw 1 of 2,39,32
2,6:09.0,,L. Markkanen makes free throw 2 of 2,39,33
2,5:54.0,K. Middleton misses 2-pt jump shot from 17 ft,,39,33
2,5:50.0,,Defensive rebound by L. Markkanen,39,33
2,5:46.0,,Shooting foul by S. Brown (drawn by Z. LaVine),39,33
2,5:46.0,,Z. LaVine makes free throw 1 of 2,39,34
2,5:46.0,B. Lopez enters the game for D. Wilson,,39,34
2,5:46.0,,K. Dunn enters the game for R. Arcidiacono,39,34
2,5:46.0,,R. Lopez enters the game for T. Luwawu-Cabarrot,39,34
2,5:46.0,,Z. LaVine makes free throw 2 of 2,39,35
2,5:25.0,Shooting foul by Z. LaVine (drawn by E. Bledsoe),,39,35
2,5:25.0,E. Bledsoe makes free throw 1 of 2,,40,35
2,5:25.0,E. Bledsoe makes free throw 2 of 2,,41,35
2,5:05.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by O. Porter),41,38
2,4:55.0,E. Bledsoe makes 2-pt layup from 2 ft,,43,38
2,4:44.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),43,40
2,4:33.0,S. Brown makes 2-pt layup from 2 ft (assist by E. Bledsoe),,45,40
2,4:24.0,,Turnover by K. Dunn (step out of bounds),45,40
2,4:10.0,S. Brown misses 2-pt jump shot from 9 ft,,45,40
2,4:10.0,,Defensive rebound by R. Lopez,45,40
2,4:00.0,,Z. LaVine makes 3-pt jump shot from 26 ft,45,43
2,3:44.0,K. Middleton misses 2-pt jump shot from 18 ft,,45,43
2,3:42.0,,Defensive rebound by L. Markkanen,45,43
2,3:34.0,,Z. LaVine misses 3-pt jump shot from 25 ft,45,43
2,3:30.0,Defensive rebound by K. Middleton,,45,43
2,3:23.0,Milwaukee full timeout,,45,43
2,3:23.0,G. Antetokounmpo enters the game for E. Bledsoe,,45,43
2,3:23.0,M. Brogdon enters the game for S. Brown,,45,43
2,3:23.0,T. Snell enters the game for E. İlyasova,,45,43
2,3:23.0,,W. Selden enters the game for O. Porter,45,43
2,3:11.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,47,43
2,2:55.0,,Turnover by R. Lopez (bad pass),47,43
2,2:42.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,49,43
2,2:25.0,,R. Lopez misses 2-pt hook shot from 4 ft,49,43
2,2:24.0,Defensive rebound by K. Middleton,,49,43
2,2:17.0,K. Middleton misses 2-pt jump shot from 6 ft,,49,43
2,2:15.0,,Defensive rebound by L. Markkanen,49,43
2,2:04.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by K. Dunn),49,45
2,1:51.0,Offensive foul by G. Antetokounmpo (drawn by W. Selden),,49,45
2,1:51.0,Turnover by G. Antetokounmpo (offensive foul),,49,45
2,1:31.0,,K. Dunn misses 2-pt layup from 4 ft,49,45
2,1:27.0,,Offensive rebound by R. Lopez,49,45
2,1:27.0,,R. Lopez makes 2-pt layup at rim,49,47
2,1:18.0,M. Brogdon misses 2-pt jump shot from 8 ft,,49,47
2,1:16.0,,Defensive rebound by L. Markkanen,49,47
2,1:11.0,,L. Markkanen makes 2-pt jump shot from 13 ft,49,49
2,0:55.0,Personal foul by K. Dunn (drawn by M. Brogdon),,49,49
2,0:51.0,Shooting foul by Z. LaVine (drawn by G. Antetokounmpo),,49,49
2,0:51.0,G. Antetokounmpo misses free throw 1 of 2,,49,49
2,0:51.0,Offensive rebound by Team,,49,49
2,0:51.0,G. Antetokounmpo makes free throw 2 of 2,,50,49
2,0:37.0,,Z. LaVine misses 2-pt layup from 4 ft,50,49
2,0:35.0,Defensive rebound by G. Antetokounmpo,,50,49
2,0:30.0,T. Snell misses 3-pt jump shot from 26 ft,,50,49
2,0:26.0,,Defensive rebound by K. Dunn,50,49
2,0:04.0,,W. Selden misses 2-pt jump shot from 20 ft,50,49
2,0:02.0,,Offensive rebound by Team,50,49
3,11:43.0,B. Lopez makes 2-pt layup from 1 ft,,52,49
3,11:21.0,,Z. LaVine misses 2-pt jump shot from 10 ft (block by G. Antetokounmpo),52,49
3,11:18.0,,Offensive rebound by L. Markkanen,52,49
3,11:18.0,,L. Markkanen misses 3-pt jump shot from 29 ft,52,49
3,11:18.0,,Offensive rebound by Team,52,49
3,11:18.0,,Turnover by Team (shot clock),52,49
3,11:06.0,Shooting foul by Z. LaVine (drawn by K. Middleton),,52,49
3,11:06.0,K. Middleton makes free throw 1 of 2,,53,49
3,11:06.0,K. Middleton makes free throw 2 of 2,,54,49
3,10:50.0,,Turnover by L. Markkanen (bad pass; steal by K. Middleton),54,49
3,10:47.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),,56,49
3,10:47.0,,Chicago full timeout,56,49
3,10:37.0,,K. Dunn misses 2-pt jump shot from 14 ft,56,49
3,10:33.0,Defensive rebound by E. Bledsoe,,56,49
3,10:30.0,Shooting foul by L. Markkanen (drawn by G. Antetokounmpo),,56,49
3,10:30.0,G. Antetokounmpo misses free throw 1 of 2,,56,49
3,10:30.0,Offensive rebound by Team,,56,49
3,10:30.0,G. Antetokounmpo makes free throw 2 of 2,,57,49
3,10:11.0,,O. Porter makes 2-pt jump shot from 22 ft (assist by K. Dunn),57,51
3,10:00.0,B. Lopez misses 3-pt jump shot from 27 ft,,57,51
3,9:57.0,,Defensive rebound by K. Dunn,57,51
3,9:47.0,,K. Dunn misses 2-pt jump shot from 10 ft,57,51
3,9:47.0,Defensive rebound by M. Brogdon,,57,51
3,9:32.0,B. Lopez misses 3-pt jump shot from 26 ft,,57,51
3,9:28.0,,Defensive rebound by L. Markkanen,57,51
3,9:25.0,,L. Markkanen misses 2-pt jump shot from 4 ft,57,51
3,9:23.0,Defensive rebound by M. Brogdon,,57,51
3,9:18.0,Turnover by G. Antetokounmpo (traveling),,57,51
3,9:06.0,,R. Lopez makes 2-pt layup from 1 ft (assist by O. Porter),57,53
3,8:44.0,K. Middleton makes 2-pt jump shot from 15 ft,,59,53
3,8:23.0,,O. Porter misses 2-pt jump shot from 8 ft,59,53
3,8:19.0,Defensive rebound by M. Brogdon,,59,53
3,8:19.0,Shooting foul by L. Markkanen (drawn by G. Antetokounmpo),,59,53
3,8:19.0,G. Antetokounmpo makes free throw 1 of 2,,60,53
3,8:19.0,G. Antetokounmpo misses free throw 2 of 2,,60,53
3,8:16.0,Offensive rebound by G. Antetokounmpo,,60,53
3,8:07.0,M. Brogdon makes 2-pt layup from 1 ft (assist by E. Bledsoe),,62,53
3,7:54.0,,L. Markkanen misses 3-pt jump shot from 26 ft,62,53
3,7:52.0,Defensive rebound by M. Brogdon,,62,53
3,7:37.0,M. Brogdon makes 3-pt jump shot from 22 ft (assist by B. Lopez),,65,53
3,7:36.0,,Chicago full timeout,65,53
3,7:21.0,,Shooting foul by B. Lopez (drawn by R. Lopez),65,53
3,7:21.0,,R. Lopez misses free throw 1 of 2,65,53
3,7:21.0,,Offensive rebound by Team,65,53
3,7:21.0,,R. Lopez makes free throw 2 of 2,65,54
3,7:16.0,Turnover by E. Bledsoe (out of bounds lost ball),,65,54
3,7:05.0,,Shooting foul by K. Middleton (drawn by O. Porter),65,54
3,7:05.0,,O. Porter makes free throw 1 of 2,65,55
3,7:05.0,,O. Porter makes free throw 2 of 2,65,56
3,6:45.0,Turnover by B. Lopez (bad pass; steal by K. Dunn),,65,56
3,6:36.0,,K. Dunn makes 2-pt jump shot from 20 ft,65,58
3,6:34.0,Milwaukee full timeout,,65,58
3,6:34.0,S. Brown enters the game for M. Brogdon,,65,58
3,6:34.0,Violation by Team (delay of game),,65,58
3,6:14.0,K. Middleton makes 2-pt jump shot from 4 ft,,67,58
3,5:57.0,,O. Porter makes 2-pt jump shot from 16 ft,67,60
3,5:46.0,S. Brown misses 3-pt jump shot from 22 ft,,67,60
3,5:41.0,,Defensive rebound by K. Dunn,67,60
3,5:28.0,,R. Lopez makes 2-pt dunk from 1 ft (assist by O. Porter),67,62
3,5:08.0,Turnover by K. Middleton (bad pass; steal by O. Porter),,67,62
3,5:03.0,,L. Markkanen misses 2-pt layup from 1 ft (block by B. Lopez),67,62
3,5:00.0,,Offensive rebound by O. Porter,67,62
3,4:58.0,,L. Markkanen misses 2-pt layup from 2 ft (block by G. Antetokounmpo),67,62
3,4:55.0,,Offensive rebound by L. Markkanen,67,62
3,4:46.0,,Z. LaVine makes 2-pt layup from 2 ft,67,64
3,4:40.0,Shooting foul by R. Lopez (drawn by G. Antetokounmpo),,67,64
3,4:40.0,G. Antetokounmpo makes free throw 1 of 2,,68,64
3,4:40.0,E. İlyasova enters the game for B. Lopez,,68,64
3,4:40.0,,W. Selden enters the game for R. Lopez,68,64
3,4:40.0,G. Antetokounmpo makes free throw 2 of 2,,69,64
3,4:20.0,,Offensive foul by O. Porter (drawn by E. İlyasova),69,64
3,4:20.0,,Turnover by O. Porter (offensive foul),69,64
3,4:20.0,B. Lopez enters the game for G. Antetokounmpo,,69,64
3,4:02.0,Turnover by E. Bledsoe (lost ball; steal by L. Markkanen),,69,64
3,3:53.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by Z. LaVine),69,67
3,3:42.0,K. Middleton makes 2-pt jump shot from 23 ft,,71,67
3,3:16.0,,K. Dunn misses 2-pt layup from 1 ft,71,67
3,3:16.0,Defensive rebound by B. Lopez,,71,67
3,3:08.0,E. İlyasova misses 2-pt layup from 1 ft,,71,67
3,3:06.0,,Defensive rebound by W. Selden,71,67
3,3:03.0,,Chicago full timeout,71,67
3,3:03.0,G. Hill enters the game for E. Bledsoe,,71,67
3,3:03.0,T. Snell enters the game for B. Lopez,,71,67
3,3:01.0,,Away from play foul by E. İlyasova (drawn by L. Markkanen),71,67
3,3:01.0,,L. Markkanen makes free throw 1 of 1,71,68
3,2:51.0,,Z. LaVine misses 2-pt jump shot from 17 ft,71,68
3,2:42.0,Defensive rebound by S. Brown,,71,68
3,2:40.0,Turnover by E. İlyasova (lost ball; steal by L. Markkanen),,71,68
3,2:35.0,,W. Selden misses 2-pt jump shot from 5 ft,71,68
3,2:30.0,,Offensive rebound by L. Markkanen,71,68
3,2:30.0,,L. Markkanen misses 2-pt layup from 1 ft,71,68
3,2:29.0,Defensive rebound by G. Hill,,71,68
3,2:19.0,K. Middleton misses 2-pt jump shot from 4 ft,,71,68
3,2:16.0,,Defensive rebound by Z. LaVine,71,68
3,2:14.0,,W. Selden makes 2-pt layup from 3 ft (assist by Z. LaVine),71,70
3,2:09.0,Personal foul by K. Dunn (drawn by G. Hill),,71,70
3,2:09.0,G. Hill makes free throw 1 of 2,,72,70
3,2:09.0,G. Antetokounmpo enters the game for S. Brown,,72,70
3,2:09.0,P. Connaughton enters the game for K. Middleton,,72,70
3,2:09.0,,R. Arcidiacono enters the game for K. Dunn,72,70
3,2:09.0,,S. Harrison enters the game for Z. LaVine,72,70
3,2:09.0,,T. Luwawu-Cabarrot enters the game for O. Porter,72,70
3,2:09.0,G. Hill makes free throw 2 of 2,,73,70
3,1:56.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 2 ft,73,70
3,1:53.0,Defensive rebound by T. Snell,,73,70
3,1:51.0,P. Connaughton makes 2-pt layup at rim (assist by G. Antetokounmpo),,75,70
3,1:35.0,,L. Markkanen misses 2-pt jump shot from 5 ft,75,70
3,1:33.0,Defensive rebound by G. Hill,,75,70
3,1:27.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Hill),,77,70
3,1:27.0,,Chicago full timeout,77,70
3,1:15.0,,Shooting foul by E. İlyasova (drawn by T. Luwawu-Cabarrot),77,70
3,1:15.0,,T. Luwawu-Cabarrot misses free throw 1 of 2,77,70
3,1:15.0,,Offensive rebound by Team,77,70
3,1:15.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,77,71
3,1:00.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by G. Hill),,79,71
3,0:48.0,,S. Harrison misses 3-pt jump shot from 26 ft,79,71
3,0:48.0,Defensive rebound by P. Connaughton,,79,71
3,0:27.0,G. Hill misses 3-pt jump shot from 26 ft,,79,71
3,0:24.0,,Defensive rebound by S. Harrison,79,71
3,0:01.0,,L. Markkanen misses 2-pt jump shot from 19 ft,79,71
3,0:01.0,Defensive rebound by T. Snell,,79,71
4,11:35.0,,S. Harrison misses 3-pt jump shot from 22 ft,79,71
4,11:31.0,Defensive rebound by G. Antetokounmpo,,79,71
4,11:26.0,T. Snell makes 2-pt layup from 2 ft,,81,71
4,11:08.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft,81,73
4,11:00.0,T. Snell misses 3-pt jump shot from 26 ft,,81,73
4,10:58.0,,Defensive rebound by O. Porter,81,73
4,10:49.0,,W. Selden misses 2-pt layup from 2 ft,81,73
4,10:47.0,Defensive rebound by G. Antetokounmpo,,81,73
4,10:42.0,M. Brogdon makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,83,73
4,10:31.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,83,73
4,10:31.0,Defensive rebound by G. Antetokounmpo,,83,73
4,10:22.0,Turnover by G. Antetokounmpo (bad pass; steal by W. Selden),,83,73
4,10:19.0,,Turnover by S. Harrison (dbl dribble),83,73
4,10:07.0,Shooting foul by O. Porter (drawn by G. Antetokounmpo),,83,73
4,10:07.0,G. Antetokounmpo misses free throw 1 of 2,,83,73
4,10:07.0,Offensive rebound by Team,,83,73
4,10:07.0,,Z. LaVine enters the game for S. Harrison,83,73
4,10:07.0,G. Antetokounmpo misses free throw 2 of 2,,83,73
4,10:03.0,,Defensive rebound by Z. LaVine,83,73
4,9:55.0,,O. Porter makes 2-pt layup from 2 ft (assist by Z. LaVine),83,75
4,9:34.0,Shooting foul by W. Selden (drawn by M. Brogdon),,83,75
4,9:34.0,M. Brogdon makes free throw 1 of 2,,84,75
4,9:34.0,M. Brogdon makes free throw 2 of 2,,85,75
4,9:24.0,,Z. LaVine misses 2-pt layup from 2 ft (block by G. Antetokounmpo),85,75
4,9:24.0,,Offensive rebound by Team,85,75
4,9:11.0,,W. Selden misses 2-pt jump shot from 12 ft,85,75
4,9:08.0,Defensive rebound by G. Antetokounmpo,,85,75
4,9:04.0,T. Snell misses 2-pt jump shot from 23 ft,,85,75
4,8:58.0,,Defensive rebound by W. Selden,85,75
4,8:53.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,85,75
4,8:50.0,Defensive rebound by M. Brogdon,,85,75
4,8:38.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,88,75
4,8:22.0,,Personal foul by P. Connaughton (drawn by O. Porter),88,75
4,8:22.0,,L. Markkanen enters the game for W. Selden,88,75
4,8:13.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),88,77
4,7:58.0,Shooting foul by O. Porter (drawn by G. Antetokounmpo),,88,77
4,7:58.0,G. Antetokounmpo makes free throw 1 of 2,,89,77
4,7:58.0,E. Bledsoe enters the game for G. Hill,,89,77
4,7:58.0,B. Lopez enters the game for T. Snell,,89,77
4,7:58.0,,R. Lopez enters the game for T. Luwawu-Cabarrot,89,77
4,7:58.0,G. Antetokounmpo makes free throw 2 of 2,,90,77
4,7:49.0,,Personal foul by B. Lopez (drawn by R. Lopez),90,77
4,7:43.0,,R. Lopez makes 2-pt jump shot from 22 ft (assist by Z. LaVine),90,79
4,7:23.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Antetokounmpo),,92,79
4,7:11.0,,O. Porter makes 2-pt jump shot from 16 ft,92,81
4,7:01.0,B. Lopez misses 3-pt jump shot from 26 ft,,92,81
4,6:57.0,,Defensive rebound by L. Markkanen,92,81
