QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
1,5:11.0,Offensive rebound by J. Harden,,14,18
1,5:06.0,Personal foul by S. Curry (drawn by P. Tucker),,14,18
1,5:06.0,J. Ennis enters the game for A. Rivers,,14,18
1,4:55.0,C. Capela misses 2-pt jump shot from 13 ft,,14,18
1,4:53.0,Offensive rebound by J. Ennis,,14,18
1,4:53.0,Shooting foul by K. Thompson (drawn by J. Ennis),,14,18
1,4:53.0,J. Ennis misses free throw 1 of 2,,14,18
1,4:53.0,Offensive rebound by Team,,14,18
1,4:53.0,J. Ennis makes free throw 2 of 2,,15,18
1,4:48.0,,S. Curry makes 2-pt layup from 4 ft,15,20
1,4:48.0,,Shooting foul by J. Ennis (drawn by S. Curry),15,20
1,4:48.0,,S. Curry misses free throw 1 of 1,15,20
1,4:47.0,Defensive rebound by C. Capela,,15,20
1,4:33.0,J. Harden makes 3-pt jump shot from 27 ft (assist by G. Green),,18,20
1,4:19.0,,K. Looney misses 2-pt layup from 3 ft,18,20
1,4:17.0,,Offensive rebound by K. Looney,18,20
1,4:15.0,,K. Looney makes 2-pt dunk from 2 ft,18,22
1,4:09.0,Houston full timeout,,18,22
1,4:09.0,B. Knight enters the game for G. Green,,18,22
1,4:09.0,A. Rivers enters the game for J. Harden,,18,22
1,4:09.0,,Q. Cook enters the game for S. Curry,18,22
1,3:55.0,A. Rivers misses 2-pt layup from 5 ft,,18,22
1,3:54.0,,Defensive rebound by Q. Cook,18,22
1,3:39.0,,K. Durant misses 2-pt jump shot from 14 ft,18,22
1,3:38.0,,Offensive rebound by Team,18,22
1,3:38.0,Loose ball foul by J. Ennis (drawn by K. Looney),,18,22
1,3:25.0,,K. Thompson makes 2-pt layup from 3 ft,18,24
1,3:02.0,Turnover by C. Capela (lost ball; steal by K. Thompson),,18,24
1,2:54.0,,K. Thompson makes 2-pt layup from 2 ft,18,26
1,2:37.0,Shooting foul by K. Looney (drawn by J. Ennis),,18,26
1,2:37.0,J. Ennis misses free throw 1 of 2,,18,26
1,2:37.0,Offensive rebound by Team,,18,26
1,2:37.0,G. Clark enters the game for C. Capela,,18,26
1,2:37.0,J. Harden enters the game for A. Rivers,,18,26
1,2:37.0,,D. Green enters the game for K. Looney,18,26
1,2:37.0,,J. Jerebko enters the game for K. Thompson,18,26
1,2:37.0,J. Ennis misses free throw 2 of 2,,18,26
1,2:36.0,,Defensive rebound by D. Green,18,26
1,2:24.0,,Shooting foul by B. Knight (drawn by K. Durant),18,26
1,2:24.0,,K. Durant makes free throw 1 of 2,18,27
1,2:24.0,G. Green enters the game for J. Ennis,,18,27
1,2:24.0,,K. Durant makes free throw 2 of 2,18,28
1,2:09.0,Personal foul by J. Jerebko (drawn by J. Harden),,18,28
1,2:09.0,J. Harden makes free throw 1 of 2,,19,28
1,2:09.0,D. House enters the game for P. Tucker,,19,28
1,2:09.0,J. Harden makes free throw 2 of 2,,20,28
1,2:02.0,,Turnover by D. Green (bad pass),20,28
1,1:44.0,D. House makes 2-pt layup from 4 ft (assist by G. Clark),,22,28
1,1:24.0,,K. Durant makes 2-pt layup from 1 ft (assist by Q. Cook),22,30
1,1:00.0,J. Harden misses 3-pt jump shot from 26 ft,,22,30
1,0:58.0,,Defensive rebound by D. Green,22,30
1,0:41.0,,Q. Cook makes 2-pt layup from 3 ft,22,32
1,0:22.0,G. Clark misses 3-pt jump shot from 30 ft,,22,32
1,0:20.0,,Defensive rebound by D. Green,22,32
1,0:04.0,,K. Durant makes 2-pt layup from 2 ft,22,34
1,0:00.0,Turnover by J. Harden (lost ball; steal by Q. Cook),,22,34
2,11:44.0,G. Green makes 2-pt jump shot from 10 ft (assist by A. Rivers),,24,34
2,11:25.0,,D. Green misses 3-pt jump shot from 27 ft,24,34
2,11:22.0,Defensive rebound by A. Rivers,,24,34
2,11:14.0,B. Knight misses 3-pt jump shot from 26 ft,,24,34
2,11:08.0,,Defensive rebound by D. Green,24,34
2,11:05.0,,Turnover by S. Curry (out of bounds lost ball),24,34
2,10:53.0,B. Knight makes 2-pt jump shot from 5 ft (assist by C. Capela),,26,34
2,10:44.0,,Turnover by D. Green (bad pass; steal by B. Knight),26,34
2,10:39.0,G. Green misses 3-pt jump shot from 26 ft,,26,34
2,10:36.0,,Defensive rebound by A. Iguodala,26,34
2,10:35.0,,Turnover by S. Curry (lost ball; steal by A. Rivers),26,34
2,10:28.0,D. House makes 3-pt jump shot from 26 ft (assist by A. Rivers),,29,34
2,10:02.0,,S. Livingston makes 2-pt jump shot from 12 ft (assist by S. Curry),29,36
2,9:42.0,C. Capela makes 2-pt hook shot from 5 ft,,31,36
2,9:36.0,,S. Curry makes 3-pt jump shot from 26 ft,31,39
2,9:16.0,G. Green misses 3-pt jump shot from 26 ft,,31,39
2,9:14.0,,Defensive rebound by A. Iguodala,31,39
2,9:14.0,,A. McKinnie enters the game for J. Jerebko,31,39
2,9:01.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),31,41
2,9:01.0,,Shooting foul by D. House (drawn by S. Curry),31,41
2,9:01.0,,S. Curry makes free throw 1 of 1,31,42
2,8:49.0,Personal foul by D. Green (drawn by B. Knight),,31,42
2,8:49.0,,K. Looney enters the game for D. Green,31,42
2,8:49.0,,K. Thompson enters the game for A. Iguodala,31,42
2,8:40.0,A. Rivers misses 2-pt layup from 3 ft,,31,42
2,8:39.0,,Defensive rebound by A. McKinnie,31,42
2,8:33.0,,Shooting foul by G. Green (drawn by S. Livingston),31,42
2,8:33.0,,S. Livingston makes free throw 1 of 2,31,43
2,8:33.0,J. Harden enters the game for B. Knight,,31,43
2,8:33.0,,S. Livingston makes free throw 2 of 2,31,44
2,8:29.0,Shooting foul by S. Livingston (drawn by D. House),,31,44
2,8:29.0,D. House makes free throw 1 of 2,,32,44
2,8:29.0,D. House makes free throw 2 of 2,,33,44
2,8:19.0,,S. Curry misses 3-pt jump shot from 26 ft,33,44
2,8:17.0,Defensive rebound by G. Green,,33,44
2,8:09.0,Turnover by J. Harden (out of bounds lost ball),,33,44
2,7:57.0,,A. McKinnie makes 3-pt jump shot from 26 ft (assist by S. Livingston),33,47
2,7:43.0,G. Green makes 2-pt layup from 1 ft (assist by J. Harden),,35,47
2,7:33.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),35,49
2,7:19.0,J. Harden makes 2-pt jump shot from 8 ft,,37,49
2,7:17.0,,Turnover by S. Curry (bad pass),37,49
2,7:03.0,A. Rivers makes 2-pt hook shot from 9 ft,,39,49
2,6:43.0,,A. McKinnie makes 2-pt layup from 1 ft (assist by K. Looney),39,51
2,6:28.0,A. Rivers misses 3-pt jump shot from 24 ft,,39,51
2,6:26.0,Offensive rebound by C. Capela,,39,51
2,6:24.0,Personal foul by K. Looney (drawn by C. Capela),,39,51
2,6:24.0,,Golden State full timeout,39,51
2,6:24.0,,K. Durant enters the game for S. Curry,39,51
2,6:17.0,C. Capela makes 2-pt dunk from 2 ft (assist by D. House),,41,51
2,6:02.0,,K. Looney makes 2-pt layup from 1 ft (assist by K. Thompson),41,53
2,6:02.0,,Shooting foul by G. Green (drawn by K. Looney),41,53
2,6:02.0,,K. Looney makes free throw 1 of 1,41,54
2,5:45.0,J. Harden misses 3-pt jump shot from 27 ft,,41,54
2,5:43.0,,Defensive rebound by K. Thompson,41,54
2,5:31.0,,S. Livingston misses 2-pt jump shot from 9 ft,41,54
2,5:30.0,,Offensive rebound by K. Looney,41,54
2,5:26.0,,K. Thompson misses 3-pt jump shot from 26 ft,41,54
2,5:24.0,Defensive rebound by A. Rivers,,41,54
2,5:15.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by G. Green),,44,54
2,5:01.0,,K. Thompson misses 2-pt jump shot from 10 ft,44,54
2,5:00.0,,Offensive rebound by A. McKinnie,44,54
2,4:51.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. McKinnie),44,57
2,4:42.0,Turnover by J. Harden (lost ball; steal by S. Livingston),,44,57
2,4:37.0,,K. Durant misses 3-pt jump shot from 28 ft,44,57
2,4:35.0,Defensive rebound by C. Capela,,44,57
2,4:27.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,46,57
2,4:15.0,,K. Durant misses 2-pt jump shot from 12 ft,46,57
2,4:14.0,Defensive rebound by J. Harden,,46,57
2,4:07.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,48,57
2,3:56.0,,Turnover by K. Thompson (traveling),48,57
2,3:56.0,P. Tucker enters the game for C. Capela,,48,57
2,3:56.0,,S. Curry enters the game for S. Livingston,48,57
2,3:56.0,,D. Green enters the game for K. Looney,48,57
2,3:56.0,,A. Iguodala enters the game for A. McKinnie,48,57
2,3:39.0,D. House misses 3-pt jump shot from 22 ft,,48,57
2,3:37.0,,Defensive rebound by D. Green,48,57
2,3:22.0,,Turnover by A. Iguodala (bad pass; steal by D. House),48,57
2,3:19.0,A. Rivers misses 3-pt jump shot from 27 ft,,48,57
2,3:17.0,,Defensive rebound by K. Durant,48,57
2,3:12.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),48,60
2,2:48.0,G. Green misses 3-pt jump shot from 23 ft,,48,60
2,2:46.0,,Defensive rebound by S. Curry,48,60
2,2:30.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),48,63
2,2:28.0,Houston full timeout,,48,63
2,2:28.0,C. Capela enters the game for G. Green,,48,63
2,2:14.0,J. Harden misses 2-pt layup from 5 ft (block by K. Thompson),,48,63
2,2:12.0,,Defensive rebound by D. Green,48,63
2,2:10.0,,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),48,65
2,2:10.0,Violation by Team (def goaltending),,48,65
2,1:49.0,A. Rivers misses 2-pt layup from 12 ft,,48,65
2,1:48.0,Offensive rebound by C. Capela,,48,65
2,1:48.0,Shooting foul by D. Green (drawn by C. Capela),,48,65
2,1:48.0,C. Capela makes free throw 1 of 2,,49,65
2,1:48.0,C. Capela makes free throw 2 of 2,,50,65
2,1:31.0,,K. Thompson misses 2-pt jump shot from 13 ft,50,65
2,1:30.0,Defensive rebound by D. House,,50,65
2,1:30.0,Turnover by D. House (bad pass; steal by D. Green),,50,65
2,1:24.0,,K. Thompson misses 2-pt layup from 2 ft,50,65
2,1:23.0,Defensive rebound by C. Capela,,50,65
2,1:11.0,J. Harden makes 3-pt jump shot from 27 ft,,53,65
2,0:59.0,,Personal foul by J. Harden (drawn by K. Durant),53,65
2,0:52.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by A. Iguodala),53,68
2,0:32.0,J. Harden misses 3-pt jump shot from 26 ft,,53,68
2,0:30.0,,Defensive rebound by D. Green,53,68
2,0:24.0,,Turnover by D. Green (bad pass; steal by P. Tucker),53,68
2,0:05.0,Turnover by J. Harden (bad pass; steal by K. Thompson),,53,68
2,0:00.0,,K. Durant makes 2-pt dunk from 3 ft (assist by K. Thompson),53,70
3,11:43.0,C. Capela misses 2-pt layup from 3 ft,,53,70
3,11:42.0,Offensive rebound by J. Harden,,53,70
3,11:34.0,J. Harden misses 3-pt jump shot from 30 ft,,53,70
3,11:32.0,,Defensive rebound by K. Durant,53,70
3,11:21.0,,D. Green misses 2-pt jump shot from 8 ft,53,70
3,11:20.0,,Offensive rebound by K. Looney,53,70
3,11:14.0,,S. Curry makes 2-pt jump shot from 16 ft,53,72
3,11:14.0,,Shooting foul by A. Rivers (drawn by S. Curry),53,72
3,11:14.0,,S. Curry makes free throw 1 of 1,53,73
3,10:55.0,Shooting foul by D. Green (drawn by D. House),,53,73
3,10:55.0,D. House makes free throw 1 of 3,,54,73
3,10:55.0,D. House makes free throw 2 of 3,,55,73
3,10:55.0,D. House makes free throw 3 of 3,,56,73
3,10:36.0,,K. Looney misses 2-pt hook shot from 7 ft,56,73
3,10:35.0,Defensive rebound by C. Capela,,56,73
3,10:29.0,Shooting foul by K. Looney (drawn by J. Harden),,56,73
3,10:29.0,J. Harden makes free throw 1 of 2,,57,73
3,10:29.0,J. Harden makes free throw 2 of 2,,58,73
3,10:21.0,,Offensive foul by K. Looney (drawn by C. Capela),58,73
3,10:21.0,,Turnover by K. Looney (offensive foul),58,73
3,10:21.0,,J. Bell enters the game for K. Looney,58,73
3,10:12.0,P. Tucker makes 3-pt jump shot from 27 ft (assist by J. Harden),,61,73
3,10:03.0,,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),61,75
3,9:51.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,63,75
3,9:34.0,,K. Durant makes 2-pt jump shot from 19 ft,63,77
3,9:14.0,J. Harden makes 3-pt jump shot from 27 ft,,66,77
3,8:57.0,,D. Green misses 3-pt jump shot from 26 ft,66,77
3,8:55.0,,Offensive rebound by J. Bell,66,77
3,8:49.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by J. Bell),66,80
3,8:28.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by D. House),,69,80
3,8:10.0,,S. Curry misses 3-pt jump shot from 23 ft,69,80
3,8:08.0,Defensive rebound by C. Capela,,69,80
3,8:04.0,A. Rivers makes 3-pt jump shot from 27 ft (assist by J. Harden),,72,80
3,8:03.0,,Golden State full timeout,72,80
3,7:47.0,,D. Green makes 2-pt dunk from 1 ft (assist by J. Bell),72,82
3,7:21.0,J. Harden misses 3-pt jump shot from 27 ft,,72,82
3,7:17.0,,Defensive rebound by J. Bell,72,82
3,7:02.0,,K. Thompson misses 2-pt jump shot from 15 ft,72,82
3,6:57.0,Defensive rebound by J. Harden,,72,82
3,6:53.0,Shooting foul by J. Bell (drawn by D. House),,72,82
3,6:53.0,D. House makes free throw 1 of 2,,73,82
3,6:53.0,D. House makes free throw 2 of 2,,74,82
3,6:48.0,,S. Curry misses 2-pt jump shot from 21 ft,74,82
3,6:47.0,Defensive rebound by D. House,,74,82
3,6:24.0,J. Harden misses 2-pt jump shot from 12 ft,,74,82
3,6:23.0,,Defensive rebound by D. Green,74,82
3,6:23.0,,Personal foul by P. Tucker (drawn by K. Durant),74,82
3,6:23.0,G. Green enters the game for D. House,,74,82
3,6:10.0,,Personal foul by A. Rivers (drawn by K. Durant),74,82
3,5:59.0,,Turnover by K. Durant (step out of bounds),74,82
3,5:59.0,,A. Iguodala enters the game for D. Green,74,82
3,5:45.0,A. Rivers misses 2-pt jump shot from 5 ft,,74,82
3,5:44.0,Offensive rebound by C. Capela,,74,82
3,5:44.0,C. Capela misses 2-pt layup from 1 ft,,74,82
3,5:43.0,Offensive rebound by C. Capela,,74,82
3,5:43.0,C. Capela misses 2-pt layup from 1 ft,,74,82
3,5:42.0,,Defensive rebound by Team,74,82
3,5:39.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by A. Iguodala),74,85
3,5:37.0,Houston full timeout,,74,85
3,5:37.0,J. Ennis enters the game for A. Rivers,,74,85
3,5:21.0,J. Ennis misses 3-pt jump shot from 23 ft,,74,85
3,5:19.0,,Defensive rebound by J. Bell,74,85
3,5:04.0,,S. Curry makes 2-pt layup from 3 ft,74,87
3,4:47.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,76,87
3,4:32.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by S. Curry),76,90
3,4:14.0,G. Green makes 3-pt jump shot from 27 ft (assist by J. Ennis),,79,90
3,3:57.0,,K. Thompson misses 3-pt jump shot from 27 ft,79,90
3,3:53.0,Defensive rebound by C. Capela,,79,90
3,3:36.0,J. Harden makes 2-pt jump shot from 13 ft,,81,90
3,3:25.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by A. Iguodala),81,93
3,3:06.0,J. Harden misses 3-pt jump shot from 27 ft,,81,93
3,3:05.0,,Defensive rebound by Team,81,93
3,3:05.0,G. Clark enters the game for C. Capela,,81,93
3,3:05.0,,Q. Cook enters the game for J. Bell,81,93
3,3:05.0,,D. Green enters the game for S. Curry,81,93
3,2:53.0,,K. Durant misses 2-pt jump shot from 21 ft,81,93
3,2:48.0,Defensive rebound by J. Ennis,,81,93
3,2:38.0,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),,84,93
3,2:10.0,,Q. Cook misses 3-pt jump shot from 26 ft (block by J. Harden),84,93
3,2:09.0,,Offensive rebound by Team,84,93
3,2:09.0,,Turnover by Team (shot clock),84,93
3,1:51.0,P. Tucker misses 3-pt jump shot from 23 ft,,84,93
3,1:46.0,,Defensive rebound by A. Iguodala,84,93
3,1:42.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by A. Iguodala),84,96
3,1:26.0,J. Harden makes 3-pt jump shot from 26 ft,,87,96
3,1:08.0,,A. Iguodala misses 2-pt layup from 2 ft (block by G. Green),87,96
3,1:04.0,Defensive rebound by P. Tucker,,87,96
3,1:01.0,J. Ennis makes 2-pt layup from 2 ft (assist by J. Harden),,89,96
3,0:38.0,,K. Durant misses 2-pt jump shot from 13 ft,89,96
3,0:35.0,,Offensive rebound by A. Iguodala,89,96
3,0:33.0,,A. Iguodala makes 2-pt layup from 2 ft,89,98
3,0:29.0,J. Harden makes 3-pt jump shot from 29 ft (assist by J. Ennis),,92,98
3,0:10.0,,Personal foul by P. Tucker (drawn by K. Durant),92,98
3,0:00.0,,Q. Cook misses 2-pt layup from 3 ft,92,98
3,0:00.0,,Offensive rebound by Team,92,98
4,11:49.0,,D. Green makes 2-pt dunk from 1 ft (assist by S. Curry),92,100
4,11:36.0,G. Green makes 2-pt layup from 5 ft (assist by B. Knight),,94,100
4,11:36.0,Shooting foul by S. Curry (drawn by G. Green),,94,100
4,11:36.0,G. Green makes free throw 1 of 1,,95,100
4,11:22.0,,S. Curry misses 3-pt jump shot from 26 ft,95,100
4,11:19.0,Defensive rebound by C. Capela,,95,100
4,11:01.0,B. Knight makes 3-pt jump shot from 27 ft,,98,100
4,10:43.0,,J. Jerebko misses 3-pt jump shot from 26 ft,98,100
4,10:39.0,Defensive rebound by G. Green,,98,100
4,10:28.0,B. Knight misses 2-pt jump shot from 9 ft,,98,100
4,10:25.0,,Defensive rebound by S. Livingston,98,100
4,10:24.0,,Shooting foul by D. House (drawn by J. Jerebko),98,100
4,10:24.0,,J. Jerebko makes free throw 1 of 2,98,101
4,10:24.0,,J. Jerebko makes free throw 2 of 2,98,102
4,10:05.0,G. Green makes 3-pt jump shot from 24 ft (assist by B. Knight),,101,102
4,9:55.0,,D. Green makes 2-pt jump shot from 12 ft,101,104
4,9:55.0,,Shooting foul by G. Green (drawn by D. Green),101,104
4,9:55.0,,D. Green makes free throw 1 of 1,101,105
4,9:40.0,B. Knight misses 3-pt jump shot from 29 ft,,101,105
4,9:38.0,,Defensive rebound by A. Iguodala,101,105
4,9:33.0,,S. Curry misses 3-pt jump shot from 27 ft,101,105
4,9:31.0,Defensive rebound by C. Capela,,101,105
4,9:26.0,Shooting foul by D. Green (drawn by D. House),,101,105
4,9:26.0,D. House makes free throw 1 of 2,,102,105
4,9:26.0,,K. Looney enters the game for D. Green,102,105
4,9:26.0,D. House makes free throw 2 of 2,,103,105
4,9:11.0,,J. Jerebko makes 3-pt jump shot from 27 ft (assist by S. Livingston),103,108
4,8:49.0,D. House misses 2-pt layup from 2 ft (block by K. Looney),,103,108
4,8:47.0,,Defensive rebound by K. Looney,103,108
4,8:39.0,,S. Livingston misses 2-pt jump shot from 12 ft,103,108
4,8:38.0,Defensive rebound by D. House,,103,108
4,8:26.0,G. Green misses 3-pt jump shot from 25 ft,,103,108
4,8:24.0,,Defensive rebound by S. Livingston,103,108
4,8:11.0,,S. Curry misses 2-pt hook shot from 6 ft,103,108
4,8:10.0,Defensive rebound by C. Capela,,103,108
4,8:00.0,Houston full timeout,,103,108
4,8:00.0,J. Harden enters the game for B. Knight,,103,108
4,8:00.0,,K. Thompson enters the game for A. Iguodala,103,108
4,7:52.0,C. Capela misses 2-pt jump shot from 8 ft,,103,108
4,7:52.0,Offensive rebound by C. Capela,,103,108
4,7:52.0,Shooting foul by S. Curry (drawn by C. Capela),,103,108
4,7:52.0,C. Capela makes free throw 1 of 2,,104,108
4,7:52.0,C. Capela makes free throw 2 of 2,,105,108
4,7:31.0,,S. Curry makes 2-pt layup from 7 ft,105,110
4,7:19.0,A. Rivers makes 2-pt layup from 4 ft,,107,110
4,6:56.0,,S. Curry misses 3-pt jump shot from 27 ft,107,110
4,6:53.0,Defensive rebound by G. Green,,107,110
4,6:49.0,C. Capela makes 2-pt dunk from 3 ft (assist by J. Harden),,109,110
4,6:48.0,,Golden State full timeout,109,110
4,6:48.0,,K. Durant enters the game for S. Curry,109,110
4,6:48.0,,A. Iguodala enters the game for J. Jerebko,109,110
4,6:36.0,,K. Thompson misses 3-pt jump shot from 28 ft,109,110
4,6:32.0,Defensive rebound by J. Harden,,109,110
4,6:22.0,J. Harden misses 2-pt jump shot from 18 ft,,109,110
4,6:21.0,,Defensive rebound by K. Thompson,109,110
4,6:04.0,,S. Livingston makes 2-pt layup from 2 ft (assist by K. Thompson),109,112
4,6:04.0,P. Tucker enters the game for D. House,,109,112
4,5:37.0,J. Harden makes 2-pt jump shot from 20 ft (assist by A. Rivers),,111,112
4,5:22.0,,K. Durant misses 2-pt jump shot from 20 ft,111,112
4,5:21.0,,Offensive rebound by K. Looney,111,112
4,5:12.0,,K. Looney misses 2-pt layup from 3 ft (block by J. Harden),111,112
4,5:10.0,Defensive rebound by J. Harden,,111,112
4,5:02.0,G. Green misses 3-pt jump shot from 23 ft,,111,112
4,5:00.0,Offensive rebound by C. Capela,,111,112
4,4:56.0,P. Tucker misses 3-pt jump shot from 24 ft,,111,112
4,4:54.0,Offensive rebound by C. Capela,,111,112
4,4:46.0,J. Harden misses 3-pt jump shot from 27 ft,,111,112
4,4:44.0,,Defensive rebound by K. Durant,111,112
4,4:37.0,,K. Thompson makes 2-pt jump shot from 16 ft,111,114
4,4:16.0,A. Rivers misses 3-pt jump shot from 23 ft,,111,114
4,4:14.0,,Defensive rebound by K. Looney,111,114
4,3:59.0,,K. Thompson misses 2-pt jump shot from 17 ft,111,114
4,3:58.0,Defensive rebound by P. Tucker,,111,114
4,3:48.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,113,114
4,3:48.0,,Golden State full timeout,113,114
4,3:48.0,Houston full timeout,,113,114
4,3:48.0,,S. Curry enters the game for S. Livingston,113,114
4,3:48.0,,D. Green enters the game for K. Looney,113,114
4,3:35.0,,K. Durant misses 2-pt jump shot from 16 ft (block by P. Tucker),113,114
4,3:29.0,Defensive rebound by P. Tucker,,113,114
4,3:26.0,G. Green misses 3-pt jump shot from 24 ft,,113,114
4,3:24.0,,Defensive rebound by K. Durant,113,114
4,3:17.0,,K. Durant misses 2-pt dunk from 3 ft (block by C. Capela),113,114
4,3:15.0,Defensive rebound by A. Rivers,,113,114
4,2:59.0,J. Harden misses 2-pt jump shot from 10 ft,,113,114
4,2:57.0,,Defensive rebound by A. Iguodala,113,114
4,2:51.0,,K. Durant makes 2-pt layup from 3 ft,113,116
4,2:51.0,,Shooting foul by P. Tucker (drawn by K. Durant),113,116
4,2:51.0,D. House enters the game for G. Green,,113,116
4,2:51.0,,K. Durant makes free throw 1 of 1,113,117
4,2:32.0,J. Harden misses 3-pt jump shot from 27 ft,,113,117
4,2:27.0,,Defensive rebound by K. Thompson,113,117
4,2:19.0,,K. Durant misses 3-pt jump shot from 29 ft,113,117
4,2:16.0,Defensive rebound by J. Harden,,113,117
4,2:10.0,Personal foul by K. Thompson (drawn by J. Harden),,113,117
4,2:01.0,A. Rivers misses 3-pt jump shot from 28 ft,,113,117
