QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
3,8:50.0,,Defensive rebound by J. Embiid,59,63
3,8:44.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by W. Chandler),59,65
3,8:42.0,Brooklyn full timeout,,59,65
3,8:27.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Harris),,62,65
3,8:27.0,Shooting foul by J. Embiid (drawn by A. Crabbe),,62,65
3,8:27.0,A. Crabbe misses free throw 1 of 1,,62,65
3,8:27.0,,Defensive rebound by J. Embiid,62,65
3,8:12.0,,Personal foul by R. Hollis-Jefferson (drawn by B. Simmons),62,65
3,8:12.0,,B. Simmons makes free throw 1 of 2,62,66
3,8:12.0,,B. Simmons makes free throw 2 of 2,62,67
3,7:59.0,D. Russell misses 3-pt jump shot from 25 ft,,62,67
3,7:57.0,,Defensive rebound by W. Chandler,62,67
3,7:52.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),62,69
3,7:40.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),,65,69
3,7:20.0,,F. Korkmaz misses 2-pt jump shot from 8 ft,65,69
3,7:16.0,Defensive rebound by E. Davis,,65,69
3,7:10.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,68,69
3,6:52.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Redick),68,72
3,6:52.0,S. Dinwiddie enters the game for D. Russell,,68,72
3,6:52.0,,L. Shamet enters the game for J. Redick,68,72
3,6:26.0,J. Harris makes 2-pt layup from 2 ft,,70,72
3,6:17.0,,F. Korkmaz misses 2-pt layup from 3 ft,70,72
3,6:17.0,Defensive rebound by Team,,70,72
3,6:17.0,,A. Johnson enters the game for W. Chandler,70,72
3,6:17.0,,T. McConnell enters the game for J. Embiid,70,72
3,5:59.0,Offensive foul by E. Davis (drawn by F. Korkmaz),,70,72
3,5:59.0,Turnover by E. Davis (offensive foul),,70,72
3,5:59.0,J. Allen enters the game for E. Davis,,70,72
3,5:50.0,,T. McConnell misses 2-pt jump shot from 18 ft,70,72
3,5:46.0,Defensive rebound by J. Allen,,70,72
3,5:40.0,S. Dinwiddie makes 2-pt hook shot from 4 ft,,72,72
3,5:25.0,,L. Shamet misses 3-pt jump shot from 26 ft,72,72
3,5:22.0,Defensive rebound by R. Hollis-Jefferson,,72,72
3,5:04.0,Shooting foul by A. Johnson (drawn by A. Crabbe),,72,72
3,5:04.0,A. Crabbe makes free throw 1 of 2,,73,72
3,5:04.0,D. Carroll enters the game for J. Harris,,73,72
3,5:04.0,A. Crabbe makes free throw 2 of 2,,74,72
3,4:48.0,,T. McConnell makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),74,75
3,4:30.0,S. Dinwiddie makes 2-pt layup from 1 ft,,76,75
3,4:15.0,,F. Korkmaz misses 2-pt jump shot from 8 ft,76,75
3,4:12.0,Defensive rebound by J. Allen,,76,75
3,4:07.0,Shooting foul by A. Johnson (drawn by S. Dinwiddie),,76,75
3,4:07.0,S. Dinwiddie makes free throw 1 of 2,,77,75
3,4:07.0,S. Dinwiddie makes free throw 2 of 2,,78,75
3,3:58.0,,F. Korkmaz misses 2-pt jump shot from 15 ft,78,75
3,3:55.0,Defensive rebound by R. Hollis-Jefferson,,78,75
3,3:46.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,81,75
3,3:44.0,,Philadelphia full timeout,81,75
3,3:44.0,,J. Embiid enters the game for A. Johnson,81,75
3,3:44.0,,J. Redick enters the game for F. Korkmaz,81,75
3,3:33.0,,B. Simmons misses 2-pt jump shot from 9 ft,81,75
3,3:30.0,Defensive rebound by D. Carroll,,81,75
3,3:18.0,J. Allen misses 3-pt jump shot from 24 ft,,81,75
3,3:14.0,,Defensive rebound by J. Embiid,81,75
3,3:02.0,,J. Redick misses 2-pt layup from 1 ft,81,75
3,3:00.0,Defensive rebound by D. Carroll,,81,75
3,2:53.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Allen),,84,75
3,2:40.0,,Turnover by J. Embiid (traveling),84,75
3,2:40.0,J. Dudley enters the game for R. Hollis-Jefferson,,84,75
3,2:24.0,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by J. Allen),,87,75
3,1:56.0,,T. McConnell makes 2-pt jump shot from 11 ft (assist by J. Embiid),87,77
3,1:37.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,89,77
3,1:18.0,,B. Simmons makes 2-pt jump shot from 6 ft,89,79
3,1:11.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,92,79
3,0:52.0,,J. Embiid makes 2-pt layup from 1 ft,92,81
3,0:52.0,,Shooting foul by J. Allen (drawn by J. Embiid),92,81
3,0:52.0,R. Kurucs enters the game for A. Crabbe,,92,81
3,0:52.0,,W. Chandler enters the game for B. Simmons,92,81
3,0:52.0,,J. Embiid makes free throw 1 of 1,92,82
3,0:46.0,Personal foul by W. Chandler (drawn by J. Dudley),,92,82
3,0:46.0,J. Dudley makes free throw 1 of 2,,93,82
3,0:46.0,E. Davis enters the game for J. Allen,,93,82
3,0:46.0,J. Dudley makes free throw 2 of 2,,94,82
3,0:36.0,,J. Redick misses 2-pt jump shot from 20 ft,94,82
3,0:33.0,Defensive rebound by D. Carroll,,94,82
3,0:30.0,Offensive foul by D. Carroll (drawn by J. Redick),,94,82
3,0:30.0,Turnover by D. Carroll (offensive foul),,94,82
3,0:30.0,R. Hollis-Jefferson enters the game for R. Kurucs,,94,82
3,0:20.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),94,84
3,0:18.0,,Violation by Team (delay of game),94,84
3,0:01.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,94,84
3,0:01.0,Offensive rebound by Team,,94,84
4,11:41.0,D. Carroll misses 2-pt jump shot from 14 ft,,94,84
4,11:37.0,,Defensive rebound by F. Korkmaz,94,84
4,11:27.0,,T. McConnell makes 2-pt layup from 3 ft (assist by J. Embiid),94,86
4,11:09.0,R. Kurucs misses 2-pt jump shot from 21 ft,,94,86
4,11:06.0,,Defensive rebound by F. Korkmaz,94,86
4,10:51.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by J. Embiid),94,89
4,10:32.0,R. Kurucs makes 3-pt jump shot from 26 ft (assist by D. Russell),,97,89
4,10:12.0,,F. Korkmaz makes 2-pt layup from 2 ft (assist by J. Embiid),97,91
4,9:53.0,D. Russell makes 3-pt jump shot from 29 ft,,100,91
4,9:38.0,,Turnover by T. McConnell (bad pass; steal by R. Kurucs),100,91
4,9:37.0,Shooting foul by J. Redick (drawn by R. Kurucs),,100,91
4,9:37.0,R. Kurucs misses free throw 1 of 2,,100,91
4,9:37.0,Offensive rebound by Team,,100,91
4,9:37.0,S. Dinwiddie enters the game for D. Russell,,100,91
4,9:37.0,R. Kurucs makes free throw 2 of 2,,101,91
4,9:24.0,,J. Redick makes 2-pt layup from 4 ft (assist by F. Korkmaz),101,93
4,9:12.0,D. Carroll misses 3-pt jump shot from 26 ft,,101,93
4,9:10.0,Offensive rebound by E. Davis,,101,93
4,9:09.0,E. Davis makes 2-pt layup from 2 ft,,103,93
4,8:59.0,,Turnover by J. Embiid (lost ball; steal by S. Dinwiddie),103,93
4,8:48.0,Shooting foul by J. Redick (drawn by R. Kurucs),,103,93
4,8:48.0,R. Kurucs makes free throw 1 of 2,,104,93
4,8:48.0,R. Hollis-Jefferson enters the game for E. Davis,,104,93
4,8:48.0,,L. Shamet enters the game for J. Embiid,104,93
4,8:48.0,,B. Simmons enters the game for J. Redick,104,93
4,8:48.0,R. Kurucs makes free throw 2 of 2,,105,93
4,8:40.0,,L. Shamet misses 2-pt jump shot from 8 ft,105,93
4,8:38.0,,Offensive rebound by L. Shamet,105,93
4,8:28.0,,T. McConnell makes 2-pt jump shot from 16 ft,105,95
4,8:01.0,J. Dudley misses 3-pt jump shot from 26 ft,,105,95
4,7:59.0,,Defensive rebound by Team,105,95
4,7:59.0,Loose ball foul by R. Hollis-Jefferson (drawn by F. Korkmaz),,105,95
4,7:50.0,,L. Shamet misses 3-pt jump shot from 25 ft,105,95
4,7:47.0,Defensive rebound by S. Dinwiddie,,105,95
4,7:41.0,Turnover by S. Dinwiddie (lost ball; steal by L. Shamet),,105,95
4,7:39.0,,Personal take foul by J. Dudley (drawn by B. Simmons),105,95
4,7:37.0,,Turnover by B. Simmons (offensive foul),105,95
4,7:37.0,,Offensive foul by B. Simmons (drawn by S. Dinwiddie),105,95
4,7:23.0,,Violation by Team (kicked ball),105,95
4,7:16.0,R. Kurucs makes 2-pt dunk from 2 ft,,107,95
4,7:15.0,,Philadelphia full timeout,107,95
4,7:15.0,E. Davis enters the game for R. Hollis-Jefferson,,107,95
4,7:15.0,,J. Embiid enters the game for W. Chandler,107,95
4,7:15.0,,J. Redick enters the game for L. Shamet,107,95
4,7:07.0,,J. Redick misses 3-pt jump shot from 25 ft,107,95
4,7:04.0,Defensive rebound by J. Dudley,,107,95
4,7:02.0,Turnover by R. Kurucs (out of bounds lost ball),,107,95
4,6:46.0,,B. Simmons makes 2-pt layup from 2 ft (assist by F. Korkmaz),107,97
4,6:30.0,Personal foul by B. Simmons (drawn by D. Carroll),,107,97
4,6:30.0,J. Harris enters the game for D. Carroll,,107,97
4,6:23.0,Personal foul by J. Embiid (drawn by S. Dinwiddie),,107,97
4,6:14.0,S. Dinwiddie makes 2-pt jump shot from 11 ft,,109,97
4,5:53.0,,Personal foul by R. Kurucs (drawn by B. Simmons),109,97
4,5:43.0,,Shooting foul by J. Dudley (drawn by J. Embiid),109,97
4,5:43.0,,J. Embiid makes free throw 1 of 2,109,98
4,5:43.0,,J. Embiid makes free throw 2 of 2,109,99
4,5:21.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,109,99
4,5:19.0,,Defensive rebound by B. Simmons,109,99
