QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
1,6:23.0,M. Kidd-Gilchrist enters the game for M. Williams,,10,8
1,6:23.0,,M. Turner makes free throw 1 of 2,10,9
1,6:23.0,,M. Turner makes free throw 2 of 2,10,10
1,6:14.0,Shooting foul by B. Bogdanović (drawn by C. Zeller),,10,10
1,6:14.0,C. Zeller misses free throw 1 of 2,,10,10
1,6:14.0,Offensive rebound by Team,,10,10
1,6:14.0,C. Zeller makes free throw 2 of 2,,11,10
1,6:04.0,,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),11,12
1,5:44.0,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,,11,12
1,5:42.0,,Defensive rebound by M. Turner,11,12
1,5:30.0,,B. Bogdanović makes 2-pt layup at rim,11,14
1,5:18.0,Personal foul by D. Collison (drawn by C. Zeller),,11,14
1,5:09.0,J. Lamb makes 3-pt jump shot from 23 ft (assist by K. Walker),,14,14
1,4:48.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by W. Matthews),14,17
1,4:30.0,Turnover by K. Walker (lost ball; steal by M. Turner),,14,17
1,4:25.0,,D. Collison misses 3-pt jump shot from 27 ft (block by M. Bridges),14,17
1,4:21.0,,Offensive rebound by T. Young,14,17
1,4:20.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by T. Young),14,20
1,4:18.0,Charlotte full timeout,,14,20
1,4:18.0,B. Biyombo enters the game for C. Zeller,,14,20
1,4:18.0,,D. Sabonis enters the game for T. Young,14,20
1,4:05.0,Turnover by M. Bridges (out of bounds lost ball),,14,20
1,3:55.0,,W. Matthews misses 3-pt jump shot from 26 ft,14,20
1,3:53.0,Defensive rebound by K. Walker,,14,20
1,3:48.0,M. Bridges misses 2-pt jump shot from 12 ft,,14,20
1,3:45.0,,Defensive rebound by Team,14,20
1,3:45.0,,C. Joseph enters the game for B. Bogdanović,14,20
1,3:29.0,,C. Joseph misses 3-pt jump shot from 25 ft,14,20
1,3:25.0,,Offensive rebound by Team,14,20
1,3:25.0,Loose ball foul by B. Biyombo (drawn by D. Sabonis),,14,20
1,3:11.0,,C. Joseph makes 2-pt layup from 1 ft (assist by D. Collison),14,22
1,3:00.0,Personal foul by M. Turner (drawn by K. Walker),,14,22
1,3:00.0,N. Batum enters the game for M. Bridges,,14,22
1,3:00.0,S. Mack enters the game for J. Lamb,,14,22
1,3:00.0,M. Monk enters the game for K. Walker,,14,22
1,3:00.0,,T. Evans enters the game for W. Matthews,14,22
1,2:55.0,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,,14,22
1,2:51.0,,Defensive rebound by M. Turner,14,22
1,2:45.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),14,24
1,2:23.0,B. Biyombo makes 2-pt jump shot from 11 ft (assist by S. Mack),,16,24
1,2:09.0,,Turnover by D. Sabonis (lost ball; steal by S. Mack),16,24
1,2:05.0,Shooting foul by M. Turner (drawn by M. Kidd-Gilchrist),,16,24
1,2:05.0,M. Kidd-Gilchrist makes free throw 1 of 2,,17,24
1,2:05.0,,T. Leaf enters the game for D. Collison,17,24
1,2:05.0,,D. McDermott enters the game for M. Turner,17,24
1,2:05.0,M. Kidd-Gilchrist makes free throw 2 of 2,,18,24
1,1:54.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. Evans),18,26
1,1:43.0,Personal foul by D. McDermott (drawn by B. Biyombo),,18,26
1,1:43.0,B. Biyombo misses free throw 1 of 2,,18,26
1,1:43.0,Offensive rebound by Team,,18,26
1,1:43.0,M. Williams enters the game for M. Kidd-Gilchrist,,18,26
1,1:43.0,B. Biyombo makes free throw 2 of 2,,19,26
1,1:24.0,,Shooting foul by M. Williams (drawn by D. Sabonis),19,26
1,1:24.0,,D. Sabonis makes free throw 1 of 2,19,27
1,1:24.0,M. Kidd-Gilchrist enters the game for M. Williams,,19,27
1,1:24.0,,D. Sabonis misses free throw 2 of 2,19,27
1,1:23.0,Defensive rebound by N. Batum,,19,27
1,1:18.0,M. Monk misses 3-pt jump shot from 23 ft,,19,27
1,1:13.0,Offensive rebound by B. Biyombo,,19,27
1,1:03.0,M. Monk misses 3-pt jump shot from 27 ft,,19,27
1,1:00.0,,Defensive rebound by Team,19,27
1,0:43.0,,T. Evans makes 3-pt jump shot from 23 ft (assist by D. Sabonis),19,30
1,0:30.0,S. Mack misses 2-pt jump shot from 8 ft,,19,30
1,0:29.0,,Defensive rebound by T. Leaf,19,30
1,0:06.0,,T. Evans makes 2-pt jump shot from 19 ft,19,32
1,0:00.0,N. Batum misses 3-pt jump shot from 26 ft,,19,32
1,0:00.0,Offensive rebound by Team,,19,32
2,12:00.0,Violation by Team (delay of game),,19,32
2,11:41.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,19,32
2,11:39.0,,Defensive rebound by D. Sabonis,19,32
2,11:27.0,,Turnover by T. Evans (bad pass),19,32
2,11:11.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,19,32
2,11:07.0,,Defensive rebound by D. Sabonis,19,32
2,10:50.0,,T. Evans makes 3-pt jump shot from 28 ft,19,35
2,10:21.0,S. Mack misses 2-pt jump shot from 12 ft,,19,35
2,10:21.0,Offensive rebound by Team,,19,35
2,10:21.0,Turnover by Team (shot clock),,19,35
2,10:08.0,,C. Joseph makes 2-pt jump shot from 18 ft,19,37
2,9:58.0,N. Batum misses 3-pt jump shot from 26 ft,,19,37
2,9:56.0,,Defensive rebound by C. Joseph,19,37
2,9:47.0,,T. Leaf makes 2-pt layup from 2 ft (assist by C. Joseph),19,39
2,9:47.0,Charlotte full timeout,,19,39
2,9:47.0,J. Lamb enters the game for B. Biyombo,,19,39
2,9:47.0,K. Walker enters the game for S. Mack,,19,39
2,9:47.0,C. Zeller enters the game for M. Monk,,19,39
2,9:26.0,J. Lamb misses 3-pt jump shot from 27 ft,,19,39
2,9:22.0,,Defensive rebound by D. Sabonis,19,39
2,9:05.0,,C. Joseph misses 2-pt jump shot from 20 ft,19,39
2,9:03.0,Defensive rebound by F. Kaminsky,,19,39
2,8:53.0,K. Walker makes 2-pt jump shot from 13 ft,,21,39
2,8:40.0,,D. Sabonis misses 2-pt jump shot from 11 ft,21,39
2,8:37.0,Defensive rebound by F. Kaminsky,,21,39
2,8:37.0,Personal foul by D. Sabonis (drawn by C. Zeller),,21,39
2,8:37.0,,B. Bogdanović enters the game for T. Leaf,21,39
2,8:37.0,,T. Young enters the game for D. McDermott,21,39
2,8:22.0,Shooting foul by C. Joseph (drawn by K. Walker),,21,39
2,8:22.0,K. Walker makes free throw 1 of 3,,22,39
2,8:22.0,K. Walker misses free throw 2 of 3,,22,39
2,8:22.0,Offensive rebound by Team,,22,39
2,8:22.0,K. Walker misses free throw 3 of 3,,22,39
2,8:21.0,,Defensive rebound by D. Sabonis,22,39
2,8:01.0,,Offensive foul by D. Sabonis (drawn by C. Zeller),22,39
2,8:01.0,,Turnover by D. Sabonis (offensive foul),22,39
2,7:53.0,K. Walker misses 3-pt jump shot from 26 ft,,22,39
2,7:50.0,,Defensive rebound by D. Sabonis,22,39
2,7:41.0,,Turnover by T. Evans (traveling),22,39
2,7:35.0,Personal foul by D. Sabonis (drawn by K. Walker),,22,39
2,7:35.0,M. Williams enters the game for F. Kaminsky,,22,39
2,7:35.0,,M. Turner enters the game for D. Sabonis,22,39
2,7:27.0,Shooting foul by T. Evans (drawn by C. Zeller),,22,39
2,7:27.0,C. Zeller misses free throw 1 of 2,,22,39
2,7:27.0,Offensive rebound by Team,,22,39
2,7:27.0,C. Zeller makes free throw 2 of 2,,23,39
2,7:18.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,23,39
2,7:15.0,Defensive rebound by K. Walker,,23,39
2,7:10.0,K. Walker misses 3-pt jump shot from 28 ft,,23,39
2,7:07.0,,Defensive rebound by T. Young,23,39
2,6:52.0,,C. Joseph misses 3-pt jump shot from 27 ft,23,39
2,6:49.0,Defensive rebound by N. Batum,,23,39
2,6:33.0,J. Lamb makes 2-pt jump shot from 19 ft,,25,39
2,6:24.0,,Shooting foul by J. Lamb (drawn by T. Evans),25,39
2,6:24.0,,T. Evans makes free throw 1 of 2,25,40
2,6:24.0,S. Mack enters the game for N. Batum,,25,40
2,6:24.0,,D. Collison enters the game for C. Joseph,25,40
2,6:24.0,,T. Evans makes free throw 2 of 2,25,41
2,6:15.0,M. Williams misses 3-pt jump shot from 27 ft,,25,41
2,6:12.0,,Defensive rebound by D. Collison,25,41
2,5:57.0,,T. Young misses 2-pt jump shot from 7 ft,25,41
2,5:54.0,Defensive rebound by K. Walker,,25,41
2,5:49.0,J. Lamb misses 2-pt layup from 1 ft,,25,41
2,5:48.0,Offensive rebound by C. Zeller,,25,41
2,5:48.0,C. Zeller makes 2-pt layup at rim,,27,41
2,5:41.0,,Indiana full timeout,27,41
2,5:41.0,,W. Matthews enters the game for T. Evans,27,41
2,5:27.0,,Turnover by D. Collison (bad pass; steal by M. Williams),27,41
2,5:24.0,J. Lamb makes 2-pt layup from 1 ft (assist by M. Williams),,29,41
2,5:11.0,,Shooting foul by S. Mack (drawn by B. Bogdanović),29,41
2,5:11.0,,B. Bogdanović makes free throw 1 of 2,29,42
2,5:11.0,,B. Bogdanović makes free throw 2 of 2,29,43
2,4:54.0,Turnover by K. Walker (bad pass; steal by M. Turner),,29,43
2,4:41.0,,T. Young makes 2-pt hook shot from 7 ft,29,45
2,4:27.0,C. Zeller makes 2-pt layup from 1 ft,,31,45
2,4:11.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by D. Collison),31,47
2,3:57.0,C. Zeller misses 3-pt jump shot from 28 ft,,31,47
2,3:54.0,,Defensive rebound by W. Matthews,31,47
2,3:54.0,N. Batum enters the game for S. Mack,,31,47
2,3:38.0,,Turnover by W. Matthews (bad pass; steal by M. Williams),31,47
2,3:32.0,Personal foul by B. Bogdanović (drawn by J. Lamb),,31,47
2,3:32.0,J. Lamb makes free throw 1 of 2,,32,47
2,3:32.0,J. Lamb makes free throw 2 of 2,,33,47
2,3:23.0,,D. Collison misses 2-pt layup from 2 ft,33,47
2,3:20.0,Defensive rebound by M. Williams,,33,47
2,3:10.0,Offensive foul by J. Lamb (drawn by M. Turner),,33,47
2,3:10.0,Turnover by J. Lamb (offensive foul),,33,47
2,2:49.0,,W. Matthews misses 3-pt jump shot from 26 ft,33,47
2,2:46.0,Defensive rebound by Team,,33,47
2,2:32.0,K. Walker misses 3-pt jump shot from 27 ft,,33,47
2,2:30.0,,Defensive rebound by M. Turner,33,47
2,2:23.0,,Shooting foul by C. Zeller (drawn by B. Bogdanović),33,47
2,2:23.0,,B. Bogdanović makes free throw 1 of 2,33,48
2,2:23.0,,K. O'Quinn enters the game for M. Turner,33,48
2,2:23.0,,B. Bogdanović misses free throw 2 of 2,33,48
2,2:22.0,Defensive rebound by N. Batum,,33,48
2,2:12.0,M. Williams misses 3-pt jump shot from 26 ft,,33,48
2,2:10.0,,Defensive rebound by B. Bogdanović,33,48
2,2:03.0,,Shooting foul by C. Zeller (drawn by W. Matthews),33,48
2,2:03.0,,W. Matthews makes free throw 1 of 2,33,49
2,2:03.0,,T. Evans enters the game for B. Bogdanović,33,49
2,2:03.0,,W. Matthews makes free throw 2 of 2,33,50
2,1:46.0,C. Zeller makes 2-pt jump shot from 5 ft (assist by K. Walker),,35,50
2,1:27.0,,K. O'Quinn misses 2-pt jump shot from 20 ft,35,50
2,1:26.0,Defensive rebound by N. Batum,,35,50
2,1:16.0,J. Lamb misses 3-pt jump shot from 26 ft,,35,50
2,1:12.0,Offensive rebound by M. Williams,,35,50
2,1:06.0,J. Lamb misses 2-pt layup from 1 ft,,35,50
2,1:03.0,,Defensive rebound by T. Evans,35,50
2,0:51.0,,T. Young makes 2-pt layup from 5 ft,35,52
2,0:38.0,K. Walker makes 2-pt jump shot from 12 ft,,37,52
2,0:38.0,Shooting foul by D. Collison (drawn by K. Walker),,37,52
2,0:38.0,,C. Joseph enters the game for D. Collison,37,52
2,0:38.0,K. Walker makes free throw 1 of 1,,38,52
2,0:17.0,,T. Evans makes 2-pt layup from 1 ft (assist by T. Young),38,54
2,0:01.0,K. Walker misses 3-pt jump shot from 28 ft,,38,54
2,0:01.0,Offensive rebound by Team,,38,54
3,11:49.0,C. Zeller makes 2-pt dunk from 1 ft (assist by K. Walker),,40,54
3,11:28.0,,B. Bogdanović makes 3-pt jump shot from 27 ft,40,57
3,11:16.0,K. Walker makes 3-pt jump shot from 29 ft,,43,57
3,10:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,43,57
3,10:44.0,Defensive rebound by M. Williams,,43,57
3,10:29.0,Shooting foul by W. Matthews (drawn by K. Walker),,43,57
3,10:29.0,K. Walker makes free throw 1 of 3,,44,57
3,10:29.0,K. Walker makes free throw 2 of 3,,45,57
3,10:29.0,K. Walker makes free throw 3 of 3,,46,57
3,10:15.0,,T. Young misses 3-pt jump shot from 27 ft,46,57
3,10:11.0,,Offensive rebound by W. Matthews,46,57
3,10:02.0,,Turnover by B. Bogdanović (bad pass; steal by N. Batum),46,57
3,9:54.0,J. Lamb misses 3-pt jump shot from 26 ft,,46,57
3,9:50.0,,Defensive rebound by Team,46,57
3,9:31.0,,Turnover by B. Bogdanović (lost ball; steal by K. Walker),46,57
3,9:26.0,K. Walker misses 2-pt layup from 1 ft,,46,57
3,9:23.0,Offensive rebound by C. Zeller,,46,57
3,9:23.0,C. Zeller misses 2-pt layup from 1 ft,,46,57
3,9:22.0,Offensive rebound by C. Zeller,,46,57
3,9:22.0,C. Zeller misses 2-pt layup from 1 ft,,46,57
3,9:21.0,Offensive rebound by K. Walker,,46,57
3,9:17.0,M. Williams misses 3-pt jump shot from 26 ft,,46,57
3,9:14.0,Offensive rebound by J. Lamb,,46,57
3,9:13.0,N. Batum misses 3-pt jump shot from 27 ft,,46,57
3,9:08.0,Offensive rebound by C. Zeller,,46,57
3,9:04.0,Shooting foul by B. Bogdanović (drawn by C. Zeller),,46,57
3,9:04.0,C. Zeller makes free throw 1 of 2,,47,57
3,9:04.0,C. Zeller makes free throw 2 of 2,,48,57
3,9:04.0,,Indiana full timeout,48,57
3,8:45.0,,M. Turner makes 2-pt jump shot from 11 ft (assist by D. Collison),48,59
3,8:31.0,Shooting foul by M. Turner (drawn by J. Lamb),,48,59
3,8:31.0,J. Lamb makes free throw 1 of 2,,49,59
3,8:31.0,J. Lamb makes free throw 2 of 2,,50,59
3,8:21.0,,T. Young makes 2-pt layup from 1 ft (assist by W. Matthews),50,61
3,8:21.0,,Shooting foul by J. Lamb (drawn by T. Young),50,61
3,8:21.0,,T. Young makes free throw 1 of 1,50,62
3,8:08.0,C. Zeller misses 2-pt jump shot from 1 ft,,50,62
3,8:04.0,Offensive rebound by M. Williams,,50,62
3,8:04.0,M. Williams misses 2-pt layup from 1 ft,,50,62
3,8:03.0,Offensive rebound by N. Batum,,50,62
3,8:02.0,J. Lamb misses 3-pt jump shot from 26 ft,,50,62
3,8:00.0,Offensive rebound by M. Williams,,50,62
3,7:53.0,C. Zeller misses 2-pt layup from 1 ft (block by M. Turner),,50,62
3,7:53.0,Offensive rebound by J. Lamb,,50,62
3,7:49.0,J. Lamb makes 2-pt layup from 3 ft,,52,62
3,7:27.0,,D. Collison makes 2-pt jump shot from 8 ft (assist by T. Young),52,64
3,7:11.0,K. Walker makes 2-pt layup from 1 ft,,54,64
3,6:58.0,,D. Collison misses 3-pt jump shot from 26 ft,54,64
3,6:55.0,Defensive rebound by M. Williams,,54,64
3,6:49.0,Shooting foul by W. Matthews (drawn by K. Walker),,54,64
3,6:49.0,,Technical foul by W. Matthews,54,64
3,6:49.0,K. Walker makes technical free throw,,55,64
3,6:49.0,K. Walker makes free throw 1 of 2,,56,64
3,6:49.0,M. Kidd-Gilchrist enters the game for M. Williams,,56,64
3,6:49.0,K. Walker makes free throw 2 of 2,,57,64
3,6:38.0,,M. Turner misses 3-pt jump shot from 26 ft,57,64
3,6:34.0,Defensive rebound by N. Batum,,57,64
3,6:25.0,J. Lamb misses 2-pt jump shot from 10 ft,,57,64
3,6:25.0,Offensive rebound by M. Kidd-Gilchrist,,57,64
3,6:16.0,N. Batum misses 3-pt jump shot from 23 ft,,57,64
3,6:13.0,,Defensive rebound by W. Matthews,57,64
3,5:56.0,,W. Matthews misses 3-pt jump shot from 24 ft,57,64
3,5:52.0,Defensive rebound by K. Walker,,57,64
3,5:48.0,K. Walker misses 3-pt jump shot from 26 ft,,57,64
3,5:44.0,,Defensive rebound by T. Young,57,64
3,5:39.0,Loose ball foul by K. Walker (drawn by T. Young),,57,64
3,5:39.0,M. Bridges enters the game for N. Batum,,57,64
3,5:28.0,,M. Turner makes 2-pt hook shot from 7 ft,57,66
3,5:03.0,J. Lamb misses 2-pt jump shot from 12 ft,,57,66
3,4:59.0,,Defensive rebound by D. Collison,57,66
3,4:59.0,,D. Sabonis enters the game for T. Young,57,66
3,4:47.0,,B. Bogdanović makes 2-pt jump shot from 18 ft (assist by D. Collison),57,68
3,4:45.0,Charlotte full timeout,,57,68
3,4:45.0,B. Biyombo enters the game for C. Zeller,,57,68
3,4:31.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Bridges),,59,68
3,4:13.0,,M. Turner misses 2-pt hook shot from 3 ft,59,68
3,4:11.0,Defensive rebound by B. Biyombo,,59,68
3,4:01.0,K. Walker misses 2-pt layup from 1 ft,,59,68
3,3:59.0,Offensive rebound by B. Biyombo,,59,68
3,3:58.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by B. Biyombo),,62,68
3,3:34.0,,W. Matthews misses 2-pt jump shot from 13 ft,62,68
3,3:31.0,Defensive rebound by J. Lamb,,62,68
3,3:25.0,K. Walker makes 2-pt layup at rim,,64,68
3,3:10.0,,Personal foul by J. Lamb (drawn by M. Turner),64,68
3,3:10.0,,T. Evans enters the game for B. Bogdanović,64,68
3,3:10.0,,C. Joseph enters the game for W. Matthews,64,68
3,3:07.0,,D. Collison makes 2-pt jump shot from 16 ft,64,70
3,2:49.0,Turnover by K. Walker (bad pass; steal by M. Turner),,64,70
3,2:43.0,,Turnover by D. Collison (bad pass; steal by B. Biyombo),64,70
3,2:37.0,J. Lamb misses 3-pt jump shot from 28 ft,,64,70
3,2:34.0,,Defensive rebound by M. Turner,64,70
3,2:26.0,,D. Collison misses 2-pt jump shot from 19 ft,64,70
3,2:24.0,Defensive rebound by K. Walker,,64,70
3,2:15.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by M. Turner),,64,70
3,2:12.0,Offensive rebound by J. Lamb,,64,70
3,2:11.0,J. Lamb makes 2-pt jump shot from 5 ft,,66,70
3,1:53.0,,T. Evans misses 2-pt jump shot from 20 ft,66,70
3,1:50.0,Defensive rebound by B. Biyombo,,66,70
3,1:42.0,K. Walker makes 2-pt layup from 2 ft,,68,70
3,1:42.0,,Violation by Team (def goaltending),68,70
3,1:23.0,,C. Joseph makes 2-pt jump shot from 20 ft,68,72
3,1:03.0,K. Walker makes 3-pt jump shot from 25 ft,,71,72
3,0:49.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by C. Joseph),71,75
3,0:33.0,M. Bridges misses 3-pt jump shot from 23 ft,,71,75
3,0:32.0,,Defensive rebound by M. Turner,71,75
3,0:11.0,,D. Collison makes 2-pt layup from 1 ft,71,77
4,11:48.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. Evans),71,79
4,11:19.0,Turnover by Team (shot clock),,71,79
4,10:59.0,,D. Sabonis makes 2-pt jump shot from 6 ft (assist by D. McDermott),71,81
4,10:41.0,M. Kidd-Gilchrist misses 2-pt hook shot from 7 ft,,71,81
4,10:39.0,,Defensive rebound by D. Sabonis,71,81
4,10:21.0,,D. McDermott misses 3-pt jump shot from 23 ft,71,81
4,10:18.0,Defensive rebound by M. Williams,,71,81
4,10:13.0,Shooting foul by T. Young (drawn by S. Mack),,71,81
4,10:13.0,S. Mack misses free throw 1 of 2,,71,81
4,10:13.0,Offensive rebound by Team,,71,81
4,10:13.0,S. Mack misses free throw 2 of 2,,71,81
4,10:12.0,,Defensive rebound by T. Young,71,81
4,10:01.0,,D. McDermott makes 2-pt dunk from 1 ft (assist by D. Sabonis),71,83
4,10:01.0,Charlotte full timeout,,71,83
4,10:01.0,N. Batum enters the game for M. Bridges,,71,83
4,10:01.0,C. Zeller enters the game for M. Kidd-Gilchrist,,71,83
4,9:45.0,M. Williams misses 2-pt jump shot from 4 ft,,71,83
4,9:43.0,,Defensive rebound by D. Sabonis,71,83
4,9:24.0,,Turnover by C. Joseph (bad pass),71,83
4,9:04.0,M. Williams misses 2-pt jump shot from 11 ft,,71,83
4,9:00.0,,Defensive rebound by T. Young,71,83
4,8:49.0,,D. McDermott makes 2-pt hook shot from 6 ft (assist by T. Young),71,85
4,8:37.0,M. Williams makes 2-pt layup at rim (assist by N. Batum),,73,85
4,8:20.0,,T. Evans misses 3-pt jump shot from 26 ft,73,85
4,8:17.0,Defensive rebound by C. Zeller,,73,85
4,8:05.0,N. Batum misses 3-pt jump shot from 28 ft,,73,85
4,8:01.0,Offensive rebound by M. Monk,,73,85
4,7:59.0,M. Monk misses 2-pt layup from 1 ft,,73,85
4,7:57.0,,Defensive rebound by D. Sabonis,73,85
4,7:49.0,,Shooting foul by M. Monk (drawn by D. McDermott),73,85
4,7:49.0,,D. McDermott makes free throw 1 of 2,73,86
4,7:49.0,J. Lamb enters the game for S. Mack,,73,86
4,7:49.0,K. Walker enters the game for M. Monk,,73,86
4,7:49.0,,D. McDermott makes free throw 2 of 2,73,87
4,7:34.0,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lamb),,75,87
4,7:34.0,Shooting foul by T. Young (drawn by C. Zeller),,75,87
4,7:34.0,C. Zeller makes free throw 1 of 1,,76,87
4,7:12.0,,C. Joseph misses 2-pt jump shot from 18 ft,76,87
4,7:09.0,Defensive rebound by J. Lamb,,76,87
4,6:52.0,J. Lamb misses 2-pt jump shot from 4 ft,,76,87
4,6:52.0,,Defensive rebound by Team,76,87
4,6:52.0,,B. Bogdanović enters the game for D. McDermott,76,87
4,6:39.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,76,87
4,6:36.0,,Offensive rebound by B. Bogdanović,76,87
4,6:30.0,,T. Evans misses 2-pt layup from 1 ft,76,87
4,6:28.0,Defensive rebound by K. Walker,,76,87
4,6:14.0,J. Lamb misses 2-pt jump shot from 9 ft,,76,87
4,6:12.0,Offensive rebound by J. Lamb,,76,87
4,6:12.0,J. Lamb misses 2-pt layup from 8 ft,,76,87
4,6:09.0,Offensive rebound by M. Williams,,76,87
4,6:06.0,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),,79,87
4,6:05.0,,Indiana full timeout,79,87
4,6:05.0,,W. Matthews enters the game for T. Evans,79,87
4,6:05.0,,M. Turner enters the game for T. Young,79,87
4,6:05.0,,Violation by Team (delay of game),79,87
4,5:50.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by W. Matthews),79,89
4,5:27.0,K. Walker makes 3-pt jump shot from 25 ft (assist by J. Lamb),,82,89
4,5:03.0,,M. Turner misses 2-pt jump shot from 18 ft,82,89
4,5:00.0,Defensive rebound by K. Walker,,82,89
4,4:55.0,K. Walker misses 3-pt jump shot from 28 ft,,82,89
4,4:52.0,,Defensive rebound by D. Sabonis,82,89
4,4:39.0,,Personal foul by J. Lamb (drawn by W. Matthews),82,89
4,4:39.0,,D. Collison enters the game for C. Joseph,82,89
4,4:39.0,,T. Young enters the game for D. Sabonis,82,89
4,4:28.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,82,89
4,4:24.0,Defensive rebound by K. Walker,,82,89
4,4:18.0,K. Walker misses 2-pt layup from 3 ft (block by M. Turner),,82,89
4,4:15.0,,Defensive rebound by W. Matthews,82,89
4,4:13.0,,W. Matthews misses 3-pt jump shot from 26 ft,82,89
4,4:10.0,,Offensive rebound by D. Collison,82,89
4,3:57.0,,W. Matthews makes 3-pt jump shot from 28 ft (assist by T. Young),82,92
4,3:34.0,N. Batum misses 3-pt jump shot from 23 ft,,82,92
4,3:29.0,,Defensive rebound by D. Collison,82,92
4,3:17.0,,M. Turner makes 2-pt hook shot from 7 ft (assist by D. Collison),82,94
4,3:16.0,Charlotte full timeout,,82,94
4,3:07.0,K. Walker misses 3-pt jump shot from 27 ft,,82,94
4,3:03.0,,Defensive rebound by T. Young,82,94
4,2:44.0,,D. Collison misses 2-pt jump shot from 21 ft,82,94
4,2:41.0,Defensive rebound by C. Zeller,,82,94
4,2:35.0,J. Lamb makes 2-pt layup from 1 ft,,84,94
4,2:35.0,Shooting foul by W. Matthews (drawn by J. Lamb),,84,94
4,2:35.0,J. Lamb makes free throw 1 of 1,,85,94
4,2:15.0,,W. Matthews makes 3-pt jump shot from 29 ft (assist by M. Turner),85,97
4,2:02.0,Shooting foul by M. Turner (drawn by K. Walker),,85,97
4,2:02.0,K. Walker makes free throw 1 of 2,,86,97
4,2:02.0,K. Walker makes free throw 2 of 2,,87,97
