QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
1,7:38.0,,R. Gay misses 2-pt hook shot from 4 ft (block by R. Holmes),7,9
1,7:30.0,,Offensive rebound by R. Gay,7,9
1,7:30.0,,R. Gay misses 2-pt layup from 1 ft,7,9
1,7:30.0,,Offensive rebound by D. White,7,9
1,7:26.0,,R. Gay makes 2-pt jump shot from 10 ft,7,11
1,7:05.0,E. Okobo makes 3-pt jump shot from 26 ft,,10,11
1,6:50.0,,Def 3 sec tech foul by Team,10,11
1,6:50.0,,San Antonio full timeout,10,11
1,6:50.0,K. Oubre enters the game for M. Bridges,,10,11
1,6:50.0,,L. Aldridge makes technical free throw,10,12
1,6:42.0,,L. Aldridge makes 2-pt hook shot from 3 ft,10,14
1,6:23.0,Turnover by D. Booker (bad pass; steal by D. White),,10,14
1,6:17.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by B. Forbes),10,16
1,6:00.0,R. Holmes makes 2-pt layup from 7 ft (assist by K. Oubre),,12,16
1,5:47.0,,B. Forbes misses 2-pt jump shot from 6 ft,12,16
1,5:41.0,,Offensive rebound by L. Aldridge,12,16
1,5:41.0,,L. Aldridge makes 2-pt layup from 1 ft,12,18
1,5:31.0,K. Oubre makes 3-pt jump shot from 28 ft (assist by D. Booker),,15,18
1,5:10.0,,R. Gay misses 2-pt jump shot from 19 ft,15,18
1,5:10.0,Defensive rebound by D. Booker,,15,18
1,5:03.0,K. Oubre misses 2-pt layup from 4 ft (block by R. Gay),,15,18
1,5:03.0,,Defensive rebound by D. White,15,18
1,4:55.0,,D. Bertāns misses 3-pt jump shot from 23 ft,15,18
1,4:54.0,,Offensive rebound by Team,15,18
1,4:54.0,,M. Belinelli enters the game for B. Forbes,15,18
1,4:54.0,,D. Cunningham enters the game for R. Gay,15,18
1,4:54.0,,P. Mills enters the game for D. White,15,18
1,4:51.0,,M. Belinelli misses 2-pt jump shot from 12 ft,15,18
1,4:49.0,Defensive rebound by E. Okobo,,15,18
1,4:39.0,J. Jackson makes 2-pt hook shot from 7 ft (assist by E. Okobo),,17,18
1,4:21.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Bertāns),17,21
1,4:03.0,D. Booker makes 3-pt jump shot from 26 ft,,20,21
1,3:52.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Bertāns),20,23
1,3:40.0,K. Oubre misses 3-pt jump shot from 25 ft,,20,23
1,3:40.0,,Defensive rebound by Team,20,23
1,3:27.0,,L. Aldridge makes 2-pt jump shot from 21 ft (assist by P. Mills),20,25
1,3:25.0,Phoenix full timeout,,20,25
1,3:25.0,D. Bender enters the game for R. Holmes,,20,25
1,3:25.0,J. Crawford enters the game for E. Okobo,,20,25
1,3:25.0,,B. Forbes enters the game for L. Aldridge,20,25
1,3:25.0,,P. Gasol enters the game for D. Bertāns,20,25
1,3:09.0,J. Jackson makes 2-pt jump shot from 9 ft (assist by D. Booker),,22,25
1,2:56.0,,B. Forbes makes 2-pt layup from 6 ft (assist by M. Belinelli),22,27
1,2:36.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Booker),,25,27
1,2:20.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by P. Mills),25,30
1,2:08.0,D. Booker makes 2-pt jump shot from 17 ft (assist by J. Crawford),,27,30
1,1:55.0,,M. Belinelli misses 3-pt jump shot from 26 ft,27,30
1,1:52.0,Defensive rebound by J. Jackson,,27,30
1,1:43.0,J. Jackson misses 2-pt layup from 4 ft,,27,30
1,1:40.0,Offensive rebound by K. Oubre,,27,30
1,1:38.0,K. Oubre makes 2-pt layup from 8 ft,,29,30
1,1:29.0,,B. Forbes misses 2-pt jump shot from 16 ft,29,30
1,1:27.0,Defensive rebound by D. Booker,,29,30
1,1:13.0,D. Booker makes 2-pt layup from 2 ft,,31,30
1,0:59.0,,P. Gasol misses 2-pt jump shot from 16 ft,31,30
1,0:56.0,Defensive rebound by K. Oubre,,31,30
1,0:51.0,Turnover by K. Oubre (bad pass; steal by B. Forbes),,31,30
1,0:50.0,,Personal take foul by J. Crawford (drawn by P. Mills),31,30
1,0:37.0,,Personal foul by K. Oubre (drawn by P. Gasol),31,30
1,0:37.0,,P. Gasol makes free throw 1 of 2,31,31
1,0:37.0,,P. Gasol misses free throw 2 of 2,31,31
1,0:36.0,Defensive rebound by K. Oubre,,31,31
1,0:28.0,J. Jackson misses 2-pt layup from 6 ft (block by M. Belinelli),,31,31
1,0:26.0,,Defensive rebound by M. Belinelli,31,31
1,0:24.0,,D. Cunningham makes 2-pt dunk from 1 ft (assist by P. Mills),31,33
1,0:02.0,D. Booker makes 2-pt jump shot from 22 ft,,33,33
2,11:49.0,,Shooting foul by J. Crawford (drawn by D. White),33,33
2,11:49.0,,D. White misses free throw 1 of 2,33,33
2,11:49.0,,Offensive rebound by Team,33,33
2,11:49.0,,D. White makes free throw 2 of 2,33,34
2,11:35.0,J. Crawford misses 3-pt jump shot from 26 ft,,33,34
2,11:34.0,,Defensive rebound by Team,33,34
2,11:18.0,,Shooting foul by E. Terry (drawn by D. White),33,34
2,11:18.0,,D. White makes free throw 1 of 2,33,35
2,11:18.0,,D. White makes free throw 2 of 2,33,36
2,11:02.0,E. Terry makes 2-pt dunk from 1 ft (assist by M. Bridges),,35,36
2,10:50.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Mills),35,38
2,10:32.0,M. Bridges makes 3-pt jump shot from 25 ft,,38,38
2,10:21.0,,P. Mills misses 3-pt jump shot from 23 ft,38,38
2,10:18.0,Defensive rebound by T. Daniels,,38,38
2,10:13.0,M. Bridges misses 3-pt jump shot from 25 ft,,38,38
2,10:09.0,,Defensive rebound by M. Belinelli,38,38
2,10:02.0,,M. Belinelli makes 2-pt jump shot from 9 ft,38,40
2,9:46.0,Turnover by K. Oubre (lost ball; steal by D. White),,38,40
2,9:39.0,,M. Belinelli misses 2-pt jump shot from 15 ft,38,40
2,9:35.0,,Offensive rebound by R. Gay,38,40
2,9:35.0,,R. Gay makes 2-pt layup from 1 ft,38,42
2,9:26.0,,Violation by Team (kicked ball),38,42
2,9:26.0,,B. Forbes enters the game for P. Mills,38,42
2,9:19.0,Turnover by J. Crawford (bad pass; steal by R. Gay),,38,42
2,9:19.0,,Personal take foul by T. Daniels (drawn by B. Forbes),38,42
2,9:08.0,,Personal foul by K. Oubre (drawn by R. Gay),38,42
2,9:08.0,,D. Bertāns enters the game for M. Belinelli,38,42
2,9:03.0,,D. White makes 2-pt jump shot from 18 ft,38,44
2,8:39.0,K. Oubre misses 2-pt layup from 4 ft,,38,44
2,8:39.0,Offensive rebound by Team,,38,44
2,8:39.0,,Loose ball foul by J. Poeltl (drawn by K. Oubre),38,44
2,8:39.0,,L. Aldridge enters the game for J. Poeltl,38,44
2,8:35.0,K. Oubre makes 2-pt jump shot from 7 ft,,40,44
2,8:35.0,Shooting foul by R. Gay (drawn by K. Oubre),,40,44
2,8:35.0,R. Holmes enters the game for E. Terry,,40,44
2,8:35.0,K. Oubre makes free throw 1 of 1,,41,44
2,8:20.0,,L. Aldridge misses 2-pt jump shot from 20 ft,41,44
2,8:15.0,Defensive rebound by K. Oubre,,41,44
2,8:11.0,Shooting foul by B. Forbes (drawn by R. Holmes),,41,44
2,8:11.0,R. Holmes makes free throw 1 of 2,,42,44
2,8:11.0,R. Holmes misses free throw 2 of 2,,42,44
2,8:11.0,,Defensive rebound by Team,42,44
2,7:51.0,,D. White makes 2-pt jump shot from 14 ft,42,46
2,7:41.0,J. Crawford makes 2-pt jump shot from 19 ft,,44,46
2,7:24.0,,R. Gay misses 2-pt jump shot from 17 ft,44,46
2,7:22.0,Defensive rebound by T. Daniels,,44,46
2,7:15.0,J. Crawford makes 2-pt jump shot from 15 ft,,46,46
2,7:11.0,,San Antonio full timeout,46,46
2,7:11.0,D. Booker enters the game for K. Oubre,,46,46
2,7:03.0,,D. White makes 2-pt layup from 4 ft,46,48
2,6:48.0,R. Holmes makes 2-pt dunk from 2 ft (assist by J. Crawford),,48,48
2,6:37.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by R. Gay),48,51
2,6:15.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by R. Holmes),,51,51
2,6:00.0,,D. White makes 2-pt jump shot from 11 ft (assist by L. Aldridge),51,53
2,5:47.0,Shooting foul by R. Gay (drawn by J. Crawford),,51,53
2,5:47.0,J. Jackson enters the game for T. Daniels,,51,53
2,5:47.0,,M. Belinelli enters the game for B. Forbes,51,53
2,5:47.0,,P. Mills enters the game for R. Gay,51,53
2,5:47.0,J. Crawford makes free throw 1 of 2,,52,53
2,5:47.0,J. Crawford makes free throw 2 of 2,,53,53
2,5:35.0,,D. White misses 2-pt jump shot from 17 ft,53,53
2,5:32.0,Defensive rebound by J. Crawford,,53,53
2,5:30.0,Shooting foul by M. Belinelli (drawn by D. Booker),,53,53
2,5:30.0,D. Booker makes free throw 1 of 2,,54,53
2,5:30.0,D. Booker makes free throw 2 of 2,,55,53
2,5:20.0,,M. Belinelli misses 2-pt jump shot from 18 ft,55,53
2,5:18.0,,Offensive rebound by L. Aldridge,55,53
2,5:16.0,,Offensive foul by D. Bertāns (drawn by J. Jackson),55,53
2,5:16.0,,Turnover by D. Bertāns (offensive foul),55,53
2,5:04.0,J. Crawford misses 2-pt jump shot from 20 ft,,55,53
2,5:02.0,,Defensive rebound by D. White,55,53
2,4:52.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by D. White),55,55
2,4:28.0,R. Holmes makes 2-pt dunk at rim (assist by J. Jackson),,57,55
2,4:23.0,,Turnover by P. Mills (bad pass; steal by M. Bridges),57,55
2,4:17.0,J. Crawford misses 3-pt jump shot from 23 ft,,57,55
2,4:14.0,Offensive rebound by J. Crawford,,57,55
2,4:14.0,Shooting foul by M. Belinelli (drawn by R. Holmes),,57,55
2,4:14.0,R. Holmes misses free throw 1 of 2,,57,55
2,4:14.0,Offensive rebound by Team,,57,55
2,4:14.0,R. Holmes makes free throw 2 of 2,,58,55
2,4:04.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. White),58,58
2,4:04.0,Phoenix full timeout,,58,58
2,4:04.0,,L. Walker enters the game for D. White,58,58
2,3:46.0,D. Booker misses 3-pt jump shot from 25 ft,,58,58
2,3:44.0,,Defensive rebound by P. Mills,58,58
2,3:32.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Belinelli),58,61
2,3:16.0,Turnover by D. Booker (bad pass),,58,61
2,3:04.0,,Shooting foul by R. Holmes (drawn by L. Aldridge),58,61
2,3:04.0,,L. Aldridge makes free throw 1 of 2,58,62
2,3:04.0,,L. Aldridge makes free throw 2 of 2,58,63
2,2:53.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Booker),,61,63
2,2:38.0,,P. Mills misses 3-pt jump shot from 25 ft,61,63
2,2:36.0,Defensive rebound by J. Jackson,,61,63
2,2:29.0,Turnover by J. Jackson (bad pass; steal by D. Bertāns),,61,63
2,2:23.0,,L. Walker misses 2-pt layup from 3 ft,61,63
2,2:22.0,Defensive rebound by R. Holmes,,61,63
2,2:17.0,M. Bridges makes 2-pt jump shot from 2 ft (assist by J. Crawford),,63,63
2,1:56.0,,D. Bertāns misses 3-pt jump shot from 27 ft,63,63
2,1:56.0,Defensive rebound by M. Bridges,,63,63
2,1:46.0,J. Jackson misses 2-pt jump shot from 8 ft,,63,63
2,1:43.0,,Defensive rebound by D. Bertāns,63,63
2,1:38.0,,D. Bertāns misses 3-pt jump shot from 25 ft,63,63
2,1:38.0,,Offensive rebound by Team,63,63
2,1:36.0,,Personal foul by R. Holmes (drawn by L. Aldridge),63,63
2,1:36.0,,L. Aldridge makes free throw 1 of 2,63,64
2,1:36.0,K. Oubre enters the game for J. Crawford,,63,64
2,1:36.0,E. Terry enters the game for R. Holmes,,63,64
2,1:36.0,,L. Aldridge makes free throw 2 of 2,63,65
2,1:21.0,Turnover by J. Jackson (bad pass; steal by D. Bertāns),,63,65
2,1:16.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by M. Belinelli),63,68
2,0:56.0,K. Oubre misses 3-pt jump shot from 23 ft,,63,68
2,0:55.0,Offensive rebound by M. Bridges,,63,68
2,0:55.0,M. Bridges makes 2-pt layup from 1 ft,,65,68
2,0:55.0,Shooting foul by L. Aldridge (drawn by M. Bridges),,65,68
2,0:55.0,M. Bridges misses free throw 1 of 1,,65,68
2,0:53.0,,Defensive rebound by L. Aldridge,65,68
2,0:38.0,,M. Belinelli misses 2-pt layup from 2 ft,65,68
2,0:36.0,Defensive rebound by D. Booker,,65,68
2,0:32.0,D. Booker makes 2-pt jump shot from 6 ft,,67,68
2,0:18.0,,Shooting foul by E. Terry (drawn by L. Aldridge),67,68
2,0:18.0,,L. Aldridge makes free throw 1 of 2,67,69
2,0:18.0,J. Crawford enters the game for J. Jackson,,67,69
2,0:18.0,R. Holmes enters the game for E. Terry,,67,69
2,0:18.0,,L. Aldridge makes free throw 2 of 2,67,70
2,0:00.0,R. Holmes misses 2-pt hook shot from 5 ft,,67,70
2,0:00.0,,Defensive rebound by L. Walker,67,70
3,11:46.0,,R. Gay makes 2-pt hook shot from 4 ft,67,72
3,11:29.0,M. Bridges misses 3-pt jump shot from 26 ft,,67,72
3,11:26.0,,Defensive rebound by L. Aldridge,67,72
3,11:17.0,,D. White misses 3-pt jump shot from 25 ft,67,72
3,11:13.0,Defensive rebound by J. Jackson,,67,72
3,11:06.0,D. Booker makes 2-pt jump shot from 13 ft (assist by J. Jackson),,69,72
3,10:53.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by R. Gay),69,74
3,10:34.0,D. Booker makes 2-pt jump shot from 15 ft,,71,74
3,10:21.0,,R. Gay makes 2-pt jump shot from 15 ft,71,76
3,10:04.0,J. Jackson makes 2-pt jump shot from 11 ft,,73,76
3,9:50.0,,D. White misses 2-pt jump shot from 12 ft,73,76
3,9:47.0,Defensive rebound by R. Holmes,,73,76
3,9:41.0,D. Booker makes 3-pt jump shot from 26 ft (assist by M. Bridges),,76,76
3,9:39.0,,San Antonio full timeout,76,76
3,9:19.0,,Turnover by D. Bertāns (bad pass; steal by M. Bridges),76,76
3,9:00.0,R. Holmes makes 2-pt jump shot from 12 ft (assist by D. Booker),,78,76
3,8:44.0,,R. Gay misses 2-pt jump shot from 16 ft,78,76
3,8:41.0,Defensive rebound by R. Holmes,,78,76
3,8:33.0,D. Booker misses 2-pt jump shot from 12 ft,,78,76
3,8:31.0,,Defensive rebound by R. Gay,78,76
3,8:22.0,,B. Forbes misses 3-pt jump shot from 26 ft,78,76
3,8:17.0,,Offensive rebound by L. Aldridge,78,76
3,8:17.0,,L. Aldridge misses 2-pt layup at rim,78,76
3,8:16.0,,Offensive rebound by L. Aldridge,78,76
3,8:14.0,,D. Bertāns misses 3-pt jump shot from 26 ft,78,76
3,8:12.0,Defensive rebound by J. Jackson,,78,76
3,7:50.0,R. Holmes misses 2-pt jump shot from 12 ft,,78,76
3,7:48.0,,Defensive rebound by L. Aldridge,78,76
3,7:34.0,,D. White makes 2-pt layup from 2 ft,78,78
3,7:12.0,J. Jackson misses 3-pt jump shot from 25 ft,,78,78
3,7:09.0,,Defensive rebound by B. Forbes,78,78
3,6:55.0,,B. Forbes makes 2-pt jump shot from 19 ft (assist by L. Aldridge),78,80
3,6:55.0,Phoenix full timeout,,78,80
3,6:55.0,,M. Belinelli enters the game for R. Gay,78,80
3,6:45.0,J. Jackson misses 2-pt layup from 2 ft (block by D. Bertāns),,78,80
3,6:45.0,,Defensive rebound by Team,78,80
3,6:27.0,,Turnover by B. Forbes (traveling),78,80
3,6:18.0,Turnover by D. Booker (bad pass),,78,80
3,6:03.0,,D. White misses 2-pt layup from 4 ft (block by R. Holmes),78,80
3,5:59.0,Defensive rebound by M. Bridges,,78,80
3,5:59.0,Shooting foul by B. Forbes (drawn by D. Booker),,78,80
3,5:59.0,D. Booker makes free throw 1 of 2,,79,80
3,5:59.0,K. Oubre enters the game for M. Bridges,,79,80
3,5:59.0,,P. Mills enters the game for B. Forbes,79,80
3,5:59.0,D. Booker makes free throw 2 of 2,,80,80
3,5:37.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Bertāns),80,83
3,5:23.0,K. Oubre misses 3-pt jump shot from 26 ft,,80,83
3,5:19.0,,Defensive rebound by D. White,80,83
3,4:59.0,,D. White misses 2-pt jump shot from 4 ft (block by J. Jackson),80,83
3,4:57.0,,Offensive rebound by P. Mills,80,83
3,4:57.0,,P. Mills misses 3-pt jump shot from 25 ft,80,83
3,4:57.0,,Offensive rebound by Team,80,83
3,4:57.0,Loose ball foul by R. Holmes (drawn by L. Aldridge),,80,83
3,4:57.0,E. Terry enters the game for R. Holmes,,80,83
3,4:57.0,,J. Poeltl enters the game for L. Aldridge,80,83
3,4:50.0,,M. Belinelli misses 3-pt jump shot from 25 ft,80,83
3,4:46.0,Defensive rebound by J. Jackson,,80,83
3,4:40.0,J. Jackson misses 3-pt jump shot from 26 ft,,80,83
3,4:39.0,,Defensive rebound by Team,80,83
3,4:39.0,Loose ball foul by K. Oubre (drawn by P. Mills),,80,83
3,4:23.0,,D. Bertāns makes 2-pt jump shot from 8 ft (assist by M. Belinelli),80,85
3,4:23.0,,Shooting foul by J. Jackson (drawn by D. Bertāns),80,85
3,4:23.0,,D. Bertāns makes free throw 1 of 1,80,86
3,4:00.0,Turnover by E. Terry (lost ball; steal by P. Mills),,80,86
3,3:57.0,,Personal foul by D. Booker (drawn by P. Mills),80,86
3,3:57.0,J. Crawford enters the game for E. Okobo,,80,86
3,3:57.0,,R. Gay enters the game for D. Bertāns,80,86
3,3:51.0,,P. Mills makes 3-pt jump shot from 26 ft,80,89
3,3:51.0,Phoenix full timeout,,80,89
3,3:33.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Crawford),,82,89
3,3:16.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by M. Belinelli),82,91
3,3:07.0,Offensive foul by E. Terry (drawn by P. Mills),,82,91
3,3:07.0,Turnover by E. Terry (offensive foul),,82,91
3,2:46.0,,R. Gay misses 2-pt layup from 4 ft,82,91
3,2:44.0,Defensive rebound by K. Oubre,,82,91
3,2:32.0,J. Jackson misses 2-pt jump shot from 19 ft,,82,91
3,2:29.0,,Defensive rebound by P. Mills,82,91
3,2:24.0,,P. Mills misses 3-pt jump shot from 25 ft,82,91
3,2:22.0,,Offensive rebound by J. Poeltl,82,91
3,2:20.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),82,94
3,2:18.0,Phoenix full timeout,,82,94
3,2:18.0,,B. Forbes enters the game for D. White,82,94
3,2:03.0,Shooting foul by M. Belinelli (drawn by K. Oubre),,82,94
3,2:03.0,K. Oubre makes free throw 1 of 2,,83,94
3,2:03.0,K. Oubre makes free throw 2 of 2,,84,94
3,1:49.0,,Turnover by P. Mills (lost ball; steal by J. Crawford),84,94
3,1:47.0,Turnover by J. Crawford (bad pass),,84,94
3,1:28.0,,R. Gay makes 2-pt jump shot from 14 ft,84,96
3,1:19.0,D. Booker makes 2-pt jump shot from 11 ft,,86,96
3,1:19.0,Shooting foul by B. Forbes (drawn by D. Booker),,86,96
3,1:19.0,D. Booker makes free throw 1 of 1,,87,96
3,1:00.0,,R. Gay misses 2-pt layup from 4 ft,87,96
3,0:58.0,Defensive rebound by E. Terry,,87,96
3,0:52.0,K. Oubre misses 3-pt jump shot from 26 ft,,87,96
3,0:48.0,,Defensive rebound by R. Gay,87,96
3,0:37.0,,R. Gay misses 2-pt jump shot from 8 ft,87,96
3,0:35.0,Defensive rebound by E. Terry,,87,96
3,0:30.0,J. Crawford makes 3-pt jump shot from 25 ft,,90,96
3,0:10.0,,P. Mills misses 2-pt jump shot from 17 ft,90,96
3,0:09.0,Defensive rebound by K. Oubre,,90,96
3,0:04.0,Personal foul by P. Mills (drawn by J. Crawford),,90,96
3,0:04.0,J. Crawford misses free throw 1 of 2,,90,96
3,0:04.0,Offensive rebound by Team,,90,96
3,0:04.0,M. Bridges enters the game for D. Booker,,90,96
3,0:04.0,J. Crawford makes free throw 2 of 2,,91,96
3,0:00.0,,B. Forbes misses 3-pt jump shot from 26 ft (block by K. Oubre),91,96
3,0:00.0,,Offensive rebound by Team,91,96
4,11:43.0,J. Crawford makes 2-pt jump shot from 17 ft,,93,96
4,11:30.0,,Turnover by M. Belinelli (bad pass; steal by E. Terry),93,96
4,11:26.0,E. Terry makes 2-pt layup from 2 ft (assist by M. Bridges),,95,96
4,11:26.0,,Violation by Team (def goaltending),95,96
4,11:10.0,,M. Belinelli misses 3-pt jump shot from 29 ft,95,96
4,11:07.0,Defensive rebound by E. Terry,,95,96
4,11:00.0,Turnover by E. Okobo (bad pass),,95,96
4,11:00.0,R. Holmes enters the game for E. Terry,,95,96
4,10:39.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),95,99
4,10:25.0,J. Crawford makes 2-pt jump shot from 19 ft,,97,99
4,10:12.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by L. Aldridge),97,101
4,10:12.0,,Shooting foul by M. Bridges (drawn by M. Belinelli),97,101
4,10:12.0,,D. Bertāns enters the game for B. Forbes,97,101
4,10:12.0,,D. White enters the game for P. Mills,97,101
4,10:12.0,,M. Belinelli makes free throw 1 of 1,97,102
4,9:59.0,J. Crawford misses 2-pt jump shot from 17 ft,,97,102
4,9:56.0,,Defensive rebound by L. Aldridge,97,102
4,9:46.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by L. Aldridge),97,104
4,9:24.0,E. Okobo misses 3-pt jump shot from 26 ft,,97,104
4,9:22.0,,Defensive rebound by Team,97,104
4,9:10.0,,Personal foul by K. Oubre (drawn by R. Gay),97,104
4,9:10.0,D. Booker enters the game for E. Okobo,,97,104
4,9:02.0,,M. Belinelli misses 2-pt jump shot from 19 ft,97,104
4,9:01.0,,Offensive rebound by L. Aldridge,97,104
4,8:58.0,,Turnover by L. Aldridge (bad pass; steal by D. Booker),97,104
4,8:58.0,Turnover by D. Booker (lost ball),,97,104
4,8:58.0,,Q. Pondexter enters the game for R. Gay,97,104
4,8:42.0,,D. Bertāns misses 2-pt jump shot from 12 ft,97,104
4,8:40.0,Defensive rebound by M. Bridges,,97,104
4,8:27.0,K. Oubre misses 3-pt jump shot from 23 ft,,97,104
4,8:25.0,,Defensive rebound by D. White,97,104
4,8:18.0,,D. Bertāns misses 3-pt jump shot from 25 ft,97,104
4,8:14.0,,Offensive rebound by L. Aldridge,97,104
4,8:05.0,,D. Bertāns misses 3-pt jump shot from 26 ft,97,104
4,8:04.0,,Offensive rebound by L. Aldridge,97,104
4,7:55.0,,D. White misses 2-pt layup from 2 ft,97,104
4,7:51.0,,Offensive rebound by D. White,97,104
4,7:51.0,,D. White misses 2-pt layup at rim,97,104
4,7:50.0,Defensive rebound by D. Booker,,97,104
4,7:47.0,D. Booker makes 2-pt layup at rim,,99,104
4,7:46.0,,San Antonio full timeout,99,104
4,7:46.0,,B. Forbes enters the game for Q. Pondexter,99,104
4,7:37.0,,Offensive foul by M. Belinelli (drawn by R. Holmes),99,104
4,7:37.0,,Turnover by M. Belinelli (offensive foul),99,104
4,7:21.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by D. Booker),,102,104
4,7:01.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. White),102,106
4,6:46.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by J. Crawford),,105,106
4,6:24.0,,D. White misses 2-pt layup from 6 ft (block by R. Holmes),105,106
4,6:24.0,,Offensive rebound by Team,105,106
4,6:24.0,,R. Gay enters the game for M. Belinelli,105,106
4,6:24.0,,P. Mills enters the game for D. White,105,106
4,6:18.0,,B. Forbes makes 3-pt jump shot from 31 ft (assist by D. Bertāns),105,109
4,5:52.0,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Booker),,107,109
4,5:37.0,,L. Aldridge misses 2-pt layup from 4 ft,107,109
4,5:35.0,Defensive rebound by M. Bridges,,107,109
4,5:35.0,Turnover by D. Booker (traveling),,107,109
4,5:21.0,,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. Bertāns),107,112
4,5:04.0,Offensive foul by R. Holmes (drawn by R. Gay),,107,112
4,5:04.0,Turnover by R. Holmes (offensive foul),,107,112
4,4:44.0,,B. Forbes makes 2-pt jump shot from 7 ft,107,114
4,4:44.0,Phoenix full timeout,,107,114
4,4:33.0,D. Booker makes 2-pt jump shot from 12 ft (assist by J. Crawford),,109,114
4,4:09.0,,R. Gay misses 2-pt hook shot from 4 ft,109,114
4,4:03.0,Defensive rebound by D. Booker,,109,114
4,3:52.0,J. Crawford makes 2-pt jump shot from 14 ft,,111,114
4,3:37.0,,Personal foul by R. Holmes (drawn by L. Aldridge),111,114
4,3:37.0,J. Jackson enters the game for R. Holmes,,111,114
4,3:31.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),111,116
4,3:31.0,,Shooting foul by J. Crawford (drawn by L. Aldridge),111,116
4,3:31.0,,L. Aldridge makes free throw 1 of 1,111,117
4,3:20.0,K. Oubre misses 2-pt layup from 2 ft (block by L. Aldridge),,111,117
4,3:17.0,,Defensive rebound by P. Mills,111,117
