QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
3,10:13.0,Offensive rebound by D. Ayton,,54,49
3,10:12.0,D. Ayton makes 2-pt layup from 1 ft,,56,49
3,10:06.0,,Shooting foul by D. Ayton (drawn by D. Fox),56,49
3,10:06.0,,D. Fox makes free throw 1 of 2,56,50
3,10:06.0,,D. Fox makes free throw 2 of 2,56,51
3,9:43.0,D. Booker misses 2-pt layup from 2 ft,,56,51
3,9:41.0,,Defensive rebound by N. Bjelica,56,51
3,9:34.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),56,54
3,9:12.0,Turnover by D. Melton (bad pass; steal by N. Bjelica),,56,54
3,9:07.0,,D. Fox misses 2-pt layup from 2 ft,56,54
3,9:06.0,,Offensive rebound by N. Bjelica,56,54
3,9:06.0,,N. Bjelica makes 2-pt layup from 2 ft,56,56
3,9:06.0,Phoenix full timeout,,56,56
3,8:51.0,D. Ayton makes 2-pt layup from 2 ft (assist by M. Bridges),,58,56
3,8:35.0,,H. Barnes misses 2-pt layup from 6 ft,58,56
3,8:33.0,Defensive rebound by D. Ayton,,58,56
3,8:18.0,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Melton),,60,56
3,8:07.0,,D. Fox misses 2-pt jump shot from 11 ft,60,56
3,8:04.0,Defensive rebound by D. Booker,,60,56
3,7:53.0,M. Bridges misses 2-pt layup from 2 ft (block by W. Cauley-Stein),,60,56
3,7:53.0,Offensive rebound by Team,,60,56
3,7:53.0,,M. Bagley enters the game for W. Cauley-Stein,60,56
3,7:47.0,D. Booker misses 2-pt jump shot from 15 ft,,60,56
3,7:43.0,,Defensive rebound by N. Bjelica,60,56
3,7:37.0,,B. Hield makes 2-pt layup from 3 ft,60,58
3,7:27.0,D. Bender misses 3-pt jump shot from 26 ft,,60,58
3,7:20.0,Offensive rebound by D. Ayton,,60,58
3,7:20.0,D. Ayton misses 2-pt layup from 1 ft,,60,58
3,7:19.0,,Defensive rebound by M. Bagley,60,58
3,7:16.0,,D. Fox misses 2-pt layup from 2 ft (block by D. Melton),60,58
3,7:13.0,,Offensive rebound by B. Hield,60,58
3,7:13.0,,B. Hield misses 2-pt layup from 3 ft,60,58
3,7:11.0,Defensive rebound by M. Bridges,,60,58
3,7:06.0,M. Bridges misses 3-pt jump shot from 24 ft,,60,58
3,7:04.0,,Defensive rebound by M. Bagley,60,58
3,6:46.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),60,61
3,6:31.0,Personal foul by B. Hield (drawn by D. Melton),,60,61
3,6:31.0,R. Holmes enters the game for D. Ayton,,60,61
3,6:24.0,D. Booker makes 2-pt layup from 1 ft,,62,61
3,6:10.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by M. Bagley),62,64
3,5:53.0,D. Booker misses 2-pt layup from 3 ft,,62,64
3,5:51.0,,Defensive rebound by N. Bjelica,62,64
3,5:46.0,,N. Bjelica misses 3-pt jump shot from 26 ft,62,64
3,5:46.0,,Offensive rebound by B. Hield,62,64
3,5:41.0,,B. Hield misses 2-pt layup at rim,62,64
3,5:40.0,Defensive rebound by D. Melton,,62,64
3,5:38.0,D. Booker misses 3-pt jump shot from 28 ft,,62,64
3,5:35.0,,Defensive rebound by M. Bagley,62,64
3,5:31.0,,Shooting foul by D. Melton (drawn by D. Fox),62,64
3,5:31.0,,D. Fox makes free throw 1 of 2,62,65
3,5:31.0,T. Daniels enters the game for D. Booker,,62,65
3,5:31.0,E. Okobo enters the game for D. Melton,,62,65
3,5:31.0,,B. Bogdanović enters the game for B. Hield,62,65
3,5:31.0,,D. Fox makes free throw 2 of 2,62,66
3,5:10.0,M. Bridges makes 2-pt jump shot from 7 ft,,64,66
3,4:49.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,64,66
3,4:45.0,Defensive rebound by D. Bender,,64,66
3,4:41.0,E. Okobo misses 3-pt jump shot from 26 ft,,64,66
3,4:38.0,,Defensive rebound by H. Barnes,64,66
3,4:34.0,,D. Fox misses 3-pt jump shot from 26 ft,64,66
3,4:30.0,,Offensive rebound by M. Bagley,64,66
3,4:29.0,,M. Bagley makes 2-pt dunk from 2 ft,64,68
3,4:11.0,D. Bender misses 2-pt layup from 4 ft,,64,68
3,4:09.0,,Defensive rebound by N. Bjelica,64,68
3,4:06.0,,Turnover by B. Bogdanović (bad pass; steal by M. Bridges),64,68
3,4:01.0,Shooting foul by H. Barnes (drawn by R. Holmes),,64,68
3,4:01.0,R. Holmes makes free throw 1 of 2,,65,68
3,4:01.0,R. Spalding enters the game for D. Bender,,65,68
3,4:01.0,,K. Koufos enters the game for N. Bjelica,65,68
3,4:01.0,,Sacramento full timeout,65,68
3,4:01.0,R. Holmes makes free throw 2 of 2,,66,68
3,3:47.0,,M. Bagley makes 2-pt layup from 2 ft,66,70
3,3:29.0,T. Daniels misses 3-pt jump shot from 23 ft,,66,70
3,3:28.0,Offensive rebound by R. Holmes,,66,70
3,3:28.0,Shooting foul by B. Bogdanović (drawn by R. Holmes),,66,70
3,3:28.0,R. Holmes makes free throw 1 of 2,,67,70
3,3:28.0,,C. Brewer enters the game for H. Barnes,67,70
3,3:28.0,R. Holmes makes free throw 2 of 2,,68,70
3,3:15.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,68,70
3,3:13.0,,Offensive rebound by Team,68,70
3,3:13.0,Loose ball foul by R. Spalding (drawn by M. Bagley),,68,70
3,2:59.0,,K. Koufos misses 2-pt jump shot from 7 ft,68,70
3,2:56.0,Defensive rebound by R. Spalding,,68,70
3,2:51.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by R. Spalding),,71,70
3,2:30.0,,Shooting foul by R. Spalding (drawn by M. Bagley),71,70
3,2:30.0,,M. Bagley makes free throw 1 of 2,71,71
3,2:30.0,,M. Bagley makes free throw 2 of 2,71,72
3,2:17.0,T. Daniels makes 2-pt jump shot from 18 ft (assist by M. Bridges),,73,72
3,2:04.0,,K. Koufos makes 2-pt hook shot from 10 ft (assist by D. Fox),73,74
3,1:51.0,Personal foul by C. Brewer (drawn by M. Bridges),,73,74
3,1:36.0,R. Holmes misses 2-pt hook shot from 8 ft,,73,74
3,1:33.0,,Defensive rebound by M. Bagley,73,74
3,1:17.0,,Shooting foul by R. Spalding (drawn by M. Bagley),73,74
3,1:17.0,,M. Bagley makes free throw 1 of 2,73,75
3,1:17.0,D. Booker enters the game for M. Bridges,,73,75
3,1:17.0,,M. Bagley makes free throw 2 of 2,73,76
3,1:05.0,Offensive foul by R. Holmes (drawn by C. Brewer),,73,76
3,1:05.0,Turnover by R. Holmes (offensive foul),,73,76
3,0:51.0,,D. Fox misses 2-pt jump shot from 23 ft,73,76
3,0:48.0,Defensive rebound by E. Okobo,,73,76
3,0:46.0,R. Holmes makes 2-pt dunk from 2 ft (assist by E. Okobo),,75,76
3,0:36.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by K. Koufos),75,79
3,0:31.0,E. Okobo misses 3-pt jump shot from 25 ft,,75,79
3,0:30.0,,Defensive rebound by Team,75,79
3,0:30.0,,B. Hield enters the game for K. Koufos,75,79
3,0:06.0,,Turnover by B. Bogdanović (lost ball; steal by R. Spalding),75,79
3,0:06.0,M. Bridges enters the game for R. Spalding,,75,79
3,0:00.0,Turnover by E. Okobo (lost ball; steal by B. Hield),,75,79
4,11:34.0,,B. Bogdanović misses 3-pt jump shot from 33 ft,75,79
4,11:31.0,,Offensive rebound by B. Hield,75,79
4,11:29.0,,B. Hield misses 3-pt jump shot from 25 ft,75,79
4,11:24.0,Defensive rebound by D. Bender,,75,79
4,11:08.0,D. Booker misses 3-pt jump shot from 25 ft,,75,79
4,11:06.0,,Defensive rebound by M. Bagley,75,79
4,10:48.0,,C. Brewer misses 2-pt jump shot from 8 ft,75,79
4,10:44.0,Defensive rebound by D. Bender,,75,79
4,10:36.0,Turnover by D. Booker (lost ball; steal by M. Bagley),,75,79
4,10:33.0,,Shooting foul by D. Bender (drawn by M. Bagley),75,79
4,10:33.0,,M. Bagley misses free throw 1 of 2,75,79
4,10:33.0,,Offensive rebound by Team,75,79
4,10:33.0,,M. Bagley makes free throw 2 of 2,75,80
4,10:11.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by R. Holmes),,78,80
4,9:52.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,78,80
4,9:49.0,,Offensive rebound by K. Koufos,78,80
4,9:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,78,80
4,9:44.0,Defensive rebound by E. Okobo,,78,80
4,9:29.0,E. Okobo makes 3-pt jump shot from 25 ft (assist by D. Booker),,81,80
4,9:28.0,,Sacramento full timeout,81,80
4,9:28.0,,H. Barnes enters the game for C. Brewer,81,80
4,9:28.0,,N. Bjelica enters the game for K. Koufos,81,80
4,9:02.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Hield),81,83
4,8:43.0,R. Holmes makes 2-pt layup from 2 ft (assist by D. Booker),,83,83
4,8:33.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),83,86
4,8:13.0,R. Holmes misses 2-pt layup from 2 ft,,83,86
4,8:10.0,,Defensive rebound by M. Bagley,83,86
4,7:51.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by N. Bjelica),83,89
4,7:51.0,Phoenix full timeout,,83,89
4,7:51.0,D. Ayton enters the game for T. Daniels,,83,89
4,7:51.0,M. Bridges enters the game for R. Holmes,,83,89
4,7:51.0,D. Melton enters the game for E. Okobo,,83,89
4,7:35.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,85,89
4,7:12.0,,M. Bagley misses 2-pt layup from 8 ft (block by D. Ayton),85,89
4,7:12.0,,Offensive rebound by Team,85,89
4,7:10.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by H. Barnes),85,91
4,6:47.0,Personal foul by B. Bogdanović (drawn by D. Bender),,85,91
4,6:47.0,,D. Fox enters the game for B. Bogdanović,85,91
4,6:40.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Booker),,88,91
4,6:24.0,,B. Hield makes 3-pt jump shot from 25 ft,88,94
4,6:16.0,Shooting foul by H. Barnes (drawn by D. Booker),,88,94
4,6:16.0,D. Booker makes free throw 1 of 2,,89,94
4,6:16.0,,W. Cauley-Stein enters the game for M. Bagley,89,94
4,6:16.0,D. Booker makes free throw 2 of 2,,90,94
4,6:01.0,,D. Fox misses 3-pt jump shot from 26 ft,90,94
4,5:57.0,,Offensive rebound by N. Bjelica,90,94
4,5:53.0,,Turnover by W. Cauley-Stein (out of bounds lost ball),90,94
