QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
2,9:03.0,,Defensive rebound by D. Green,38,35
2,9:01.0,,Turnover by S. Livingston (lost ball; steal by C. Brewer),38,35
2,8:56.0,J. Butler misses 2-pt jump shot from 4 ft,,38,35
2,8:55.0,,Defensive rebound by Team,38,35
2,8:55.0,Loose ball foul by J. Embiid (drawn by D. Cousins),,38,35
2,8:40.0,,D. Green misses 3-pt jump shot from 29 ft,38,35
2,8:38.0,Defensive rebound by J. Embiid,,38,35
2,8:30.0,J. Embiid misses 3-pt jump shot from 27 ft,,38,35
2,8:28.0,,Defensive rebound by D. Green,38,35
2,8:24.0,,D. Cousins makes 2-pt dunk from 2 ft (assist by D. Green),38,37
2,7:55.0,J. Butler misses 3-pt jump shot from 32 ft,,38,37
2,7:53.0,,Defensive rebound by Team,38,37
2,7:53.0,W. Chandler enters the game for C. Brewer,,38,37
2,7:53.0,T. McConnell enters the game for J. Butler,,38,37
2,7:53.0,B. Simmons enters the game for M. Muscala,,38,37
2,7:53.0,,S. Curry enters the game for S. Livingston,38,37
2,7:53.0,,Golden State full timeout,38,37
2,7:53.0,,K. Looney enters the game for D. Cousins,38,37
2,7:38.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),38,40
2,7:30.0,Turnover by B. Simmons (bad pass; steal by K. Looney),,38,40
2,7:18.0,,Shooting foul by B. Simmons (drawn by A. McKinnie),38,40
2,7:18.0,,A. McKinnie makes free throw 1 of 2,38,41
2,7:18.0,J. Bolden enters the game for J. Embiid,,38,41
2,7:18.0,J. Redick enters the game for L. Shamet,,38,41
2,7:18.0,,A. McKinnie misses free throw 2 of 2,38,41
2,7:16.0,Defensive rebound by J. Bolden,,38,41
2,7:01.0,Shooting foul by D. Green (drawn by B. Simmons),,38,41
2,7:01.0,B. Simmons makes free throw 1 of 2,,39,41
2,7:01.0,B. Simmons makes free throw 2 of 2,,40,41
2,6:49.0,,Shooting foul by B. Simmons (drawn by D. Green),40,41
2,6:49.0,,D. Green makes free throw 1 of 2,40,42
2,6:49.0,,D. Green makes free throw 2 of 2,40,43
2,6:35.0,Turnover by B. Simmons (bad pass; steal by K. Looney),,40,43
2,6:30.0,,Q. Cook misses 3-pt jump shot from 23 ft,40,43
2,6:28.0,,Offensive rebound by K. Looney,40,43
2,6:23.0,,K. Looney makes 2-pt dunk from 1 ft,40,45
2,6:17.0,J. Redick misses 3-pt jump shot from 27 ft,,40,45
2,6:15.0,Offensive rebound by J. Bolden,,40,45
2,6:12.0,B. Simmons misses 2-pt layup from 3 ft,,40,45
2,6:10.0,Offensive rebound by W. Chandler,,40,45
2,5:58.0,J. Bolden makes 2-pt layup from 4 ft (assist by J. Redick),,42,45
2,5:42.0,,Q. Cook misses 3-pt jump shot from 23 ft,42,45
2,5:40.0,Defensive rebound by J. Bolden,,42,45
2,5:33.0,B. Simmons makes 2-pt layup from 2 ft,,44,45
2,5:33.0,Shooting foul by K. Looney (drawn by B. Simmons),,44,45
2,5:33.0,,K. Durant enters the game for Q. Cook,44,45
2,5:33.0,,A. Iguodala enters the game for D. Green,44,45
2,5:33.0,B. Simmons makes free throw 1 of 1,,45,45
2,5:13.0,,K. Looney makes 2-pt dunk from 2 ft (assist by S. Curry),45,47
2,4:55.0,J. Redick misses 2-pt jump shot from 22 ft,,45,47
2,4:53.0,,Defensive rebound by A. McKinnie,45,47
2,4:48.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by K. Durant),45,50
2,4:30.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by J. Redick),,47,50
2,4:13.0,,K. Durant makes 2-pt jump shot from 18 ft,47,52
2,4:12.0,Philadelphia full timeout,,47,52
2,4:12.0,J. Butler enters the game for J. Bolden,,47,52
2,4:12.0,J. Embiid enters the game for T. McConnell,,47,52
2,3:55.0,Shooting foul by S. Curry (drawn by J. Embiid),,47,52
2,3:55.0,J. Embiid makes free throw 1 of 2,,48,52
2,3:55.0,,D. Green enters the game for A. McKinnie,48,52
2,3:55.0,J. Embiid makes free throw 2 of 2,,49,52
2,3:38.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),49,55
2,3:10.0,J. Embiid makes 2-pt hook shot from 6 ft,,51,55
2,3:02.0,,S. Curry misses 3-pt jump shot from 29 ft,51,55
2,3:01.0,Defensive rebound by Team,,51,55
2,2:40.0,Turnover by J. Embiid (lost ball; steal by A. Iguodala),,51,55
2,2:35.0,,Turnover by S. Curry (bad pass; steal by W. Chandler),51,55
2,2:29.0,W. Chandler misses 3-pt jump shot from 26 ft,,51,55
2,2:27.0,,Defensive rebound by S. Curry,51,55
2,2:24.0,,Turnover by S. Curry (bad pass; steal by B. Simmons),51,55
2,2:20.0,J. Butler misses 3-pt jump shot from 23 ft,,51,55
2,2:18.0,Offensive rebound by B. Simmons,,51,55
2,2:11.0,J. Redick misses 3-pt jump shot from 24 ft,,51,55
2,2:09.0,,Defensive rebound by D. Green,51,55
2,1:52.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),51,58
2,1:33.0,J. Embiid misses 2-pt jump shot from 10 ft (block by D. Green),,51,58
2,1:32.0,Offensive rebound by J. Embiid,,51,58
2,1:28.0,J. Embiid misses 2-pt layup from 4 ft (block by K. Looney),,51,58
2,1:27.0,,Defensive rebound by S. Curry,51,58
2,1:22.0,,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),51,60
2,0:57.0,J. Embiid misses 2-pt jump shot from 16 ft,,51,60
2,0:55.0,,Defensive rebound by D. Green,51,60
2,0:48.0,,Personal foul by W. Chandler (drawn by K. Durant),51,60
2,0:43.0,,K. Durant misses 3-pt jump shot from 28 ft,51,60
2,0:41.0,Defensive rebound by J. Embiid,,51,60
2,0:31.0,Turnover by J. Redick (traveling),,51,60
2,0:13.0,,A. Iguodala misses 3-pt jump shot from 25 ft,51,60
2,0:11.0,,Offensive rebound by K. Looney,51,60
2,0:09.0,,K. Looney misses 2-pt jump shot from 5 ft,51,60
2,0:08.0,Defensive rebound by J. Embiid,,51,60
2,0:03.0,J. Embiid makes 2-pt dunk from 2 ft (assist by B. Simmons),,53,60
2,0:00.0,,S. Curry misses 3-pt jump shot from 65 ft,53,60
2,0:00.0,,Offensive rebound by Team,53,60
3,11:49.0,,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),53,62
3,11:34.0,J. Butler makes 2-pt jump shot from 22 ft (assist by J. Embiid),,55,62
3,11:14.0,,Personal foul by J. Butler (drawn by D. Cousins),55,62
3,11:00.0,,S. Curry misses 2-pt layup from 3 ft,55,62
3,10:59.0,,Offensive rebound by A. McKinnie,55,62
3,10:55.0,,A. McKinnie makes 2-pt layup at rim,55,64
3,10:51.0,J. Redick makes 3-pt jump shot from 29 ft (assist by J. Embiid),,58,64
3,10:41.0,,S. Curry makes 3-pt jump shot from 27 ft,58,67
3,10:19.0,Shooting foul by D. Cousins (drawn by J. Embiid),,58,67
3,10:19.0,J. Embiid makes free throw 1 of 2,,59,67
3,10:19.0,J. Embiid misses free throw 2 of 2,,59,67
3,10:17.0,,Defensive rebound by D. Cousins,59,67
3,10:06.0,,K. Durant makes 2-pt jump shot from 17 ft,59,69
3,9:54.0,Turnover by J. Redick (bad pass; steal by D. Green),,59,69
3,9:51.0,,Turnover by D. Green (lost ball; steal by J. Embiid),59,69
3,9:49.0,Shooting foul by D. Cousins (drawn by J. Embiid),,59,69
3,9:49.0,J. Embiid makes free throw 1 of 2,,60,69
3,9:49.0,J. Embiid makes free throw 2 of 2,,61,69
3,9:37.0,,S. Curry misses 3-pt jump shot from 26 ft,61,69
3,9:33.0,Defensive rebound by J. Embiid,,61,69
3,9:28.0,J. Embiid misses 3-pt jump shot from 27 ft,,61,69
3,9:23.0,,Defensive rebound by D. Cousins,61,69
3,9:15.0,,Turnover by D. Cousins (out of bounds lost ball),61,69
3,9:04.0,J. Butler misses 3-pt jump shot from 27 ft,,61,69
3,9:01.0,Offensive rebound by J. Redick,,61,69
3,8:55.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),,63,69
3,8:40.0,,D. Cousins misses 2-pt hook shot from 6 ft,63,69
3,8:39.0,Defensive rebound by J. Butler,,63,69
3,8:38.0,Turnover by J. Butler (lost ball; steal by D. Cousins),,63,69
3,8:36.0,,Personal foul by J. Butler (drawn by D. Cousins),63,69
3,8:23.0,,K. Durant misses 3-pt jump shot from 26 ft,63,69
3,8:20.0,Defensive rebound by J. Butler,,63,69
3,8:15.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by B. Simmons),,66,69
3,8:15.0,,Golden State full timeout,66,69
3,8:15.0,M. Muscala enters the game for W. Chandler,,66,69
3,7:51.0,,K. Durant misses 3-pt jump shot from 27 ft,66,69
3,7:48.0,Defensive rebound by M. Muscala,,66,69
3,7:32.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by J. Butler),,69,69
3,7:14.0,,D. Cousins makes 2-pt hook shot from 2 ft (assist by D. Green),69,71
3,6:56.0,J. Embiid makes 2-pt hook shot from 7 ft,,71,71
3,6:45.0,,Personal foul by M. Muscala (drawn by D. Cousins),71,71
3,6:37.0,,D. Cousins misses 3-pt jump shot from 26 ft,71,71
3,6:35.0,Defensive rebound by Team,,71,71
3,6:11.0,J. Embiid misses 2-pt jump shot from 10 ft (block by D. Cousins),,71,71
3,6:06.0,Offensive rebound by J. Embiid,,71,71
3,6:03.0,J. Embiid misses 2-pt jump shot from 18 ft,,71,71
3,5:59.0,Offensive rebound by B. Simmons,,71,71
3,5:59.0,B. Simmons makes 2-pt dunk from 1 ft,,73,71
3,5:58.0,,S. Curry makes 2-pt layup from 2 ft,73,73
3,5:51.0,J. Embiid misses 3-pt jump shot from 27 ft,,73,73
3,5:47.0,,Defensive rebound by K. Durant,73,73
3,5:46.0,,K. Durant misses 2-pt jump shot from 18 ft,73,73
3,5:40.0,Defensive rebound by J. Embiid,,73,73
3,5:37.0,Personal foul by A. McKinnie (drawn by J. Redick),,73,73
3,5:37.0,J. Bolden enters the game for J. Embiid,,73,73
3,5:37.0,T. McConnell enters the game for M. Muscala,,73,73
3,5:37.0,L. Shamet enters the game for J. Redick,,73,73
3,5:37.0,,A. Iguodala enters the game for D. Cousins,73,73
3,5:37.0,,K. Looney enters the game for D. Green,73,73
3,5:21.0,J. Bolden makes 3-pt jump shot from 27 ft (assist by J. Butler),,76,73
3,5:07.0,,K. Durant makes 2-pt jump shot from 9 ft (assist by S. Curry),76,75
3,4:56.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by J. Bolden),,79,75
3,4:47.0,,Shooting foul by J. Bolden (drawn by S. Curry),79,75
3,4:47.0,,S. Curry makes free throw 1 of 2,79,76
3,4:47.0,,S. Curry makes free throw 2 of 2,79,77
3,4:32.0,B. Simmons makes 2-pt jump shot from 4 ft (assist by L. Shamet),,81,77
3,4:18.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),81,80
3,4:09.0,B. Simmons misses 2-pt jump shot from 12 ft,,81,80
3,4:08.0,,Defensive rebound by A. McKinnie,81,80
3,4:01.0,,K. Durant misses 3-pt jump shot from 27 ft,81,80
3,3:59.0,Defensive rebound by B. Simmons,,81,80
3,3:50.0,B. Simmons makes 2-pt hook shot from 7 ft,,83,80
3,3:37.0,,K. Durant misses 2-pt layup from 3 ft (block by J. Bolden),83,80
3,3:36.0,,Offensive rebound by Team,83,80
3,3:36.0,,S. Livingston enters the game for A. McKinnie,83,80
3,3:29.0,,S. Curry misses 3-pt jump shot from 29 ft,83,80
3,3:27.0,Defensive rebound by J. Bolden,,83,80
3,3:20.0,T. McConnell makes 2-pt jump shot from 11 ft (assist by J. Butler),,85,80
3,3:11.0,,Turnover by S. Curry (bad pass; steal by J. Bolden),85,80
3,3:05.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,87,80
3,3:05.0,,Golden State full timeout,87,80
3,3:05.0,C. Brewer enters the game for J. Bolden,,87,80
3,3:05.0,J. Embiid enters the game for J. Butler,,87,80
3,3:05.0,J. Redick enters the game for L. Shamet,,87,80
3,3:05.0,,Q. Cook enters the game for S. Curry,87,80
3,2:52.0,,K. Looney makes 2-pt dunk from 2 ft (assist by A. Iguodala),87,82
3,2:40.0,B. Simmons misses 2-pt jump shot from 13 ft,,87,82
3,2:38.0,Offensive rebound by Team,,87,82
3,2:38.0,,Loose ball foul by K. Durant (drawn by J. Embiid),87,82
3,2:23.0,J. Embiid misses 2-pt jump shot from 17 ft,,87,82
3,2:20.0,,Defensive rebound by A. Iguodala,87,82
3,1:59.0,,Turnover by A. Iguodala (traveling),87,82
3,1:45.0,J. Embiid misses 2-pt layup from 5 ft (block by K. Looney),,87,82
3,1:42.0,Offensive rebound by J. Embiid,,87,82
3,1:40.0,J. Embiid makes 2-pt layup from 3 ft,,89,82
3,1:24.0,,Shooting foul by B. Simmons (drawn by K. Looney),89,82
3,1:24.0,,K. Looney misses free throw 1 of 2,89,82
3,1:24.0,,Offensive rebound by Team,89,82
3,1:24.0,,K. Looney makes free throw 2 of 2,89,83
3,1:08.0,C. Brewer makes 2-pt jump shot from 9 ft (assist by J. Embiid),,91,83
3,1:07.0,,Personal foul by J. Embiid (drawn by K. Looney),91,83
3,1:07.0,,K. Looney makes free throw 1 of 2,91,84
3,1:07.0,,K. Looney misses free throw 2 of 2,91,84
3,1:05.0,Defensive rebound by J. Embiid,,91,84
3,0:48.0,J. Embiid makes 2-pt layup from 3 ft,,93,84
3,0:38.0,,K. Durant misses 2-pt layup from 3 ft,93,84
3,0:34.0,Defensive rebound by J. Redick,,93,84
3,0:31.0,T. McConnell misses 2-pt jump shot from 8 ft,,93,84
3,0:25.0,Offensive rebound by J. Embiid,,93,84
3,0:24.0,J. Embiid makes 2-pt layup from 2 ft,,95,84
3,0:09.0,,A. Iguodala misses 3-pt jump shot from 25 ft,95,84
3,0:06.0,,Offensive rebound by K. Durant,95,84
3,0:06.0,,Shooting foul by C. Brewer (drawn by K. Durant),95,84
3,0:06.0,,K. Durant makes free throw 1 of 2,95,85
3,0:06.0,,A. McKinnie enters the game for Q. Cook,95,85
3,0:06.0,,K. Durant makes free throw 2 of 2,95,86
3,0:06.0,L. Shamet enters the game for T. McConnell,,95,86
3,0:02.0,Turnover by B. Simmons (lost ball; steal by K. Durant),,95,86
3,0:00.0,,K. Looney misses 3-pt jump shot from 64 ft,95,86
3,0:00.0,,Offensive rebound by Team,95,86
4,11:49.0,J. Butler misses 2-pt jump shot from 21 ft (block by S. Livingston),,95,86
4,11:48.0,Offensive rebound by Team,,95,86
4,11:40.0,J. Embiid misses 2-pt jump shot from 18 ft,,95,86
4,11:39.0,,Defensive rebound by D. Green,95,86
4,11:16.0,,D. Green misses 3-pt jump shot from 28 ft,95,86
4,11:14.0,Defensive rebound by J. Butler,,95,86
4,10:53.0,J. Embiid misses 2-pt jump shot from 19 ft,,95,86
4,10:52.0,,Defensive rebound by D. Green,95,86
4,10:39.0,,Shooting foul by J. Embiid (drawn by D. Cousins),95,86
4,10:39.0,,D. Cousins misses free throw 1 of 2,95,86
4,10:39.0,,Offensive rebound by Team,95,86
4,10:39.0,J. Bolden enters the game for J. Embiid,,95,86
4,10:39.0,,D. Cousins makes free throw 2 of 2,95,87
4,10:22.0,J. Redick makes 2-pt jump shot from 16 ft (assist by M. Muscala),,97,87
4,10:03.0,,S. Curry misses 3-pt jump shot from 26 ft,97,87
4,10:01.0,Defensive rebound by J. Butler,,97,87
4,9:56.0,J. Bolden misses 3-pt jump shot from 27 ft,,97,87
4,9:54.0,,Defensive rebound by D. Cousins,97,87
4,9:44.0,,S. Curry misses 2-pt jump shot from 8 ft,97,87
4,9:42.0,,Offensive rebound by S. Livingston,97,87
4,9:42.0,,S. Livingston makes 2-pt dunk at rim,97,89
4,9:32.0,Turnover by T. McConnell (lost ball; steal by D. Green),,97,89
4,9:21.0,,Turnover by D. Cousins (bad pass; steal by J. Butler),97,89
4,9:21.0,B. Simmons enters the game for T. McConnell,,97,89
4,9:02.0,J. Redick misses 3-pt jump shot from 23 ft,,97,89
4,9:00.0,Offensive rebound by M. Muscala,,97,89
4,8:54.0,J. Bolden misses 2-pt jump shot from 11 ft,,97,89
4,8:53.0,,Defensive rebound by D. Cousins,97,89
4,8:45.0,,Turnover by S. Curry (traveling),97,89
4,8:45.0,Philadelphia full timeout,,97,89
4,8:45.0,,A. McKinnie enters the game for S. Livingston,97,89
4,8:28.0,J. Redick misses 3-pt jump shot from 28 ft,,97,89
4,8:26.0,,Defensive rebound by A. Iguodala,97,89
4,8:22.0,,Turnover by A. Iguodala (bad pass),97,89
4,7:59.0,Shooting foul by D. Green (drawn by B. Simmons),,97,89
4,7:59.0,B. Simmons misses free throw 1 of 2,,97,89
4,7:59.0,Offensive rebound by Team,,97,89
4,7:59.0,,K. Durant enters the game for D. Cousins,97,89
4,7:59.0,,K. Looney enters the game for A. Iguodala,97,89
4,7:59.0,B. Simmons misses free throw 2 of 2,,97,89
4,7:58.0,,Defensive rebound by K. Looney,97,89
4,7:40.0,,K. Durant misses 2-pt layup from 4 ft,97,89
4,7:39.0,Defensive rebound by J. Bolden,,97,89
4,7:23.0,J. Butler makes 2-pt jump shot from 15 ft (assist by B. Simmons),,99,89
4,7:23.0,Shooting foul by D. Green (drawn by J. Butler),,99,89
4,7:23.0,L. Shamet enters the game for J. Redick,,99,89
4,7:23.0,J. Butler makes free throw 1 of 1,,100,89
4,7:10.0,,K. Looney makes 2-pt dunk from 2 ft (assist by D. Green),100,91
4,6:42.0,M. Muscala misses 2-pt jump shot from 14 ft,,100,91
4,6:41.0,Offensive rebound by J. Butler,,100,91
4,6:38.0,M. Muscala misses 3-pt jump shot from 28 ft,,100,91
4,6:36.0,,Defensive rebound by K. Looney,100,91
4,6:30.0,,S. Curry misses 3-pt jump shot from 26 ft,100,91
4,6:27.0,Defensive rebound by Team,,100,91
4,6:27.0,J. Embiid enters the game for J. Bolden,,100,91
4,6:07.0,J. Butler misses 3-pt jump shot from 24 ft,,100,91
4,6:05.0,Offensive rebound by Team,,100,91
4,6:05.0,,Loose ball foul by K. Looney (drawn by J. Embiid),100,91
4,6:00.0,J. Embiid misses 3-pt jump shot from 26 ft,,100,91
4,5:58.0,,Defensive rebound by D. Green,100,91
4,5:46.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by D. Green),100,93
4,5:45.0,Philadelphia full timeout,,100,93
4,5:24.0,L. Shamet misses 3-pt jump shot from 23 ft,,100,93
4,5:22.0,Offensive rebound by B. Simmons,,100,93
4,5:11.0,J. Embiid makes 2-pt layup from 6 ft,,102,93
4,4:58.0,,Personal foul by M. Muscala (drawn by K. Looney),102,93
4,4:58.0,J. Redick enters the game for L. Shamet,,102,93
4,4:52.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by D. Green),102,96
