QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
4,6:57.0,B. Griffin makes free throw 2 of 2,,101,107
4,6:42.0,,J. Grant misses 3-pt jump shot from 22 ft,101,107
4,6:40.0,,Offensive rebound by S. Adams,101,107
4,6:38.0,,R. Westbrook makes 3-pt jump shot from 23 ft (assist by D. Schröder),101,110
4,6:20.0,W. Ellington misses 3-pt jump shot from 26 ft,,101,110
4,6:16.0,,Defensive rebound by D. Schröder,101,110
4,6:14.0,,Personal foul by R. Jackson (drawn by R. Westbrook),101,110
4,6:04.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),101,113
4,5:45.0,B. Griffin misses 2-pt layup from 1 ft,,101,113
4,5:44.0,,Defensive rebound by Team,101,113
4,5:30.0,,D. Schröder misses 2-pt jump shot from 14 ft,101,113
4,5:27.0,Defensive rebound by A. Drummond,,101,113
4,5:11.0,B. Griffin misses 2-pt jump shot from 6 ft,,101,113
4,5:08.0,,Defensive rebound by S. Adams,101,113
4,5:07.0,,J. Grant makes 2-pt dunk from 1 ft (assist by D. Schröder),101,115
4,5:07.0,Detroit full timeout,,101,115
4,4:52.0,W. Ellington misses 3-pt jump shot from 25 ft,,101,115
4,4:49.0,,Defensive rebound by S. Adams,101,115
4,4:45.0,,Turnover by R. Westbrook (lost ball; steal by B. Griffin),101,115
4,4:41.0,R. Jackson makes 2-pt dunk from 1 ft (assist by B. Griffin),,103,115
4,4:19.0,,J. Grant misses 2-pt jump shot from 19 ft,103,115
4,4:16.0,,Offensive rebound by S. Adams,103,115
4,4:13.0,,D. Schröder misses 3-pt jump shot from 25 ft,103,115
4,4:11.0,Defensive rebound by B. Griffin,,103,115
4,4:05.0,L. Galloway misses 3-pt jump shot from 25 ft,,103,115
4,4:02.0,,Defensive rebound by S. Adams,103,115
4,3:50.0,,J. Grant misses 2-pt layup from 4 ft (block by A. Drummond),103,115
4,3:45.0,,Offensive rebound by S. Adams,103,115
4,3:45.0,,S. Adams misses 2-pt dunk from 1 ft,103,115
4,3:45.0,,Offensive rebound by T. Ferguson,103,115
4,3:42.0,,R. Westbrook misses 3-pt jump shot from 25 ft,103,115
4,3:39.0,Defensive rebound by W. Ellington,,103,115
4,3:35.0,R. Jackson misses 3-pt jump shot from 25 ft,,103,115
4,3:35.0,,Defensive rebound by R. Westbrook,103,115
4,3:28.0,,R. Westbrook makes 2-pt layup from 2 ft,103,117
4,3:13.0,W. Ellington makes 3-pt jump shot from 25 ft,,106,117
4,3:01.0,,Personal foul by L. Galloway (drawn by R. Westbrook),106,117
4,2:53.0,,R. Westbrook misses 2-pt jump shot from 15 ft,106,117
4,2:53.0,Defensive rebound by R. Jackson,,106,117
4,2:53.0,Personal foul by R. Westbrook (drawn by L. Galloway),,106,117
4,2:53.0,L. Galloway makes free throw 1 of 2,,107,117
4,2:53.0,,P. George enters the game for T. Ferguson,107,117
4,2:53.0,L. Galloway makes free throw 2 of 2,,108,117
4,2:42.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),108,120
4,2:23.0,B. Griffin misses 3-pt jump shot from 25 ft,,108,120
4,2:20.0,,Defensive rebound by D. Schröder,108,120
4,2:15.0,,Personal foul by R. Jackson (drawn by R. Westbrook),108,120
4,2:15.0,,R. Westbrook misses free throw 1 of 2,108,120
4,2:15.0,,Offensive rebound by Team,108,120
4,2:15.0,T. Maker enters the game for B. Griffin,,108,120
4,2:15.0,,R. Westbrook misses free throw 2 of 2,108,120
4,2:09.0,,S. Adams makes 2-pt layup from 1 ft,108,122
4,2:09.0,,Offensive rebound by S. Adams,108,122
4,1:55.0,W. Ellington misses 3-pt jump shot from 23 ft,,108,122
4,1:53.0,,Defensive rebound by S. Adams,108,122
4,1:50.0,,Turnover by J. Grant (out of bounds lost ball),108,122
4,1:38.0,A. Drummond makes 2-pt dunk from 1 ft (assist by W. Ellington),,110,122
4,1:18.0,,Personal foul by L. Galloway (drawn by J. Grant),110,122
4,1:18.0,,J. Grant misses free throw 1 of 2,110,122
4,1:18.0,,Offensive rebound by Team,110,122
4,1:18.0,Z. Pachulia enters the game for A. Drummond,,110,122
4,1:18.0,G. Robinson enters the game for W. Ellington,,110,122
4,1:18.0,I. Smith enters the game for L. Galloway,,110,122
4,1:18.0,K. Thomas enters the game for R. Jackson,,110,122
4,1:18.0,,T. Ferguson enters the game for S. Adams,110,122
4,1:18.0,,A. Nader enters the game for P. George,110,122
4,1:18.0,,N. Noel enters the game for R. Westbrook,110,122
4,1:18.0,,J. Grant misses free throw 2 of 2,110,122
4,1:15.0,Defensive rebound by I. Smith,,110,122
4,0:53.0,K. Thomas misses 2-pt jump shot from 17 ft,,110,122
4,0:49.0,,Defensive rebound by J. Grant,110,122
4,0:47.0,,Turnover by N. Noel (bad pass; steal by T. Maker),110,122
4,0:45.0,Offensive foul by T. Maker (drawn by D. Schröder),,110,122
4,0:45.0,Turnover by T. Maker (offensive foul),,110,122
4,0:45.0,,D. Burton enters the game for J. Grant,110,122
4,0:45.0,,H. Diallo enters the game for D. Schröder,110,122
4,0:38.0,,Shooting foul by T. Maker (drawn by D. Burton),110,122
4,0:38.0,,D. Burton misses free throw 1 of 2,110,122
4,0:38.0,,Offensive rebound by Team,110,122
4,0:38.0,,D. Burton makes free throw 2 of 2,110,123
4,0:20.0,Turnover by Z. Pachulia (lost ball; steal by H. Diallo),,110,123
