QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
1,5:14.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft (assist by A. Crabbe),,20,15
1,4:55.0,,E. Freedom misses 2-pt jump shot from 21 ft,20,15
1,4:52.0,Defensive rebound by J. Allen,,20,15
1,4:46.0,Shooting foul by T. Hardaway (drawn by J. Allen),,20,15
1,4:46.0,S. Dinwiddie enters the game for D. Russell,,20,15
1,4:46.0,J. Allen makes free throw 1 of 2,,21,15
1,4:46.0,J. Allen makes free throw 2 of 2,,22,15
1,4:35.0,,D. Dotson misses 3-pt jump shot from 25 ft,22,15
1,4:31.0,Defensive rebound by R. Hollis-Jefferson,,22,15
1,4:22.0,A. Crabbe misses 3-pt jump shot from 30 ft,,22,15
1,4:19.0,,Defensive rebound by M. Hezonja,22,15
1,4:11.0,,M. Hezonja misses 2-pt layup from 5 ft,22,15
1,4:05.0,,Offensive rebound by E. Freedom,22,15
1,4:04.0,,Offensive rebound by E. Freedom,22,15
1,4:05.0,,E. Freedom misses 2-pt layup at rim,22,15
1,4:04.0,,E. Freedom makes 2-pt layup at rim,22,17
1,3:46.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,24,17
1,3:18.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,24,17
1,3:14.0,Defensive rebound by R. Hollis-Jefferson,,24,17
1,3:08.0,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,,24,17
1,3:02.0,,Defensive rebound by D. Dotson,24,17
1,3:00.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by T. Hardaway),24,20
1,2:35.0,C. LeVert misses 3-pt jump shot from 27 ft,,24,20
1,2:32.0,Offensive rebound by R. Hollis-Jefferson,,24,20
1,2:30.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,24,20
1,2:28.0,,Defensive rebound by E. Freedom,24,20
1,2:13.0,,E. Freedom makes 2-pt layup from 2 ft (assist by F. Ntilikina),24,22
1,1:50.0,J. Allen misses 2-pt hook shot from 9 ft,,24,22
1,1:47.0,,Defensive rebound by E. Freedom,24,22
1,1:31.0,,D. Dotson misses 2-pt jump shot from 22 ft,24,22
1,1:29.0,Defensive rebound by J. Allen,,24,22
1,1:16.0,J. Allen misses 2-pt layup from 1 ft,,24,22
1,1:16.0,,Defensive rebound by Team,24,22
1,1:16.0,E. Davis enters the game for J. Allen,,24,22
1,1:16.0,S. Napier enters the game for C. LeVert,,24,22
1,1:16.0,,T. Burke enters the game for D. Dotson,24,22
1,1:16.0,,L. Thomas enters the game for T. Hardaway,24,22
1,1:16.0,,A. Trier enters the game for F. Ntilikina,24,22
1,1:00.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Freedom),24,24
1,0:42.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,26,24
1,0:26.0,,M. Hezonja misses 2-pt jump shot from 19 ft,26,24
1,0:23.0,,Offensive rebound by L. Thomas,26,24
1,0:23.0,,L. Thomas makes 2-pt layup from 1 ft,26,26
1,0:02.0,A. Crabbe misses 3-pt jump shot from 27 ft,,26,26
1,0:02.0,,Defensive rebound by E. Freedom,26,26
2,11:44.0,,L. Thomas misses 2-pt layup from 5 ft,26,26
2,11:43.0,,Offensive rebound by Team,26,26
2,11:43.0,,Personal foul by E. Davis (drawn by E. Freedom),26,26
2,11:28.0,,E. Freedom misses 2-pt layup from 8 ft (block by S. Dinwiddie),26,26
2,11:28.0,,Offensive rebound by Team,26,26
2,11:28.0,,Turnover by Team (shot clock),26,26
2,11:15.0,Shooting foul by L. Thomas (drawn by E. Davis),,26,26
2,11:15.0,E. Davis makes free throw 1 of 2,,27,26
2,11:15.0,E. Davis misses free throw 2 of 2,,27,26
2,11:11.0,,Defensive rebound by M. Hezonja,27,26
2,10:59.0,,A. Trier makes 2-pt jump shot from 18 ft (assist by E. Freedom),27,28
2,10:33.0,S. Napier makes 3-pt jump shot from 27 ft,,30,28
2,10:04.0,,Turnover by L. Thomas (bad pass; steal by S. Napier),30,28
2,9:53.0,S. Dinwiddie misses 3-pt jump shot from 22 ft,,30,28
2,9:51.0,,Defensive rebound by A. Trier,30,28
2,9:50.0,,Shooting foul by S. Napier (drawn by A. Trier),30,28
2,9:50.0,,A. Trier makes free throw 1 of 2,30,29
2,9:50.0,,A. Trier makes free throw 2 of 2,30,30
2,9:35.0,J. Harris misses 2-pt layup from 3 ft,,30,30
2,9:33.0,Offensive rebound by E. Davis,,30,30
2,9:22.0,S. Napier makes 2-pt layup from 2 ft,,32,30
2,9:12.0,,E. Freedom misses 2-pt layup from 1 ft,32,30
2,9:12.0,,Offensive rebound by E. Freedom,32,30
2,9:09.0,,E. Freedom makes 2-pt layup at rim,32,32
2,9:01.0,A. Crabbe misses 3-pt jump shot from 28 ft,,32,32
2,9:01.0,,Defensive rebound by Team,32,32
2,8:48.0,,E. Freedom misses 2-pt jump shot from 4 ft,32,32
2,8:47.0,Defensive rebound by E. Davis,,32,32
2,8:42.0,Personal foul by L. Thomas (drawn by J. Harris),,32,32
2,8:42.0,J. Dudley enters the game for A. Crabbe,,32,32
2,8:33.0,,Violation by Team (kicked ball),32,32
2,8:26.0,J. Dudley misses 3-pt jump shot from 24 ft,,32,32
2,8:21.0,,Defensive rebound by A. Trier,32,32
2,8:15.0,,A. Trier makes 2-pt jump shot from 18 ft,32,34
2,7:58.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,32,34
2,7:55.0,,Defensive rebound by M. Hezonja,32,34
2,7:49.0,,T. Burke makes 2-pt jump shot from 6 ft (assist by M. Hezonja),32,36
2,7:49.0,Brooklyn full timeout,,32,36
2,7:36.0,Shooting foul by E. Freedom (drawn by E. Davis),,32,36
2,7:36.0,D. Russell enters the game for S. Dinwiddie,,32,36
2,7:36.0,E. Davis makes free throw 1 of 2,,33,36
2,7:36.0,E. Davis misses free throw 2 of 2,,33,36
2,7:34.0,,Defensive rebound by E. Freedom,33,36
2,7:24.0,,Turnover by E. Freedom (bad pass; steal by J. Harris),33,36
2,7:12.0,E. Davis makes 2-pt layup from 3 ft (assist by J. Harris),,35,36
2,7:01.0,,T. Burke misses 2-pt jump shot from 17 ft,35,36
2,7:01.0,,Offensive rebound by Team,35,36
2,7:01.0,,Personal foul by E. Davis (drawn by E. Freedom),35,36
2,7:01.0,,T. Hardaway enters the game for T. Burke,35,36
2,7:01.0,,F. Ntilikina enters the game for L. Thomas,35,36
2,6:45.0,,A. Trier misses 2-pt dunk from 1 ft,35,36
2,6:45.0,Defensive rebound by E. Davis,,35,36
2,6:45.0,Technical foul by D. Fizdale,,35,36
2,6:45.0,D. Russell makes technical free throw,,36,36
2,6:21.0,J. Harris makes 2-pt jump shot from 13 ft (assist by S. Napier),,38,36
2,6:07.0,,M. Hezonja makes 2-pt layup from 4 ft,38,38
2,5:55.0,S. Napier misses 2-pt layup from 3 ft,,38,38
2,5:54.0,,Defensive rebound by Team,38,38
2,5:54.0,Violation by Team (kicked ball),,38,38
2,5:54.0,C. LeVert enters the game for S. Napier,,38,38
2,5:42.0,,M. Hezonja misses 2-pt jump shot from 5 ft,38,38
2,5:42.0,,Offensive rebound by Team,38,38
2,5:42.0,Loose ball foul by J. Dudley (drawn by E. Freedom),,38,38
2,5:37.0,,Turnover by E. Freedom (bad pass),38,38
2,5:29.0,C. LeVert misses 3-pt jump shot from 26 ft,,38,38
2,5:27.0,Offensive rebound by E. Davis,,38,38
2,5:13.0,E. Davis misses 2-pt layup from 4 ft (block by F. Ntilikina),,38,38
2,5:13.0,,Defensive rebound by F. Ntilikina,38,38
2,5:13.0,,Personal foul by J. Harris (drawn by F. Ntilikina),38,38
2,5:13.0,J. Allen enters the game for E. Davis,,38,38
2,5:13.0,R. Hollis-Jefferson enters the game for J. Dudley,,38,38
2,5:13.0,,D. Dotson enters the game for M. Hezonja,38,38
2,5:13.0,,N. Vonleh enters the game for A. Trier,38,38
2,5:13.0,,F. Ntilikina makes free throw 1 of 2,38,39
2,5:13.0,,F. Ntilikina makes free throw 2 of 2,38,40
2,5:06.0,Personal foul by F. Ntilikina (drawn by C. LeVert),,38,40
2,4:58.0,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,,38,40
2,4:55.0,,Defensive rebound by E. Freedom,38,40
2,4:46.0,,D. Dotson misses 3-pt jump shot from 22 ft,38,40
2,4:43.0,,Offensive rebound by E. Freedom,38,40
2,4:41.0,,E. Freedom makes 2-pt layup from 2 ft,38,42
2,4:27.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Allen),,40,42
2,4:09.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,40,42
2,4:07.0,,Offensive rebound by E. Freedom,40,42
2,4:07.0,,E. Freedom makes 2-pt layup from 1 ft,40,44
2,3:47.0,J. Allen misses 3-pt jump shot from 23 ft,,40,44
2,3:44.0,,Defensive rebound by F. Ntilikina,40,44
2,3:24.0,,E. Freedom misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),40,44
2,3:22.0,,Offensive rebound by Team,40,44
2,3:22.0,,Turnover by Team (shot clock),40,44
2,3:09.0,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by D. Russell),,42,44
2,2:57.0,,Shooting foul by R. Hollis-Jefferson (drawn by T. Hardaway),42,44
2,2:57.0,,New York full timeout,42,44
2,2:57.0,S. Dinwiddie enters the game for J. Harris,,42,44
2,2:57.0,,T. Hardaway makes free throw 1 of 2,42,45
2,2:57.0,,T. Hardaway makes free throw 2 of 2,42,46
2,2:44.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,42,46
2,2:44.0,,Defensive rebound by E. Freedom,42,46
2,2:38.0,,T. Hardaway makes 2-pt jump shot from 3 ft,42,48
2,2:27.0,Turnover by C. LeVert (lost ball; steal by E. Freedom),,42,48
2,2:16.0,,T. Hardaway makes 2-pt jump shot from 18 ft,42,50
2,1:49.0,Offensive foul by R. Hollis-Jefferson (drawn by T. Hardaway),,42,50
2,1:49.0,Turnover by R. Hollis-Jefferson (offensive foul),,42,50
2,1:49.0,,New York full timeout,42,50
2,1:49.0,J. Harris enters the game for R. Hollis-Jefferson,,42,50
2,1:49.0,,A. Trier enters the game for T. Hardaway,42,50
2,1:26.0,,Turnover by E. Freedom (bad pass; steal by C. LeVert),42,50
2,1:08.0,C. LeVert misses 2-pt jump shot from 7 ft,,42,50
2,1:08.0,,Defensive rebound by Team,42,50
2,0:50.0,,D. Dotson makes 2-pt jump shot from 20 ft (assist by A. Trier),42,52
2,0:29.0,C. LeVert misses 3-pt jump shot from 26 ft,,42,52
2,0:26.0,,Defensive rebound by E. Freedom,42,52
2,0:26.0,,Turnover by E. Freedom (bad pass),42,52
2,0:26.0,,L. Thomas enters the game for E. Freedom,42,52
2,0:04.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by C. LeVert),,44,52
2,0:00.0,,D. Dotson misses 3-pt jump shot from 36 ft,44,52
2,0:00.0,,Offensive rebound by Team,44,52
3,11:40.0,,D. Dotson makes 2-pt jump shot from 15 ft,44,54
3,11:18.0,J. Harris misses 3-pt jump shot from 24 ft,,44,54
3,11:16.0,,Defensive rebound by T. Hardaway,44,54
3,11:04.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by N. Vonleh),44,56
3,10:49.0,Turnover by C. LeVert (bad pass; steal by M. Robinson),,44,56
3,10:46.0,,M. Robinson makes 2-pt dunk from 1 ft,44,58
3,10:41.0,Brooklyn full timeout,,44,58
3,10:25.0,D. Russell misses 3-pt jump shot from 26 ft,,44,58
3,10:22.0,,Defensive rebound by T. Hardaway,44,58
3,10:14.0,,Personal foul by J. Allen (drawn by N. Vonleh),44,58
3,10:10.0,,F. Ntilikina misses 2-pt layup from 3 ft,44,58
3,10:09.0,,Offensive rebound by M. Robinson,44,58
3,10:09.0,,Shooting foul by J. Allen (drawn by M. Robinson),44,58
3,10:09.0,,M. Robinson makes free throw 1 of 2,44,59
3,10:09.0,,M. Robinson misses free throw 2 of 2,44,59
3,10:07.0,,Offensive rebound by N. Vonleh,44,59
3,10:05.0,,D. Dotson misses 3-pt jump shot from 26 ft,44,59
3,10:00.0,Defensive rebound by C. LeVert,,44,59
3,9:47.0,J. Dudley misses 3-pt jump shot from 24 ft,,44,59
3,9:44.0,,Defensive rebound by T. Hardaway,44,59
3,9:36.0,,Turnover by D. Dotson (bad pass; steal by C. LeVert),44,59
3,9:32.0,Personal foul by M. Robinson (drawn by J. Harris),,44,59
3,9:28.0,Offensive foul by J. Harris (drawn by D. Dotson),,44,59
3,9:28.0,Turnover by J. Harris (offensive foul),,44,59
3,9:08.0,,T. Hardaway makes 2-pt jump shot from 20 ft,44,61
3,8:56.0,Personal foul by D. Dotson (drawn by D. Russell),,44,61
3,8:47.0,Shooting foul by M. Robinson (drawn by J. Allen),,44,61
3,8:47.0,J. Allen makes free throw 1 of 2,,45,61
3,8:47.0,J. Allen misses free throw 2 of 2,,45,61
3,8:44.0,,Defensive rebound by N. Vonleh,45,61
3,8:32.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by M. Robinson),45,64
3,8:12.0,J. Harris misses 2-pt jump shot from 15 ft,,45,64
3,8:10.0,Offensive rebound by J. Allen,,45,64
3,8:09.0,J. Allen misses 2-pt dunk from 1 ft (block by M. Robinson),,45,64
3,8:09.0,,Defensive rebound by M. Robinson,45,64
3,8:04.0,,T. Hardaway misses 3-pt jump shot from 27 ft,45,64
3,8:01.0,,Offensive rebound by D. Dotson,45,64
3,8:00.0,,Offensive foul by D. Dotson (drawn by J. Harris),45,64
3,8:00.0,,Turnover by D. Dotson (offensive foul),45,64
3,7:47.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Dudley),,48,64
3,7:30.0,,F. Ntilikina makes 3-pt jump shot from 27 ft,48,67
3,7:28.0,Brooklyn full timeout,,48,67
3,7:28.0,A. Crabbe enters the game for J. Allen,,48,67
3,7:28.0,R. Hollis-Jefferson enters the game for J. Harris,,48,67
3,7:08.0,C. LeVert misses 2-pt jump shot from 12 ft,,48,67
3,7:02.0,Offensive rebound by R. Hollis-Jefferson,,48,67
3,7:02.0,R. Hollis-Jefferson misses 2-pt layup at rim,,48,67
3,7:01.0,,Defensive rebound by F. Ntilikina,48,67
3,6:57.0,,T. Hardaway misses 2-pt layup at rim (block by R. Hollis-Jefferson),48,67
3,6:55.0,,Offensive rebound by N. Vonleh,48,67
3,6:52.0,,T. Hardaway misses 3-pt jump shot from 23 ft,48,67
3,6:48.0,Defensive rebound by C. LeVert,,48,67
3,6:38.0,Turnover by D. Russell (traveling),,48,67
3,6:18.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by T. Hardaway),48,69
3,6:04.0,A. Crabbe misses 2-pt layup from 2 ft,,48,69
3,6:00.0,R. Hollis-Jefferson makes 2-pt layup at rim,,50,69
3,6:00.0,Offensive rebound by R. Hollis-Jefferson,,50,69
3,5:56.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,50,69
3,5:54.0,,Offensive rebound by F. Ntilikina,50,69
3,5:52.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),50,72
3,5:29.0,D. Russell misses 2-pt jump shot from 18 ft (block by N. Vonleh),,50,72
3,5:27.0,,Defensive rebound by T. Hardaway,50,72
3,5:26.0,,D. Dotson makes 2-pt layup from 2 ft (assist by T. Hardaway),50,74
3,5:26.0,,Shooting foul by C. LeVert (drawn by D. Dotson),50,74
3,5:26.0,Brooklyn full timeout,,50,74
3,5:26.0,S. Dinwiddie enters the game for C. LeVert,,50,74
3,5:26.0,S. Napier enters the game for D. Russell,,50,74
3,5:26.0,,D. Dotson makes free throw 1 of 1,50,75
3,5:10.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Napier),,53,75
3,4:55.0,,Turnover by T. Hardaway (bad pass),53,75
3,4:55.0,,A. Trier enters the game for D. Dotson,53,75
3,4:46.0,Shooting foul by M. Robinson (drawn by A. Crabbe),,53,75
3,4:46.0,,E. Freedom enters the game for M. Robinson,53,75
3,4:46.0,Offensive rebound by Team,,53,75
3,4:46.0,A. Crabbe misses free throw 1 of 2,,53,75
3,4:46.0,A. Crabbe makes free throw 2 of 2,,54,75
3,4:37.0,,Offensive foul by N. Vonleh (drawn by J. Dudley),54,75
3,4:37.0,,Turnover by N. Vonleh (offensive foul),54,75
3,4:18.0,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by J. Dudley),,57,75
3,4:13.0,,New York full timeout,57,75
3,4:13.0,,M. Hezonja enters the game for N. Vonleh,57,75
3,3:56.0,,A. Trier misses 3-pt jump shot from 27 ft,57,75
3,3:53.0,Defensive rebound by A. Crabbe,,57,75
3,3:35.0,S. Napier makes 3-pt jump shot from 25 ft,,60,75
3,3:18.0,,M. Hezonja misses 2-pt jump shot from 8 ft,60,75
3,3:16.0,Defensive rebound by S. Dinwiddie,,60,75
3,3:08.0,Offensive foul by J. Dudley (drawn by F. Ntilikina),,60,75
3,3:08.0,Turnover by J. Dudley (offensive foul),,60,75
3,3:08.0,J. Harris enters the game for J. Dudley,,60,75
3,3:08.0,,T. Burke enters the game for F. Ntilikina,60,75
3,2:47.0,,M. Hezonja misses 3-pt jump shot from 28 ft,60,75
3,2:44.0,Defensive rebound by R. Hollis-Jefferson,,60,75
3,2:33.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,60,75
3,2:30.0,,Defensive rebound by E. Freedom,60,75
3,2:24.0,,T. Hardaway misses 2-pt layup from 4 ft (block by S. Dinwiddie),60,75
3,2:21.0,,Offensive rebound by T. Hardaway,60,75
3,2:16.0,,M. Hezonja makes 3-pt jump shot from 23 ft (assist by T. Hardaway),60,78
3,2:01.0,A. Crabbe makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,62,78
3,1:49.0,,T. Burke misses 2-pt jump shot from 13 ft,62,78
3,1:47.0,,Offensive rebound by E. Freedom,62,78
3,1:45.0,,E. Freedom makes 2-pt layup from 2 ft,62,80
3,1:31.0,J. Harris makes 3-pt jump shot from 23 ft (assist by S. Napier),,65,80
3,1:14.0,,Turnover by E. Freedom (lost ball; steal by R. Hollis-Jefferson),65,80
3,1:10.0,Shooting foul by A. Trier (drawn by S. Dinwiddie),,65,80
3,1:10.0,,L. Thomas enters the game for T. Hardaway,65,80
3,1:10.0,S. Dinwiddie makes free throw 1 of 2,,66,80
3,1:10.0,S. Dinwiddie makes free throw 2 of 2,,67,80
3,0:56.0,,M. Hezonja makes 2-pt layup from 1 ft,67,82
3,0:42.0,A. Crabbe misses 3-pt jump shot from 25 ft,,67,82
3,0:39.0,,Defensive rebound by E. Freedom,67,82
3,0:26.0,,T. Burke makes 3-pt jump shot from 27 ft,67,85
3,0:09.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,67,85
3,0:05.0,,Defensive rebound by M. Hezonja,67,85
3,0:00.0,,M. Hezonja misses 2-pt jump shot from 8 ft,67,85
3,0:00.0,,Offensive rebound by Team,67,85
4,11:46.0,Shooting foul by L. Thomas (drawn by A. Crabbe),,67,85
4,11:46.0,A. Crabbe makes free throw 1 of 3,,68,85
4,11:46.0,A. Crabbe misses free throw 2 of 3,,68,85
4,11:46.0,Offensive rebound by Team,,68,85
4,11:46.0,A. Crabbe makes free throw 3 of 3,,69,85
4,11:33.0,,M. Hezonja makes 2-pt jump shot from 18 ft,69,87
4,11:27.0,Personal foul by M. Hezonja (drawn by J. Harris),,69,87
4,11:21.0,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,,71,87
4,11:12.0,,Offensive foul by E. Freedom (drawn by S. Napier),71,87
4,11:12.0,,Turnover by E. Freedom (offensive foul),71,87
4,11:12.0,E. Davis enters the game for R. Hollis-Jefferson,,71,87
4,10:48.0,E. Davis makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,73,87
4,10:32.0,,Personal foul by A. Crabbe (drawn by M. Hezonja),73,87
4,10:32.0,,T. Hardaway enters the game for L. Thomas,73,87
4,10:26.0,,E. Freedom makes 2-pt layup from 1 ft (assist by T. Hardaway),73,89
4,10:26.0,,Shooting foul by E. Davis (drawn by E. Freedom),73,89
4,10:26.0,C. LeVert enters the game for J. Harris,,73,89
4,10:26.0,,E. Freedom makes free throw 1 of 1,73,90
4,10:14.0,Turnover by S. Napier (traveling),,73,90
4,10:04.0,,Def 3 sec tech foul by Team,73,90
4,10:04.0,D. Russell enters the game for S. Napier,,73,90
4,10:04.0,,T. Hardaway makes technical free throw,73,91
4,9:58.0,,T. Hardaway misses 3-pt jump shot from 27 ft,73,91
4,9:52.0,Defensive rebound by D. Russell,,73,91
4,9:38.0,C. LeVert misses 3-pt jump shot from 25 ft,,73,91
4,9:37.0,,Defensive rebound by Team,73,91
4,9:21.0,,M. Hezonja misses 2-pt jump shot from 23 ft,73,91
4,9:18.0,Defensive rebound by A. Crabbe,,73,91
4,9:11.0,S. Dinwiddie makes 2-pt layup from 1 ft,,75,91
4,9:11.0,Shooting foul by E. Freedom (drawn by S. Dinwiddie),,75,91
4,9:11.0,R. Hollis-Jefferson enters the game for A. Crabbe,,75,91
4,9:11.0,S. Dinwiddie makes free throw 1 of 1,,76,91
4,8:56.0,,Offensive foul by M. Hezonja (drawn by R. Hollis-Jefferson),76,91
4,8:56.0,,Turnover by M. Hezonja (offensive foul),76,91
4,8:56.0,,N. Vonleh enters the game for M. Hezonja,76,91
4,8:47.0,S. Dinwiddie makes 2-pt jump shot from 15 ft,,78,91
4,8:40.0,,Personal foul by S. Dinwiddie (drawn by T. Hardaway),78,91
4,8:32.0,,T. Hardaway makes 2-pt jump shot from 17 ft,78,93
4,8:22.0,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,,80,93
4,8:04.0,,A. Trier makes 2-pt jump shot from 14 ft,80,95
4,7:52.0,C. LeVert misses 3-pt jump shot from 23 ft,,80,95
4,7:46.0,E. Davis misses 2-pt layup at rim,,80,95
4,7:46.0,Offensive rebound by E. Davis,,80,95
4,7:46.0,Offensive rebound by E. Davis,,80,95
4,7:37.0,S. Dinwiddie makes 3-pt jump shot from 28 ft (assist by C. LeVert),,83,95
4,7:24.0,,T. Hardaway misses 2-pt jump shot from 22 ft,83,95
4,7:22.0,,Offensive rebound by A. Trier,83,95
4,7:22.0,,Personal foul by S. Dinwiddie (drawn by A. Trier),83,95
4,7:22.0,,D. Dotson enters the game for T. Burke,83,95
4,7:22.0,,F. Ntilikina enters the game for A. Trier,83,95
4,7:18.0,,Personal foul by C. LeVert (drawn by N. Vonleh),83,95
4,7:18.0,,M. Robinson enters the game for E. Freedom,83,95
4,7:18.0,,N. Vonleh makes free throw 1 of 2,83,96
4,7:18.0,,N. Vonleh makes free throw 2 of 2,83,97
4,7:00.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,,85,97
4,6:52.0,,Personal foul by S. Dinwiddie (drawn by T. Hardaway),85,97
4,6:52.0,,New York full timeout,85,97
4,6:52.0,J. Harris enters the game for E. Davis,,85,97
4,6:52.0,,T. Hardaway misses free throw 1 of 2,85,97
4,6:52.0,,Offensive rebound by Team,85,97
4,6:52.0,,T. Hardaway makes free throw 2 of 2,85,98
4,6:34.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,85,98
4,6:30.0,,Defensive rebound by D. Dotson,85,98
4,6:14.0,,T. Hardaway misses 2-pt layup from 4 ft,85,98
4,6:12.0,Defensive rebound by R. Hollis-Jefferson,,85,98
4,6:06.0,D. Russell misses 3-pt jump shot from 26 ft,,85,98
4,6:04.0,,Defensive rebound by D. Dotson,85,98
4,5:47.0,,F. Ntilikina misses 2-pt jump shot from 21 ft,85,98
4,5:44.0,Defensive rebound by D. Russell,,85,98
4,5:32.0,S. Dinwiddie makes 2-pt dunk at rim,,87,98
