QUARTER,TIME_REMAINING,WASHINGTON_ACTION,INDIANA_ACTION,WASHINGTON_SCORE,INDIANA_SCORE
2,10:48.0,M. Morris misses 2-pt jump shot from 15 ft,,27,31
2,10:46.0,,Defensive rebound by A. Holiday,27,31
2,10:39.0,,A. Holiday misses 2-pt jump shot from 9 ft,27,31
2,10:37.0,Defensive rebound by M. Morris,,27,31
2,10:31.0,S. Dekker misses 2-pt jump shot from 7 ft,,27,31
2,10:31.0,,Defensive rebound by T. Young,27,31
2,10:15.0,,D. McDermott misses 2-pt jump shot from 14 ft,27,31
2,10:12.0,Defensive rebound by R. Baker,,27,31
2,9:53.0,C. Randle misses 2-pt layup from 4 ft (block by D. Sabonis),,27,31
2,9:53.0,Offensive rebound by C. Randle,,27,31
2,9:53.0,Shooting foul by D. Sabonis (drawn by C. Randle),,27,31
2,9:53.0,C. Randle makes free throw 1 of 2,,28,31
2,9:53.0,C. Randle misses free throw 2 of 2,,28,31
2,9:52.0,,Defensive rebound by D. Sabonis,28,31
2,9:39.0,,Personal foul by S. Dekker (drawn by T. Young),28,31
2,9:36.0,,Offensive foul by D. McDermott (drawn by C. Randle),28,31
2,9:36.0,,Turnover by D. McDermott (offensive foul),28,31
2,9:21.0,Turnover by C. Randle (lost ball; steal by C. Joseph),,28,31
2,9:08.0,,C. Joseph misses 3-pt jump shot from 23 ft,28,31
2,9:04.0,,Offensive rebound by T. Young,28,31
2,9:04.0,,T. Young makes 2-pt dunk from 1 ft,28,33
2,8:52.0,Turnover by T. Satoranský (bad pass; steal by T. Young),,28,33
2,8:48.0,,T. Young makes 2-pt dunk at rim,28,35
2,8:48.0,Washington full timeout,,28,35
2,8:48.0,B. Beal enters the game for C. Randle,,28,35
2,8:33.0,M. Morris makes 2-pt hook shot from 6 ft,,30,35
2,8:17.0,,Turnover by A. Holiday (bad pass; steal by T. Satoranský),30,35
2,8:12.0,Turnover by T. Satoranský (bad pass; steal by D. McDermott),,30,35
2,8:06.0,,D. McDermott misses 3-pt jump shot from 27 ft,30,35
2,8:04.0,,Offensive rebound by D. McDermott,30,35
2,7:51.0,,A. Holiday misses 3-pt jump shot from 26 ft,30,35
2,7:47.0,,Offensive rebound by T. Young,30,35
2,7:47.0,,T. Young makes 2-pt layup from 1 ft,30,37
2,7:38.0,B. Beal makes 2-pt jump shot from 14 ft,,32,37
2,7:25.0,,A. Holiday misses 3-pt jump shot from 28 ft,32,37
2,7:22.0,Defensive rebound by M. Morris,,32,37
2,7:20.0,B. Beal misses 2-pt layup from 2 ft (block by A. Holiday),,32,37
2,7:19.0,Offensive rebound by Team,,32,37
2,7:19.0,T. Ariza enters the game for R. Baker,,32,37
2,7:19.0,J. Green enters the game for S. Dekker,,32,37
2,7:19.0,,B. Bogdanović enters the game for D. McDermott,32,37
2,7:19.0,,V. Oladipo enters the game for T. Young,32,37
2,7:17.0,Turnover by T. Ariza (bad pass; steal by A. Holiday),,32,37
2,7:11.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,32,37
2,7:07.0,Defensive rebound by T. Satoranský,,32,37
2,6:58.0,Personal foul by A. Holiday (drawn by B. Beal),,32,37
2,6:58.0,J. Wall enters the game for T. Satoranský,,32,37
2,6:55.0,B. Beal misses 3-pt jump shot from 29 ft,,32,37
2,6:51.0,,Defensive rebound by D. Sabonis,32,37
2,6:45.0,,C. Joseph makes 2-pt layup from 2 ft,32,39
2,6:39.0,Washington full timeout,,32,39
2,6:31.0,Turnover by J. Wall (bad pass; steal by V. Oladipo),,32,39
2,6:27.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),32,41
2,6:13.0,J. Wall misses 2-pt layup from 5 ft (block by D. Sabonis),,32,41
2,6:12.0,Offensive rebound by J. Wall,,32,41
2,6:11.0,Turnover by J. Wall (bad pass; steal by B. Bogdanović),,32,41
2,6:05.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Oladipo),32,44
2,5:47.0,Shooting foul by D. Sabonis (drawn by B. Beal),,32,44
2,5:47.0,B. Beal makes free throw 1 of 2,,33,44
2,5:47.0,,M. Turner enters the game for D. Sabonis,33,44
2,5:47.0,B. Beal makes free throw 2 of 2,,34,44
2,5:37.0,,V. Oladipo makes 2-pt jump shot from 19 ft,34,46
2,5:15.0,M. Morris misses 2-pt layup from 1 ft,,34,46
2,5:13.0,,Defensive rebound by C. Joseph,34,46
2,5:05.0,,A. Holiday misses 2-pt dunk from 1 ft,34,46
2,5:05.0,Defensive rebound by Team,,34,46
2,4:55.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Green),,37,46
2,4:34.0,,C. Joseph misses 2-pt layup from 1 ft,37,46
2,4:31.0,Defensive rebound by B. Beal,,37,46
2,4:27.0,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Ariza),,40,46
2,4:18.0,,Indiana full timeout,40,46
2,4:18.0,,D. Collison enters the game for A. Holiday,40,46
2,4:05.0,,M. Turner misses 2-pt layup from 1 ft,40,46
2,4:04.0,,Offensive rebound by M. Turner,40,46
2,4:04.0,,M. Turner misses 2-pt layup from 1 ft,40,46
2,4:04.0,Defensive rebound by Team,,40,46
2,4:04.0,,T. Young enters the game for C. Joseph,40,46
2,3:47.0,M. Morris misses 3-pt jump shot from 26 ft,,40,46
2,3:43.0,,Defensive rebound by V. Oladipo,40,46
2,3:36.0,,V. Oladipo misses 3-pt jump shot from 26 ft,40,46
2,3:34.0,,Offensive rebound by T. Young,40,46
2,3:34.0,,Personal foul by T. Ariza (drawn by T. Young),40,46
2,3:34.0,T. Bryant enters the game for M. Morris,,40,46
2,3:24.0,,Turnover by B. Bogdanović (bad pass),40,46
2,3:05.0,J. Green misses 3-pt jump shot from 24 ft,,40,46
2,3:03.0,,Defensive rebound by M. Turner,40,46
2,2:40.0,,D. Collison misses 2-pt jump shot from 10 ft,40,46
2,2:38.0,Defensive rebound by T. Bryant,,40,46
2,2:27.0,J. Wall misses 2-pt jump shot from 14 ft,,40,46
2,2:24.0,,Defensive rebound by M. Turner,40,46
2,2:13.0,,M. Turner misses 2-pt jump shot from 15 ft,40,46
2,2:11.0,Defensive rebound by B. Beal,,40,46
2,2:07.0,J. Green makes 2-pt layup from 1 ft (assist by B. Beal),,42,46
2,2:07.0,Shooting foul by M. Turner (drawn by J. Green),,42,46
2,2:07.0,J. Green makes free throw 1 of 1,,43,46
2,1:50.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by M. Turner),43,49
2,1:39.0,B. Beal misses 3-pt jump shot from 24 ft,,43,49
2,1:36.0,,Defensive rebound by V. Oladipo,43,49
2,1:28.0,,V. Oladipo makes 2-pt jump shot from 20 ft,43,51
2,1:10.0,Turnover by J. Green (bad pass),,43,51
2,0:59.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),43,53
2,0:48.0,T. Bryant makes 3-pt jump shot from 27 ft (assist by J. Wall),,46,53
2,0:31.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,46,53
2,0:28.0,Defensive rebound by T. Bryant,,46,53
2,0:06.0,J. Wall misses 3-pt jump shot from 27 ft,,46,53
2,0:03.0,,Defensive rebound by M. Turner,46,53
2,0:00.0,,D. Collison misses 3-pt jump shot from 40 ft,46,53
2,0:00.0,,Offensive rebound by Team,46,53
3,11:45.0,Turnover by T. Ariza (bad pass; steal by M. Turner),,46,53
3,11:29.0,,V. Oladipo misses 2-pt jump shot from 20 ft,46,53
3,11:26.0,Defensive rebound by T. Bryant,,46,53
3,11:18.0,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),,49,53
3,11:02.0,,V. Oladipo misses 3-pt jump shot from 26 ft,49,53
3,11:00.0,Defensive rebound by Team,,49,53
3,10:39.0,J. Green misses 3-pt jump shot from 28 ft,,49,53
3,10:36.0,,Defensive rebound by T. Young,49,53
3,10:24.0,,T. Young makes 2-pt layup from 2 ft,49,55
3,10:07.0,Turnover by T. Bryant (bad pass),,49,55
3,9:49.0,,V. Oladipo misses 2-pt jump shot from 16 ft,49,55
3,9:47.0,Defensive rebound by T. Ariza,,49,55
3,9:41.0,B. Beal misses 3-pt jump shot from 26 ft,,49,55
3,9:37.0,,Defensive rebound by T. Young,49,55
3,9:22.0,,M. Turner misses 2-pt jump shot from 19 ft,49,55
3,9:19.0,Defensive rebound by B. Beal,,49,55
3,9:13.0,T. Ariza misses 3-pt jump shot from 26 ft,,49,55
3,9:10.0,,Defensive rebound by M. Turner,49,55
3,9:06.0,,D. Collison makes 2-pt jump shot from 19 ft,49,57
3,8:49.0,J. Wall misses 3-pt jump shot from 26 ft,,49,57
3,8:46.0,,Defensive rebound by V. Oladipo,49,57
3,8:41.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by D. Collison),49,60
3,8:39.0,Washington full timeout,,49,60
3,8:31.0,Shooting foul by M. Turner (drawn by T. Bryant),,49,60
3,8:31.0,T. Bryant makes free throw 1 of 2,,50,60
3,8:31.0,T. Bryant makes free throw 2 of 2,,51,60
3,8:16.0,,T. Young misses 2-pt layup from 2 ft,51,60
3,8:16.0,,Offensive rebound by M. Turner,51,60
3,8:05.0,,T. Young misses 3-pt jump shot from 26 ft,51,60
3,8:02.0,Defensive rebound by J. Wall,,51,60
3,7:40.0,T. Ariza makes 3-pt jump shot from 27 ft,,54,60
3,7:26.0,,Turnover by M. Turner (out of bounds lost ball),54,60
3,7:12.0,J. Wall misses 2-pt jump shot from 16 ft,,54,60
3,7:08.0,,Defensive rebound by T. Young,54,60
3,6:59.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,54,60
3,6:56.0,,Offensive rebound by M. Turner,54,60
3,6:51.0,,T. Young misses 2-pt layup from 2 ft,54,60
3,6:50.0,,Offensive rebound by T. Young,54,60
3,6:49.0,,T. Young misses 2-pt layup from 2 ft,54,60
3,6:49.0,Defensive rebound by T. Bryant,,54,60
3,6:35.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,56,60
3,6:22.0,,M. Turner makes 2-pt layup from 2 ft (assist by V. Oladipo),56,62
3,6:22.0,,Shooting foul by T. Bryant (drawn by M. Turner),56,62
3,6:22.0,,M. Turner makes free throw 1 of 1,56,63
3,6:05.0,T. Bryant misses 2-pt layup from 2 ft,,56,63
3,6:04.0,,Defensive rebound by M. Turner,56,63
3,5:52.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,56,63
3,5:49.0,,Offensive rebound by M. Turner,56,63
3,5:44.0,,Turnover by V. Oladipo (bad pass; steal by J. Wall),56,63
3,5:39.0,B. Beal misses 2-pt layup from 1 ft,,56,63
3,5:37.0,,Defensive rebound by D. Collison,56,63
3,5:32.0,,D. Collison misses 2-pt layup from 1 ft,56,63
3,5:29.0,,Offensive rebound by M. Turner,56,63
3,5:29.0,,M. Turner makes 2-pt dunk at rim,56,65
3,5:27.0,Turnover by T. Ariza (bad pass; steal by B. Bogdanović),,56,65
3,5:21.0,,Turnover by M. Turner (bad pass; steal by B. Beal),56,65
3,5:15.0,Turnover by J. Green (offensive foul),,56,65
3,5:15.0,Offensive foul by J. Green (drawn by V. Oladipo),,56,65
3,5:03.0,,D. Collison makes 3-pt jump shot from 26 ft,56,68
3,5:01.0,Washington full timeout,,56,68
3,5:01.0,M. Morris enters the game for T. Bryant,,56,68
3,4:47.0,T. Ariza misses 3-pt jump shot from 27 ft,,56,68
3,4:43.0,Offensive rebound by M. Morris,,56,68
3,4:41.0,M. Morris misses 3-pt jump shot from 28 ft,,56,68
3,4:37.0,,Defensive rebound by B. Bogdanović,56,68
3,4:19.0,,M. Turner makes 2-pt jump shot from 14 ft (assist by V. Oladipo),56,70
3,4:05.0,B. Beal misses 3-pt jump shot from 30 ft,,56,70
3,4:04.0,,Defensive rebound by B. Bogdanović,56,70
3,3:58.0,,Shooting foul by T. Ariza (drawn by B. Bogdanović),56,70
3,3:58.0,,B. Bogdanović makes free throw 1 of 2,56,71
3,3:58.0,T. Satoranský enters the game for B. Beal,,56,71
3,3:58.0,,D. Sabonis enters the game for T. Young,56,71
3,3:58.0,,B. Bogdanović misses free throw 2 of 2,56,71
3,3:57.0,Defensive rebound by T. Ariza,,56,71
3,3:57.0,,C. Joseph enters the game for B. Bogdanović,56,71
3,3:38.0,Turnover by J. Wall (bad pass),,56,71
3,3:17.0,,Personal foul by J. Wall (drawn by D. Sabonis),56,71
3,3:17.0,C. Randle enters the game for J. Wall,,56,71
3,3:11.0,,V. Oladipo misses 3-pt jump shot from 27 ft,56,71
3,3:09.0,Defensive rebound by J. Green,,56,71
3,2:51.0,J. Green misses 3-pt jump shot from 23 ft,,56,71
3,2:48.0,Offensive rebound by T. Satoranský,,56,71
3,2:46.0,J. Green misses 2-pt layup from 2 ft (block by M. Turner),,56,71
3,2:44.0,,Defensive rebound by C. Joseph,56,71
3,2:44.0,S. Dekker enters the game for J. Green,,56,71
3,2:44.0,,A. Holiday enters the game for D. Collison,56,71
3,2:44.0,,D. McDermott enters the game for V. Oladipo,56,71
3,2:28.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by M. Turner),56,74
3,2:11.0,Shooting foul by C. Joseph (drawn by C. Randle),,56,74
3,2:11.0,C. Randle misses free throw 1 of 2,,56,74
3,2:11.0,Offensive rebound by Team,,56,74
3,2:11.0,C. Randle makes free throw 2 of 2,,57,74
3,2:11.0,,Indiana full timeout,57,74
3,2:05.0,,Personal foul by T. Ariza (drawn by D. McDermott),57,74
3,1:57.0,,C. Joseph makes 2-pt jump shot from 11 ft,57,76
3,1:42.0,Personal foul by D. McDermott (drawn by T. Ariza),,57,76
3,1:36.0,C. Randle makes 3-pt jump shot from 27 ft (assist by M. Morris),,60,76
3,1:22.0,,A. Holiday makes 2-pt jump shot from 18 ft (assist by D. Sabonis),60,78
3,1:10.0,T. Satoranský misses 2-pt layup from 1 ft (block by M. Turner),,60,78
3,1:08.0,,Defensive rebound by D. Sabonis,60,78
3,1:05.0,,A. Holiday misses 2-pt jump shot from 20 ft,60,78
3,1:04.0,,Offensive rebound by Team,60,78
3,1:04.0,Loose ball foul by M. Morris (drawn by D. Sabonis),,60,78
3,1:04.0,,D. Sabonis makes free throw 1 of 2,60,79
3,1:04.0,,T. Young enters the game for M. Turner,60,79
3,1:04.0,,D. Sabonis makes free throw 2 of 2,60,80
3,0:49.0,C. Randle makes 2-pt layup from 1 ft (assist by T. Ariza),,62,80
3,0:47.0,,Personal foul by T. Satoranský (drawn by A. Holiday),62,80
3,0:47.0,,A. Holiday makes free throw 1 of 2,62,81
3,0:47.0,,A. Holiday makes free throw 2 of 2,62,82
3,0:35.0,T. Ariza misses 3-pt jump shot from 28 ft,,62,82
3,0:31.0,,Defensive rebound by C. Joseph,62,82
3,0:10.0,,T. Young makes 2-pt dunk from 1 ft (assist by D. Sabonis),62,84
3,0:01.0,T. Satoranský makes 2-pt jump shot from 10 ft (assist by C. Randle),,64,84
4,11:51.0,,A. Holiday makes 2-pt dunk from 2 ft,64,86
4,11:51.0,,Shooting foul by T. Satoranský (drawn by A. Holiday),64,86
4,11:51.0,,A. Holiday makes free throw 1 of 1,64,87
4,11:36.0,Shooting foul by T. Young (drawn by M. Morris),,64,87
4,11:36.0,M. Morris makes free throw 1 of 2,,65,87
4,11:36.0,M. Morris makes free throw 2 of 2,,66,87
4,11:24.0,,D. Sabonis makes 2-pt layup at rim (assist by A. Holiday),66,89
4,11:12.0,R. Baker misses 3-pt jump shot from 28 ft,,66,89
4,11:08.0,,Defensive rebound by C. Joseph,66,89
4,10:57.0,,Turnover by C. Joseph (offensive foul),66,89
4,10:57.0,,Offensive foul by C. Joseph (drawn by C. Randle),66,89
4,10:41.0,S. Dekker misses 2-pt jump shot from 20 ft,,66,89
4,10:38.0,Offensive rebound by T. Satoranský,,66,89
4,10:37.0,Personal foul by A. Holiday (drawn by T. Satoranský),,66,89
4,10:35.0,Personal foul by A. Holiday (drawn by T. Satoranský),,66,89
4,10:32.0,Personal foul by A. Holiday (drawn by M. Morris),,66,89
4,10:32.0,,V. Oladipo enters the game for A. Holiday,66,89
4,10:28.0,M. Morris misses 3-pt jump shot from 24 ft,,66,89
4,10:26.0,,Defensive rebound by C. Joseph,66,89
4,10:13.0,,D. Sabonis misses 2-pt jump shot from 20 ft,66,89
4,10:10.0,Defensive rebound by Team,,66,89
4,10:10.0,,Loose ball foul by T. Young (drawn by M. Morris),66,89
4,10:10.0,M. Morris makes free throw 1 of 2,,67,89
4,10:10.0,,B. Bogdanović enters the game for T. Young,67,89
4,10:10.0,M. Morris makes free throw 2 of 2,,68,89
4,9:59.0,,Turnover by D. Sabonis (bad pass; steal by C. Randle),68,89
4,9:54.0,Turnover by R. Baker (bad pass),,68,89
4,9:36.0,,Personal foul by T. Satoranský (drawn by D. Sabonis),68,89
4,9:24.0,,C. Joseph misses 2-pt jump shot from 8 ft,68,89
4,9:21.0,Defensive rebound by M. Morris,,68,89
4,9:12.0,R. Baker misses 3-pt jump shot from 24 ft,,68,89
4,9:09.0,,Defensive rebound by D. Sabonis,68,89
4,8:59.0,,Turnover by V. Oladipo (bad pass; steal by R. Baker),68,89
4,8:55.0,T. Satoranský makes 2-pt layup from 1 ft (assist by C. Randle),,70,89
4,8:55.0,,Indiana full timeout,70,89
4,8:39.0,,B. Bogdanović misses 2-pt layup from 1 ft,70,89
4,8:38.0,,Offensive rebound by D. Sabonis,70,89
4,8:36.0,,Personal foul by M. Morris (drawn by D. Sabonis),70,89
4,8:36.0,,M. Turner enters the game for D. Sabonis,70,89
4,8:30.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by C. Joseph),70,92
4,8:07.0,Turnover by C. Randle (bad pass; steal by V. Oladipo),,70,92
4,8:03.0,,Turnover by D. McDermott (step out of bounds),70,92
4,8:03.0,,D. Sabonis enters the game for M. Turner,70,92
4,7:52.0,M. Morris misses 3-pt jump shot from 28 ft,,70,92
4,7:50.0,,Defensive rebound by B. Bogdanović,70,92
4,7:49.0,,Turnover by B. Bogdanović (bad pass; steal by M. Morris),70,92
4,7:39.0,Shooting foul by D. Sabonis (drawn by T. Satoranský),,70,92
4,7:39.0,T. Satoranský makes free throw 1 of 2,,71,92
4,7:39.0,T. Satoranský makes free throw 2 of 2,,72,92
4,7:20.0,,Turnover by C. Joseph (lost ball; steal by T. Satoranský),72,92
4,7:06.0,Turnover by T. Satoranský (bad pass; steal by B. Bogdanović),,72,92
4,7:02.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by B. Bogdanović),72,94
4,6:49.0,C. Randle makes 3-pt jump shot from 26 ft,,75,94
4,6:25.0,,V. Oladipo misses 2-pt jump shot from 18 ft,75,94
4,6:22.0,Defensive rebound by M. Morris,,75,94
4,6:17.0,T. Satoranský makes 2-pt layup from 1 ft,,77,94
4,6:05.0,,Personal foul by M. Morris (drawn by V. Oladipo),77,94
4,6:05.0,T. Brown enters the game for T. Satoranský,,77,94
4,6:05.0,,M. Turner enters the game for D. McDermott,77,94
4,5:54.0,,M. Turner makes 2-pt jump shot from 15 ft (assist by V. Oladipo),77,96
4,5:34.0,T. Brown misses 2-pt jump shot from 18 ft,,77,96
4,5:31.0,,Defensive rebound by V. Oladipo,77,96
4,5:24.0,,Shooting foul by T. Brown (drawn by V. Oladipo),77,96
4,5:24.0,,V. Oladipo makes free throw 1 of 2,77,97
4,5:24.0,I. Mahinmi enters the game for M. Morris,,77,97
4,5:24.0,,V. Oladipo makes free throw 2 of 2,77,98
4,5:14.0,Turnover by C. Randle (step out of bounds),,77,98
4,5:02.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,77,98
4,4:59.0,,Offensive rebound by M. Turner,77,98
4,4:49.0,,V. Oladipo misses 3-pt jump shot from 26 ft,77,98
4,4:47.0,,Offensive rebound by M. Turner,77,98
4,4:45.0,,Turnover by C. Joseph (step out of bounds),77,98
4,4:30.0,S. Dekker makes 2-pt layup from 1 ft (assist by T. Brown),,79,98
4,4:15.0,,Turnover by V. Oladipo (bad pass),79,98
4,4:04.0,S. Dekker makes 2-pt layup at rim (assist by C. Randle),,81,98
4,4:04.0,,Indiana full timeout,81,98
4,4:04.0,J. McRae enters the game for R. Baker,,81,98
