QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
1,1:50.0,J. Martin enters the game for A. Gordon,,18,17
1,1:50.0,,C. Hutchison enters the game for L. Markkanen,18,17
1,1:36.0,Personal foul by K. Dunn (drawn by E. Fournier),,18,17
1,1:36.0,Orlando full timeout,,18,17
1,1:36.0,M. Bamba enters the game for E. Fournier,,18,17
1,1:36.0,T. Ross enters the game for N. Vučević,,18,17
1,1:36.0,,S. Harrison enters the game for K. Dunn,18,17
1,1:28.0,T. Ross misses 2-pt jump shot from 21 ft,,18,17
1,1:25.0,,Defensive rebound by J. Holiday,18,17
1,1:14.0,,J. Holiday misses 3-pt jump shot from 26 ft,18,17
1,1:11.0,,Offensive rebound by R. Lopez,18,17
1,0:58.0,,Turnover by Team (shot clock),18,17
1,0:44.0,T. Ross misses 2-pt jump shot from 14 ft,,18,17
1,0:41.0,,Defensive rebound by R. Arcidiacono,18,17
1,0:28.0,,S. Harrison misses 2-pt layup from 3 ft,18,17
1,0:28.0,Defensive rebound by Team,,18,17
1,0:07.0,J. Grant makes 2-pt jump shot from 18 ft,,20,17
1,0:02.0,,Personal foul by M. Bamba (drawn by R. Arcidiacono),20,17
1,0:02.0,,R. Arcidiacono makes free throw 1 of 2,20,18
1,0:02.0,,R. Arcidiacono makes free throw 2 of 2,20,19
1,0:00.0,T. Ross misses 3-pt jump shot from 50 ft,,20,19
1,0:00.0,Offensive rebound by Team,,20,19
2,11:43.0,,Offensive foul by R. Lopez (drawn by D. Augustin),20,19
2,11:43.0,,Turnover by R. Lopez (offensive foul),20,19
2,11:27.0,T. Ross misses 2-pt jump shot from 20 ft,,20,19
2,11:25.0,,Defensive rebound by L. Markkanen,20,19
2,11:19.0,,Personal foul by W. Iwundu (drawn by R. Lopez),20,19
2,11:12.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by C. Hutchison),20,22
2,10:46.0,M. Bamba misses 2-pt jump shot from 21 ft,,20,22
2,10:46.0,,Defensive rebound by S. Harrison,20,22
2,10:28.0,,A. Blakeney misses 2-pt jump shot from 7 ft,20,22
2,10:27.0,,Offensive rebound by A. Blakeney,20,22
2,10:26.0,,A. Blakeney misses 2-pt layup from 4 ft,20,22
2,10:23.0,Defensive rebound by T. Ross,,20,22
2,10:17.0,Shooting foul by R. Lopez (drawn by M. Bamba),,20,22
2,10:17.0,M. Bamba misses free throw 1 of 2,,20,22
2,10:17.0,Offensive rebound by Team,,20,22
2,10:17.0,J. Isaac enters the game for J. Martin,,20,22
2,10:17.0,M. Bamba makes free throw 2 of 2,,21,22
2,9:51.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by S. Harrison),21,24
2,9:40.0,Shooting foul by A. Blakeney (drawn by M. Bamba),,21,24
2,9:40.0,M. Bamba misses free throw 1 of 2,,21,24
2,9:40.0,Offensive rebound by Team,,21,24
2,9:40.0,M. Bamba misses free throw 2 of 2,,21,24
2,9:38.0,,Defensive rebound by L. Markkanen,21,24
2,9:16.0,,C. Hutchison misses 3-pt jump shot from 24 ft,21,24
2,9:14.0,,Offensive rebound by R. Lopez,21,24
2,9:14.0,,Turnover by Team (shot clock),21,24
2,9:14.0,,K. Dunn enters the game for S. Harrison,21,24
2,9:04.0,T. Ross misses 3-pt jump shot from 26 ft,,21,24
2,9:00.0,,Defensive rebound by K. Dunn,21,24
2,8:50.0,,R. Lopez misses 2-pt hook shot from 5 ft,21,24
2,8:48.0,Defensive rebound by M. Bamba,,21,24
2,8:40.0,J. Isaac misses 3-pt jump shot from 26 ft,,21,24
2,8:34.0,,Defensive rebound by C. Hutchison,21,24
2,8:29.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),21,27
2,8:11.0,D. Augustin misses 2-pt jump shot from 20 ft,,21,27
2,8:07.0,,Defensive rebound by A. Blakeney,21,27
2,8:00.0,,Turnover by K. Dunn (traveling),21,27
2,8:00.0,E. Fournier enters the game for W. Iwundu,,21,27
2,7:50.0,M. Bamba misses 3-pt jump shot from 25 ft,,21,27
2,7:47.0,,Defensive rebound by L. Markkanen,21,27
2,7:36.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by R. Lopez),21,30
2,7:35.0,Orlando full timeout,,21,30
2,7:35.0,,W. Carter enters the game for R. Lopez,21,30
2,7:13.0,D. Augustin misses 2-pt jump shot from 14 ft,,21,30
2,7:10.0,,Defensive rebound by W. Carter,21,30
2,7:07.0,,C. Hutchison makes 2-pt dunk from 1 ft (assist by K. Dunn),21,32
2,6:40.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,24,32
2,6:31.0,,Personal foul by J. Isaac (drawn by L. Markkanen),24,32
2,6:31.0,A. Gordon enters the game for D. Augustin,,24,32
2,6:31.0,J. Grant enters the game for M. Bamba,,24,32
2,6:31.0,N. Vučević enters the game for J. Isaac,,24,32
2,6:31.0,,R. Arcidiacono enters the game for A. Blakeney,24,32
2,6:31.0,,J. Holiday enters the game for C. Hutchison,24,32
2,6:18.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,24,32
2,6:14.0,Defensive rebound by J. Grant,,24,32
2,6:04.0,A. Gordon makes 2-pt jump shot from 15 ft (assist by J. Grant),,26,32
2,5:56.0,,Chicago full timeout,26,32
2,5:40.0,,Shooting foul by T. Ross (drawn by J. Holiday),26,32
2,5:40.0,,J. Holiday makes free throw 1 of 2,26,33
2,5:40.0,,J. Holiday makes free throw 2 of 2,26,34
2,5:24.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,29,34
2,5:05.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by K. Dunn),29,36
2,4:45.0,Personal foul by R. Arcidiacono (drawn by J. Grant),,29,36
2,4:37.0,N. Vučević makes 2-pt jump shot from 4 ft (assist by E. Fournier),,31,36
2,4:22.0,,Personal foul by A. Gordon (drawn by W. Carter),31,36
2,4:08.0,,J. Holiday misses 3-pt jump shot from 25 ft,31,36
2,4:04.0,Defensive rebound by A. Gordon,,31,36
2,3:54.0,J. Grant misses 3-pt jump shot from 25 ft,,31,36
2,3:51.0,Offensive rebound by A. Gordon,,31,36
2,3:43.0,A. Gordon makes 2-pt jump shot from 10 ft (assist by N. Vučević),,33,36
2,3:43.0,Shooting foul by W. Carter (drawn by A. Gordon),,33,36
2,3:43.0,A. Gordon makes free throw 1 of 1,,34,36
2,3:35.0,,Personal foul by T. Ross (drawn by J. Holiday),34,36
2,3:35.0,,J. Holiday makes free throw 1 of 2,34,37
2,3:35.0,,J. Holiday makes free throw 2 of 2,34,38
2,3:27.0,Personal foul by K. Dunn (drawn by E. Fournier),,34,38
2,3:27.0,E. Fournier makes free throw 1 of 2,,35,38
2,3:27.0,,S. Harrison enters the game for K. Dunn,35,38
2,3:27.0,E. Fournier makes free throw 2 of 2,,36,38
2,3:14.0,,J. Holiday misses 2-pt jump shot from 18 ft,36,38
2,3:10.0,Defensive rebound by N. Vučević,,36,38
2,3:06.0,N. Vučević misses 3-pt jump shot from 26 ft,,36,38
2,3:03.0,,Defensive rebound by J. Holiday,36,38
2,2:54.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),36,40
2,2:40.0,J. Grant makes 2-pt layup at rim,,38,40
2,2:24.0,,W. Carter makes 2-pt jump shot from 20 ft (assist by R. Arcidiacono),38,42
2,2:03.0,T. Ross misses 3-pt jump shot from 23 ft,,38,42
2,1:59.0,,Defensive rebound by L. Markkanen,38,42
2,1:50.0,,W. Carter makes 2-pt jump shot from 4 ft (assist by R. Arcidiacono),38,44
2,1:35.0,Turnover by E. Fournier (bad pass),,38,44
2,1:35.0,D. Augustin enters the game for J. Grant,,38,44
2,1:35.0,W. Iwundu enters the game for T. Ross,,38,44
2,1:11.0,,W. Carter makes 2-pt jump shot from 19 ft (assist by J. Holiday),38,46
2,0:47.0,E. Fournier misses 2-pt jump shot from 9 ft,,38,46
2,0:47.0,Offensive rebound by Team,,38,46
2,0:47.0,Turnover by Team (shot clock),,38,46
2,0:24.0,,J. Holiday misses 2-pt layup from 2 ft,38,46
2,0:22.0,Defensive rebound by N. Vučević,,38,46
2,0:22.0,Personal foul by W. Carter (drawn by E. Fournier),,38,46
2,0:22.0,E. Fournier makes free throw 1 of 2,,39,46
2,0:22.0,J. Martin enters the game for N. Vučević,,39,46
2,0:22.0,,A. Blakeney enters the game for W. Carter,39,46
2,0:22.0,E. Fournier misses free throw 2 of 2,,39,46
2,0:18.0,,Defensive rebound by J. Holiday,39,46
2,0:03.0,,A. Blakeney misses 2-pt jump shot from 6 ft,39,46
2,0:01.0,Defensive rebound by A. Gordon,,39,46
2,0:00.0,A. Gordon misses 3-pt jump shot from 26 ft,,39,46
2,0:00.0,Offensive rebound by Team,,39,46
3,11:36.0,,L. Markkanen makes 2-pt jump shot from 5 ft (assist by K. Dunn),39,48
3,11:07.0,N. Vučević misses 3-pt jump shot from 25 ft,,39,48
3,11:04.0,,Defensive rebound by K. Dunn,39,48
3,10:48.0,,L. Markkanen makes 2-pt jump shot from 14 ft,39,50
3,10:32.0,Personal foul by W. Carter (drawn by N. Vučević),,39,50
3,10:32.0,,Technical foul by W. Carter,39,50
3,10:32.0,D. Augustin makes technical free throw,,40,50
3,10:26.0,Shooting foul by R. Arcidiacono (drawn by A. Gordon),,40,50
3,10:26.0,A. Gordon misses free throw 1 of 2,,40,50
3,10:26.0,Offensive rebound by Team,,40,50
3,10:26.0,A. Gordon misses free throw 2 of 2,,40,50
3,10:25.0,Offensive rebound by Team,,40,50
3,10:25.0,,Loose ball foul by L. Markkanen (drawn by J. Isaac),40,50
3,10:17.0,A. Gordon misses 2-pt jump shot from 3 ft,,40,50
3,10:15.0,Offensive rebound by N. Vučević,,40,50
3,10:15.0,N. Vučević misses 2-pt layup at rim,,40,50
3,10:15.0,Offensive rebound by A. Gordon,,40,50
3,10:14.0,A. Gordon misses 2-pt layup at rim,,40,50
3,10:14.0,Offensive rebound by A. Gordon,,40,50
3,10:14.0,A. Gordon misses 2-pt layup from 4 ft,,40,50
3,10:14.0,Offensive rebound by N. Vučević,,40,50
3,10:13.0,N. Vučević misses 2-pt layup at rim,,40,50
3,10:11.0,Offensive rebound by Team,,40,50
3,10:05.0,N. Vučević misses 2-pt jump shot from 19 ft,,40,50
3,10:02.0,Offensive rebound by D. Augustin,,40,50
3,9:57.0,D. Augustin makes 2-pt layup from 1 ft,,42,50
3,9:57.0,,Chicago full timeout,42,50
3,9:57.0,,Away from play foul by E. Fournier (drawn by K. Dunn),42,50
3,9:57.0,,J. Holiday makes free throw 1 of 1,42,51
3,9:34.0,,K. Dunn misses 2-pt jump shot from 22 ft,42,51
3,9:31.0,Defensive rebound by J. Isaac,,42,51
3,9:14.0,E. Fournier misses 3-pt jump shot from 25 ft,,42,51
3,9:12.0,,Defensive rebound by J. Holiday,42,51
3,8:58.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),42,54
3,8:34.0,D. Augustin misses 3-pt jump shot from 26 ft,,42,54
3,8:29.0,,Defensive rebound by Team,42,54
3,8:13.0,,W. Carter misses 2-pt jump shot from 7 ft,42,54
3,8:11.0,,Offensive rebound by Team,42,54
3,8:05.0,,Turnover by L. Markkanen (bad pass; steal by J. Isaac),42,54
3,8:01.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,45,54
3,7:37.0,,Personal foul by D. Augustin (drawn by R. Arcidiacono),45,54
3,7:25.0,,K. Dunn misses 2-pt jump shot from 6 ft,45,54
3,7:22.0,Defensive rebound by J. Isaac,,45,54
3,7:07.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,47,54
3,7:07.0,Shooting foul by L. Markkanen (drawn by A. Gordon),,47,54
3,7:07.0,A. Gordon makes free throw 1 of 1,,48,54
3,6:43.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),48,56
3,6:43.0,,Technical foul by L. Markkanen,48,56
3,6:43.0,D. Augustin makes technical free throw,,49,56
3,6:34.0,Personal foul by J. Holiday (drawn by A. Gordon),,49,56
3,6:34.0,A. Gordon misses free throw 1 of 2,,49,56
3,6:34.0,Offensive rebound by Team,,49,56
3,6:34.0,A. Gordon makes free throw 2 of 2,,50,56
3,6:15.0,,L. Markkanen misses 2-pt jump shot from 10 ft,50,56
3,6:09.0,Defensive rebound by A. Gordon,,50,56
3,6:04.0,Shooting foul by W. Carter (drawn by A. Gordon),,50,56
3,6:04.0,A. Gordon makes free throw 1 of 2,,51,56
3,6:04.0,,R. Lopez enters the game for W. Carter,51,56
3,6:04.0,A. Gordon misses free throw 2 of 2,,51,56
3,6:01.0,Offensive rebound by N. Vučević,,51,56
3,5:53.0,A. Gordon misses 2-pt layup from 2 ft,,51,56
3,5:52.0,Offensive rebound by A. Gordon,,51,56
3,5:52.0,A. Gordon misses 2-pt layup at rim,,51,56
3,5:52.0,Offensive rebound by A. Gordon,,51,56
3,5:52.0,Personal foul by K. Dunn (drawn by A. Gordon),,51,56
3,5:52.0,A. Gordon makes free throw 1 of 2,,52,56
3,5:52.0,A. Gordon makes free throw 2 of 2,,53,56
3,5:46.0,,Personal foul by E. Fournier (drawn by L. Markkanen),53,56
3,5:46.0,W. Iwundu enters the game for J. Isaac,,53,56
3,5:37.0,,K. Dunn misses 2-pt layup from 3 ft,53,56
3,5:35.0,,Offensive rebound by J. Holiday,53,56
3,5:33.0,,J. Holiday makes 2-pt layup from 1 ft,53,58
3,5:19.0,D. Augustin makes 2-pt jump shot from 11 ft,,55,58
3,5:09.0,,Shooting foul by N. Vučević (drawn by K. Dunn),55,58
3,5:09.0,,K. Dunn makes free throw 1 of 2,55,59
3,5:09.0,,K. Dunn makes free throw 2 of 2,55,60
3,4:57.0,E. Fournier makes 2-pt layup from 4 ft (assist by N. Vučević),,57,60
3,4:42.0,,K. Dunn misses 2-pt jump shot from 16 ft,57,60
3,4:37.0,Defensive rebound by E. Fournier,,57,60
3,4:35.0,E. Fournier misses 3-pt jump shot from 25 ft,,57,60
3,4:30.0,,Defensive rebound by R. Arcidiacono,57,60
3,4:21.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by R. Arcidiacono),57,62
3,4:21.0,,Shooting foul by A. Gordon (drawn by R. Lopez),57,62
3,4:21.0,J. Grant enters the game for D. Augustin,,57,62
3,4:21.0,,S. Harrison enters the game for K. Dunn,57,62
3,4:21.0,,C. Hutchison enters the game for L. Markkanen,57,62
3,4:21.0,,R. Lopez misses free throw 1 of 1,57,62
3,4:17.0,Defensive rebound by A. Gordon,,57,62
3,4:09.0,A. Gordon misses 2-pt jump shot from 18 ft,,57,62
3,4:04.0,,Defensive rebound by S. Harrison,57,62
3,3:54.0,,S. Harrison makes 2-pt jump shot from 9 ft,57,64
3,3:54.0,Orlando full timeout,,57,64
3,3:54.0,T. Ross enters the game for E. Fournier,,57,64
3,3:33.0,N. Vučević makes 2-pt jump shot from 11 ft,,59,64
3,3:12.0,,J. Holiday misses 3-pt jump shot from 26 ft,59,64
3,3:10.0,Defensive rebound by N. Vučević,,59,64
3,2:59.0,N. Vučević misses 3-pt jump shot from 25 ft,,59,64
3,2:55.0,,Defensive rebound by C. Hutchison,59,64
3,2:38.0,,R. Lopez makes 2-pt hook shot from 4 ft,59,66
3,2:25.0,T. Ross makes 2-pt jump shot from 20 ft (assist by J. Grant),,61,66
3,2:08.0,,R. Lopez makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),61,69
3,1:48.0,W. Iwundu misses 3-pt jump shot from 26 ft,,61,69
3,1:45.0,,Defensive rebound by C. Hutchison,61,69
3,1:28.0,,C. Hutchison misses 2-pt jump shot from 10 ft,61,69
3,1:25.0,Defensive rebound by N. Vučević,,61,69
3,1:19.0,Turnover by W. Iwundu (lost ball; steal by S. Harrison),,61,69
3,1:19.0,,Personal take foul by W. Iwundu (drawn by R. Lopez),61,69
3,1:19.0,,R. Lopez makes free throw 1 of 2,61,70
3,1:19.0,M. Bamba enters the game for A. Gordon,,61,70
3,1:19.0,J. Isaac enters the game for N. Vučević,,61,70
3,1:19.0,,R. Lopez makes free throw 2 of 2,61,71
3,1:00.0,T. Ross misses 2-pt layup from 1 ft,,61,71
3,0:57.0,Offensive rebound by J. Isaac,,61,71
3,0:57.0,J. Isaac makes 2-pt dunk at rim,,63,71
3,0:39.0,,C. Hutchison misses 2-pt layup from 2 ft,63,71
3,0:37.0,,Offensive rebound by C. Hutchison,63,71
3,0:27.0,,S. Harrison misses 2-pt layup from 3 ft,63,71
3,0:27.0,,Offensive rebound by Team,63,71
3,0:18.0,,S. Harrison makes 2-pt layup from 2 ft,63,73
3,0:01.0,J. Grant misses 2-pt jump shot from 7 ft,,63,73
3,0:01.0,Offensive rebound by J. Grant,,63,73
4,11:43.0,T. Ross misses 3-pt jump shot from 26 ft,,63,73
4,11:41.0,,Defensive rebound by A. Blakeney,63,73
4,11:27.0,,Personal foul by W. Iwundu (drawn by A. Blakeney),63,73
4,11:13.0,,Turnover by Team (shot clock),63,73
4,11:01.0,Personal foul by S. Harrison (drawn by D. Augustin),,63,73
4,10:47.0,D. Augustin misses 3-pt jump shot from 25 ft,,63,73
4,10:43.0,,Defensive rebound by K. Dunn,63,73
4,10:37.0,,Shooting foul by J. Isaac (drawn by R. Lopez),63,73
4,10:37.0,,R. Lopez misses free throw 1 of 2,63,73
4,10:37.0,,Offensive rebound by Team,63,73
4,10:37.0,,R. Lopez misses free throw 2 of 2,63,73
4,10:35.0,Defensive rebound by M. Bamba,,63,73
4,10:14.0,T. Ross misses 2-pt layup from 5 ft (block by S. Harrison),,63,73
4,10:13.0,,Defensive rebound by S. Harrison,63,73
4,10:12.0,,Turnover by S. Harrison (bad pass; steal by W. Iwundu),63,73
4,10:07.0,W. Iwundu misses 2-pt layup from 1 ft,,63,73
4,10:05.0,,Defensive rebound by K. Dunn,63,73
4,9:57.0,,K. Dunn makes 2-pt jump shot from 15 ft,63,75
4,9:35.0,M. Bamba misses 2-pt jump shot from 16 ft,,63,75
4,9:35.0,,Defensive rebound by R. Lopez,63,75
4,9:27.0,,K. Dunn makes 2-pt layup from 2 ft,63,77
4,9:27.0,Orlando full timeout,,63,77
4,9:27.0,A. Gordon enters the game for M. Bamba,,63,77
4,9:27.0,N. Vučević enters the game for J. Isaac,,63,77
4,9:04.0,T. Ross misses 2-pt jump shot from 21 ft,,63,77
4,9:02.0,,Defensive rebound by S. Harrison,63,77
4,8:50.0,,A. Blakeney misses 2-pt jump shot from 21 ft,63,77
4,8:47.0,Defensive rebound by N. Vučević,,63,77
4,8:45.0,Personal foul by S. Harrison (drawn by A. Gordon),,63,77
4,8:31.0,D. Augustin misses 3-pt jump shot from 25 ft (block by S. Harrison),,63,77
4,8:28.0,,Defensive rebound by K. Dunn,63,77
4,8:22.0,,K. Dunn misses 2-pt jump shot from 14 ft,63,77
4,8:18.0,Defensive rebound by N. Vučević,,63,77
4,8:11.0,Turnover by D. Augustin (bad pass; steal by A. Blakeney),,63,77
4,7:53.0,,Shooting foul by W. Iwundu (drawn by A. Blakeney),63,77
4,7:53.0,,A. Blakeney misses free throw 1 of 2,63,77
4,7:53.0,,Offensive rebound by Team,63,77
4,7:53.0,E. Fournier enters the game for W. Iwundu,,63,77
4,7:53.0,,A. Blakeney makes free throw 2 of 2,63,78
4,7:32.0,N. Vučević misses 2-pt hook shot from 5 ft,,63,78
4,7:30.0,,Defensive rebound by R. Lopez,63,78
4,7:18.0,,K. Dunn misses 2-pt jump shot from 14 ft,63,78
4,7:16.0,Defensive rebound by N. Vučević,,63,78
4,7:04.0,A. Gordon misses 2-pt layup from 1 ft (block by S. Harrison),,63,78
4,7:04.0,Offensive rebound by Team,,63,78
4,7:02.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,66,78
4,6:43.0,,Shooting foul by N. Vučević (drawn by R. Lopez),66,78
4,6:43.0,,R. Lopez makes free throw 1 of 2,66,79
4,6:43.0,,L. Markkanen enters the game for C. Hutchison,66,79
4,6:43.0,,R. Lopez misses free throw 2 of 2,66,79
4,6:40.0,Defensive rebound by N. Vučević,,66,79
4,6:24.0,A. Gordon misses 2-pt jump shot from 18 ft,,66,79
4,6:21.0,,Defensive rebound by K. Dunn,66,79
4,6:10.0,,L. Markkanen makes 2-pt jump shot from 21 ft (assist by K. Dunn),66,81
4,6:10.0,Orlando full timeout,,66,81
4,6:10.0,,J. Holiday enters the game for A. Blakeney,66,81
4,5:48.0,Personal foul by L. Markkanen (drawn by E. Fournier),,66,81
4,5:37.0,E. Fournier misses 3-pt jump shot from 23 ft,,66,81
4,5:36.0,Offensive rebound by N. Vučević,,66,81
4,5:36.0,Shooting foul by L. Markkanen (drawn by N. Vučević),,66,81
4,5:36.0,N. Vučević makes free throw 1 of 2,,67,81
4,5:36.0,N. Vučević makes free throw 2 of 2,,68,81
4,5:22.0,,K. Dunn misses 2-pt jump shot from 7 ft,68,81
4,5:20.0,Defensive rebound by N. Vučević,,68,81
4,5:10.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),,70,81
4,4:53.0,,L. Markkanen makes 2-pt jump shot from 20 ft (assist by R. Lopez),70,83
4,4:35.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),,72,83
4,4:30.0,,Chicago full timeout,72,83
4,4:30.0,,W. Carter enters the game for R. Lopez,72,83
4,4:12.0,,L. Markkanen misses 3-pt jump shot from 27 ft,72,83
4,4:09.0,Defensive rebound by D. Augustin,,72,83
4,3:50.0,N. Vučević makes 2-pt layup from 4 ft (assist by A. Gordon),,74,83
4,3:32.0,,W. Carter makes 2-pt layup from 2 ft (assist by L. Markkanen),74,85
4,3:16.0,Personal foul by L. Markkanen (drawn by D. Augustin),,74,85
4,3:16.0,D. Augustin makes free throw 1 of 2,,75,85
4,3:16.0,D. Augustin makes free throw 2 of 2,,76,85
4,2:54.0,,K. Dunn misses 2-pt layup from 4 ft (block by N. Vučević),76,85
4,2:52.0,Defensive rebound by T. Ross,,76,85
