QUARTER,TIME_REMAINING,MEMPHIS_ACTION,HOUSTON_ACTION,MEMPHIS_SCORE,HOUSTON_SCORE
2,4:11.0,,G. Green enters the game for G. Clark,43,43
2,4:11.0,,A. Rivers enters the game for D. House,43,43
2,4:11.0,J. Jackson misses free throw 1 of 1,,43,43
2,4:11.0,,Defensive rebound by P. Tucker,43,43
2,3:59.0,,P. Tucker misses 3-pt jump shot from 25 ft,43,43
2,3:58.0,Defensive rebound by M. Gasol,,43,43
2,3:44.0,Shooting foul by N. Hilário (drawn by M. Gasol),,43,43
2,3:44.0,M. Gasol makes free throw 1 of 2,,44,43
2,3:44.0,M. Gasol misses free throw 2 of 2,,44,43
2,3:42.0,,Defensive rebound by J. Harden,44,43
2,3:27.0,,J. Harden makes 3-pt jump shot from 26 ft,44,46
2,3:18.0,Personal foul by J. Harden (drawn by J. Jackson),,44,46
2,3:18.0,J. Jackson makes free throw 1 of 2,,45,46
2,3:18.0,J. Jackson makes free throw 2 of 2,,46,46
2,3:01.0,,N. Hilário makes 2-pt jump shot from 16 ft (assist by A. Rivers),46,48
2,2:48.0,M. Conley misses 2-pt jump shot from 12 ft,,46,48
2,2:46.0,,Defensive rebound by P. Tucker,46,48
2,2:36.0,,Turnover by J. Harden (lost ball; steal by O. Casspi),46,48
2,2:33.0,O. Casspi makes 2-pt dunk from 1 ft (assist by M. Conley),,48,48
2,2:15.0,,J. Harden misses 2-pt layup from 1 ft (block by J. Jackson),48,48
2,2:14.0,Defensive rebound by J. Jackson,,48,48
2,2:11.0,Turnover by M. Conley (bad pass),,48,48
2,2:11.0,,Houston full timeout,48,48
2,2:11.0,S. Mack enters the game for M. Conley,,48,48
2,2:11.0,,G. Clark enters the game for N. Hilário,48,48
2,1:54.0,,J. Harden misses 2-pt jump shot from 6 ft,48,48
2,1:53.0,Defensive rebound by M. Gasol,,48,48
2,1:51.0,Turnover by M. Gasol (bad pass; steal by G. Green),,48,48
2,1:37.0,,J. Harden makes 2-pt jump shot from 5 ft,48,50
2,1:22.0,Turnover by M. Gasol (lost ball; steal by J. Harden),,48,50
2,1:18.0,,J. Harden makes 2-pt dunk from 1 ft,48,52
2,1:01.0,S. Mack misses 2-pt layup at rim (block by G. Green),,48,52
2,1:00.0,,Defensive rebound by G. Green,48,52
2,0:50.0,,Shooting foul by J. Jackson (drawn by J. Harden),48,52
2,0:50.0,,J. Harden makes free throw 1 of 2,48,53
2,0:50.0,,J. Harden makes free throw 2 of 2,48,54
2,0:36.0,Turnover by J. Jackson (bad pass),,48,54
2,0:30.0,,J. Harden misses 3-pt jump shot from 28 ft,48,54
2,0:29.0,Defensive rebound by O. Casspi,,48,54
2,0:07.0,O. Casspi misses 2-pt jump shot from 7 ft,,48,54
2,0:06.0,Offensive rebound by M. Gasol,,48,54
2,0:06.0,M. Gasol misses 2-pt layup at rim,,48,54
2,0:06.0,Offensive rebound by Team,,48,54
2,0:06.0,M. Conley enters the game for O. Casspi,,48,54
3,11:45.0,,P. Tucker misses 3-pt jump shot from 23 ft,48,54
3,11:43.0,Defensive rebound by M. Conley,,48,54
3,11:27.0,Turnover by M. Conley (bad pass; steal by P. Tucker),,48,54
3,11:24.0,,P. Tucker misses 2-pt layup from 1 ft,48,54
3,11:22.0,Defensive rebound by G. Temple,,48,54
3,11:18.0,J. Carter misses 2-pt layup from 1 ft,,48,54
3,11:17.0,,Defensive rebound by N. Hilário,48,54
3,11:12.0,,J. Harden misses 3-pt jump shot from 25 ft,48,54
3,11:10.0,Defensive rebound by M. Conley,,48,54
3,11:01.0,G. Temple misses 3-pt jump shot from 25 ft,,48,54
3,11:00.0,,Defensive rebound by J. Harden,48,54
3,10:51.0,,Turnover by J. Harden (bad pass),48,54
3,10:34.0,M. Conley misses 3-pt jump shot from 25 ft,,48,54
3,10:32.0,,Defensive rebound by D. House,48,54
3,10:25.0,,Personal foul by J. Carter (drawn by J. Harden),48,54
3,10:19.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by P. Tucker),48,57
3,10:04.0,J. Carter misses 3-pt jump shot from 26 ft,,48,57
3,10:03.0,,Defensive rebound by N. Hilário,48,57
3,9:53.0,,Offensive foul by J. Harden (drawn by M. Gasol),48,57
3,9:53.0,,Turnover by J. Harden (offensive foul),48,57
3,9:53.0,O. Casspi enters the game for J. Carter,,48,57
3,9:40.0,J. Jackson misses 3-pt jump shot from 26 ft,,48,57
3,9:36.0,Offensive rebound by G. Temple,,48,57
3,9:26.0,Shooting foul by P. Tucker (drawn by O. Casspi),,48,57
3,9:26.0,O. Casspi makes free throw 1 of 2,,49,57
3,9:26.0,O. Casspi makes free throw 2 of 2,,50,57
3,9:13.0,,D. House misses 3-pt jump shot from 26 ft,50,57
3,9:11.0,Defensive rebound by J. Jackson,,50,57
3,8:56.0,M. Conley makes 2-pt layup at rim (assist by M. Gasol),,52,57
3,8:41.0,,D. House misses 2-pt jump shot from 14 ft (block by O. Casspi),52,57
3,8:40.0,Defensive rebound by M. Gasol,,52,57
3,8:30.0,Turnover by M. Conley (bad pass),,52,57
3,8:22.0,,Personal foul by J. Jackson (drawn by J. Harden),52,57
3,8:14.0,,A. Rivers makes 3-pt jump shot from 26 ft,52,60
3,7:53.0,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Gasol),,55,60
3,7:53.0,,G. Clark enters the game for N. Hilário,55,60
3,7:53.0,,G. Green enters the game for D. House,55,60
3,7:20.0,,J. Harden misses 3-pt jump shot from 23 ft,55,60
3,7:17.0,,Offensive rebound by Team,55,60
3,7:09.0,,G. Green makes 3-pt jump shot from 23 ft (assist by P. Tucker),55,63
3,6:57.0,Turnover by M. Conley (lost ball; steal by P. Tucker),,55,63
3,6:52.0,,Turnover by G. Green (out of bounds lost ball),55,63
3,6:52.0,,Houston full timeout,55,63
3,6:42.0,M. Conley makes 2-pt jump shot from 12 ft,,57,63
3,6:42.0,Shooting foul by A. Rivers (drawn by M. Conley),,57,63
3,6:42.0,M. Conley makes free throw 1 of 1,,58,63
3,6:23.0,,G. Green misses 3-pt jump shot from 24 ft,58,63
3,6:21.0,Defensive rebound by M. Gasol,,58,63
3,6:21.0,Personal foul by G. Green (drawn by M. Gasol),,58,63
3,5:59.0,O. Casspi misses 2-pt hook shot from 5 ft,,58,63
3,5:57.0,Offensive rebound by G. Temple,,58,63
3,5:57.0,Turnover by G. Temple (bad pass; steal by A. Rivers),,58,63
3,5:51.0,,A. Rivers makes 2-pt layup from 1 ft,58,65
3,5:38.0,M. Conley makes 2-pt jump shot from 9 ft (assist by G. Temple),,60,65
3,5:12.0,,J. Harden makes 2-pt jump shot from 14 ft,60,67
3,4:51.0,J. Jackson misses 2-pt layup from 4 ft,,60,67
3,4:47.0,,Defensive rebound by G. Green,60,67
3,4:38.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by G. Green),60,70
3,4:27.0,Memphis full timeout,,60,70
3,4:27.0,J. Green enters the game for M. Conley,,60,70
3,4:27.0,S. Mack enters the game for J. Jackson,,60,70
3,4:27.0,,J. Ennis enters the game for A. Rivers,60,70
3,4:09.0,S. Mack misses 2-pt jump shot from 14 ft,,60,70
3,4:09.0,,Defensive rebound by J. Harden,60,70
3,3:59.0,,G. Clark makes 3-pt jump shot from 24 ft (assist by J. Harden),60,73
3,3:43.0,Turnover by M. Gasol (traveling),,60,73
3,3:43.0,J. Noah enters the game for M. Gasol,,60,73
3,3:37.0,,J. Harden makes 3-pt jump shot from 26 ft,60,76
3,3:17.0,S. Mack makes 2-pt jump shot from 4 ft (assist by J. Noah),,62,76
3,3:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,62,76
3,2:59.0,Defensive rebound by O. Casspi,,62,76
3,2:49.0,J. Green makes 3-pt jump shot from 25 ft (assist by J. Noah),,65,76
3,2:27.0,,G. Green makes 3-pt jump shot from 22 ft (assist by P. Tucker),65,79
3,2:18.0,G. Temple makes 3-pt jump shot from 23 ft (assist by S. Mack),,68,79
3,2:07.0,,Personal foul by J. Noah (drawn by J. Harden),68,79
3,2:07.0,,D. House enters the game for P. Tucker,68,79
3,1:55.0,,J. Harden misses 2-pt layup from 3 ft,68,79
3,1:54.0,,Offensive rebound by Team,68,79
3,1:52.0,,D. House makes 3-pt jump shot from 23 ft (assist by G. Green),68,82
3,1:35.0,J. Green misses 2-pt jump shot from 20 ft,,68,82
3,1:34.0,Offensive rebound by J. Noah,,68,82
3,1:31.0,J. Green makes 2-pt layup from 1 ft (assist by S. Mack),,70,82
3,1:18.0,,J. Harden makes 3-pt jump shot from 25 ft,70,85
3,1:04.0,S. Mack misses 2-pt jump shot from 12 ft,,70,85
3,1:03.0,,Defensive rebound by G. Clark,70,85
3,0:55.0,,Shooting foul by S. Mack (drawn by J. Harden),70,85
3,0:55.0,,J. Harden makes free throw 1 of 2,70,86
3,0:55.0,,J. Harden makes free throw 2 of 2,70,87
3,0:42.0,J. Noah misses 2-pt layup from 2 ft (block by J. Harden),,70,87
3,0:41.0,,Defensive rebound by Team,70,87
3,0:32.0,,J. Harden misses 3-pt jump shot from 32 ft,70,87
3,0:30.0,Defensive rebound by S. Mack,,70,87
3,0:08.0,Offensive foul by G. Temple (drawn by J. Harden),,70,87
3,0:08.0,Turnover by G. Temple (offensive foul),,70,87
3,0:00.0,,Turnover by D. House (out of bounds lost ball),70,87
4,11:51.0,M. Conley makes 3-pt jump shot from 23 ft (assist by S. Mack),,73,87
4,11:33.0,,A. Rivers misses 2-pt layup from 3 ft (block by J. Jackson),73,87
4,11:32.0,,Offensive rebound by D. House,73,87
4,11:29.0,,D. House misses 3-pt jump shot from 25 ft,73,87
4,11:27.0,Defensive rebound by M. Conley,,73,87
4,11:27.0,J. Holiday enters the game for G. Temple,,73,87
4,11:13.0,Personal foul by D. House (drawn by J. Green),,73,87
4,11:09.0,J. Jackson makes 2-pt hook shot from 8 ft (assist by S. Mack),,75,87
4,10:53.0,,G. Green makes 3-pt jump shot from 23 ft (assist by A. Rivers),75,90
4,10:41.0,Turnover by J. Green (bad pass; steal by J. Ennis),,75,90
4,10:40.0,,Personal take foul by S. Mack (drawn by J. Ennis),75,90
4,10:30.0,,G. Green makes 3-pt jump shot from 25 ft,75,93
4,10:17.0,Shooting foul by A. Rivers (drawn by S. Mack),,75,93
4,10:17.0,S. Mack misses free throw 1 of 2,,75,93
4,10:17.0,Offensive rebound by Team,,75,93
4,10:17.0,S. Mack misses free throw 2 of 2,,75,93
4,10:15.0,,Defensive rebound by G. Clark,75,93
4,10:02.0,,G. Green misses 3-pt jump shot from 26 ft,75,93
4,10:01.0,Defensive rebound by J. Green,,75,93
4,9:38.0,S. Mack makes 2-pt layup from 1 ft (assist by J. Green),,77,93
4,9:13.0,,Turnover by G. Green (bad pass),77,93
4,9:02.0,M. Conley misses 2-pt layup from 1 ft (block by G. Clark),,77,93
4,9:02.0,Offensive rebound by Team,,77,93
4,8:53.0,S. Mack makes 2-pt jump shot from 6 ft,,79,93
4,8:33.0,,G. Clark makes 2-pt jump shot from 7 ft (assist by A. Rivers),79,95
4,8:14.0,J. Holiday misses 3-pt jump shot from 23 ft,,79,95
4,8:14.0,,Defensive rebound by G. Green,79,95
4,8:05.0,,Shooting foul by M. Conley (drawn by A. Rivers),79,95
4,8:05.0,,A. Rivers misses free throw 1 of 2,79,95
4,8:05.0,,Offensive rebound by Team,79,95
4,8:05.0,,A. Rivers makes free throw 2 of 2,79,96
4,7:52.0,J. Jackson makes 2-pt layup from 1 ft (assist by M. Conley),,81,96
4,7:33.0,,A. Rivers misses 3-pt jump shot from 26 ft,81,96
4,7:32.0,Defensive rebound by J. Green,,81,96
4,7:11.0,Shooting foul by A. Rivers (drawn by M. Conley),,81,96
4,7:11.0,M. Conley makes free throw 1 of 2,,82,96
4,7:11.0,G. Temple enters the game for J. Holiday,,82,96
4,7:11.0,,J. Harden enters the game for J. Ennis,82,96
4,7:11.0,,P. Tucker enters the game for G. Green,82,96
4,7:11.0,M. Conley makes free throw 2 of 2,,83,96
4,6:50.0,,A. Rivers misses 2-pt layup from 1 ft (block by J. Jackson),83,96
4,6:49.0,Defensive rebound by J. Jackson,,83,96
4,6:39.0,M. Conley misses 3-pt jump shot from 25 ft,,83,96
4,6:37.0,,Defensive rebound by J. Harden,83,96
4,6:21.0,,Shooting foul by J. Green (drawn by J. Harden),83,96
4,6:21.0,,Houston full timeout,83,96
4,6:21.0,,J. Harden misses free throw 1 of 2,83,96
4,6:21.0,,Offensive rebound by Team,83,96
4,6:21.0,,J. Harden makes free throw 2 of 2,83,97
4,6:06.0,J. Jackson misses 2-pt hook shot from 6 ft,,83,97
4,6:05.0,,Defensive rebound by P. Tucker,83,97
4,5:48.0,,J. Harden misses 3-pt jump shot from 26 ft,83,97
4,5:47.0,Defensive rebound by J. Green,,83,97
4,5:37.0,M. Conley makes 2-pt layup from 1 ft (assist by G. Temple),,85,97
4,5:10.0,,J. Harden makes 2-pt jump shot from 7 ft,85,99
4,4:58.0,J. Jackson misses 2-pt layup from 3 ft,,85,99
4,4:57.0,,Defensive rebound by D. House,85,99
4,4:43.0,,J. Harden makes 3-pt jump shot from 27 ft,85,102
4,4:43.0,,Shooting foul by J. Green (drawn by J. Harden),85,102
4,4:43.0,,G. Green enters the game for G. Clark,85,102
4,4:43.0,,J. Harden makes free throw 1 of 1,85,103
4,4:30.0,J. Jackson misses 2-pt hook shot from 5 ft,,85,103
4,4:30.0,,Defensive rebound by J. Harden,85,103
4,4:17.0,,J. Harden misses 3-pt jump shot from 26 ft,85,103
4,4:16.0,Defensive rebound by J. Jackson,,85,103
4,4:05.0,M. Conley misses 3-pt jump shot from 26 ft,,85,103
4,4:03.0,,Defensive rebound by J. Harden,85,103
4,3:56.0,,J. Harden makes 2-pt layup from 1 ft,85,105
4,3:41.0,Turnover by J. Jackson (bad pass; steal by A. Rivers),,85,105
4,3:36.0,,Personal foul by J. Green (drawn by J. Harden),85,105
4,3:36.0,,Houston full timeout,85,105
4,3:36.0,J. Carter enters the game for M. Conley,,85,105
4,3:36.0,J. Holiday enters the game for J. Green,,85,105
4,3:36.0,I. Rabb enters the game for J. Jackson,,85,105
4,3:36.0,Y. Watanabe enters the game for G. Temple,,85,105
4,3:36.0,,M. Chriss enters the game for P. Tucker,85,105
4,3:36.0,,J. Harden makes free throw 1 of 2,85,106
4,3:36.0,,J. Harden makes free throw 2 of 2,85,107
4,3:35.0,Personal take foul by J. Harden (drawn by J. Carter),,85,107
4,3:35.0,,I. Hartenstein enters the game for J. Harden,85,107
4,3:21.0,Y. Watanabe misses 2-pt jump shot from 13 ft,,85,107
4,3:20.0,,Defensive rebound by M. Chriss,85,107
4,3:00.0,,G. Green misses 3-pt jump shot from 25 ft,85,107
4,2:59.0,Defensive rebound by Y. Watanabe,,85,107
4,2:52.0,Shooting foul by G. Green (drawn by I. Rabb),,85,107
4,2:52.0,I. Rabb makes free throw 1 of 2,,86,107
4,2:52.0,I. Rabb misses free throw 2 of 2,,86,107
4,2:52.0,,Defensive rebound by I. Hartenstein,86,107
4,2:34.0,,D. House makes 2-pt layup from 1 ft (assist by A. Rivers),86,109
4,2:23.0,I. Rabb makes 2-pt layup from 1 ft (assist by S. Mack),,88,109
4,2:03.0,,Turnover by D. House (bad pass),88,109
4,2:00.0,S. Mack makes 2-pt layup from 1 ft (assist by J. Carter),,90,109
4,1:41.0,,I. Hartenstein misses 3-pt jump shot from 24 ft,90,109
4,1:39.0,Defensive rebound by S. Mack,,90,109
4,1:32.0,J. Holiday misses 3-pt jump shot from 25 ft,,90,109
4,1:31.0,,Defensive rebound by G. Green,90,109
4,1:12.0,,D. House makes 3-pt jump shot from 23 ft (assist by I. Hartenstein),90,112
4,0:58.0,I. Rabb makes 2-pt jump shot from 13 ft,,92,112
