QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
1,3:10.0,P. Siakam misses 3-pt jump shot from 26 ft,,15,18
1,3:07.0,,Defensive rebound by T. Harris,15,18
1,3:00.0,,J. Ennis makes 2-pt layup from 1 ft (assist by B. Simmons),15,20
1,2:39.0,S. Ibaka misses 3-pt jump shot from 24 ft,,15,20
1,2:39.0,,Defensive rebound by J. Ennis,15,20
1,2:28.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by B. Simmons),15,23
1,2:25.0,Toronto full timeout,,15,23
1,2:25.0,M. Gasol enters the game for D. Green,,15,23
1,2:25.0,N. Powell enters the game for K. Lowry,,15,23
1,2:25.0,F. VanVleet enters the game for P. Siakam,,15,23
1,2:25.0,,J. Redick enters the game for J. Ennis,15,23
1,2:09.0,K. Leonard makes 2-pt jump shot from 17 ft,,17,23
1,1:52.0,,J. Embiid misses 2-pt jump shot from 11 ft,17,23
1,1:48.0,,Offensive rebound by B. Simmons,17,23
1,1:48.0,,B. Simmons makes 2-pt layup at rim,17,25
1,1:30.0,K. Leonard makes 2-pt jump shot from 17 ft,,19,25
1,1:30.0,,J. Butler enters the game for T. Harris,19,25
1,1:17.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),19,27
1,0:59.0,K. Leonard misses 2-pt jump shot from 11 ft,,19,27
1,0:56.0,,Defensive rebound by J. Redick,19,27
1,0:49.0,,J. Redick misses 3-pt jump shot from 28 ft,19,27
1,0:47.0,Defensive rebound by M. Gasol,,19,27
1,0:31.0,S. Ibaka makes 2-pt hook shot from 3 ft (assist by M. Gasol),,21,27
1,0:14.0,,J. Butler misses 2-pt layup from 3 ft,21,27
1,0:12.0,,Offensive rebound by M. Scott,21,27
1,0:08.0,,B. Simmons makes 2-pt jump shot from 3 ft (assist by M. Scott),21,29
1,0:00.0,K. Leonard misses 3-pt jump shot from 28 ft,,21,29
1,0:00.0,Offensive rebound by Team,,21,29
2,11:49.0,K. Lowry misses 3-pt jump shot from 26 ft,,21,29
2,11:46.0,,Defensive rebound by M. Scott,21,29
2,11:32.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Ennis),21,32
2,11:18.0,S. Ibaka misses 2-pt jump shot from 18 ft,,21,32
2,11:15.0,,Defensive rebound by J. Embiid,21,32
2,11:09.0,,Personal foul by P. Siakam (drawn by J. Butler),21,32
2,10:59.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by J. Butler),21,35
2,10:34.0,P. Siakam misses 2-pt jump shot from 20 ft (block by J. Ennis),,21,35
2,10:31.0,,Defensive rebound by J. Butler,21,35
2,10:30.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by J. Ennis),21,38
2,10:11.0,K. Lowry makes 2-pt jump shot from 4 ft,,23,38
2,9:51.0,,M. Scott misses 3-pt jump shot from 23 ft,23,38
2,9:51.0,,Offensive rebound by Team,23,38
2,9:51.0,Loose ball foul by K. Lowry (drawn by J. Ennis),,23,38
2,9:51.0,,Philadelphia full timeout,23,38
2,9:51.0,D. Green enters the game for S. Ibaka,,23,38
2,9:51.0,K. Leonard enters the game for F. VanVleet,,23,38
2,9:51.0,,T. Harris enters the game for M. Scott,23,38
2,9:46.0,,J. Embiid misses 2-pt jump shot from 3 ft,23,38
2,9:43.0,,Offensive rebound by J. Ennis,23,38
2,9:43.0,,J. Ennis makes 2-pt layup at rim,23,40
2,9:32.0,P. Siakam misses 2-pt layup from 4 ft,,23,40
2,9:30.0,,Defensive rebound by T. Harris,23,40
2,9:15.0,,J. Embiid misses 3-pt jump shot from 26 ft,23,40
2,9:12.0,Defensive rebound by K. Leonard,,23,40
2,9:08.0,K. Lowry misses 2-pt jump shot from 4 ft,,23,40
2,9:04.0,,Defensive rebound by T. Harris,23,40
2,8:58.0,,J. Redick makes 2-pt layup from 1 ft (assist by T. Harris),23,42
2,8:39.0,P. Siakam makes 2-pt layup from 1 ft (assist by M. Gasol),,25,42
2,8:17.0,,J. Embiid misses 2-pt jump shot from 18 ft,25,42
2,8:14.0,Defensive rebound by D. Green,,25,42
2,8:09.0,Personal foul by J. Redick (drawn by K. Lowry),,25,42
2,8:09.0,,B. Marjanović enters the game for J. Butler,25,42
2,8:09.0,,B. Simmons enters the game for J. Embiid,25,42
2,8:03.0,K. Leonard makes 2-pt jump shot from 17 ft,,27,42
2,7:50.0,,Turnover by B. Marjanović (traveling),27,42
2,7:50.0,S. Ibaka enters the game for M. Gasol,,27,42
2,7:35.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by K. Leonard),,29,42
2,7:20.0,,J. Redick misses 3-pt jump shot from 26 ft,29,42
2,7:18.0,Defensive rebound by K. Lowry,,29,42
2,7:14.0,K. Lowry misses 2-pt jump shot from 4 ft,,29,42
2,7:12.0,,Defensive rebound by J. Ennis,29,42
2,7:08.0,,T. Harris misses 3-pt jump shot from 24 ft,29,42
2,7:05.0,,Offensive rebound by T. Harris,29,42
2,7:03.0,,T. Harris misses 2-pt jump shot from 9 ft,29,42
2,7:01.0,Defensive rebound by S. Ibaka,,29,42
2,6:56.0,K. Leonard makes 2-pt layup from 2 ft (assist by D. Green),,31,42
2,6:40.0,,B. Simmons misses 2-pt layup from 2 ft,31,42
2,6:37.0,Defensive rebound by K. Leonard,,31,42
2,6:30.0,S. Ibaka makes 2-pt jump shot from 7 ft (assist by K. Leonard),,33,42
2,6:02.0,,Turnover by T. Harris (lost ball; steal by K. Lowry),33,42
2,5:59.0,K. Leonard makes 2-pt dunk from 1 ft (assist by K. Lowry),,35,42
2,5:59.0,,Philadelphia full timeout,35,42
2,5:59.0,M. Gasol enters the game for P. Siakam,,35,42
2,5:59.0,,J. Butler enters the game for B. Marjanović,35,42
2,5:59.0,,J. Embiid enters the game for J. Redick,35,42
2,5:45.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by J. Ennis),35,44
2,5:21.0,K. Lowry misses 3-pt jump shot from 28 ft,,35,44
2,5:18.0,,Defensive rebound by B. Simmons,35,44
2,5:12.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),35,46
2,4:57.0,K. Leonard misses 2-pt jump shot from 11 ft,,35,46
2,4:55.0,,Defensive rebound by J. Embiid,35,46
2,4:47.0,,Shooting foul by S. Ibaka (drawn by J. Ennis),35,46
2,4:47.0,,J. Ennis misses free throw 1 of 2,35,46
2,4:47.0,,Offensive rebound by Team,35,46
2,4:47.0,,J. Ennis makes free throw 2 of 2,35,47
2,4:24.0,Shooting foul by J. Ennis (drawn by S. Ibaka),,35,47
2,4:24.0,S. Ibaka makes free throw 1 of 2,,36,47
2,4:24.0,,J. Redick enters the game for J. Ennis,36,47
2,4:24.0,S. Ibaka makes free throw 2 of 2,,37,47
2,4:10.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),37,49
2,3:51.0,D. Green misses 3-pt jump shot from 26 ft,,37,49
2,3:46.0,Offensive rebound by K. Lowry,,37,49
2,3:36.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Lowry),,40,49
2,3:12.0,,J. Butler misses 2-pt jump shot from 14 ft,40,49
2,3:09.0,Defensive rebound by S. Ibaka,,40,49
2,3:00.0,Shooting foul by J. Redick (drawn by D. Green),,40,49
2,3:00.0,D. Green misses free throw 1 of 2,,40,49
2,3:00.0,Offensive rebound by Team,,40,49
2,3:00.0,P. Siakam enters the game for S. Ibaka,,40,49
2,3:00.0,D. Green makes free throw 2 of 2,,41,49
2,2:36.0,,J. Embiid misses 2-pt jump shot from 9 ft,41,49
2,2:33.0,Defensive rebound by P. Siakam,,41,49
2,2:27.0,M. Gasol misses 3-pt jump shot from 25 ft,,41,49
2,2:22.0,,Defensive rebound by Team,41,49
2,2:22.0,,M. Scott enters the game for B. Simmons,41,49
2,2:06.0,,J. Redick misses 3-pt jump shot from 26 ft,41,49
2,2:04.0,Defensive rebound by K. Leonard,,41,49
2,1:55.0,P. Siakam misses 3-pt jump shot from 25 ft,,41,49
2,1:52.0,,Defensive rebound by T. Harris,41,49
2,1:39.0,,M. Scott makes 2-pt jump shot from 3 ft (assist by J. Butler),41,51
2,1:30.0,K. Leonard misses 3-pt jump shot from 27 ft,,41,51
2,1:27.0,,Defensive rebound by M. Scott,41,51
2,1:19.0,,J. Butler misses 3-pt jump shot from 25 ft,41,51
2,1:18.0,,Offensive rebound by J. Butler,41,51
2,1:18.0,,J. Butler makes 2-pt jump shot from 9 ft,41,53
2,1:18.0,,Shooting foul by K. Lowry (drawn by J. Butler),41,53
2,1:18.0,,J. Butler makes free throw 1 of 1,41,54
2,1:03.0,P. Siakam makes 2-pt jump shot from 10 ft (assist by K. Lowry),,43,54
2,0:41.0,,Turnover by J. Butler (bad pass; steal by K. Leonard),43,54
2,0:36.0,K. Leonard misses 3-pt jump shot from 26 ft,,43,54
2,0:33.0,Offensive rebound by P. Siakam,,43,54
2,0:33.0,,J. Ennis enters the game for J. Redick,43,54
2,0:29.0,Turnover by K. Leonard (traveling),,43,54
2,0:29.0,P. McCaw enters the game for K. Lowry,,43,54
2,0:29.0,,J. Redick enters the game for J. Ennis,43,54
2,0:10.0,,J. Butler makes 2-pt jump shot from 5 ft,43,56
2,0:03.0,Turnover by K. Leonard (lost ball; steal by J. Butler),,43,56
2,0:00.0,,J. Butler makes 2-pt layup from 1 ft,43,58
3,11:49.0,K. Lowry misses 3-pt jump shot from 25 ft,,43,58
3,11:45.0,,Defensive rebound by B. Simmons,43,58
3,11:27.0,,J. Redick misses 3-pt jump shot from 26 ft,43,58
3,11:26.0,,Offensive rebound by Team,43,58
3,11:26.0,Loose ball foul by M. Gasol (drawn by J. Embiid),,43,58
3,11:18.0,,Offensive foul by J. Embiid (drawn by M. Gasol),43,58
3,11:18.0,,Turnover by J. Embiid (offensive foul),43,58
3,11:05.0,P. Siakam misses 3-pt jump shot from 24 ft,,43,58
3,11:02.0,Offensive rebound by M. Gasol,,43,58
3,10:55.0,M. Gasol misses 2-pt jump shot from 3 ft,,43,58
3,10:53.0,,Defensive rebound by B. Simmons,43,58
3,10:36.0,,J. Embiid makes 2-pt jump shot from 13 ft,43,60
3,10:25.0,Turnover by P. Siakam (bad pass),,43,60
3,10:19.0,,Personal foul by K. Leonard (drawn by B. Simmons),43,60
3,10:13.0,,B. Simmons makes 2-pt layup from 2 ft,43,62
3,9:53.0,P. Siakam makes 3-pt jump shot from 27 ft (assist by M. Gasol),,46,62
3,9:37.0,,Turnover by J. Butler (bad pass; steal by M. Gasol),46,62
3,9:33.0,D. Green misses 3-pt jump shot from 27 ft,,46,62
3,9:30.0,Offensive rebound by P. Siakam,,46,62
3,9:17.0,K. Leonard makes 2-pt jump shot from 8 ft,,48,62
3,9:03.0,,Shooting foul by D. Green (drawn by J. Butler),48,62
3,9:03.0,,J. Butler makes free throw 1 of 2,48,63
3,9:03.0,,J. Butler makes free throw 2 of 2,48,64
3,8:54.0,K. Lowry makes 3-pt jump shot from 26 ft,,51,64
3,8:53.0,,Philadelphia full timeout,51,64
3,8:42.0,,B. Simmons misses 2-pt layup from 1 ft,51,64
3,8:40.0,,Offensive rebound by Team,51,64
3,8:36.0,,Personal foul by P. Siakam (drawn by B. Simmons),51,64
3,8:21.0,,J. Redick misses 3-pt jump shot from 23 ft,51,64
3,8:17.0,,Offensive rebound by J. Embiid,51,64
3,8:10.0,,Turnover by J. Embiid (out of bounds lost ball),51,64
3,7:58.0,Shooting foul by J. Embiid (drawn by P. Siakam),,51,64
3,7:58.0,P. Siakam makes free throw 1 of 2,,52,64
3,7:58.0,P. Siakam misses free throw 2 of 2,,52,64
3,7:56.0,,Defensive rebound by B. Simmons,52,64
3,7:36.0,,T. Harris makes 2-pt jump shot from 11 ft (assist by J. Redick),52,66
3,7:22.0,P. Siakam misses 2-pt layup from 3 ft,,52,66
3,7:20.0,,Defensive rebound by J. Embiid,52,66
3,7:13.0,,T. Harris misses 3-pt jump shot from 25 ft,52,66
3,7:09.0,Defensive rebound by K. Leonard,,52,66
3,7:05.0,Shooting foul by B. Simmons (drawn by K. Leonard),,52,66
3,7:05.0,K. Leonard makes free throw 1 of 2,,53,66
3,7:05.0,,J. Ennis enters the game for B. Simmons,53,66
3,7:05.0,K. Leonard makes free throw 2 of 2,,54,66
3,6:53.0,,J. Redick makes 3-pt jump shot from 26 ft,54,69
3,6:34.0,P. Siakam makes 2-pt jump shot from 20 ft (assist by K. Leonard),,56,69
3,6:23.0,,Offensive foul by J. Ennis (drawn by D. Green),56,69
3,6:23.0,,Turnover by J. Ennis (offensive foul),56,69
3,6:23.0,,M. Scott enters the game for J. Embiid,56,69
3,6:09.0,K. Leonard makes 2-pt dunk from 2 ft,,58,69
3,5:45.0,,J. Butler misses 2-pt jump shot from 16 ft,58,69
3,5:43.0,Defensive rebound by K. Leonard,,58,69
3,5:39.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Lowry),,61,69
3,5:39.0,,J. Embiid enters the game for T. Harris,61,69
3,5:20.0,,Personal foul by D. Green (drawn by J. Embiid),61,69
3,5:20.0,,J. Embiid makes free throw 1 of 2,61,70
3,5:20.0,,B. Simmons enters the game for J. Redick,61,70
3,5:20.0,,J. Embiid misses free throw 2 of 2,61,70
3,5:16.0,Defensive rebound by K. Leonard,,61,70
3,5:05.0,M. Gasol misses 3-pt jump shot from 27 ft,,61,70
3,5:01.0,,Defensive rebound by J. Ennis,61,70
3,4:40.0,,J. Ennis misses 3-pt jump shot from 25 ft,61,70
3,4:36.0,,Offensive rebound by J. Butler,61,70
3,4:31.0,,J. Embiid misses 2-pt layup from 2 ft,61,70
3,4:29.0,,Offensive rebound by B. Simmons,61,70
3,4:29.0,,B. Simmons makes 2-pt dunk from 1 ft,61,72
3,4:17.0,K. Leonard misses 2-pt jump shot from 15 ft,,61,72
3,4:14.0,,Defensive rebound by J. Embiid,61,72
3,4:05.0,,J. Embiid makes 2-pt jump shot from 14 ft (assist by J. Butler),61,74
3,4:05.0,,Shooting foul by M. Gasol (drawn by J. Embiid),61,74
3,4:05.0,S. Ibaka enters the game for P. Siakam,,61,74
3,4:05.0,,T. Harris enters the game for J. Butler,61,74
3,4:05.0,,J. Embiid makes free throw 1 of 1,61,75
3,3:42.0,S. Ibaka misses 2-pt hook shot from 8 ft,,61,75
3,3:40.0,,Defensive rebound by J. Embiid,61,75
3,3:31.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by T. Harris),61,78
3,3:25.0,Toronto full timeout,,61,78
3,3:25.0,P. Siakam enters the game for M. Gasol,,61,78
3,3:25.0,F. VanVleet enters the game for D. Green,,61,78
3,3:17.0,K. Leonard misses 2-pt dunk at rim (block by J. Embiid),,61,78
3,3:16.0,Offensive rebound by K. Leonard,,61,78
3,3:16.0,Shooting foul by J. Embiid (drawn by K. Leonard),,61,78
3,3:16.0,K. Leonard makes free throw 1 of 2,,62,78
3,3:16.0,K. Leonard makes free throw 2 of 2,,63,78
3,2:54.0,,T. Harris misses 3-pt jump shot from 26 ft,63,78
3,2:53.0,,Offensive rebound by Team,63,78
3,2:53.0,Loose ball foul by S. Ibaka (drawn by J. Embiid),,63,78
3,2:53.0,,Offensive rebound by Team,63,78
3,2:53.0,,J. Embiid misses free throw 1 of 2,63,78
3,2:53.0,N. Powell enters the game for K. Lowry,,63,78
3,2:53.0,,J. Embiid makes free throw 2 of 2,63,79
3,2:37.0,K. Leonard misses 2-pt layup from 6 ft (block by J. Embiid),,63,79
3,2:34.0,,Defensive rebound by M. Scott,63,79
3,2:32.0,,B. Simmons makes 2-pt layup from 2 ft (assist by M. Scott),63,81
3,2:12.0,S. Ibaka misses 2-pt hook shot from 7 ft,,63,81
3,2:10.0,,Defensive rebound by J. Embiid,63,81
3,1:57.0,,J. Embiid misses 2-pt jump shot from 15 ft,63,81
3,1:54.0,Defensive rebound by F. VanVleet,,63,81
3,1:46.0,S. Ibaka misses 3-pt jump shot from 26 ft,,63,81
3,1:42.0,,Defensive rebound by T. Harris,63,81
3,1:31.0,,B. Simmons makes 2-pt layup from 3 ft,63,83
3,1:18.0,Offensive foul by K. Leonard (drawn by J. Ennis),,63,83
3,1:18.0,Turnover by K. Leonard (offensive foul),,63,83
3,1:18.0,,J. Redick enters the game for J. Ennis,63,83
3,1:05.0,,Turnover by M. Scott (bad pass; steal by P. Siakam),63,83
3,1:01.0,Shooting foul by J. Redick (drawn by K. Leonard),,63,83
3,1:01.0,K. Leonard makes free throw 1 of 2,,64,83
3,1:01.0,K. Leonard makes free throw 2 of 2,,65,83
3,0:51.0,,Personal foul by N. Powell (drawn by B. Simmons),65,83
3,0:51.0,,B. Simmons misses free throw 1 of 2,65,83
3,0:51.0,,Offensive rebound by Team,65,83
3,0:51.0,,B. Simmons makes free throw 2 of 2,65,84
3,0:39.0,K. Leonard misses 2-pt jump shot from 16 ft,,65,84
3,0:37.0,,Defensive rebound by J. Embiid,65,84
3,0:30.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. Harris),65,87
3,0:20.0,P. Siakam makes 2-pt layup from 3 ft (assist by K. Leonard),,67,87
3,0:00.0,,T. Harris misses 3-pt jump shot from 27 ft,67,87
3,0:00.0,,Offensive rebound by Team,67,87
4,11:42.0,,J. Redick misses 3-pt jump shot from 26 ft,67,87
4,11:38.0,Defensive rebound by K. Lowry,,67,87
4,11:32.0,Turnover by K. Lowry (bad pass; steal by T. Harris),,67,87
4,11:26.0,,T. Harris misses 2-pt layup from 6 ft,67,87
4,11:24.0,,Offensive rebound by J. Ennis,67,87
4,11:14.0,,T. Harris makes 2-pt jump shot from 5 ft (assist by J. Butler),67,89
4,10:58.0,Turnover by P. Siakam (bad pass),,67,89
4,10:37.0,,T. Harris misses 2-pt layup from 8 ft,67,89
4,10:34.0,Defensive rebound by P. Siakam,,67,89
4,10:31.0,D. Green misses 3-pt jump shot from 26 ft,,67,89
4,10:29.0,Offensive rebound by D. Green,,67,89
4,10:23.0,D. Green misses 3-pt jump shot from 24 ft,,67,89
4,10:23.0,,Defensive rebound by J. Butler,67,89
4,10:15.0,,Shooting foul by P. Siakam (drawn by J. Butler),67,89
4,10:15.0,,J. Butler makes free throw 1 of 2,67,90
4,10:15.0,,J. Butler makes free throw 2 of 2,67,91
4,10:00.0,M. Gasol makes 2-pt jump shot from 9 ft (assist by P. Siakam),,69,91
4,9:44.0,,J. Embiid makes 2-pt jump shot from 13 ft (assist by J. Butler),69,93
4,9:34.0,K. Lowry misses 3-pt jump shot from 29 ft,,69,93
4,9:32.0,,Defensive rebound by J. Butler,69,93
4,9:20.0,,Turnover by J. Embiid (lost ball; steal by D. Green),69,93
4,9:18.0,Shooting foul by J. Redick (drawn by P. Siakam),,69,93
4,9:18.0,P. Siakam makes free throw 1 of 2,,70,93
4,9:18.0,S. Ibaka enters the game for M. Gasol,,70,93
4,9:18.0,K. Leonard enters the game for D. Green,,70,93
4,9:18.0,,M. Scott enters the game for J. Embiid,70,93
4,9:18.0,,B. Simmons enters the game for J. Redick,70,93
4,9:18.0,P. Siakam makes free throw 2 of 2,,71,93
4,8:57.0,,J. Butler misses 2-pt jump shot from 9 ft,71,93
4,8:54.0,Defensive rebound by K. Leonard,,71,93
4,8:39.0,Turnover by S. Ibaka (lost ball; steal by J. Butler),,71,93
4,8:29.0,,T. Harris makes 2-pt layup from 2 ft,71,95
4,8:17.0,K. Lowry makes 2-pt layup from 1 ft (assist by F. VanVleet),,73,95
4,7:52.0,,T. Harris misses 2-pt jump shot from 8 ft,73,95
4,7:49.0,,Offensive rebound by B. Simmons,73,95
4,7:48.0,,Personal foul by F. VanVleet (drawn by J. Ennis),73,95
4,7:48.0,,Philadelphia full timeout,73,95
4,7:48.0,M. Gasol enters the game for P. Siakam,,73,95
4,7:48.0,D. Green enters the game for F. VanVleet,,73,95
4,7:37.0,,J. Butler misses 2-pt jump shot from 14 ft,73,95
4,7:34.0,Defensive rebound by K. Leonard,,73,95
4,7:27.0,K. Leonard makes 2-pt dunk from 1 ft,,75,95
4,7:06.0,,Shooting foul by S. Ibaka (drawn by T. Harris),75,95
4,7:06.0,,T. Harris makes free throw 1 of 2,75,96
4,7:06.0,,T. Harris makes free throw 2 of 2,75,97
4,6:55.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by M. Gasol),,78,97
4,6:25.0,,B. Simmons misses 2-pt hook shot from 2 ft,78,97
4,6:22.0,,Offensive rebound by B. Simmons,78,97
4,6:20.0,,T. Harris misses 3-pt jump shot from 23 ft,78,97
4,6:16.0,Defensive rebound by K. Lowry,,78,97
4,6:12.0,D. Green misses 3-pt jump shot from 27 ft,,78,97
4,6:09.0,,Defensive rebound by J. Ennis,78,97
4,5:59.0,,Shooting foul by S. Ibaka (drawn by B. Simmons),78,97
4,5:59.0,,B. Simmons makes free throw 1 of 2,78,98
4,5:59.0,,J. Embiid enters the game for T. Harris,78,98
4,5:59.0,,B. Simmons makes free throw 2 of 2,78,99
4,5:39.0,Turnover by M. Gasol (lost ball; steal by J. Embiid),,78,99
4,5:38.0,,Turnover by J. Embiid (out of bounds lost ball),78,99
4,5:38.0,Toronto full timeout,,78,99
4,5:25.0,S. Ibaka misses 3-pt jump shot from 29 ft,,78,99
4,5:21.0,,Defensive rebound by J. Ennis,78,99
4,5:09.0,,Personal foul by M. Gasol (drawn by J. Embiid),78,99
4,5:09.0,,J. Embiid makes free throw 1 of 2,78,100
4,5:09.0,,J. Redick enters the game for J. Ennis,78,100
4,5:09.0,,J. Embiid makes free throw 2 of 2,78,101
4,4:55.0,M. Gasol makes 2-pt jump shot from 6 ft (assist by S. Ibaka),,80,101
4,4:47.0,,Personal take foul by D. Green (drawn by B. Simmons),80,101
4,4:47.0,,B. Simmons misses free throw 1 of 2,80,101
4,4:47.0,,Offensive rebound by Team,80,101
4,4:47.0,,B. Simmons misses free throw 2 of 2,80,101
4,4:47.0,Defensive rebound by Team,,80,101
4,4:47.0,Flagrant foul type 1 by J. Embiid (drawn by M. Gasol),,80,101
4,4:47.0,M. Gasol makes flagrant free throw 1 of 2,,81,101
4,4:47.0,M. Gasol misses flagrant free throw 2 of 2,,81,101
4,4:47.0,Offensive rebound by Team,,81,101
4,4:47.0,,T. Harris enters the game for M. Scott,81,101
4,4:37.0,Personal foul by T. Harris (drawn by M. Gasol),,81,101
