QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
4,6:25.0,,G. Yabusele makes free throw 1 of 2,86,71
4,6:25.0,,G. Yabusele makes free throw 2 of 2,86,72
4,6:04.0,D. Mitchell makes 2-pt layup from 3 ft,,88,72
4,5:54.0,,K. Irving misses 3-pt jump shot from 25 ft,88,72
4,5:52.0,Defensive rebound by R. Gobert,,88,72
4,5:32.0,D. Mitchell makes 3-pt jump shot from 28 ft,,91,72
4,5:19.0,,K. Irving misses 2-pt layup from 2 ft,91,72
4,5:19.0,Defensive rebound by R. Gobert,,91,72
4,5:19.0,,Loose ball foul by D. Theis (drawn by R. Gobert),91,72
4,5:19.0,,T. Rozier enters the game for K. Irving,91,72
4,5:01.0,R. Rubio makes 3-pt jump shot from 28 ft (assist by R. Gobert),,94,72
4,4:50.0,,B. Wanamaker misses 2-pt jump shot from 20 ft,94,72
4,4:46.0,Defensive rebound by R. Rubio,,94,72
4,4:38.0,R. Rubio misses 2-pt jump shot from 19 ft,,94,72
4,4:36.0,,Defensive rebound by G. Yabusele,94,72
4,4:29.0,,T. Rozier misses 2-pt layup from 6 ft,94,72
4,4:28.0,,Offensive rebound by D. Theis,94,72
4,4:28.0,,D. Theis makes 2-pt dunk from 1 ft,94,74
4,4:12.0,Shooting foul by D. Theis (drawn by R. Rubio),,94,74
4,4:12.0,R. Rubio makes free throw 1 of 2,,95,74
4,4:12.0,R. Rubio makes free throw 2 of 2,,96,74
4,3:56.0,,Turnover by B. Wanamaker (bad pass; steal by R. Gobert),96,74
4,3:43.0,Turnover by J. Ingles (lost ball; steal by B. Wanamaker),,96,74
4,3:39.0,,B. Wanamaker makes 2-pt layup from 2 ft,96,76
4,3:38.0,Utah full timeout,,96,76
4,3:18.0,R. Rubio makes 2-pt jump shot from 17 ft (assist by D. Mitchell),,98,76
4,2:59.0,,G. Yabusele misses 3-pt jump shot from 26 ft,98,76
4,2:56.0,,Offensive rebound by T. Rozier,98,76
4,2:54.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,98,76
4,2:51.0,,Offensive rebound by G. Yabusele,98,76
4,2:42.0,,G. Yabusele makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),98,79
4,2:21.0,D. Mitchell misses 3-pt jump shot from 25 ft,,98,79
4,2:20.0,,Defensive rebound by Team,98,79
4,2:20.0,Loose ball foul by R. Gobert (drawn by D. Theis),,98,79
4,2:20.0,,D. Theis makes free throw 1 of 2,98,80
4,2:20.0,G. Allen enters the game for J. Crowder,,98,80
4,2:20.0,D. Exum enters the game for R. Gobert,,98,80
4,2:20.0,G. Niang enters the game for J. Ingles,,98,80
4,2:20.0,R. O'Neale enters the game for D. Mitchell,,98,80
4,2:20.0,E. Udoh enters the game for R. Rubio,,98,80
4,2:20.0,,D. Theis misses free throw 2 of 2,98,80
4,2:19.0,,Offensive rebound by Team,98,80
4,2:19.0,Loose ball foul by E. Udoh (drawn by G. Yabusele),,98,80
4,2:19.0,,G. Yabusele makes free throw 1 of 2,98,81
4,2:19.0,,G. Yabusele makes free throw 2 of 2,98,82
4,2:05.0,D. Exum misses 2-pt layup from 3 ft,,98,82
4,2:02.0,Offensive rebound by D. Exum,,98,82
4,2:01.0,G. Allen misses 3-pt jump shot from 27 ft,,98,82
4,1:57.0,,Defensive rebound by S. Ojeleye,98,82
4,1:49.0,,G. Yabusele misses 2-pt jump shot from 15 ft,98,82
4,1:45.0,Defensive rebound by D. Exum,,98,82
4,1:28.0,Turnover by D. Exum (lost ball; steal by G. Yabusele),,98,82
4,1:16.0,,G. Yabusele makes 2-pt layup from 6 ft,98,84
4,1:02.0,G. Niang misses 3-pt jump shot from 27 ft,,98,84
4,0:59.0,,Defensive rebound by T. Rozier,98,84
4,0:45.0,,B. Wanamaker misses 2-pt jump shot from 17 ft,98,84
4,0:44.0,Defensive rebound by D. Exum,,98,84
4,0:31.0,G. Allen misses 3-pt jump shot from 23 ft,,98,84
4,0:28.0,,Defensive rebound by T. Rozier,98,84
4,0:25.0,,D. Theis makes 2-pt layup from 2 ft (assist by T. Rozier),98,86
4,0:01.0,Turnover by Team (shot clock),,98,86
