QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
3,10:48.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Butler),61,70
3,10:36.0,Turnover by K. Lowry (lost ball; steal by J. Butler),,61,70
3,10:33.0,,Offensive foul by J. Butler (drawn by K. Lowry),61,70
3,10:33.0,,Turnover by J. Butler (offensive foul),61,70
3,10:17.0,Turnover by G. Monroe (lost ball; steal by J. Embiid),,61,70
3,10:12.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),61,73
3,10:10.0,Toronto full timeout,,61,73
3,9:53.0,Personal foul by J. Butler (drawn by P. Siakam),,61,73
3,9:43.0,K. Lowry misses 3-pt jump shot from 27 ft,,61,73
3,9:40.0,,Defensive rebound by J. Butler,61,73
3,9:34.0,,J. Butler makes 2-pt jump shot from 12 ft,61,75
3,9:21.0,G. Monroe misses 2-pt layup from 5 ft (block by B. Simmons),,61,75
3,9:21.0,,Defensive rebound by J. Embiid,61,75
3,9:19.0,,Personal take foul by K. Lowry (drawn by B. Simmons),61,75
3,9:08.0,,Turnover by J. Embiid (bad pass),61,75
3,8:57.0,D. Green misses 2-pt jump shot from 17 ft,,61,75
3,8:53.0,,Defensive rebound by J. Butler,61,75
3,8:48.0,,J. Redick misses 2-pt jump shot from 11 ft,61,75
3,8:46.0,Defensive rebound by G. Monroe,,61,75
3,8:43.0,Shooting foul by J. Butler (drawn by K. Lowry),,61,75
3,8:43.0,K. Lowry makes free throw 1 of 2,,62,75
3,8:43.0,K. Lowry makes free throw 2 of 2,,63,75
3,8:28.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Redick),63,77
3,8:05.0,P. Siakam misses 3-pt jump shot from 25 ft,,63,77
3,8:01.0,,Defensive rebound by B. Simmons,63,77
3,7:58.0,,J. Redick makes 2-pt layup from 2 ft (assist by B. Simmons),63,79
3,7:55.0,Personal take foul by J. Embiid (drawn by K. Lowry),,63,79
3,7:55.0,,L. Shamet enters the game for J. Redick,63,79
3,7:45.0,Personal foul by B. Simmons (drawn by K. Lowry),,63,79
3,7:45.0,,Technical foul by B. Simmons,63,79
3,7:45.0,K. Lowry makes technical free throw,,64,79
3,7:34.0,P. Siakam makes 2-pt jump shot from 4 ft,,66,79
3,7:21.0,,J. Embiid misses 2-pt jump shot from 10 ft,66,79
3,7:19.0,Defensive rebound by K. Lowry,,66,79
3,7:15.0,K. Lowry makes 3-pt jump shot from 26 ft,,69,79
3,7:15.0,,Philadelphia full timeout,69,79
3,7:15.0,F. VanVleet enters the game for G. Monroe,,69,79
3,7:15.0,,T. McConnell enters the game for J. Embiid,69,79
3,7:04.0,,M. Muscala misses 3-pt jump shot from 23 ft,69,79
3,7:01.0,Defensive rebound by D. Green,,69,79
3,6:54.0,Turnover by D. Green (bad pass),,69,79
3,6:37.0,,L. Shamet misses 3-pt jump shot from 24 ft,69,79
3,6:35.0,Defensive rebound by Team,,69,79
3,6:25.0,K. Lowry misses 3-pt jump shot from 27 ft,,69,79
3,6:22.0,,Defensive rebound by B. Simmons,69,79
3,6:12.0,,B. Simmons misses 2-pt layup from 1 ft (block by K. Lowry),69,79
3,6:08.0,Defensive rebound by F. VanVleet,,69,79
3,6:06.0,F. VanVleet makes 2-pt layup from 3 ft,,71,79
3,5:57.0,,L. Shamet makes 2-pt jump shot from 6 ft (assist by J. Butler),71,81
3,5:33.0,O. Anunoby misses 3-pt jump shot from 25 ft,,71,81
3,5:31.0,,Defensive rebound by M. Muscala,71,81
3,5:25.0,,M. Muscala misses 3-pt jump shot from 27 ft,71,81
3,5:22.0,Defensive rebound by O. Anunoby,,71,81
3,5:15.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),,73,81
3,4:57.0,,J. Butler misses 3-pt jump shot from 25 ft,73,81
3,4:54.0,Defensive rebound by O. Anunoby,,73,81
3,4:44.0,Shooting foul by L. Shamet (drawn by P. Siakam),,73,81
3,4:44.0,P. Siakam makes free throw 1 of 2,,74,81
3,4:44.0,P. Siakam makes free throw 2 of 2,,75,81
3,4:35.0,,Shooting foul by O. Anunoby (drawn by M. Muscala),75,81
3,4:35.0,,M. Muscala misses free throw 1 of 2,75,81
3,4:35.0,,Offensive rebound by Team,75,81
3,4:35.0,N. Powell enters the game for O. Anunoby,,75,81
3,4:35.0,,M. Muscala makes free throw 2 of 2,75,82
3,4:18.0,K. Lowry misses 2-pt jump shot from 11 ft,,75,82
3,4:15.0,,Defensive rebound by B. Simmons,75,82
3,4:08.0,,L. Shamet misses 3-pt jump shot from 26 ft,75,82
3,4:06.0,Defensive rebound by P. Siakam,,75,82
3,3:45.0,D. Green misses 2-pt jump shot from 16 ft,,75,82
3,3:42.0,,Defensive rebound by M. Muscala,75,82
3,3:33.0,,Personal foul by F. VanVleet (drawn by J. Butler),75,82
3,3:33.0,G. Monroe enters the game for D. Green,,75,82
3,3:33.0,,J. Bolden enters the game for J. Butler,75,82
3,3:33.0,,J. Embiid enters the game for M. Muscala,75,82
3,3:33.0,,F. Korkmaz enters the game for L. Shamet,75,82
3,3:33.0,,J. Redick enters the game for B. Simmons,75,82
3,3:20.0,,T. McConnell misses 2-pt layup from 2 ft,75,82
3,3:18.0,Defensive rebound by G. Monroe,,75,82
3,3:11.0,F. VanVleet misses 3-pt jump shot from 25 ft,,75,82
3,3:07.0,,Defensive rebound by J. Embiid,75,82
3,2:56.0,,F. Korkmaz makes 2-pt jump shot from 8 ft (assist by T. McConnell),75,84
3,2:50.0,K. Lowry makes 2-pt layup from 2 ft,,77,84
3,2:46.0,,T. McConnell misses 2-pt jump shot from 8 ft,77,84
3,2:34.0,Defensive rebound by F. VanVleet,,77,84
3,2:30.0,K. Lowry misses 3-pt jump shot from 27 ft,,77,84
3,2:26.0,,Defensive rebound by J. Bolden,77,84
3,2:16.0,,Shooting foul by G. Monroe (drawn by J. Redick),77,84
3,2:16.0,,J. Redick misses free throw 1 of 2,77,84
3,2:16.0,,Offensive rebound by Team,77,84
3,2:16.0,D. Wright enters the game for K. Lowry,,77,84
3,2:16.0,,J. Redick makes free throw 2 of 2,77,85
3,1:59.0,Turnover by D. Wright (dbl dribble),,77,85
3,1:53.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,77,85
3,1:51.0,Defensive rebound by N. Powell,,77,85
3,1:44.0,P. Siakam misses 3-pt jump shot from 23 ft,,77,85
3,1:41.0,,Defensive rebound by J. Redick,77,85
3,1:28.0,,Turnover by J. Embiid (lost ball; steal by F. VanVleet),77,85
3,1:22.0,D. Wright misses 2-pt jump shot from 8 ft,,77,85
3,1:19.0,Offensive rebound by G. Monroe,,77,85
3,1:17.0,G. Monroe makes 2-pt hook shot from 3 ft,,79,85
3,0:51.0,,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by J. Redick),79,88
3,0:29.0,N. Powell misses 3-pt jump shot from 27 ft,,79,88
3,0:25.0,,Defensive rebound by T. McConnell,79,88
3,0:05.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),79,91
3,0:04.0,,Technical foul by N. Nurse,79,91
3,0:04.0,,J. Redick misses technical free throw,79,91
3,0:04.0,Defensive rebound by Team,,79,91
3,0:01.0,F. VanVleet misses 3-pt jump shot from 30 ft,,79,91
3,0:00.0,Offensive rebound by Team,,79,91
4,11:55.0,Turnover by O. Anunoby (lost ball; steal by F. Korkmaz),,79,91
4,11:48.0,,F. Korkmaz makes 2-pt layup from 1 ft (assist by B. Simmons),79,93
4,11:33.0,N. Powell misses 2-pt jump shot from 20 ft,,79,93
4,11:31.0,,Defensive rebound by B. Simmons,79,93
4,11:18.0,,J. Redick makes 2-pt jump shot from 16 ft (assist by T. McConnell),79,95
4,10:53.0,Turnover by F. VanVleet (bad pass),,79,95
4,10:43.0,,J. Redick misses 2-pt jump shot from 17 ft,79,95
4,10:40.0,Defensive rebound by O. Anunoby,,79,95
4,10:35.0,D. Wright makes 2-pt layup from 3 ft (assist by F. VanVleet),,81,95
4,10:15.0,,T. McConnell misses 3-pt jump shot from 24 ft,81,95
4,10:12.0,Defensive rebound by D. Wright,,81,95
4,10:06.0,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,84,95
4,10:06.0,,Philadelphia full timeout,84,95
4,9:43.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,84,95
4,9:39.0,Defensive rebound by G. Monroe,,84,95
4,9:29.0,D. Wright misses 2-pt jump shot from 7 ft,,84,95
4,9:27.0,Offensive rebound by G. Monroe,,84,95
4,9:17.0,N. Powell misses 2-pt jump shot from 8 ft,,84,95
4,9:15.0,,Defensive rebound by Team,84,95
4,9:06.0,,Shooting foul by O. Anunoby (drawn by B. Simmons),84,95
4,9:06.0,,B. Simmons makes free throw 1 of 2,84,96
4,9:06.0,K. Lowry enters the game for O. Anunoby,,84,96
4,9:06.0,P. Siakam enters the game for N. Powell,,84,96
4,9:06.0,,B. Simmons makes free throw 2 of 2,84,97
4,8:54.0,F. VanVleet misses 2-pt jump shot from 15 ft,,84,97
4,8:51.0,,Defensive rebound by J. Embiid,84,97
4,8:43.0,,J. Embiid misses 2-pt jump shot from 18 ft,84,97
4,8:43.0,Defensive rebound by K. Lowry,,84,97
4,8:37.0,,Violation by Team (kicked ball),84,97
4,8:26.0,G. Monroe misses 2-pt layup from 3 ft,,84,97
4,8:24.0,,Defensive rebound by J. Embiid,84,97
4,8:19.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Redick),84,99
4,8:07.0,D. Wright misses 2-pt jump shot from 7 ft,,84,99
4,8:04.0,,Defensive rebound by J. Embiid,84,99
4,7:58.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),84,102
4,7:58.0,Toronto full timeout,,84,102
4,7:58.0,D. Green enters the game for G. Monroe,,84,102
4,7:58.0,C. Miles enters the game for D. Wright,,84,102
4,7:58.0,,J. Bolden enters the game for J. Embiid,84,102
4,7:58.0,,J. Butler enters the game for F. Korkmaz,84,102
4,7:58.0,,M. Muscala enters the game for T. McConnell,84,102
4,7:58.0,,L. Shamet enters the game for J. Redick,84,102
4,7:47.0,F. VanVleet misses 3-pt jump shot from 25 ft,,84,102
4,7:44.0,,Defensive rebound by B. Simmons,84,102
4,7:38.0,,Personal foul by D. Green (drawn by B. Simmons),84,102
4,7:29.0,,Def 3 sec tech foul by Team,84,102
4,7:29.0,,L. Shamet makes technical free throw,84,103
4,7:14.0,,Turnover by Team (shot clock),84,103
