QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
4,4:13.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by R. O'Neale),86,97
4,3:57.0,D. House misses 3-pt jump shot from 23 ft,,86,97
4,3:54.0,,Defensive rebound by D. Mitchell,86,97
4,3:41.0,,D. Mitchell makes 2-pt jump shot from 12 ft,86,99
4,3:23.0,C. Paul makes 2-pt layup from 2 ft,,88,99
4,3:02.0,,R. O'Neale misses 3-pt jump shot from 25 ft,88,99
4,2:58.0,,Offensive rebound by D. Favors,88,99
4,2:47.0,,R. Rubio misses 2-pt jump shot from 10 ft,88,99
4,2:46.0,,Offensive rebound by D. Favors,88,99
4,2:35.0,,R. O'Neale misses 3-pt jump shot from 25 ft,88,99
4,2:32.0,,Offensive rebound by Team,88,99
4,2:31.0,,D. Favors makes 2-pt dunk from 3 ft (assist by R. Rubio),88,101
4,2:21.0,Shooting foul by R. O'Neale (drawn by J. Harden),,88,101
4,2:21.0,J. Harden makes free throw 1 of 3,,89,101
4,2:21.0,J. Harden makes free throw 2 of 3,,90,101
4,2:21.0,C. Capela enters the game for D. House,,90,101
4,2:21.0,J. Harden makes free throw 3 of 3,,91,101
4,2:04.0,,Turnover by D. Mitchell (lost ball; steal by C. Paul),91,101
4,1:58.0,Turnover by C. Paul (lost ball; steal by R. Rubio),,91,101
4,1:48.0,,Personal foul by C. Paul (drawn by R. O'Neale),91,101
4,1:36.0,,D. Mitchell misses 3-pt jump shot from 25 ft,91,101
4,1:32.0,,Offensive rebound by D. Mitchell,91,101
4,1:24.0,,D. Mitchell misses 2-pt layup from 3 ft,91,101
4,1:24.0,,Offensive rebound by D. Favors,91,101
4,1:24.0,,D. Favors makes 2-pt dunk at rim,91,103
4,1:15.0,J. Harden misses 3-pt jump shot from 26 ft,,91,103
4,1:11.0,,Defensive rebound by R. O'Neale,91,103
4,0:53.0,,D. Mitchell misses 2-pt layup from 2 ft,91,103
4,0:51.0,,Offensive rebound by D. Favors,91,103
4,0:51.0,,D. Favors makes 2-pt layup at rim,91,105
4,0:45.0,E. Gordon misses 3-pt jump shot from 27 ft,,91,105
4,0:42.0,,Defensive rebound by R. O'Neale,91,105
4,0:37.0,,Personal take foul by P. Tucker (drawn by D. Mitchell),91,105
4,0:37.0,G. Clark enters the game for C. Capela,,91,105
4,0:37.0,G. Green enters the game for E. Gordon,,91,105
4,0:37.0,I. Hartenstein enters the game for J. Harden,,91,105
4,0:37.0,D. House enters the game for C. Paul,,91,105
4,0:37.0,A. Rivers enters the game for P. Tucker,,91,105
4,0:37.0,,D. Mitchell makes free throw 1 of 2,91,106
4,0:37.0,,D. Mitchell makes free throw 2 of 2,91,107
4,0:31.0,D. House misses 3-pt jump shot from 24 ft,,91,107
4,0:27.0,,Defensive rebound by D. Favors,91,107
4,0:04.0,,Turnover by Team (shot clock),91,107
4,0:01.0,D. House misses 3-pt jump shot from 26 ft,,91,107
4,0:00.0,Offensive rebound by Team,,91,107
