QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
1,7:43.0,J. Layman makes 3-pt jump shot from 25 ft (assist by A. Aminu),,9,5
1,7:27.0,,E. Fournier misses 2-pt jump shot from 2 ft (block by J. Nurkić),9,5
1,7:18.0,,Offensive rebound by N. Vučević,9,5
1,7:18.0,,N. Vučević makes 2-pt layup from 1 ft,9,7
1,7:13.0,Turnover by J. Nurkić (lost ball; steal by N. Vučević),,9,7
1,7:06.0,,E. Fournier makes 2-pt layup at rim,9,9
1,6:55.0,Def 3 sec tech foul by Team,,9,9
1,6:55.0,,Orlando full timeout,9,9
1,6:55.0,E. Turner enters the game for J. Layman,,9,9
1,6:55.0,D. Lillard misses technical free throw,,9,9
1,6:55.0,Offensive rebound by Team,,9,9
1,6:46.0,D. Lillard makes 2-pt dunk from 1 ft (assist by E. Turner),,11,9
1,6:31.0,,E. Fournier misses 2-pt jump shot from 15 ft,11,9
1,6:29.0,Defensive rebound by A. Aminu,,11,9
1,6:19.0,J. Nurkić makes 2-pt jump shot from 20 ft (assist by E. Turner),,13,9
1,5:59.0,,A. Gordon misses 3-pt jump shot from 25 ft,13,9
1,5:56.0,Defensive rebound by C. McCollum,,13,9
1,5:49.0,C. McCollum misses 2-pt jump shot from 20 ft,,13,9
1,5:44.0,Offensive rebound by J. Nurkić,,13,9
1,5:44.0,J. Nurkić makes 2-pt layup at rim,,15,9
1,5:31.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),15,12
1,5:04.0,C. McCollum misses 3-pt jump shot from 26 ft,,15,12
1,5:00.0,,Defensive rebound by D. Augustin,15,12
1,4:52.0,,A. Gordon misses 3-pt jump shot from 23 ft,15,12
1,4:50.0,Defensive rebound by J. Nurkić,,15,12
1,4:44.0,E. Turner makes 2-pt jump shot from 14 ft,,17,12
1,4:23.0,,N. Vučević makes 2-pt jump shot from 8 ft,17,14
1,4:05.0,D. Lillard misses 2-pt jump shot from 19 ft,,17,14
1,4:03.0,Offensive rebound by A. Aminu,,17,14
1,4:02.0,A. Aminu makes 2-pt jump shot from 20 ft,,19,14
1,3:45.0,,A. Gordon misses 3-pt jump shot from 26 ft,19,14
1,3:42.0,Defensive rebound by A. Aminu,,19,14
1,3:39.0,Personal foul by J. Isaac (drawn by E. Turner),,19,14
1,3:39.0,Z. Collins enters the game for A. Aminu,,19,14
1,3:39.0,M. Harkless enters the game for J. Nurkić,,19,14
1,3:39.0,,M. Bamba enters the game for A. Gordon,19,14
1,3:39.0,,T. Ross enters the game for J. Isaac,19,14
1,3:30.0,C. McCollum makes 2-pt jump shot from 8 ft (assist by Z. Collins),,21,14
1,3:07.0,,N. Vučević makes 2-pt layup from 1 ft,21,16
1,2:53.0,C. McCollum makes 2-pt jump shot from 10 ft,,23,16
1,2:41.0,,Shooting foul by C. McCollum (drawn by E. Fournier),23,16
1,2:41.0,Portland full timeout,,23,16
1,2:41.0,S. Curry enters the game for D. Lillard,,23,16
1,2:41.0,N. Stauskas enters the game for C. McCollum,,23,16
1,2:41.0,,J. Grant enters the game for D. Augustin,23,16
1,2:41.0,,E. Fournier makes free throw 1 of 2,23,17
1,2:41.0,,E. Fournier makes free throw 2 of 2,23,18
1,2:33.0,Z. Collins makes 3-pt jump shot from 27 ft (assist by E. Turner),,26,18
1,2:15.0,,T. Ross makes 2-pt jump shot from 15 ft (assist by J. Grant),26,20
1,1:58.0,E. Turner misses 2-pt layup from 1 ft (block by M. Bamba),,26,20
1,1:54.0,,Defensive rebound by M. Bamba,26,20
1,1:52.0,,Turnover by N. Vučević (bad pass),26,20
1,1:52.0,,J. Simmons enters the game for E. Fournier,26,20
1,1:38.0,N. Stauskas makes 2-pt layup from 1 ft,,28,20
1,1:25.0,,Turnover by T. Ross (bad pass),28,20
1,1:25.0,,A. Gordon enters the game for N. Vučević,28,20
1,1:12.0,S. Curry misses 2-pt jump shot from 21 ft,,28,20
1,1:07.0,,Defensive rebound by T. Ross,28,20
1,1:01.0,,T. Ross misses 2-pt jump shot from 17 ft,28,20
1,0:58.0,Defensive rebound by M. Harkless,,28,20
1,0:54.0,Turnover by E. Turner (bad pass),,28,20
1,0:36.0,,T. Ross makes 2-pt jump shot from 19 ft,28,22
1,0:13.0,Z. Collins makes 2-pt jump shot from 9 ft,,30,22
1,0:06.0,,Personal foul by Z. Collins (drawn by M. Bamba),30,22
1,0:01.0,,Turnover by M. Bamba (traveling),30,22
1,0:00.0,Z. Collins makes 3-pt jump shot from 32 ft (assist by E. Turner),,33,22
2,11:52.0,,T. Ross makes 2-pt jump shot from 21 ft (assist by M. Bamba),33,24
2,11:33.0,Personal foul by J. Simmons (drawn by S. Curry),,33,24
2,11:25.0,Turnover by Z. Collins (bad pass; steal by T. Ross),,33,24
2,11:12.0,,Turnover by J. Simmons (lost ball; steal by Z. Collins),33,24
2,11:02.0,N. Stauskas misses 3-pt jump shot from 23 ft,,33,24
2,10:59.0,,Defensive rebound by J. Grant,33,24
2,10:50.0,,T. Ross misses 3-pt jump shot from 25 ft,33,24
2,10:50.0,,Offensive rebound by A. Gordon,33,24
2,10:50.0,,Shooting foul by Z. Collins (drawn by A. Gordon),33,24
2,10:50.0,,A. Gordon misses free throw 1 of 2,33,24
2,10:50.0,,Offensive rebound by Team,33,24
2,10:50.0,,A. Gordon makes free throw 2 of 2,33,25
2,10:41.0,Z. Collins makes 2-pt dunk from 1 ft (assist by E. Turner),,35,25
2,10:23.0,,M. Bamba makes 2-pt jump shot from 19 ft (assist by A. Gordon),35,27
2,10:05.0,S. Curry makes 2-pt layup from 1 ft (assist by M. Harkless),,37,27
2,9:48.0,,J. Grant misses 2-pt jump shot from 9 ft (block by S. Curry),37,27
2,9:45.0,Defensive rebound by N. Stauskas,,37,27
2,9:41.0,M. Harkless misses 3-pt jump shot from 26 ft,,37,27
2,9:37.0,,Defensive rebound by A. Gordon,37,27
2,9:32.0,,Shooting foul by M. Harkless (drawn by A. Gordon),37,27
2,9:32.0,,A. Gordon misses free throw 1 of 2,37,27
2,9:32.0,,Offensive rebound by Team,37,27
2,9:32.0,,A. Gordon makes free throw 2 of 2,37,28
2,9:15.0,S. Curry makes 2-pt jump shot from 20 ft,,39,28
2,8:59.0,,M. Bamba misses 3-pt jump shot from 25 ft,39,28
2,8:56.0,,Offensive rebound by T. Ross,39,28
2,8:49.0,,T. Ross makes 3-pt jump shot from 28 ft (assist by J. Simmons),39,31
2,8:27.0,Turnover by N. Stauskas (bad pass; steal by J. Simmons),,39,31
2,8:18.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Simmons),39,34
2,8:17.0,Portland full timeout,,39,34
2,8:06.0,E. Turner makes 2-pt layup from 1 ft,,41,34
2,7:52.0,,Turnover by T. Ross (traveling),41,34
2,7:32.0,Z. Collins makes 2-pt layup from 1 ft (assist by S. Curry),,43,34
2,7:32.0,Shooting foul by A. Gordon (drawn by Z. Collins),,43,34
2,7:32.0,A. Aminu enters the game for S. Curry,,43,34
2,7:32.0,D. Lillard enters the game for M. Harkless,,43,34
2,7:32.0,C. McCollum enters the game for E. Turner,,43,34
2,7:32.0,,J. Isaac enters the game for A. Gordon,43,34
2,7:32.0,Z. Collins makes free throw 1 of 1,,44,34
2,7:17.0,,J. Grant misses 2-pt layup from 2 ft,44,34
2,7:14.0,Defensive rebound by N. Stauskas,,44,34
2,7:03.0,A. Aminu misses 3-pt jump shot from 27 ft,,44,34
2,6:59.0,Offensive rebound by Z. Collins,,44,34
2,6:57.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by Z. Collins),,47,34
2,6:40.0,,J. Simmons misses 2-pt jump shot from 4 ft,47,34
2,6:37.0,Defensive rebound by Z. Collins,,47,34
2,6:32.0,Offensive foul by C. McCollum (drawn by J. Simmons),,47,34
2,6:32.0,Turnover by C. McCollum (offensive foul),,47,34
2,6:32.0,J. Nurkić enters the game for Z. Collins,,47,34
2,6:32.0,E. Turner enters the game for C. McCollum,,47,34
2,6:32.0,,E. Fournier enters the game for T. Ross,47,34
2,6:24.0,,Shooting foul by N. Stauskas (drawn by J. Simmons),47,34
2,6:24.0,,J. Simmons makes free throw 1 of 2,47,35
2,6:24.0,,J. Simmons makes free throw 2 of 2,47,36
2,6:16.0,D. Lillard misses 3-pt jump shot from 26 ft,,47,36
2,6:14.0,,Defensive rebound by M. Bamba,47,36
2,6:05.0,,J. Simmons misses 2-pt jump shot from 9 ft,47,36
2,6:02.0,,Offensive rebound by M. Bamba,47,36
2,5:53.0,,J. Grant misses 3-pt jump shot from 25 ft,47,36
2,5:48.0,,Offensive rebound by J. Isaac,47,36
2,5:46.0,,J. Isaac misses 3-pt jump shot from 26 ft,47,36
2,5:42.0,Defensive rebound by D. Lillard,,47,36
2,5:42.0,,N. Vučević enters the game for M. Bamba,47,36
2,5:20.0,A. Aminu misses 3-pt jump shot from 25 ft,,47,36
2,5:17.0,Offensive rebound by D. Lillard,,47,36
2,5:13.0,N. Stauskas makes 2-pt layup from 1 ft (assist by D. Lillard),,49,36
2,5:01.0,,J. Isaac makes 2-pt layup from 1 ft (assist by J. Grant),49,38
2,4:44.0,Turnover by D. Lillard (lost ball; steal by N. Vučević),,49,38
2,4:33.0,,Personal foul by J. Nurkić (drawn by N. Vučević),49,38
2,4:33.0,,D. Augustin enters the game for J. Grant,49,38
2,4:25.0,,E. Fournier misses 2-pt hook shot from 3 ft,49,38
2,4:23.0,Defensive rebound by A. Aminu,,49,38
2,4:18.0,Shooting foul by N. Vučević (drawn by J. Nurkić),,49,38
2,4:18.0,J. Nurkić misses free throw 1 of 2,,49,38
2,4:18.0,Offensive rebound by Team,,49,38
2,4:18.0,J. Nurkić misses free throw 2 of 2,,49,38
2,4:15.0,,Defensive rebound by N. Vučević,49,38
2,4:02.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),49,40
2,3:42.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,51,40
2,3:17.0,,J. Isaac makes 2-pt jump shot from 21 ft (assist by N. Vučević),51,42
2,2:55.0,D. Lillard misses 2-pt layup from 2 ft (block by J. Isaac),,51,42
2,2:51.0,,Defensive rebound by N. Vučević,51,42
2,2:46.0,,J. Isaac makes 2-pt dunk from 2 ft (assist by E. Fournier),51,44
2,2:31.0,J. Nurkić misses 3-pt jump shot from 27 ft,,51,44
2,2:29.0,,Defensive rebound by J. Isaac,51,44
2,2:15.0,,N. Vučević misses 2-pt hook shot from 7 ft,51,44
2,2:12.0,Defensive rebound by A. Aminu,,51,44
2,2:12.0,Personal foul by J. Simmons (drawn by A. Aminu),,51,44
2,2:12.0,,Orlando full timeout,51,44
2,2:12.0,S. Curry enters the game for N. Stauskas,,51,44
2,2:12.0,,T. Ross enters the game for J. Simmons,51,44
2,1:51.0,D. Lillard misses 2-pt jump shot from 19 ft,,51,44
2,1:48.0,,Defensive rebound by E. Fournier,51,44
2,1:40.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),51,46
2,1:27.0,Personal foul by D. Augustin (drawn by D. Lillard),,51,46
2,1:27.0,D. Lillard makes free throw 1 of 2,,52,46
2,1:27.0,Z. Collins enters the game for J. Nurkić,,52,46
2,1:27.0,D. Lillard makes free throw 2 of 2,,53,46
2,1:14.0,,Personal foul by Z. Collins (drawn by N. Vučević),53,46
2,1:14.0,,N. Vučević makes free throw 1 of 2,53,47
2,1:14.0,J. Nurkić enters the game for Z. Collins,,53,47
2,1:14.0,,N. Vučević makes free throw 2 of 2,53,48
2,1:03.0,D. Lillard misses 3-pt jump shot from 27 ft,,53,48
2,0:59.0,,Defensive rebound by E. Fournier,53,48
2,0:53.0,,Turnover by E. Fournier (lost ball; steal by E. Turner),53,48
2,0:45.0,E. Turner makes 2-pt layup from 1 ft,,55,48
2,0:33.0,,Turnover by D. Augustin (bad pass; steal by D. Lillard),55,48
2,0:31.0,Shooting foul by N. Vučević (drawn by D. Lillard),,55,48
2,0:31.0,D. Lillard makes free throw 1 of 2,,56,48
2,0:31.0,,M. Bamba enters the game for N. Vučević,56,48
2,0:31.0,D. Lillard misses free throw 2 of 2,,56,48
2,0:26.0,Offensive rebound by J. Nurkić,,56,48
2,0:26.0,J. Nurkić misses 2-pt layup at rim,,56,48
2,0:24.0,,Defensive rebound by J. Isaac,56,48
2,0:08.0,,E. Fournier misses 3-pt jump shot from 26 ft,56,48
2,0:05.0,Defensive rebound by D. Lillard,,56,48
2,0:00.0,D. Lillard makes 2-pt layup from 2 ft,,58,48
3,11:51.0,,Personal foul by A. Aminu (drawn by A. Gordon),58,48
3,11:45.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by J. Isaac),58,50
3,11:26.0,J. Nurkić makes 2-pt hook shot from 3 ft (assist by C. McCollum),,60,50
3,11:13.0,,E. Fournier misses 3-pt jump shot from 27 ft,60,50
3,11:10.0,Defensive rebound by A. Aminu,,60,50
3,11:00.0,D. Lillard makes 3-pt jump shot from 27 ft,,63,50
3,10:41.0,,J. Isaac misses 3-pt jump shot from 27 ft,63,50
3,10:38.0,Defensive rebound by D. Lillard,,63,50
3,10:33.0,D. Lillard makes 3-pt jump shot from 28 ft,,66,50
3,10:16.0,,E. Fournier makes 3-pt jump shot from 27 ft,66,53
3,9:58.0,D. Lillard misses 3-pt jump shot from 27 ft,,66,53
3,9:55.0,,Defensive rebound by J. Isaac,66,53
3,9:50.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),66,56
3,9:34.0,Shooting foul by E. Fournier (drawn by C. McCollum),,66,56
3,9:34.0,C. McCollum makes free throw 1 of 2,,67,56
3,9:34.0,C. McCollum makes free throw 2 of 2,,68,56
3,9:24.0,,Offensive foul by A. Gordon (drawn by A. Aminu),68,56
3,9:24.0,,Turnover by A. Gordon (offensive foul),68,56
3,9:08.0,J. Nurkić misses 2-pt layup from 5 ft,,68,56
3,9:05.0,,Defensive rebound by N. Vučević,68,56
3,8:58.0,,E. Fournier makes 2-pt layup at rim,68,58
3,8:41.0,D. Lillard makes 2-pt layup from 1 ft,,70,58
3,8:24.0,,E. Fournier misses 3-pt jump shot from 26 ft,70,58
3,8:20.0,Defensive rebound by A. Aminu,,70,58
3,8:05.0,J. Nurkić misses 3-pt jump shot from 25 ft,,70,58
3,8:02.0,Offensive rebound by A. Aminu,,70,58
3,8:00.0,A. Aminu misses 2-pt layup at rim,,70,58
3,7:58.0,,Defensive rebound by N. Vučević,70,58
3,7:51.0,,A. Gordon makes 2-pt hook shot from 7 ft (assist by D. Augustin),70,60
3,7:29.0,C. McCollum makes 2-pt jump shot from 11 ft,,72,60
3,7:16.0,,D. Augustin makes 3-pt jump shot from 26 ft,72,63
3,6:52.0,A. Aminu misses 2-pt jump shot from 19 ft,,72,63
3,6:48.0,Offensive rebound by J. Nurkić,,72,63
3,6:48.0,J. Nurkić misses 2-pt layup from 1 ft,,72,63
3,6:47.0,,Defensive rebound by N. Vučević,72,63
3,6:42.0,,A. Gordon makes 2-pt layup at rim,72,65
3,6:42.0,,Shooting foul by M. Harkless (drawn by A. Gordon),72,65
3,6:42.0,,Orlando full timeout,72,65
3,6:42.0,,A. Gordon makes free throw 1 of 1,72,66
3,6:33.0,Personal foul by E. Fournier (drawn by C. McCollum),,72,66
3,6:23.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,74,66
3,6:05.0,,N. Vučević misses 2-pt jump shot from 12 ft,74,66
3,6:02.0,Defensive rebound by D. Lillard,,74,66
3,5:58.0,Shooting foul by N. Vučević (drawn by J. Nurkić),,74,66
3,5:58.0,J. Nurkić makes free throw 1 of 2,,75,66
3,5:58.0,E. Turner enters the game for M. Harkless,,75,66
3,5:58.0,,T. Ross enters the game for A. Gordon,75,66
3,5:58.0,J. Nurkić makes free throw 2 of 2,,76,66
3,5:42.0,,E. Fournier makes 2-pt layup from 2 ft,76,68
3,5:42.0,,Shooting foul by J. Nurkić (drawn by E. Fournier),76,68
3,5:42.0,,E. Fournier makes free throw 1 of 1,76,69
3,5:31.0,E. Turner makes 2-pt jump shot from 14 ft,,78,69
3,5:15.0,,E. Fournier misses 2-pt layup from 9 ft (block by J. Nurkić),78,69
3,5:15.0,Defensive rebound by J. Nurkić,,78,69
3,5:06.0,C. McCollum misses 2-pt layup from 1 ft,,78,69
3,5:02.0,Offensive rebound by C. McCollum,,78,69
3,5:02.0,C. McCollum misses 2-pt layup from 1 ft,,78,69
3,5:01.0,Offensive rebound by A. Aminu,,78,69
3,4:50.0,C. McCollum misses 2-pt jump shot from 6 ft,,78,69
3,4:46.0,,Defensive rebound by E. Fournier,78,69
3,4:40.0,,D. Augustin misses 2-pt layup from 1 ft,78,69
3,4:38.0,Defensive rebound by J. Nurkić,,78,69
3,4:30.0,D. Lillard makes 2-pt layup at rim,,80,69
3,4:15.0,,Def 3 sec tech foul by Team,80,69
3,4:15.0,,M. Bamba enters the game for J. Isaac,80,69
3,4:15.0,,D. Augustin makes technical free throw,80,70
3,4:15.0,Z. Collins enters the game for A. Aminu,,80,70
3,4:15.0,M. Leonard enters the game for J. Nurkić,,80,70
3,4:05.0,,T. Ross misses 2-pt jump shot from 16 ft,80,70
3,4:05.0,Defensive rebound by Z. Collins,,80,70
3,3:53.0,D. Lillard makes 2-pt layup from 2 ft,,82,70
3,3:32.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by T. Ross),82,73
3,3:14.0,D. Lillard makes 3-pt jump shot from 27 ft,,85,73
3,2:56.0,,Turnover by N. Vučević (traveling),85,73
3,2:56.0,Portland full timeout,,85,73
3,2:56.0,,A. Gordon enters the game for D. Augustin,85,73
3,2:56.0,,J. Grant enters the game for E. Fournier,85,73
3,2:56.0,,J. Simmons enters the game for N. Vučević,85,73
3,2:33.0,D. Lillard makes 2-pt jump shot from 14 ft,,87,73
3,2:21.0,,Personal foul by E. Turner (drawn by T. Ross),87,73
3,2:14.0,,A. Gordon makes 2-pt layup from 1 ft (assist by J. Grant),87,75
3,2:14.0,,Shooting foul by Z. Collins (drawn by A. Gordon),87,75
3,2:14.0,,A. Gordon misses free throw 1 of 1,87,75
3,2:14.0,,Offensive rebound by T. Ross,87,75
3,2:09.0,,T. Ross misses 3-pt jump shot from 23 ft,87,75
3,2:05.0,Defensive rebound by M. Leonard,,87,75
3,1:58.0,Shooting foul by M. Bamba (drawn by C. McCollum),,87,75
3,1:58.0,C. McCollum makes free throw 1 of 2,,88,75
3,1:58.0,C. McCollum makes free throw 2 of 2,,89,75
3,1:43.0,,M. Bamba makes 2-pt dunk from 1 ft (assist by J. Simmons),89,77
3,1:17.0,D. Lillard misses 3-pt jump shot from 28 ft,,89,77
3,1:14.0,,Defensive rebound by M. Bamba,89,77
3,1:07.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Simmons),89,80
3,0:54.0,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),,91,80
3,0:46.0,,M. Bamba makes 2-pt dunk at rim (assist by J. Grant),91,82
3,0:36.0,Offensive foul by M. Leonard (drawn by J. Grant),,91,82
3,0:36.0,Turnover by M. Leonard (offensive foul),,91,82
3,0:36.0,A. Aminu enters the game for Z. Collins,,91,82
3,0:36.0,S. Curry enters the game for D. Lillard,,91,82
3,0:36.0,N. Stauskas enters the game for C. McCollum,,91,82
3,0:21.0,,J. Simmons misses 3-pt jump shot from 25 ft,91,82
3,0:19.0,,Offensive rebound by J. Grant,91,82
3,0:10.0,,J. Simmons makes 2-pt jump shot from 4 ft,91,84
3,0:04.0,Offensive foul by E. Turner (drawn by J. Simmons),,91,84
3,0:04.0,Turnover by E. Turner (offensive foul),,91,84
4,11:42.0,S. Curry makes 2-pt jump shot from 17 ft (assist by E. Turner),,93,84
4,11:24.0,,J. Simmons misses 2-pt layup from 6 ft (block by Z. Collins),93,84
4,11:24.0,,Offensive rebound by Team,93,84
4,11:16.0,,Turnover by J. Grant (lost ball; steal by Z. Collins),93,84
4,11:01.0,Z. Collins makes 2-pt jump shot from 16 ft (assist by S. Curry),,95,84
4,10:48.0,,Personal foul by S. Curry (drawn by J. Grant),95,84
4,10:40.0,,J. Simmons misses 2-pt jump shot from 7 ft,95,84
4,10:35.0,Defensive rebound by Z. Collins,,95,84
4,10:16.0,N. Stauskas misses 2-pt jump shot from 13 ft,,95,84
4,10:14.0,Offensive rebound by Z. Collins,,95,84
4,10:14.0,Z. Collins makes 2-pt layup from 1 ft,,97,84
4,10:14.0,,Violation by Team (def goaltending),97,84
4,9:58.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Bamba),97,87
4,9:45.0,N. Stauskas misses 2-pt layup from 3 ft (block by A. Gordon),,97,87
4,9:40.0,,Defensive rebound by A. Gordon,97,87
4,9:35.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by A. Gordon),97,90
4,9:18.0,N. Stauskas misses 3-pt jump shot from 27 ft,,97,90
4,9:18.0,,Defensive rebound by M. Bamba,97,90
4,9:03.0,,Shooting foul by N. Stauskas (drawn by J. Simmons),97,90
4,9:03.0,,J. Simmons makes free throw 1 of 2,97,91
4,9:03.0,,J. Simmons makes free throw 2 of 2,97,92
4,8:53.0,S. Curry makes 2-pt jump shot from 15 ft,,99,92
4,8:43.0,,Offensive rebound by M. Bamba,99,92
4,8:43.0,,J. Simmons misses 2-pt layup from 3 ft (block by E. Turner),99,92
4,8:43.0,,M. Bamba makes 2-pt layup from 2 ft,99,94
4,8:34.0,S. Curry makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,102,94
4,8:19.0,,J. Grant makes 2-pt jump shot from 16 ft (assist by J. Simmons),102,96
4,8:00.0,S. Curry misses 2-pt jump shot from 9 ft,,102,96
4,7:58.0,,Defensive rebound by M. Bamba,102,96
4,7:55.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by J. Grant),102,99
4,7:54.0,Portland full timeout,,102,99
4,7:54.0,D. Lillard enters the game for Z. Collins,,102,99
4,7:54.0,C. McCollum enters the game for N. Stauskas,,102,99
4,7:54.0,J. Nurkić enters the game for E. Turner,,102,99
4,7:41.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,105,99
4,7:21.0,,Turnover by A. Gordon (bad pass; steal by C. McCollum),105,99
4,7:14.0,D. Lillard makes 2-pt layup from 2 ft,,107,99
4,7:01.0,,Turnover by T. Ross (out of bounds lost ball),107,99
4,6:47.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,110,99
4,6:47.0,,Orlando full timeout,110,99
4,6:47.0,,J. Isaac enters the game for M. Bamba,110,99
4,6:47.0,,N. Vučević enters the game for A. Gordon,110,99
4,6:39.0,,Personal foul by M. Harkless (drawn by J. Isaac),110,99
4,6:34.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by T. Ross),110,101
4,6:19.0,D. Lillard misses 2-pt layup from 2 ft (block by N. Vučević),,110,101
4,6:15.0,,Defensive rebound by J. Grant,110,101
4,6:14.0,,Shooting foul by S. Curry (drawn by J. Isaac),110,101
4,6:14.0,,J. Isaac makes free throw 1 of 2,110,102
4,6:14.0,,J. Isaac makes free throw 2 of 2,110,103
4,6:04.0,Shooting foul by J. Isaac (drawn by J. Nurkić),,110,103
4,6:04.0,J. Nurkić makes free throw 1 of 2,,111,103
4,6:04.0,A. Aminu enters the game for M. Harkless,,111,103
4,6:04.0,J. Nurkić makes free throw 2 of 2,,112,103
4,5:53.0,,T. Ross misses 3-pt jump shot from 25 ft,112,103
4,5:49.0,Defensive rebound by A. Aminu,,112,103
4,5:39.0,Shooting foul by N. Vučević (drawn by D. Lillard),,112,103
4,5:39.0,D. Lillard makes free throw 1 of 3,,113,103
4,5:39.0,D. Lillard makes free throw 2 of 3,,114,103
4,5:39.0,,E. Fournier enters the game for J. Simmons,114,103
4,5:39.0,D. Lillard makes free throw 3 of 3,,115,103
4,5:26.0,,J. Grant misses 2-pt hook shot from 9 ft,115,103
4,5:25.0,Defensive rebound by Team,,115,103
4,5:13.0,A. Aminu misses 3-pt jump shot from 25 ft,,115,103
4,5:08.0,,Defensive rebound by N. Vučević,115,103
4,4:59.0,,N. Vučević misses 3-pt jump shot from 27 ft,115,103
4,4:56.0,Defensive rebound by A. Aminu,,115,103
4,4:37.0,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),,117,103
4,4:17.0,,N. Vučević misses 2-pt layup from 4 ft (block by J. Nurkić),117,103
4,4:11.0,,Offensive rebound by N. Vučević,117,103
4,4:10.0,,N. Vučević makes 2-pt dunk from 1 ft,117,105
4,3:59.0,Personal foul by N. Vučević (drawn by J. Nurkić),,117,105
4,3:59.0,,D. Augustin enters the game for J. Grant,117,105
4,3:46.0,S. Curry misses 3-pt jump shot from 23 ft,,117,105
4,3:43.0,,Defensive rebound by J. Isaac,117,105
4,3:34.0,,E. Fournier misses 2-pt layup from 2 ft,117,105
4,3:31.0,Defensive rebound by J. Nurkić,,117,105
4,3:17.0,C. McCollum makes 2-pt jump shot from 10 ft,,119,105
4,3:01.0,,N. Vučević makes 2-pt dunk from 2 ft (assist by D. Augustin),119,107
4,2:39.0,J. Nurkić misses 2-pt layup from 4 ft (block by J. Isaac),,119,107
4,2:36.0,Offensive rebound by D. Lillard,,119,107
4,2:35.0,D. Lillard makes 3-pt jump shot from 25 ft,,122,107
