QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
1,3:10.0,Portland full timeout,,16,16
1,3:10.0,S. Curry enters the game for M. Harkless,,16,16
1,3:10.0,R. Hood enters the game for C. McCollum,,16,16
1,2:46.0,R. Hood misses 3-pt jump shot from 25 ft,,16,16
1,2:43.0,Offensive rebound by D. Lillard,,16,16
1,2:42.0,D. Lillard makes 2-pt jump shot from 14 ft,,18,16
1,2:25.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Felton),18,19
1,2:05.0,A. Aminu misses 3-pt jump shot from 27 ft,,18,19
1,2:01.0,,Defensive rebound by D. Schröder,18,19
1,1:49.0,,R. Westbrook makes 2-pt layup from 1 ft,18,21
1,1:33.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,20,21
1,1:16.0,,D. Schröder misses 2-pt jump shot from 15 ft,20,21
1,1:15.0,Defensive rebound by A. Aminu,,20,21
1,1:05.0,E. Freedom misses 2-pt jump shot from 2 ft (block by J. Grant),,20,21
1,0:59.0,E. Freedom makes 2-pt hook shot from 1 ft,,22,21
1,0:59.0,Offensive rebound by E. Freedom,,22,21
1,0:52.0,,Personal foul by D. Lillard (drawn by R. Westbrook),22,21
1,0:52.0,Z. Collins enters the game for E. Freedom,,22,21
1,0:52.0,E. Turner enters the game for D. Lillard,,22,21
1,0:52.0,,P. George enters the game for J. Grant,22,21
1,0:52.0,,M. Morris enters the game for R. Westbrook,22,21
1,0:37.0,,M. Morris misses 2-pt jump shot from 11 ft,22,21
1,0:34.0,Defensive rebound by E. Turner,,22,21
1,0:23.0,Turnover by E. Turner (bad pass; steal by R. Felton),,22,21
1,0:02.0,,P. George misses 2-pt jump shot from 15 ft,22,21
1,0:02.0,,Offensive rebound by Team,22,21
2,11:38.0,,R. Felton misses 3-pt jump shot from 23 ft,22,21
2,11:35.0,Defensive rebound by R. Hood,,22,21
2,11:17.0,Turnover by M. Harkless (lost ball; steal by R. Felton),,22,21
2,11:17.0,,Personal foul by M. Harkless (drawn by P. George),22,21
2,10:56.0,,N. Noel makes 2-pt layup from 5 ft (assist by P. George),22,23
2,10:31.0,E. Turner misses 2-pt jump shot from 12 ft,,22,23
2,10:27.0,,Defensive rebound by D. Schröder,22,23
2,10:21.0,,D. Schröder misses 2-pt jump shot from 18 ft,22,23
2,10:19.0,Defensive rebound by Z. Collins,,22,23
2,10:14.0,Personal foul by M. Morris (drawn by R. Hood),,22,23
2,10:14.0,Away from play foul by R. Felton (drawn by S. Curry),,22,23
2,10:14.0,S. Curry makes free throw 1 of 1,,23,23
2,10:04.0,Turnover by S. Curry (bad pass; steal by D. Schröder),,23,23
2,10:01.0,,P. George makes 2-pt layup from 2 ft (assist by D. Schröder),23,25
2,10:01.0,,Shooting foul by S. Curry (drawn by P. George),23,25
2,10:01.0,,P. George misses free throw 1 of 1,23,25
2,9:59.0,Defensive rebound by M. Harkless,,23,25
2,9:51.0,Offensive foul by R. Hood (drawn by D. Schröder),,23,25
2,9:51.0,Turnover by R. Hood (offensive foul),,23,25
2,9:45.0,,Personal foul by R. Hood (drawn by M. Morris),23,25
2,9:33.0,,Turnover by N. Noel (off goaltending),23,25
2,9:25.0,Turnover by S. Curry (traveling),,23,25
2,9:16.0,,P. George misses 3-pt jump shot from 26 ft,23,25
2,9:12.0,,Offensive rebound by P. George,23,25
2,9:06.0,,D. Schröder misses 2-pt jump shot from 18 ft,23,25
2,9:02.0,,Offensive rebound by N. Noel,23,25
2,9:01.0,,Turnover by N. Noel (traveling),23,25
2,8:45.0,R. Hood misses 2-pt jump shot from 16 ft,,23,25
2,8:45.0,Offensive rebound by Z. Collins,,23,25
2,8:42.0,Z. Collins makes 2-pt layup from 2 ft,,25,25
2,8:28.0,,R. Felton misses 2-pt jump shot from 17 ft,25,25
2,8:24.0,Defensive rebound by Z. Collins,,25,25
2,8:17.0,E. Turner misses 2-pt jump shot from 13 ft,,25,25
2,8:14.0,,Defensive rebound by M. Morris,25,25
2,8:09.0,,P. George misses 2-pt jump shot from 10 ft,25,25
2,8:06.0,,Offensive rebound by M. Morris,25,25
2,8:06.0,,M. Morris misses 2-pt layup from 1 ft,25,25
2,8:05.0,Defensive rebound by E. Turner,,25,25
2,8:00.0,R. Hood misses 3-pt jump shot from 25 ft,,25,25
2,8:00.0,Offensive rebound by E. Turner,,25,25
2,7:54.0,Offensive foul by M. Harkless (drawn by P. George),,25,25
2,7:54.0,Turnover by M. Harkless (offensive foul),,25,25
2,7:54.0,M. Leonard enters the game for Z. Collins,,25,25
2,7:54.0,C. McCollum enters the game for S. Curry,,25,25
2,7:54.0,,S. Adams enters the game for R. Felton,25,25
2,7:54.0,,T. Ferguson enters the game for P. George,25,25
2,7:54.0,,R. Westbrook enters the game for N. Noel,25,25
2,7:45.0,,R. Westbrook misses 2-pt jump shot from 20 ft,25,25
2,7:42.0,Defensive rebound by M. Leonard,,25,25
2,7:33.0,M. Leonard makes 2-pt jump shot from 14 ft (assist by C. McCollum),,27,25
2,7:22.0,,Personal foul by M. Leonard (drawn by S. Adams),27,25
2,7:15.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by D. Schröder),27,27
2,6:52.0,M. Leonard misses 3-pt jump shot from 25 ft,,27,27
2,6:50.0,,Defensive rebound by M. Morris,27,27
2,6:34.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),27,29
2,6:15.0,C. McCollum misses 2-pt jump shot from 19 ft,,27,29
2,6:12.0,,Defensive rebound by M. Morris,27,29
2,6:04.0,,Turnover by R. Westbrook (traveling),27,29
2,6:04.0,,Oklahoma City full timeout,27,29
2,6:04.0,A. Aminu enters the game for M. Harkless,,27,29
2,6:04.0,D. Lillard enters the game for E. Turner,,27,29
2,6:04.0,,P. George enters the game for D. Schröder,27,29
2,5:51.0,Turnover by C. McCollum (bad pass; steal by M. Morris),,27,29
2,5:47.0,,Turnover by R. Westbrook (lost ball; steal by R. Hood),27,29
2,5:42.0,Offensive foul by M. Leonard (drawn by R. Westbrook),,27,29
2,5:42.0,Turnover by M. Leonard (offensive foul),,27,29
2,5:42.0,,D. Schröder enters the game for T. Ferguson,27,29
2,5:25.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),27,31
2,5:01.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,30,31
2,4:41.0,,R. Westbrook misses 3-pt jump shot from 26 ft,30,31
2,4:38.0,Defensive rebound by A. Aminu,,30,31
2,4:32.0,Personal foul by P. George (drawn by D. Lillard),,30,31
2,4:20.0,C. McCollum misses 2-pt jump shot from 9 ft,,30,31
2,4:18.0,,Defensive rebound by M. Morris,30,31
2,4:13.0,,Personal foul by M. Leonard (drawn by P. George),30,31
2,4:13.0,,P. George makes free throw 1 of 2,30,32
2,4:13.0,E. Freedom enters the game for M. Leonard,,30,32
2,4:13.0,,P. George makes free throw 2 of 2,30,33
2,3:52.0,R. Hood makes 3-pt jump shot from 26 ft (assist by C. McCollum),,33,33
2,3:41.0,,Personal foul by R. Hood (drawn by M. Morris),33,33
2,3:41.0,,M. Morris makes free throw 1 of 2,33,34
2,3:41.0,M. Harkless enters the game for R. Hood,,33,34
2,3:41.0,,M. Morris makes free throw 2 of 2,33,35
2,3:27.0,Turnover by C. McCollum (lost ball; steal by D. Schröder),,33,35
2,3:23.0,,M. Morris makes 2-pt dunk from 2 ft (assist by R. Westbrook),33,37
2,3:22.0,Portland full timeout,,33,37
2,3:03.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,35,37
2,2:46.0,,R. Westbrook makes 2-pt layup from 2 ft,35,39
2,2:32.0,Personal foul by D. Schröder (drawn by D. Lillard),,35,39
2,2:25.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),,38,39
2,2:09.0,,Turnover by R. Westbrook (bad pass; steal by C. McCollum),38,39
2,2:04.0,D. Lillard misses 3-pt jump shot from 27 ft,,38,39
2,2:01.0,,Defensive rebound by M. Morris,38,39
2,1:56.0,,D. Schröder makes 3-pt jump shot from 26 ft,38,42
2,1:36.0,M. Harkless misses 3-pt jump shot from 23 ft,,38,42
2,1:33.0,,Defensive rebound by R. Westbrook,38,42
2,1:26.0,,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),38,44
2,1:12.0,Personal foul by P. George (drawn by C. McCollum),,38,44
2,1:12.0,C. McCollum misses free throw 1 of 2,,38,44
2,1:12.0,Offensive rebound by Team,,38,44
2,1:12.0,,J. Grant enters the game for M. Morris,38,44
2,1:12.0,C. McCollum makes free throw 2 of 2,,39,44
2,0:50.0,,Personal foul by A. Aminu (drawn by P. George),39,44
2,0:50.0,,P. George makes free throw 1 of 2,39,45
2,0:50.0,,P. George makes free throw 2 of 2,39,46
2,0:32.0,A. Aminu misses 3-pt jump shot from 24 ft,,39,46
2,0:28.0,Offensive rebound by E. Freedom,,39,46
2,0:28.0,Offensive foul by E. Freedom (drawn by J. Grant),,39,46
2,0:28.0,Turnover by E. Freedom (offensive foul),,39,46
2,0:12.0,,Shooting foul by E. Freedom (drawn by R. Westbrook),39,46
2,0:12.0,,Technical foul by T. Stotts,39,46
2,0:12.0,,P. George makes technical free throw,39,47
2,0:12.0,,M. Morris enters the game for P. George,39,47
2,0:12.0,,R. Westbrook makes free throw 1 of 2,39,48
2,0:12.0,,R. Westbrook makes free throw 2 of 2,39,49
2,0:00.0,Turnover by D. Lillard (out of bounds lost ball),,39,49
2,0:00.0,,S. Adams misses 3-pt jump shot from 61 ft,39,49
2,0:00.0,,Offensive rebound by Team,39,49
3,11:48.0,,R. Westbrook misses 2-pt jump shot from 8 ft,39,49
3,11:45.0,Defensive rebound by D. Lillard,,39,49
3,11:38.0,D. Lillard makes 2-pt layup from 1 ft,,41,49
3,11:29.0,,Offensive foul by S. Adams (drawn by M. Harkless),41,49
3,11:29.0,,Turnover by S. Adams (offensive foul),41,49
3,11:10.0,E. Freedom misses 3-pt jump shot from 25 ft,,41,49
3,11:06.0,,Defensive rebound by R. Westbrook,41,49
3,11:01.0,,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),41,51
3,10:34.0,E. Freedom makes 2-pt hook shot from 3 ft (assist by A. Aminu),,43,51
3,10:22.0,,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),43,54
3,10:22.0,,Shooting foul by M. Harkless (drawn by P. George),43,54
3,10:22.0,,P. George makes free throw 1 of 1,43,55
3,10:15.0,D. Lillard misses 2-pt layup from 2 ft (block by R. Westbrook),,43,55
3,10:15.0,Offensive rebound by Team,,43,55
3,10:06.0,E. Freedom misses 2-pt layup from 2 ft,,43,55
3,10:05.0,,Defensive rebound by J. Grant,43,55
3,10:00.0,,Personal foul by A. Aminu (drawn by P. George),43,55
3,9:53.0,,R. Westbrook makes 2-pt jump shot from 11 ft,43,57
3,9:53.0,,Shooting foul by D. Lillard (drawn by R. Westbrook),43,57
3,9:53.0,,R. Westbrook makes free throw 1 of 1,43,58
3,9:38.0,Shooting foul by S. Adams (drawn by D. Lillard),,43,58
3,9:38.0,D. Lillard makes free throw 1 of 2,,44,58
3,9:38.0,D. Lillard makes free throw 2 of 2,,45,58
3,9:27.0,,T. Ferguson makes 3-pt jump shot from 22 ft (assist by P. George),45,61
3,9:11.0,D. Lillard makes 3-pt jump shot from 26 ft,,48,61
3,9:01.0,,P. George misses 3-pt jump shot from 28 ft,48,61
3,8:59.0,Defensive rebound by C. McCollum,,48,61
3,8:49.0,C. McCollum makes 3-pt jump shot from 25 ft,,51,61
3,8:47.0,,Oklahoma City full timeout,51,61
3,8:31.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by P. George),51,64
3,8:15.0,Personal foul by R. Westbrook (drawn by E. Freedom),,51,64
3,8:09.0,C. McCollum makes 3-pt jump shot from 29 ft (assist by D. Lillard),,54,64
3,7:59.0,,P. George misses 2-pt jump shot from 15 ft,54,64
3,7:58.0,,Offensive rebound by S. Adams,54,64
3,7:55.0,,P. George misses 2-pt layup from 3 ft (block by M. Harkless),54,64
3,7:55.0,Defensive rebound by A. Aminu,,54,64
3,7:49.0,E. Freedom makes 2-pt dunk from 1 ft (assist by A. Aminu),,56,64
3,7:35.0,,R. Westbrook misses 2-pt layup from 2 ft,56,64
3,7:33.0,Defensive rebound by C. McCollum,,56,64
3,7:26.0,Shooting foul by T. Ferguson (drawn by D. Lillard),,56,64
3,7:26.0,D. Lillard makes free throw 1 of 2,,57,64
3,7:26.0,D. Lillard makes free throw 2 of 2,,58,64
3,7:17.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by S. Adams),58,67
3,6:58.0,A. Aminu misses 2-pt jump shot from 9 ft,,58,67
3,6:55.0,,Defensive rebound by S. Adams,58,67
3,6:47.0,,T. Ferguson misses 3-pt jump shot from 25 ft,58,67
3,6:44.0,,Offensive rebound by J. Grant,58,67
3,6:37.0,,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),58,69
3,6:22.0,D. Lillard makes 3-pt jump shot from 26 ft,,61,69
3,6:12.0,,R. Westbrook misses 2-pt layup from 3 ft,61,69
3,6:10.0,Defensive rebound by C. McCollum,,61,69
3,6:05.0,D. Lillard makes 3-pt jump shot from 27 ft,,64,69
3,5:44.0,,T. Ferguson misses 2-pt layup from 2 ft,64,69
3,5:44.0,,Offensive rebound by Team,64,69
3,5:44.0,,D. Schröder enters the game for T. Ferguson,64,69
3,5:40.0,,Shooting foul by M. Harkless (drawn by R. Westbrook),64,69
3,5:40.0,,R. Westbrook makes free throw 1 of 2,64,70
3,5:40.0,,R. Westbrook makes free throw 2 of 2,64,71
3,5:19.0,D. Lillard misses 3-pt jump shot from 26 ft,,64,71
3,5:14.0,,Defensive rebound by R. Westbrook,64,71
3,5:03.0,,R. Westbrook misses 2-pt jump shot from 11 ft,64,71
3,5:00.0,Defensive rebound by A. Aminu,,64,71
3,4:53.0,M. Harkless misses 3-pt jump shot from 24 ft,,64,71
3,4:49.0,,Defensive rebound by D. Schröder,64,71
3,4:39.0,,Personal foul by A. Aminu (drawn by P. George),64,71
3,4:39.0,,P. George makes free throw 1 of 2,64,72
3,4:39.0,Z. Collins enters the game for A. Aminu,,64,72
3,4:39.0,R. Hood enters the game for M. Harkless,,64,72
3,4:39.0,,P. George makes free throw 2 of 2,64,73
3,4:24.0,C. McCollum makes 2-pt layup at rim,,66,73
3,4:12.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by D. Schröder),66,76
3,3:55.0,Turnover by D. Lillard (bad pass; steal by P. George),,66,76
3,3:52.0,,Shooting foul by C. McCollum (drawn by P. George),66,76
3,3:52.0,,P. George makes free throw 1 of 2,66,77
3,3:52.0,S. Curry enters the game for E. Freedom,,66,77
3,3:52.0,M. Leonard enters the game for C. McCollum,,66,77
3,3:52.0,,M. Morris enters the game for S. Adams,66,77
3,3:52.0,,N. Noel enters the game for J. Grant,66,77
3,3:52.0,,P. George makes free throw 2 of 2,66,78
3,3:39.0,D. Lillard misses 2-pt layup from 2 ft,,66,78
3,3:39.0,Offensive rebound by M. Leonard,,66,78
3,3:39.0,M. Leonard makes 2-pt layup from 3 ft,,68,78
3,3:39.0,,Violation by Team (def goaltending),68,78
3,3:29.0,,M. Morris misses 3-pt jump shot from 24 ft,68,78
3,3:27.0,Defensive rebound by Team,,68,78
3,3:27.0,,Loose ball foul by N. Noel (drawn by Z. Collins),68,78
3,3:27.0,Portland full timeout,,68,78
3,3:27.0,,R. Felton enters the game for P. George,68,78
3,3:16.0,Shooting foul by M. Morris (drawn by D. Lillard),,68,78
3,3:16.0,D. Lillard makes free throw 1 of 2,,69,78
3,3:16.0,D. Lillard makes free throw 2 of 2,,70,78
3,3:04.0,,M. Morris misses 3-pt jump shot from 23 ft,70,78
3,3:00.0,Defensive rebound by R. Hood,,70,78
3,2:56.0,D. Lillard makes 2-pt jump shot from 19 ft,,72,78
3,2:56.0,,J. Grant enters the game for M. Morris,72,78
3,2:33.0,,Shooting foul by R. Hood (drawn by D. Schröder),72,78
3,2:33.0,,D. Schröder makes free throw 1 of 2,72,79
3,2:33.0,,P. George enters the game for R. Westbrook,72,79
3,2:33.0,,D. Schröder makes free throw 2 of 2,72,80
3,2:23.0,Personal foul by J. Grant (drawn by S. Curry),,72,80
3,2:23.0,S. Curry makes free throw 1 of 2,,73,80
3,2:23.0,S. Curry makes free throw 2 of 2,,74,80
3,2:11.0,,Turnover by D. Schröder (out of bounds lost ball),74,80
3,1:59.0,D. Lillard makes 2-pt layup from 1 ft,,76,80
3,1:40.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by D. Schröder),76,83
3,1:24.0,D. Lillard makes 2-pt layup from 1 ft,,78,83
3,1:12.0,,Personal foul by S. Curry (drawn by D. Schröder),78,83
3,1:12.0,,D. Schröder misses free throw 1 of 2,78,83
3,1:12.0,,Offensive rebound by Team,78,83
3,1:12.0,,S. Adams enters the game for N. Noel,78,83
3,1:12.0,,D. Schröder makes free throw 2 of 2,78,84
3,0:54.0,M. Leonard makes 2-pt dunk from 2 ft (assist by D. Lillard),,80,84
3,0:39.0,,P. George misses 2-pt layup from 2 ft,80,84
3,0:38.0,,Offensive rebound by Team,80,84
3,0:32.0,,Shooting foul by Z. Collins (drawn by J. Grant),80,84
3,0:32.0,,J. Grant makes free throw 1 of 2,80,85
3,0:32.0,,J. Grant makes free throw 2 of 2,80,86
3,0:18.0,D. Lillard makes 2-pt layup from 1 ft,,82,86
3,0:02.0,,P. George misses 3-pt jump shot from 25 ft,82,86
3,0:02.0,Defensive rebound by M. Leonard,,82,86
4,11:37.0,Z. Collins makes 2-pt layup from 2 ft (assist by C. McCollum),,84,86
4,11:23.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by P. George),84,88
4,11:04.0,M. Leonard makes 2-pt hook shot from 2 ft (assist by Z. Collins),,86,88
4,10:51.0,,Shooting foul by M. Leonard (drawn by M. Morris),86,88
4,10:51.0,,M. Morris makes free throw 1 of 2,86,89
4,10:51.0,,M. Morris misses free throw 2 of 2,86,89
4,10:49.0,Defensive rebound by Z. Collins,,86,89
4,10:41.0,C. McCollum makes 3-pt jump shot from 26 ft,,89,89
4,10:26.0,,Shooting foul by Z. Collins (drawn by N. Noel),89,89
4,10:26.0,,N. Noel misses free throw 1 of 2,89,89
4,10:26.0,,Offensive rebound by Team,89,89
4,10:26.0,,N. Noel misses free throw 2 of 2,89,89
4,10:25.0,Defensive rebound by S. Curry,,89,89
4,10:17.0,C. McCollum misses 2-pt layup from 5 ft (block by N. Noel),,89,89
4,10:13.0,,Defensive rebound by D. Schröder,89,89
4,10:07.0,,D. Schröder makes 2-pt jump shot from 15 ft,89,91
4,9:51.0,Personal foul by N. Noel (drawn by Z. Collins),,89,91
4,9:51.0,,R. Westbrook enters the game for D. Schröder,89,91
4,9:42.0,Shooting foul by M. Morris (drawn by C. McCollum),,89,91
4,9:42.0,C. McCollum makes free throw 1 of 2,,90,91
4,9:42.0,,J. Grant enters the game for M. Morris,90,91
4,9:42.0,C. McCollum misses free throw 2 of 2,,90,91
4,9:41.0,,Defensive rebound by N. Noel,90,91
4,9:20.0,,P. George misses 2-pt layup from 2 ft,90,91
4,9:18.0,,Offensive rebound by N. Noel,90,91
4,9:13.0,,R. Westbrook makes 2-pt jump shot from 4 ft,90,93
4,9:13.0,,Shooting foul by C. McCollum (drawn by R. Westbrook),90,93
4,9:13.0,,S. Adams enters the game for R. Felton,90,93
4,9:13.0,,T. Ferguson enters the game for N. Noel,90,93
4,9:13.0,,R. Westbrook makes free throw 1 of 1,90,94
4,8:50.0,C. McCollum makes 2-pt jump shot from 5 ft,,92,94
4,8:40.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),92,97
4,8:16.0,C. McCollum misses 2-pt layup from 3 ft,,92,97
4,8:16.0,,Defensive rebound by Team,92,97
4,8:16.0,Loose ball foul by Z. Collins (drawn by S. Adams),,92,97
4,8:16.0,M. Harkless enters the game for S. Curry,,92,97
4,8:16.0,D. Lillard enters the game for R. Hood,,92,97
4,8:16.0,,D. Schröder enters the game for P. George,92,97
4,8:07.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),92,99
4,8:07.0,Portland full timeout,,92,99
4,8:07.0,A. Aminu enters the game for Z. Collins,,92,99
4,8:07.0,E. Freedom enters the game for M. Leonard,,92,99
4,7:52.0,E. Freedom makes 2-pt layup from 2 ft (assist by C. McCollum),,94,99
4,7:37.0,,R. Westbrook misses 2-pt layup from 1 ft,94,99
4,7:35.0,,Offensive rebound by S. Adams,94,99
4,7:29.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by D. Schröder),94,102
4,7:08.0,M. Harkless misses 2-pt layup from 2 ft,,94,102
4,7:06.0,,Defensive rebound by S. Adams,94,102
4,6:52.0,,Turnover by S. Adams (3 sec),94,102
4,6:52.0,,P. George enters the game for T. Ferguson,94,102
4,6:40.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by D. Lillard),,96,102
4,6:22.0,,D. Schröder makes 2-pt jump shot from 7 ft,96,104
4,6:04.0,C. McCollum misses 3-pt jump shot from 25 ft,,96,104
4,6:01.0,Offensive rebound by A. Aminu,,96,104
4,5:58.0,E. Freedom makes 2-pt layup from 2 ft (assist by M. Harkless),,98,104
4,5:43.0,,D. Schröder makes 2-pt jump shot from 17 ft,98,106
4,5:26.0,M. Harkless misses 2-pt layup from 2 ft,,98,106
4,5:24.0,Offensive rebound by E. Freedom,,98,106
4,5:24.0,E. Freedom makes 2-pt layup from 1 ft,,100,106
4,5:11.0,,Shooting foul by E. Freedom (drawn by D. Schröder),100,106
4,5:11.0,,D. Schröder makes free throw 1 of 2,100,107
4,5:11.0,,D. Schröder makes free throw 2 of 2,100,108
4,5:01.0,Personal foul by D. Schröder (drawn by D. Lillard),,100,108
4,4:56.0,D. Lillard misses 3-pt jump shot from 25 ft,,100,108
4,4:55.0,,Loose ball foul by D. Schröder (drawn by C. McCollum),100,108
4,4:55.0,Offensive rebound by Team,,100,108
4,4:49.0,Turnover by D. Lillard (bad pass),,100,108
4,4:49.0,,Oklahoma City full timeout,100,108
4,4:40.0,,J. Grant misses 3-pt jump shot from 23 ft,100,108
4,4:36.0,Defensive rebound by C. McCollum,,100,108
4,4:27.0,A. Aminu misses 3-pt jump shot from 23 ft,,100,108
4,4:23.0,,Defensive rebound by P. George,100,108
4,4:12.0,,Turnover by P. George (lost ball; steal by M. Harkless),100,108
4,4:03.0,Personal foul by P. George (drawn by E. Freedom),,100,108
4,4:03.0,E. Freedom misses free throw 1 of 2,,100,108
4,4:03.0,Offensive rebound by Team,,100,108
