QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
1,8:14.0,Offensive rebound by G. Hayward,,2,7
1,8:13.0,J. Brown misses 3-pt jump shot from 23 ft,,2,7
1,8:09.0,,Defensive rebound by T. Young,2,7
1,8:00.0,,Personal foul by G. Hayward (drawn by M. Turner),2,7
1,7:57.0,,Personal foul by K. Irving (drawn by B. Bogdanović),2,7
1,7:52.0,,V. Oladipo misses 2-pt jump shot from 19 ft,2,7
1,7:49.0,Defensive rebound by K. Irving,,2,7
1,7:44.0,Shooting foul by D. Collison (drawn by K. Irving),,2,7
1,7:44.0,K. Irving makes free throw 1 of 2,,3,7
1,7:44.0,K. Irving makes free throw 2 of 2,,4,7
1,7:28.0,,T. Young misses 2-pt hook shot from 5 ft,4,7
1,7:25.0,Defensive rebound by A. Horford,,4,7
1,7:21.0,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),,6,7
1,6:56.0,,T. Young misses 3-pt jump shot from 23 ft,6,7
1,6:53.0,Defensive rebound by K. Irving,,6,7
1,6:51.0,Turnover by K. Irving (bad pass; steal by B. Bogdanović),,6,7
1,6:44.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,6,7
1,6:41.0,Defensive rebound by Team,,6,7
1,6:41.0,,Loose ball foul by T. Young (drawn by J. Tatum),6,7
1,6:41.0,,Indiana full timeout,6,7
1,6:41.0,M. Morris enters the game for J. Brown,,6,7
1,6:41.0,M. Smart enters the game for G. Hayward,,6,7
1,6:25.0,M. Morris makes 2-pt layup from 4 ft,,8,7
1,6:25.0,Shooting foul by V. Oladipo (drawn by M. Morris),,8,7
1,6:25.0,M. Morris makes free throw 1 of 1,,9,7
1,6:04.0,,Turnover by V. Oladipo (out of bounds lost ball),9,7
1,5:44.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Morris),,12,7
1,5:25.0,,D. Collison makes 2-pt layup from 1 ft,12,9
1,5:18.0,K. Irving makes 2-pt jump shot from 13 ft,,14,9
1,4:58.0,,V. Oladipo misses 3-pt jump shot from 26 ft,14,9
1,4:58.0,,Offensive rebound by M. Turner,14,9
1,4:56.0,,Personal foul by M. Smart (drawn by M. Turner),14,9
1,4:56.0,,C. Joseph enters the game for B. Bogdanović,14,9
1,4:56.0,,D. Sabonis enters the game for T. Young,14,9
1,4:56.0,,M. Turner makes free throw 1 of 2,14,10
1,4:56.0,,M. Turner makes free throw 2 of 2,14,11
1,4:40.0,M. Morris makes 2-pt jump shot from 19 ft,,16,11
1,4:28.0,,D. Collison misses 3-pt jump shot from 26 ft,16,11
1,4:26.0,,Offensive rebound by V. Oladipo,16,11
1,4:22.0,,V. Oladipo misses 2-pt jump shot from 16 ft (block by J. Tatum),16,11
1,4:19.0,Defensive rebound by K. Irving,,16,11
1,4:19.0,Boston full timeout,,16,11
1,4:03.0,M. Morris misses 3-pt jump shot from 27 ft,,16,11
1,3:57.0,Offensive rebound by J. Tatum,,16,11
1,3:57.0,J. Tatum makes 2-pt dunk from 1 ft,,18,11
1,3:44.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by D. Sabonis),18,14
1,3:35.0,K. Irving makes 2-pt jump shot from 12 ft,,20,14
1,3:18.0,,Turnover by V. Oladipo (bad pass; steal by M. Smart),20,14
1,3:16.0,M. Smart makes 3-pt jump shot from 26 ft,,23,14
1,2:50.0,,Personal foul by M. Smart (drawn by V. Oladipo),23,14
1,2:50.0,A. Baynes enters the game for A. Horford,,23,14
1,2:50.0,T. Rozier enters the game for K. Irving,,23,14
1,2:50.0,,T. Evans enters the game for D. Collison,23,14
1,2:50.0,,V. Oladipo makes free throw 1 of 2,23,15
1,2:50.0,,V. Oladipo makes free throw 2 of 2,23,16
1,2:28.0,M. Smart misses 3-pt jump shot from 28 ft,,23,16
1,2:24.0,,Defensive rebound by D. Sabonis,23,16
1,2:16.0,,M. Turner makes 2-pt layup from 2 ft (assist by T. Evans),23,18
1,2:13.0,M. Morris makes 3-pt jump shot from 28 ft (assist by M. Smart),,26,18
1,1:47.0,,Turnover by V. Oladipo (bad pass; steal by M. Smart),26,18
1,1:47.0,J. Brown enters the game for J. Tatum,,26,18
1,1:47.0,,T. Leaf enters the game for V. Oladipo,26,18
1,1:47.0,,D. McDermott enters the game for M. Turner,26,18
1,1:30.0,M. Smart misses 3-pt jump shot from 27 ft,,26,18
1,1:24.0,,Defensive rebound by C. Joseph,26,18
1,1:16.0,Violation by Team (kicked ball),,26,18
1,1:03.0,,D. Sabonis misses 2-pt jump shot from 22 ft,26,18
1,0:59.0,,Offensive rebound by T. Leaf,26,18
1,0:55.0,,T. Evans misses 3-pt jump shot from 26 ft,26,18
1,0:52.0,Defensive rebound by T. Rozier,,26,18
1,0:47.0,M. Morris misses 3-pt jump shot from 26 ft,,26,18
1,0:44.0,,Defensive rebound by T. Leaf,26,18
1,0:37.0,,D. McDermott misses 2-pt jump shot from 20 ft,26,18
1,0:34.0,Defensive rebound by J. Brown,,26,18
1,0:24.0,J. Brown makes 2-pt layup from 1 ft (assist by T. Rozier),,28,18
1,0:03.0,,Offensive foul by T. Evans (drawn by M. Smart),28,18
1,0:03.0,,Turnover by T. Evans (offensive foul),28,18
1,0:03.0,K. Irving enters the game for A. Baynes,,28,18
1,0:03.0,,D. Collison enters the game for D. McDermott,28,18
1,0:01.0,Personal foul by D. Sabonis (drawn by J. Brown),,28,18
1,0:01.0,A. Horford enters the game for M. Smart,,28,18
1,0:00.0,A. Horford misses 2-pt jump shot from 22 ft,,28,18
1,0:00.0,Offensive rebound by Team,,28,18
2,11:51.0,,C. Joseph misses 2-pt jump shot from 16 ft,28,18
2,11:48.0,Defensive rebound by T. Rozier,,28,18
2,11:34.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Smart),,31,18
2,11:12.0,,T. Leaf makes 2-pt dunk from 2 ft (assist by D. Sabonis),31,20
2,10:52.0,Shooting foul by C. Joseph (drawn by T. Rozier),,31,20
2,10:52.0,T. Rozier misses free throw 1 of 2,,31,20
2,10:52.0,Offensive rebound by Team,,31,20
2,10:52.0,G. Hayward enters the game for M. Smart,,31,20
2,10:52.0,T. Rozier makes free throw 2 of 2,,32,20
2,10:43.0,,T. Leaf makes 3-pt jump shot from 27 ft (assist by T. Evans),32,23
2,10:30.0,Turnover by T. Rozier (traveling),,32,23
2,10:19.0,,T. Evans makes 2-pt jump shot from 6 ft,32,25
2,9:56.0,A. Baynes misses 3-pt jump shot from 26 ft,,32,25
2,9:52.0,Offensive rebound by J. Brown,,32,25
2,9:51.0,J. Brown makes 2-pt layup from 1 ft,,34,25
2,9:39.0,,T. Evans makes 3-pt jump shot from 29 ft (assist by D. Sabonis),34,28
2,9:21.0,T. Rozier misses 2-pt jump shot from 10 ft,,34,28
2,9:18.0,,Defensive rebound by D. Sabonis,34,28
2,9:08.0,,D. McDermott misses 3-pt jump shot from 26 ft,34,28
2,9:06.0,Defensive rebound by A. Baynes,,34,28
2,9:01.0,G. Hayward makes 2-pt dunk at rim (assist by T. Rozier),,36,28
2,8:42.0,,T. Leaf misses 2-pt layup from 2 ft (block by G. Hayward),36,28
2,8:40.0,Defensive rebound by T. Rozier,,36,28
2,8:33.0,M. Morris misses 2-pt jump shot from 18 ft,,36,28
2,8:29.0,,Defensive rebound by D. McDermott,36,28
2,8:16.0,,D. Sabonis misses 2-pt layup from 1 ft (block by G. Hayward),36,28
2,8:13.0,Defensive rebound by J. Brown,,36,28
2,8:11.0,J. Brown misses 2-pt layup at rim,,36,28
2,8:09.0,Offensive rebound by M. Morris,,36,28
2,8:07.0,T. Rozier misses 3-pt jump shot from 26 ft,,36,28
2,8:04.0,,Defensive rebound by Team,36,28
2,8:04.0,Loose ball foul by G. Hayward (drawn by T. Evans),,36,28
2,8:04.0,,Indiana full timeout,36,28
2,8:04.0,,V. Oladipo enters the game for T. Leaf,36,28
2,8:04.0,,T. Young enters the game for D. McDermott,36,28
2,7:55.0,,Turnover by V. Oladipo (step out of bounds),36,28
2,7:44.0,J. Brown misses 2-pt layup from 6 ft (block by T. Evans),,36,28
2,7:41.0,,Defensive rebound by Team,36,28
2,7:21.0,,V. Oladipo misses 3-pt jump shot from 28 ft,36,28
2,7:18.0,,Offensive rebound by D. Sabonis,36,28
2,7:14.0,,Shooting foul by A. Baynes (drawn by C. Joseph),36,28
2,7:14.0,,C. Joseph makes free throw 1 of 2,36,29
2,7:14.0,,C. Joseph misses free throw 2 of 2,36,29
2,7:12.0,Defensive rebound by M. Morris,,36,29
2,6:58.0,M. Morris makes 3-pt jump shot from 27 ft (assist by G. Hayward),,39,29
2,6:41.0,,Shooting foul by A. Baynes (drawn by V. Oladipo),39,29
2,6:41.0,,V. Oladipo makes free throw 1 of 2,39,30
2,6:41.0,,V. Oladipo makes free throw 2 of 2,39,31
2,6:24.0,G. Hayward misses 3-pt jump shot from 26 ft,,39,31
2,6:19.0,,Defensive rebound by V. Oladipo,39,31
2,6:14.0,,T. Evans misses 3-pt jump shot from 29 ft,39,31
2,6:13.0,Defensive rebound by G. Hayward,,39,31
2,6:00.0,Turnover by J. Brown (lost ball; steal by V. Oladipo),,39,31
2,5:55.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by T. Young),39,34
2,5:42.0,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Rozier),,42,34
2,5:28.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by V. Oladipo),42,36
2,5:08.0,M. Morris misses 2-pt jump shot from 18 ft,,42,36
2,5:06.0,,Defensive rebound by D. Sabonis,42,36
2,5:03.0,,Shooting foul by A. Baynes (drawn by T. Evans),42,36
2,5:03.0,,T. Evans makes free throw 1 of 2,42,37
2,5:03.0,A. Horford enters the game for A. Baynes,,42,37
2,5:03.0,K. Irving enters the game for J. Brown,,42,37
2,5:03.0,M. Smart enters the game for M. Morris,,42,37
2,5:03.0,J. Tatum enters the game for T. Rozier,,42,37
2,5:03.0,,M. Turner enters the game for D. Sabonis,42,37
2,5:03.0,,T. Evans makes free throw 2 of 2,42,38
2,4:53.0,J. Tatum misses 2-pt jump shot from 17 ft,,42,38
2,4:50.0,,Defensive rebound by V. Oladipo,42,38
2,4:38.0,,C. Joseph misses 2-pt jump shot from 13 ft,42,38
2,4:37.0,Defensive rebound by J. Tatum,,42,38
2,4:28.0,A. Horford misses 2-pt jump shot from 18 ft,,42,38
2,4:25.0,,Defensive rebound by M. Turner,42,38
2,4:18.0,,Shooting foul by G. Hayward (drawn by T. Young),42,38
2,4:18.0,,B. Bogdanović enters the game for T. Evans,42,38
2,4:18.0,,D. Collison enters the game for C. Joseph,42,38
2,4:18.0,,T. Young misses free throw 1 of 2,42,38
2,4:18.0,,Offensive rebound by Team,42,38
2,4:18.0,,T. Young misses free throw 2 of 2,42,38
2,4:16.0,Defensive rebound by J. Tatum,,42,38
2,4:03.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by G. Hayward),,45,38
2,3:35.0,,Shooting foul by K. Irving (drawn by B. Bogdanović),45,38
2,3:35.0,,B. Bogdanović misses free throw 1 of 2,45,38
2,3:35.0,,Offensive rebound by Team,45,38
2,3:35.0,,B. Bogdanović misses free throw 2 of 2,45,38
2,3:34.0,Defensive rebound by J. Tatum,,45,38
2,3:28.0,Personal foul by M. Turner (drawn by A. Horford),,45,38
2,3:28.0,,Violation by Team (kicked ball),45,38
2,3:19.0,Turnover by M. Smart (bad pass; steal by D. Collison),,45,38
2,3:15.0,,B. Bogdanović misses 3-pt jump shot from 24 ft (block by A. Horford),45,38
2,3:14.0,,Offensive rebound by Team,45,38
2,3:14.0,M. Morris enters the game for G. Hayward,,45,38
2,3:14.0,T. Rozier enters the game for K. Irving,,45,38
2,2:56.0,,M. Turner makes 2-pt jump shot from 16 ft,45,40
2,2:43.0,M. Smart misses 2-pt jump shot from 21 ft,,45,40
2,2:40.0,Offensive rebound by M. Morris,,45,40
2,2:34.0,Turnover by M. Smart (bad pass; steal by V. Oladipo),,45,40
2,2:15.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by M. Morris),45,40
2,2:15.0,Defensive rebound by Team,,45,40
2,2:15.0,Boston full timeout,,45,40
2,1:58.0,J. Tatum misses 3-pt jump shot from 28 ft,,45,40
2,1:55.0,,Defensive rebound by M. Turner,45,40
2,1:44.0,,V. Oladipo misses 3-pt jump shot from 28 ft,45,40
2,1:40.0,Defensive rebound by T. Rozier,,45,40
2,1:26.0,Turnover by M. Morris (lost ball; steal by T. Young),,45,40
2,1:03.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by T. Young),45,43
2,0:49.0,A. Horford misses 3-pt jump shot from 27 ft,,45,43
2,0:46.0,,Defensive rebound by V. Oladipo,45,43
2,0:42.0,,Offensive foul by B. Bogdanović (drawn by M. Smart),45,43
2,0:42.0,,Turnover by B. Bogdanović (offensive foul),45,43
2,0:33.0,Turnover by J. Tatum (traveling),,45,43
2,0:25.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by D. Collison),45,45
2,0:04.0,T. Rozier misses 3-pt jump shot from 27 ft,,45,45
2,0:01.0,,Defensive rebound by V. Oladipo,45,45
2,0:00.0,,V. Oladipo misses 3-pt jump shot from 51 ft,45,45
2,0:00.0,,Offensive rebound by Team,45,45
3,11:45.0,,Turnover by D. Collison (bad pass; steal by A. Horford),45,45
3,11:39.0,J. Brown misses 3-pt jump shot from 26 ft,,45,45
3,11:35.0,,Defensive rebound by V. Oladipo,45,45
3,11:24.0,,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),45,47
3,11:07.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by A. Horford),,48,47
3,10:51.0,,V. Oladipo misses 3-pt jump shot from 26 ft,48,47
3,10:48.0,Defensive rebound by G. Hayward,,48,47
3,10:34.0,G. Hayward misses 2-pt jump shot from 13 ft,,48,47
3,10:31.0,,Defensive rebound by V. Oladipo,48,47
3,10:27.0,,D. Collison makes 2-pt layup from 2 ft (assist by V. Oladipo),48,49
3,10:08.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,51,49
3,9:48.0,,T. Young misses 2-pt layup from 1 ft,51,49
3,9:47.0,,Offensive rebound by Team,51,49
3,9:43.0,,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by D. Collison),51,51
3,9:27.0,K. Irving misses 3-pt jump shot from 23 ft,,51,51
3,9:25.0,,Defensive rebound by B. Bogdanović,51,51
3,9:09.0,,T. Young misses 2-pt layup from 5 ft,51,51
3,9:05.0,,Offensive rebound by D. Collison,51,51
3,9:04.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,51,51
3,9:04.0,Defensive rebound by K. Irving,,51,51
3,8:55.0,K. Irving misses 3-pt jump shot from 27 ft,,51,51
3,8:52.0,,Defensive rebound by D. Collison,51,51
3,8:37.0,,V. Oladipo misses 2-pt layup from 1 ft (block by K. Irving),51,51
3,8:37.0,,Offensive rebound by Team,51,51
3,8:29.0,,T. Young misses 2-pt layup from 1 ft,51,51
3,8:27.0,Defensive rebound by J. Brown,,51,51
3,8:21.0,J. Tatum misses 3-pt jump shot from 23 ft,,51,51
3,8:18.0,Offensive rebound by A. Horford,,51,51
3,8:17.0,A. Horford makes 2-pt layup from 1 ft,,53,51
3,8:01.0,,Shooting foul by A. Horford (drawn by M. Turner),53,51
3,8:01.0,,M. Turner makes free throw 1 of 2,53,52
3,8:01.0,,M. Turner makes free throw 2 of 2,53,53
3,7:52.0,G. Hayward misses 3-pt jump shot from 24 ft,,53,53
3,7:47.0,,Defensive rebound by M. Turner,53,53
3,7:38.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),53,55
3,7:20.0,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),,55,55
3,7:01.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by T. Young),55,58
3,6:59.0,Boston full timeout,,55,58
3,6:44.0,A. Horford misses 2-pt layup from 1 ft (block by M. Turner),,55,58
3,6:40.0,,Defensive rebound by B. Bogdanović,55,58
3,6:39.0,,Turnover by B. Bogdanović (bad pass; steal by G. Hayward),55,58
3,6:36.0,A. Horford makes 2-pt dunk from 1 ft (assist by G. Hayward),,57,58
3,6:14.0,,D. Collison misses 2-pt jump shot from 10 ft,57,58
3,6:11.0,Defensive rebound by G. Hayward,,57,58
3,5:59.0,Turnover by J. Tatum (bad pass; steal by B. Bogdanović),,57,58
3,5:55.0,,D. Collison misses 2-pt layup from 1 ft (block by J. Brown),57,58
3,5:55.0,,Offensive rebound by Team,57,58
3,5:55.0,M. Morris enters the game for G. Hayward,,57,58
3,5:55.0,T. Rozier enters the game for J. Tatum,,57,58
3,5:40.0,,B. Bogdanović makes 2-pt jump shot from 6 ft,57,60
3,5:40.0,,Shooting foul by M. Morris (drawn by B. Bogdanović),57,60
3,5:40.0,,B. Bogdanović makes free throw 1 of 1,57,61
3,5:26.0,A. Horford misses 2-pt layup from 1 ft,,57,61
3,5:22.0,,Defensive rebound by T. Young,57,61
3,5:16.0,,V. Oladipo misses 3-pt jump shot from 23 ft,57,61
3,5:14.0,,Offensive rebound by T. Young,57,61
3,5:13.0,,T. Young makes 2-pt layup at rim,57,63
3,5:01.0,Turnover by M. Morris (bad pass),,57,63
3,4:55.0,,T. Young misses 3-pt jump shot from 28 ft,57,63
3,4:51.0,Defensive rebound by T. Rozier,,57,63
3,4:46.0,M. Morris makes 2-pt layup from 3 ft,,59,63
3,4:29.0,,T. Young misses 2-pt hook shot from 9 ft (block by J. Brown),59,63
3,4:29.0,,Offensive rebound by Team,59,63
3,4:29.0,,D. Sabonis enters the game for T. Young,59,63
3,4:20.0,,Shooting foul by M. Morris (drawn by V. Oladipo),59,63
3,4:20.0,,V. Oladipo makes free throw 1 of 2,59,64
3,4:20.0,M. Smart enters the game for J. Brown,,59,64
3,4:20.0,,C. Joseph enters the game for B. Bogdanović,59,64
3,4:20.0,,V. Oladipo makes free throw 2 of 2,59,65
3,4:14.0,Personal foul by D. Sabonis (drawn by M. Morris),,59,65
3,4:09.0,A. Horford misses 3-pt jump shot from 26 ft,,59,65
3,4:05.0,,Defensive rebound by V. Oladipo,59,65
3,3:44.0,,M. Turner misses 2-pt jump shot from 12 ft,59,65
3,3:44.0,Defensive rebound by Team,,59,65
3,3:44.0,,Loose ball foul by D. Sabonis (drawn by M. Smart),59,65
3,3:44.0,A. Baynes enters the game for A. Horford,,59,65
3,3:44.0,,T. Evans enters the game for D. Collison,59,65
3,3:24.0,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),,62,65
3,3:08.0,,V. Oladipo makes 2-pt jump shot from 9 ft,62,67
3,2:55.0,Turnover by K. Irving (lost ball; steal by T. Evans),,62,67
3,2:51.0,,T. Evans misses 2-pt layup at rim,62,67
3,2:51.0,,Offensive rebound by Team,62,67
3,2:51.0,Loose ball foul by M. Morris (drawn by V. Oladipo),,62,67
3,2:51.0,,Indiana full timeout,62,67
3,2:51.0,J. Tatum enters the game for K. Irving,,62,67
3,2:42.0,,V. Oladipo misses 3-pt jump shot from 26 ft,62,67
3,2:38.0,Defensive rebound by T. Rozier,,62,67
3,2:25.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Smart),,65,67
3,2:07.0,,Turnover by T. Evans (bad pass; steal by M. Morris),65,67
3,2:03.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Smart),,67,67
3,1:41.0,,D. Sabonis misses 2-pt jump shot from 13 ft,67,67
3,1:38.0,Defensive rebound by J. Tatum,,67,67
3,1:20.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Smart),,70,67
3,0:55.0,,D. Sabonis makes 2-pt jump shot from 3 ft,70,69
3,0:40.0,Turnover by J. Tatum (traveling),,70,69
3,0:40.0,,T. Leaf enters the game for V. Oladipo,70,69
3,0:40.0,,D. McDermott enters the game for M. Turner,70,69
3,0:32.0,,T. Leaf misses 2-pt layup from 1 ft,70,69
3,0:32.0,,Offensive rebound by D. Sabonis,70,69
3,0:31.0,,Turnover by D. Sabonis (off goaltending),70,69
3,0:12.0,M. Morris makes 2-pt jump shot from 15 ft,,72,69
3,0:02.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by C. Joseph),72,72
4,11:46.0,A. Baynes makes 3-pt jump shot from 25 ft (assist by M. Smart),,75,72
4,11:19.0,,T. Evans makes 2-pt jump shot from 19 ft,75,74
4,11:06.0,Personal foul by D. McDermott (drawn by J. Tatum),,75,74
4,10:59.0,J. Tatum misses 2-pt jump shot from 17 ft,,75,74
4,10:55.0,,Defensive rebound by T. Leaf,75,74
4,10:41.0,,T. Evans makes 2-pt layup from 2 ft,75,76
4,10:23.0,M. Smart misses 2-pt layup from 4 ft,,75,76
4,10:21.0,,Defensive rebound by D. Sabonis,75,76
4,10:12.0,,C. Joseph misses 3-pt jump shot from 25 ft,75,76
4,10:08.0,Defensive rebound by M. Morris,,75,76
4,9:54.0,J. Tatum makes 3-pt jump shot from 29 ft (assist by M. Smart),,78,76
4,9:35.0,,Shooting foul by A. Baynes (drawn by D. Sabonis),78,76
4,9:35.0,,D. Sabonis makes free throw 1 of 2,78,77
4,9:35.0,J. Brown enters the game for M. Smart,,78,77
4,9:35.0,,D. Sabonis makes free throw 2 of 2,78,78
4,9:22.0,G. Hayward misses 2-pt jump shot from 17 ft,,78,78
4,9:18.0,,Defensive rebound by D. Sabonis,78,78
4,9:07.0,,D. Sabonis makes 2-pt hook shot from 7 ft,78,80
4,8:53.0,A. Baynes makes 3-pt jump shot from 25 ft (assist by J. Tatum),,81,80
4,8:42.0,,T. Evans misses 2-pt layup from 2 ft,81,80
4,8:39.0,Defensive rebound by G. Hayward,,81,80
4,8:35.0,G. Hayward makes 2-pt jump shot from 12 ft,,83,80
4,8:18.0,,D. Sabonis makes 2-pt jump shot from 11 ft (assist by C. Joseph),83,82
4,8:04.0,G. Hayward misses 3-pt jump shot from 29 ft,,83,82
4,8:02.0,,Defensive rebound by D. McDermott,83,82
4,7:47.0,,T. Evans makes 3-pt jump shot from 26 ft,83,85
4,7:40.0,Boston full timeout,,83,85
4,7:40.0,K. Irving enters the game for M. Morris,,83,85
4,7:27.0,Personal foul by C. Joseph (drawn by K. Irving),,83,85
4,7:23.0,Shooting foul by T. Leaf (drawn by J. Brown),,83,85
4,7:23.0,J. Brown misses free throw 1 of 2,,83,85
4,7:23.0,Offensive rebound by Team,,83,85
4,7:23.0,J. Brown makes free throw 2 of 2,,84,85
4,7:08.0,,T. Leaf makes 2-pt dunk from 2 ft (assist by D. Sabonis),84,87
4,6:59.0,Turnover by J. Brown (bad pass; steal by D. McDermott),,84,87
4,6:54.0,,T. Evans misses 2-pt layup from 3 ft,84,87
4,6:50.0,Defensive rebound by G. Hayward,,84,87
4,6:48.0,J. Brown misses 3-pt jump shot from 28 ft,,84,87
4,6:45.0,,Defensive rebound by Team,84,87
4,6:45.0,,V. Oladipo enters the game for T. Leaf,84,87
4,6:45.0,,T. Young enters the game for D. McDermott,84,87
4,6:26.0,,C. Joseph misses 3-pt jump shot from 27 ft,84,87
4,6:22.0,Defensive rebound by K. Irving,,84,87
4,6:13.0,K. Irving makes 3-pt jump shot from 29 ft,,87,87
4,6:07.0,,Indiana full timeout,87,87
4,6:07.0,A. Horford enters the game for A. Baynes,,87,87
4,6:07.0,M. Smart enters the game for J. Tatum,,87,87
4,5:55.0,,D. Sabonis makes 2-pt layup from 3 ft (assist by T. Evans),87,89
4,5:36.0,J. Brown misses 2-pt layup from 6 ft,,87,89
4,5:34.0,,Defensive rebound by D. Sabonis,87,89
4,5:23.0,,Personal foul by M. Smart (drawn by D. Sabonis),87,89
4,5:23.0,M. Morris enters the game for G. Hayward,,87,89
4,5:16.0,,T. Evans misses 3-pt jump shot from 23 ft,87,89
4,5:12.0,Defensive rebound by M. Morris,,87,89
4,4:56.0,M. Smart misses 2-pt layup from 3 ft,,87,89
4,4:51.0,,Defensive rebound by V. Oladipo,87,89
4,4:36.0,,C. Joseph misses 2-pt jump shot from 6 ft,87,89
4,4:32.0,Defensive rebound by K. Irving,,87,89
4,4:28.0,J. Brown makes 2-pt jump shot from 6 ft,,89,89
4,4:27.0,,Indiana full timeout,89,89
4,4:27.0,,B. Bogdanović enters the game for T. Evans,89,89
4,4:27.0,,D. Collison enters the game for C. Joseph,89,89
4,4:27.0,,M. Turner enters the game for D. Sabonis,89,89
4,4:10.0,,Personal foul by M. Smart (drawn by V. Oladipo),89,89
4,4:01.0,,Turnover by M. Turner (dbl dribble),89,89
4,3:50.0,A. Horford makes 2-pt dunk from 2 ft (assist by M. Smart),,91,89
4,3:36.0,,Offensive foul by M. Turner (drawn by M. Smart),91,89
4,3:36.0,,Turnover by M. Turner (offensive foul),91,89
4,3:26.0,M. Smart misses 3-pt jump shot from 28 ft,,91,89
4,3:26.0,,Defensive rebound by T. Young,91,89
4,3:12.0,,M. Turner misses 2-pt jump shot from 20 ft,91,89
4,3:10.0,,Offensive rebound by T. Young,91,89
4,3:10.0,,T. Young misses 2-pt layup from 1 ft,91,89
4,3:10.0,,Offensive rebound by Team,91,89
4,3:10.0,,D. Sabonis enters the game for M. Turner,91,89
