QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
1,6:47.0,D. Green makes 2-pt layup from 1 ft (assist by K. Lowry),,12,13
1,6:46.0,,Milwaukee full timeout,12,13
1,6:46.0,,D. DiVincenzo enters the game for M. Brogdon,12,13
1,6:30.0,,E. Bledsoe misses 2-pt layup from 2 ft,12,13
1,6:27.0,Defensive rebound by N. Powell,,12,13
1,6:24.0,K. Lowry makes 2-pt layup from 1 ft (assist by P. Siakam),,14,13
1,6:01.0,,E. İlyasova misses 3-pt jump shot from 22 ft,14,13
1,6:01.0,,Offensive rebound by Team,14,13
1,5:57.0,,K. Middleton misses 2-pt jump shot from 15 ft,14,13
1,5:54.0,Defensive rebound by P. Siakam,,14,13
1,5:49.0,P. Siakam makes 2-pt layup from 1 ft,,16,13
1,5:38.0,,E. İlyasova misses 3-pt jump shot from 27 ft,16,13
1,5:35.0,Defensive rebound by S. Ibaka,,16,13
1,5:35.0,Turnover by K. Lowry (bad pass),,16,13
1,5:35.0,,T. Maker enters the game for E. İlyasova,16,13
1,5:19.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by K. Middleton),16,16
1,4:59.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by N. Powell),,19,16
1,4:45.0,,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),19,19
1,4:34.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by K. Lowry),,21,19
1,4:11.0,,K. Middleton misses 3-pt jump shot from 27 ft,21,19
1,4:08.0,Defensive rebound by S. Ibaka,,21,19
1,4:07.0,Turnover by K. Lowry (bad pass),,21,19
1,4:07.0,,J. Henson enters the game for B. Lopez,21,19
1,3:55.0,,Shooting foul by S. Ibaka (drawn by K. Middleton),21,19
1,3:55.0,Technical foul by D. Green,,21,19
1,3:55.0,,K. Middleton makes technical free throw,21,20
1,3:55.0,,K. Middleton misses free throw 1 of 2,21,20
1,3:55.0,,Offensive rebound by Team,21,20
1,3:55.0,L. Brown enters the game for N. Powell,,21,20
1,3:55.0,C. Miles enters the game for P. Siakam,,21,20
1,3:55.0,,M. Brogdon enters the game for E. Bledsoe,21,20
1,3:55.0,,K. Middleton makes free throw 2 of 2,21,21
1,3:55.0,,T. Snell enters the game for K. Middleton,21,21
1,3:31.0,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),,23,21
1,3:17.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,23,21
1,3:15.0,Defensive rebound by C. Miles,,23,21
1,3:14.0,K. Lowry makes 2-pt jump shot from 10 ft,,25,21
1,3:14.0,Shooting foul by M. Brogdon (drawn by K. Lowry),,25,21
1,3:14.0,D. Wright enters the game for D. Green,,25,21
1,3:14.0,K. Lowry makes free throw 1 of 1,,26,21
1,3:03.0,,D. DiVincenzo makes 2-pt layup from 1 ft (assist by M. Brogdon),26,23
1,2:47.0,L. Brown misses 3-pt jump shot from 26 ft,,26,23
1,2:44.0,,Defensive rebound by J. Henson,26,23
1,2:37.0,,Personal foul by L. Brown (drawn by M. Brogdon),26,23
1,2:37.0,Toronto full timeout,,26,23
1,2:37.0,N. Powell enters the game for S. Ibaka,,26,23
1,2:37.0,J. Valančiūnas enters the game for K. Lowry,,26,23
1,2:29.0,,T. Maker makes 3-pt jump shot from 26 ft (assist by J. Henson),26,26
1,2:15.0,C. Miles misses 3-pt jump shot from 25 ft,,26,26
1,2:13.0,,Defensive rebound by T. Maker,26,26
1,2:07.0,,M. Brogdon makes 2-pt layup from 2 ft,26,28
1,1:53.0,D. Wright misses 2-pt jump shot from 15 ft,,26,28
1,1:50.0,,Defensive rebound by D. DiVincenzo,26,28
1,1:48.0,,Shooting foul by N. Powell (drawn by T. Maker),26,28
1,1:48.0,,T. Maker misses free throw 1 of 2,26,28
1,1:48.0,,Offensive rebound by Team,26,28
1,1:48.0,,T. Maker makes free throw 2 of 2,26,29
1,1:29.0,C. Miles misses 3-pt jump shot from 26 ft,,26,29
1,1:27.0,,Defensive rebound by T. Maker,26,29
1,1:26.0,,Turnover by T. Maker (bad pass),26,29
1,1:26.0,P. Siakam enters the game for N. Powell,,26,29
1,1:16.0,L. Brown misses 2-pt layup from 4 ft,,26,29
1,1:14.0,Offensive rebound by J. Valančiūnas,,26,29
1,1:13.0,J. Valančiūnas misses 2-pt layup from 2 ft,,26,29
1,1:11.0,,Defensive rebound by T. Maker,26,29
1,1:08.0,,Turnover by D. DiVincenzo (bad pass; steal by L. Brown),26,29
1,1:01.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,26,29
1,0:57.0,,Defensive rebound by D. DiVincenzo,26,29
1,0:42.0,,Def 3 sec tech foul by Team,26,29
1,0:42.0,,M. Brogdon makes technical free throw,26,30
1,0:32.0,,J. Henson misses 3-pt jump shot from 26 ft,26,30
1,0:30.0,,Offensive rebound by J. Henson,26,30
1,0:27.0,,T. Maker misses 2-pt layup from 2 ft (block by C. Miles),26,30
1,0:27.0,Defensive rebound by P. Siakam,,26,30
1,0:05.0,C. Miles makes 3-pt jump shot from 27 ft (assist by L. Brown),,29,30
1,0:00.0,,T. Maker misses 3-pt jump shot from 33 ft (block by L. Brown),29,30
1,0:00.0,,Offensive rebound by Team,29,30
2,11:51.0,,Turnover by E. İlyasova (traveling),29,30
2,11:34.0,D. Wright misses 3-pt jump shot from 28 ft,,29,30
2,11:31.0,,Defensive rebound by E. İlyasova,29,30
2,11:14.0,,K. Middleton misses 3-pt jump shot from 27 ft,29,30
2,11:04.0,,Offensive rebound by J. Henson,29,30
2,11:04.0,,J. Henson makes 2-pt dunk at rim,29,32
2,10:56.0,L. Brown misses 3-pt jump shot from 27 ft,,29,32
2,10:53.0,,Defensive rebound by J. Henson,29,32
2,10:47.0,,T. Snell makes 3-pt jump shot from 28 ft (assist by M. Brogdon),29,35
2,10:36.0,,Violation by Team (kicked ball),29,35
2,10:36.0,,B. Lopez enters the game for J. Henson,29,35
2,10:29.0,C. Miles misses 3-pt jump shot from 27 ft,,29,35
2,10:26.0,,Defensive rebound by E. İlyasova,29,35
2,10:13.0,,Personal foul by D. Wright (drawn by E. İlyasova),29,35
2,10:07.0,,E. İlyasova makes 2-pt dunk from 2 ft (assist by B. Lopez),29,37
2,10:06.0,Toronto full timeout,,29,37
2,10:06.0,D. Green enters the game for L. Brown,,29,37
2,10:06.0,K. Lowry enters the game for D. Wright,,29,37
2,9:57.0,Def 3 sec tech foul by Team,,29,37
2,9:57.0,K. Lowry makes technical free throw,,30,37
2,9:46.0,J. Valančiūnas misses 2-pt layup from 7 ft,,30,37
2,9:44.0,,Defensive rebound by E. İlyasova,30,37
2,9:38.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by K. Middleton),30,40
2,9:22.0,J. Valančiūnas misses 2-pt hook shot from 7 ft,,30,40
2,9:20.0,,Defensive rebound by E. İlyasova,30,40
2,9:14.0,,B. Lopez misses 3-pt jump shot from 26 ft,30,40
2,9:12.0,Defensive rebound by D. Green,,30,40
2,9:12.0,Personal foul by B. Lopez (drawn by J. Valančiūnas),,30,40
2,9:12.0,,P. Connaughton enters the game for T. Snell,30,40
2,9:04.0,Shooting foul by E. İlyasova (drawn by J. Valančiūnas),,30,40
2,9:04.0,J. Valančiūnas makes free throw 1 of 2,,31,40
2,9:04.0,,E. Bledsoe enters the game for M. Brogdon,31,40
2,9:04.0,J. Valančiūnas makes free throw 2 of 2,,32,40
2,8:47.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by E. Bledsoe),32,42
2,8:46.0,,Technical foul by B. Lopez,32,42
2,8:46.0,K. Lowry misses technical free throw,,32,42
2,8:46.0,Offensive rebound by Team,,32,42
2,8:33.0,J. Valančiūnas misses 2-pt jump shot from 21 ft,,32,42
2,8:31.0,,Defensive rebound by E. İlyasova,32,42
2,8:20.0,,B. Lopez misses 3-pt jump shot from 27 ft,32,42
2,8:16.0,Defensive rebound by D. Green,,32,42
2,8:13.0,C. Miles misses 3-pt jump shot from 30 ft,,32,42
2,8:10.0,,Defensive rebound by B. Lopez,32,42
2,8:07.0,,Offensive foul by K. Middleton (drawn by K. Lowry),32,42
2,8:07.0,,Turnover by K. Middleton (offensive foul),32,42
2,8:07.0,S. Ibaka enters the game for C. Miles,,32,42
2,8:07.0,N. Powell enters the game for J. Valančiūnas,,32,42
2,7:49.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Lowry),,35,42
2,7:42.0,,Turnover by E. Bledsoe (bad pass; steal by D. Green),35,42
2,7:30.0,P. Siakam makes 2-pt layup at rim,,37,42
2,7:15.0,,E. İlyasova misses 3-pt jump shot from 27 ft,37,42
2,7:12.0,Defensive rebound by D. Green,,37,42
2,7:07.0,K. Lowry misses 3-pt jump shot from 23 ft,,37,42
2,7:07.0,,Defensive rebound by K. Middleton,37,42
2,6:58.0,,Personal foul by K. Lowry (drawn by P. Connaughton),37,42
2,6:46.0,,K. Middleton makes 3-pt jump shot from 28 ft,37,45
2,6:32.0,S. Ibaka makes 2-pt jump shot from 12 ft (assist by K. Lowry),,39,45
2,6:25.0,,Turnover by E. Bledsoe (bad pass; steal by P. Siakam),39,45
2,6:21.0,P. Siakam makes 2-pt layup from 1 ft,,41,45
2,6:21.0,,Milwaukee full timeout,41,45
2,6:21.0,,T. Maker enters the game for E. İlyasova,41,45
2,6:07.0,,Shooting foul by S. Ibaka (drawn by B. Lopez),41,45
2,6:07.0,,B. Lopez makes free throw 1 of 2,41,46
2,6:07.0,,D. DiVincenzo enters the game for K. Middleton,41,46
2,6:07.0,,B. Lopez makes free throw 2 of 2,41,47
2,5:53.0,N. Powell makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,44,47
2,5:34.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,44,47
2,5:31.0,Defensive rebound by S. Ibaka,,44,47
2,5:24.0,S. Ibaka misses 2-pt jump shot from 15 ft,,44,47
2,5:21.0,Offensive rebound by P. Siakam,,44,47
2,5:14.0,S. Ibaka misses 2-pt jump shot from 17 ft,,44,47
2,5:11.0,,Defensive rebound by P. Connaughton,44,47
2,5:03.0,,Personal foul by K. Lowry (drawn by E. Bledsoe),44,47
2,5:00.0,,P. Connaughton makes 2-pt dunk from 2 ft (assist by D. DiVincenzo),44,49
2,4:48.0,Shooting foul by B. Lopez (drawn by P. Siakam),,44,49
2,4:48.0,P. Siakam makes free throw 1 of 2,,45,49
2,4:48.0,P. Siakam makes free throw 2 of 2,,46,49
2,4:35.0,,T. Maker makes 2-pt dunk from 1 ft (assist by E. Bledsoe),46,51
2,4:26.0,Turnover by K. Lowry (step out of bounds),,46,51
2,4:11.0,,E. Bledsoe makes 2-pt layup from 1 ft,46,53
2,4:02.0,K. Lowry misses 3-pt jump shot from 27 ft,,46,53
2,3:59.0,,Defensive rebound by P. Connaughton,46,53
2,3:53.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,46,53
2,3:50.0,Defensive rebound by K. Lowry,,46,53
2,3:39.0,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),,49,53
2,3:24.0,,P. Connaughton misses 2-pt layup from 3 ft,49,53
2,3:22.0,,Offensive rebound by P. Connaughton,49,53
2,3:15.0,,Turnover by P. Connaughton (traveling),49,53
2,3:15.0,Toronto full timeout,,49,53
2,3:15.0,,M. Brogdon enters the game for E. Bledsoe,49,53
2,3:15.0,,E. İlyasova enters the game for P. Connaughton,49,53
2,3:15.0,,K. Middleton enters the game for B. Lopez,49,53
2,3:07.0,K. Lowry misses 3-pt jump shot from 28 ft,,49,53
2,3:03.0,,Defensive rebound by D. DiVincenzo,49,53
2,2:43.0,,T. Maker makes 2-pt dunk from 1 ft (assist by K. Middleton),49,55
2,2:28.0,D. Green misses 2-pt jump shot from 12 ft,,49,55
2,2:26.0,,Defensive rebound by K. Middleton,49,55
2,2:20.0,,Personal foul by N. Powell (drawn by M. Brogdon),49,55
2,2:20.0,,M. Brogdon makes free throw 1 of 2,49,56
2,2:20.0,,M. Brogdon makes free throw 2 of 2,49,57
2,1:59.0,P. Siakam misses 3-pt jump shot from 23 ft,,49,57
2,1:56.0,,Defensive rebound by T. Maker,49,57
2,1:45.0,,M. Brogdon misses 3-pt jump shot from 27 ft,49,57
2,1:42.0,Defensive rebound by P. Siakam,,49,57
2,1:40.0,Personal foul by M. Brogdon (drawn by S. Ibaka),,49,57
2,1:32.0,P. Siakam misses 3-pt jump shot from 26 ft,,49,57
2,1:29.0,,Defensive rebound by D. DiVincenzo,49,57
2,1:22.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Middleton),49,59
2,1:11.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,51,59
2,0:54.0,,Turnover by M. Brogdon (out of bounds lost ball),51,59
2,0:34.0,K. Lowry makes 2-pt layup from 1 ft,,53,59
2,0:26.0,,T. Maker makes 3-pt jump shot from 27 ft (assist by E. İlyasova),53,62
2,0:01.0,S. Ibaka misses 3-pt jump shot from 27 ft,,53,62
2,0:01.0,Offensive rebound by Team,,53,62
3,11:40.0,,E. Bledsoe makes 2-pt layup from 1 ft,53,64
3,11:24.0,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),,55,64
3,11:22.0,Violation by Team (delay of game),,55,64
3,10:58.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by E. Bledsoe),55,66
3,10:43.0,D. Green makes 3-pt jump shot from 23 ft (assist by N. Powell),,58,66
3,10:26.0,,Turnover by E. Bledsoe (bad pass; steal by P. Siakam),58,66
3,10:19.0,S. Ibaka misses 2-pt jump shot from 3 ft,,58,66
3,10:17.0,Offensive rebound by D. Green,,58,66
3,10:14.0,S. Ibaka misses 2-pt layup from 2 ft,,58,66
3,10:09.0,,Defensive rebound by E. İlyasova,58,66
3,9:48.0,,B. Lopez misses 3-pt jump shot from 28 ft,58,66
3,9:46.0,Defensive rebound by N. Powell,,58,66
3,9:44.0,Shooting foul by M. Brogdon (drawn by N. Powell),,58,66
3,9:44.0,N. Powell makes free throw 1 of 2,,59,66
3,9:44.0,N. Powell makes free throw 2 of 2,,60,66
3,9:26.0,,B. Lopez misses 2-pt jump shot from 9 ft,60,66
3,9:23.0,Defensive rebound by S. Ibaka,,60,66
3,9:16.0,P. Siakam misses 3-pt jump shot from 24 ft,,60,66
3,9:12.0,,Defensive rebound by M. Brogdon,60,66
3,9:05.0,,Shooting foul by K. Lowry (drawn by M. Brogdon),60,66
3,9:05.0,,M. Brogdon makes free throw 1 of 2,60,67
3,9:05.0,,M. Brogdon makes free throw 2 of 2,60,68
3,8:47.0,S. Ibaka makes 2-pt jump shot from 18 ft,,62,68
3,8:38.0,,Personal foul by P. Siakam (drawn by E. Bledsoe),62,68
3,8:28.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),62,71
3,8:16.0,S. Ibaka makes 3-pt jump shot from 28 ft (assist by K. Lowry),,65,71
3,8:01.0,,K. Middleton misses 2-pt jump shot from 9 ft,65,71
3,8:01.0,,Offensive rebound by Team,65,71
3,8:01.0,Loose ball foul by S. Ibaka (drawn by E. İlyasova),,65,71
3,7:44.0,,M. Brogdon misses 2-pt jump shot from 13 ft,65,71
3,7:42.0,Defensive rebound by P. Siakam,,65,71
3,7:38.0,K. Lowry misses 3-pt jump shot from 29 ft,,65,71
3,7:35.0,,Defensive rebound by K. Middleton,65,71
3,7:29.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,65,74
3,7:11.0,P. Siakam misses 2-pt layup from 2 ft,,65,74
3,7:09.0,,Defensive rebound by M. Brogdon,65,74
3,7:04.0,,M. Brogdon makes 2-pt layup from 1 ft,65,76
3,7:04.0,Toronto full timeout,,65,76
3,7:04.0,,D. DiVincenzo enters the game for M. Brogdon,65,76
3,6:54.0,K. Lowry misses 3-pt jump shot from 26 ft,,65,76
3,6:50.0,,Defensive rebound by E. İlyasova,65,76
3,6:40.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by E. İlyasova),65,78
3,6:31.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by K. Lowry),,67,78
3,6:17.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by E. Bledsoe),67,80
3,6:07.0,S. Ibaka misses 2-pt jump shot from 10 ft,,67,80
3,6:07.0,,Defensive rebound by E. Bledsoe,67,80
3,5:56.0,,K. Middleton misses 3-pt jump shot from 28 ft,67,80
3,5:53.0,Defensive rebound by P. Siakam,,67,80
3,5:47.0,S. Ibaka makes 2-pt layup from 3 ft (assist by P. Siakam),,69,80
3,5:47.0,,T. Maker enters the game for E. İlyasova,69,80
3,5:26.0,,B. Lopez misses 2-pt hook shot from 7 ft,69,80
3,5:24.0,Defensive rebound by S. Ibaka,,69,80
3,5:20.0,S. Ibaka misses 3-pt jump shot from 27 ft,,69,80
3,5:16.0,,Defensive rebound by K. Middleton,69,80
3,5:07.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by T. Maker),69,83
3,4:50.0,N. Powell misses 3-pt jump shot from 25 ft,,69,83
3,4:48.0,Offensive rebound by P. Siakam,,69,83
3,4:48.0,P. Siakam makes 2-pt layup from 1 ft,,71,83
3,4:48.0,Shooting foul by K. Middleton (drawn by P. Siakam),,71,83
3,4:48.0,L. Brown enters the game for D. Green,,71,83
3,4:48.0,M. Richardson enters the game for N. Powell,,71,83
3,4:48.0,,J. Henson enters the game for B. Lopez,71,83
3,4:48.0,P. Siakam misses free throw 1 of 1,,71,83
3,4:44.0,,Defensive rebound by T. Maker,71,83
3,4:33.0,,E. Bledsoe misses 3-pt jump shot from 29 ft,71,83
3,4:30.0,Defensive rebound by M. Richardson,,71,83
3,4:25.0,Shooting foul by J. Henson (drawn by S. Ibaka),,71,83
3,4:25.0,S. Ibaka makes free throw 1 of 2,,72,83
3,4:25.0,,T. Snell enters the game for K. Middleton,72,83
3,4:25.0,S. Ibaka makes free throw 2 of 2,,73,83
3,4:04.0,,J. Henson misses 2-pt layup from 3 ft (block by S. Ibaka),73,83
3,4:01.0,Defensive rebound by L. Brown,,73,83
3,3:58.0,M. Richardson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,76,83
3,3:50.0,,Milwaukee full timeout,76,83
3,3:50.0,C. Miles enters the game for S. Ibaka,,76,83
3,3:50.0,J. Valančiūnas enters the game for P. Siakam,,76,83
3,3:50.0,,M. Brogdon enters the game for E. Bledsoe,76,83
3,3:50.0,,Personal foul by C. Miles (drawn by T. Maker),76,83
3,3:41.0,,J. Henson makes 2-pt dunk at rim (assist by M. Brogdon),76,85
3,3:26.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,,76,85
3,3:24.0,,Defensive rebound by T. Maker,76,85
3,3:18.0,,Turnover by M. Brogdon (bad pass; steal by J. Valančiūnas),76,85
3,3:10.0,Turnover by C. Miles (bad pass; steal by T. Snell),,76,85
3,3:03.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by D. DiVincenzo),76,88
3,2:56.0,Turnover by M. Richardson (lost ball; steal by J. Henson),,76,88
3,2:47.0,,Turnover by J. Henson (bad pass; steal by K. Lowry),76,88
3,2:42.0,K. Lowry misses 2-pt layup at rim (block by T. Snell),,76,88
3,2:38.0,,Defensive rebound by T. Snell,76,88
3,2:35.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by T. Maker),76,90
3,2:35.0,,Violation by Team (delay of game),76,90
3,2:20.0,L. Brown misses 2-pt layup from 2 ft,,76,90
3,2:18.0,,Defensive rebound by J. Henson,76,90
3,2:13.0,,D. DiVincenzo misses 2-pt layup from 5 ft (block by K. Lowry),76,90
3,2:10.0,Defensive rebound by K. Lowry,,76,90
3,1:56.0,M. Richardson misses 3-pt jump shot from 24 ft,,76,90
3,1:56.0,Offensive rebound by Team,,76,90
3,1:56.0,,Loose ball foul by T. Maker (drawn by K. Lowry),76,90
3,1:56.0,D. Wright enters the game for K. Lowry,,76,90
3,1:45.0,J. Valančiūnas misses 2-pt layup from 2 ft,,76,90
3,1:43.0,,Defensive rebound by D. DiVincenzo,76,90
3,1:35.0,,Turnover by J. Henson (bad pass),76,90
3,1:17.0,J. Valančiūnas makes 2-pt layup from 2 ft,,78,90
3,0:57.0,,Shooting foul by J. Valančiūnas (drawn by D. DiVincenzo),78,90
3,0:57.0,,D. DiVincenzo makes free throw 1 of 2,78,91
3,0:57.0,,D. DiVincenzo makes free throw 2 of 2,78,92
3,0:42.0,D. Wright misses 2-pt layup from 2 ft,,78,92
3,0:40.0,Offensive rebound by J. Valančiūnas,,78,92
3,0:40.0,Shooting foul by J. Henson (drawn by J. Valančiūnas),,78,92
3,0:40.0,J. Valančiūnas makes free throw 1 of 2,,79,92
3,0:40.0,J. Valančiūnas makes free throw 2 of 2,,80,92
3,0:33.0,,M. Brogdon misses 2-pt jump shot from 11 ft,80,92
3,0:30.0,Defensive rebound by D. Wright,,80,92
3,0:20.0,C. Miles misses 3-pt jump shot from 28 ft,,80,92
3,0:16.0,,Defensive rebound by D. DiVincenzo,80,92
3,0:02.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft,80,95
3,0:00.0,L. Brown misses 3-pt jump shot from 52 ft,,80,95
3,0:00.0,Offensive rebound by Team,,80,95
4,11:46.0,J. Valančiūnas makes 2-pt hook shot from 7 ft,,82,95
4,11:29.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,82,95
4,11:26.0,,Offensive rebound by M. Brogdon,82,95
4,11:18.0,,M. Brogdon misses 2-pt layup from 3 ft,82,95
4,11:13.0,,Offensive rebound by B. Lopez,82,95
4,11:13.0,,B. Lopez makes 2-pt layup from 1 ft,82,97
4,11:00.0,L. Brown makes 3-pt jump shot from 26 ft,,85,97
4,10:46.0,,D. DiVincenzo misses 2-pt jump shot from 15 ft,85,97
4,10:44.0,Defensive rebound by J. Valančiūnas,,85,97
4,10:39.0,M. Richardson misses 3-pt jump shot from 24 ft,,85,97
4,10:35.0,,Defensive rebound by D. DiVincenzo,85,97
4,10:28.0,,Personal foul by L. Brown (drawn by T. Snell),85,97
4,10:28.0,,P. Connaughton enters the game for D. DiVincenzo,85,97
4,10:18.0,,K. Middleton makes 3-pt jump shot from 30 ft,85,100
4,10:05.0,J. Valančiūnas makes 2-pt jump shot from 14 ft (assist by D. Wright),,87,100
4,9:50.0,,P. Connaughton misses 2-pt layup from 11 ft (block by L. Brown),87,100
4,9:45.0,,Offensive rebound by P. Connaughton,87,100
4,9:41.0,,M. Brogdon makes 2-pt dunk from 2 ft (assist by K. Middleton),87,102
4,9:29.0,Turnover by L. Brown (bad pass; steal by K. Middleton),,87,102
4,9:25.0,,Offensive foul by K. Middleton (drawn by M. Richardson),87,102
4,9:25.0,,Turnover by K. Middleton (offensive foul),87,102
4,9:25.0,D. Green enters the game for M. Richardson,,87,102
4,9:25.0,K. Lowry enters the game for J. Valančiūnas,,87,102
4,9:25.0,P. Siakam enters the game for D. Wright,,87,102
4,9:22.0,Personal foul by M. Brogdon (drawn by K. Lowry),,87,102
4,9:18.0,D. Green misses 3-pt jump shot from 27 ft,,87,102
4,9:13.0,,Defensive rebound by B. Lopez,87,102
4,9:01.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by T. Snell),87,105
4,8:47.0,P. Siakam makes 2-pt layup from 1 ft (assist by D. Green),,89,105
4,8:40.0,,Personal foul by L. Brown (drawn by K. Middleton),89,105
4,8:33.0,,K. Middleton makes 3-pt jump shot from 27 ft,89,108
4,8:19.0,Shooting foul by K. Middleton (drawn by C. Miles),,89,108
4,8:19.0,N. Powell enters the game for L. Brown,,89,108
4,8:19.0,,E. Bledsoe enters the game for M. Brogdon,89,108
4,8:19.0,C. Miles makes free throw 1 of 2,,90,108
4,8:19.0,C. Miles misses free throw 2 of 2,,90,108
4,8:16.0,,Defensive rebound by T. Snell,90,108
4,8:07.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by K. Middleton),90,111
4,7:53.0,K. Lowry misses 3-pt jump shot from 27 ft,,90,111
4,7:51.0,,Defensive rebound by P. Connaughton,90,111
4,7:39.0,,T. Snell makes 2-pt layup from 2 ft,90,113
4,7:39.0,Toronto full timeout,,90,113
4,7:39.0,S. Ibaka enters the game for C. Miles,,90,113
4,7:23.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),,92,113
4,7:07.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by K. Middleton),92,116
4,6:53.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Lowry),,94,116
4,6:43.0,,K. Middleton misses 3-pt jump shot from 27 ft,94,116
4,6:41.0,Defensive rebound by N. Powell,,94,116
4,6:35.0,K. Lowry misses 3-pt jump shot from 26 ft,,94,116
4,6:32.0,Offensive rebound by S. Ibaka,,94,116
4,6:30.0,S. Ibaka misses 2-pt layup from 1 ft,,94,116
