QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
4,4:04.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),92,90
4,3:41.0,Shooting foul by B. Lopez (drawn by K. Lowry),,92,90
4,3:41.0,K. Lowry makes free throw 1 of 2,,93,90
4,3:41.0,,K. Middleton enters the game for G. Hill,93,90
4,3:41.0,K. Lowry misses free throw 2 of 2,,93,90
4,3:38.0,,Defensive rebound by M. Brogdon,93,90
4,3:22.0,,M. Brogdon misses 2-pt layup from 2 ft,93,90
4,3:20.0,Defensive rebound by Team,,93,90
4,2:55.0,P. Siakam misses 2-pt layup from 2 ft,,93,90
4,2:52.0,,Defensive rebound by B. Lopez,93,90
4,2:48.0,,M. Brogdon misses 3-pt jump shot from 25 ft,93,90
4,2:45.0,,Offensive rebound by M. Brogdon,93,90
4,2:44.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by M. Brogdon),93,93
4,2:19.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,96,93
4,2:06.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Brogdon),96,95
4,1:50.0,K. Leonard misses 3-pt jump shot from 28 ft,,96,95
4,1:48.0,Offensive rebound by K. Leonard,,96,95
4,1:48.0,Personal foul by G. Antetokounmpo (drawn by K. Leonard),,96,95
4,1:48.0,K. Leonard makes free throw 1 of 2,,97,95
4,1:48.0,K. Leonard makes free throw 2 of 2,,98,95
4,1:34.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,98,95
4,1:31.0,Defensive rebound by M. Gasol,,98,95
4,1:12.0,Shooting foul by M. Brogdon (drawn by K. Leonard),,98,95
4,1:12.0,K. Leonard misses free throw 1 of 2,,98,95
4,1:12.0,Offensive rebound by Team,,98,95
4,1:12.0,,G. Hill enters the game for G. Antetokounmpo,98,95
4,1:12.0,K. Leonard makes free throw 2 of 2,,99,95
4,0:59.0,,K. Middleton makes 2-pt layup from 2 ft (assist by M. Brogdon),99,97
4,0:35.0,K. Leonard misses 2-pt jump shot from 14 ft,,99,97
4,0:34.0,Offensive rebound by M. Gasol,,99,97
4,0:34.0,,Loose ball foul by B. Lopez (drawn by M. Gasol),99,97
4,0:34.0,,G. Antetokounmpo enters the game for G. Hill,99,97
4,0:34.0,M. Gasol makes free throw 1 of 2,,100,97
4,0:34.0,M. Gasol misses free throw 2 of 2,,100,97
4,0:34.0,,Defensive rebound by B. Lopez,100,97
4,0:26.0,,Turnover by M. Brogdon (out of bounds lost ball),100,97
4,0:26.0,,G. Hill enters the game for B. Lopez,100,97
4,0:23.0,Toronto full timeout,,100,97
4,0:16.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Lowry),,102,97
4,0:16.0,,Milwaukee full timeout,102,97
4,0:16.0,N. Powell enters the game for M. Gasol,,102,97
4,0:16.0,,P. Connaughton enters the game for M. Brogdon,102,97
4,0:16.0,,B. Lopez enters the game for G. Hill,102,97
4,0:12.0,,K. Middleton misses 3-pt jump shot from 23 ft,102,97
4,0:11.0,Defensive rebound by K. Lowry,,102,97
4,0:11.0,Personal take foul by G. Antetokounmpo (drawn by K. Lowry),,102,97
4,0:11.0,K. Lowry makes free throw 1 of 2,,103,97
4,0:11.0,,M. Brogdon enters the game for P. Connaughton,103,97
4,0:11.0,K. Lowry makes free throw 2 of 2,,104,97
4,0:07.0,,E. Bledsoe makes 2-pt layup at rim,104,99
4,0:06.0,Personal take foul by E. Bledsoe (drawn by N. Powell),,104,99
4,0:06.0,N. Powell makes free throw 1 of 2,,105,99
4,0:06.0,N. Powell misses free throw 2 of 2,,105,99
4,0:04.0,,Defensive rebound by E. Bledsoe,105,99
