QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
1,7:37.0,,K. Middleton makes 2-pt layup from 1 ft,12,13
1,7:28.0,D. Jones misses 3-pt jump shot from 23 ft,,12,13
1,7:25.0,,Defensive rebound by B. Lopez,12,13
1,7:20.0,,Milwaukee full timeout,12,13
1,7:20.0,,P. Connaughton enters the game for T. Snell,12,13
1,7:11.0,,B. Lopez misses 3-pt jump shot from 26 ft,12,13
1,7:08.0,Defensive rebound by B. Adebayo,,12,13
1,6:55.0,D. Jones misses 3-pt jump shot from 26 ft,,12,13
1,6:52.0,Offensive rebound by D. Jones,,12,13
1,6:43.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,15,13
1,6:28.0,,P. Connaughton misses 2-pt jump shot from 9 ft,15,13
1,6:25.0,Defensive rebound by B. Adebayo,,15,13
1,6:20.0,J. Richardson misses 3-pt jump shot from 28 ft,,15,13
1,6:18.0,,Defensive rebound by K. Middleton,15,13
1,6:12.0,,K. Middleton makes 3-pt jump shot from 28 ft,15,16
1,5:48.0,K. Olynyk makes 3-pt jump shot from 27 ft,,18,16
1,5:30.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,18,16
1,5:27.0,Defensive rebound by B. Adebayo,,18,16
1,5:18.0,J. Richardson misses 2-pt hook shot from 6 ft,,18,16
1,5:18.0,,Defensive rebound by G. Antetokounmpo,18,16
1,5:09.0,,Turnover by P. Connaughton (bad pass; steal by D. Waiters),18,16
1,5:01.0,J. Richardson makes 3-pt jump shot from 26 ft,,21,16
1,4:48.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by P. Connaughton),21,19
1,4:41.0,Miami full timeout,,21,19
1,4:41.0,J. Johnson enters the game for B. Adebayo,,21,19
1,4:41.0,D. Wade enters the game for J. Richardson,,21,19
1,4:41.0,,G. Hill enters the game for G. Antetokounmpo,21,19
1,4:41.0,,D. Wilson enters the game for E. Bledsoe,21,19
1,4:29.0,D. Waiters misses 2-pt layup from 11 ft (block by B. Lopez),,21,19
1,4:24.0,,Defensive rebound by P. Connaughton,21,19
1,4:08.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by P. Connaughton),21,22
1,3:44.0,D. Wade makes 3-pt jump shot from 25 ft (assist by D. Jones),,24,22
1,3:35.0,,Shooting foul by D. Wade (drawn by D. Wilson),24,22
1,3:35.0,,D. Wilson makes free throw 1 of 2,24,23
1,3:35.0,G. Dragić enters the game for D. Waiters,,24,23
1,3:35.0,,E. İlyasova enters the game for B. Lopez,24,23
1,3:35.0,,D. Wilson misses free throw 2 of 2,24,23
1,3:32.0,Defensive rebound by K. Olynyk,,24,23
1,3:24.0,D. Jones makes 2-pt layup from 3 ft (assist by G. Dragić),,26,23
1,3:24.0,Shooting foul by P. Connaughton (drawn by D. Jones),,26,23
1,3:24.0,D. Jones makes free throw 1 of 1,,27,23
1,3:07.0,Violation by Team (kicked ball),,27,23
1,2:59.0,,K. Middleton misses 2-pt jump shot from 13 ft,27,23
1,2:56.0,,Offensive rebound by G. Hill,27,23
1,2:52.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by K. Middleton),27,26
1,2:41.0,J. Johnson makes 2-pt jump shot from 17 ft (assist by G. Dragić),,29,26
1,2:13.0,,K. Middleton makes 2-pt jump shot from 19 ft,29,28
1,2:00.0,Shooting foul by D. Wilson (drawn by J. Johnson),,29,28
1,2:00.0,J. Johnson makes free throw 1 of 2,,30,28
1,2:00.0,J. Richardson enters the game for D. Jones,,30,28
1,2:00.0,H. Whiteside enters the game for K. Olynyk,,30,28
1,2:00.0,,S. Brown enters the game for K. Middleton,30,28
1,2:00.0,J. Johnson misses free throw 2 of 2,,30,28
1,1:53.0,,Defensive rebound by E. İlyasova,30,28
1,1:44.0,,P. Connaughton misses 2-pt layup from 3 ft (block by H. Whiteside),30,28
1,1:44.0,,Offensive rebound by Team,30,28
1,1:32.0,,G. Hill misses 2-pt layup from 4 ft (block by H. Whiteside),30,28
1,1:32.0,,Offensive rebound by Team,30,28
1,1:32.0,,Turnover by Team (shot clock),30,28
1,1:12.0,J. Johnson misses 3-pt jump shot from 25 ft,,30,28
1,1:06.0,Offensive rebound by H. Whiteside,,30,28
1,1:06.0,H. Whiteside makes 2-pt layup from 1 ft,,32,28
1,0:56.0,,S. Brown misses 2-pt layup from 2 ft,32,28
1,0:53.0,Defensive rebound by H. Whiteside,,32,28
1,0:49.0,G. Dragić misses 2-pt jump shot from 14 ft,,32,28
1,0:47.0,Offensive rebound by Team,,32,28
1,0:47.0,,G. Antetokounmpo enters the game for P. Connaughton,32,28
1,0:47.0,,T. Snell enters the game for D. Wilson,32,28
1,0:40.0,D. Wade misses 3-pt jump shot from 25 ft,,32,28
1,0:36.0,,Defensive rebound by G. Antetokounmpo,32,28
1,0:34.0,,S. Brown makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),32,30
1,0:22.0,G. Dragić misses 3-pt jump shot from 26 ft,,32,30
1,0:19.0,,Defensive rebound by T. Snell,32,30
1,0:01.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),32,33
1,0:00.0,J. Johnson misses 3-pt jump shot from 55 ft,,32,33
1,0:00.0,Offensive rebound by Team,,32,33
2,11:36.0,J. Johnson misses 3-pt jump shot from 26 ft,,32,33
2,11:36.0,Offensive rebound by Team,,32,33
2,11:36.0,Turnover by Team (shot clock),,32,33
2,11:16.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,32,35
2,11:02.0,H. Whiteside makes 2-pt dunk from 2 ft,,34,35
2,10:51.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,34,35
2,10:51.0,Defensive rebound by Team,,34,35
2,10:35.0,D. Wade misses 2-pt jump shot from 13 ft,,34,35
2,10:31.0,,Defensive rebound by T. Snell,34,35
2,10:25.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),34,38
2,10:03.0,D. Wade makes 2-pt dunk from 1 ft (assist by J. Johnson),,36,38
2,9:52.0,,S. Brown misses 3-pt jump shot from 24 ft,36,38
2,9:48.0,Defensive rebound by G. Dragić,,36,38
2,9:43.0,G. Dragić misses 2-pt layup from 1 ft (block by T. Snell),,36,38
2,9:43.0,Offensive rebound by Team,,36,38
2,9:43.0,,P. Connaughton enters the game for S. Brown,36,38
2,9:35.0,H. Whiteside misses 2-pt layup from 6 ft (block by G. Antetokounmpo),,36,38
2,9:34.0,,Defensive rebound by P. Connaughton,36,38
2,9:21.0,,G. Antetokounmpo makes 2-pt hook shot from 5 ft,36,40
2,9:08.0,D. Wade makes 2-pt jump shot from 3 ft (assist by G. Dragić),,38,40
2,8:57.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by T. Snell),38,42
2,8:36.0,Turnover by G. Dragić (bad pass; steal by G. Antetokounmpo),,38,42
2,8:33.0,,Milwaukee full timeout,38,42
2,8:33.0,,B. Lopez enters the game for E. İlyasova,38,42
2,8:21.0,,Personal foul by H. Whiteside (drawn by G. Antetokounmpo),38,42
2,8:09.0,,E. Bledsoe misses 2-pt layup from 3 ft,38,42
2,8:06.0,,Offensive rebound by G. Antetokounmpo,38,42
2,8:06.0,,G. Antetokounmpo makes 2-pt layup at rim,38,44
2,7:55.0,D. Wade misses 2-pt layup from 5 ft,,38,44
2,7:52.0,,Defensive rebound by P. Connaughton,38,44
2,7:42.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by H. Whiteside),38,44
2,7:39.0,Defensive rebound by G. Dragić,,38,44
2,7:36.0,G. Dragić misses 2-pt jump shot from 21 ft,,38,44
2,7:33.0,,Defensive rebound by G. Antetokounmpo,38,44
2,7:22.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by T. Snell),38,47
2,7:14.0,Miami full timeout,,38,47
2,7:14.0,D. Waiters enters the game for J. Richardson,,38,47
2,7:14.0,,E. İlyasova enters the game for G. Antetokounmpo,38,47
2,6:59.0,G. Dragić misses 3-pt jump shot from 23 ft,,38,47
2,6:56.0,,Defensive rebound by P. Connaughton,38,47
2,6:44.0,,T. Snell makes 2-pt jump shot from 15 ft (assist by B. Lopez),38,49
2,6:26.0,D. Waiters makes 3-pt jump shot from 28 ft (assist by J. Johnson),,41,49
2,6:14.0,,B. Lopez misses 3-pt jump shot from 27 ft,41,49
2,6:14.0,Defensive rebound by D. Wade,,41,49
2,6:06.0,D. Wade makes 2-pt jump shot from 11 ft,,43,49
2,5:54.0,,Shooting foul by H. Whiteside (drawn by T. Snell),43,49
2,5:54.0,,T. Snell makes free throw 1 of 2,43,50
2,5:54.0,D. Jones enters the game for D. Wade,,43,50
2,5:54.0,K. Olynyk enters the game for H. Whiteside,,43,50
2,5:54.0,,G. Hill enters the game for E. Bledsoe,43,50
2,5:54.0,,K. Middleton enters the game for P. Connaughton,43,50
2,5:54.0,,T. Snell makes free throw 2 of 2,43,51
2,5:48.0,K. Olynyk misses 3-pt jump shot from 28 ft,,43,51
2,5:48.0,,Defensive rebound by K. Middleton,43,51
2,5:33.0,,Turnover by T. Snell (lost ball; steal by D. Jones),43,51
2,5:32.0,Shooting foul by T. Snell (drawn by D. Jones),,43,51
2,5:32.0,D. Jones misses free throw 1 of 2,,43,51
2,5:32.0,Offensive rebound by Team,,43,51
2,5:32.0,,P. Connaughton enters the game for T. Snell,43,51
2,5:32.0,D. Jones misses free throw 2 of 2,,43,51
2,5:29.0,,Defensive rebound by K. Middleton,43,51
2,5:19.0,,P. Connaughton makes 3-pt jump shot from 29 ft (assist by K. Middleton),43,54
2,5:06.0,Turnover by G. Dragić (bad pass),,43,54
2,4:46.0,,G. Hill misses 3-pt jump shot from 26 ft,43,54
2,4:43.0,Defensive rebound by G. Dragić,,43,54
2,4:34.0,D. Waiters misses 2-pt jump shot from 17 ft,,43,54
2,4:30.0,,Defensive rebound by P. Connaughton,43,54
2,4:21.0,,K. Middleton misses 2-pt layup from 1 ft,43,54
2,4:21.0,,Offensive rebound by Team,43,54
2,4:21.0,Loose ball foul by D. Jones (drawn by G. Hill),,43,54
2,4:17.0,,Personal foul by K. Olynyk (drawn by G. Hill),43,54
2,4:17.0,J. Richardson enters the game for D. Jones,,43,54
2,4:04.0,,G. Hill makes 2-pt layup from 1 ft,43,56
2,4:00.0,Miami full timeout,,43,56
2,4:00.0,B. Adebayo enters the game for J. Johnson,,43,56
2,3:43.0,Personal foul by B. Lopez (drawn by K. Olynyk),,43,56
2,3:28.0,K. Olynyk misses 3-pt jump shot from 28 ft,,43,56
2,3:28.0,Offensive rebound by Team,,43,56
2,3:28.0,Turnover by Team (shot clock),,43,56
2,3:15.0,,E. İlyasova misses 2-pt layup from 3 ft (block by D. Waiters),43,56
2,3:15.0,Defensive rebound by B. Adebayo,,43,56
2,3:10.0,Personal foul by P. Connaughton (drawn by B. Adebayo),,43,56
2,3:10.0,D. Wade enters the game for G. Dragić,,43,56
2,3:10.0,,G. Antetokounmpo enters the game for B. Lopez,43,56
2,3:00.0,D. Wade misses 2-pt jump shot from 12 ft,,43,56
2,2:58.0,Offensive rebound by B. Adebayo,,43,56
2,2:46.0,Turnover by Team (shot clock),,43,56
2,2:46.0,,B. Lopez enters the game for E. İlyasova,43,56
2,2:34.0,,K. Middleton makes 2-pt jump shot from 11 ft (assist by G. Hill),43,58
2,2:20.0,Personal foul by G. Hill (drawn by J. Richardson),,43,58
2,2:17.0,Personal foul by G. Hill (drawn by B. Adebayo),,43,58
2,2:17.0,B. Adebayo misses free throw 1 of 2,,43,58
2,2:17.0,Offensive rebound by Team,,43,58
2,2:17.0,B. Adebayo makes free throw 2 of 2,,44,58
2,1:56.0,,Offensive foul by G. Antetokounmpo (drawn by D. Waiters),44,58
2,1:56.0,,Turnover by G. Antetokounmpo (offensive foul),44,58
2,1:56.0,,E. Bledsoe enters the game for G. Hill,44,58
2,1:41.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Richardson),,46,58
2,1:14.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),46,61
2,1:02.0,D. Waiters misses 3-pt jump shot from 24 ft,,46,61
2,1:02.0,,Defensive rebound by P. Connaughton,46,61
2,0:53.0,,Turnover by G. Antetokounmpo (lost ball; steal by D. Wade),46,61
2,0:46.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Richardson),,49,61
2,0:36.0,,Personal foul by J. Richardson (drawn by E. Bledsoe),49,61
2,0:36.0,,E. Bledsoe makes free throw 1 of 2,49,62
2,0:36.0,J. Johnson enters the game for B. Adebayo,,49,62
2,0:36.0,,E. İlyasova enters the game for P. Connaughton,49,62
2,0:36.0,,T. Snell enters the game for B. Lopez,49,62
2,0:36.0,,E. Bledsoe makes free throw 2 of 2,49,63
2,0:19.0,D. Wade misses 2-pt jump shot from 8 ft,,49,63
2,0:17.0,,Defensive rebound by G. Antetokounmpo,49,63
2,0:02.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,49,63
2,0:00.0,Defensive rebound by K. Olynyk,,49,63
2,0:00.0,Personal foul by T. Snell (drawn by K. Olynyk),,49,63
2,0:00.0,K. Olynyk makes free throw 1 of 2,,50,63
2,0:00.0,K. Olynyk makes free throw 2 of 2,,51,63
3,11:36.0,Turnover by Team (shot clock),,51,63
3,11:15.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,51,63
3,11:12.0,Defensive rebound by J. Richardson,,51,63
3,11:06.0,Personal foul by K. Middleton (drawn by B. Adebayo),,51,63
3,10:59.0,Shooting foul by T. Snell (drawn by K. Olynyk),,51,63
3,10:59.0,K. Olynyk makes free throw 1 of 2,,52,63
3,10:59.0,K. Olynyk makes free throw 2 of 2,,53,63
3,10:40.0,,K. Middleton misses 3-pt jump shot from 26 ft,53,63
3,10:37.0,Defensive rebound by B. Adebayo,,53,63
3,10:30.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,56,63
3,10:14.0,,E. Bledsoe makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),56,65
3,10:01.0,Turnover by D. Waiters (bad pass; steal by K. Middleton),,56,65
3,9:53.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by K. Middleton),56,68
3,9:35.0,B. Adebayo misses 2-pt jump shot from 5 ft,,56,68
3,9:30.0,,Defensive rebound by B. Lopez,56,68
3,9:28.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),56,70
3,9:28.0,,Shooting foul by D. Jones (drawn by G. Antetokounmpo),56,70
3,9:28.0,,Technical foul by G. Antetokounmpo,56,70
3,9:28.0,Technical foul by K. Olynyk,,56,70
3,9:28.0,,G. Antetokounmpo misses free throw 1 of 1,56,70
3,9:28.0,Defensive rebound by J. Richardson,,56,70
3,9:21.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Richardson),,58,70
3,9:21.0,Shooting foul by G. Antetokounmpo (drawn by B. Adebayo),,58,70
3,9:21.0,B. Adebayo makes free throw 1 of 1,,59,70
3,9:07.0,,T. Snell misses 3-pt jump shot from 24 ft,59,70
3,9:04.0,,Offensive rebound by T. Snell,59,70
3,9:04.0,,T. Snell misses 2-pt dunk from 3 ft,59,70
3,9:01.0,Defensive rebound by D. Jones,,59,70
3,8:48.0,J. Richardson misses 3-pt jump shot from 25 ft,,59,70
3,8:45.0,,Defensive rebound by B. Lopez,59,70
3,8:39.0,,K. Middleton makes 2-pt jump shot from 1 ft,59,72
3,8:28.0,J. Richardson misses 2-pt jump shot from 12 ft,,59,72
3,8:28.0,,Defensive rebound by B. Lopez,59,72
3,8:21.0,,Turnover by K. Middleton (lost ball; steal by J. Richardson),59,72
3,8:12.0,K. Olynyk misses 3-pt jump shot from 29 ft,,59,72
3,8:09.0,,Defensive rebound by B. Lopez,59,72
3,8:02.0,,B. Lopez misses 3-pt jump shot from 29 ft,59,72
3,7:57.0,Defensive rebound by J. Richardson,,59,72
3,7:53.0,Personal foul by K. Middleton (drawn by K. Olynyk),,59,72
3,7:41.0,B. Adebayo misses 2-pt layup from 3 ft (block by B. Lopez),,59,72
3,7:37.0,Offensive rebound by B. Adebayo,,59,72
3,7:36.0,B. Adebayo misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,59,72
3,7:30.0,Offensive rebound by D. Jones,,59,72
3,7:28.0,D. Waiters makes 3-pt jump shot from 28 ft,,62,72
3,7:17.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by K. Middleton),62,75
3,6:59.0,B. Adebayo makes 2-pt layup from 2 ft (assist by D. Jones),,64,75
3,6:59.0,Shooting foul by G. Antetokounmpo (drawn by B. Adebayo),,64,75
3,6:59.0,,Milwaukee full timeout,64,75
3,6:59.0,,P. Connaughton enters the game for T. Snell,64,75
3,6:59.0,B. Adebayo misses free throw 1 of 1,,64,75
3,6:53.0,,Defensive rebound by B. Lopez,64,75
3,6:40.0,,Turnover by G. Antetokounmpo (bad pass; steal by B. Adebayo),64,75
3,6:30.0,B. Adebayo misses 2-pt jump shot from 15 ft,,64,75
3,6:28.0,,Defensive rebound by P. Connaughton,64,75
3,6:20.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,64,75
3,6:17.0,Defensive rebound by D. Jones,,64,75
3,6:08.0,D. Jones makes 3-pt jump shot from 23 ft (assist by D. Waiters),,67,75
3,5:51.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,67,75
3,5:51.0,,Offensive rebound by Team,67,75
3,5:51.0,D. Wade enters the game for J. Richardson,,67,75
3,5:51.0,,G. Hill enters the game for E. Bledsoe,67,75
3,5:38.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),67,78
3,5:19.0,K. Olynyk misses 3-pt jump shot from 23 ft,,67,78
3,5:16.0,,Defensive rebound by G. Hill,67,78
3,5:08.0,,Shooting foul by K. Olynyk (drawn by B. Lopez),67,78
3,5:08.0,,B. Lopez misses free throw 1 of 2,67,78
3,5:08.0,,Offensive rebound by Team,67,78
3,5:08.0,,D. Wilson enters the game for G. Antetokounmpo,67,78
3,5:08.0,,B. Lopez makes free throw 2 of 2,67,79
3,4:47.0,D. Jones misses 3-pt jump shot from 23 ft,,67,79
3,4:44.0,,Defensive rebound by B. Lopez,67,79
3,4:33.0,,Shooting foul by D. Jones (drawn by B. Lopez),67,79
3,4:33.0,,B. Lopez makes free throw 1 of 2,67,80
3,4:33.0,J. Johnson enters the game for B. Adebayo,,67,80
3,4:33.0,,B. Lopez misses free throw 2 of 2,67,80
3,4:31.0,,Offensive rebound by K. Middleton,67,80
3,4:31.0,,Milwaukee full timeout,67,80
3,4:22.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Middleton),67,83
3,4:02.0,D. Waiters misses 3-pt jump shot from 23 ft,,67,83
3,3:59.0,,Defensive rebound by B. Lopez,67,83
3,3:55.0,,K. Middleton misses 3-pt jump shot from 26 ft,67,83
3,3:53.0,Defensive rebound by D. Jones,,67,83
3,3:41.0,D. Wade misses 2-pt jump shot from 21 ft,,67,83
3,3:41.0,,Defensive rebound by Team,67,83
3,3:41.0,,Personal foul by K. Olynyk (drawn by G. Hill),67,83
3,3:41.0,G. Dragić enters the game for K. Olynyk,,67,83
3,3:41.0,H. Whiteside enters the game for D. Waiters,,67,83
3,3:41.0,,E. İlyasova enters the game for B. Lopez,67,83
3,3:33.0,,Turnover by G. Hill (bad pass),67,83
3,3:15.0,J. Johnson misses 2-pt layup from 1 ft,,67,83
3,3:12.0,,Defensive rebound by K. Middleton,67,83
3,3:08.0,,G. Hill misses 2-pt layup from 2 ft,67,83
3,3:05.0,Defensive rebound by D. Wade,,67,83
3,2:54.0,Turnover by J. Johnson (bad pass),,67,83
3,2:54.0,J. Richardson enters the game for D. Jones,,67,83
3,2:54.0,,S. Brown enters the game for K. Middleton,67,83
3,2:38.0,,Shooting foul by J. Richardson (drawn by D. Wilson),67,83
3,2:38.0,,D. Wilson makes free throw 1 of 2,67,84
3,2:38.0,,D. Wilson makes free throw 2 of 2,67,85
3,2:26.0,Shooting foul by D. Wilson (drawn by J. Johnson),,67,85
3,2:26.0,J. Johnson misses free throw 1 of 2,,67,85
3,2:26.0,Offensive rebound by Team,,67,85
3,2:26.0,J. Johnson makes free throw 2 of 2,,68,85
3,2:20.0,,Offensive foul by G. Hill (drawn by J. Richardson),68,85
3,2:20.0,,Turnover by G. Hill (offensive foul),68,85
3,2:06.0,J. Johnson misses 2-pt hook shot from 7 ft,,68,85
3,2:02.0,Offensive rebound by H. Whiteside,,68,85
3,2:01.0,H. Whiteside misses 2-pt hook shot from 8 ft,,68,85
3,1:58.0,,Defensive rebound by P. Connaughton,68,85
3,1:46.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by D. Wilson),68,88
3,1:27.0,G. Dragić misses 2-pt jump shot from 21 ft,,68,88
3,1:24.0,,Defensive rebound by P. Connaughton,68,88
3,1:24.0,,S. Brown makes 2-pt layup from 1 ft (assist by P. Connaughton),68,90
3,1:24.0,,Shooting foul by J. Johnson (drawn by S. Brown),68,90
3,1:24.0,,G. Antetokounmpo enters the game for G. Hill,68,90
3,1:24.0,,E. Bledsoe enters the game for D. Wilson,68,90
3,1:24.0,,S. Brown misses free throw 1 of 1,68,90
3,1:15.0,Defensive rebound by J. Johnson,,68,90
3,1:13.0,Shooting foul by S. Brown (drawn by D. Wade),,68,90
3,1:13.0,H. Whiteside misses free throw 1 of 2,,68,90
3,1:13.0,Offensive rebound by Team,,68,90
3,1:13.0,H. Whiteside makes free throw 2 of 2,,69,90
3,0:58.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by S. Brown),69,92
3,0:45.0,Shooting foul by E. Bledsoe (drawn by H. Whiteside),,69,92
3,0:45.0,H. Whiteside misses free throw 1 of 2,,69,92
3,0:45.0,Offensive rebound by Team,,69,92
3,0:45.0,,T. Snell enters the game for P. Connaughton,69,92
3,0:45.0,H. Whiteside misses free throw 2 of 2,,69,92
3,0:30.0,,Defensive rebound by E. İlyasova,69,92
3,0:30.0,,Shooting foul by J. Johnson (drawn by E. İlyasova),69,92
3,0:30.0,,E. İlyasova misses free throw 1 of 3,69,92
3,0:30.0,,Offensive rebound by Team,69,92
3,0:30.0,,E. İlyasova makes free throw 2 of 3,69,93
3,0:30.0,,E. İlyasova makes free throw 3 of 3,69,94
3,0:19.0,G. Dragić misses 2-pt jump shot from 11 ft,,69,94
3,0:14.0,,Defensive rebound by T. Snell,69,94
3,0:00.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,69,94
3,0:00.0,Defensive rebound by H. Whiteside,,69,94
4,11:40.0,,Shooting foul by H. Whiteside (drawn by G. Antetokounmpo),69,94
4,11:40.0,,G. Antetokounmpo misses free throw 1 of 2,69,94
4,11:40.0,,Offensive rebound by Team,69,94
4,11:40.0,,G. Antetokounmpo makes free throw 2 of 2,69,95
4,11:23.0,J. Richardson makes 2-pt dunk from 1 ft (assist by D. Wade),,71,95
4,11:04.0,,E. İlyasova misses 2-pt jump shot from 14 ft,71,95
4,11:00.0,Defensive rebound by G. Dragić,,71,95
4,10:56.0,J. Richardson misses 3-pt jump shot from 26 ft,,71,95
4,10:52.0,,Defensive rebound by E. Bledsoe,71,95
4,10:42.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,71,95
4,10:39.0,Defensive rebound by H. Whiteside,,71,95
4,10:37.0,Shooting foul by E. İlyasova (drawn by D. Wade),,71,95
4,10:37.0,D. Wade makes free throw 1 of 2,,72,95
4,10:37.0,D. Wade misses free throw 2 of 2,,72,95
4,10:33.0,,Defensive rebound by G. Antetokounmpo,72,95
4,10:21.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,72,95
4,10:16.0,,Offensive rebound by S. Brown,72,95
4,10:16.0,,S. Brown misses 2-pt dunk from 1 ft,72,95
4,10:16.0,,Offensive rebound by G. Antetokounmpo,72,95
4,10:14.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),72,97
4,9:57.0,Turnover by G. Dragić (bad pass),,72,97
4,9:42.0,,G. Antetokounmpo makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),72,99
4,9:28.0,J. Richardson misses 2-pt jump shot from 8 ft,,72,99
4,9:25.0,Offensive rebound by H. Whiteside,,72,99
4,9:25.0,H. Whiteside makes 2-pt dunk from 2 ft,,74,99
4,9:03.0,,Personal foul by J. Johnson (drawn by G. Antetokounmpo),74,99
4,9:03.0,,P. Connaughton enters the game for S. Brown,74,99
4,8:56.0,,Turnover by E. Bledsoe (bad pass; steal by G. Dragić),74,99
4,8:56.0,,B. Lopez enters the game for E. İlyasova,74,99
4,8:48.0,D. Wade makes 2-pt jump shot from 11 ft,,76,99
4,8:30.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,76,99
4,8:26.0,Defensive rebound by H. Whiteside,,76,99
4,8:20.0,Personal foul by T. Snell (drawn by D. Wade),,76,99
4,8:12.0,G. Dragić misses 2-pt jump shot from 15 ft,,76,99
4,8:06.0,Offensive rebound by H. Whiteside,,76,99
4,8:06.0,H. Whiteside makes 2-pt dunk at rim,,78,99
4,7:55.0,,B. Lopez misses 3-pt jump shot from 26 ft,78,99
4,7:52.0,Defensive rebound by G. Dragić,,78,99
4,7:50.0,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),,80,99
4,7:50.0,,Milwaukee full timeout,80,99
4,7:50.0,,E. İlyasova enters the game for G. Antetokounmpo,80,99
4,7:50.0,,K. Middleton enters the game for T. Snell,80,99
4,7:24.0,,E. Bledsoe misses 2-pt layup from 3 ft,80,99
