QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
1,4:25.0,J. Layman makes 2-pt dunk from 1 ft (assist by D. Lillard),,15,18
1,4:06.0,,J. Grant makes 2-pt jump shot from 8 ft (assist by D. Schröder),15,20
1,3:54.0,J. Layman makes 2-pt layup from 1 ft (assist by J. Nurkić),,17,20
1,3:45.0,,R. Westbrook misses 2-pt jump shot from 18 ft,17,20
1,3:44.0,Defensive rebound by A. Aminu,,17,20
1,3:36.0,Turnover by D. Lillard (out of bounds lost ball),,17,20
1,3:30.0,,S. Adams misses 2-pt layup from 1 ft,17,20
1,3:28.0,Defensive rebound by J. Nurkić,,17,20
1,3:21.0,C. McCollum makes 2-pt jump shot from 15 ft,,19,20
1,2:58.0,,D. Schröder misses 2-pt jump shot from 14 ft,19,20
1,2:54.0,Defensive rebound by J. Nurkić,,19,20
1,2:45.0,D. Lillard misses 2-pt jump shot from 12 ft,,19,20
1,2:43.0,,Defensive rebound by J. Grant,19,20
1,2:36.0,,R. Westbrook misses 3-pt jump shot from 25 ft,19,20
1,2:34.0,Defensive rebound by J. Nurkić,,19,20
1,2:34.0,Portland full timeout,,19,20
1,2:34.0,Z. Collins enters the game for A. Aminu,,19,20
1,2:34.0,M. Leonard enters the game for C. McCollum,,19,20
1,2:34.0,E. Turner enters the game for J. Nurkić,,19,20
1,2:34.0,,P. George enters the game for R. Westbrook,19,20
1,2:16.0,Shooting foul by S. Adams (drawn by M. Leonard),,19,20
1,2:16.0,M. Leonard makes free throw 1 of 2,,20,20
1,2:16.0,,N. Noel enters the game for S. Adams,20,20
1,2:16.0,,P. Patterson enters the game for J. Grant,20,20
1,2:16.0,M. Leonard makes free throw 2 of 2,,21,20
1,2:03.0,,Shooting foul by Z. Collins (drawn by P. George),21,20
1,2:03.0,,P. George makes free throw 1 of 2,21,21
1,2:03.0,,A. Nader enters the game for T. Ferguson,21,21
1,2:03.0,,P. George makes free throw 2 of 2,21,22
1,1:39.0,E. Turner misses 2-pt jump shot from 6 ft,,21,22
1,1:37.0,,Defensive rebound by N. Noel,21,22
1,1:26.0,,Shooting foul by M. Leonard (drawn by P. George),21,22
1,1:26.0,,P. George makes free throw 1 of 2,21,23
1,1:26.0,,P. George misses free throw 2 of 2,21,23
1,1:25.0,Defensive rebound by E. Turner,,21,23
1,1:10.0,J. Layman misses 2-pt jump shot from 20 ft,,21,23
1,1:08.0,Offensive rebound by D. Lillard,,21,23
1,1:02.0,D. Lillard makes 2-pt layup from 2 ft,,23,23
1,0:53.0,,P. George makes 2-pt jump shot from 16 ft,23,25
1,0:32.0,D. Lillard misses 3-pt jump shot from 27 ft,,23,25
1,0:29.0,Offensive rebound by J. Layman,,23,25
1,0:19.0,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),,25,25
1,0:04.0,,D. Schröder misses 2-pt jump shot from 15 ft,25,25
1,0:01.0,,Offensive rebound by P. George,25,25
2,11:50.0,,P. George makes 3-pt jump shot from 26 ft (assist by N. Noel),25,28
2,11:35.0,Turnover by E. Turner (bad pass; steal by P. George),,25,28
2,11:30.0,,P. George misses 2-pt jump shot from 8 ft,25,28
2,11:25.0,Defensive rebound by J. Layman,,25,28
2,11:19.0,M. Leonard makes 3-pt jump shot from 22 ft (assist by J. Layman),,28,28
2,11:05.0,,N. Noel misses 2-pt jump shot from 17 ft,28,28
2,11:02.0,Defensive rebound by M. Leonard,,28,28
2,10:56.0,J. Layman misses 3-pt jump shot from 26 ft,,28,28
2,10:53.0,Offensive rebound by S. Curry,,28,28
2,10:41.0,M. Leonard makes 2-pt dunk from 1 ft (assist by Z. Collins),,30,28
2,10:31.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Schröder),30,31
2,10:15.0,Turnover by M. Leonard (lost ball; steal by D. Schröder),,30,31
2,10:11.0,,D. Schröder makes 2-pt layup from 1 ft,30,33
2,9:44.0,Z. Collins misses 2-pt layup from 2 ft,,30,33
2,9:42.0,Offensive rebound by Z. Collins,,30,33
2,9:42.0,Turnover by Team (shot clock),,30,33
2,9:34.0,,P. George misses 2-pt jump shot from 13 ft,30,33
2,9:31.0,Defensive rebound by E. Turner,,30,33
2,9:24.0,S. Curry makes 2-pt jump shot from 11 ft,,32,33
2,9:14.0,,P. George makes 3-pt jump shot from 25 ft,32,36
2,9:04.0,Personal foul by A. Nader (drawn by J. Layman),,32,36
2,9:04.0,,R. Westbrook enters the game for A. Nader,32,36
2,8:59.0,J. Layman misses 3-pt jump shot from 25 ft,,32,36
2,8:57.0,Offensive rebound by Team,,32,36
2,8:51.0,E. Turner makes 2-pt layup from 1 ft,,34,36
2,8:35.0,,D. Schröder misses 2-pt jump shot from 19 ft,34,36
2,8:31.0,,Offensive rebound by N. Noel,34,36
2,8:28.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by N. Noel),34,39
2,8:07.0,J. Layman misses 3-pt jump shot from 24 ft,,34,39
2,8:05.0,,Defensive rebound by N. Noel,34,39
2,8:00.0,,D. Schröder misses 3-pt jump shot from 25 ft,34,39
2,7:57.0,Defensive rebound by Z. Collins,,34,39
2,7:47.0,Turnover by Z. Collins (bad pass; steal by N. Noel),,34,39
2,7:43.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by P. George),34,42
2,7:41.0,Portland full timeout,,34,42
2,7:41.0,C. McCollum enters the game for J. Layman,,34,42
2,7:41.0,,T. Ferguson enters the game for P. George,34,42
2,7:19.0,M. Leonard misses 3-pt jump shot from 25 ft,,34,42
2,7:17.0,Offensive rebound by Z. Collins,,34,42
2,7:14.0,S. Curry misses 3-pt jump shot from 23 ft,,34,42
2,7:12.0,,Defensive rebound by R. Westbrook,34,42
2,7:07.0,,D. Schröder misses 3-pt jump shot from 26 ft,34,42
2,7:04.0,Defensive rebound by Z. Collins,,34,42
2,6:55.0,Z. Collins makes 2-pt layup from 1 ft (assist by E. Turner),,36,42
2,6:42.0,,Shooting foul by S. Curry (drawn by D. Schröder),36,42
2,6:42.0,D. Lillard enters the game for Z. Collins,,36,42
2,6:42.0,J. Nurkić enters the game for E. Turner,,36,42
2,6:42.0,,S. Adams enters the game for N. Noel,36,42
2,6:42.0,,D. Schröder misses free throw 1 of 2,36,42
2,6:42.0,,Offensive rebound by Team,36,42
2,6:42.0,,D. Schröder misses free throw 2 of 2,36,42
2,6:40.0,Defensive rebound by J. Nurkić,,36,42
2,6:31.0,Def 3 sec tech foul by Team,,36,42
2,6:31.0,D. Lillard makes technical free throw,,37,42
2,6:31.0,,P. George enters the game for P. Patterson,37,42
2,6:31.0,,J. Grant enters the game for D. Schröder,37,42
2,6:26.0,D. Lillard makes 3-pt jump shot from 29 ft (assist by C. McCollum),,40,42
2,6:14.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),40,45
2,5:51.0,D. Lillard misses 2-pt dunk from 1 ft,,40,45
2,5:49.0,,Defensive rebound by R. Westbrook,40,45
2,5:32.0,,P. George makes 2-pt jump shot from 10 ft (assist by R. Westbrook),40,47
2,5:15.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,42,47
2,5:07.0,,T. Ferguson makes 2-pt layup from 2 ft (assist by R. Westbrook),42,49
2,4:51.0,Turnover by J. Nurkić (lost ball; steal by J. Grant),,42,49
2,4:46.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),42,51
2,4:46.0,Portland full timeout,,42,51
2,4:46.0,A. Aminu enters the game for S. Curry,,42,51
2,4:46.0,E. Turner enters the game for M. Leonard,,42,51
2,4:29.0,D. Lillard makes 2-pt jump shot from 21 ft,,44,51
2,4:15.0,,P. George misses 2-pt jump shot from 6 ft,44,51
2,4:09.0,Defensive rebound by D. Lillard,,44,51
2,4:00.0,E. Turner makes 2-pt layup from 1 ft,,46,51
2,3:48.0,,Shooting foul by D. Lillard (drawn by R. Westbrook),46,51
2,3:48.0,,R. Westbrook makes free throw 1 of 2,46,52
2,3:48.0,,R. Westbrook makes free throw 2 of 2,46,53
2,3:34.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Aminu),,49,53
2,3:19.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by S. Adams),49,56
2,3:02.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,51,56
2,2:45.0,,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),51,58
2,2:26.0,Turnover by D. Lillard (bad pass; steal by S. Adams),,51,58
2,2:24.0,,Personal foul by J. Nurkić (drawn by P. George),51,58
2,2:16.0,,R. Westbrook makes 2-pt jump shot from 18 ft,51,60
2,2:00.0,A. Aminu misses 3-pt jump shot from 22 ft (block by J. Grant),,51,60
2,1:56.0,,Defensive rebound by P. George,51,60
2,1:51.0,,J. Grant misses 2-pt layup at rim (block by C. McCollum),51,60
2,1:49.0,Defensive rebound by C. McCollum,,51,60
2,1:41.0,C. McCollum misses 2-pt jump shot from 12 ft,,51,60
2,1:37.0,,Defensive rebound by P. George,51,60
2,1:32.0,,S. Adams makes 2-pt layup from 1 ft (assist by P. George),51,62
2,1:12.0,D. Lillard misses 3-pt jump shot from 25 ft,,51,62
2,1:10.0,,Defensive rebound by R. Westbrook,51,62
2,1:06.0,,Turnover by R. Westbrook (bad pass; steal by D. Lillard),51,62
2,0:56.0,D. Lillard makes 2-pt layup from 1 ft,,53,62
2,0:52.0,,R. Westbrook misses 2-pt layup from 2 ft,53,62
2,0:51.0,Defensive rebound by Team,,53,62
2,0:51.0,J. Layman enters the game for A. Aminu,,53,62
2,0:31.0,Shooting foul by R. Westbrook (drawn by D. Lillard),,53,62
2,0:31.0,D. Lillard makes free throw 1 of 2,,54,62
2,0:31.0,A. Aminu enters the game for J. Layman,,54,62
2,0:31.0,D. Lillard makes free throw 2 of 2,,55,62
2,0:26.0,,J. Grant misses 2-pt layup from 1 ft,55,62
2,0:22.0,Defensive rebound by A. Aminu,,55,62
2,0:20.0,A. Aminu misses 2-pt layup from 1 ft (block by P. George),,55,62
2,0:18.0,,Defensive rebound by S. Adams,55,62
2,0:10.0,,Turnover by P. George (lost ball; steal by J. Nurkić),55,62
2,0:02.0,D. Lillard misses 3-pt jump shot from 26 ft,,55,62
2,0:02.0,Offensive rebound by A. Aminu,,55,62
3,11:50.0,,R. Westbrook misses 2-pt layup from 1 ft,55,62
3,11:42.0,,Offensive rebound by S. Adams,55,62
3,11:42.0,,S. Adams misses 2-pt dunk at rim,55,62
3,11:41.0,,Offensive rebound by R. Westbrook,55,62
3,11:41.0,,R. Westbrook makes 2-pt layup at rim,55,64
3,11:31.0,M. Harkless misses 2-pt layup from 2 ft,,55,64
3,11:31.0,Offensive rebound by M. Harkless,,55,64
3,11:29.0,M. Harkless misses 2-pt layup from 1 ft,,55,64
3,11:28.0,,Defensive rebound by S. Adams,55,64
3,11:20.0,,R. Westbrook misses 2-pt jump shot from 5 ft (block by J. Nurkić),55,64
3,11:18.0,,Offensive rebound by R. Westbrook,55,64
3,11:16.0,,R. Westbrook misses 2-pt jump shot from 13 ft,55,64
3,11:13.0,Defensive rebound by A. Aminu,,55,64
3,11:06.0,D. Lillard makes 2-pt jump shot from 14 ft,,57,64
3,10:47.0,,J. Grant misses 2-pt layup from 1 ft,57,64
3,10:45.0,Defensive rebound by A. Aminu,,57,64
3,10:35.0,J. Nurkić misses 2-pt layup from 2 ft (block by J. Grant),,57,64
3,10:35.0,,Defensive rebound by R. Westbrook,57,64
3,10:29.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),57,66
3,10:14.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Harkless),,60,66
3,9:50.0,,S. Adams misses 2-pt hook shot from 7 ft,60,66
3,9:48.0,Defensive rebound by J. Nurkić,,60,66
3,9:31.0,J. Nurkić misses 2-pt jump shot from 22 ft,,60,66
3,9:28.0,,Defensive rebound by R. Westbrook,60,66
3,9:24.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by R. Westbrook),60,68
3,9:12.0,C. McCollum makes 2-pt layup from 1 ft,,62,68
3,8:55.0,,P. George misses 2-pt layup from 1 ft,62,68
3,8:54.0,Defensive rebound by A. Aminu,,62,68
3,8:45.0,J. Nurkić makes 2-pt layup from 2 ft (assist by A. Aminu),,64,68
3,8:34.0,,R. Westbrook makes 2-pt jump shot from 19 ft,64,70
3,8:18.0,Shooting foul by R. Westbrook (drawn by A. Aminu),,64,70
3,8:18.0,A. Aminu misses free throw 1 of 2,,64,70
3,8:18.0,Offensive rebound by Team,,64,70
3,8:18.0,A. Aminu makes free throw 2 of 2,,65,70
3,8:05.0,,Shooting foul by M. Harkless (drawn by P. George),65,70
3,8:05.0,,P. George makes free throw 1 of 3,65,71
3,8:05.0,,P. George misses free throw 2 of 3,65,71
3,8:05.0,,Offensive rebound by Team,65,71
3,8:05.0,,P. George makes free throw 3 of 3,65,72
3,7:56.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,68,72
3,7:40.0,,P. George misses 2-pt layup from 1 ft,68,72
3,7:38.0,,Offensive rebound by P. George,68,72
3,7:30.0,,P. George misses 2-pt jump shot from 11 ft,68,72
3,7:27.0,Defensive rebound by A. Aminu,,68,72
3,7:20.0,D. Lillard makes 2-pt layup from 2 ft,,70,72
3,7:19.0,,Oklahoma City full timeout,70,72
3,7:08.0,,T. Ferguson misses 3-pt jump shot from 23 ft,70,72
3,7:05.0,Defensive rebound by D. Lillard,,70,72
3,6:59.0,D. Lillard misses 3-pt jump shot from 27 ft,,70,72
3,6:56.0,,Defensive rebound by J. Grant,70,72
3,6:49.0,,S. Adams makes 2-pt jump shot from 12 ft (assist by R. Westbrook),70,74
3,6:29.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,73,74
3,6:15.0,,Shooting foul by J. Nurkić (drawn by R. Westbrook),73,74
3,6:15.0,,R. Westbrook misses free throw 1 of 2,73,74
3,6:15.0,,Offensive rebound by Team,73,74
3,6:15.0,,R. Westbrook makes free throw 2 of 2,73,75
3,5:58.0,Personal foul by J. Grant (drawn by J. Nurkić),,73,75
3,5:58.0,,D. Schröder enters the game for P. George,73,75
3,5:47.0,Turnover by D. Lillard (out of bounds lost ball),,73,75
3,5:36.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),73,77
3,5:25.0,Turnover by C. McCollum (lost ball; steal by S. Adams),,73,77
3,5:22.0,,D. Schröder makes 2-pt layup from 1 ft (assist by S. Adams),73,79
3,5:04.0,C. McCollum makes 2-pt layup from 1 ft (assist by A. Aminu),,75,79
3,4:46.0,,Turnover by T. Ferguson (lost ball; steal by D. Lillard),75,79
3,4:40.0,C. McCollum makes 3-pt jump shot from 25 ft,,78,79
3,4:26.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),78,82
3,4:11.0,C. McCollum misses 2-pt jump shot from 10 ft,,78,82
3,4:09.0,,Defensive rebound by J. Grant,78,82
3,4:04.0,,R. Westbrook makes 2-pt layup from 1 ft,78,84
3,4:04.0,Portland full timeout,,78,84
3,4:04.0,J. Layman enters the game for M. Harkless,,78,84
3,3:50.0,Personal foul by T. Ferguson (drawn by C. McCollum),,78,84
3,3:42.0,J. Layman misses 3-pt jump shot from 25 ft,,78,84
3,3:37.0,,Defensive rebound by R. Westbrook,78,84
3,3:34.0,,R. Westbrook misses 2-pt layup from 2 ft,78,84
3,3:34.0,Defensive rebound by Team,,78,84
3,3:20.0,Turnover by D. Lillard (bad pass; steal by T. Ferguson),,78,84
3,3:05.0,,Turnover by R. Westbrook (lost ball; steal by D. Lillard),78,84
3,3:01.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,81,84
3,2:41.0,,R. Westbrook misses 3-pt jump shot from 25 ft,81,84
3,2:39.0,,Offensive rebound by S. Adams,81,84
3,2:32.0,,T. Ferguson makes 3-pt jump shot from 27 ft (assist by R. Westbrook),81,87
3,2:18.0,C. McCollum misses 3-pt jump shot from 25 ft,,81,87
3,2:16.0,,Defensive rebound by R. Westbrook,81,87
3,2:02.0,,S. Adams misses 2-pt dunk from 1 ft,81,87
3,2:00.0,Defensive rebound by D. Lillard,,81,87
3,1:57.0,Shooting foul by T. Ferguson (drawn by J. Nurkić),,81,87
3,1:57.0,Z. Collins enters the game for A. Aminu,,81,87
3,1:57.0,E. Turner enters the game for J. Layman,,81,87
3,1:57.0,,P. George enters the game for J. Grant,81,87
3,1:57.0,,P. Patterson enters the game for R. Westbrook,81,87
3,1:57.0,J. Nurkić makes free throw 1 of 2,,82,87
3,1:57.0,J. Nurkić makes free throw 2 of 2,,83,87
3,1:39.0,,T. Ferguson makes 2-pt jump shot from 13 ft,83,89
3,1:25.0,D. Lillard misses 2-pt dunk from 2 ft (block by S. Adams),,83,89
3,1:23.0,,Defensive rebound by P. George,83,89
3,1:20.0,,Turnover by P. George (bad pass),83,89
3,1:20.0,M. Leonard enters the game for J. Nurkić,,83,89
3,1:20.0,,N. Noel enters the game for S. Adams,83,89
3,1:05.0,D. Lillard misses 3-pt jump shot from 25 ft,,83,89
3,1:01.0,Offensive rebound by Z. Collins,,83,89
3,0:52.0,D. Lillard makes 2-pt dunk from 1 ft,,85,89
3,0:42.0,,P. George makes 2-pt jump shot from 11 ft,85,91
3,0:40.0,M. Leonard misses 3-pt jump shot from 23 ft,,85,91
3,0:40.0,Offensive rebound by C. McCollum,,85,91
3,0:25.0,Turnover by C. McCollum (bad pass; steal by T. Ferguson),,85,91
3,0:22.0,,P. George makes 2-pt layup from 1 ft (assist by T. Ferguson),85,93
3,0:00.0,Shooting foul by T. Ferguson (drawn by C. McCollum),,85,93
3,0:00.0,C. McCollum makes free throw 1 of 2,,86,93
3,0:00.0,C. McCollum makes free throw 2 of 2,,87,93
4,11:46.0,M. Leonard makes 2-pt jump shot from 20 ft (assist by C. McCollum),,89,93
4,11:25.0,,Shooting foul by S. Curry (drawn by D. Schröder),89,93
4,11:25.0,,D. Schröder makes free throw 1 of 2,89,94
4,11:25.0,,D. Schröder makes free throw 2 of 2,89,95
4,11:11.0,Turnover by C. McCollum (lost ball; steal by P. George),,89,95
4,11:08.0,,P. George makes 2-pt dunk from 1 ft,89,97
4,10:56.0,Personal foul by N. Noel (drawn by M. Leonard),,89,97
4,10:42.0,Personal foul by D. Schröder (drawn by M. Leonard),,89,97
4,10:36.0,C. McCollum misses 3-pt jump shot from 25 ft,,89,97
4,10:34.0,,Defensive rebound by D. Schröder,89,97
4,10:26.0,,D. Schröder makes 2-pt jump shot from 16 ft,89,99
4,10:09.0,C. McCollum misses 2-pt jump shot from 8 ft,,89,99
4,10:07.0,Offensive rebound by Z. Collins,,89,99
4,9:57.0,Turnover by E. Turner (lost ball; steal by N. Noel),,89,99
4,9:54.0,,D. Schröder misses 3-pt jump shot from 22 ft,89,99
4,9:52.0,,Offensive rebound by Team,89,99
4,9:52.0,Loose ball foul by S. Curry (drawn by P. Patterson),,89,99
4,9:43.0,,D. Schröder makes 2-pt jump shot from 18 ft,89,101
4,9:42.0,Portland full timeout,,89,101
4,9:42.0,J. Layman enters the game for Z. Collins,,89,101
4,9:42.0,D. Lillard enters the game for C. McCollum,,89,101
4,9:42.0,J. Nurkić enters the game for E. Turner,,89,101
4,9:23.0,J. Nurkić misses 2-pt layup from 1 ft,,89,101
4,9:22.0,Offensive rebound by J. Nurkić,,89,101
4,9:21.0,J. Nurkić misses 2-pt layup from 1 ft,,89,101
4,9:20.0,Offensive rebound by J. Nurkić,,89,101
4,9:20.0,J. Nurkić misses 2-pt layup from 1 ft,,89,101
4,9:19.0,Offensive rebound by J. Nurkić,,89,101
4,9:19.0,Personal foul by D. Schröder (drawn by J. Nurkić),,89,101
4,9:19.0,,S. Adams enters the game for N. Noel,89,101
4,9:09.0,J. Nurkić makes 2-pt jump shot from 21 ft,,91,101
4,8:55.0,,Turnover by P. George (bad pass),91,101
4,8:46.0,D. Lillard makes 3-pt jump shot from 26 ft,,94,101
4,8:23.0,,D. Schröder misses 2-pt jump shot from 16 ft,94,101
4,8:21.0,Defensive rebound by J. Nurkić,,94,101
4,8:11.0,D. Lillard makes 2-pt layup from 3 ft,,96,101
4,8:10.0,,Oklahoma City full timeout,96,101
4,8:10.0,,R. Westbrook enters the game for P. George,96,101
4,7:54.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),96,104
4,7:27.0,J. Nurkić makes 2-pt jump shot from 19 ft (assist by M. Leonard),,98,104
4,7:00.0,,D. Schröder misses 3-pt jump shot from 25 ft,98,104
4,6:58.0,Defensive rebound by J. Nurkić,,98,104
4,6:52.0,Turnover by M. Leonard (bad pass),,98,104
4,6:52.0,,T. Ferguson enters the game for A. Nader,98,104
4,6:52.0,,P. George enters the game for P. Patterson,98,104
4,6:52.0,,J. Grant enters the game for D. Schröder,98,104
4,6:45.0,,Shooting foul by M. Leonard (drawn by R. Westbrook),98,104
4,6:45.0,,R. Westbrook makes free throw 1 of 2,98,105
4,6:45.0,A. Aminu enters the game for S. Curry,,98,105
4,6:45.0,C. McCollum enters the game for M. Leonard,,98,105
4,6:45.0,,R. Westbrook misses free throw 2 of 2,98,105
4,6:43.0,Defensive rebound by J. Layman,,98,105
4,6:34.0,D. Lillard misses 2-pt layup from 2 ft,,98,105
4,6:31.0,Offensive rebound by Team,,98,105
4,6:31.0,,Loose ball foul by J. Grant (drawn by J. Layman),98,105
4,6:25.0,Turnover by C. McCollum (bad pass; steal by P. George),,98,105
4,6:25.0,Loose ball foul by A. Aminu (drawn by P. George),,98,105
4,6:16.0,,Shooting foul by D. Lillard (drawn by R. Westbrook),98,105
4,6:16.0,,R. Westbrook makes free throw 1 of 2,98,106
4,6:16.0,M. Harkless enters the game for J. Layman,,98,106
4,6:16.0,,R. Westbrook makes free throw 2 of 2,98,107
4,6:08.0,D. Lillard makes 2-pt layup from 1 ft,,100,107
4,6:00.0,,Turnover by R. Westbrook (bad pass; steal by M. Harkless),100,107
4,5:56.0,D. Lillard makes 2-pt layup from 1 ft,,102,107
4,5:56.0,Shooting foul by P. George (drawn by D. Lillard),,102,107
4,5:56.0,D. Lillard makes free throw 1 of 1,,103,107
4,5:44.0,Violation by Team (kicked ball),,103,107
