QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
4,4:31.0,,M. Plumlee makes free throw 2 of 2,91,94
4,4:11.0,L. Aldridge misses 2-pt jump shot from 18 ft,,91,94
4,4:08.0,,Defensive rebound by T. Craig,91,94
4,3:54.0,,T. Craig makes 2-pt jump shot from 4 ft (assist by N. Jokić),91,96
4,3:34.0,L. Aldridge makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,93,96
4,3:16.0,,J. Murray makes 2-pt jump shot from 15 ft,93,98
4,2:51.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by J. Poeltl),,95,98
4,2:31.0,,T. Craig misses 3-pt jump shot from 25 ft,95,98
4,2:28.0,,Offensive rebound by Team,95,98
4,2:21.0,,J. Murray misses 3-pt jump shot from 25 ft,95,98
4,2:18.0,Defensive rebound by B. Forbes,,95,98
4,2:14.0,Personal foul by N. Jokić (drawn by L. Aldridge),,95,98
4,2:09.0,B. Forbes misses 3-pt jump shot from 23 ft,,95,98
4,2:05.0,,Defensive rebound by N. Jokić,95,98
4,1:57.0,,Turnover by N. Jokić (bad pass),95,98
4,1:48.0,Shooting foul by T. Craig (drawn by D. DeRozan),,95,98
4,1:48.0,D. DeRozan makes free throw 1 of 2,,96,98
4,1:48.0,D. DeRozan misses free throw 2 of 2,,96,98
4,1:47.0,Offensive rebound by Team,,96,98
4,1:47.0,,Loose ball foul by N. Jokić (drawn by J. Poeltl),96,98
4,1:47.0,J. Poeltl misses free throw 1 of 2,,96,98
4,1:47.0,Offensive rebound by Team,,96,98
4,1:47.0,J. Poeltl makes free throw 2 of 2,,97,98
4,1:33.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Hernangómez),97,100
4,1:19.0,D. White misses 3-pt jump shot from 25 ft,,97,100
4,1:16.0,Offensive rebound by J. Poeltl,,97,100
4,1:16.0,J. Poeltl misses 2-pt layup from 1 ft,,97,100
4,1:16.0,,Defensive rebound by Team,97,100
4,0:55.0,,Turnover by J. Murray (lost ball; steal by D. White),97,100
4,0:48.0,Shooting foul by N. Jokić (drawn by D. DeRozan),,97,100
4,0:48.0,R. Gay enters the game for J. Poeltl,,97,100
4,0:48.0,,M. Morris enters the game for N. Jokić,97,100
4,0:48.0,D. DeRozan misses free throw 1 of 2,,97,100
4,0:48.0,Offensive rebound by Team,,97,100
4,0:48.0,D. DeRozan makes free throw 2 of 2,,98,100
4,0:31.0,,Turnover by J. Murray (bad pass; steal by L. Aldridge),98,100
4,0:28.0,Shooting foul by T. Craig (drawn by D. White),,98,100
4,0:28.0,,T. Lyles enters the game for T. Craig,98,100
4,0:28.0,D. White misses free throw 1 of 2,,98,100
4,0:28.0,Offensive rebound by Team,,98,100
4,0:28.0,D. White makes free throw 2 of 2,,99,100
4,0:07.0,,Shooting foul by B. Forbes (drawn by M. Morris),99,100
4,0:07.0,,M. Morris makes free throw 1 of 2,99,101
4,0:07.0,,M. Morris makes free throw 2 of 2,99,102
4,0:07.0,San Antonio full timeout,,99,102
4,0:00.0,,Violation by Team (kicked ball),99,102
4,0:00.0,San Antonio full timeout,,99,102
