QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
1,8:39.0,Denver full timeout,,3,11
1,8:33.0,Turnover by N. Jokić (out of bounds lost ball),,3,11
1,8:21.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),3,14
1,8:05.0,Turnover by J. Murray (bad pass; steal by K. Thompson),,3,14
1,8:00.0,,Shooting foul by P. Millsap (drawn by D. Green),3,14
1,8:00.0,,D. Green makes free throw 1 of 2,3,15
1,8:00.0,,D. Green misses free throw 2 of 2,3,15
1,7:58.0,,Offensive rebound by D. Cousins,3,15
1,7:58.0,,D. Cousins misses 2-pt layup from 1 ft,3,15
1,7:56.0,Defensive rebound by W. Barton,,3,15
1,7:50.0,W. Barton misses 2-pt jump shot from 20 ft,,3,15
1,7:49.0,,Defensive rebound by Team,3,15
1,7:49.0,Loose ball foul by N. Jokić (drawn by K. Thompson),,3,15
1,7:28.0,,D. Cousins misses 3-pt jump shot from 26 ft,3,15
1,7:26.0,Defensive rebound by W. Barton,,3,15
1,7:22.0,Turnover by G. Harris (lost ball; steal by D. Cousins),,3,15
1,7:11.0,,Offensive foul by D. Cousins (drawn by N. Jokić),3,15
1,7:11.0,,Turnover by D. Cousins (offensive foul),3,15
1,6:56.0,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Murray),,6,15
1,6:45.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Cousins),6,18
1,6:26.0,Turnover by P. Millsap (bad pass; steal by D. Cousins),,6,18
1,6:19.0,,K. Durant makes 2-pt dunk from 3 ft (assist by D. Cousins),6,20
1,6:18.0,Denver full timeout,,6,20
1,6:18.0,M. Morris enters the game for P. Millsap,,6,20
1,6:18.0,M. Plumlee enters the game for J. Murray,,6,20
1,6:00.0,M. Plumlee misses 2-pt layup from 10 ft,,6,20
1,5:57.0,,Defensive rebound by S. Curry,6,20
1,5:51.0,,S. Curry makes 2-pt jump shot from 20 ft (assist by K. Durant),6,22
1,5:34.0,Shooting foul by D. Cousins (drawn by N. Jokić),,6,22
1,5:34.0,N. Jokić misses free throw 1 of 2,,6,22
1,5:34.0,Offensive rebound by Team,,6,22
1,5:34.0,,K. Looney enters the game for D. Cousins,6,22
1,5:34.0,N. Jokić makes free throw 2 of 2,,7,22
1,5:23.0,,Turnover by D. Green (bad pass),7,22
1,5:12.0,M. Plumlee misses 2-pt jump shot from 15 ft,,7,22
1,5:10.0,Offensive rebound by N. Jokić,,7,22
1,5:04.0,N. Jokić misses 2-pt hook shot from 6 ft,,7,22
1,5:03.0,,Defensive rebound by D. Green,7,22
1,4:44.0,,S. Curry misses 3-pt jump shot from 26 ft,7,22
1,4:42.0,Defensive rebound by G. Harris,,7,22
1,4:38.0,Away from play foul by K. Durant (drawn by N. Jokić),,7,22
1,4:38.0,N. Jokić misses free throw 1 of 2,,7,22
1,4:38.0,Offensive rebound by Team,,7,22
1,4:38.0,M. Beasley enters the game for G. Harris,,7,22
1,4:38.0,,A. Iguodala enters the game for K. Durant,7,22
1,4:38.0,N. Jokić makes free throw 2 of 2,,8,22
1,4:30.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Green),8,24
1,4:15.0,M. Beasley misses 2-pt jump shot from 7 ft,,8,24
1,4:13.0,,Defensive rebound by S. Curry,8,24
1,4:10.0,,S. Curry makes 3-pt jump shot from 29 ft,8,27
1,3:57.0,W. Barton misses 2-pt jump shot from 15 ft,,8,27
1,3:56.0,Offensive rebound by N. Jokić,,8,27
1,3:50.0,Turnover by N. Jokić (lost ball; steal by D. Green),,8,27
1,3:42.0,,Turnover by S. Curry (bad pass; steal by M. Morris),8,27
1,3:41.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Morris),,11,27
1,3:39.0,,Golden State full timeout,11,27
1,3:39.0,P. Millsap enters the game for N. Jokić,,11,27
1,3:39.0,,A. McKinnie enters the game for D. Green,11,27
1,3:25.0,,K. Looney makes 2-pt layup from 4 ft (assist by K. Thompson),11,29
1,3:10.0,M. Beasley misses 3-pt jump shot from 23 ft,,11,29
1,3:08.0,,Defensive rebound by K. Looney,11,29
1,2:59.0,,Offensive foul by K. Looney (drawn by M. Morris),11,29
1,2:59.0,,Turnover by K. Looney (offensive foul),11,29
1,2:48.0,Turnover by P. Millsap (bad pass; steal by A. Iguodala),,11,29
1,2:29.0,,S. Curry misses 2-pt jump shot from 17 ft,11,29
1,2:28.0,Defensive rebound by M. Plumlee,,11,29
1,2:19.0,P. Millsap misses 2-pt layup from 4 ft (block by A. Iguodala),,11,29
1,2:19.0,,Defensive rebound by K. Looney,11,29
1,2:19.0,,Personal foul by P. Millsap (drawn by K. Looney),11,29
1,2:19.0,T. Craig enters the game for W. Barton,,11,29
1,2:19.0,I. Thomas enters the game for P. Millsap,,11,29
1,2:19.0,,J. Jerebko enters the game for K. Thompson,11,29
1,2:19.0,Violation by Team (delay of game),,11,29
1,2:06.0,,S. Curry misses 2-pt jump shot from 19 ft,11,29
1,2:05.0,Defensive rebound by M. Plumlee,,11,29
1,1:58.0,Shooting foul by A. Iguodala (drawn by M. Beasley),,11,29
1,1:58.0,M. Beasley makes free throw 1 of 2,,12,29
1,1:58.0,M. Beasley makes free throw 2 of 2,,13,29
1,1:42.0,,Turnover by S. Curry (lost ball),13,29
1,1:42.0,,Loose ball foul by S. Curry (drawn by T. Craig),13,29
1,1:42.0,T. Craig makes free throw 1 of 2,,14,29
1,1:42.0,T. Craig makes free throw 2 of 2,,15,29
1,1:30.0,,S. Curry misses 2-pt layup from 5 ft,15,29
1,1:29.0,Defensive rebound by T. Craig,,15,29
1,1:28.0,Turnover by T. Craig (turnover; steal by K. Looney),,15,29
1,1:27.0,,Shooting foul by M. Plumlee (drawn by K. Looney),15,29
1,1:27.0,,K. Looney misses free throw 1 of 2,15,29
1,1:27.0,,Offensive rebound by Team,15,29
1,1:27.0,,K. Looney misses free throw 2 of 2,15,29
1,1:24.0,Defensive rebound by T. Craig,,15,29
1,1:11.0,Shooting foul by J. Jerebko (drawn by M. Plumlee),,15,29
1,1:11.0,M. Plumlee makes free throw 1 of 2,,16,29
1,1:11.0,M. Plumlee misses free throw 2 of 2,,16,29
1,1:06.0,T. Craig makes 2-pt layup at rim,,18,29
1,1:10.0,Offensive rebound by T. Craig,,18,29
1,1:00.0,,Turnover by S. Curry (bad pass; steal by M. Morris),18,29
1,0:48.0,Shooting foul by A. Iguodala (drawn by M. Morris),,18,29
1,0:48.0,M. Morris makes free throw 1 of 2,,19,29
1,0:48.0,M. Morris makes free throw 2 of 2,,20,29
1,0:37.0,,S. Curry misses 3-pt jump shot from 26 ft,20,29
1,0:35.0,,Offensive rebound by A. McKinnie,20,29
1,0:33.0,,A. McKinnie misses 2-pt layup from 8 ft (block by M. Plumlee),20,29
1,0:32.0,Defensive rebound by Team,,20,29
1,0:22.0,M. Plumlee misses 2-pt hook shot from 6 ft,,20,29
1,0:21.0,,Defensive rebound by K. Looney,20,29
1,0:02.0,,Shooting foul by M. Beasley (drawn by S. Curry),20,29
1,0:02.0,,Offensive rebound by Team,20,29
1,0:02.0,,S. Curry misses free throw 1 of 2,20,29
1,0:02.0,,S. Livingston enters the game for A. Iguodala,20,29
1,0:02.0,,S. Curry makes free throw 2 of 2,20,30
2,11:51.0,T. Craig makes 3-pt jump shot from 23 ft (assist by M. Morris),,23,30
2,11:38.0,,Shooting foul by M. Morris (drawn by K. Durant),23,30
2,11:38.0,,K. Durant makes free throw 1 of 2,23,31
2,11:38.0,,K. Durant makes free throw 2 of 2,23,32
2,11:29.0,M. Morris makes 2-pt jump shot from 12 ft (assist by I. Thomas),,25,32
2,11:05.0,,A. Iguodala misses 3-pt jump shot from 23 ft,25,32
2,11:03.0,Defensive rebound by M. Plumlee,,25,32
2,10:55.0,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),,27,32
2,10:37.0,,D. Cousins misses 3-pt jump shot from 26 ft,27,32
2,10:35.0,Defensive rebound by M. Plumlee,,27,32
2,10:28.0,I. Thomas misses 2-pt jump shot from 15 ft (block by D. Cousins),,27,32
2,10:27.0,Offensive rebound by I. Thomas,,27,32
2,10:14.0,T. Craig makes 2-pt jump shot from 12 ft (assist by M. Plumlee),,29,32
2,9:58.0,,D. Green misses 2-pt hook shot from 10 ft,29,32
2,9:56.0,Defensive rebound by M. Plumlee,,29,32
2,9:44.0,I. Thomas misses 2-pt layup from 11 ft,,29,32
2,9:43.0,,Defensive rebound by K. Durant,29,32
2,9:34.0,,Golden State full timeout,29,32
2,9:22.0,,K. Durant misses 2-pt jump shot from 15 ft,29,32
2,9:20.0,Defensive rebound by M. Beasley,,29,32
2,9:01.0,Turnover by M. Plumlee (bad pass),,29,32
2,9:01.0,,K. Thompson enters the game for A. Iguodala,29,32
2,8:48.0,,K. Thompson misses 2-pt jump shot from 18 ft,29,32
2,8:44.0,Defensive rebound by T. Craig,,29,32
2,8:31.0,I. Thomas misses 2-pt jump shot from 13 ft,,29,32
2,8:30.0,,Defensive rebound by D. Green,29,32
2,8:20.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),29,34
2,8:04.0,M. Plumlee makes 2-pt layup from 3 ft (assist by M. Morris),,31,34
2,7:53.0,,Offensive foul by K. Thompson (drawn by M. Morris),31,34
2,7:53.0,,Turnover by K. Thompson (offensive foul),31,34
2,7:42.0,M. Morris makes 3-pt jump shot from 23 ft (assist by I. Thomas),,34,34
2,7:26.0,,K. Durant misses 2-pt jump shot from 19 ft,34,34
2,7:25.0,Defensive rebound by M. Plumlee,,34,34
2,7:19.0,Turnover by I. Thomas (bad pass; steal by D. Green),,34,34
2,7:15.0,,D. Green makes 2-pt layup from 2 ft,34,36
2,6:59.0,T. Craig misses 3-pt jump shot from 27 ft,,34,36
2,6:57.0,,Defensive rebound by D. Cousins,34,36
2,6:54.0,,Turnover by D. Cousins (traveling),34,36
2,6:39.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by I. Thomas),,37,36
2,6:25.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Cousins),37,39
2,6:01.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Morris),,40,39
2,5:53.0,,Personal foul by M. Morris (drawn by K. Thompson),40,39
2,5:45.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Livingston),40,42
2,5:33.0,Offensive foul by M. Beasley (drawn by D. Cousins),,40,42
2,5:33.0,Turnover by M. Beasley (offensive foul),,40,42
2,5:33.0,N. Jokić enters the game for M. Morris,,40,42
2,5:33.0,J. Murray enters the game for M. Plumlee,,40,42
2,5:33.0,,S. Curry enters the game for S. Livingston,40,42
2,5:20.0,,D. Cousins makes 2-pt layup from 3 ft (assist by K. Thompson),40,44
2,5:09.0,I. Thomas misses 2-pt jump shot from 7 ft,,40,44
2,5:08.0,Offensive rebound by N. Jokić,,40,44
2,4:58.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by N. Jokić),,43,44
2,4:48.0,,Shooting foul by J. Murray (drawn by K. Thompson),43,44
2,4:48.0,,K. Thompson makes free throw 1 of 3,43,45
2,4:48.0,,K. Thompson makes free throw 2 of 3,43,46
2,4:48.0,G. Harris enters the game for I. Thomas,,43,46
2,4:48.0,,K. Looney enters the game for D. Cousins,43,46
2,4:48.0,,K. Thompson makes free throw 3 of 3,43,47
2,4:27.0,T. Craig misses 3-pt jump shot from 24 ft,,43,47
2,4:24.0,Offensive rebound by Team,,43,47
2,4:24.0,,Loose ball foul by K. Looney (drawn by N. Jokić),43,47
2,4:24.0,,A. Iguodala enters the game for D. Green,43,47
2,4:20.0,J. Murray makes 2-pt jump shot from 4 ft,,45,47
2,4:20.0,Shooting foul by S. Curry (drawn by J. Murray),,45,47
2,4:20.0,J. Murray makes free throw 1 of 1,,46,47
2,4:11.0,,Turnover by S. Curry (bad pass; steal by N. Jokić),46,47
2,4:06.0,M. Beasley misses 3-pt jump shot from 24 ft,,46,47
2,4:04.0,,Defensive rebound by S. Curry,46,47
2,3:58.0,,K. Durant makes 2-pt layup from 3 ft,46,49
2,3:45.0,J. Murray misses 2-pt jump shot from 18 ft,,46,49
2,3:44.0,,Defensive rebound by K. Looney,46,49
2,3:40.0,,Personal foul by G. Harris (drawn by K. Durant),46,49
2,3:40.0,W. Barton enters the game for M. Beasley,,46,49
2,3:35.0,,Shooting foul by J. Murray (drawn by K. Looney),46,49
2,3:35.0,,K. Looney misses free throw 1 of 2,46,49
2,3:35.0,,Offensive rebound by Team,46,49
2,3:35.0,,K. Looney makes free throw 2 of 2,46,50
2,3:15.0,N. Jokić misses 2-pt jump shot from 9 ft (block by K. Thompson),,46,50
2,3:14.0,Offensive rebound by T. Craig,,46,50
2,3:09.0,G. Harris misses 2-pt jump shot from 15 ft,,46,50
2,3:09.0,Offensive rebound by Team,,46,50
2,3:09.0,,D. Green enters the game for K. Looney,46,50
2,3:01.0,N. Jokić makes 2-pt hook shot from 8 ft,,48,50
2,2:48.0,,K. Durant makes 2-pt jump shot from 6 ft,48,52
2,2:48.0,,Shooting foul by T. Craig (drawn by K. Durant),48,52
2,2:48.0,Denver full timeout,,48,52
2,2:48.0,,K. Durant makes free throw 1 of 1,48,53
2,2:37.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by T. Craig),,50,53
2,2:14.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Green),50,56
2,2:01.0,J. Murray misses 3-pt jump shot from 23 ft,,50,56
2,1:59.0,Offensive rebound by T. Craig,,50,56
2,1:55.0,W. Barton misses 3-pt jump shot from 26 ft,,50,56
2,1:53.0,,Defensive rebound by K. Thompson,50,56
2,1:40.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Durant),50,59
2,1:30.0,Personal foul by S. Curry (drawn by J. Murray),,50,59
2,1:21.0,Turnover by T. Craig (bad pass),,50,59
2,1:21.0,M. Beasley enters the game for G. Harris,,50,59
2,1:21.0,M. Morris enters the game for J. Murray,,50,59
2,1:13.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by K. Thompson),50,61
2,1:00.0,,Violation by Team (kicked ball),50,61
2,0:53.0,Turnover by W. Barton (bad pass; steal by A. Iguodala),,50,61
2,0:46.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),50,64
2,0:36.0,M. Beasley misses 3-pt jump shot from 26 ft,,50,64
2,0:34.0,Offensive rebound by T. Craig,,50,64
2,0:28.0,N. Jokić misses 2-pt hook shot from 8 ft (block by K. Durant),,50,64
2,0:24.0,,Defensive rebound by A. Iguodala,50,64
2,0:21.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),50,67
2,0:02.0,M. Beasley misses 3-pt jump shot from 26 ft,,50,67
2,0:00.0,Offensive rebound by Team,,50,67
3,11:50.0,P. Millsap misses 3-pt jump shot from 28 ft,,50,67
3,11:48.0,,Defensive rebound by S. Curry,50,67
3,11:26.0,,D. Green misses 3-pt jump shot from 27 ft,50,67
3,11:24.0,Defensive rebound by W. Barton,,50,67
3,11:13.0,Shooting foul by D. Green (drawn by G. Harris),,50,67
3,11:13.0,G. Harris makes free throw 1 of 2,,51,67
3,11:13.0,G. Harris makes free throw 2 of 2,,52,67
3,11:03.0,Violation by Team (kicked ball),,52,67
3,10:51.0,,S. Curry makes 2-pt jump shot from 21 ft (assist by D. Cousins),52,69
3,10:35.0,N. Jokić makes 3-pt jump shot from 28 ft,,55,69
3,10:24.0,,Shooting foul by G. Harris (drawn by D. Cousins),55,69
3,10:24.0,,D. Cousins makes free throw 1 of 2,55,70
3,10:24.0,,D. Cousins makes free throw 2 of 2,55,71
3,10:02.0,J. Murray misses 2-pt jump shot from 19 ft,,55,71
3,10:01.0,,Defensive rebound by D. Green,55,71
3,9:55.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),55,73
3,9:38.0,P. Millsap misses 2-pt jump shot from 18 ft,,55,73
3,9:37.0,,Defensive rebound by D. Cousins,55,73
3,9:23.0,,Personal foul by P. Millsap (drawn by D. Green),55,73
3,9:13.0,,Turnover by S. Curry (bad pass; steal by N. Jokić),55,73
3,9:08.0,W. Barton makes 2-pt layup from 3 ft,,57,73
3,8:50.0,,D. Cousins makes 2-pt layup from 2 ft,57,75
3,8:38.0,P. Millsap misses 3-pt jump shot from 25 ft,,57,75
3,8:36.0,Offensive rebound by P. Millsap,,57,75
3,8:34.0,N. Jokić makes 2-pt jump shot from 12 ft (assist by P. Millsap),,59,75
3,8:21.0,,S. Curry misses 2-pt jump shot from 14 ft,59,75
3,8:20.0,Defensive rebound by N. Jokić,,59,75
3,8:17.0,W. Barton misses 2-pt layup from 5 ft (block by D. Cousins),,59,75
3,8:16.0,,Defensive rebound by Team,59,75
3,8:06.0,,Turnover by D. Cousins (traveling),59,75
3,8:04.0,W. Barton misses 3-pt jump shot from 27 ft,,59,75
3,8:02.0,Offensive rebound by W. Barton,,59,75
3,7:58.0,W. Barton misses 2-pt jump shot from 13 ft,,59,75
3,7:57.0,,Defensive rebound by D. Green,59,75
3,7:57.0,,Golden State full timeout,59,75
3,7:46.0,,S. Curry misses 3-pt jump shot from 27 ft,59,75
3,7:44.0,Defensive rebound by W. Barton,,59,75
3,7:24.0,W. Barton misses 2-pt layup from 3 ft (block by K. Durant),,59,75
3,7:23.0,,Defensive rebound by S. Curry,59,75
3,7:16.0,,K. Thompson misses 3-pt jump shot from 26 ft,59,75
3,7:14.0,Defensive rebound by N. Jokić,,59,75
3,7:02.0,Shooting foul by K. Durant (drawn by G. Harris),,59,75
3,7:02.0,G. Harris makes free throw 1 of 2,,60,75
3,7:02.0,G. Harris makes free throw 2 of 2,,61,75
3,6:46.0,,Turnover by S. Curry (bad pass; steal by W. Barton),61,75
3,6:35.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,64,75
3,6:12.0,,K. Thompson misses 2-pt jump shot from 18 ft,64,75
3,6:11.0,Defensive rebound by P. Millsap,,64,75
3,6:03.0,Turnover by W. Barton (out of bounds lost ball),,64,75
3,6:03.0,,K. Looney enters the game for D. Cousins,64,75
3,5:48.0,,K. Durant misses 2-pt jump shot from 10 ft,64,75
3,5:47.0,,Offensive rebound by K. Looney,64,75
3,5:41.0,,K. Looney makes 2-pt layup at rim,64,77
3,5:30.0,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),,66,77
3,5:20.0,,Turnover by D. Green (bad pass; steal by W. Barton),66,77
3,5:10.0,P. Millsap makes 2-pt layup from 1 ft (assist by J. Murray),,68,77
3,4:54.0,,K. Durant misses 2-pt jump shot from 17 ft,68,77
3,4:53.0,Defensive rebound by W. Barton,,68,77
3,4:44.0,W. Barton misses 2-pt layup from 3 ft,,68,77
3,4:42.0,,Defensive rebound by K. Durant,68,77
3,4:38.0,,K. Durant makes 2-pt dunk from 1 ft,68,79
3,4:19.0,P. Millsap makes 2-pt layup from 3 ft (assist by N. Jokić),,70,79
3,4:06.0,,Shooting foul by P. Millsap (drawn by D. Green),70,79
3,4:06.0,,D. Green misses free throw 1 of 2,70,79
3,4:06.0,,Offensive rebound by Team,70,79
3,4:06.0,M. Beasley enters the game for G. Harris,,70,79
3,4:06.0,M. Plumlee enters the game for P. Millsap,,70,79
3,4:06.0,,A. Iguodala enters the game for K. Thompson,70,79
3,4:06.0,,D. Green makes free throw 2 of 2,70,80
3,3:43.0,M. Plumlee makes 2-pt hook shot from 5 ft (assist by J. Murray),,72,80
3,3:23.0,,K. Durant makes 2-pt jump shot from 11 ft,72,82
3,3:23.0,,Shooting foul by W. Barton (drawn by K. Durant),72,82
3,3:23.0,,J. Bell enters the game for D. Green,72,82
3,3:23.0,,K. Durant makes free throw 1 of 1,72,83
3,3:09.0,M. Plumlee misses 2-pt hook shot from 10 ft,,72,83
3,3:08.0,,Defensive rebound by A. Iguodala,72,83
3,3:01.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),72,85
3,2:38.0,J. Murray misses 2-pt jump shot from 20 ft,,72,85
3,2:37.0,,Defensive rebound by S. Curry,72,85
3,2:29.0,,S. Curry makes 3-pt jump shot from 30 ft,72,88
3,2:28.0,Denver full timeout,,72,88
3,2:28.0,T. Craig enters the game for W. Barton,,72,88
3,2:28.0,M. Morris enters the game for J. Murray,,72,88
3,2:12.0,T. Craig misses 3-pt jump shot from 26 ft,,72,88
3,2:10.0,,Defensive rebound by K. Looney,72,88
3,1:48.0,,K. Durant misses 2-pt jump shot from 14 ft (block by N. Jokić),72,88
3,1:46.0,Defensive rebound by T. Craig,,72,88
3,1:42.0,M. Morris misses 3-pt jump shot from 24 ft,,72,88
3,1:40.0,Offensive rebound by M. Plumlee,,72,88
3,1:32.0,T. Craig misses 2-pt jump shot from 6 ft,,72,88
3,1:31.0,,Defensive rebound by J. Bell,72,88
3,1:25.0,,K. Durant makes 2-pt jump shot from 19 ft,72,90
3,0:56.0,T. Craig misses 2-pt layup from 4 ft,,72,90
3,0:55.0,Offensive rebound by M. Plumlee,,72,90
3,0:43.0,Shooting foul by J. Bell (drawn by M. Morris),,72,90
3,0:43.0,M. Morris misses free throw 1 of 2,,72,90
3,0:43.0,Offensive rebound by Team,,72,90
3,0:43.0,P. Millsap enters the game for N. Jokić,,72,90
3,0:43.0,M. Morris makes free throw 2 of 2,,73,90
3,0:30.0,,A. Iguodala misses 3-pt jump shot from 23 ft,73,90
3,0:27.0,Defensive rebound by M. Plumlee,,73,90
3,0:04.0,Turnover by Team (shot clock),,73,90
3,0:04.0,,K. Thompson enters the game for J. Bell,73,90
3,0:02.0,,S. Curry misses 3-pt jump shot from 48 ft,73,90
3,0:00.0,Defensive rebound by P. Millsap,,73,90
3,0:00.0,Personal foul by K. Looney (drawn by P. Millsap),,73,90
3,0:00.0,P. Millsap makes free throw 1 of 2,,74,90
3,0:00.0,,J. Bell enters the game for S. Curry,74,90
3,0:00.0,P. Millsap makes free throw 2 of 2,,75,90
4,11:45.0,,S. Livingston makes 2-pt jump shot from 11 ft (assist by A. Iguodala),75,92
4,11:18.0,Turnover by I. Thomas (bad pass; steal by A. Iguodala),,75,92
4,11:08.0,,D. Green misses 3-pt jump shot from 26 ft,75,92
4,11:03.0,Defensive rebound by M. Plumlee,,75,92
4,11:03.0,M. Plumlee misses 2-pt jump shot from 7 ft (block by D. Cousins),,75,92
4,11:02.0,Offensive rebound by Team,,75,92
4,10:57.0,I. Thomas makes 2-pt layup from 4 ft (assist by M. Plumlee),,77,92
4,10:57.0,Shooting foul by D. Cousins (drawn by I. Thomas),,77,92
4,10:57.0,I. Thomas makes free throw 1 of 1,,78,92
4,10:45.0,,Personal foul by M. Plumlee (drawn by D. Cousins),78,92
4,10:37.0,,K. Thompson misses 2-pt jump shot from 20 ft,78,92
4,10:36.0,,Offensive rebound by D. Cousins,78,92
4,10:34.0,,D. Cousins makes 2-pt layup from 3 ft,78,94
4,10:17.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Morris),,81,94
4,10:06.0,,Turnover by A. Iguodala (bad pass),81,94
4,10:00.0,I. Thomas makes 2-pt jump shot from 20 ft,,83,94
4,9:48.0,,Personal foul by M. Plumlee (drawn by D. Cousins),83,94
4,9:39.0,,K. Thompson makes 3-pt jump shot from 26 ft,83,97
4,9:31.0,Personal foul by K. Thompson (drawn by M. Morris),,83,97
4,9:23.0,M. Beasley misses 3-pt jump shot from 26 ft,,83,97
4,9:21.0,Offensive rebound by M. Plumlee,,83,97
4,9:18.0,M. Morris misses 2-pt jump shot from 11 ft (block by D. Cousins),,83,97
4,9:17.0,,Defensive rebound by D. Cousins,83,97
4,9:09.0,,K. Thompson misses 2-pt jump shot from 21 ft,83,97
4,9:07.0,Defensive rebound by M. Plumlee,,83,97
4,8:50.0,Turnover by M. Morris (bad pass; steal by D. Cousins),,83,97
4,8:43.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by S. Livingston),83,99
4,8:43.0,Denver full timeout,,83,99
4,8:33.0,M. Beasley misses 3-pt jump shot from 26 ft,,83,99
4,8:29.0,,Defensive rebound by K. Thompson,83,99
4,8:29.0,,Personal foul by M. Beasley (drawn by D. Cousins),83,99
4,8:20.0,,Turnover by D. Green (bad pass; steal by I. Thomas),83,99
4,8:11.0,Shooting foul by D. Green (drawn by M. Plumlee),,83,99
4,8:11.0,Offensive rebound by Team,,83,99
4,8:11.0,M. Plumlee misses free throw 1 of 2,,83,99
4,8:11.0,M. Plumlee makes free throw 2 of 2,,84,99
4,7:53.0,,D. Cousins misses 2-pt layup from 6 ft (block by T. Craig),84,99
4,7:52.0,Defensive rebound by T. Craig,,84,99
4,7:52.0,,K. Durant enters the game for A. Iguodala,84,99
4,7:43.0,M. Morris misses 3-pt jump shot from 23 ft,,84,99
4,7:40.0,,Defensive rebound by K. Durant,84,99
4,7:36.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Livingston),84,102
4,7:24.0,M. Beasley misses 3-pt jump shot from 27 ft,,84,102
4,7:22.0,,Defensive rebound by K. Durant,84,102
4,7:07.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Cousins),84,105
4,6:54.0,Personal foul by D. Green (drawn by I. Thomas),,84,105
4,6:54.0,G. Harris enters the game for M. Beasley,,84,105
4,6:54.0,N. Jokić enters the game for M. Plumlee,,84,105
