QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
2,0:36.0,,J. Holiday makes free throw 2 of 2,52,54
2,0:25.0,D. Finney-Smith misses 2-pt layup from 1 ft,,52,54
2,0:22.0,,Defensive rebound by B. Caboclo,52,54
2,0:00.0,,D. Wright makes 2-pt layup from 1 ft,52,56
3,11:48.0,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),,52,56
3,11:44.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by J. Holiday),52,58
3,11:27.0,C. Lee misses 2-pt layup from 1 ft,,52,58
3,11:24.0,,Defensive rebound by B. Caboclo,52,58
3,11:17.0,,Turnover by D. Wright (bad pass; steal by D. Powell),52,58
3,11:14.0,J. Jackson makes 2-pt layup at rim (assist by J. Brunson),,54,58
3,10:57.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by D. Wright),54,61
3,10:45.0,J. Brunson misses 3-pt jump shot from 26 ft,,54,61
3,10:43.0,Offensive rebound by D. Powell,,54,61
3,10:35.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,54,61
3,10:32.0,,Defensive rebound by B. Caboclo,54,61
3,10:21.0,,Personal foul by J. Brunson (drawn by I. Rabb),54,61
3,10:13.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Wright),54,64
3,10:12.0,Dallas full timeout,,54,64
3,9:59.0,J. Jackson misses 2-pt jump shot from 14 ft,,54,64
3,9:57.0,,Defensive rebound by B. Caboclo,54,64
3,9:43.0,,Offensive foul by J. Holiday (drawn by J. Brunson),54,64
3,9:43.0,,Turnover by J. Holiday (offensive foul),54,64
3,9:26.0,J. Jackson misses 2-pt jump shot from 10 ft,,54,64
3,9:22.0,,Defensive rebound by I. Rabb,54,64
3,9:08.0,,J. Holiday misses 3-pt jump shot from 26 ft,54,64
3,9:05.0,Defensive rebound by D. Finney-Smith,,54,64
3,8:58.0,J. Brunson makes 2-pt layup from 1 ft,,56,64
3,8:43.0,,Personal foul by D. Powell (drawn by I. Rabb),56,64
3,8:36.0,,I. Rabb makes 2-pt jump shot from 15 ft (assist by D. Wright),56,66
3,8:21.0,D. Powell misses 2-pt jump shot from 10 ft,,56,66
3,8:19.0,Offensive rebound by D. Finney-Smith,,56,66
3,8:19.0,D. Finney-Smith misses 2-pt layup at rim,,56,66
3,8:17.0,,Defensive rebound by I. Rabb,56,66
3,8:10.0,,T. Dorsey misses 3-pt jump shot from 25 ft,56,66
3,8:07.0,Defensive rebound by J. Brunson,,56,66
3,8:06.0,Shooting foul by J. Holiday (drawn by J. Jackson),,56,66
3,8:06.0,J. Jackson makes free throw 1 of 2,,57,66
3,8:06.0,J. Jackson makes free throw 2 of 2,,58,66
3,7:52.0,,I. Rabb makes 2-pt layup from 1 ft (assist by D. Wright),58,68
3,7:36.0,D. Finney-Smith makes 2-pt jump shot from 7 ft (assist by J. Brunson),,60,68
3,7:36.0,Shooting foul by B. Caboclo (drawn by D. Finney-Smith),,60,68
3,7:36.0,D. Finney-Smith makes free throw 1 of 1,,61,68
3,7:16.0,,Shooting foul by J. Jackson (drawn by I. Rabb),61,68
3,7:16.0,,I. Rabb makes free throw 1 of 2,61,69
3,7:16.0,,C. Parsons enters the game for T. Dorsey,61,69
3,7:16.0,,I. Rabb makes free throw 2 of 2,61,70
3,7:03.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by J. Brunson),,63,70
3,6:45.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by B. Caboclo),63,73
3,6:29.0,C. Lee misses 2-pt jump shot from 22 ft,,63,73
3,6:27.0,,Defensive rebound by D. Wright,63,73
3,6:23.0,,C. Parsons misses 3-pt jump shot from 28 ft,63,73
3,6:19.0,,Offensive rebound by B. Caboclo,63,73
3,6:17.0,,J. Holiday misses 3-pt jump shot from 23 ft,63,73
3,6:14.0,,Offensive rebound by B. Caboclo,63,73
3,6:14.0,,B. Caboclo misses 2-pt jump shot from 4 ft,63,73
3,6:14.0,Defensive rebound by D. Finney-Smith,,63,73
3,6:03.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,63,73
3,6:00.0,,Defensive rebound by B. Caboclo,63,73
3,5:45.0,,J. Holiday misses 2-pt layup from 1 ft,63,73
3,5:42.0,Defensive rebound by C. Lee,,63,73
3,5:37.0,Turnover by J. Brunson (bad pass),,63,73
3,5:37.0,,T. Zeller enters the game for I. Rabb,63,73
3,5:24.0,,Shooting foul by D. Powell (drawn by D. Wright),63,73
3,5:24.0,,D. Wright makes free throw 1 of 2,63,74
3,5:24.0,,D. Wright makes free throw 2 of 2,63,75
3,5:18.0,D. Powell misses 3-pt jump shot from 27 ft,,63,75
3,5:15.0,,Defensive rebound by B. Caboclo,63,75
3,5:09.0,,D. Wright makes 3-pt jump shot from 26 ft,63,78
3,5:08.0,Dallas full timeout,,63,78
3,4:56.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Brunson),,66,78
3,4:28.0,,C. Parsons misses 2-pt layup from 1 ft,66,78
3,4:26.0,Defensive rebound by D. Powell,,66,78
3,4:21.0,Personal foul by T. Zeller (drawn by D. Powell),,66,78
3,4:21.0,D. Macon enters the game for C. Lee,,66,78
3,4:21.0,,J. Washburn enters the game for B. Caboclo,66,78
3,4:19.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,66,78
3,4:15.0,,Defensive rebound by D. Wright,66,78
3,3:55.0,,T. Zeller makes 2-pt hook shot from 4 ft (assist by C. Parsons),66,80
3,3:38.0,Personal foul by T. Zeller (drawn by D. Powell),,66,80
3,3:38.0,,J. Carter enters the game for J. Holiday,66,80
3,3:38.0,,T. Dorsey enters the game for D. Wright,66,80
3,3:30.0,J. Brunson makes 2-pt jump shot from 11 ft,,68,80
3,3:15.0,,C. Parsons misses 2-pt layup from 1 ft,68,80
3,3:13.0,,Offensive rebound by C. Parsons,68,80
3,3:12.0,,C. Parsons misses 2-pt layup from 1 ft,68,80
3,3:11.0,Defensive rebound by D. Finney-Smith,,68,80
3,3:05.0,D. Powell misses 2-pt dunk from 2 ft,,68,80
3,3:02.0,Offensive rebound by J. Jackson,,68,80
3,2:59.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Jackson),,70,80
3,2:43.0,,Shooting foul by D. Powell (drawn by T. Zeller),70,80
3,2:43.0,,T. Zeller makes free throw 1 of 2,70,81
3,2:43.0,S. Mejri enters the game for D. Powell,,70,81
3,2:43.0,,T. Zeller makes free throw 2 of 2,70,82
3,2:30.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,70,82
3,2:28.0,,Defensive rebound by J. Carter,70,82
3,2:14.0,,C. Parsons misses 2-pt jump shot from 20 ft,70,82
3,2:14.0,Defensive rebound by Team,,70,82
3,2:14.0,,Loose ball foul by T. Zeller (drawn by S. Mejri),70,82
3,2:14.0,S. Mejri misses free throw 1 of 2,,70,82
3,2:14.0,Offensive rebound by Team,,70,82
3,2:14.0,R. Broekhoff enters the game for J. Jackson,,70,82
3,2:14.0,,I. Rabb enters the game for T. Zeller,70,82
3,2:14.0,S. Mejri makes free throw 2 of 2,,71,82
3,2:04.0,,Shooting foul by S. Mejri (drawn by I. Rabb),71,82
3,2:04.0,,Offensive rebound by Team,71,82
3,2:04.0,,I. Rabb misses free throw 1 of 2,71,82
3,2:04.0,,I. Rabb makes free throw 2 of 2,71,83
3,1:55.0,D. Macon makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),,74,83
3,1:42.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by I. Rabb),74,86
3,1:27.0,Personal foul by J. Washburn (drawn by R. Broekhoff),,74,86
3,1:27.0,R. Broekhoff makes free throw 1 of 2,,75,86
3,1:27.0,R. Broekhoff makes free throw 2 of 2,,76,86
3,1:10.0,,Personal foul by S. Mejri (drawn by I. Rabb),76,86
3,1:10.0,,I. Rabb makes free throw 1 of 2,76,87
3,1:10.0,,I. Rabb makes free throw 2 of 2,76,88
3,0:58.0,D. Macon makes 3-pt jump shot from 26 ft (assist by J. Brunson),,79,88
3,0:41.0,,C. Parsons misses 3-pt jump shot from 27 ft,79,88
3,0:37.0,Defensive rebound by D. Macon,,79,88
3,0:26.0,J. Brunson makes 2-pt jump shot from 6 ft (assist by S. Mejri),,81,88
3,0:05.0,,J. Carter misses 2-pt jump shot from 7 ft (block by S. Mejri),81,88
3,0:02.0,Defensive rebound by R. Broekhoff,,81,88
3,0:00.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by R. Broekhoff),,83,88
4,11:37.0,,D. Wright misses 2-pt jump shot from 17 ft,83,88
4,11:33.0,Defensive rebound by D. Macon,,83,88
4,11:09.0,T. Burke misses 3-pt jump shot from 26 ft,,83,88
4,11:06.0,,Defensive rebound by B. Caboclo,83,88
4,10:57.0,,C. Parsons misses 3-pt jump shot from 26 ft,83,88
4,10:54.0,Defensive rebound by D. Macon,,83,88
4,10:50.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by D. Macon),,86,88
4,10:26.0,,T. Dorsey misses 2-pt jump shot from 17 ft,86,88
4,10:24.0,Defensive rebound by D. Macon,,86,88
4,10:20.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,86,88
4,10:16.0,,Defensive rebound by D. Wright,86,88
4,10:09.0,,D. Wright makes 2-pt dunk at rim,86,90
4,9:47.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,86,90
4,9:45.0,,Defensive rebound by B. Caboclo,86,90
4,9:26.0,,Turnover by T. Dorsey (bad pass; steal by T. Burke),86,90
4,9:24.0,Shooting foul by D. Wright (drawn by T. Burke),,86,90
4,9:24.0,T. Burke makes free throw 1 of 2,,87,90
4,9:24.0,,J. Holiday enters the game for C. Parsons,87,90
4,9:24.0,,T. Zeller enters the game for I. Rabb,87,90
4,9:24.0,T. Burke makes free throw 2 of 2,,88,90
4,9:10.0,,Shooting foul by S. Mejri (drawn by B. Caboclo),88,90
4,9:10.0,,B. Caboclo makes free throw 1 of 2,88,91
4,9:10.0,D. Harris enters the game for T. Burke,,88,91
4,9:10.0,,B. Caboclo makes free throw 2 of 2,88,92
4,9:00.0,Shooting foul by T. Dorsey (drawn by D. Macon),,88,92
4,9:00.0,D. Macon misses free throw 1 of 3,,88,92
4,9:00.0,Offensive rebound by Team,,88,92
4,9:00.0,D. Macon makes free throw 2 of 3,,89,92
4,9:00.0,T. Burke enters the game for D. Finney-Smith,,89,92
4,9:00.0,D. Macon makes free throw 3 of 3,,90,92
4,8:36.0,,J. Holiday misses 2-pt jump shot from 1 ft,90,92
4,8:36.0,,Offensive rebound by Team,90,92
4,8:36.0,,Turnover by Team (shot clock),90,92
4,8:36.0,D. Finney-Smith enters the game for D. Macon,,90,92
4,8:23.0,S. Mejri misses 2-pt layup from 5 ft (block by T. Zeller),,90,92
4,8:20.0,,Defensive rebound by D. Wright,90,92
4,8:11.0,,T. Zeller makes 2-pt jump shot from 4 ft (assist by D. Wright),90,94
4,7:56.0,T. Burke makes 2-pt jump shot from 18 ft (assist by D. Harris),,92,94
4,7:35.0,,B. Caboclo misses 3-pt jump shot from 25 ft,92,94
4,7:32.0,Defensive rebound by R. Broekhoff,,92,94
4,7:19.0,S. Mejri makes 3-pt jump shot from 26 ft (assist by R. Broekhoff),,95,94
4,7:12.0,,Memphis full timeout,95,94
4,7:12.0,,C. Parsons enters the game for T. Dorsey,95,94
4,7:02.0,,Personal foul by T. Burke (drawn by D. Wright),95,94
4,6:57.0,,J. Holiday misses 2-pt dunk from 1 ft,95,94
4,6:55.0,Defensive rebound by D. Finney-Smith,,95,94
4,6:50.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,95,94
4,6:47.0,,Defensive rebound by D. Wright,95,94
4,6:43.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by D. Wright),95,97
4,6:18.0,T. Burke misses 3-pt jump shot from 27 ft,,95,97
4,6:15.0,,Defensive rebound by B. Caboclo,95,97
4,6:06.0,,D. Wright misses 3-pt jump shot from 26 ft,95,97
4,6:04.0,,Offensive rebound by T. Zeller,95,97
4,5:50.0,,Turnover by Team (shot clock),95,97
4,5:32.0,S. Mejri makes 2-pt layup from 1 ft (assist by D. Harris),,97,97
4,5:17.0,Violation by Team (kicked ball),,97,97
4,5:17.0,D. Macon enters the game for R. Broekhoff,,97,97
4,5:17.0,,I. Rabb enters the game for T. Zeller,97,97
4,5:13.0,,Personal foul by D. Finney-Smith (drawn by I. Rabb),97,97
4,5:09.0,,J. Holiday misses 3-pt jump shot from 25 ft,97,97
4,5:05.0,Defensive rebound by D. Finney-Smith,,97,97
4,4:52.0,Shooting foul by B. Caboclo (drawn by D. Finney-Smith),,97,97
4,4:52.0,D. Finney-Smith makes free throw 1 of 2,,98,97
4,4:52.0,D. Finney-Smith makes free throw 2 of 2,,99,97
