QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MIAMI_ACTION,MEMPHIS_SCORE,MIAMI_SCORE
1,3:20.0,Defensive rebound by J. Green,,26,20
1,3:13.0,M. Gasol misses 3-pt jump shot from 27 ft,,26,20
1,3:12.0,,Defensive rebound by D. Jones,26,20
1,2:56.0,,D. Jones makes 2-pt hook shot from 2 ft (assist by D. Wade),26,22
1,2:39.0,J. Green makes 2-pt dunk from 1 ft (assist by M. Gasol),,28,22
1,2:20.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by D. Wade),28,25
1,2:08.0,J. Holiday misses 3-pt jump shot from 23 ft,,28,25
1,2:06.0,,Defensive rebound by B. Adebayo,28,25
1,1:58.0,,D. Jones misses 2-pt jump shot from 5 ft (block by M. Gasol),28,25
1,1:58.0,,Offensive rebound by B. Adebayo,28,25
1,1:48.0,,D. Jones makes 3-pt jump shot from 23 ft (assist by J. Winslow),28,28
1,1:27.0,Turnover by S. Mack (bad pass; steal by D. Jones),,28,28
1,1:23.0,,J. Winslow makes 2-pt dunk from 1 ft (assist by J. Richardson),28,30
1,1:16.0,Memphis full timeout,,28,30
1,1:16.0,O. Casspi enters the game for M. Gasol,,28,30
1,1:16.0,J. Noah enters the game for G. Temple,,28,30
1,1:16.0,,T. Johnson enters the game for B. Adebayo,28,30
1,1:16.0,,K. Olynyk enters the game for J. Winslow,28,30
1,1:07.0,S. Mack makes 2-pt jump shot from 17 ft,,30,30
1,0:52.0,,Personal foul by J. Noah (drawn by J. Richardson),30,30
1,0:45.0,,K. Olynyk misses 3-pt jump shot from 26 ft,30,30
1,0:42.0,Defensive rebound by J. Holiday,,30,30
1,0:33.0,Personal foul by D. Jones (drawn by J. Green),,30,30
1,0:33.0,J. Green makes free throw 1 of 2,,31,30
1,0:33.0,G. Temple enters the game for O. Casspi,,31,30
1,0:33.0,J. Green makes free throw 2 of 2,,32,30
1,0:10.0,,J. Richardson misses 2-pt layup from 3 ft,32,30
1,0:08.0,Defensive rebound by S. Mack,,32,30
1,0:00.0,S. Mack makes 2-pt jump shot from 13 ft,,34,30
2,11:43.0,,Shooting foul by O. Casspi (drawn by D. Wade),34,30
2,11:43.0,Violation by Team (delay of game),,34,30
2,11:43.0,,D. Wade makes free throw 1 of 2,34,31
2,11:43.0,,D. Wade misses free throw 2 of 2,34,31
2,11:40.0,Defensive rebound by J. Green,,34,31
2,11:26.0,O. Casspi misses 3-pt jump shot from 23 ft,,34,31
2,11:26.0,Offensive rebound by Team,,34,31
2,11:26.0,,Loose ball foul by D. Waiters (drawn by J. Noah),34,31
2,11:20.0,Shooting foul by K. Olynyk (drawn by J. Holiday),,34,31
2,11:20.0,J. Holiday makes free throw 1 of 2,,35,31
2,11:20.0,J. Holiday makes free throw 2 of 2,,36,31
2,10:56.0,,D. Waiters misses 2-pt jump shot from 12 ft,36,31
2,10:53.0,Defensive rebound by J. Green,,36,31
2,10:50.0,Shooting foul by D. Jones (drawn by J. Green),,36,31
2,10:50.0,J. Green makes free throw 1 of 2,,37,31
2,10:50.0,,B. Adebayo enters the game for D. Jones,37,31
2,10:50.0,J. Green misses free throw 2 of 2,,37,31
2,10:46.0,Offensive rebound by J. Noah,,37,31
2,10:41.0,J. Green misses 3-pt jump shot from 24 ft,,37,31
2,10:37.0,,Defensive rebound by D. Wade,37,31
2,10:29.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by D. Wade),37,34
2,10:13.0,S. Mack misses 2-pt jump shot from 9 ft,,37,34
2,10:11.0,Offensive rebound by J. Green,,37,34
2,10:09.0,J. Green makes 2-pt layup from 1 ft,,39,34
2,9:58.0,,Turnover by T. Johnson (bad pass),39,34
2,9:58.0,M. Conley enters the game for S. Mack,,39,34
2,9:38.0,J. Green misses 2-pt layup from 4 ft,,39,34
2,9:33.0,Offensive rebound by J. Green,,39,34
2,9:33.0,J. Green makes 2-pt layup from 1 ft,,41,34
2,9:17.0,,Personal foul by J. Holiday (drawn by K. Olynyk),41,34
2,9:17.0,K. Anderson enters the game for J. Green,,41,34
2,9:05.0,,D. Wade misses 3-pt jump shot from 24 ft,41,34
2,9:02.0,Defensive rebound by O. Casspi,,41,34
2,9:01.0,Personal foul by K. Olynyk (drawn by J. Noah),,41,34
2,8:54.0,M. Conley misses 2-pt jump shot from 12 ft,,41,34
2,8:51.0,Offensive rebound by M. Conley,,41,34
2,8:51.0,M. Conley makes 2-pt layup from 1 ft,,43,34
2,8:42.0,,Turnover by D. Waiters (out of bounds lost ball),43,34
2,8:30.0,M. Conley makes 2-pt jump shot from 12 ft,,45,34
2,8:30.0,,Miami full timeout,45,34
2,8:30.0,,J. Winslow enters the game for D. Waiters,45,34
2,8:20.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by J. Winslow),45,36
2,8:20.0,,Shooting foul by J. Noah (drawn by K. Olynyk),45,36
2,8:20.0,G. Temple enters the game for K. Anderson,,45,36
2,8:20.0,,K. Olynyk makes free throw 1 of 1,45,37
2,8:10.0,Def 3 sec tech foul by Team,,45,37
2,8:10.0,M. Conley makes technical free throw,,46,37
2,8:10.0,J. Jackson enters the game for O. Casspi,,46,37
2,8:08.0,Personal foul by T. Johnson (drawn by J. Noah),,46,37
2,8:08.0,J. Noah misses free throw 1 of 2,,46,37
2,8:08.0,Offensive rebound by Team,,46,37
2,8:08.0,J. Noah misses free throw 2 of 2,,46,37
2,8:06.0,,Defensive rebound by J. Winslow,46,37
2,7:44.0,,J. Winslow makes 2-pt jump shot from 9 ft,46,39
2,7:34.0,J. Holiday misses 2-pt layup from 3 ft,,46,39
2,7:31.0,,Defensive rebound by K. Olynyk,46,39
2,7:25.0,,D. Wade misses 2-pt jump shot from 13 ft,46,39
2,7:22.0,Defensive rebound by J. Noah,,46,39
2,7:00.0,J. Holiday misses 3-pt jump shot from 27 ft,,46,39
2,6:57.0,,Defensive rebound by B. Adebayo,46,39
2,6:48.0,,Shooting foul by G. Temple (drawn by J. Winslow),46,39
2,6:48.0,,J. Winslow makes free throw 1 of 2,46,40
2,6:48.0,M. Gasol enters the game for J. Holiday,,46,40
2,6:48.0,S. Mack enters the game for J. Noah,,46,40
2,6:48.0,,J. Richardson enters the game for D. Wade,46,40
2,6:48.0,,J. Winslow makes free throw 2 of 2,46,41
2,6:31.0,Turnover by G. Temple (bad pass; steal by J. Winslow),,46,41
2,6:25.0,,J. Winslow makes 2-pt layup from 1 ft,46,43
2,6:07.0,J. Jackson makes 2-pt jump shot from 15 ft,,48,43
2,5:46.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),48,46
2,5:32.0,S. Mack misses 2-pt jump shot from 3 ft,,48,46
2,5:30.0,,Defensive rebound by B. Adebayo,48,46
2,5:17.0,,J. Winslow misses 2-pt layup from 5 ft (block by M. Gasol),48,46
2,5:15.0,Defensive rebound by J. Jackson,,48,46
2,5:15.0,Turnover by G. Temple (out of bounds lost ball),,48,46
2,5:05.0,,T. Johnson makes 3-pt jump shot from 27 ft (assist by J. Richardson),48,49
2,4:45.0,J. Jackson makes 2-pt hook shot from 9 ft (assist by S. Mack),,50,49
2,4:35.0,,Shooting foul by M. Gasol (drawn by B. Adebayo),50,49
2,4:35.0,,B. Adebayo makes free throw 1 of 2,50,50
2,4:35.0,,B. Adebayo makes free throw 2 of 2,50,51
2,4:11.0,Turnover by M. Conley (bad pass; steal by B. Adebayo),,50,51
2,4:03.0,,K. Olynyk makes 3-pt jump shot from 29 ft (assist by B. Adebayo),50,54
2,3:54.0,Memphis full timeout,,50,54
2,3:34.0,M. Gasol misses 2-pt hook shot from 5 ft,,50,54
2,3:33.0,,Defensive rebound by B. Adebayo,50,54
2,3:17.0,,J. Winslow makes 2-pt jump shot from 16 ft,50,56
2,3:06.0,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Gasol),,52,56
2,2:51.0,,T. Johnson misses 3-pt jump shot from 23 ft,52,56
2,2:51.0,Defensive rebound by Team,,52,56
2,2:33.0,M. Conley makes 3-pt jump shot from 26 ft (assist by S. Mack),,55,56
2,2:07.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by B. Adebayo),55,59
2,1:55.0,M. Gasol misses 2-pt layup from 2 ft (block by B. Adebayo),,55,59
2,1:52.0,,Defensive rebound by J. Winslow,55,59
2,1:46.0,,J. Richardson misses 2-pt jump shot from 20 ft,55,59
2,1:44.0,Defensive rebound by M. Gasol,,55,59
2,1:31.0,Shooting foul by J. Richardson (drawn by M. Conley),,55,59
2,1:31.0,M. Conley makes free throw 1 of 2,,56,59
2,1:31.0,J. Green enters the game for J. Jackson,,56,59
2,1:31.0,,D. Wade enters the game for K. Olynyk,56,59
2,1:31.0,M. Conley makes free throw 2 of 2,,57,59
2,1:19.0,,Turnover by T. Johnson (bad pass; steal by M. Gasol),57,59
2,1:16.0,Turnover by M. Conley (bad pass),,57,59
2,0:53.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Richardson),57,61
2,0:39.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Conley),,59,61
2,0:21.0,,Turnover by J. Winslow (lost ball; steal by M. Conley),59,61
2,0:21.0,Memphis full timeout,,59,61
2,0:04.0,M. Gasol makes 2-pt jump shot from 4 ft,,61,61
2,0:00.0,,D. Wade makes 2-pt jump shot from 17 ft,61,63
3,11:40.0,,J. Winslow makes 2-pt jump shot from 11 ft,61,65
3,11:22.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,63,65
3,11:04.0,,J. Johnson makes 2-pt layup from 1 ft (assist by R. McGruder),63,67
3,10:49.0,M. Gasol misses 3-pt jump shot from 26 ft,,63,67
3,10:47.0,,Defensive rebound by J. Winslow,63,67
3,10:36.0,,J. Richardson misses 3-pt jump shot from 28 ft,63,67
3,10:32.0,,Offensive rebound by B. Adebayo,63,67
3,10:31.0,,B. Adebayo misses 2-pt jump shot from 14 ft,63,67
3,10:31.0,Defensive rebound by Team,,63,67
3,10:31.0,,Loose ball foul by R. McGruder (drawn by G. Temple),63,67
3,10:16.0,J. Holiday misses 3-pt jump shot from 25 ft,,63,67
3,10:13.0,,Defensive rebound by B. Adebayo,63,67
3,10:10.0,,Personal foul by G. Temple (drawn by J. Winslow),63,67
3,9:54.0,,J. Winslow misses 2-pt jump shot from 5 ft,63,67
3,9:52.0,Defensive rebound by M. Gasol,,63,67
3,9:49.0,Personal foul by J. Richardson (drawn by J. Jackson),,63,67
3,9:39.0,J. Jackson misses 2-pt jump shot from 4 ft,,63,67
3,9:37.0,,Defensive rebound by J. Winslow,63,67
3,9:29.0,,J. Winslow makes 3-pt jump shot from 26 ft (assist by J. Richardson),63,70
3,9:08.0,G. Temple misses 2-pt jump shot from 15 ft,,63,70
3,9:05.0,,Defensive rebound by J. Richardson,63,70
3,8:56.0,,J. Richardson misses 3-pt jump shot from 23 ft,63,70
3,8:55.0,,Offensive rebound by J. Richardson,63,70
3,8:55.0,,Shooting foul by M. Gasol (drawn by J. Richardson),63,70
3,8:55.0,,J. Richardson makes free throw 1 of 2,63,71
3,8:55.0,,J. Richardson makes free throw 2 of 2,63,72
3,8:32.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Gasol),,66,72
3,8:11.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by J. Johnson),66,75
3,8:00.0,G. Temple misses 3-pt jump shot from 24 ft,,66,75
3,7:58.0,,Defensive rebound by J. Winslow,66,75
3,7:46.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Johnson),66,78
3,7:46.0,Memphis full timeout,,66,78
3,7:22.0,Turnover by J. Jackson (bad pass; steal by J. Richardson),,66,78
3,7:16.0,,Personal foul by G. Temple (drawn by J. Richardson),66,78
3,6:57.0,,J. Richardson misses 3-pt jump shot from 25 ft,66,78
3,6:54.0,Defensive rebound by J. Jackson,,66,78
3,6:49.0,Shooting foul by J. Johnson (drawn by M. Conley),,66,78
3,6:49.0,M. Conley makes free throw 1 of 2,,67,78
3,6:49.0,M. Conley misses free throw 2 of 2,,67,78
3,6:47.0,,Defensive rebound by J. Richardson,67,78
3,6:30.0,,B. Adebayo makes 2-pt jump shot from 13 ft (assist by J. Richardson),67,80
3,6:22.0,Personal foul by J. Winslow (drawn by M. Gasol),,67,80
3,6:22.0,S. Mack enters the game for J. Holiday,,67,80
3,6:09.0,S. Mack makes 2-pt layup from 2 ft,,69,80
3,5:51.0,,Turnover by B. Adebayo (traveling),69,80
3,5:37.0,M. Conley misses 2-pt jump shot from 14 ft,,69,80
3,5:34.0,,Defensive rebound by J. Winslow,69,80
3,5:26.0,,J. Johnson makes 2-pt layup from 2 ft,69,82
3,5:14.0,S. Mack makes 3-pt jump shot from 25 ft (assist by M. Conley),,72,82
3,4:53.0,,J. Winslow misses 2-pt jump shot from 15 ft,72,82
3,4:51.0,Defensive rebound by J. Jackson,,72,82
3,4:40.0,Shooting foul by J. Winslow (drawn by G. Temple),,72,82
3,4:40.0,G. Temple makes free throw 1 of 2,,73,82
3,4:40.0,J. Carter enters the game for M. Conley,,73,82
3,4:40.0,J. Green enters the game for J. Jackson,,73,82
3,4:40.0,,D. Wade enters the game for J. Winslow,73,82
3,4:40.0,G. Temple misses free throw 2 of 2,,73,82
3,4:40.0,,Defensive rebound by J. Johnson,73,82
3,4:40.0,,Miami full timeout,73,82
3,4:40.0,O. Casspi enters the game for G. Temple,,73,82
3,4:26.0,,B. Adebayo misses 2-pt hook shot from 4 ft,73,82
3,4:25.0,Defensive rebound by M. Gasol,,73,82
3,4:02.0,M. Gasol misses 3-pt jump shot from 24 ft,,73,82
3,4:02.0,Offensive rebound by Team,,73,82
3,4:02.0,Turnover by Team (shot clock),,73,82
3,3:52.0,,J. Johnson makes 2-pt layup from 2 ft,73,84
3,3:41.0,O. Casspi misses 3-pt jump shot from 24 ft,,73,84
3,3:41.0,Offensive rebound by Team,,73,84
3,3:41.0,,Loose ball foul by J. Johnson (drawn by J. Green),73,84
3,3:41.0,J. Green makes free throw 1 of 2,,74,84
3,3:41.0,,T. Johnson enters the game for J. Richardson,74,84
3,3:41.0,J. Green makes free throw 2 of 2,,75,84
3,3:30.0,,J. Johnson misses 2-pt jump shot from 16 ft,75,84
3,3:28.0,Defensive rebound by O. Casspi,,75,84
3,3:22.0,Turnover by S. Mack (bad pass; steal by B. Adebayo),,75,84
3,3:15.0,,B. Adebayo makes 2-pt layup from 2 ft,75,86
3,2:58.0,O. Casspi misses 2-pt jump shot from 9 ft,,75,86
3,2:56.0,Offensive rebound by J. Green,,75,86
3,2:49.0,J. Green makes 2-pt layup at rim,,77,86
3,2:41.0,,R. McGruder misses 3-pt jump shot from 25 ft,77,86
3,2:41.0,Defensive rebound by Team,,77,86
3,2:41.0,J. Noah enters the game for M. Gasol,,77,86
3,2:41.0,,D. Jones enters the game for B. Adebayo,77,86
3,2:41.0,,K. Olynyk enters the game for J. Johnson,77,86
3,2:41.0,,J. Richardson enters the game for R. McGruder,77,86
3,2:26.0,S. Mack makes 2-pt jump shot from 10 ft,,79,86
3,2:12.0,,Turnover by K. Olynyk (bad pass),79,86
3,1:54.0,S. Mack misses 2-pt layup from 2 ft,,79,86
3,1:52.0,Offensive rebound by J. Noah,,79,86
3,1:50.0,J. Noah makes 2-pt layup at rim,,81,86
3,1:38.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Wade),81,89
3,1:20.0,J. Noah misses 2-pt hook shot from 3 ft,,81,89
3,1:19.0,Offensive rebound by O. Casspi,,81,89
3,1:19.0,Shooting foul by D. Wade (drawn by O. Casspi),,81,89
3,1:19.0,O. Casspi makes free throw 1 of 2,,82,89
3,1:19.0,,D. Waiters enters the game for J. Richardson,82,89
3,1:19.0,O. Casspi makes free throw 2 of 2,,83,89
3,1:05.0,,D. Wade misses 3-pt jump shot from 26 ft,83,89
3,1:03.0,Defensive rebound by J. Green,,83,89
3,0:52.0,S. Mack misses 2-pt jump shot from 17 ft,,83,89
3,0:47.0,,Defensive rebound by D. Wade,83,89
3,0:42.0,,T. Johnson makes 2-pt jump shot from 7 ft (assist by D. Wade),83,91
3,0:32.0,S. Mack misses 3-pt jump shot from 25 ft,,83,91
3,0:30.0,Offensive rebound by J. Green,,83,91
3,0:30.0,J. Green misses 2-pt layup from 2 ft (block by D. Jones),,83,91
3,0:30.0,,Defensive rebound by Team,83,91
3,0:30.0,J. Holiday enters the game for O. Casspi,,83,91
3,0:08.0,,Turnover by D. Jones (lost ball; steal by J. Green),83,91
3,0:03.0,J. Carter misses 3-pt jump shot from 25 ft,,83,91
3,0:02.0,,Defensive rebound by D. Jones,83,91
3,0:01.0,,D. Jones misses 3-pt jump shot from 40 ft (block by J. Carter),83,91
3,0:01.0,,Offensive rebound by Team,83,91
4,11:48.0,Turnover by J. Noah (bad pass; steal by D. Jones),,83,91
4,11:33.0,,Shooting foul by J. Noah (drawn by D. Jones),83,91
4,11:33.0,,D. Jones misses free throw 1 of 2,83,91
4,11:33.0,,Offensive rebound by Team,83,91
4,11:33.0,,D. Jones makes free throw 2 of 2,83,92
4,11:16.0,J. Green makes 2-pt layup from 1 ft,,85,92
4,10:57.0,,T. Johnson misses 3-pt jump shot from 26 ft,85,92
4,10:55.0,Defensive rebound by J. Noah,,85,92
4,10:48.0,S. Mack misses 3-pt jump shot from 26 ft,,85,92
4,10:44.0,,Defensive rebound by K. Olynyk,85,92
4,10:35.0,,D. Wade misses 2-pt layup from 2 ft,85,92
4,10:34.0,Defensive rebound by J. Noah,,85,92
4,10:27.0,O. Casspi makes 2-pt layup from 1 ft (assist by J. Noah),,87,92
4,10:13.0,,D. Waiters misses 2-pt jump shot from 19 ft,87,92
4,10:13.0,,Offensive rebound by Team,87,92
4,10:13.0,M. Conley enters the game for J. Carter,,87,92
4,10:13.0,,Personal foul by O. Casspi (drawn by K. Olynyk),87,92
4,10:13.0,Personal foul by K. Olynyk (drawn by O. Casspi),,87,92
4,10:03.0,,D. Jones misses 2-pt layup from 1 ft,87,92
4,10:02.0,,Offensive rebound by K. Olynyk,87,92
4,10:01.0,,K. Olynyk makes 2-pt layup from 1 ft,87,94
4,9:49.0,Personal foul by T. Johnson (drawn by M. Conley),,87,94
4,9:43.0,Shooting foul by T. Johnson (drawn by J. Green),,87,94
4,9:43.0,J. Green makes free throw 1 of 2,,88,94
4,9:43.0,J. Green makes free throw 2 of 2,,89,94
4,9:28.0,,D. Wade makes 2-pt layup from 3 ft,89,96
4,9:17.0,O. Casspi misses 3-pt jump shot from 26 ft,,89,96
4,9:16.0,,Defensive rebound by D. Waiters,89,96
4,9:03.0,,Shooting foul by J. Green (drawn by D. Jones),89,96
4,9:03.0,,D. Jones misses free throw 1 of 2,89,96
4,9:03.0,,Offensive rebound by Team,89,96
4,9:03.0,,D. Jones makes free throw 2 of 2,89,97
4,8:51.0,M. Conley misses 2-pt layup from 3 ft,,89,97
4,8:49.0,Offensive rebound by M. Conley,,89,97
4,8:44.0,M. Conley makes 3-pt jump shot from 26 ft,,92,97
4,8:26.0,,K. Olynyk misses 3-pt jump shot from 25 ft,92,97
4,8:23.0,Defensive rebound by O. Casspi,,92,97
4,8:15.0,M. Conley misses 3-pt jump shot from 24 ft,,92,97
4,8:15.0,Offensive rebound by J. Green,,92,97
4,8:15.0,Turnover by J. Green (out of bounds lost ball),,92,97
4,8:15.0,J. Jackson enters the game for J. Green,,92,97
4,8:04.0,,Personal foul by M. Conley (drawn by K. Olynyk),92,97
4,7:57.0,,Personal foul by O. Casspi (drawn by K. Olynyk),92,97
4,7:47.0,,D. Jones misses 2-pt layup from 2 ft (block by J. Noah),92,97
4,7:43.0,,Offensive rebound by D. Jones,92,97
4,7:42.0,,D. Jones misses 2-pt layup from 2 ft,92,97
4,7:40.0,,Offensive rebound by D. Jones,92,97
4,7:38.0,,D. Jones makes 2-pt layup from 1 ft,92,99
4,7:22.0,J. Noah makes 2-pt layup from 2 ft,,94,99
4,7:11.0,,T. Johnson misses 3-pt jump shot from 25 ft,94,99
4,7:09.0,Defensive rebound by O. Casspi,,94,99
4,7:05.0,Shooting foul by D. Wade (drawn by S. Mack),,94,99
4,7:05.0,S. Mack makes free throw 1 of 3,,95,99
4,7:05.0,S. Mack misses free throw 2 of 3,,95,99
4,7:05.0,Offensive rebound by Team,,95,99
4,7:05.0,M. Gasol enters the game for J. Noah,,95,99
4,7:05.0,S. Mack makes free throw 3 of 3,,96,99
4,7:05.0,,Miami full timeout,96,99
4,7:05.0,G. Temple enters the game for S. Mack,,96,99
4,7:05.0,,B. Adebayo enters the game for K. Olynyk,96,99
4,7:05.0,,J. Richardson enters the game for D. Wade,96,99
4,7:05.0,,J. Winslow enters the game for D. Waiters,96,99
4,6:44.0,,J. Winslow misses 2-pt jump shot from 21 ft,96,99
4,6:42.0,Defensive rebound by J. Jackson,,96,99
4,6:31.0,M. Conley makes 3-pt jump shot from 25 ft (assist by J. Jackson),,99,99
4,6:11.0,,J. Richardson misses 3-pt jump shot from 23 ft,99,99
4,6:09.0,Defensive rebound by O. Casspi,,99,99
4,5:47.0,Turnover by Team (shot clock),,99,99
4,5:47.0,,K. Olynyk enters the game for D. Jones,99,99
4,5:23.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),99,102
4,5:08.0,M. Gasol makes 3-pt jump shot from 23 ft (assist by M. Conley),,102,102
4,4:53.0,,Turnover by K. Olynyk (lost ball; steal by M. Conley),102,102
4,4:35.0,M. Conley misses 3-pt jump shot from 27 ft,,102,102
4,4:32.0,,Defensive rebound by T. Johnson,102,102
4,4:22.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by T. Johnson),102,104
4,4:02.0,M. Conley misses 2-pt layup from 2 ft,,102,104
4,4:00.0,,Defensive rebound by B. Adebayo,102,104
4,3:45.0,,T. Johnson misses 3-pt jump shot from 25 ft (block by J. Jackson),102,104
4,3:44.0,,Offensive rebound by K. Olynyk,102,104
4,3:44.0,,Offensive foul by K. Olynyk (drawn by M. Conley),102,104
4,3:44.0,,Turnover by K. Olynyk (offensive foul),102,104
4,3:44.0,J. Green enters the game for O. Casspi,,102,104
4,3:44.0,S. Mack enters the game for G. Temple,,102,104
4,3:24.0,S. Mack misses 3-pt jump shot from 26 ft,,102,104
4,3:22.0,,Defensive rebound by Team,102,104
4,3:13.0,,Personal foul by J. Green (drawn by B. Adebayo),102,104
4,3:13.0,,B. Adebayo makes free throw 1 of 2,102,105
4,3:13.0,,B. Adebayo makes free throw 2 of 2,102,106
4,2:48.0,M. Conley makes 2-pt jump shot from 17 ft (assist by M. Gasol),,104,106
4,2:29.0,,Turnover by T. Johnson (bad pass; steal by J. Jackson),104,106
4,2:24.0,Turnover by M. Gasol (bad pass; steal by J. Richardson),,104,106
4,2:21.0,,J. Richardson makes 2-pt layup from 2 ft,104,108
4,2:21.0,Memphis full timeout,,104,108
4,2:01.0,M. Gasol makes 2-pt hook shot from 4 ft,,106,108
4,1:47.0,,Turnover by J. Richardson (bad pass; steal by J. Jackson),106,108
