QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW ORLEANS_ACTION,LA CLIPPERS_SCORE,NEW ORLEANS_SCORE
1,1:37.0,,Turnover by T. Frazier (lost ball; steal by T. Harris),28,25
1,1:19.0,Turnover by M. Harrell (bad pass; steal by A. Davis),,28,25
1,1:15.0,,Turnover by A. Davis (bad pass; steal by M. Scott),28,25
1,1:11.0,T. Harris makes 3-pt jump shot from 26 ft (assist by P. Beverley),,31,25
1,0:59.0,,A. Davis misses 2-pt jump shot from 19 ft,31,25
1,0:54.0,Defensive rebound by T. Harris,,31,25
1,0:48.0,M. Harrell makes 2-pt layup from 2 ft (assist by T. Harris),,33,25
1,0:48.0,Shooting foul by A. Davis (drawn by M. Harrell),,33,25
1,0:48.0,T. Wallace enters the game for T. Harris,,33,25
1,0:48.0,,J. Holiday enters the game for T. Frazier,33,25
1,0:48.0,M. Harrell misses free throw 1 of 1,,33,25
1,0:48.0,,Defensive rebound by W. Johnson,33,25
1,0:36.0,,A. Davis misses 2-pt hook shot from 3 ft,33,25
1,0:35.0,,Offensive rebound by A. Davis,33,25
1,0:35.0,,Shooting foul by M. Scott (drawn by A. Davis),33,25
1,0:35.0,,A. Davis makes free throw 1 of 2,33,26
1,0:35.0,,A. Davis makes free throw 2 of 2,33,27
1,0:28.0,Turnover by L. Williams (bad pass; steal by A. Davis),,33,27
1,0:23.0,,A. Davis makes 2-pt layup from 1 ft (assist by W. Johnson),33,29
1,0:01.0,L. Williams makes 2-pt jump shot from 13 ft,,35,29
1,0:01.0,Shooting foul by J. Holiday (drawn by L. Williams),,35,29
1,0:01.0,S. Thornwell enters the game for M. Harrell,,35,29
1,0:01.0,L. Williams makes free throw 1 of 1,,36,29
2,11:42.0,,J. Holiday makes 3-pt jump shot from 23 ft,36,32
2,11:23.0,T. Wallace makes 2-pt layup from 2 ft (assist by P. Beverley),,38,32
2,11:11.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),38,35
2,11:11.0,,Shooting foul by M. Scott (drawn by D. Miller),38,35
2,11:11.0,,D. Miller misses free throw 1 of 1,38,35
2,11:11.0,Defensive rebound by M. Scott,,38,35
2,10:53.0,Personal foul by W. Johnson (drawn by T. Wallace),,38,35
2,10:46.0,L. Williams makes 3-pt jump shot from 25 ft (assist by P. Beverley),,41,35
2,10:36.0,,J. Holiday makes 2-pt jump shot from 7 ft,41,37
2,10:21.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,43,37
2,10:09.0,,J. Randle makes 2-pt layup from 5 ft (assist by J. Holiday),43,39
2,9:56.0,L. Williams misses 2-pt jump shot from 7 ft,,43,39
2,9:54.0,,Defensive rebound by J. Randle,43,39
2,9:50.0,,J. Randle makes 2-pt layup from 3 ft,43,41
2,9:24.0,L. Williams makes 2-pt jump shot from 4 ft,,45,41
2,9:05.0,,J. Holiday misses 3-pt jump shot from 27 ft,45,41
2,9:02.0,Defensive rebound by T. Wallace,,45,41
2,8:48.0,T. Wallace misses 2-pt layup from 2 ft,,45,41
2,8:42.0,Offensive rebound by T. Wallace,,45,41
2,8:42.0,T. Wallace makes 2-pt layup at rim,,47,41
2,8:39.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by J. Holiday),47,44
2,8:26.0,Personal foul by W. Johnson (drawn by T. Wallace),,47,44
2,8:23.0,Shooting foul by D. Miller (drawn by M. Harrell),,47,44
2,8:23.0,M. Harrell makes free throw 1 of 2,,48,44
2,8:23.0,,E. Moore enters the game for S. Hill,48,44
2,8:23.0,M. Harrell makes free throw 2 of 2,,49,44
2,8:11.0,,J. Randle makes 2-pt layup from 2 ft (assist by D. Miller),49,46
2,8:01.0,T. Wallace makes 2-pt jump shot from 18 ft (assist by L. Williams),,51,46
2,7:49.0,,D. Miller misses 3-pt jump shot from 25 ft,51,46
2,7:46.0,Defensive rebound by P. Beverley,,51,46
2,7:37.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,53,46
2,7:32.0,,D. Miller misses 3-pt jump shot from 26 ft,53,46
2,7:29.0,,Offensive rebound by J. Randle,53,46
2,7:21.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),53,48
2,7:11.0,L. Williams makes 2-pt layup from 2 ft,,55,48
2,7:01.0,,J. Holiday misses 3-pt jump shot from 25 ft,55,48
2,6:58.0,Defensive rebound by M. Scott,,55,48
2,6:56.0,Shooting foul by W. Johnson (drawn by M. Harrell),,55,48
2,6:56.0,,New Orleans full timeout,55,48
2,6:56.0,D. Gallinari enters the game for M. Scott,,55,48
2,6:56.0,,A. Davis enters the game for J. Holiday,55,48
2,6:56.0,,T. Frazier enters the game for W. Johnson,55,48
2,6:56.0,M. Harrell misses free throw 1 of 2,,55,48
2,6:56.0,Offensive rebound by Team,,55,48
2,6:56.0,M. Harrell makes free throw 2 of 2,,56,48
2,6:36.0,,J. Randle makes 2-pt layup from 2 ft,56,50
2,6:21.0,T. Wallace misses 2-pt layup from 3 ft,,56,50
2,6:16.0,Offensive rebound by M. Harrell,,56,50
2,6:16.0,M. Harrell misses 2-pt layup at rim,,56,50
2,6:16.0,,Defensive rebound by A. Davis,56,50
2,6:12.0,,D. Miller misses 3-pt jump shot from 25 ft,56,50
2,6:10.0,Defensive rebound by D. Gallinari,,56,50
2,6:02.0,P. Beverley makes 2-pt layup from 2 ft,,58,50
2,5:42.0,,A. Davis misses 3-pt jump shot from 25 ft,58,50
2,5:38.0,,Offensive rebound by T. Frazier,58,50
2,5:36.0,,Personal foul by T. Wallace (drawn by A. Davis),58,50
2,5:36.0,M. Gortat enters the game for M. Harrell,,58,50
2,5:36.0,T. Harris enters the game for T. Wallace,,58,50
2,5:36.0,,J. Holiday enters the game for D. Miller,58,50
2,5:30.0,,J. Holiday misses 2-pt jump shot from 19 ft,58,50
2,5:26.0,Defensive rebound by M. Gortat,,58,50
2,5:24.0,Personal foul by E. Moore (drawn by D. Gallinari),,58,50
2,5:24.0,D. Gallinari makes free throw 1 of 2,,59,50
2,5:24.0,D. Gallinari makes free throw 2 of 2,,60,50
2,5:16.0,,Turnover by T. Frazier (bad pass; steal by T. Harris),60,50
2,5:10.0,M. Gortat makes 2-pt dunk from 1 ft (assist by P. Beverley),,62,50
2,5:01.0,,T. Frazier makes 3-pt jump shot from 27 ft (assist by J. Holiday),62,53
2,4:46.0,Shooting foul by E. Moore (drawn by T. Harris),,62,53
2,4:46.0,A. Bradley enters the game for L. Williams,,62,53
2,4:46.0,,S. Hill enters the game for E. Moore,62,53
2,4:46.0,T. Harris makes free throw 1 of 2,,63,53
2,4:46.0,T. Harris makes free throw 2 of 2,,64,53
2,4:39.0,,J. Randle makes 2-pt layup from 1 ft (assist by A. Davis),64,55
2,4:39.0,,Shooting foul by D. Gallinari (drawn by J. Randle),64,55
2,4:39.0,,J. Randle makes free throw 1 of 1,64,56
2,4:27.0,P. Beverley misses 2-pt layup from 2 ft,,64,56
2,4:25.0,Offensive rebound by M. Gortat,,64,56
2,4:23.0,D. Gallinari misses 3-pt jump shot from 23 ft,,64,56
2,4:20.0,,Defensive rebound by A. Davis,64,56
2,4:07.0,,J. Holiday misses 2-pt jump shot from 15 ft,64,56
2,4:03.0,Defensive rebound by M. Gortat,,64,56
2,3:50.0,Turnover by M. Gortat (3 sec),,64,56
2,3:48.0,,Personal foul by P. Beverley (drawn by T. Frazier),64,56
2,3:36.0,,Personal foul by A. Bradley (drawn by J. Holiday),64,56
2,3:36.0,,J. Holiday makes free throw 1 of 2,64,57
2,3:36.0,S. Gilgeous-Alexander enters the game for P. Beverley,,64,57
2,3:36.0,,J. Holiday makes free throw 2 of 2,64,58
2,3:19.0,Turnover by A. Bradley (bad pass; steal by A. Davis),,64,58
2,3:05.0,,J. Randle misses 2-pt jump shot from 4 ft,64,58
2,3:03.0,Defensive rebound by T. Harris,,64,58
2,2:59.0,Shooting foul by A. Davis (drawn by D. Gallinari),,64,58
2,2:59.0,LA Clippers full timeout,,64,58
2,2:59.0,D. Gallinari makes free throw 1 of 2,,65,58
2,2:59.0,D. Gallinari makes free throw 2 of 2,,66,58
2,2:40.0,,A. Davis misses 3-pt jump shot from 26 ft,66,58
2,2:34.0,,Offensive rebound by S. Hill,66,58
2,2:32.0,,J. Randle makes 2-pt dunk from 1 ft (assist by J. Holiday),66,60
2,2:12.0,A. Bradley misses 3-pt jump shot from 24 ft,,66,60
2,2:07.0,Offensive rebound by S. Gilgeous-Alexander,,66,60
2,2:04.0,A. Bradley makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,68,60
2,1:51.0,,S. Hill makes 3-pt jump shot from 22 ft (assist by J. Holiday),68,63
2,1:36.0,A. Bradley makes 2-pt jump shot from 9 ft,,70,63
2,1:19.0,,J. Randle misses 2-pt hook shot from 4 ft,70,63
2,1:19.0,,Offensive rebound by Team,70,63
2,1:19.0,Loose ball foul by D. Gallinari (drawn by J. Randle),,70,63
2,1:19.0,,J. Randle makes free throw 1 of 2,70,64
2,1:19.0,,J. Randle makes free throw 2 of 2,70,65
2,1:08.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by D. Gallinari),,72,65
2,0:54.0,,Offensive foul by A. Davis (drawn by D. Gallinari),72,65
2,0:54.0,,Turnover by A. Davis (offensive foul),72,65
2,0:54.0,,D. Miller enters the game for A. Davis,72,65
2,0:32.0,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by M. Gortat),,75,65
2,0:25.0,,T. Frazier misses 2-pt layup from 5 ft,75,65
2,0:23.0,Defensive rebound by M. Gortat,,75,65
2,0:02.0,Shooting foul by J. Randle (drawn by D. Gallinari),,75,65
2,0:02.0,,Technical foul by S. Hill,75,65
2,0:02.0,Technical foul by A. Bradley,,75,65
2,0:02.0,D. Gallinari makes free throw 1 of 2,,76,65
2,0:02.0,S. Thornwell enters the game for A. Bradley,,76,65
2,0:02.0,D. Gallinari makes free throw 2 of 2,,77,65
3,11:49.0,,Personal foul by A. Bradley (drawn by J. Holiday),77,65
3,11:38.0,,T. Frazier makes 2-pt layup from 2 ft (assist by A. Davis),77,67
3,11:26.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by T. Frazier),,77,67
3,11:26.0,,Personal foul by M. Gortat (drawn by T. Frazier),77,67
3,11:08.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by E. Moore),77,69
3,10:57.0,T. Harris makes 2-pt layup from 2 ft (assist by M. Gortat),,79,69
3,10:57.0,Shooting foul by J. Holiday (drawn by T. Harris),,79,69
3,10:57.0,T. Harris makes free throw 1 of 1,,80,69
3,10:45.0,,E. Moore makes 2-pt jump shot from 12 ft,80,71
3,10:32.0,Personal foul by J. Holiday (drawn by T. Harris),,80,71
3,10:19.0,T. Harris makes 2-pt jump shot from 4 ft,,82,71
3,9:58.0,,J. Holiday misses 3-pt jump shot from 25 ft,82,71
3,9:58.0,Defensive rebound by A. Bradley,,82,71
3,9:49.0,A. Bradley makes 3-pt jump shot from 26 ft,,85,71
3,9:48.0,,New Orleans full timeout,85,71
3,9:29.0,,Shooting foul by M. Gortat (drawn by J. Randle),85,71
3,9:29.0,,J. Randle misses free throw 1 of 2,85,71
3,9:29.0,,Offensive rebound by Team,85,71
3,9:29.0,,J. Randle makes free throw 2 of 2,85,72
3,9:19.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by M. Gortat),,88,72
3,9:03.0,,J. Randle misses 2-pt jump shot from 7 ft,88,72
3,9:00.0,Defensive rebound by T. Harris,,88,72
3,8:41.0,D. Gallinari makes 2-pt jump shot from 6 ft,,90,72
3,8:28.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Frazier),90,74
3,8:07.0,A. Bradley misses 3-pt jump shot from 26 ft,,90,74
3,8:05.0,,Defensive rebound by J. Randle,90,74
3,7:58.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),90,76
3,7:30.0,Turnover by T. Harris (lost ball; steal by J. Holiday),,90,76
3,7:19.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by A. Davis),90,79
3,7:18.0,LA Clippers full timeout,,90,79
3,6:55.0,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,,90,79
3,6:55.0,,Defensive rebound by A. Davis,90,79
3,6:44.0,,Turnover by T. Frazier (bad pass),90,79
3,6:27.0,A. Bradley makes 2-pt layup from 2 ft (assist by M. Gortat),,92,79
3,6:02.0,,A. Davis makes 2-pt jump shot from 13 ft,92,81
3,5:37.0,T. Harris makes 2-pt jump shot from 9 ft,,94,81
3,5:24.0,,E. Moore misses 3-pt jump shot from 25 ft,94,81
3,5:21.0,Defensive rebound by M. Gortat,,94,81
3,5:12.0,M. Gortat misses 2-pt layup from 3 ft (block by J. Holiday),,94,81
3,5:09.0,,Defensive rebound by T. Frazier,94,81
3,5:06.0,,J. Holiday makes 2-pt layup from 2 ft (assist by J. Randle),94,83
3,4:52.0,Personal foul by J. Randle (drawn by D. Gallinari),,94,83
3,4:52.0,M. Harrell enters the game for M. Gortat,,94,83
3,4:52.0,,S. Hill enters the game for E. Moore,94,83
3,4:40.0,T. Harris misses 2-pt layup from 3 ft,,94,83
3,4:39.0,,Defensive rebound by A. Davis,94,83
3,4:33.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by S. Hill),94,86
3,4:20.0,T. Harris misses 3-pt jump shot from 26 ft,,94,86
3,4:16.0,,Defensive rebound by J. Randle,94,86
3,4:12.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Randle),94,89
3,4:10.0,LA Clippers full timeout,,94,89
3,4:10.0,P. Beverley enters the game for A. Bradley,,94,89
3,4:10.0,L. Williams enters the game for S. Gilgeous-Alexander,,94,89
3,3:54.0,M. Harrell misses 2-pt hook shot from 5 ft (block by A. Davis),,94,89
3,3:54.0,Offensive rebound by Team,,94,89
3,3:51.0,D. Gallinari misses 3-pt jump shot from 26 ft,,94,89
3,3:47.0,,Defensive rebound by J. Randle,94,89
3,3:35.0,,J. Randle makes 2-pt jump shot from 8 ft (assist by A. Davis),94,91
3,3:09.0,M. Harrell misses 2-pt jump shot from 10 ft,,94,91
3,3:06.0,Offensive rebound by D. Gallinari,,94,91
3,2:58.0,D. Gallinari makes 2-pt layup from 2 ft,,96,91
3,2:55.0,Violation by Team (delay of game),,96,91
3,2:42.0,,S. Hill misses 2-pt layup from 2 ft,96,91
3,2:40.0,,Offensive rebound by S. Hill,96,91
3,2:39.0,,Personal foul by M. Harrell (drawn by J. Randle),96,91
3,2:39.0,M. Scott enters the game for D. Gallinari,,96,91
3,2:39.0,,D. Miller enters the game for J. Holiday,96,91
3,2:36.0,,D. Miller makes 2-pt jump shot from 17 ft (assist by T. Frazier),96,93
3,2:18.0,L. Williams makes 2-pt jump shot from 5 ft (assist by M. Harrell),,98,93
3,2:07.0,,A. Davis misses 3-pt jump shot from 26 ft,98,93
3,2:03.0,Defensive rebound by Team,,98,93
3,1:46.0,T. Harris makes 2-pt jump shot from 9 ft,,100,93
3,1:22.0,,J. Randle misses 3-pt jump shot from 25 ft,100,93
3,1:17.0,Defensive rebound by M. Scott,,100,93
3,1:14.0,Shooting foul by S. Hill (drawn by M. Harrell),,100,93
3,1:14.0,M. Harrell misses free throw 1 of 2,,100,93
3,1:14.0,Offensive rebound by Team,,100,93
3,1:14.0,,J. Holiday enters the game for T. Frazier,100,93
3,1:14.0,,W. Johnson enters the game for J. Randle,100,93
3,1:14.0,M. Harrell makes free throw 2 of 2,,101,93
3,1:06.0,,J. Holiday makes 2-pt jump shot from 4 ft,101,95
3,0:45.0,Turnover by L. Williams (lost ball; steal by J. Holiday),,101,95
3,0:36.0,,W. Johnson misses 3-pt jump shot from 23 ft,101,95
3,0:33.0,,Offensive rebound by J. Holiday,101,95
3,0:30.0,,S. Hill misses 3-pt jump shot from 23 ft,101,95
3,0:27.0,,Offensive rebound by A. Davis,101,95
3,0:27.0,,A. Davis makes 2-pt dunk from 1 ft,101,97
3,0:01.0,L. Williams misses 2-pt jump shot from 9 ft,,101,97
3,0:01.0,Offensive rebound by Team,,101,97
4,11:50.0,T. Wallace makes 2-pt jump shot from 8 ft (assist by L. Williams),,103,97
4,11:35.0,,J. Holiday makes 2-pt layup from 2 ft,103,99
4,11:22.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by L. Williams),,106,99
4,11:07.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by J. Holiday),106,102
4,10:53.0,Shooting foul by J. Randle (drawn by L. Williams),,106,102
4,10:53.0,L. Williams makes free throw 1 of 2,,107,102
4,10:53.0,L. Williams makes free throw 2 of 2,,108,102
4,10:37.0,,D. Miller misses 3-pt jump shot from 24 ft,108,102
4,10:33.0,Defensive rebound by L. Williams,,108,102
4,10:31.0,Shooting foul by W. Johnson (drawn by T. Wallace),,108,102
4,10:31.0,T. Wallace misses free throw 1 of 2,,108,102
4,10:31.0,Offensive rebound by Team,,108,102
4,10:31.0,T. Wallace misses free throw 2 of 2,,108,102
4,10:27.0,,Defensive rebound by W. Johnson,108,102
4,10:10.0,,Shooting foul by M. Scott (drawn by J. Randle),108,102
4,10:10.0,,J. Randle misses free throw 1 of 2,108,102
4,10:10.0,,Offensive rebound by Team,108,102
4,10:10.0,,J. Randle misses free throw 2 of 2,108,102
4,10:07.0,Defensive rebound by T. Wallace,,108,102
4,9:56.0,M. Scott makes 2-pt jump shot from 15 ft (assist by L. Williams),,110,102
4,9:33.0,,J. Holiday makes 2-pt jump shot from 12 ft,110,104
4,9:24.0,L. Williams makes 2-pt layup from 3 ft,,112,104
4,9:14.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Miller),112,107
4,8:56.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by T. Wallace),,115,107
4,8:45.0,,Shooting foul by L. Williams (drawn by J. Holiday),115,107
4,8:45.0,,J. Holiday makes free throw 1 of 2,115,108
4,8:45.0,,A. Davis enters the game for W. Johnson,115,108
4,8:45.0,,J. Holiday makes free throw 2 of 2,115,109
4,8:35.0,L. Williams misses 2-pt jump shot from 15 ft,,115,109
4,8:34.0,,Defensive rebound by Team,115,109
4,8:34.0,Loose ball foul by P. Beverley (drawn by A. Davis),,115,109
4,8:21.0,,J. Holiday makes 2-pt layup from 1 ft,115,111
4,8:10.0,Personal foul by J. Randle (drawn by M. Harrell),,115,111
4,8:10.0,A. Bradley enters the game for T. Wallace,,115,111
4,8:07.0,Turnover by M. Harrell (discontinued dribble),,115,111
4,8:01.0,,Personal foul by A. Bradley (drawn by J. Holiday),115,111
4,7:45.0,,J. Randle misses 2-pt jump shot from 7 ft,115,111
4,7:40.0,Defensive rebound by M. Scott,,115,111
4,7:29.0,M. Harrell misses 2-pt jump shot from 8 ft,,115,111
4,7:29.0,,Defensive rebound by A. Davis,115,111
4,7:14.0,,J. Holiday makes 3-pt jump shot from 27 ft,115,114
4,6:54.0,L. Williams misses 2-pt layup from 8 ft,,115,114
4,6:48.0,Offensive rebound by L. Williams,,115,114
4,6:45.0,A. Bradley misses 2-pt jump shot from 15 ft (block by A. Davis),,115,114
4,6:45.0,,Defensive rebound by J. Randle,115,114
4,6:38.0,,New Orleans full timeout,115,114
4,6:38.0,D. Gallinari enters the game for P. Beverley,,115,114
4,6:38.0,S. Gilgeous-Alexander enters the game for M. Scott,,115,114
4,6:38.0,T. Harris enters the game for L. Williams,,115,114
4,6:28.0,,A. Davis misses 3-pt jump shot from 23 ft,115,114
4,6:25.0,Defensive rebound by D. Gallinari,,115,114
4,6:04.0,Turnover by A. Bradley (lost ball; steal by D. Miller),,115,114
4,5:53.0,,J. Randle misses 2-pt hook shot from 4 ft,115,114
4,5:53.0,Defensive rebound by T. Harris,,115,114
4,5:53.0,Personal foul by J. Randle (drawn by T. Harris),,115,114
4,5:41.0,D. Gallinari misses 3-pt jump shot from 23 ft,,115,114
4,5:39.0,,Defensive rebound by A. Davis,115,114
4,5:29.0,,J. Holiday misses 2-pt jump shot from 11 ft (block by A. Bradley),115,114
4,5:25.0,,Offensive rebound by J. Holiday,115,114
4,5:23.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),115,117
4,5:00.0,A. Bradley misses 3-pt jump shot from 26 ft,,115,117
4,4:57.0,,Defensive rebound by A. Davis,115,117
4,4:39.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),115,119
4,4:20.0,A. Bradley misses 2-pt jump shot from 23 ft,,115,119
4,4:16.0,,Defensive rebound by A. Davis,115,119
4,4:06.0,,J. Holiday misses 2-pt jump shot from 13 ft,115,119
4,4:04.0,Defensive rebound by Team,,115,119
4,4:04.0,,Loose ball foul by J. Randle (drawn by D. Gallinari),115,119
4,4:04.0,,W. Johnson enters the game for J. Randle,115,119
4,4:04.0,D. Gallinari makes free throw 1 of 2,,116,119
4,4:04.0,D. Gallinari makes free throw 2 of 2,,117,119
4,3:58.0,,Personal foul by A. Bradley (drawn by J. Holiday),117,119
4,3:58.0,,J. Holiday misses free throw 1 of 2,117,119
4,3:58.0,,Offensive rebound by Team,117,119
4,3:58.0,L. Williams enters the game for S. Gilgeous-Alexander,,117,119
4,3:58.0,,J. Holiday misses free throw 2 of 2,117,119
4,3:56.0,Defensive rebound by D. Gallinari,,117,119
4,3:35.0,T. Harris makes 2-pt jump shot from 5 ft,,119,119
4,3:29.0,,New Orleans full timeout,119,119
4,3:29.0,P. Beverley enters the game for L. Williams,,119,119
4,3:20.0,,S. Hill misses 3-pt jump shot from 24 ft,119,119
4,3:18.0,Defensive rebound by P. Beverley,,119,119
4,3:18.0,LA Clippers full timeout,,119,119
4,3:18.0,L. Williams enters the game for P. Beverley,,119,119
4,2:56.0,T. Harris misses 2-pt jump shot from 9 ft,,119,119
4,2:52.0,,Defensive rebound by A. Davis,119,119
4,2:44.0,,Turnover by J. Holiday (lost ball; steal by A. Bradley),119,119
