QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
4,6:20.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Powell),97,102
4,6:05.0,L. Williams misses 2-pt jump shot from 13 ft,,97,102
4,6:01.0,Offensive rebound by D. Gallinari,,97,102
4,6:01.0,Personal foul by D. Finney-Smith (drawn by D. Gallinari),,97,102
4,6:01.0,M. Harrell enters the game for S. Gilgeous-Alexander,,97,102
4,6:01.0,,D. Jordan enters the game for D. Powell,97,102
4,5:47.0,Turnover by Team (shot clock),,97,102
4,5:38.0,,Personal foul by T. Harris (drawn by D. Jordan),97,102
4,5:38.0,,D. Jordan misses free throw 1 of 2,97,102
4,5:38.0,,Offensive rebound by Team,97,102
4,5:38.0,,D. Jordan makes free throw 2 of 2,97,103
4,5:24.0,Turnover by L. Williams (bad pass),,97,103
4,5:17.0,,J. Barea makes 2-pt jump shot from 22 ft,97,105
4,5:15.0,LA Clippers full timeout,,97,105
4,5:07.0,T. Harris misses 2-pt hook shot from 4 ft,,97,105
4,5:05.0,Offensive rebound by M. Harrell,,97,105
4,5:03.0,M. Harrell makes 2-pt layup from 1 ft,,99,105
4,4:50.0,,Offensive foul by D. Finney-Smith (drawn by M. Harrell),99,105
4,4:50.0,,Turnover by D. Finney-Smith (offensive foul),99,105
4,4:50.0,,W. Matthews enters the game for D. Finney-Smith,99,105
4,4:27.0,D. Gallinari misses 2-pt jump shot from 19 ft,,99,105
4,4:24.0,,Defensive rebound by D. Jordan,99,105
4,4:14.0,,D. Jordan misses 2-pt hook shot from 4 ft,99,105
4,4:11.0,Defensive rebound by T. Harris,,99,105
4,4:06.0,L. Williams makes 2-pt jump shot from 17 ft,,101,105
4,3:49.0,,J. Barea misses 2-pt hook shot from 4 ft,101,105
4,3:48.0,Defensive rebound by M. Harrell,,101,105
4,3:41.0,A. Bradley misses 2-pt jump shot from 19 ft,,101,105
4,3:39.0,,Defensive rebound by W. Matthews,101,105
4,3:20.0,,H. Barnes misses 3-pt jump shot from 26 ft,101,105
4,3:15.0,Defensive rebound by T. Harris,,101,105
4,3:10.0,M. Harrell makes 2-pt jump shot from 2 ft (assist by L. Williams),,103,105
4,3:10.0,,Dallas full timeout,103,105
4,2:55.0,,D. Smith misses 2-pt jump shot from 18 ft,103,105
4,2:51.0,Defensive rebound by L. Williams,,103,105
4,2:37.0,A. Bradley makes 2-pt layup from 1 ft (assist by L. Williams),,105,105
4,2:28.0,,H. Barnes makes 2-pt layup from 1 ft (assist by J. Barea),105,107
4,2:05.0,M. Harrell misses 2-pt layup from 1 ft (block by D. Jordan),,105,107
4,2:01.0,,Defensive rebound by H. Barnes,105,107
4,1:53.0,,H. Barnes misses 2-pt jump shot from 5 ft,105,107
4,1:50.0,Defensive rebound by M. Harrell,,105,107
4,1:33.0,A. Bradley misses 2-pt jump shot from 4 ft,,105,107
4,1:31.0,,Defensive rebound by D. Jordan,105,107
4,1:25.0,,D. Smith misses 3-pt jump shot from 25 ft,105,107
4,1:21.0,Defensive rebound by M. Harrell,,105,107
4,1:15.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,107,107
4,1:15.0,Shooting foul by D. Jordan (drawn by M. Harrell),,107,107
4,1:15.0,S. Gilgeous-Alexander enters the game for L. Williams,,107,107
4,1:15.0,M. Harrell misses free throw 1 of 1,,107,107
4,1:15.0,,Defensive rebound by D. Jordan,107,107
4,0:53.0,,H. Barnes misses 2-pt jump shot from 4 ft,107,107
4,0:52.0,,Offensive rebound by D. Jordan,107,107
4,0:52.0,,D. Jordan makes 2-pt layup at rim,107,109
4,0:52.0,LA Clippers full timeout,,107,109
4,0:52.0,L. Williams enters the game for S. Gilgeous-Alexander,,107,109
4,0:52.0,,D. Finney-Smith enters the game for J. Barea,107,109
4,0:48.0,L. Williams makes 3-pt jump shot from 28 ft,,110,109
4,0:36.0,,H. Barnes misses 2-pt jump shot from 6 ft,110,109
4,0:35.0,,Offensive rebound by D. Finney-Smith,110,109
4,0:34.0,,D. Finney-Smith makes 2-pt layup at rim,110,111
4,0:28.0,Turnover by L. Williams (bad pass; steal by D. Jordan),,110,111
4,0:27.0,,Personal foul by L. Williams (drawn by D. Jordan),110,111
4,0:27.0,,D. Jordan makes free throw 1 of 2,110,112
4,0:27.0,,D. Jordan misses free throw 2 of 2,110,112
4,0:27.0,Defensive rebound by T. Harris,,110,112
4,0:27.0,LA Clippers full timeout,,110,112
4,0:21.0,T. Harris misses 3-pt jump shot from 26 ft,,110,112
4,0:19.0,Offensive rebound by Team,,110,112
4,0:12.0,T. Harris misses 2-pt jump shot from 5 ft (block by D. Smith),,110,112
4,0:09.0,,Defensive rebound by D. Smith,110,112
4,0:09.0,,Personal take foul by A. Bradley (drawn by D. Smith),110,112
4,0:09.0,,D. Smith makes free throw 1 of 2,110,113
4,0:09.0,M. Scott enters the game for M. Harrell,,110,113
4,0:09.0,,D. Smith makes free throw 2 of 2,110,114
4,0:05.0,L. Williams misses 3-pt jump shot from 31 ft,,110,114
4,0:02.0,,Defensive rebound by D. Jordan,110,114
