QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
2,6:46.0,Defensive rebound by E. Turner,,42,36
2,6:39.0,S. Curry misses 3-pt jump shot from 29 ft,,42,36
2,6:37.0,,Defensive rebound by J. Jerebko,42,36
2,6:30.0,,Golden State full timeout,42,36
2,6:30.0,A. Aminu enters the game for R. Hood,,42,36
2,6:30.0,D. Lillard enters the game for E. Turner,,42,36
2,6:30.0,,S. Curry enters the game for J. Bell,42,36
2,6:30.0,,D. Green enters the game for Q. Cook,42,36
2,6:30.0,,A. Iguodala enters the game for J. Jerebko,42,36
2,6:30.0,,K. Looney enters the game for S. Livingston,42,36
2,6:21.0,,K. Thompson misses 2-pt jump shot from 11 ft,42,36
2,6:17.0,Defensive rebound by D. Lillard,,42,36
2,6:08.0,Turnover by E. Freedom (out of bounds lost ball),,42,36
2,6:04.0,,Shooting foul by E. Freedom (drawn by S. Curry),42,36
2,6:04.0,,S. Curry makes free throw 1 of 3,42,37
2,6:04.0,,S. Curry makes free throw 2 of 3,42,38
2,6:04.0,,S. Curry makes free throw 3 of 3,42,39
2,5:49.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Lillard),,44,39
2,5:43.0,,S. Curry misses 3-pt jump shot from 29 ft,44,39
2,5:41.0,Defensive rebound by S. Curry,,44,39
2,5:33.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by S. Curry),,47,39
2,5:21.0,,K. Looney makes 2-pt hook shot from 6 ft (assist by K. Thompson),47,41
2,5:12.0,Personal foul by K. Looney (drawn by C. McCollum),,47,41
2,5:12.0,Away from play foul by K. Thompson (drawn by C. McCollum),,47,41
2,5:12.0,C. McCollum makes free throw 1 of 1,,48,41
2,5:12.0,Offensive foul by C. McCollum (drawn by K. Thompson),,48,41
2,5:12.0,Turnover by C. McCollum (offensive foul),,48,41
2,5:07.0,,Turnover by S. Curry (lost ball; steal by S. Curry),48,41
2,4:54.0,Personal foul by K. Looney (drawn by E. Freedom),,48,41
2,4:44.0,E. Freedom makes 2-pt layup from 3 ft (assist by A. Aminu),,50,41
2,4:34.0,,K. Thompson misses 3-pt jump shot from 28 ft,50,41
2,4:32.0,Defensive rebound by A. Aminu,,50,41
2,4:13.0,Shooting foul by K. Thompson (drawn by S. Curry),,50,41
2,4:13.0,,A. McKinnie enters the game for K. Thompson,50,41
2,4:13.0,S. Curry makes free throw 1 of 2,,51,41
2,4:13.0,S. Curry makes free throw 2 of 2,,52,41
2,4:00.0,,S. Curry makes 2-pt layup from 5 ft (assist by D. Green),52,43
2,3:50.0,D. Lillard makes 3-pt jump shot from 31 ft,,55,43
2,3:40.0,,S. Curry misses 3-pt jump shot from 29 ft,55,43
2,3:38.0,Defensive rebound by E. Freedom,,55,43
2,3:31.0,Shooting foul by A. Iguodala (drawn by D. Lillard),,55,43
2,3:31.0,D. Lillard makes free throw 1 of 2,,56,43
2,3:31.0,D. Lillard misses free throw 2 of 2,,56,43
2,3:30.0,,Defensive rebound by D. Green,56,43
2,3:11.0,,Personal foul by S. Curry (drawn by A. Iguodala),56,43
2,3:11.0,,K. Thompson enters the game for A. McKinnie,56,43
2,3:01.0,,D. Green misses 2-pt jump shot from 11 ft (block by E. Freedom),56,43
2,3:00.0,,Offensive rebound by Team,56,43
2,2:58.0,,D. Green makes 2-pt jump shot from 16 ft (assist by S. Curry),56,45
2,2:34.0,A. Aminu misses 3-pt jump shot from 28 ft,,56,45
2,2:32.0,,Defensive rebound by S. Curry,56,45
2,2:19.0,,Turnover by S. Curry (traveling),56,45
2,2:19.0,Portland full timeout,,56,45
2,2:19.0,M. Harkless enters the game for A. Aminu,,56,45
2,2:07.0,D. Lillard makes 3-pt jump shot from 32 ft,,59,45
2,2:05.0,,Turnover by D. Green (bad pass; steal by S. Curry),59,45
2,2:03.0,S. Curry misses 2-pt layup from 2 ft,,59,45
2,2:01.0,,Defensive rebound by D. Green,59,45
2,1:55.0,,Shooting foul by M. Harkless (drawn by D. Green),59,45
2,1:55.0,,D. Green misses free throw 1 of 2,59,45
2,1:55.0,,Offensive rebound by Team,59,45
2,1:55.0,A. Aminu enters the game for M. Harkless,,59,45
2,1:55.0,,D. Green misses free throw 2 of 2,59,45
2,1:53.0,Defensive rebound by E. Freedom,,59,45
2,1:42.0,A. Aminu misses 2-pt jump shot from 10 ft,,59,45
2,1:41.0,,Defensive rebound by K. Looney,59,45
2,1:30.0,,Turnover by K. Thompson (lost ball; steal by E. Freedom),59,45
2,1:24.0,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Lillard),,62,45
2,1:08.0,,K. Looney makes 2-pt layup from 1 ft (assist by D. Green),62,47
2,1:08.0,,Shooting foul by E. Freedom (drawn by K. Looney),62,47
2,1:08.0,,K. Looney makes free throw 1 of 1,62,48
2,0:45.0,S. Curry misses 3-pt jump shot from 30 ft,,62,48
2,0:43.0,Offensive rebound by D. Lillard,,62,48
2,0:36.0,D. Lillard makes 3-pt jump shot from 27 ft,,65,48
2,0:28.0,,S. Curry makes 2-pt layup from 3 ft,65,50
2,0:05.0,A. Aminu misses 3-pt jump shot from 23 ft,,65,50
2,0:04.0,,Defensive rebound by D. Green,65,50
2,0:01.0,,S. Curry misses 3-pt jump shot from 47 ft,65,50
2,0:00.0,,Offensive rebound by Team,65,50
3,11:44.0,C. McCollum makes 2-pt jump shot from 14 ft,,67,50
3,11:22.0,,D. Green misses 2-pt jump shot from 22 ft,67,50
3,11:20.0,,Offensive rebound by A. Iguodala,67,50
3,11:18.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by A. Iguodala),67,53
3,10:55.0,Personal foul by D. Green (drawn by A. Aminu),,67,53
3,10:45.0,C. McCollum misses 2-pt jump shot from 12 ft,,67,53
3,10:44.0,Offensive rebound by M. Harkless,,67,53
3,10:44.0,M. Harkless misses 2-pt layup at rim,,67,53
3,10:42.0,,Defensive rebound by S. Curry,67,53
3,10:31.0,,Turnover by D. Green (bad pass),67,53
3,10:12.0,,Violation by Team (kicked ball),67,53
3,10:01.0,D. Lillard misses 2-pt jump shot from 19 ft,,67,53
3,10:00.0,,Defensive rebound by D. Green,67,53
3,9:50.0,,K. Thompson misses 2-pt jump shot from 20 ft,67,53
3,9:48.0,Defensive rebound by M. Harkless,,67,53
3,9:34.0,Shooting foul by K. Looney (drawn by M. Harkless),,67,53
3,9:34.0,M. Harkless makes free throw 1 of 2,,68,53
3,9:34.0,M. Harkless makes free throw 2 of 2,,69,53
3,9:21.0,,A. Iguodala misses 3-pt jump shot from 27 ft,69,53
3,9:19.0,Defensive rebound by E. Freedom,,69,53
3,9:16.0,Turnover by E. Freedom (bad pass),,69,53
3,9:11.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Looney),69,56
3,8:59.0,Turnover by D. Lillard (lost ball; steal by K. Looney),,69,56
3,8:54.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by K. Looney),69,58
3,8:53.0,Portland full timeout,,69,58
3,8:31.0,M. Harkless misses 2-pt jump shot from 9 ft (block by K. Looney),,69,58
3,8:29.0,,Defensive rebound by S. Curry,69,58
3,8:25.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),69,61
3,8:06.0,C. McCollum misses 2-pt jump shot from 17 ft,,69,61
3,8:05.0,,Defensive rebound by K. Looney,69,61
3,7:45.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by A. Iguodala),69,64
3,7:27.0,D. Lillard misses 2-pt jump shot from 14 ft,,69,64
3,7:25.0,,Defensive rebound by A. Iguodala,69,64
3,7:18.0,,S. Curry misses 3-pt jump shot from 26 ft,69,64
3,7:16.0,,Offensive rebound by K. Looney,69,64
3,7:11.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),69,66
3,7:11.0,Portland full timeout,,69,66
3,7:11.0,Z. Collins enters the game for A. Aminu,,69,66
3,7:11.0,R. Hood enters the game for E. Freedom,,69,66
3,6:49.0,R. Hood misses 2-pt jump shot from 11 ft,,69,66
3,6:48.0,,Defensive rebound by D. Green,69,66
3,6:41.0,,K. Thompson misses 2-pt layup from 5 ft,69,66
3,6:40.0,Defensive rebound by C. McCollum,,69,66
3,6:28.0,M. Harkless makes 2-pt layup from 2 ft (assist by C. McCollum),,71,66
3,6:06.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Curry),71,68
3,5:43.0,Turnover by Z. Collins (out of bounds lost ball),,71,68
3,5:43.0,,D. Jones enters the game for K. Looney,71,68
3,5:23.0,,Shooting foul by Z. Collins (drawn by K. Thompson),71,68
3,5:23.0,,K. Thompson makes free throw 1 of 2,71,69
3,5:23.0,,K. Thompson makes free throw 2 of 2,71,70
3,5:11.0,Personal foul by S. Curry (drawn by D. Lillard),,71,70
3,5:06.0,Shooting foul by D. Green (drawn by R. Hood),,71,70
3,5:06.0,R. Hood makes free throw 1 of 2,,72,70
3,5:06.0,R. Hood makes free throw 2 of 2,,73,70
3,4:53.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),73,72
3,4:40.0,C. McCollum misses 2-pt jump shot from 12 ft,,73,72
3,4:39.0,,Defensive rebound by D. Jones,73,72
3,4:37.0,,Turnover by D. Green (bad pass; steal by M. Harkless),73,72
3,4:22.0,C. McCollum makes 2-pt layup from 2 ft (assist by M. Harkless),,75,72
3,4:13.0,,Golden State full timeout,75,72
3,4:13.0,E. Turner enters the game for M. Harkless,,75,72
3,4:13.0,,J. Bell enters the game for D. Green,75,72
3,4:13.0,,J. Jerebko enters the game for A. Iguodala,75,72
3,4:13.0,,A. McKinnie enters the game for D. Jones,75,72
3,4:07.0,,Shooting foul by Z. Collins (drawn by J. Bell),75,72
3,4:07.0,,J. Bell makes free throw 1 of 2,75,73
3,4:07.0,M. Harkless enters the game for Z. Collins,,75,73
3,4:07.0,,J. Bell makes free throw 2 of 2,75,74
3,3:52.0,Turnover by C. McCollum (bad pass; steal by J. Bell),,75,74
3,3:48.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry),75,77
3,3:26.0,E. Turner makes 2-pt jump shot from 12 ft (assist by D. Lillard),,77,77
3,3:09.0,,K. Thompson makes 2-pt layup from 3 ft,77,79
3,2:59.0,C. McCollum makes 2-pt jump shot from 10 ft,,79,79
3,2:45.0,,J. Bell misses 2-pt layup from 3 ft,79,79
3,2:44.0,,J. Bell makes 2-pt layup from 1 ft,79,81
3,2:44.0,,Offensive rebound by J. Bell,79,81
3,2:29.0,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Lillard),,82,81
3,2:18.0,,Offensive foul by J. Bell (drawn by M. Harkless),82,81
3,2:18.0,,Turnover by J. Bell (offensive foul),82,81
3,2:18.0,,S. Livingston enters the game for K. Thompson,82,81
3,2:09.0,D. Lillard misses 3-pt jump shot from 32 ft,,82,81
3,2:04.0,,Defensive rebound by J. Jerebko,82,81
3,2:01.0,,Shooting foul by E. Turner (drawn by S. Curry),82,81
3,2:01.0,,S. Curry makes free throw 1 of 3,82,82
3,2:01.0,,S. Curry makes free throw 2 of 3,82,83
3,2:01.0,S. Curry enters the game for C. McCollum,,82,83
3,2:01.0,,S. Curry makes free throw 3 of 3,82,84
3,1:44.0,Turnover by D. Lillard (lost ball; steal by J. Bell),,82,84
3,1:41.0,,J. Bell misses 2-pt dunk from 2 ft,82,84
3,1:40.0,,Offensive rebound by S. Livingston,82,84
3,1:37.0,,S. Curry misses 3-pt jump shot from 28 ft,82,84
3,1:35.0,,Offensive rebound by J. Jerebko,82,84
3,1:31.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by J. Bell),82,87
3,1:13.0,D. Lillard makes 3-pt jump shot from 32 ft,,85,87
3,0:55.0,,Offensive foul by S. Curry (drawn by M. Harkless),85,87
3,0:55.0,,Turnover by S. Curry (offensive foul),85,87
3,0:44.0,Personal foul by A. McKinnie (drawn by D. Lillard),,85,87
3,0:44.0,D. Lillard makes free throw 1 of 2,,86,87
3,0:44.0,D. Lillard makes free throw 2 of 2,,87,87
3,0:31.0,,S. Curry misses 2-pt layup from 3 ft,87,87
3,0:29.0,,Offensive rebound by J. Bell,87,87
3,0:29.0,,J. Bell makes 2-pt layup from 1 ft,87,89
3,0:13.0,Personal foul by A. McKinnie (drawn by D. Lillard),,87,89
3,0:13.0,D. Lillard makes free throw 1 of 2,,88,89
3,0:13.0,A. Aminu enters the game for S. Curry,,88,89
3,0:13.0,,Q. Cook enters the game for S. Livingston,88,89
3,0:13.0,,K. Thompson enters the game for A. McKinnie,88,89
3,0:13.0,D. Lillard makes free throw 2 of 2,,89,89
3,0:03.0,,S. Curry misses 3-pt jump shot from 30 ft,89,89
3,0:00.0,Defensive rebound by R. Hood,,89,89
4,11:44.0,,K. Thompson misses 3-pt jump shot from 26 ft,89,89
4,11:38.0,Defensive rebound by E. Turner,,89,89
4,11:32.0,R. Hood misses 3-pt jump shot from 28 ft,,89,89
4,11:29.0,,Defensive rebound by K. Thompson,89,89
4,11:22.0,,Personal foul by E. Turner (drawn by S. Livingston),89,89
4,11:12.0,,J. Jerebko misses 3-pt jump shot from 30 ft,89,89
4,11:10.0,Defensive rebound by D. Lillard,,89,89
4,10:58.0,E. Turner misses 2-pt jump shot from 11 ft (block by J. Jerebko),,89,89
4,10:54.0,,Defensive rebound by J. Jerebko,89,89
4,10:43.0,,Shooting foul by M. Leonard (drawn by J. Bell),89,89
4,10:43.0,,J. Bell misses free throw 1 of 2,89,89
4,10:43.0,,Offensive rebound by Team,89,89
4,10:43.0,,J. Bell makes free throw 2 of 2,89,90
4,10:30.0,E. Turner misses 2-pt jump shot from 12 ft,,89,90
4,10:24.0,,Defensive rebound by Q. Cook,89,90
4,10:21.0,,Q. Cook misses 3-pt jump shot from 26 ft,89,90
4,10:19.0,Defensive rebound by M. Leonard,,89,90
4,10:11.0,D. Lillard makes 3-pt jump shot from 33 ft,,92,90
4,10:00.0,,K. Thompson misses 2-pt jump shot from 18 ft,92,90
4,9:58.0,Defensive rebound by M. Leonard,,92,90
4,9:53.0,D. Lillard misses 3-pt jump shot from 35 ft,,92,90
4,9:51.0,,Defensive rebound by J. Bell,92,90
4,9:40.0,,Q. Cook makes 2-pt jump shot from 10 ft,92,92
4,9:13.0,S. Curry makes 3-pt jump shot from 28 ft (assist by R. Hood),,95,92
4,8:57.0,,K. Thompson makes 2-pt jump shot from 9 ft (assist by S. Livingston),95,94
4,8:40.0,M. Leonard misses 3-pt jump shot from 28 ft,,95,94
4,8:38.0,,Defensive rebound by S. Livingston,95,94
4,8:25.0,,K. Thompson misses 2-pt jump shot from 12 ft,95,94
4,8:24.0,Defensive rebound by M. Leonard,,95,94
4,8:13.0,M. Leonard makes 2-pt dunk from 1 ft (assist by D. Lillard),,97,94
4,8:04.0,,Golden State full timeout,97,94
4,8:04.0,C. McCollum enters the game for R. Hood,,97,94
4,8:04.0,,S. Curry enters the game for J. Bell,97,94
4,8:04.0,,D. Green enters the game for Q. Cook,97,94
4,8:04.0,,A. Iguodala enters the game for J. Jerebko,97,94
4,8:04.0,,K. Looney enters the game for S. Livingston,97,94
4,7:53.0,,S. Curry misses 3-pt jump shot from 26 ft,97,94
4,7:50.0,Defensive rebound by M. Leonard,,97,94
4,7:42.0,D. Lillard makes 2-pt layup from 4 ft,,99,94
4,7:42.0,Shooting foul by D. Green (drawn by D. Lillard),,99,94
4,7:42.0,D. Lillard makes free throw 1 of 1,,100,94
4,7:24.0,,K. Thompson misses 2-pt layup from 4 ft,100,94
4,7:23.0,Defensive rebound by M. Leonard,,100,94
4,7:13.0,C. McCollum misses 2-pt jump shot from 19 ft,,100,94
4,7:12.0,,Defensive rebound by K. Looney,100,94
4,7:02.0,,Turnover by A. Iguodala (bad pass),100,94
4,6:44.0,M. Leonard makes 2-pt jump shot from 14 ft (assist by C. McCollum),,102,94
4,6:43.0,,Golden State full timeout,102,94
4,6:29.0,,S. Curry makes 2-pt jump shot from 16 ft,102,96
4,6:08.0,D. Lillard misses 3-pt jump shot from 35 ft,,102,96
4,6:06.0,,Defensive rebound by S. Curry,102,96
4,5:51.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),102,98
4,5:31.0,S. Curry makes 3-pt jump shot from 26 ft (assist by M. Leonard),,105,98
4,5:21.0,,Turnover by S. Curry (bad pass; steal by S. Curry),105,98
4,5:03.0,Turnover by S. Curry (bad pass),,105,98
4,4:49.0,,S. Curry makes 2-pt layup from 2 ft,105,100
4,4:28.0,M. Leonard makes 3-pt jump shot from 29 ft (assist by D. Lillard),,108,100
4,4:16.0,,D. Green makes 2-pt layup from 2 ft,108,102
4,3:54.0,C. McCollum misses 3-pt jump shot from 29 ft,,108,102
4,3:52.0,,Defensive rebound by S. Curry,108,102
4,3:37.0,,S. Curry misses 3-pt jump shot from 32 ft,108,102
4,3:35.0,,Offensive rebound by K. Looney,108,102
4,3:34.0,,Shooting foul by S. Curry (drawn by K. Looney),108,102
4,3:34.0,Portland full timeout,,108,102
4,3:34.0,,K. Looney misses free throw 1 of 2,108,102
4,3:34.0,,Offensive rebound by Team,108,102
4,3:34.0,,K. Looney makes free throw 2 of 2,108,103
4,3:19.0,C. McCollum misses 3-pt jump shot from 26 ft,,108,103
4,3:17.0,,Defensive rebound by D. Green,108,103
4,3:06.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),108,105
4,2:42.0,C. McCollum misses 2-pt layup from 8 ft (block by D. Green),,108,105
4,2:41.0,,Defensive rebound by D. Green,108,105
4,2:39.0,,Personal take foul by S. Curry (drawn by A. Iguodala),108,105
4,2:30.0,,K. Looney makes 2-pt layup from 1 ft (assist by D. Green),108,107
