QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
1,3:49.0,P. Millsap makes 2-pt jump shot from 10 ft,,16,24
1,3:41.0,,San Antonio full timeout,16,24
1,3:41.0,M. Beasley enters the game for T. Craig,,16,24
1,3:41.0,M. Morris enters the game for J. Murray,,16,24
1,3:34.0,,B. Forbes makes 2-pt jump shot from 20 ft,16,26
1,3:20.0,P. Millsap makes 2-pt layup from 5 ft (assist by M. Morris),,18,26
1,3:04.0,,L. Aldridge makes 2-pt jump shot from 14 ft,18,28
1,2:53.0,Personal foul by B. Forbes (drawn by P. Millsap),,18,28
1,2:53.0,,M. Belinelli enters the game for B. Forbes,18,28
1,2:40.0,P. Millsap makes 2-pt layup from 5 ft (assist by G. Harris),,20,28
1,2:30.0,,P. Mills makes 2-pt layup from 4 ft,20,30
1,2:25.0,G. Harris makes 2-pt layup from 4 ft (assist by N. Jokić),,22,30
1,2:13.0,,D. DeRozan misses 2-pt layup from 6 ft (block by N. Jokić),22,30
1,2:13.0,Defensive rebound by N. Jokić,,22,30
1,2:05.0,M. Beasley misses 3-pt jump shot from 24 ft,,22,30
1,2:05.0,,Defensive rebound by P. Mills,22,30
1,2:05.0,W. Barton enters the game for G. Harris,,22,30
1,2:05.0,M. Plumlee enters the game for N. Jokić,,22,30
1,1:42.0,,L. Aldridge misses 2-pt layup from 4 ft (block by M. Plumlee),22,30
1,1:41.0,,Offensive rebound by L. Aldridge,22,30
1,1:40.0,,Turnover by D. DeRozan (lost ball; steal by W. Barton),22,30
1,1:39.0,Shooting foul by M. Belinelli (drawn by M. Plumlee),,22,30
1,1:39.0,M. Plumlee makes free throw 1 of 2,,23,30
1,1:39.0,T. Craig enters the game for P. Millsap,,23,30
1,1:39.0,,J. Poeltl enters the game for D. DeRozan,23,30
1,1:39.0,M. Plumlee makes free throw 2 of 2,,24,30
1,1:21.0,,P. Mills misses 3-pt jump shot from 26 ft,24,30
1,1:16.0,Defensive rebound by M. Plumlee,,24,30
1,0:58.0,W. Barton misses 3-pt jump shot from 26 ft,,24,30
1,0:56.0,,Defensive rebound by L. Aldridge,24,30
1,0:47.0,,Personal foul by W. Barton (drawn by R. Gay),24,30
1,0:39.0,,L. Aldridge makes 2-pt dunk from 2 ft (assist by P. Mills),24,32
1,0:29.0,M. Morris misses 2-pt jump shot from 9 ft,,24,32
1,0:27.0,,Defensive rebound by J. Poeltl,24,32
1,0:12.0,,R. Gay misses 2-pt layup from 2 ft,24,32
1,0:09.0,,Offensive rebound by J. Poeltl,24,32
1,0:03.0,,P. Mills makes 2-pt layup from 5 ft,24,34
1,0:00.0,W. Barton misses 3-pt jump shot from 25 ft,,24,34
1,0:00.0,Offensive rebound by Team,,24,34
2,11:43.0,T. Craig makes 3-pt jump shot from 26 ft (assist by M. Morris),,27,34
2,11:27.0,,Turnover by P. Mills (bad pass; steal by T. Craig),27,34
2,11:24.0,M. Morris makes 2-pt layup from 5 ft (assist by T. Craig),,29,34
2,11:24.0,,San Antonio full timeout,29,34
2,11:08.0,,Personal foul by M. Plumlee (drawn by P. Mills),29,34
2,11:00.0,,R. Gay makes 2-pt hook shot from 8 ft (assist by M. Belinelli),29,36
2,10:43.0,M. Beasley misses 2-pt layup from 5 ft,,29,36
2,10:43.0,Offensive rebound by M. Plumlee,,29,36
2,10:35.0,M. Plumlee makes 2-pt dunk at rim,,31,36
2,10:31.0,,Personal foul by M. Plumlee (drawn by J. Poeltl),31,36
2,10:26.0,,P. Mills misses 2-pt jump shot from 16 ft,31,36
2,10:22.0,Defensive rebound by M. Beasley,,31,36
2,10:15.0,W. Barton misses 2-pt layup from 4 ft,,31,36
2,10:15.0,Offensive rebound by M. Plumlee,,31,36
2,10:15.0,Shooting foul by D. White (drawn by M. Plumlee),,31,36
2,10:15.0,M. Plumlee misses free throw 1 of 2,,31,36
2,10:15.0,Offensive rebound by Team,,31,36
2,10:15.0,,D. DeRozan enters the game for P. Mills,31,36
2,10:15.0,M. Plumlee makes free throw 2 of 2,,32,36
2,10:02.0,,J. Poeltl misses 2-pt layup from 4 ft,32,36
2,9:59.0,Defensive rebound by T. Craig,,32,36
2,9:52.0,M. Beasley misses 2-pt jump shot from 15 ft,,32,36
2,9:51.0,,Defensive rebound by Team,32,36
2,9:51.0,Loose ball foul by M. Plumlee (drawn by J. Poeltl),,32,36
2,9:51.0,N. Jokić enters the game for M. Plumlee,,32,36
2,9:31.0,,R. Gay makes 2-pt jump shot from 19 ft,32,38
2,9:12.0,N. Jokić makes 2-pt jump shot from 15 ft,,34,38
2,8:55.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. DeRozan),34,41
2,8:41.0,N. Jokić misses 2-pt hook shot from 4 ft (block by J. Poeltl),,34,41
2,8:41.0,Offensive rebound by N. Jokić,,34,41
2,8:41.0,N. Jokić misses 2-pt layup from 6 ft (block by R. Gay),,34,41
2,8:41.0,Offensive rebound by Team,,34,41
2,8:41.0,,L. Aldridge enters the game for R. Gay,34,41
2,8:35.0,M. Morris makes 2-pt jump shot from 13 ft (assist by N. Jokić),,36,41
2,8:20.0,,Shooting foul by T. Craig (drawn by L. Aldridge),36,41
2,8:20.0,,L. Aldridge makes free throw 1 of 2,36,42
2,8:20.0,P. Millsap enters the game for T. Craig,,36,42
2,8:20.0,,B. Forbes enters the game for M. Belinelli,36,42
2,8:20.0,,L. Aldridge makes free throw 2 of 2,36,43
2,8:02.0,M. Beasley misses 2-pt layup from 5 ft (block by L. Aldridge),,36,43
2,8:02.0,Offensive rebound by Team,,36,43
2,8:02.0,J. Murray enters the game for M. Morris,,36,43
2,7:55.0,N. Jokić makes 3-pt jump shot from 26 ft,,39,43
2,7:38.0,,L. Aldridge misses 3-pt jump shot from 24 ft,39,43
2,7:38.0,Defensive rebound by P. Millsap,,39,43
2,7:34.0,Personal foul by D. White (drawn by P. Millsap),,39,43
2,7:34.0,G. Harris enters the game for M. Beasley,,39,43
2,7:19.0,Personal foul by D. White (drawn by J. Murray),,39,43
2,7:19.0,,P. Mills enters the game for D. White,39,43
2,7:15.0,N. Jokić misses 3-pt jump shot from 26 ft,,39,43
2,7:11.0,,Defensive rebound by L. Aldridge,39,43
2,7:03.0,,D. DeRozan misses 2-pt jump shot from 10 ft,39,43
2,7:01.0,Defensive rebound by N. Jokić,,39,43
2,6:48.0,W. Barton misses 2-pt layup from 5 ft,,39,43
2,6:47.0,Offensive rebound by N. Jokić,,39,43
2,6:47.0,Shooting foul by J. Poeltl (drawn by N. Jokić),,39,43
2,6:47.0,,R. Gay enters the game for J. Poeltl,39,43
2,6:47.0,N. Jokić makes free throw 1 of 2,,40,43
2,6:47.0,N. Jokić misses free throw 2 of 2,,40,43
2,6:45.0,,Defensive rebound by D. DeRozan,40,43
2,6:37.0,,Shooting foul by P. Millsap (drawn by R. Gay),40,43
2,6:37.0,,R. Gay makes free throw 1 of 2,40,44
2,6:37.0,,R. Gay makes free throw 2 of 2,40,45
2,6:24.0,P. Millsap misses 2-pt jump shot from 16 ft,,40,45
2,6:21.0,Offensive rebound by Team,,40,45
2,6:15.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Murray),,43,45
2,5:58.0,,L. Aldridge makes 2-pt jump shot from 15 ft,43,47
2,5:43.0,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),,46,47
2,5:32.0,,P. Mills misses 3-pt jump shot from 26 ft,46,47
2,5:32.0,Defensive rebound by W. Barton,,46,47
2,5:23.0,P. Millsap misses 2-pt jump shot from 7 ft,,46,47
2,5:19.0,,Defensive rebound by L. Aldridge,46,47
2,5:07.0,,B. Forbes misses 2-pt jump shot from 8 ft,46,47
2,5:06.0,Defensive rebound by N. Jokić,,46,47
2,4:50.0,G. Harris misses 2-pt layup from 6 ft,,46,47
2,4:48.0,,Defensive rebound by R. Gay,46,47
2,4:37.0,,R. Gay misses 2-pt jump shot from 18 ft,46,47
2,4:34.0,,Offensive rebound by D. DeRozan,46,47
2,4:32.0,,B. Forbes misses 3-pt jump shot from 26 ft,46,47
2,4:28.0,Defensive rebound by N. Jokić,,46,47
2,4:25.0,Shooting foul by D. DeRozan (drawn by G. Harris),,46,47
2,4:25.0,G. Harris makes free throw 1 of 2,,47,47
2,4:25.0,T. Craig enters the game for W. Barton,,47,47
2,4:25.0,G. Harris makes free throw 2 of 2,,48,47
2,4:03.0,,L. Aldridge misses 2-pt jump shot from 21 ft,48,47
2,4:00.0,Defensive rebound by J. Murray,,48,47
2,3:52.0,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),,50,47
2,3:51.0,,San Antonio full timeout,50,47
2,3:33.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by D. DeRozan),50,50
2,3:11.0,G. Harris misses 2-pt jump shot from 8 ft,,50,50
2,3:07.0,Offensive rebound by N. Jokić,,50,50
2,3:07.0,N. Jokić makes 2-pt layup at rim,,52,50
2,2:55.0,,P. Mills misses 3-pt jump shot from 27 ft,52,50
2,2:52.0,Defensive rebound by P. Millsap,,52,50
2,2:42.0,J. Murray misses 3-pt jump shot from 26 ft,,52,50
2,2:39.0,,Defensive rebound by L. Aldridge,52,50
2,2:33.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by P. Mills),52,53
2,2:10.0,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),,54,53
2,1:59.0,,Shooting foul by P. Millsap (drawn by L. Aldridge),54,53
2,1:59.0,,L. Aldridge misses free throw 1 of 2,54,53
2,1:59.0,,Offensive rebound by Team,54,53
2,1:59.0,,M. Belinelli enters the game for B. Forbes,54,53
2,1:59.0,,L. Aldridge makes free throw 2 of 2,54,54
2,1:39.0,J. Murray misses 3-pt jump shot from 26 ft,,54,54
2,1:36.0,,Defensive rebound by P. Mills,54,54
2,1:31.0,,Shooting foul by G. Harris (drawn by M. Belinelli),54,54
2,1:31.0,,M. Belinelli makes free throw 1 of 3,54,55
2,1:31.0,,M. Belinelli makes free throw 2 of 3,54,56
2,1:31.0,,M. Belinelli makes free throw 3 of 3,54,57
2,1:20.0,N. Jokić makes 2-pt jump shot from 8 ft (assist by J. Murray),,56,57
2,1:08.0,,D. DeRozan makes 2-pt jump shot from 12 ft,56,59
2,0:43.0,J. Murray makes 2-pt jump shot from 11 ft (assist by T. Craig),,58,59
2,0:34.0,,P. Mills makes 2-pt layup from 4 ft,58,61
2,0:16.0,J. Murray makes 2-pt jump shot from 11 ft,,60,61
2,0:00.0,,Shooting foul by T. Craig (drawn by D. DeRozan),60,61
2,0:00.0,,D. DeRozan makes free throw 1 of 2,60,62
2,0:00.0,M. Beasley enters the game for T. Craig,,60,62
2,0:00.0,,D. DeRozan misses free throw 2 of 2,60,62
2,0:00.0,,Offensive rebound by D. DeRozan,60,62
2,0:00.0,,D. DeRozan makes 2-pt layup from 6 ft,60,64
3,11:40.0,G. Harris misses 3-pt jump shot from 27 ft,,60,64
3,11:35.0,,Defensive rebound by D. DeRozan,60,64
3,11:29.0,,D. DeRozan makes 2-pt jump shot from 11 ft,60,66
3,11:12.0,T. Craig misses 2-pt layup from 5 ft,,60,66
3,11:11.0,,Defensive rebound by D. DeRozan,60,66
3,10:59.0,,B. Forbes misses 3-pt jump shot from 27 ft,60,66
3,10:57.0,Defensive rebound by J. Murray,,60,66
3,10:46.0,J. Murray misses 2-pt jump shot from 11 ft,,60,66
3,10:44.0,,Defensive rebound by L. Aldridge,60,66
3,10:27.0,,D. White misses 3-pt jump shot from 27 ft,60,66
3,10:26.0,Defensive rebound by N. Jokić,,60,66
3,10:26.0,Denver full timeout,,60,66
3,10:16.0,J. Murray makes 2-pt jump shot from 13 ft,,62,66
3,9:59.0,,D. DeRozan makes 2-pt jump shot from 19 ft,62,68
3,9:32.0,N. Jokić makes 3-pt jump shot from 27 ft (assist by G. Harris),,65,68
3,9:10.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by L. Aldridge),65,70
3,8:47.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by T. Craig),,67,70
3,8:34.0,,L. Aldridge misses 2-pt jump shot from 11 ft,67,70
3,8:32.0,Defensive rebound by T. Craig,,67,70
3,8:25.0,J. Murray misses 2-pt jump shot from 13 ft,,67,70
3,8:22.0,,Defensive rebound by L. Aldridge,67,70
3,8:15.0,,Shooting foul by N. Jokić (drawn by D. White),67,70
3,8:15.0,,D. White misses free throw 1 of 2,67,70
3,8:15.0,,Offensive rebound by Team,67,70
3,8:15.0,,D. White makes free throw 2 of 2,67,71
3,8:02.0,Offensive foul by J. Murray (drawn by J. Poeltl),,67,71
3,8:02.0,Turnover by J. Murray (offensive foul),,67,71
3,7:40.0,,D. DeRozan makes 2-pt layup from 3 ft,67,73
3,7:21.0,P. Millsap makes 2-pt layup from 5 ft,,69,73
3,7:06.0,,Turnover by J. Poeltl (lost ball; steal by N. Jokić),69,73
3,6:56.0,N. Jokić makes 2-pt layup from 4 ft,,71,73
3,6:43.0,,Turnover by D. White (lost ball; steal by N. Jokić),71,73
3,6:35.0,N. Jokić misses 2-pt layup from 5 ft (block by D. White),,71,73
3,6:32.0,,Defensive rebound by D. White,71,73
3,6:32.0,,Shooting foul by P. Millsap (drawn by D. White),71,73
3,6:32.0,,D. White makes free throw 1 of 2,71,74
3,6:32.0,,D. White makes free throw 2 of 2,71,75
3,6:18.0,T. Craig misses 3-pt jump shot from 24 ft,,71,75
3,6:17.0,Offensive rebound by Team,,71,75
3,6:17.0,,Loose ball foul by L. Aldridge (drawn by P. Millsap),71,75
3,6:08.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,73,75
3,6:08.0,,San Antonio full timeout,73,75
3,6:08.0,,R. Gay enters the game for J. Poeltl,73,75
3,5:47.0,,B. Forbes makes 2-pt jump shot from 17 ft (assist by R. Gay),73,77
3,5:25.0,N. Jokić makes 2-pt jump shot from 8 ft,,75,77
3,5:25.0,M. Beasley enters the game for P. Millsap,,75,77
3,5:25.0,,M. Belinelli enters the game for B. Forbes,75,77
3,4:56.0,,D. DeRozan misses 2-pt jump shot from 18 ft,75,77
3,4:52.0,,Offensive rebound by L. Aldridge,75,77
3,4:52.0,,L. Aldridge makes 2-pt layup at rim,75,79
3,4:35.0,N. Jokić makes 2-pt layup from 2 ft (assist by T. Craig),,77,79
3,4:17.0,,D. DeRozan makes 2-pt jump shot from 16 ft,77,81
3,4:03.0,J. Murray misses 2-pt jump shot from 15 ft,,77,81
3,4:00.0,,Defensive rebound by R. Gay,77,81
3,3:41.0,,L. Aldridge makes 2-pt jump shot from 12 ft,77,83
3,3:41.0,Denver full timeout,,77,83
3,3:29.0,N. Jokić makes 2-pt layup from 3 ft (assist by J. Murray),,79,83
3,3:14.0,,Turnover by M. Belinelli (traveling),79,83
3,3:02.0,J. Murray makes 2-pt layup from 7 ft,,81,83
3,2:43.0,,D. White makes 3-pt jump shot from 26 ft (assist by L. Aldridge),81,86
3,2:27.0,J. Murray misses 3-pt jump shot from 27 ft,,81,86
3,2:25.0,Offensive rebound by Team,,81,86
3,2:25.0,,Loose ball foul by L. Aldridge (drawn by T. Craig),81,86
3,2:25.0,W. Barton enters the game for G. Harris,,81,86
3,2:25.0,M. Morris enters the game for J. Murray,,81,86
3,2:25.0,,P. Mills enters the game for L. Aldridge,81,86
3,2:25.0,,J. Poeltl enters the game for D. White,81,86
3,2:18.0,T. Craig makes 2-pt dunk from 3 ft (assist by N. Jokić),,83,86
3,2:03.0,,J. Poeltl makes 2-pt jump shot from 6 ft (assist by P. Mills),83,88
3,1:38.0,W. Barton misses 3-pt jump shot from 27 ft,,83,88
3,1:34.0,Offensive rebound by T. Craig,,83,88
3,1:32.0,T. Craig misses 2-pt layup from 5 ft (block by M. Belinelli),,83,88
3,1:32.0,Offensive rebound by M. Morris,,83,88
3,1:32.0,M. Morris misses 2-pt layup from 4 ft,,83,88
3,1:32.0,Offensive rebound by N. Jokić,,83,88
3,1:25.0,N. Jokić makes 2-pt layup from 3 ft,,85,88
3,1:15.0,,P. Mills misses 3-pt jump shot from 26 ft,85,88
3,1:15.0,Defensive rebound by T. Craig,,85,88
3,1:05.0,M. Morris misses 2-pt jump shot from 13 ft,,85,88
3,1:04.0,Offensive rebound by Team,,85,88
3,1:03.0,,Loose ball foul by J. Poeltl (drawn by T. Craig),85,88
3,1:03.0,M. Plumlee enters the game for N. Jokić,,85,88
3,0:55.0,M. Plumlee misses 2-pt hook shot from 7 ft,,85,88
3,0:52.0,,Defensive rebound by D. DeRozan,85,88
3,0:46.0,,D. DeRozan makes 2-pt jump shot from 7 ft,85,90
3,0:34.0,Turnover by W. Barton (bad pass; steal by P. Mills),,85,90
3,0:30.0,,M. Belinelli misses 3-pt jump shot from 27 ft,85,90
3,0:25.0,Defensive rebound by M. Morris,,85,90
3,0:05.0,Turnover by W. Barton (lost ball; steal by P. Mills),,85,90
3,0:01.0,,P. Mills misses 2-pt layup from 5 ft,85,90
3,0:01.0,Defensive rebound by M. Beasley,,85,90
4,11:41.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by J. Poeltl),85,93
4,11:14.0,M. Morris misses 2-pt layup from 4 ft (block by R. Gay),,85,93
4,11:14.0,,Defensive rebound by J. Poeltl,85,93
4,11:08.0,,M. Belinelli misses 3-pt jump shot from 24 ft,85,93
4,11:06.0,Defensive rebound by Team,,85,93
4,10:50.0,W. Barton misses 3-pt jump shot from 26 ft,,85,93
4,10:45.0,,Defensive rebound by R. Gay,85,93
4,10:36.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. White),85,96
4,10:34.0,Denver full timeout,,85,96
4,10:17.0,M. Beasley misses 2-pt layup from 8 ft,,85,96
4,10:15.0,,Defensive rebound by R. Gay,85,96
4,10:01.0,,J. Poeltl makes 2-pt layup from 7 ft (assist by R. Gay),85,98
4,9:46.0,W. Barton makes 2-pt layup from 2 ft,,87,98
4,9:28.0,,R. Gay misses 2-pt jump shot from 9 ft,87,98
4,9:24.0,,Offensive rebound by J. Poeltl,87,98
4,9:14.0,,D. White makes 2-pt jump shot from 17 ft,87,100
4,8:59.0,Personal foul by R. Gay (drawn by P. Millsap),,87,100
4,8:59.0,G. Harris enters the game for M. Beasley,,87,100
4,8:59.0,N. Jokić enters the game for M. Morris,,87,100
4,8:59.0,J. Murray enters the game for M. Plumlee,,87,100
4,8:59.0,,L. Aldridge enters the game for R. Gay,87,100
4,8:45.0,P. Millsap misses 3-pt jump shot from 27 ft,,87,100
4,8:42.0,,Defensive rebound by M. Belinelli,87,100
4,8:37.0,,P. Mills misses 3-pt jump shot from 23 ft,87,100
4,8:34.0,Defensive rebound by W. Barton,,87,100
4,8:33.0,Personal foul by P. Mills (drawn by W. Barton),,87,100
4,8:20.0,N. Jokić misses 3-pt jump shot from 27 ft,,87,100
4,8:16.0,,Defensive rebound by M. Belinelli,87,100
4,8:05.0,,Shooting foul by P. Millsap (drawn by L. Aldridge),87,100
4,8:05.0,,L. Aldridge makes free throw 1 of 2,87,101
4,8:05.0,,B. Forbes enters the game for P. Mills,87,101
4,8:05.0,,L. Aldridge makes free throw 2 of 2,87,102
4,7:51.0,J. Murray misses 2-pt jump shot from 10 ft,,87,102
4,7:47.0,,Defensive rebound by J. Poeltl,87,102
4,7:32.0,,D. White misses 2-pt layup from 6 ft,87,102
4,7:32.0,,Offensive rebound by J. Poeltl,87,102
4,7:28.0,,B. Forbes makes 3-pt jump shot from 30 ft (assist by J. Poeltl),87,105
4,7:27.0,Denver full timeout,,87,105
4,7:15.0,Turnover by N. Jokić (bad pass),,87,105
4,6:57.0,,L. Aldridge makes 2-pt jump shot from 13 ft,87,107
4,6:37.0,N. Jokić misses 2-pt jump shot from 8 ft,,87,107
4,6:33.0,Offensive rebound by N. Jokić,,87,107
4,6:33.0,N. Jokić makes 2-pt layup from 1 ft,,89,107
4,6:17.0,,D. White makes 3-pt jump shot from 27 ft (assist by L. Aldridge),89,110
4,6:06.0,N. Jokić makes 2-pt layup from 3 ft,,91,110
4,5:41.0,,L. Aldridge misses 3-pt jump shot from 26 ft,91,110
4,5:35.0,Defensive rebound by P. Millsap,,91,110
4,5:35.0,,J. Poeltl misses 2-pt layup at rim,91,110
4,5:35.0,,Offensive rebound by J. Poeltl,91,110
4,5:29.0,Personal foul by D. White (drawn by P. Millsap),,91,110
4,5:29.0,,D. DeRozan enters the game for M. Belinelli,91,110
4,5:29.0,,R. Gay enters the game for J. Poeltl,91,110
4,5:29.0,,P. Mills enters the game for D. White,91,110
4,5:22.0,G. Harris makes 3-pt jump shot from 27 ft (assist by N. Jokić),,94,110
4,5:22.0,,San Antonio full timeout,94,110
4,5:10.0,,Personal foul by G. Harris (drawn by D. DeRozan),94,110
4,5:03.0,,D. DeRozan makes 2-pt jump shot from 14 ft,94,112
4,4:48.0,N. Jokić makes 2-pt dunk from 3 ft (assist by J. Murray),,96,112
4,4:24.0,,L. Aldridge misses 2-pt jump shot from 10 ft,96,112
4,4:24.0,,Offensive rebound by Team,96,112
4,4:24.0,Loose ball foul by P. Millsap (drawn by R. Gay),,96,112
4,4:24.0,T. Craig enters the game for W. Barton,,96,112
4,4:19.0,,D. DeRozan makes 2-pt jump shot from 16 ft,96,114
4,4:01.0,J. Murray misses 2-pt jump shot from 12 ft,,96,114
4,3:57.0,,Defensive rebound by B. Forbes,96,114
4,3:51.0,,Personal foul by J. Murray (drawn by R. Gay),96,114
4,3:47.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by P. Mills),96,116
4,3:45.0,Denver full timeout,,96,116
4,3:45.0,M. Beasley enters the game for P. Millsap,,96,116
4,3:37.0,Turnover by J. Murray (out of bounds lost ball),,96,116
4,3:20.0,,P. Mills misses 3-pt jump shot from 27 ft,96,116
4,3:17.0,Defensive rebound by N. Jokić,,96,116
4,3:04.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by T. Craig),,98,116
4,2:44.0,,R. Gay makes 2-pt jump shot from 12 ft (assist by P. Mills),98,118
4,2:34.0,Turnover by J. Murray (bad pass; steal by P. Mills),,98,118
4,2:29.0,,Turnover by P. Mills (bad pass; steal by M. Beasley),98,118
4,2:21.0,N. Jokić makes 2-pt layup from 4 ft (assist by J. Murray),,100,118
4,1:59.0,,R. Gay misses 2-pt jump shot from 14 ft,100,118
4,1:59.0,Defensive rebound by T. Craig,,100,118
4,1:45.0,Shooting foul by D. DeRozan (drawn by J. Murray),,100,118
4,1:45.0,J. Murray makes free throw 1 of 2,,101,118
4,1:45.0,J. Hernangómez enters the game for T. Craig,,101,118
4,1:45.0,T. Lyles enters the game for G. Harris,,101,118
4,1:45.0,J. Vanderbilt enters the game for N. Jokić,,101,118
4,1:45.0,,D. Cunningham enters the game for L. Aldridge,101,118
4,1:45.0,,D. Motiejūnas enters the game for D. DeRozan,101,118
4,1:45.0,,L. Walker enters the game for R. Gay,101,118
4,1:45.0,J. Murray misses free throw 2 of 2,,101,118
4,1:41.0,,Defensive rebound by D. Cunningham,101,118
4,1:32.0,,P. Mills misses 3-pt jump shot from 26 ft,101,118
4,1:28.0,Defensive rebound by J. Vanderbilt,,101,118
4,1:16.0,T. Lyles misses 2-pt jump shot from 10 ft,,101,118
4,1:13.0,Offensive rebound by T. Lyles,,101,118
4,1:13.0,T. Lyles misses 2-pt layup from 4 ft,,101,118
4,1:12.0,,Defensive rebound by B. Forbes,101,118
4,1:07.0,,San Antonio full timeout,101,118
4,1:07.0,M. Morris enters the game for J. Hernangómez,,101,118
4,1:07.0,,Q. Pondexter enters the game for P. Mills,101,118
