QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
1,4:59.0,,D. Collison misses 2-pt layup from 2 ft,8,12
1,4:57.0,Defensive rebound by A. Burks,,8,12
1,4:42.0,L. Nance misses 2-pt dunk from 2 ft,,8,12
1,4:41.0,Offensive rebound by L. Nance,,8,12
1,4:37.0,R. Hood misses 3-pt jump shot from 28 ft,,8,12
1,4:33.0,,Defensive rebound by V. Oladipo,8,12
1,4:20.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),8,14
1,4:05.0,L. Nance makes 3-pt jump shot from 27 ft (assist by R. Hood),,11,14
1,3:47.0,,D. Collison makes 3-pt jump shot from 28 ft,11,17
1,3:29.0,C. Osman misses 3-pt jump shot from 28 ft,,11,17
1,3:26.0,,Defensive rebound by T. Young,11,17
1,3:10.0,,M. Turner makes 2-pt jump shot from 14 ft,11,19
1,2:53.0,L. Nance makes 2-pt layup from 1 ft,,13,19
1,2:53.0,,Indiana full timeout,13,19
1,2:53.0,J. Blossomgame enters the game for R. Hood,,13,19
1,2:53.0,M. Dellavedova enters the game for C. Osman,,13,19
1,2:53.0,A. Žižić enters the game for C. Sexton,,13,19
1,2:53.0,,C. Joseph enters the game for B. Bogdanović,13,19
1,2:53.0,,D. Sabonis enters the game for T. Young,13,19
1,2:38.0,,D. Collison misses 2-pt jump shot from 17 ft,13,19
1,2:34.0,Defensive rebound by J. Blossomgame,,13,19
1,2:31.0,Turnover by M. Dellavedova (bad pass),,13,19
1,2:31.0,,T. Evans enters the game for D. Collison,13,19
1,2:31.0,,D. McDermott enters the game for V. Oladipo,13,19
1,2:15.0,,C. Joseph misses 3-pt jump shot from 26 ft,13,19
1,2:12.0,Defensive rebound by J. Blossomgame,,13,19
1,1:53.0,L. Nance misses 2-pt layup from 1 ft,,13,19
1,1:50.0,Offensive rebound by A. Žižić,,13,19
1,1:48.0,A. Žižić misses 2-pt jump shot from 4 ft (block by M. Turner),,13,19
1,1:48.0,,Defensive rebound by M. Turner,13,19
1,1:44.0,,Turnover by D. McDermott (bad pass; steal by L. Nance),13,19
1,1:36.0,A. Burks misses 2-pt layup from 1 ft,,13,19
1,1:35.0,,Defensive rebound by C. Joseph,13,19
1,1:26.0,,T. Evans misses 3-pt jump shot from 29 ft,13,19
1,1:22.0,Defensive rebound by J. Blossomgame,,13,19
1,1:12.0,M. Dellavedova makes 2-pt jump shot from 8 ft,,15,19
1,1:01.0,,Turnover by D. Sabonis (bad pass; steal by L. Nance),15,19
1,0:48.0,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by A. Žižić),,18,19
1,0:30.0,,T. Evans misses 2-pt layup from 3 ft (block by A. Burks),18,19
1,0:29.0,Defensive rebound by A. Žižić,,18,19
1,0:03.0,A. Burks makes 3-pt jump shot from 27 ft (assist by L. Nance),,21,19
1,0:00.0,,M. Turner misses 3-pt jump shot from 30 ft,21,19
1,0:00.0,,Offensive rebound by Team,21,19
2,11:42.0,Turnover by M. Dellavedova (bad pass; steal by D. Sabonis),,21,19
2,11:37.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by J. Blossomgame),21,19
2,11:37.0,Defensive rebound by Team,,21,19
2,11:16.0,A. Žižić misses 2-pt jump shot from 16 ft,,21,19
2,11:12.0,,Defensive rebound by C. Joseph,21,19
2,11:02.0,,C. Joseph misses 3-pt jump shot from 27 ft,21,19
2,10:59.0,Defensive rebound by A. Burks,,21,19
2,10:51.0,A. Burks misses 2-pt jump shot from 17 ft,,21,19
2,10:51.0,,Defensive rebound by C. Joseph,21,19
2,10:35.0,,D. McDermott misses 3-pt jump shot from 29 ft,21,19
2,10:32.0,Defensive rebound by A. Burks,,21,19
2,10:27.0,C. Osman misses 2-pt layup from 1 ft (block by C. Joseph),,21,19
2,10:24.0,Offensive rebound by C. Osman,,21,19
2,10:24.0,C. Osman makes 2-pt layup from 1 ft,,23,19
2,10:00.0,,T. Evans misses 2-pt jump shot from 21 ft (block by A. Žižić),23,19
2,9:56.0,Defensive rebound by J. Blossomgame,,23,19
2,9:52.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,23,19
2,9:46.0,,Defensive rebound by C. Joseph,23,19
2,9:42.0,,Shooting foul by J. Blossomgame (drawn by B. Bogdanović),23,19
2,9:42.0,,B. Bogdanović makes free throw 1 of 2,23,20
2,9:42.0,,B. Bogdanović makes free throw 2 of 2,23,21
2,9:26.0,Turnover by A. Žižić (lost ball; steal by D. McDermott),,23,21
2,9:18.0,,C. Joseph misses 3-pt jump shot from 26 ft,23,21
2,9:15.0,Defensive rebound by C. Osman,,23,21
2,9:05.0,C. Osman makes 2-pt jump shot from 20 ft,,25,21
2,8:46.0,,C. Joseph makes 2-pt layup from 2 ft,25,23
2,8:27.0,A. Burks makes 2-pt jump shot from 9 ft,,27,23
2,8:27.0,Shooting foul by D. Sabonis (drawn by A. Burks),,27,23
2,8:27.0,C. Frye enters the game for M. Dellavedova,,27,23
2,8:27.0,C. Sexton enters the game for A. Žižić,,27,23
2,8:27.0,A. Burks makes free throw 1 of 1,,28,23
2,8:14.0,,D. McDermott makes 2-pt dunk from 2 ft (assist by D. Sabonis),28,25
2,7:57.0,C. Frye makes 2-pt jump shot from 18 ft (assist by A. Burks),,30,25
2,7:39.0,,D. Sabonis makes 2-pt hook shot from 7 ft,30,27
2,7:25.0,C. Frye misses 3-pt jump shot from 29 ft,,30,27
2,7:22.0,,Defensive rebound by T. Evans,30,27
2,7:10.0,,D. McDermott misses 2-pt layup from 1 ft,30,27
2,7:09.0,,Offensive rebound by D. Sabonis,30,27
2,7:03.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. Evans),30,29
2,7:03.0,Cleveland full timeout,,30,29
2,7:03.0,R. Hood enters the game for J. Blossomgame,,30,29
2,7:03.0,D. Nwaba enters the game for C. Osman,,30,29
2,6:50.0,C. Sexton misses 2-pt jump shot from 19 ft,,30,29
2,6:47.0,,Defensive rebound by C. Joseph,30,29
2,6:34.0,,D. Sabonis makes 2-pt hook shot from 8 ft,30,31
2,6:34.0,,Shooting foul by C. Frye (drawn by D. Sabonis),30,31
2,6:34.0,,V. Oladipo enters the game for B. Bogdanović,30,31
2,6:34.0,,T. Young enters the game for T. Evans,30,31
2,6:34.0,,D. Sabonis makes free throw 1 of 1,30,32
2,6:18.0,A. Burks misses 2-pt layup from 4 ft (block by T. Young),,30,32
2,6:18.0,,Defensive rebound by Team,30,32
2,6:18.0,L. Nance enters the game for C. Frye,,30,32
2,6:07.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by V. Oladipo),30,35
2,5:42.0,A. Burks makes 2-pt layup from 1 ft (assist by D. Nwaba),,32,35
2,5:42.0,Shooting foul by D. McDermott (drawn by A. Burks),,32,35
2,5:42.0,,D. Collison enters the game for C. Joseph,32,35
2,5:42.0,A. Burks makes free throw 1 of 1,,33,35
2,5:26.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by V. Oladipo),33,37
2,5:04.0,A. Burks misses 2-pt jump shot from 21 ft,,33,37
2,5:01.0,,Defensive rebound by T. Young,33,37
2,4:52.0,,Turnover by V. Oladipo (lost ball; steal by R. Hood),33,37
2,4:47.0,R. Hood makes 2-pt layup from 2 ft (assist by L. Nance),,35,37
2,4:47.0,Shooting foul by D. Collison (drawn by R. Hood),,35,37
2,4:47.0,C. Osman enters the game for A. Burks,,35,37
2,4:47.0,,M. Turner enters the game for D. Sabonis,35,37
2,4:47.0,R. Hood makes free throw 1 of 1,,36,37
2,4:29.0,,M. Turner misses 2-pt jump shot from 12 ft,36,37
2,4:28.0,Defensive rebound by D. Nwaba,,36,37
2,4:04.0,Turnover by Team (shot clock),,36,37
2,3:55.0,,Turnover by M. Turner (bad pass),36,37
2,3:55.0,J. Blossomgame enters the game for D. Nwaba,,36,37
2,3:39.0,C. Osman misses 3-pt jump shot from 28 ft,,36,37
2,3:37.0,,Defensive rebound by T. Young,36,37
2,3:18.0,,T. Young misses 2-pt layup from 2 ft,36,37
2,3:16.0,Defensive rebound by R. Hood,,36,37
2,3:11.0,R. Hood misses 2-pt jump shot from 1 ft,,36,37
2,3:09.0,Offensive rebound by J. Blossomgame,,36,37
2,3:09.0,J. Blossomgame makes 2-pt layup from 1 ft,,38,37
2,3:09.0,,Indiana full timeout,38,37
2,3:09.0,,B. Bogdanović enters the game for D. McDermott,38,37
2,2:54.0,,M. Turner makes 2-pt hook shot from 11 ft (assist by V. Oladipo),38,39
2,2:33.0,C. Osman makes 3-pt jump shot from 23 ft (assist by L. Nance),,41,39
2,2:20.0,,Personal foul by C. Sexton (drawn by M. Turner),41,39
2,2:20.0,C. Frye enters the game for L. Nance,,41,39
2,2:10.0,,Turnover by T. Young (bad pass),41,39
2,1:50.0,C. Sexton makes 2-pt jump shot from 23 ft,,43,39
2,1:30.0,,T. Young misses 2-pt jump shot from 7 ft,43,39
2,1:27.0,,Offensive rebound by T. Young,43,39
2,1:27.0,,Shooting foul by C. Frye (drawn by T. Young),43,39
2,1:27.0,,T. Young misses free throw 1 of 2,43,39
2,1:27.0,,Offensive rebound by Team,43,39
2,1:27.0,,T. Young makes free throw 2 of 2,43,40
2,1:07.0,C. Frye misses 3-pt jump shot from 27 ft,,43,40
2,1:04.0,,Defensive rebound by M. Turner,43,40
2,0:52.0,,D. Collison makes 2-pt jump shot from 19 ft (assist by V. Oladipo),43,42
2,0:38.0,J. Blossomgame misses 3-pt jump shot from 25 ft,,43,42
2,0:35.0,,Defensive rebound by D. Collison,43,42
2,0:24.0,,T. Young makes 2-pt layup from 1 ft,43,44
2,0:07.0,Personal take foul by D. Collison (drawn by C. Sexton),,43,44
2,0:07.0,,C. Joseph enters the game for D. Collison,43,44
2,0:02.0,Shooting foul by M. Turner (drawn by R. Hood),,43,44
2,0:02.0,R. Hood makes free throw 1 of 3,,44,44
2,0:02.0,Offensive rebound by Team,,44,44
2,0:02.0,R. Hood misses free throw 2 of 3,,44,44
2,0:02.0,R. Hood makes free throw 3 of 3,,45,44
2,0:00.0,,V. Oladipo misses 3-pt jump shot from 44 ft,45,44
2,0:00.0,,Offensive rebound by Team,45,44
3,11:36.0,R. Hood misses 2-pt jump shot from 12 ft,,45,44
3,11:33.0,,Defensive rebound by D. Collison,45,44
3,11:23.0,,Personal take foul by R. Hood (drawn by M. Turner),45,44
3,11:11.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),45,46
3,10:55.0,C. Osman misses 3-pt jump shot from 23 ft,,45,46
3,10:52.0,,Defensive rebound by M. Turner,45,46
3,10:39.0,,T. Young misses 2-pt layup from 1 ft,45,46
3,10:36.0,Defensive rebound by D. Nwaba,,45,46
3,10:31.0,Personal foul by D. Collison (drawn by D. Nwaba),,45,46
3,10:16.0,Turnover by C. Sexton (lost ball; steal by D. Collison),,45,46
3,10:14.0,,Shooting foul by D. Nwaba (drawn by V. Oladipo),45,46
3,10:14.0,,V. Oladipo makes free throw 1 of 2,45,47
3,10:14.0,,V. Oladipo makes free throw 2 of 2,45,48
3,10:14.0,Cleveland full timeout,,45,48
3,9:58.0,D. Nwaba misses 3-pt jump shot from 24 ft,,45,48
3,9:56.0,Offensive rebound by C. Sexton,,45,48
3,9:54.0,C. Sexton misses 2-pt jump shot from 13 ft,,45,48
3,9:50.0,,Defensive rebound by M. Turner,45,48
3,9:32.0,,T. Young makes 2-pt jump shot from 7 ft (assist by D. Collison),45,50
3,9:10.0,D. Nwaba misses 3-pt jump shot from 24 ft,,45,50
3,9:08.0,,Defensive rebound by Team,45,50
3,8:48.0,,T. Young misses 2-pt hook shot from 7 ft,45,50
3,8:45.0,Defensive rebound by L. Nance,,45,50
3,8:37.0,C. Sexton makes 2-pt jump shot from 7 ft,,47,50
3,8:23.0,,V. Oladipo misses 2-pt jump shot from 15 ft,47,50
3,8:22.0,Defensive rebound by L. Nance,,47,50
3,8:11.0,L. Nance makes 2-pt layup from 1 ft,,49,50
3,7:55.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,49,50
3,7:53.0,Defensive rebound by L. Nance,,49,50
3,7:38.0,R. Hood makes 2-pt jump shot from 10 ft (assist by L. Nance),,51,50
3,7:33.0,,Shooting foul by C. Osman (drawn by B. Bogdanović),51,50
3,7:33.0,,B. Bogdanović makes free throw 1 of 2,51,51
3,7:33.0,A. Burks enters the game for D. Nwaba,,51,51
3,7:33.0,,B. Bogdanović makes free throw 2 of 2,51,52
3,7:17.0,L. Nance misses 3-pt jump shot from 26 ft,,51,52
3,7:13.0,,Defensive rebound by M. Turner,51,52
3,7:09.0,,V. Oladipo misses 2-pt layup from 1 ft (block by L. Nance),51,52
3,7:07.0,,Offensive rebound by Team,51,52
3,7:05.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,51,52
3,7:02.0,Defensive rebound by L. Nance,,51,52
3,7:00.0,Turnover by L. Nance (bad pass; steal by T. Young),,51,52
3,6:47.0,,T. Young misses 2-pt layup from 2 ft,51,52
3,6:44.0,,Offensive rebound by T. Young,51,52
3,6:44.0,,T. Young makes 2-pt layup from 1 ft,51,54
3,6:31.0,C. Osman misses 2-pt layup from 5 ft,,51,54
3,6:28.0,Offensive rebound by L. Nance,,51,54
3,6:28.0,L. Nance makes 2-pt dunk at rim,,53,54
3,6:24.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),53,56
3,6:07.0,C. Sexton misses 3-pt jump shot from 26 ft,,53,56
3,6:07.0,,Defensive rebound by M. Turner,53,56
3,5:50.0,,B. Bogdanović makes 2-pt layup at rim,53,58
3,5:41.0,C. Osman makes 2-pt layup from 1 ft (assist by L. Nance),,55,58
3,5:31.0,,Turnover by D. Collison (bad pass; steal by R. Hood),55,58
3,5:24.0,Turnover by C. Sexton (bad pass; steal by T. Young),,55,58
3,5:19.0,,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),55,60
3,4:55.0,Turnover by L. Nance (bad pass; steal by V. Oladipo),,55,60
3,4:53.0,,V. Oladipo makes 2-pt dunk at rim,55,62
3,4:53.0,Cleveland full timeout,,55,62
3,4:53.0,J. Blossomgame enters the game for R. Hood,,55,62
3,4:53.0,M. Dellavedova enters the game for C. Sexton,,55,62
3,4:53.0,,C. Joseph enters the game for B. Bogdanović,55,62
3,4:53.0,,D. Sabonis enters the game for T. Young,55,62
3,4:40.0,J. Blossomgame misses 3-pt jump shot from 24 ft,,55,62
3,4:37.0,Offensive rebound by J. Blossomgame,,55,62
3,4:36.0,J. Blossomgame makes 2-pt jump shot from 11 ft,,57,62
3,4:20.0,,V. Oladipo misses 3-pt jump shot from 24 ft,57,62
3,4:19.0,Defensive rebound by Team,,57,62
3,4:19.0,,Loose ball foul by D. Sabonis (drawn by J. Blossomgame),57,62
3,4:01.0,L. Nance makes 2-pt layup from 1 ft (assist by M. Dellavedova),,59,62
3,3:48.0,,D. Collison misses 2-pt jump shot from 18 ft,59,62
3,3:44.0,,Offensive rebound by D. Sabonis,59,62
3,3:44.0,,D. Sabonis makes 2-pt layup from 1 ft,59,64
3,3:30.0,M. Dellavedova misses 3-pt jump shot from 29 ft,,59,64
3,3:27.0,,Defensive rebound by M. Turner,59,64
3,3:18.0,,Turnover by C. Joseph (bad pass; steal by J. Blossomgame),59,64
3,3:13.0,Turnover by C. Osman (bad pass),,59,64
3,3:13.0,A. Žižić enters the game for C. Osman,,59,64
3,3:13.0,,T. Evans enters the game for D. Collison,59,64
3,3:13.0,,D. McDermott enters the game for V. Oladipo,59,64
3,2:52.0,,M. Turner misses 2-pt jump shot from 21 ft,59,64
3,2:49.0,Defensive rebound by L. Nance,,59,64
3,2:28.0,A. Burks misses 2-pt jump shot from 15 ft,,59,64
3,2:24.0,,Defensive rebound by C. Joseph,59,64
3,2:19.0,,T. Evans misses 2-pt jump shot from 5 ft (block by A. Burks),59,64
3,2:18.0,,Offensive rebound by Team,59,64
3,2:18.0,C. Frye enters the game for L. Nance,,59,64
3,2:13.0,,T. Evans makes 2-pt layup at rim (assist by M. Turner),59,66
3,1:56.0,A. Burks misses 2-pt jump shot from 5 ft (block by M. Turner),,59,66
3,1:54.0,,Defensive rebound by C. Joseph,59,66
3,1:45.0,,M. Turner misses 2-pt jump shot from 14 ft,59,66
3,1:41.0,Defensive rebound by J. Blossomgame,,59,66
3,1:24.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by A. Žižić),,62,66
3,1:14.0,,D. McDermott misses 3-pt jump shot from 23 ft,62,66
3,1:12.0,Defensive rebound by A. Žižić,,62,66
3,1:02.0,A. Burks misses 2-pt jump shot from 7 ft (block by M. Turner),,62,66
3,0:59.0,,Defensive rebound by C. Joseph,62,66
3,0:56.0,,D. McDermott misses 2-pt layup from 2 ft,62,66
3,0:54.0,,Offensive rebound by D. Sabonis,62,66
3,0:54.0,,Shooting foul by C. Frye (drawn by D. Sabonis),62,66
3,0:54.0,,D. Sabonis makes free throw 1 of 2,62,67
3,0:54.0,,B. Bogdanović enters the game for M. Turner,62,67
3,0:54.0,,D. Sabonis makes free throw 2 of 2,62,68
3,0:42.0,A. Burks makes 2-pt jump shot from 4 ft,,64,68
3,0:42.0,Shooting foul by T. Evans (drawn by A. Burks),,64,68
3,0:42.0,C. Osman enters the game for C. Frye,,64,68
3,0:42.0,A. Burks makes free throw 1 of 1,,65,68
3,0:33.0,,T. Evans misses 2-pt jump shot from 20 ft,65,68
3,0:30.0,Defensive rebound by C. Osman,,65,68
3,0:14.0,A. Žižić makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,67,68
3,0:03.0,,C. Joseph misses 2-pt jump shot from 12 ft,67,68
3,0:02.0,,Offensive rebound by D. Sabonis,67,68
3,0:01.0,,D. Sabonis misses 2-pt layup from 1 ft,67,68
3,0:00.0,,Offensive rebound by B. Bogdanović,67,68
4,11:37.0,,T. Evans misses 2-pt layup from 1 ft,67,68
4,11:35.0,Defensive rebound by A. Žižić,,67,68
4,11:21.0,J. Blossomgame makes 2-pt layup from 1 ft (assist by M. Dellavedova),,69,68
4,11:02.0,,D. McDermott misses 2-pt jump shot from 19 ft,69,68
4,10:59.0,Defensive rebound by M. Dellavedova,,69,68
4,10:50.0,Turnover by M. Dellavedova (bad pass; steal by D. Sabonis),,69,68
4,10:45.0,,T. Evans makes 2-pt layup at rim (assist by C. Joseph),69,70
4,10:23.0,Shooting foul by T. Evans (drawn by R. Hood),,69,70
4,10:23.0,R. Hood misses free throw 1 of 2,,69,70
4,10:23.0,Offensive rebound by Team,,69,70
4,10:23.0,R. Hood makes free throw 2 of 2,,70,70
4,10:09.0,,Personal foul by J. Blossomgame (drawn by D. Sabonis),70,70
4,9:59.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,70,70
4,9:56.0,,Offensive rebound by D. Sabonis,70,70
4,9:56.0,,D. Sabonis makes 2-pt layup from 1 ft,70,72
4,9:40.0,J. Blossomgame misses 3-pt jump shot from 24 ft,,70,72
4,9:38.0,,Defensive rebound by C. Joseph,70,72
4,9:32.0,,T. Evans misses 2-pt layup from 1 ft,70,72
4,9:30.0,,Offensive rebound by T. Evans,70,72
4,9:30.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,70,72
4,9:28.0,Defensive rebound by J. Blossomgame,,70,72
4,9:24.0,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),,72,72
4,9:15.0,,D. McDermott makes 2-pt jump shot from 14 ft (assist by D. Sabonis),72,74
4,9:01.0,M. Dellavedova makes 2-pt layup from 1 ft,,74,74
4,8:53.0,,Indiana full timeout,74,74
4,8:53.0,,V. Oladipo enters the game for B. Bogdanović,74,74
4,8:53.0,,T. Young enters the game for T. Evans,74,74
4,8:45.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by C. Joseph),74,77
4,8:20.0,R. Hood makes 3-pt jump shot from 28 ft (assist by J. Blossomgame),,77,77
4,7:58.0,,V. Oladipo misses 2-pt jump shot from 20 ft,77,77
4,7:57.0,,Offensive rebound by D. Sabonis,77,77
4,7:47.0,,C. Joseph misses 2-pt jump shot from 7 ft,77,77
4,7:46.0,,Offensive rebound by Team,77,77
4,7:46.0,Loose ball foul by M. Dellavedova (drawn by D. Sabonis),,77,77
4,7:46.0,L. Nance enters the game for M. Dellavedova,,77,77
4,7:46.0,C. Sexton enters the game for A. Žižić,,77,77
4,7:39.0,,V. Oladipo misses 2-pt dunk from 1 ft,77,77
4,7:37.0,Defensive rebound by L. Nance,,77,77
4,7:28.0,R. Hood makes 2-pt dunk from 2 ft (assist by L. Nance),,79,77
4,7:08.0,,T. Young makes 2-pt hook shot from 4 ft,79,79
4,6:53.0,C. Osman misses 3-pt jump shot from 29 ft,,79,79
4,6:50.0,,Defensive rebound by V. Oladipo,79,79
4,6:44.0,,Turnover by V. Oladipo (bad pass; steal by L. Nance),79,79
4,6:38.0,C. Sexton misses 2-pt jump shot from 9 ft,,79,79
4,6:36.0,,Defensive rebound by T. Young,79,79
4,6:27.0,,V. Oladipo makes 3-pt jump shot from 26 ft,79,82
4,6:05.0,Shooting foul by V. Oladipo (drawn by J. Blossomgame),,79,82
4,6:05.0,J. Blossomgame misses free throw 1 of 2,,79,82
4,6:05.0,Offensive rebound by Team,,79,82
4,6:05.0,J. Blossomgame makes free throw 2 of 2,,80,82
4,5:46.0,,Shooting foul by R. Hood (drawn by D. McDermott),80,82
4,5:46.0,,D. McDermott makes free throw 1 of 3,80,83
4,5:46.0,,D. McDermott misses free throw 2 of 3,80,83
4,5:46.0,,Offensive rebound by Team,80,83
4,5:46.0,A. Burks enters the game for J. Blossomgame,,80,83
4,5:46.0,,D. McDermott makes free throw 3 of 3,80,84
4,5:38.0,Shooting foul by V. Oladipo (drawn by R. Hood),,80,84
4,5:38.0,R. Hood makes free throw 1 of 2,,81,84
4,5:38.0,,B. Bogdanović enters the game for C. Joseph,81,84
4,5:38.0,,D. Collison enters the game for D. McDermott,81,84
4,5:38.0,R. Hood makes free throw 2 of 2,,82,84
4,5:20.0,,V. Oladipo misses 3-pt jump shot from 28 ft,82,84
4,5:17.0,Defensive rebound by L. Nance,,82,84
4,5:14.0,C. Sexton misses 2-pt layup from 2 ft (block by D. Collison),,82,84
4,5:14.0,Offensive rebound by Team,,82,84
4,4:59.0,L. Nance misses 2-pt jump shot from 11 ft (block by V. Oladipo),,82,84
4,4:56.0,,Defensive rebound by D. Sabonis,82,84
4,4:50.0,,V. Oladipo makes 2-pt jump shot from 20 ft (assist by D. Sabonis),82,86
4,4:31.0,A. Burks misses 3-pt jump shot from 26 ft,,82,86
4,4:27.0,,Defensive rebound by D. Collison,82,86
4,4:26.0,,Personal take foul by R. Hood (drawn by D. Collison),82,86
4,4:14.0,,B. Bogdanović misses 2-pt layup from 1 ft,82,86
4,4:10.0,,Offensive rebound by D. Sabonis,82,86
4,4:10.0,,D. Sabonis makes 2-pt layup from 1 ft,82,88
4,4:08.0,Cleveland full timeout,,82,88
4,3:47.0,C. Osman misses 3-pt jump shot from 27 ft,,82,88
4,3:45.0,,Defensive rebound by D. Collison,82,88
4,3:33.0,,D. Sabonis misses 2-pt layup from 1 ft,82,88
4,3:31.0,Defensive rebound by L. Nance,,82,88
4,3:24.0,C. Sexton makes 2-pt layup from 1 ft,,84,88
4,3:08.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,84,88
4,3:05.0,Defensive rebound by A. Burks,,84,88
4,2:58.0,A. Burks misses 2-pt jump shot from 23 ft,,84,88
4,2:56.0,Offensive rebound by R. Hood,,84,88
4,2:42.0,Turnover by Team (shot clock),,84,88
4,2:42.0,,M. Turner enters the game for D. Sabonis,84,88
4,2:27.0,,V. Oladipo misses 3-pt jump shot from 24 ft,84,88
4,2:23.0,Defensive rebound by A. Burks,,84,88
4,2:20.0,C. Sexton misses 2-pt layup from 1 ft (block by V. Oladipo),,84,88
4,2:16.0,Offensive rebound by L. Nance,,84,88
4,2:16.0,L. Nance makes 2-pt layup at rim,,86,88
4,2:05.0,,M. Turner makes 2-pt layup at rim (assist by T. Young),86,90
