QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
1,7:28.0,Personal foul by E. Bledsoe (drawn by R. Jackson),,4,20
1,7:28.0,,P. Connaughton enters the game for S. Brown,4,20
1,7:20.0,W. Ellington misses 2-pt jump shot from 16 ft,,4,20
1,7:16.0,,Defensive rebound by G. Antetokounmpo,4,20
1,7:10.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,4,20
1,7:07.0,Defensive rebound by A. Drummond,,4,20
1,7:02.0,W. Ellington makes 2-pt jump shot from 11 ft (assist by A. Drummond),,6,20
1,6:44.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by K. Middleton),6,22
1,6:36.0,Shooting foul by E. Bledsoe (drawn by A. Drummond),,6,22
1,6:36.0,A. Drummond makes free throw 1 of 2,,7,22
1,6:36.0,L. Galloway enters the game for B. Brown,,7,22
1,6:36.0,G. Robinson enters the game for T. Maker,,7,22
1,6:36.0,,G. Hill enters the game for E. Bledsoe,7,22
1,6:36.0,A. Drummond makes free throw 2 of 2,,8,22
1,6:24.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by K. Middleton),8,24
1,6:24.0,,Shooting foul by G. Robinson (drawn by P. Connaughton),8,24
1,6:24.0,,P. Connaughton makes free throw 1 of 1,8,25
1,6:09.0,L. Galloway misses 2-pt jump shot from 2 ft,,8,25
1,6:08.0,Offensive rebound by A. Drummond,,8,25
1,6:06.0,A. Drummond misses 2-pt layup from 2 ft,,8,25
1,6:06.0,,Defensive rebound by P. Connaughton,8,25
1,5:55.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,8,25
1,5:52.0,Defensive rebound by A. Drummond,,8,25
1,5:48.0,R. Jackson makes 2-pt layup at rim,,10,25
1,5:29.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,10,25
1,5:26.0,Defensive rebound by A. Drummond,,10,25
1,5:20.0,G. Robinson misses 2-pt layup from 3 ft,,10,25
1,5:18.0,,Defensive rebound by K. Middleton,10,25
1,5:13.0,,K. Middleton misses 3-pt jump shot from 27 ft,10,25
1,5:10.0,Defensive rebound by A. Drummond,,10,25
1,4:59.0,Offensive foul by A. Drummond (drawn by P. Connaughton),,10,25
1,4:59.0,Turnover by A. Drummond (offensive foul),,10,25
1,4:59.0,,E. İlyasova enters the game for G. Antetokounmpo,10,25
1,4:42.0,,K. Middleton misses 2-pt jump shot from 13 ft,10,25
1,4:41.0,Defensive rebound by A. Drummond,,10,25
1,4:41.0,Personal foul by E. İlyasova (drawn by A. Drummond),,10,25
1,4:24.0,R. Jackson makes 2-pt jump shot from 9 ft,,12,25
1,4:14.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by E. İlyasova),12,28
1,4:00.0,L. Galloway misses 2-pt jump shot from 11 ft,,12,28
1,3:57.0,,Defensive rebound by E. İlyasova,12,28
1,3:50.0,,G. Hill misses 3-pt jump shot from 27 ft,12,28
1,3:45.0,Defensive rebound by W. Ellington,,12,28
1,3:32.0,R. Jackson misses 2-pt jump shot from 17 ft,,12,28
1,3:29.0,,Defensive rebound by E. İlyasova,12,28
1,3:27.0,,Milwaukee full timeout,12,28
1,3:27.0,L. Kennard enters the game for W. Ellington,,12,28
1,3:27.0,I. Smith enters the game for R. Jackson,,12,28
1,3:27.0,,S. Brown enters the game for K. Middleton,12,28
1,3:17.0,,Turnover by P. Connaughton (bad pass; steal by A. Drummond),12,28
1,3:12.0,A. Drummond misses 2-pt layup from 2 ft,,12,28
1,3:09.0,Offensive rebound by G. Robinson,,12,28
1,3:08.0,G. Robinson makes 2-pt dunk from 1 ft,,14,28
1,2:58.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by S. Brown),14,30
1,2:36.0,L. Galloway misses 3-pt jump shot from 24 ft,,14,30
1,2:33.0,,Defensive rebound by G. Hill,14,30
1,2:23.0,,B. Lopez misses 3-pt jump shot from 28 ft,14,30
1,2:20.0,Defensive rebound by L. Galloway,,14,30
1,2:07.0,I. Smith makes 2-pt jump shot from 11 ft,,16,30
1,1:53.0,,S. Brown misses 3-pt jump shot from 27 ft,16,30
1,1:50.0,Defensive rebound by A. Drummond,,16,30
1,1:41.0,L. Galloway misses 3-pt jump shot from 23 ft,,16,30
1,1:37.0,,Defensive rebound by E. İlyasova,16,30
1,1:18.0,,G. Hill makes 2-pt jump shot from 22 ft,16,32
1,0:58.0,L. Kennard misses 2-pt jump shot from 17 ft,,16,32
1,0:55.0,,Defensive rebound by S. Brown,16,32
1,0:47.0,,Personal foul by L. Galloway (drawn by S. Brown),16,32
1,0:47.0,,S. Brown makes free throw 1 of 2,16,33
1,0:47.0,,G. Antetokounmpo enters the game for B. Lopez,16,33
1,0:47.0,,S. Brown makes free throw 2 of 2,16,34
1,0:33.0,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),,18,34
1,0:26.0,,Personal foul by I. Smith (drawn by G. Antetokounmpo),18,34
1,0:26.0,,G. Antetokounmpo misses free throw 1 of 2,18,34
1,0:26.0,,Offensive rebound by Team,18,34
1,0:26.0,,G. Antetokounmpo makes free throw 2 of 2,18,35
1,0:14.0,L. Kennard misses 2-pt jump shot from 15 ft,,18,35
1,0:11.0,,Defensive rebound by P. Connaughton,18,35
1,0:02.0,,P. Connaughton makes 3-pt jump shot from 30 ft (assist by G. Hill),18,38
2,11:48.0,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by L. Kennard),,20,38
2,11:37.0,,N. Mirotić misses 3-pt jump shot from 28 ft,20,38
2,11:34.0,Defensive rebound by Z. Pachulia,,20,38
2,11:26.0,Turnover by I. Smith (bad pass; steal by S. Brown),,20,38
2,11:22.0,,G. Hill makes 2-pt layup from 2 ft (assist by S. Brown),20,40
2,11:03.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by L. Galloway),,23,40
2,10:52.0,,Personal foul by Z. Pachulia (drawn by E. Bledsoe),23,40
2,10:39.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),23,43
2,10:25.0,Personal foul by G. Hill (drawn by L. Kennard),,23,43
2,10:15.0,Turnover by L. Galloway (bad pass; steal by E. Bledsoe),,23,43
2,10:10.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by S. Brown),23,45
2,10:06.0,Detroit full timeout,,23,45
2,10:06.0,,P. Connaughton enters the game for G. Hill,23,45
2,9:52.0,I. Smith misses 2-pt jump shot from 18 ft,,23,45
2,9:52.0,Offensive rebound by Team,,23,45
2,9:44.0,T. Maker misses 3-pt jump shot from 23 ft,,23,45
2,9:40.0,,Defensive rebound by E. Bledsoe,23,45
2,9:29.0,,S. Brown misses 3-pt jump shot from 27 ft,23,45
2,9:26.0,Defensive rebound by T. Maker,,23,45
2,9:21.0,T. Maker makes 2-pt dunk from 1 ft (assist by I. Smith),,25,45
2,9:09.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by S. Brown),25,47
2,8:58.0,T. Maker misses 3-pt jump shot from 26 ft,,25,47
2,8:55.0,,Defensive rebound by P. Connaughton,25,47
2,8:46.0,,Turnover by N. Mirotić (bad pass; steal by I. Smith),25,47
2,8:40.0,L. Kennard makes 3-pt jump shot from 28 ft (assist by I. Smith),,28,47
2,8:21.0,,N. Mirotić misses 3-pt jump shot from 25 ft,28,47
2,8:18.0,Defensive rebound by L. Galloway,,28,47
2,8:10.0,T. Maker misses 3-pt jump shot from 27 ft,,28,47
2,8:10.0,,Defensive rebound by S. Brown,28,47
2,7:56.0,,Shooting foul by L. Galloway (drawn by G. Antetokounmpo),28,47
2,7:56.0,,G. Antetokounmpo misses free throw 1 of 2,28,47
2,7:56.0,,Offensive rebound by Team,28,47
2,7:56.0,W. Ellington enters the game for L. Galloway,,28,47
2,7:56.0,,E. İlyasova enters the game for N. Mirotić,28,47
2,7:56.0,,G. Antetokounmpo misses free throw 2 of 2,28,47
2,7:53.0,Defensive rebound by L. Kennard,,28,47
2,7:43.0,T. Maker misses 3-pt jump shot from 27 ft,,28,47
2,7:39.0,,Defensive rebound by G. Antetokounmpo,28,47
2,7:36.0,,Shooting foul by T. Maker (drawn by G. Antetokounmpo),28,47
2,7:36.0,,G. Antetokounmpo makes free throw 1 of 2,28,48
2,7:36.0,,K. Middleton enters the game for S. Brown,28,48
2,7:36.0,,G. Antetokounmpo misses free throw 2 of 2,28,48
2,7:33.0,Defensive rebound by Z. Pachulia,,28,48
2,7:21.0,L. Kennard misses 2-pt hook shot from 5 ft,,28,48
2,7:17.0,,Defensive rebound by G. Antetokounmpo,28,48
2,7:13.0,,E. İlyasova misses 3-pt jump shot from 25 ft,28,48
2,7:10.0,Defensive rebound by Z. Pachulia,,28,48
2,7:03.0,L. Kennard makes 2-pt jump shot from 16 ft,,30,48
2,6:50.0,,K. Middleton misses 2-pt jump shot from 11 ft,30,48
2,6:47.0,Defensive rebound by L. Kennard,,30,48
2,6:41.0,Z. Pachulia misses 2-pt jump shot from 19 ft,,30,48
2,6:39.0,,Defensive rebound by G. Antetokounmpo,30,48
2,6:23.0,,K. Middleton misses 3-pt jump shot from 25 ft,30,48
2,6:23.0,Defensive rebound by Team,,30,48
2,6:23.0,A. Drummond enters the game for T. Maker,,30,48
2,6:23.0,G. Robinson enters the game for Z. Pachulia,,30,48
2,6:23.0,,B. Lopez enters the game for G. Antetokounmpo,30,48
2,6:12.0,I. Smith misses 2-pt jump shot from 19 ft,,30,48
2,6:09.0,,Defensive rebound by P. Connaughton,30,48
2,6:03.0,,Shooting foul by I. Smith (drawn by E. Bledsoe),30,48
2,6:03.0,,E. Bledsoe makes free throw 1 of 2,30,49
2,6:03.0,R. Jackson enters the game for I. Smith,,30,49
2,6:03.0,,E. Bledsoe misses free throw 2 of 2,30,49
2,6:00.0,,Offensive rebound by E. İlyasova,30,49
2,5:58.0,,Turnover by E. İlyasova (lost ball; steal by R. Jackson),30,49
2,5:50.0,W. Ellington misses 2-pt dunk from 3 ft (block by B. Lopez),,30,49
2,5:46.0,Offensive rebound by W. Ellington,,30,49
2,5:45.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by W. Ellington),,33,49
2,5:30.0,,Personal foul by G. Robinson (drawn by B. Lopez),33,49
2,5:30.0,,G. Hill enters the game for E. Bledsoe,33,49
2,5:30.0,,B. Lopez makes free throw 1 of 2,33,50
2,5:30.0,,B. Lopez makes free throw 2 of 2,33,51
2,5:20.0,A. Drummond misses 2-pt layup from 3 ft,,33,51
2,5:19.0,,Defensive rebound by B. Lopez,33,51
2,5:05.0,,G. Hill misses 3-pt jump shot from 27 ft,33,51
2,5:02.0,Defensive rebound by W. Ellington,,33,51
2,4:57.0,W. Ellington misses 2-pt jump shot from 17 ft (block by P. Connaughton),,33,51
2,4:53.0,,Defensive rebound by P. Connaughton,33,51
2,4:50.0,,Personal foul by W. Ellington (drawn by G. Hill),33,51
2,4:50.0,,G. Hill makes free throw 1 of 2,33,52
2,4:50.0,,G. Hill makes free throw 2 of 2,33,53
2,4:38.0,L. Kennard misses 3-pt jump shot from 27 ft,,33,53
2,4:34.0,,Defensive rebound by K. Middleton,33,53
2,4:21.0,,G. Hill makes 2-pt layup from 3 ft (assist by K. Middleton),33,55
2,4:14.0,Personal foul by B. Lopez (drawn by A. Drummond),,33,55
2,4:06.0,R. Jackson makes 2-pt jump shot from 5 ft,,35,55
2,3:57.0,,Shooting foul by R. Jackson (drawn by B. Lopez),35,55
2,3:57.0,,B. Lopez makes free throw 1 of 2,35,56
2,3:57.0,,B. Lopez makes free throw 2 of 2,35,57
2,3:36.0,G. Robinson misses 3-pt jump shot from 22 ft,,35,57
2,3:32.0,,Defensive rebound by G. Hill,35,57
2,3:29.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Hill),35,60
2,3:23.0,Detroit full timeout,,35,60
2,3:23.0,L. Galloway enters the game for G. Robinson,,35,60
2,3:23.0,,E. Bledsoe enters the game for P. Connaughton,35,60
2,3:05.0,R. Jackson makes 2-pt jump shot from 11 ft,,37,60
2,2:53.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),37,63
2,2:33.0,R. Jackson makes 2-pt jump shot from 12 ft,,39,63
2,2:09.0,,G. Hill makes 2-pt jump shot from 11 ft (assist by B. Lopez),39,65
2,1:58.0,R. Jackson misses 2-pt jump shot from 14 ft,,39,65
2,1:55.0,,Defensive rebound by K. Middleton,39,65
2,1:49.0,,K. Middleton misses 2-pt jump shot from 3 ft,39,65
2,1:44.0,,G. Hill misses 2-pt layup at rim,39,65
2,1:44.0,,Offensive rebound by G. Hill,39,65
2,1:43.0,Defensive rebound by L. Galloway,,39,65
2,1:40.0,L. Kennard makes 2-pt jump shot from 16 ft,,41,65
2,1:18.0,,E. Bledsoe makes 2-pt jump shot from 13 ft,41,67
2,1:02.0,Shooting foul by B. Lopez (drawn by A. Drummond),,41,67
2,1:02.0,A. Drummond makes free throw 1 of 2,,42,67
2,1:02.0,,G. Antetokounmpo enters the game for G. Hill,42,67
2,1:02.0,,S. Brown enters the game for E. İlyasova,42,67
2,1:02.0,,N. Mirotić enters the game for B. Lopez,42,67
2,1:02.0,A. Drummond makes free throw 2 of 2,,43,67
2,0:43.0,,G. Antetokounmpo misses 2-pt hook shot from 10 ft,43,67
2,0:41.0,,Offensive rebound by Team,43,67
2,0:41.0,,Violation by Team (kicked ball),43,67
2,0:27.0,W. Ellington misses 3-pt jump shot from 26 ft,,43,67
2,0:24.0,,Defensive rebound by G. Antetokounmpo,43,67
2,0:08.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),43,70
2,0:00.0,R. Jackson misses 2-pt jump shot from 16 ft,,43,70
2,0:00.0,Offensive rebound by Team,,43,70
3,11:43.0,A. Drummond misses 2-pt layup from 4 ft,,43,70
3,11:40.0,,Defensive rebound by B. Lopez,43,70
3,11:34.0,,S. Brown makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),43,73
3,11:21.0,W. Ellington misses 3-pt jump shot from 23 ft,,43,73
3,11:17.0,,Defensive rebound by G. Antetokounmpo,43,73
3,11:16.0,,Personal foul by R. Jackson (drawn by G. Antetokounmpo),43,73
3,11:05.0,,K. Middleton misses 2-pt jump shot from 8 ft,43,73
3,11:03.0,Defensive rebound by A. Drummond,,43,73
3,10:52.0,W. Ellington misses 3-pt jump shot from 26 ft,,43,73
3,10:49.0,,Defensive rebound by G. Antetokounmpo,43,73
3,10:45.0,,Offensive foul by G. Antetokounmpo (drawn by A. Drummond),43,73
3,10:45.0,,Turnover by G. Antetokounmpo (offensive foul),43,73
3,10:31.0,R. Jackson makes 2-pt jump shot from 11 ft,,45,73
3,10:12.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),45,75
3,10:09.0,T. Maker misses 3-pt jump shot from 28 ft,,45,75
3,9:44.0,,Defensive rebound by K. Middleton,45,75
3,9:43.0,,Personal foul by W. Ellington (drawn by K. Middleton),45,75
3,9:37.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,45,75
3,9:34.0,,Offensive rebound by G. Antetokounmpo,45,75
3,9:30.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,45,75
3,9:27.0,Defensive rebound by T. Maker,,45,75
3,9:21.0,A. Drummond makes 2-pt hook shot from 8 ft (assist by R. Jackson),,47,75
3,9:09.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by B. Lopez),47,78
3,9:01.0,Personal foul by K. Middleton (drawn by W. Ellington),,47,78
3,8:57.0,R. Jackson misses 2-pt jump shot from 5 ft,,47,78
3,8:54.0,,Defensive rebound by G. Antetokounmpo,47,78
3,8:47.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,47,78
3,8:45.0,Defensive rebound by A. Drummond,,47,78
3,8:41.0,T. Maker misses 2-pt dunk from 1 ft (block by B. Lopez),,47,78
3,8:37.0,,Defensive rebound by G. Antetokounmpo,47,78
3,8:34.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,47,80
3,8:16.0,B. Brown misses 3-pt jump shot from 25 ft,,47,80
3,8:13.0,,Defensive rebound by E. Bledsoe,47,80
3,8:03.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by S. Brown),47,83
3,8:02.0,Detroit full timeout,,47,83
3,7:50.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by R. Jackson),,50,83
3,7:30.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,50,83
3,7:28.0,Defensive rebound by A. Drummond,,50,83
3,7:09.0,B. Brown makes 2-pt layup from 4 ft,,52,83
3,6:53.0,,E. Bledsoe makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),52,86
3,6:42.0,Turnover by R. Jackson (bad pass; steal by G. Antetokounmpo),,52,86
3,6:37.0,,G. Antetokounmpo makes 2-pt dunk at rim,52,88
3,6:19.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by R. Jackson),,54,88
3,6:03.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by S. Brown),54,90
3,5:38.0,R. Jackson misses 2-pt jump shot from 14 ft,,54,90
3,5:36.0,,Defensive rebound by G. Antetokounmpo,54,90
3,5:32.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,54,90
3,5:27.0,Defensive rebound by A. Drummond,,54,90
3,5:09.0,Turnover by A. Drummond (bad pass; steal by S. Brown),,54,90
3,5:03.0,,Shooting foul by T. Maker (drawn by E. Bledsoe),54,90
3,5:03.0,,E. Bledsoe makes free throw 1 of 2,54,91
3,5:03.0,L. Kennard enters the game for B. Brown,,54,91
3,5:03.0,G. Robinson enters the game for R. Jackson,,54,91
3,5:03.0,I. Smith enters the game for T. Maker,,54,91
3,5:03.0,,P. Connaughton enters the game for S. Brown,54,91
3,5:03.0,,G. Hill enters the game for B. Lopez,54,91
3,5:03.0,,D. Wilson enters the game for K. Middleton,54,91
3,5:03.0,,E. Bledsoe makes free throw 2 of 2,54,92
3,4:46.0,L. Kennard misses 2-pt hook shot from 3 ft,,54,92
3,4:42.0,,Defensive rebound by D. Wilson,54,92
3,4:35.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by D. Wilson),54,95
3,4:19.0,Turnover by A. Drummond (bad pass; steal by G. Hill),,54,95
3,4:09.0,,D. Wilson misses 3-pt jump shot from 24 ft,54,95
3,4:07.0,,Offensive rebound by G. Antetokounmpo,54,95
3,4:07.0,,Flagrant foul type 2 by A. Drummond (drawn by G. Antetokounmpo),54,95
3,4:07.0,A. Drummond ejected from game,,54,95
3,4:07.0,,Technical foul by B. Griffin,54,95
3,4:07.0,,G. Hill makes technical free throw,54,96
3,4:07.0,,K. Middleton enters the game for E. Bledsoe,54,96
3,4:07.0,,G. Antetokounmpo misses flagrant free throw 1 of 2,54,96
3,4:07.0,,Offensive rebound by Team,54,96
3,4:07.0,,G. Antetokounmpo makes flagrant free throw 2 of 2,54,97
3,4:07.0,T. Maker enters the game for A. Drummond,,54,97
3,3:46.0,,Turnover by D. Wilson (lost ball; steal by G. Robinson),54,97
3,3:23.0,T. Maker makes 2-pt jump shot from 16 ft (assist by L. Kennard),,56,97
3,3:10.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,56,97
3,3:10.0,Defensive rebound by W. Ellington,,56,97
3,2:59.0,I. Smith makes 2-pt jump shot from 18 ft,,58,97
3,2:59.0,,Milwaukee full timeout,58,97
3,2:59.0,L. Galloway enters the game for W. Ellington,,58,97
3,2:59.0,,E. İlyasova enters the game for G. Antetokounmpo,58,97
3,2:59.0,,B. Lopez enters the game for D. Wilson,58,97
3,2:44.0,,K. Middleton misses 2-pt jump shot from 12 ft,58,97
3,2:40.0,Defensive rebound by T. Maker,,58,97
3,2:29.0,T. Maker misses 2-pt jump shot from 7 ft (block by B. Lopez),,58,97
3,2:28.0,Offensive rebound by L. Galloway,,58,97
3,2:19.0,I. Smith misses 2-pt jump shot from 16 ft,,58,97
3,2:16.0,,Defensive rebound by K. Middleton,58,97
3,1:58.0,,K. Middleton misses 3-pt jump shot from 26 ft,58,97
3,1:55.0,Defensive rebound by G. Robinson,,58,97
3,1:52.0,G. Robinson misses 2-pt layup from 5 ft (block by E. İlyasova),,58,97
3,1:52.0,,Defensive rebound by Team,58,97
3,1:52.0,,E. Bledsoe enters the game for B. Lopez,58,97
3,1:52.0,,D. Wilson enters the game for K. Middleton,58,97
3,1:39.0,,G. Hill misses 2-pt layup from 2 ft (block by T. Maker),58,97
3,1:33.0,Defensive rebound by L. Galloway,,58,97
3,1:27.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by G. Robinson),,61,97
3,1:06.0,,E. İlyasova misses 3-pt jump shot from 24 ft,61,97
3,1:03.0,Defensive rebound by L. Galloway,,61,97
3,1:00.0,Turnover by G. Robinson (out of bounds lost ball),,61,97
3,0:45.0,,Turnover by D. Wilson (traveling),61,97
3,0:30.0,I. Smith misses 2-pt jump shot from 13 ft,,61,97
3,0:26.0,Offensive rebound by T. Maker,,61,97
3,0:23.0,L. Galloway misses 3-pt jump shot from 28 ft,,61,97
3,0:21.0,,Defensive rebound by P. Connaughton,61,97
3,0:02.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,61,97
3,0:02.0,Defensive rebound by L. Kennard,,61,97
4,11:45.0,,D. Wilson makes 2-pt jump shot from 6 ft (assist by S. Brown),61,99
4,11:33.0,L. Kennard misses 2-pt jump shot from 19 ft,,61,99
4,11:33.0,,Defensive rebound by T. Frazier,61,99
4,11:20.0,,G. Hill makes 2-pt jump shot from 12 ft (assist by N. Mirotić),61,101
4,11:06.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),,64,101
4,10:46.0,,N. Mirotić misses 3-pt jump shot from 27 ft,64,101
4,10:43.0,Defensive rebound by Z. Pachulia,,64,101
4,10:34.0,Personal foul by S. Brown (drawn by Z. Pachulia),,64,101
4,10:30.0,Offensive foul by Z. Pachulia (drawn by T. Frazier),,64,101
4,10:30.0,Turnover by Z. Pachulia (offensive foul),,64,101
4,10:30.0,,P. Connaughton enters the game for G. Hill,64,101
4,10:15.0,,N. Mirotić misses 2-pt jump shot from 8 ft,64,101
4,10:12.0,Defensive rebound by Z. Pachulia,,64,101
4,10:08.0,Personal foul by T. Frazier (drawn by L. Kennard),,64,101
4,9:58.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,64,101
4,9:55.0,,Defensive rebound by T. Frazier,64,101
4,9:42.0,,S. Brown makes 3-pt jump shot from 28 ft (assist by T. Frazier),64,104
4,9:31.0,Shooting foul by D. Wilson (drawn by L. Kennard),,64,104
4,9:31.0,L. Kennard misses free throw 1 of 2,,64,104
4,9:31.0,Offensive rebound by Team,,64,104
4,9:31.0,,E. İlyasova enters the game for D. Wilson,64,104
4,9:31.0,L. Kennard makes free throw 2 of 2,,65,104
4,9:20.0,,P. Connaughton misses 3-pt jump shot from 26 ft,65,104
4,9:17.0,Defensive rebound by I. Smith,,65,104
4,9:14.0,Turnover by I. Smith (lost ball; steal by P. Connaughton),,65,104
4,9:10.0,,T. Frazier misses 2-pt layup from 2 ft (block by I. Smith),65,104
4,9:09.0,,Offensive rebound by P. Connaughton,65,104
4,9:09.0,,P. Connaughton makes 2-pt layup from 2 ft,65,106
4,9:09.0,Detroit full timeout,,65,106
4,9:09.0,K. Thomas enters the game for W. Ellington,,65,106
4,9:09.0,,D. Wilson enters the game for S. Brown,65,106
4,8:53.0,Turnover by L. Kennard (bad pass),,65,106
4,8:40.0,,Personal foul by L. Kennard (drawn by N. Mirotić),65,106
4,8:30.0,,Turnover by N. Mirotić (bad pass; steal by K. Thomas),65,106
4,8:24.0,Personal foul by P. Connaughton (drawn by Z. Pachulia),,65,106
4,8:15.0,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by I. Smith),,67,106
4,8:02.0,,P. Connaughton misses 2-pt hook shot from 5 ft,67,106
4,7:59.0,Defensive rebound by K. Thomas,,67,106
4,7:42.0,Turnover by L. Kennard (bad pass),,67,106
4,7:22.0,,E. İlyasova misses 3-pt jump shot from 27 ft,67,106
4,7:20.0,Defensive rebound by Z. Pachulia,,67,106
4,7:20.0,,G. Hill enters the game for N. Mirotić,67,106
4,7:11.0,Z. Pachulia misses 2-pt jump shot from 18 ft,,67,106
4,7:11.0,,Defensive rebound by Team,67,106
